,QUARTER,TIME_REMAINING,BOSTON_ACTION,ORLANDO_ACTION,BOSTON_SCORE,ORLANDO_SCORE
74,1,2:31.0,A. Bradley misses 2-pt layup from 3 ft (block by S. Ibaka),,23,23
75,1,2:29.0,,Defensive rebound by N. Vučević,23,23
76,1,2:18.0,,N. Vučević misses 2-pt hook shot from 6 ft,23,23
77,1,2:16.0,Defensive rebound by J. Jerebko,,23,23
78,1,2:10.0,,J. Meeks enters the game for S. Ibaka,23,23
79,1,1:59.0,Turnover by J. Jerebko (traveling),,23,23
80,1,1:45.0,,N. Vučević makes 2-pt jump shot from 9 ft,23,25
81,1,1:22.0,Turnover by J. Brown (lost ball; steal by J. Green),,23,25
82,1,1:19.0,,Turnover by J. Green (lost ball; steal by A. Bradley),23,25
83,1,1:06.0,Personal foul by E. Payton (drawn by T. Rozier),,23,25
84,1,1:00.0,A. Bradley misses 2-pt jump shot from 19 ft,,23,25
85,1,1:00.0,Offensive rebound by J. Brown,,23,25
86,1,0:52.0,J. Brown makes 2-pt layup at rim (assist by A. Bradley),,25,25
87,1,0:42.0,,N. Vučević makes 2-pt hook shot from 4 ft (assist by E. Payton),25,27
88,1,0:31.0,Personal foul by E. Payton (drawn by T. Rozier),,25,27
89,1,0:31.0,T. Rozier misses free throw 1 of 2,,25,27
90,1,0:31.0,Offensive rebound by Team,,25,27
91,1,0:31.0,A. Johnson enters the game for K. Olynyk,,25,27
92,1,0:31.0,T. Rozier makes free throw 2 of 2,,26,27
93,1,0:13.0,,N. Vučević misses 3-pt jump shot from 24 ft,26,27
94,1,0:12.0,Defensive rebound by T. Rozier,,26,27
95,1,0:03.0,A. Bradley misses 2-pt jump shot from 6 ft,,26,27
96,1,0:01.0,Offensive rebound by A. Johnson,,26,27
97,1,0:00.0,T. Rozier misses 3-pt jump shot from 31 ft,,26,27
98,1,0:00.0,Offensive rebound by Team,,26,27
99,2,11:46.0,K. Olynyk misses 3-pt jump shot from 26 ft,,26,27
100,2,11:45.0,,Defensive rebound by E. Payton,26,27
101,2,11:28.0,,Shooting foul by J. Brown (drawn by B. Biyombo),26,27
102,2,11:28.0,,B. Biyombo misses free throw 1 of 2,26,27
103,2,11:28.0,,Offensive rebound by Team,26,27
104,2,11:28.0,,B. Biyombo misses free throw 2 of 2,26,27
105,2,11:28.0,Defensive rebound by K. Olynyk,,26,27
106,2,11:28.0,T. Zeller enters the game for J. Jerebko,,26,27
107,2,11:13.0,J. Brown makes 2-pt dunk at rim (assist by T. Zeller),,28,27
108,2,10:58.0,,Orlando full timeout,28,27
109,2,10:42.0,,J. Green misses 2-pt jump shot from 15 ft,28,27
110,2,10:40.0,,Offensive rebound by N. Vučević,28,27
111,2,10:39.0,,Personal foul by K. Olynyk (drawn by N. Vučević),28,27
112,2,10:31.0,,J. Meeks makes 2-pt jump shot from 6 ft (assist by N. Vučević),28,29
113,2,10:11.0,K. Olynyk misses 3-pt jump shot from 25 ft,,28,29
114,2,10:10.0,,Defensive rebound by B. Biyombo,28,29
115,2,10:00.0,,N. Vučević makes 2-pt jump shot from 14 ft,28,31
116,2,9:45.0,T. Rozier misses 3-pt jump shot from 27 ft,,28,31
117,2,9:44.0,,Defensive rebound by N. Vučević,28,31
118,2,9:32.0,,E. Payton makes 2-pt jump shot from 6 ft,28,33
119,2,9:19.0,T. Rozier makes 2-pt layup from 2 ft (assist by K. Olynyk),,30,33
120,2,9:19.0,Shooting foul by B. Biyombo (drawn by T. Rozier),,30,33
121,2,9:19.0,A. Johnson enters the game for K. Olynyk,,30,33
122,2,9:19.0,T. Rozier makes free throw 1 of 1,,31,33
123,2,9:05.0,,N. Vučević misses 2-pt jump shot from 20 ft,31,33
124,2,9:04.0,Defensive rebound by T. Zeller,,31,33
125,2,8:52.0,J. Brown misses 3-pt jump shot from 25 ft,,31,33
126,2,8:51.0,,Defensive rebound by E. Payton,31,33
127,2,8:42.0,,E. Payton misses 2-pt jump shot from 15 ft,31,33
128,2,8:42.0,,Offensive rebound by Team,31,33
129,2,8:42.0,Loose ball foul by G. Green (drawn by B. Biyombo),,31,33
130,2,8:31.0,,Turnover by E. Payton (bad pass; steal by T. Zeller),31,33
131,2,8:21.0,G. Green misses 3-pt jump shot from 26 ft,,31,33
132,2,8:20.0,,Defensive rebound by B. Biyombo,31,33
133,2,8:12.0,,Turnover by B. Biyombo (bad pass; steal by T. Rozier),31,33
134,2,8:08.0,T. Rozier makes 2-pt layup from 1 ft,,33,33
135,2,7:52.0,,E. Payton makes 2-pt layup from 2 ft,33,35
136,2,7:31.0,Shooting foul by J. Meeks (drawn by J. Brown),,33,35
137,2,7:31.0,J. Brown makes free throw 1 of 2,,34,35
138,2,7:31.0,J. Brown misses free throw 2 of 2,,34,35
139,2,7:29.0,,Defensive rebound by J. Green,34,35
140,2,7:14.0,,J. Meeks misses 2-pt jump shot from 7 ft,34,35
141,2,7:14.0,Defensive rebound by Team,,34,35
142,2,7:14.0,,Loose ball foul by B. Biyombo (drawn by T. Zeller),34,35
143,2,6:54.0,J. Brown misses 3-pt jump shot from 26 ft,,34,35
144,2,6:52.0,Offensive rebound by Team,,34,35
145,2,6:49.0,J. Brown makes 2-pt dunk at rim (assist by G. Green),,36,35
146,2,6:37.0,,Turnover by N. Vučević (bad pass; steal by G. Green),36,35
147,2,6:33.0,Turnover by G. Green (bad pass; steal by N. Vučević),,36,35
148,2,6:26.0,,E. Payton makes 2-pt jump shot from 4 ft,36,37
149,2,6:06.0,Personal foul by J. Meeks (drawn by A. Johnson),,36,37
150,2,6:06.0,J. Crowder enters the game for J. Brown,,36,37
151,2,6:06.0,,S. Ibaka enters the game for N. Vučević,36,37
152,2,6:06.0,A. Horford enters the game for T. Zeller,,36,37
153,2,6:00.0,J. Crowder misses 2-pt jump shot from 17 ft,,36,37
154,2,5:59.0,,Defensive rebound by S. Ibaka,36,37
155,2,5:36.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by E. Payton),36,40
156,2,5:31.0,Boston full timeout,,36,40
157,2,5:31.0,A. Bradley enters the game for A. Johnson,,36,40
158,2,5:31.0,J. Jerebko enters the game for T. Rozier,,36,40
159,2,5:31.0,M. Smart enters the game for G. Green,,36,40
160,2,5:31.0,,E. Fournier enters the game for B. Biyombo,36,40
161,2,5:31.0,,A. Gordon enters the game for J. Meeks,36,40
162,2,5:31.0,,B. Biyombo enters the game for J. Green,36,40
163,2,5:17.0,Turnover by M. Smart (lost ball; steal by S. Ibaka),,36,40
164,2,5:04.0,,A. Gordon misses 2-pt jump shot from 6 ft,36,40
165,2,5:03.0,Defensive rebound by J. Crowder,,36,40
166,2,4:58.0,Turnover by J. Crowder (bad pass; steal by A. Gordon),,36,40
167,2,4:53.0,,Shooting foul by M. Smart (drawn by A. Gordon),36,40
168,2,4:53.0,,A. Gordon misses free throw 1 of 2,36,40
169,2,4:53.0,,Offensive rebound by Team,36,40
170,2,4:53.0,,A. Gordon misses free throw 2 of 2,36,40
171,2,4:53.0,,D. Augustin enters the game for E. Payton,36,40
172,2,4:52.0,Defensive rebound by A. Horford,,36,40
173,2,4:40.0,A. Horford misses 3-pt jump shot from 25 ft,,36,40
174,2,4:38.0,Offensive rebound by J. Jerebko,,36,40
175,2,4:30.0,M. Smart makes 2-pt jump shot from 6 ft,,38,40
176,2,4:16.0,,A. Gordon misses 2-pt layup from 2 ft (block by A. Horford),38,40
177,2,4:13.0,Defensive rebound by J. Crowder,,38,40
178,2,4:05.0,A. Horford misses 3-pt jump shot from 26 ft,,38,40
179,2,4:05.0,Offensive rebound by Team,,38,40
180,2,4:05.0,,Loose ball foul by D. Augustin (drawn by J. Crowder),38,40
181,2,4:05.0,J. Crowder makes free throw 1 of 2,,39,40
182,2,4:05.0,,N. Vučević enters the game for B. Biyombo,39,40
183,2,4:05.0,J. Crowder makes free throw 2 of 2,,40,40
184,2,3:41.0,,Turnover by N. Vučević (bad pass; steal by M. Smart),40,40
185,2,3:41.0,Personal foul by S. Ibaka (drawn by M. Smart),,40,40
186,2,3:41.0,M. Smart makes free throw 1 of 2,,41,40
187,2,3:41.0,M. Smart makes free throw 2 of 2,,42,40
188,2,3:21.0,,E. Fournier misses 3-pt jump shot from 25 ft,42,40
189,2,3:20.0,Defensive rebound by A. Horford,,42,40
190,2,3:12.0,A. Bradley makes 2-pt jump shot from 16 ft,,44,40
191,2,2:51.0,,E. Fournier misses 2-pt layup from 2 ft,44,40
192,2,2:48.0,Defensive rebound by A. Horford,,44,40
193,2,2:31.0,J. Jerebko misses 3-pt jump shot from 26 ft,,44,40
194,2,2:30.0,,Defensive rebound by S. Ibaka,44,40
195,2,2:15.0,,N. Vučević misses 2-pt jump shot from 8 ft,44,40
196,2,2:14.0,Defensive rebound by J. Crowder,,44,40
197,2,2:01.0,M. Smart misses 2-pt jump shot from 21 ft,,44,40
198,2,1:59.0,,Defensive rebound by A. Gordon,44,40
199,2,1:47.0,,D. Augustin makes 3-pt jump shot from 26 ft,44,43
200,2,1:23.0,A. Horford misses 2-pt jump shot from 19 ft,,44,43
201,2,1:22.0,,Defensive rebound by E. Fournier,44,43
202,2,1:17.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by E. Fournier),44,46
203,2,0:57.0,J. Jerebko misses 3-pt jump shot from 23 ft,,44,46
204,2,0:56.0,Offensive rebound by Team,,44,46
205,2,0:56.0,Technical foul by J. Jerebko,,44,46
206,2,0:56.0,Official timeout,,44,46
207,2,0:56.0,,J. Green enters the game for A. Gordon,44,46
208,2,0:56.0,,E. Payton enters the game for S. Ibaka,44,46
209,2,0:56.0,,D. Augustin makes technical free throw,44,47
210,2,0:50.0,A. Horford misses 2-pt layup from 2 ft,,44,47
211,2,0:49.0,Offensive rebound by J. Crowder,,44,47
212,2,0:49.0,J. Crowder makes 2-pt layup from 2 ft,,46,47
213,2,0:32.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),46,50
214,2,0:16.0,A. Bradley makes 3-pt jump shot from 27 ft (assist by J. Jerebko),,49,50
215,2,0:01.0,,D. Augustin misses 2-pt layup from 2 ft,49,50
216,2,0:00.0,Defensive rebound by J. Jerebko,,49,50
217,3,11:45.0,A. Bradley misses 2-pt jump shot from 21 ft,,49,50
218,3,11:44.0,,Defensive rebound by E. Fournier,49,50
219,3,11:36.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by A. Gordon),49,52
220,3,11:24.0,A. Johnson makes 2-pt hook shot from 6 ft (assist by M. Smart),,51,52
221,3,11:14.0,,S. Ibaka misses 3-pt jump shot from 25 ft,51,52
222,3,11:13.0,Defensive rebound by M. Smart,,51,52
223,3,10:58.0,J. Crowder makes 2-pt jump shot from 4 ft (assist by A. Horford),,53,52
224,3,10:58.0,Shooting foul by A. Gordon (drawn by J. Crowder),,53,52
225,3,10:58.0,J. Crowder misses free throw 1 of 1,,53,52
226,3,10:57.0,,Defensive rebound by S. Ibaka,53,52
227,3,10:38.0,,E. Fournier misses 3-pt jump shot from 23 ft,53,52
228,3,10:37.0,Defensive rebound by J. Crowder,,53,52
229,3,10:33.0,M. Smart makes 2-pt jump shot from 3 ft (assist by J. Crowder),,55,52
230,3,10:11.0,,D. Augustin misses 3-pt jump shot from 27 ft,55,52
231,3,10:10.0,Defensive rebound by J. Crowder,,55,52
232,3,10:00.0,Turnover by A. Johnson (bad pass),,55,52
233,3,9:39.0,,E. Fournier misses 2-pt jump shot from 6 ft (block by A. Bradley),55,52
234,3,9:39.0,,Offensive rebound by Team,55,52
235,3,9:36.0,,Turnover by A. Gordon (step out of bounds),55,52
236,3,9:30.0,Personal foul by E. Fournier (drawn by J. Crowder),,55,52
237,3,9:17.0,M. Smart makes 2-pt jump shot from 7 ft (assist by A. Horford),,57,52
238,3,8:52.0,,Turnover by Team (shot clock),57,52
239,3,8:39.0,J. Crowder makes 2-pt dunk at rim (assist by A. Horford),,59,52
240,3,8:39.0,,Orlando full timeout,59,52
241,3,8:15.0,,D. Augustin misses 3-pt jump shot from 26 ft,59,52
242,3,8:15.0,,Offensive rebound by Team,59,52
243,3,8:15.0,Loose ball foul by J. Crowder (drawn by B. Biyombo),,59,52
244,3,8:00.0,,E. Fournier makes 2-pt layup from 1 ft,59,54
245,3,7:38.0,Personal foul by A. Gordon (drawn by A. Bradley),,59,54
246,3,7:38.0,J. Jerebko enters the game for A. Johnson,,59,54
247,3,7:38.0,,J. Green enters the game for A. Gordon,59,54
248,3,7:33.0,A. Horford makes 2-pt layup from 3 ft (assist by M. Smart),,61,54
249,3,7:33.0,Shooting foul by S. Ibaka (drawn by A. Horford),,61,54
250,3,7:33.0,A. Horford makes free throw 1 of 1,,62,54
251,3,7:21.0,,E. Fournier misses 2-pt jump shot from 18 ft,62,54
252,3,7:20.0,Defensive rebound by A. Horford,,62,54
253,3,7:05.0,A. Bradley makes 3-pt jump shot from 27 ft,,65,54
254,3,6:36.0,,E. Fournier misses 2-pt jump shot from 16 ft,65,54
255,3,6:34.0,Defensive rebound by M. Smart,,65,54
256,3,6:29.0,J. Crowder misses 3-pt jump shot from 25 ft,,65,54
257,3,6:26.0,Offensive rebound by A. Horford,,65,54
258,3,6:22.0,J. Crowder makes 2-pt jump shot from 23 ft (assist by M. Smart),,67,54
259,3,6:22.0,,Orlando full timeout,67,54
260,3,6:22.0,,J. Meeks enters the game for B. Biyombo,67,54
261,3,6:22.0,,E. Payton enters the game for E. Fournier,67,54
262,3,6:22.0,,N. Vučević enters the game for D. Augustin,67,54
263,3,6:05.0,,S. Ibaka misses 2-pt jump shot from 13 ft,67,54
264,3,6:04.0,Defensive rebound by A. Bradley,,67,54
265,3,5:47.0,Turnover by M. Smart (bad pass; steal by N. Vučević),,67,54
266,3,5:43.0,,Personal foul by M. Smart (drawn by J. Green),67,54
267,3,5:43.0,T. Rozier enters the game for M. Smart,,67,54
268,3,5:35.0,,S. Ibaka misses 2-pt hook shot from 10 ft,67,54
269,3,5:34.0,,Offensive rebound by Team,67,54
270,3,5:31.0,,J. Meeks makes 2-pt jump shot from 13 ft (assist by J. Green),67,56
271,3,5:14.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by J. Jerebko),,70,56
272,3,5:00.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by J. Green),70,58
273,3,4:42.0,Shooting foul by N. Vučević (drawn by A. Bradley),,70,58
274,3,4:42.0,A. Bradley makes free throw 1 of 2,,71,58
275,3,4:42.0,A. Bradley makes free throw 2 of 2,,72,58
276,3,4:31.0,,J. Meeks misses 3-pt jump shot from 26 ft,72,58
277,3,4:29.0,,Offensive rebound by S. Ibaka,72,58
278,3,4:16.0,,J. Meeks misses 2-pt jump shot from 10 ft,72,58
279,3,4:15.0,Defensive rebound by J. Jerebko,,72,58
280,3,4:05.0,A. Bradley makes 2-pt layup from 3 ft (assist by J. Jerebko),,74,58
281,3,3:49.0,,N. Vučević misses 2-pt hook shot from 4 ft,74,58
282,3,3:47.0,,Offensive rebound by S. Ibaka,74,58
283,3,3:47.0,,S. Ibaka misses 2-pt layup from 2 ft,74,58
284,3,3:46.0,Defensive rebound by A. Horford,,74,58
285,3,3:44.0,Shooting foul by J. Green (drawn by A. Bradley),,74,58
286,3,3:44.0,A. Bradley misses free throw 1 of 2,,74,58
287,3,3:44.0,Offensive rebound by Team,,74,58
288,3,3:44.0,J. Brown enters the game for J. Crowder,,74,58
289,3,3:44.0,,E. Fournier enters the game for S. Ibaka,74,58
290,3,3:44.0,A. Bradley makes free throw 2 of 2,,75,58
291,3,3:32.0,,E. Payton makes 2-pt layup from 1 ft,75,60
292,3,3:11.0,J. Brown makes 2-pt jump shot from 5 ft (assist by J. Jerebko),,77,60
293,3,3:11.0,Shooting foul by J. Meeks (drawn by J. Brown),,77,60
294,3,3:11.0,J. Brown makes free throw 1 of 1,,78,60
295,3,2:49.0,,N. Vučević misses 2-pt jump shot from 12 ft,78,60
296,3,2:48.0,Defensive rebound by A. Bradley,,78,60
297,3,2:39.0,Boston full timeout,,78,60
298,3,2:39.0,K. Olynyk enters the game for A. Horford,,78,60
299,3,2:39.0,A. Johnson enters the game for J. Jerebko,,78,60
300,3,2:30.0,J. Brown misses 2-pt jump shot from 8 ft,,78,60
301,3,2:29.0,,Defensive rebound by E. Payton,78,60
302,3,2:24.0,,Personal foul by A. Johnson (drawn by N. Vučević),78,60
303,3,2:13.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by E. Fournier),78,63
304,3,1:49.0,A. Johnson makes 2-pt layup from 2 ft,,80,63
305,3,1:40.0,,Def 3 sec tech foul by K. Olynyk,80,63
306,3,1:40.0,,E. Fournier makes technical free throw,80,64
307,3,1:32.0,,J. Meeks misses 3-pt jump shot from 27 ft,80,64
308,3,1:31.0,,Offensive rebound by E. Payton,80,64
309,3,1:30.0,,E. Payton makes 2-pt layup from 2 ft,80,66
310,3,1:11.0,J. Brown makes 3-pt jump shot from 27 ft (assist by T. Rozier),,83,66
311,3,0:58.0,,J. Green makes 3-pt jump shot from 25 ft (assist by N. Vučević),83,69
312,3,0:43.0,T. Rozier makes 2-pt layup from 2 ft,,85,69
313,3,0:33.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by E. Payton),85,71
314,3,0:17.0,T. Rozier misses 2-pt layup from 2 ft,,85,71
315,3,0:16.0,Offensive rebound by T. Rozier,,85,71
316,3,0:13.0,A. Bradley misses 3-pt jump shot from 26 ft,,85,71
317,3,0:12.0,,Defensive rebound by N. Vučević,85,71
318,3,0:06.0,,Shooting foul by J. Brown (drawn by J. Meeks),85,71
319,3,0:06.0,,J. Meeks makes free throw 1 of 2,85,72
320,3,0:06.0,,B. Biyombo enters the game for N. Vučević,85,72
321,3,0:06.0,,J. Meeks makes free throw 2 of 2,85,73
322,3,0:04.0,Turnover by J. Brown (lost ball; steal by E. Payton),,85,73
323,3,0:00.0,,E. Payton misses 2-pt layup from 2 ft,85,73
324,3,0:00.0,,Offensive rebound by Team,85,73
325,4,11:36.0,,J. Green misses 2-pt jump shot from 18 ft,85,73
326,4,11:35.0,,Offensive rebound by B. Biyombo,85,73
327,4,11:32.0,,B. Biyombo misses 2-pt hook shot from 5 ft,85,73
328,4,11:31.0,Defensive rebound by J. Brown,,85,73
329,4,11:17.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by J. Brown),,88,73
330,4,11:04.0,,Shooting foul by T. Rozier (drawn by B. Biyombo),88,73
331,4,11:04.0,,B. Biyombo makes free throw 1 of 2,88,74
332,4,11:04.0,,B. Biyombo makes free throw 2 of 2,88,75
333,4,10:50.0,K. Olynyk makes 2-pt layup from 1 ft (assist by T. Rozier),,90,75
334,4,10:40.0,,Personal foul by A. Johnson (drawn by E. Payton),90,75
335,4,10:40.0,,D. Augustin enters the game for J. Meeks,90,75
336,4,10:30.0,,N. Vučević misses 2-pt layup from 1 ft,90,75
337,4,10:30.0,Defensive rebound by Team,,90,75
338,4,10:30.0,,Loose ball foul by B. Biyombo (drawn by K. Olynyk),90,75
339,4,10:17.0,A. Johnson misses 2-pt layup from 2 ft,,90,75
340,4,10:15.0,,Defensive rebound by N. Vučević,90,75
341,4,9:57.0,,N. Vučević misses 3-pt jump shot from 25 ft,90,75
342,4,9:56.0,Defensive rebound by T. Rozier,,90,75
343,4,9:47.0,M. Smart misses 3-pt jump shot from 24 ft,,90,75
344,4,9:46.0,,Defensive rebound by N. Vučević,90,75
345,4,9:41.0,,E. Payton misses 2-pt layup from 2 ft,90,75
346,4,9:41.0,,Offensive rebound by J. Green,90,75
347,4,9:41.0,Loose ball foul by M. Smart (drawn by J. Green),,90,75
348,4,9:41.0,J. Crowder enters the game for J. Brown,,90,75
349,4,9:31.0,,Shooting foul by A. Johnson (drawn by N. Vučević),90,75
350,4,9:31.0,,N. Vučević makes free throw 1 of 2,90,76
351,4,9:31.0,,N. Vučević makes free throw 2 of 2,90,77
352,4,9:14.0,T. Rozier misses 2-pt layup from 2 ft,,90,77
353,4,9:13.0,Offensive rebound by A. Johnson,,90,77
354,4,9:12.0,A. Johnson makes 2-pt layup from 1 ft,,92,77
355,4,9:12.0,Shooting foul by E. Payton (drawn by A. Johnson),,92,77
356,4,9:12.0,J. Brown enters the game for M. Smart,,92,77
357,4,9:12.0,A. Johnson makes free throw 1 of 1,,93,77
358,4,8:57.0,,J. Green misses 3-pt jump shot from 28 ft,93,77
359,4,8:56.0,Defensive rebound by A. Johnson,,93,77
360,4,8:40.0,T. Rozier misses 2-pt jump shot from 10 ft,,93,77
361,4,8:38.0,,Defensive rebound by N. Vučević,93,77
362,4,8:32.0,,J. Green misses 2-pt hook shot from 5 ft,93,77
363,4,8:30.0,Defensive rebound by A. Johnson,,93,77
364,4,8:22.0,K. Olynyk misses 2-pt jump shot from 19 ft,,93,77
365,4,8:20.0,,Defensive rebound by N. Vučević,93,77
366,4,8:17.0,,Personal foul by J. Brown (drawn by E. Payton),93,77
367,4,8:17.0,Official timeout,,93,77
368,4,8:17.0,,E. Payton misses free throw 1 of 2,93,77
369,4,8:17.0,,Offensive rebound by Team,93,77
370,4,8:17.0,,E. Payton misses free throw 2 of 2,93,77
371,4,8:17.0,,A. Gordon enters the game for J. Green,93,77
372,4,8:15.0,Defensive rebound by T. Rozier,,93,77
373,4,7:58.0,Turnover by J. Brown (lost ball),,93,77
374,4,7:35.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by A. Gordon),93,79
375,4,7:20.0,T. Rozier misses 3-pt jump shot from 28 ft,,93,79
376,4,7:19.0,,Defensive rebound by N. Vučević,93,79
377,4,7:11.0,,Turnover by N. Vučević (bad pass; steal by K. Olynyk),93,79
378,4,6:46.0,T. Rozier makes 2-pt jump shot from 16 ft,,95,79
379,4,6:41.0,,Orlando full timeout,95,79
380,4,6:41.0,A. Horford enters the game for A. Johnson,,95,79
381,4,6:41.0,A. Bradley enters the game for J. Brown,,95,79
382,4,6:41.0,,E. Fournier enters the game for B. Biyombo,95,79
383,4,6:41.0,,S. Ibaka enters the game for N. Vučević,95,79
384,4,6:27.0,,A. Gordon misses 2-pt layup from 2 ft,95,79
385,4,6:25.0,,Offensive rebound by S. Ibaka,95,79
386,4,6:19.0,,E. Fournier misses 2-pt jump shot from 23 ft,95,79
387,4,6:19.0,,Offensive rebound by Team,95,79
