,QUARTER,TIME_REMAINING,ORLANDO_ACTION,OKLAHOMA CITY_ACTION,ORLANDO_SCORE,OKLAHOMA CITY_SCORE
384,4,6:58.0,,V. Oladipo enters the game for J. Grant,97,95
385,4,6:58.0,D. Augustin makes free throw 2 of 2,,98,95
386,4,6:46.0,,J. Lauvergne makes 3-pt jump shot from 23 ft (assist by R. Westbrook),98,98
387,4,6:29.0,J. Green misses 3-pt jump shot from 23 ft,,98,98
388,4,6:28.0,,Defensive rebound by R. Westbrook,98,98
389,4,6:23.0,,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),98,100
390,4,6:23.0,Orlando full timeout,,98,100
391,4,6:23.0,E. Fournier enters the game for D. Augustin,,98,100
392,4,6:01.0,E. Payton makes 3-pt jump shot from 23 ft (assist by N. Vučević),,101,100
393,4,5:48.0,,J. Lauvergne makes 3-pt jump shot from 24 ft (assist by R. Westbrook),101,103
394,4,5:28.0,E. Payton makes 3-pt jump shot from 22 ft (assist by J. Green),,104,103
395,4,5:07.0,,R. Westbrook makes 2-pt jump shot from 18 ft,104,105
396,4,4:50.0,N. Vučević misses 2-pt layup from 4 ft,,104,105
397,4,4:50.0,Offensive rebound by N. Vučević,,104,105
398,4,4:50.0,N. Vučević misses 2-pt jump shot from 4 ft,,104,105
399,4,4:49.0,Offensive rebound by N. Vučević,,104,105
400,4,4:49.0,N. Vučević misses 2-pt layup from 2 ft,,104,105
401,4,4:47.0,Offensive rebound by N. Vučević,,104,105
402,4,4:47.0,N. Vučević misses 2-pt layup from 2 ft,,104,105
403,4,4:46.0,,Defensive rebound by V. Oladipo,104,105
404,4,4:32.0,,A. Roberson makes 2-pt layup from 2 ft (assist by R. Westbrook),104,107
405,4,4:19.0,Shooting foul by J. Lauvergne (drawn by E. Payton),,104,107
406,4,4:19.0,E. Payton misses free throw 1 of 2,,104,107
407,4,4:19.0,Offensive rebound by Team,,104,107
408,4,4:19.0,E. Payton misses free throw 2 of 2,,104,107
409,4,4:19.0,,S. Adams enters the game for E. Freedom,104,107
410,4,4:19.0,B. Biyombo enters the game for N. Vučević,,104,107
411,4,4:18.0,,Defensive rebound by R. Westbrook,104,107
412,4,4:02.0,,Turnover by V. Oladipo (bad pass),104,107
413,4,3:42.0,E. Fournier makes 3-pt jump shot from 25 ft,,107,107
414,4,3:27.0,,R. Westbrook misses 3-pt jump shot from 24 ft,107,107
415,4,3:26.0,Defensive rebound by E. Payton,,107,107
416,4,3:15.0,E. Payton misses 2-pt jump shot from 10 ft,,107,107
417,4,3:15.0,,Defensive rebound by J. Lauvergne,107,107
418,4,3:03.0,,R. Westbrook misses 2-pt jump shot from 12 ft (block by E. Payton),107,107
419,4,3:02.0,Defensive rebound by E. Fournier,,107,107
420,4,2:53.0,Offensive foul by B. Biyombo (drawn by J. Lauvergne),,107,107
421,4,2:53.0,Turnover by B. Biyombo (offensive foul),,107,107
422,4,2:53.0,Official timeout,,107,107
423,4,2:53.0,,E. Freedom enters the game for J. Lauvergne,107,107
424,4,2:36.0,,R. Westbrook makes 2-pt layup from 1 ft,107,109
425,4,2:23.0,J. Green makes 2-pt layup from 2 ft (assist by E. Fournier),,109,109
426,4,2:06.0,,R. Westbrook makes 2-pt jump shot from 17 ft,109,111
427,4,1:48.0,Turnover by E. Fournier (bad pass; steal by E. Freedom),,109,111
428,4,1:44.0,,V. Oladipo makes 2-pt layup at rim,109,113
429,4,1:27.0,Shooting foul by S. Adams (drawn by E. Fournier),,109,113
430,4,1:27.0,E. Fournier makes free throw 1 of 2,,110,113
431,4,1:27.0,E. Fournier makes free throw 2 of 2,,111,113
432,4,1:13.0,,R. Westbrook makes 2-pt jump shot from 20 ft,111,115
433,4,0:59.0,E. Payton makes 3-pt jump shot from 23 ft (assist by E. Fournier),,114,115
434,4,0:45.0,,Shooting foul by S. Ibaka (drawn by R. Westbrook),114,115
435,4,0:45.0,,R. Westbrook makes free throw 1 of 3,114,116
436,4,0:45.0,,R. Westbrook misses free throw 2 of 3,114,116
437,4,0:45.0,,Offensive rebound by Team,114,116
438,4,0:45.0,N. Vučević enters the game for B. Biyombo,,114,116
439,4,0:45.0,,R. Westbrook makes free throw 3 of 3,114,117
440,4,0:30.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by J. Green),,117,117
441,4,0:12.0,,R. Westbrook misses 2-pt jump shot from 19 ft,117,117
442,4,0:11.0,Defensive rebound by E. Payton,,117,117
443,4,0:11.0,Orlando full timeout,,117,117
444,4,0:11.0,,J. Lauvergne enters the game for E. Freedom,117,117
445,4,0:00.0,S. Ibaka makes 2-pt jump shot from 9 ft (assist by E. Payton),,119,117
446,4,0:00.0,,Oklahoma City full timeout,119,117
447,4,0:00.0,,N. Collison enters the game for S. Adams,119,117
448,4,0:00.0,,E. Freedom enters the game for J. Lauvergne,119,117
449,4,0:00.0,B. Biyombo enters the game for N. Vučević,,119,117
450,4,0:00.0,,Á. Abrines enters the game for A. Roberson,119,117
451,4,0:00.0,Orlando full timeout,,119,117
