,QUARTER,TIME_REMAINING,DALLAS_ACTION,DENVER_ACTION,DALLAS_SCORE,DENVER_SCORE
144,2,8:08.0,,W. Chandler enters the game for J. Nurkić,27,38
145,2,8:08.0,H. Barnes enters the game for D. Nowitzki,,27,38
146,2,8:08.0,Y. Ferrell makes free throw 2 of 2,,28,38
147,2,7:54.0,,Shooting foul by S. Curry (drawn by G. Harris),28,38
148,2,7:54.0,,G. Harris makes free throw 1 of 2,28,39
149,2,7:54.0,W. Matthews enters the game for Y. Ferrell,,28,39
150,2,7:54.0,,G. Harris makes free throw 2 of 2,28,40
151,2,7:36.0,S. Curry misses 2-pt layup from 2 ft (block by J. Murray),,28,40
152,2,7:35.0,,Defensive rebound by Team,28,40
153,2,7:24.0,,N. Jokić makes 2-pt jump shot from 19 ft (assist by J. Murray),28,42
154,2,7:24.0,Dallas full timeout,,28,42
155,2,7:24.0,D. Powell enters the game for S. Mejri,,28,42
156,2,7:00.0,J. Anderson misses 3-pt jump shot from 25 ft,,28,42
157,2,6:59.0,,Defensive rebound by J. Hernangómez,28,42
158,2,6:53.0,,J. Murray misses 3-pt jump shot from 26 ft,28,42
159,2,6:51.0,Defensive rebound by J. Anderson,,28,42
160,2,6:34.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Powell),,31,42
161,2,6:22.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,31,42
162,2,6:21.0,Defensive rebound by W. Matthews,,31,42
163,2,6:00.0,D. Powell makes 2-pt dunk at rim (assist by W. Matthews),,33,42
164,2,5:37.0,,Shooting foul by J. Anderson (drawn by J. Hernangómez),33,42
165,2,5:37.0,,J. Hernangómez makes 2-pt dunk at rim,33,44
166,2,5:37.0,Official timeout,,33,44
167,2,5:37.0,,J. Nelson enters the game for G. Harris,33,44
168,2,5:37.0,,J. Hernangómez makes free throw 1 of 1,33,45
169,2,5:15.0,J. Anderson misses 3-pt jump shot from 23 ft,,33,45
170,2,5:14.0,,Defensive rebound by J. Murray,33,45
171,2,5:08.0,,J. Murray makes 2-pt jump shot from 8 ft,33,47
172,2,4:56.0,H. Barnes misses 3-pt jump shot from 25 ft,,33,47
173,2,4:55.0,,Defensive rebound by J. Hernangómez,33,47
174,2,4:42.0,,J. Murray misses 2-pt layup from 3 ft,33,47
175,2,4:41.0,Defensive rebound by W. Matthews,,33,47
176,2,4:29.0,S. Curry misses 2-pt jump shot from 4 ft (block by J. Hernangómez),,33,47
177,2,4:27.0,,Defensive rebound by J. Hernangómez,33,47
178,2,4:14.0,,N. Jokić misses 3-pt jump shot from 24 ft,33,47
179,2,4:13.0,Defensive rebound by S. Curry,,33,47
180,2,3:55.0,J. Anderson makes 3-pt jump shot from 24 ft (assist by H. Barnes),,36,47
181,2,3:39.0,,W. Barton enters the game for J. Murray,36,47
182,2,3:39.0,,G. Harris enters the game for J. Hernangómez,36,47
183,2,3:39.0,D. Nowitzki enters the game for D. Powell,,36,47
184,2,3:27.0,,J. Nelson misses 3-pt jump shot from 27 ft,36,47
185,2,3:25.0,Defensive rebound by H. Barnes,,36,47
186,2,3:08.0,Turnover by H. Barnes (bad pass; steal by J. Nelson),,36,47
187,2,3:07.0,Violation by W. Matthews (kicked ball),,36,47
188,2,2:58.0,,J. Nelson makes 2-pt layup from 2 ft (assist by N. Jokić),36,49
189,2,2:44.0,Shooting foul by W. Chandler (drawn by W. Matthews),,36,49
190,2,2:44.0,,Denver full timeout,36,49
191,2,2:44.0,W. Matthews misses free throw 1 of 2,,36,49
192,2,2:44.0,Offensive rebound by Team,,36,49
193,2,2:44.0,Y. Ferrell enters the game for J. Anderson,,36,49
194,2,2:44.0,W. Matthews makes free throw 2 of 2,,37,49
195,2,2:29.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by W. Chandler),37,52
196,2,2:04.0,S. Curry misses 3-pt jump shot from 27 ft,,37,52
197,2,2:03.0,,Defensive rebound by G. Harris,37,52
198,2,1:55.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),37,55
199,2,1:44.0,Y. Ferrell misses 2-pt layup from 1 ft (block by W. Barton),,37,55
200,2,1:43.0,,Defensive rebound by W. Chandler,37,55
201,2,1:31.0,,W. Chandler makes 2-pt layup from 1 ft (assist by N. Jokić),37,57
202,2,1:12.0,W. Matthews misses 3-pt jump shot from 25 ft,,37,57
203,2,1:11.0,,Defensive rebound by Team,37,57
204,2,1:11.0,,D. Arthur enters the game for N. Jokić,37,57
205,2,1:11.0,D. Powell enters the game for D. Nowitzki,,37,57
206,2,0:58.0,,Offensive foul by W. Chandler (drawn by Y. Ferrell),37,57
207,2,0:58.0,,Turnover by W. Chandler (offensive foul),37,57
208,2,0:58.0,,J. Hernangómez enters the game for W. Chandler,37,57
209,2,0:34.0,W. Matthews misses 2-pt jump shot from 17 ft,,37,57
210,2,0:33.0,,Defensive rebound by G. Harris,37,57
211,2,0:30.0,,Shooting block foul by S. Curry (drawn by G. Harris),37,57
212,2,0:30.0,,G. Harris makes free throw 1 of 2,37,58
213,2,0:30.0,,G. Harris makes free throw 2 of 2,37,59
214,2,0:08.0,H. Barnes misses 2-pt jump shot from 16 ft,,37,59
215,2,0:07.0,,Defensive rebound by G. Harris,37,59
216,2,0:00.0,,J. Nelson misses 3-pt jump shot from 29 ft,37,59
217,2,0:00.0,,Offensive rebound by Team,37,59
218,3,11:44.0,,W. Chandler makes 2-pt jump shot from 4 ft (assist by N. Jokić),37,61
219,3,11:27.0,W. Matthews makes 2-pt layup from 2 ft,,39,61
220,3,11:10.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by W. Barton),39,64
221,3,10:43.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,39,64
222,3,10:42.0,,Defensive rebound by W. Barton,39,64
223,3,10:28.0,,W. Chandler makes 2-pt jump shot from 21 ft,39,66
224,3,10:13.0,H. Barnes makes 2-pt jump shot from 18 ft (assist by Y. Ferrell),,41,66
225,3,9:59.0,,W. Chandler makes 2-pt dunk at rim (assist by N. Jokić),41,68
226,3,9:59.0,Dallas full timeout,,41,68
227,3,9:40.0,H. Barnes makes 2-pt layup from 2 ft (assist by Y. Ferrell),,43,68
228,3,9:28.0,,G. Harris misses 2-pt jump shot from 5 ft,43,68
229,3,9:27.0,Defensive rebound by Team,,43,68
230,3,9:27.0,,Loose ball foul by N. Jokić (drawn by H. Barnes),43,68
231,3,9:06.0,S. Curry makes 2-pt layup from 1 ft,,45,68
232,3,8:53.0,,N. Jokić misses 2-pt layup from 3 ft,45,68
233,3,8:52.0,Defensive rebound by D. Nowitzki,,45,68
234,3,8:43.0,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by W. Matthews),,47,68
235,3,8:43.0,,Denver full timeout,47,68
236,3,8:25.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by W. Chandler),47,71
237,3,8:06.0,D. Nowitzki makes 2-pt layup from 1 ft (assist by W. Matthews),,49,71
238,3,7:57.0,,N. Jokić makes 2-pt jump shot from 8 ft (assist by W. Barton),49,73
239,3,7:57.0,,Shooting foul by D. Nowitzki (drawn by N. Jokić),49,73
240,3,7:57.0,,N. Jokić makes free throw 1 of 1,49,74
241,3,7:45.0,Turnover by D. Nowitzki (bad pass; steal by N. Jokić),,49,74
242,3,7:43.0,,Shooting foul by W. Matthews (drawn by W. Barton),49,74
243,3,7:43.0,,W. Barton makes free throw 1 of 2,49,75
244,3,7:43.0,,W. Barton makes free throw 2 of 2,49,76
245,3,7:23.0,H. Barnes misses 3-pt jump shot from 23 ft,,49,76
246,3,7:22.0,,Defensive rebound by W. Chandler,49,76
247,3,7:16.0,,W. Barton misses 3-pt jump shot from 25 ft,49,76
248,3,7:12.0,Defensive rebound by D. Nowitzki,,49,76
249,3,6:57.0,H. Barnes makes 2-pt layup from 2 ft (assist by W. Matthews),,51,76
250,3,6:41.0,,Turnover by G. Harris (bad pass; steal by D. Nowitzki),51,76
251,3,6:29.0,S. Curry makes 3-pt jump shot from 24 ft (assist by W. Matthews),,54,76
252,3,6:13.0,,J. Nelson misses 3-pt jump shot from 24 ft,54,76
253,3,6:12.0,Defensive rebound by W. Matthews,,54,76
254,3,6:06.0,Shooting foul by W. Barton (drawn by W. Matthews),,54,76
255,3,6:06.0,W. Matthews makes free throw 1 of 2,,55,76
256,3,6:06.0,D. Powell enters the game for D. Nowitzki,,55,76
257,3,6:06.0,D. Harris enters the game for Y. Ferrell,,55,76
258,3,6:06.0,W. Matthews makes free throw 2 of 2,,56,76
259,3,5:52.0,,N. Jokić makes 2-pt jump shot from 19 ft (assist by J. Nelson),56,78
260,3,5:41.0,Turnover by H. Barnes (lost ball; steal by W. Chandler),,56,78
261,3,5:40.0,,Personal foul by D. Harris (drawn by W. Chandler),56,78
262,3,5:24.0,,W. Chandler misses 2-pt layup from 3 ft,56,78
263,3,5:22.0,Defensive rebound by H. Barnes,,56,78
264,3,5:11.0,H. Barnes makes 2-pt layup from 2 ft (assist by S. Curry),,58,78
265,3,5:01.0,,N. Jokić misses 2-pt hook shot from 3 ft,58,78
266,3,4:59.0,,Offensive rebound by J. Nelson,58,78
267,3,4:57.0,,Turnover by W. Barton (lost ball),58,78
268,3,4:35.0,D. Powell makes 2-pt layup from 2 ft,,60,78
269,3,4:15.0,,N. Jokić misses 2-pt layup from 2 ft (block by D. Powell),60,78
270,3,4:14.0,Defensive rebound by S. Curry,,60,78
271,3,4:14.0,Personal foul by N. Jokić (drawn by S. Curry),,60,78
272,3,4:14.0,,D. Arthur enters the game for N. Jokić,60,78
273,3,4:04.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Harris),,63,78
274,3,4:04.0,,Denver full timeout,63,78
275,3,3:47.0,,J. Nelson misses 3-pt jump shot from 25 ft,63,78
276,3,3:46.0,Defensive rebound by H. Barnes,,63,78
277,3,3:26.0,D. Harris misses 3-pt jump shot from 25 ft,,63,78
278,3,3:25.0,,Defensive rebound by W. Barton,63,78
279,3,3:13.0,,D. Arthur misses 3-pt jump shot from 25 ft,63,78
280,3,3:12.0,Defensive rebound by W. Matthews,,63,78
281,3,3:06.0,,Violation by D. Arthur (kicked ball),63,78
282,3,3:06.0,,J. Murray enters the game for J. Nelson,63,78
283,3,2:57.0,D. Powell misses 3-pt jump shot from 24 ft,,63,78
284,3,2:56.0,,Defensive rebound by W. Barton,63,78
285,3,2:53.0,,Personal foul by W. Matthews (drawn by W. Barton),63,78
286,3,2:53.0,,J. Hernangómez enters the game for G. Harris,63,78
287,3,2:53.0,Y. Ferrell enters the game for W. Matthews,,63,78
288,3,2:53.0,D. Nowitzki enters the game for H. Barnes,,63,78
289,3,2:53.0,D. Finney-Smith enters the game for S. Curry,,63,78
290,3,2:37.0,,W. Barton makes 2-pt layup from 3 ft,63,80
291,3,2:11.0,D. Nowitzki misses 2-pt jump shot from 21 ft,,63,80
292,3,2:11.0,,Defensive rebound by J. Murray,63,80
293,3,2:00.0,,D. Arthur misses 3-pt jump shot from 26 ft,63,80
294,3,2:00.0,Defensive rebound by D. Nowitzki,,63,80
295,3,1:50.0,D. Powell makes 2-pt layup from 2 ft (assist by Y. Ferrell),,65,80
296,3,1:21.0,,J. Murray misses 2-pt jump shot from 20 ft,65,80
297,3,1:21.0,,Offensive rebound by J. Hernangómez,65,80
298,3,1:18.0,,Turnover by J. Hernangómez (lost ball; steal by D. Powell),65,80
299,3,1:12.0,D. Finney-Smith misses 2-pt layup from 1 ft,,65,80
300,3,1:11.0,,Defensive rebound by J. Hernangómez,65,80
301,3,1:07.0,,W. Chandler misses 2-pt dunk at rim,65,80
302,3,1:06.0,Defensive rebound by Y. Ferrell,,65,80
303,3,1:05.0,Y. Ferrell misses 2-pt layup from 1 ft (block by D. Arthur),,65,80
304,3,1:04.0,Offensive rebound by Team,,65,80
305,3,1:03.0,Personal foul by W. Barton (drawn by D. Powell),,65,80
306,3,0:47.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,65,80
307,3,0:46.0,,Defensive rebound by W. Chandler,65,80
308,3,0:37.0,,W. Barton makes 2-pt layup from 2 ft,65,82
309,3,0:17.0,Y. Ferrell makes 2-pt layup from 3 ft,,67,82
310,3,0:02.0,,D. Arthur misses 3-pt jump shot from 24 ft,67,82
311,3,0:01.0,,Offensive rebound by J. Hernangómez,67,82
312,3,0:00.0,,J. Hernangómez misses 2-pt jump shot from 6 ft (block by D. Powell),67,82
313,3,0:00.0,,Offensive rebound by Team,67,82
314,4,11:38.0,D. Harris misses 2-pt layup from 1 ft (block by D. Arthur),,67,82
315,4,11:37.0,Offensive rebound by Team,,67,82
316,4,11:36.0,Turnover by Team (shot clock),,67,82
317,4,11:21.0,,Turnover by D. Arthur (lost ball; steal by D. Nowitzki),67,82
318,4,11:18.0,Personal foul by W. Barton (drawn by Y. Ferrell),,67,82
319,4,11:05.0,D. Powell makes 2-pt layup from 1 ft (assist by Y. Ferrell),,69,82
320,4,10:53.0,,Turnover by J. Hernangómez (bad pass; steal by D. Powell),69,82
321,4,10:50.0,D. Powell makes 2-pt dunk at rim,,71,82
322,4,10:50.0,,Denver full timeout,71,82
323,4,10:50.0,,N. Jokić enters the game for W. Barton,71,82
324,4,10:50.0,,W. Chandler enters the game for J. Murray,71,82
325,4,10:50.0,,J. Nelson enters the game for J. Hernangómez,71,82
326,4,10:30.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),71,85
327,4,10:14.0,Turnover by D. Finney-Smith (bad pass; steal by G. Harris),,71,85
328,4,10:13.0,,Personal take foul by D. Nowitzki (drawn by G. Harris),71,85
329,4,10:13.0,W. Matthews enters the game for D. Nowitzki,,71,85
330,4,10:13.0,H. Barnes enters the game for D. Finney-Smith,,71,85
331,4,10:13.0,S. Curry enters the game for D. Harris,,71,85
332,4,10:02.0,,W. Chandler misses 3-pt jump shot from 23 ft,71,85
333,4,10:01.0,Defensive rebound by Team,,71,85
334,4,10:01.0,,Loose ball foul by N. Jokić (drawn by H. Barnes),71,85
335,4,9:45.0,D. Powell makes 2-pt jump shot from 20 ft (assist by W. Matthews),,73,85
336,4,9:38.0,,Turnover by J. Nelson (traveling),73,85
337,4,9:38.0,,W. Barton enters the game for N. Jokić,73,85
338,4,9:19.0,W. Matthews misses 2-pt layup from 3 ft (block by W. Barton),,73,85
339,4,9:18.0,,Defensive rebound by J. Nelson,73,85
340,4,9:08.0,,Personal block foul by W. Matthews (drawn by W. Barton),73,85
341,4,9:04.0,,Turnover by W. Barton (traveling),73,85
342,4,8:51.0,S. Curry misses 2-pt jump shot from 6 ft,,73,85
343,4,8:50.0,Offensive rebound by D. Powell,,73,85
344,4,8:38.0,W. Matthews misses 3-pt jump shot from 25 ft,,73,85
345,4,8:36.0,,Defensive rebound by W. Chandler,73,85
346,4,8:27.0,,G. Harris misses 3-pt jump shot from 25 ft,73,85
347,4,8:26.0,Defensive rebound by Team,,73,85
348,4,8:16.0,Y. Ferrell misses 2-pt layup from 2 ft,,73,85
349,4,8:15.0,,Defensive rebound by Team,73,85
350,4,8:01.0,,G. Harris makes 2-pt layup from 1 ft (assist by D. Arthur),73,87
351,4,8:01.0,Dallas full timeout,,73,87
352,4,7:38.0,S. Curry misses 2-pt jump shot from 19 ft,,73,87
353,4,7:37.0,,Defensive rebound by W. Barton,73,87
354,4,7:29.0,,W. Barton makes 3-pt jump shot from 26 ft,73,90
355,4,7:05.0,H. Barnes misses 2-pt jump shot from 16 ft (block by D. Arthur),,73,90
356,4,7:04.0,Offensive rebound by D. Powell,,73,90
357,4,7:00.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by D. Powell),,76,90
358,4,6:29.0,,W. Barton misses 2-pt jump shot from 17 ft,76,90
359,4,6:26.0,Defensive rebound by D. Powell,,76,90
360,4,6:17.0,Y. Ferrell misses 2-pt layup from 1 ft (block by W. Chandler),,76,90
361,4,6:15.0,,Defensive rebound by J. Nelson,76,90
362,4,6:07.0,,D. Arthur misses 3-pt jump shot from 24 ft,76,90
363,4,6:06.0,Defensive rebound by D. Powell,,76,90
364,4,5:55.0,Personal foul by W. Barton (drawn by D. Powell),,76,90
365,4,5:42.0,Shooting foul by D. Arthur (drawn by D. Powell),,76,90
366,4,5:42.0,D. Powell makes free throw 1 of 2,,77,90
367,4,5:42.0,D. Powell misses free throw 2 of 2,,77,90
368,4,5:42.0,,N. Jokić enters the game for D. Arthur,77,90
369,4,5:41.0,,Defensive rebound by J. Nelson,77,90
370,4,5:22.0,,Turnover by G. Harris (bad pass; steal by Y. Ferrell),77,90
371,4,5:05.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,77,90
372,4,5:04.0,,Defensive rebound by W. Chandler,77,90
373,4,4:58.0,,Personal foul by D. Powell (drawn by J. Nelson),77,90
374,4,4:56.0,,G. Harris misses 2-pt layup at rim,77,90
375,4,4:55.0,,Offensive rebound by G. Harris,77,90
376,4,4:54.0,,G. Harris misses 2-pt layup from 1 ft,77,90
377,4,4:53.0,,Offensive rebound by N. Jokić,77,90
378,4,4:52.0,,Personal foul by S. Curry (drawn by N. Jokić),77,90
379,4,4:52.0,J. Anderson enters the game for D. Powell,,77,90
380,4,4:34.0,,W. Chandler makes 2-pt hook shot from 2 ft,77,92
381,4,4:18.0,J. Anderson misses 2-pt layup from 4 ft,,77,92
