,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
133,2,9:01.0,,Shooting foul by W. Barton (drawn by J. Simmons),31,36
134,2,9:01.0,,J. Simmons makes free throw 1 of 2,31,37
135,2,9:01.0,,J. Simmons misses free throw 2 of 2,31,37
136,2,9:01.0,,K. Leonard enters the game for M. Ginóbili,31,37
137,2,9:00.0,Defensive rebound by J. Murray,,31,37
138,2,8:42.0,J. Nurkić misses 2-pt dunk at rim,,31,37
139,2,8:40.0,,Defensive rebound by J. Simmons,31,37
140,2,8:33.0,,Turnover by J. Simmons (lost ball; steal by J. Nurkić),31,37
141,2,8:27.0,J. Murray makes 2-pt layup from 1 ft,,33,37
142,2,8:19.0,,Shooting foul by J. Hernangómez (drawn by D. Dedmon),33,37
143,2,8:19.0,Official timeout,,33,37
144,2,8:19.0,,D. Dedmon misses free throw 1 of 2,33,37
145,2,8:19.0,,Offensive rebound by Team,33,37
146,2,8:19.0,,D. Green enters the game for J. Simmons,33,37
147,2,8:19.0,,T. Parker enters the game for P. Mills,33,37
148,2,8:19.0,,D. Dedmon makes free throw 2 of 2,33,38
149,2,8:08.0,J. Murray misses 2-pt jump shot from 19 ft,,33,38
150,2,8:05.0,,Defensive rebound by D. Green,33,38
151,2,7:57.0,,Turnover by D. Green (bad pass; steal by W. Barton),33,38
152,2,7:54.0,Turnover by W. Barton (bad pass),,33,38
153,2,7:39.0,,D. Dedmon makes 2-pt dunk at rim (assist by K. Leonard),33,40
154,2,7:26.0,W. Barton misses 2-pt layup from 2 ft (block by K. Leonard),,33,40
155,2,7:24.0,,Defensive rebound by D. Bertāns,33,40
156,2,7:20.0,,D. Dedmon makes 2-pt dunk at rim (assist by K. Leonard),33,42
157,2,7:20.0,Denver full timeout,,33,42
158,2,7:20.0,N. Jokić enters the game for J. Nurkić,,33,42
159,2,7:20.0,G. Harris enters the game for J. Murray,,33,42
160,2,7:20.0,W. Chandler enters the game for J. Hernangómez,,33,42
161,2,7:20.0,,L. Aldridge enters the game for D. Bertāns,33,42
162,2,6:55.0,N. Jokić makes 2-pt jump shot from 9 ft,,35,42
163,2,6:39.0,,K. Leonard misses 3-pt jump shot from 24 ft,35,42
164,2,6:38.0,,Offensive rebound by D. Dedmon,35,42
165,2,6:31.0,,Turnover by D. Dedmon (bad pass),35,42
166,2,6:31.0,K. Faried enters the game for W. Barton,,35,42
167,2,6:10.0,W. Chandler misses 2-pt jump shot from 18 ft,,35,42
168,2,6:09.0,Offensive rebound by K. Faried,,35,42
169,2,6:08.0,K. Faried makes 2-pt layup from 2 ft,,37,42
170,2,6:08.0,,San Antonio full timeout,37,42
171,2,5:56.0,,Shooting foul by N. Jokić (drawn by K. Leonard),37,42
172,2,5:56.0,,K. Leonard makes free throw 1 of 2,37,43
173,2,5:56.0,,D. Lee enters the game for D. Dedmon,37,43
174,2,5:56.0,J. Nurkić enters the game for N. Jokić,,37,43
175,2,5:56.0,,K. Leonard makes free throw 2 of 2,37,44
176,2,5:31.0,E. Mudiay misses 2-pt jump shot from 7 ft,,37,44
177,2,5:28.0,Offensive rebound by K. Faried,,37,44
178,2,5:28.0,K. Faried misses 2-pt layup from 2 ft,,37,44
179,2,5:27.0,,Defensive rebound by K. Leonard,37,44
180,2,5:09.0,,D. Green makes 2-pt jump shot from 5 ft,37,46
181,2,4:48.0,J. Nurkić misses 2-pt jump shot from 6 ft,,37,46
182,2,4:45.0,Offensive rebound by J. Nurkić,,37,46
183,2,4:45.0,J. Nurkić makes 2-pt layup from 1 ft,,39,46
184,2,4:24.0,,K. Leonard misses 2-pt jump shot from 20 ft,39,46
185,2,4:23.0,Defensive rebound by E. Mudiay,,39,46
186,2,4:18.0,E. Mudiay misses 2-pt layup from 2 ft (block by K. Leonard),,39,46
187,2,4:17.0,,Defensive rebound by K. Leonard,39,46
188,2,4:12.0,,D. Green misses 3-pt jump shot from 24 ft,39,46
189,2,4:12.0,Defensive rebound by Team,,39,46
190,2,4:12.0,J. Nelson enters the game for E. Mudiay,,39,46
191,2,4:04.0,Offensive foul by W. Chandler (drawn by T. Parker),,39,46
192,2,4:04.0,Turnover by W. Chandler (offensive foul),,39,46
193,2,3:48.0,,Turnover by K. Leonard (lost ball; steal by G. Harris),39,46
194,2,3:43.0,J. Nurkić makes 2-pt dunk at rim,,41,46
195,2,3:42.0,,San Antonio full timeout,41,46
196,2,3:31.0,,D. Green misses 3-pt jump shot from 24 ft,41,46
197,2,3:30.0,,Offensive rebound by K. Leonard,41,46
198,2,3:18.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),41,48
199,2,2:56.0,W. Chandler misses 3-pt jump shot from 25 ft,,41,48
200,2,2:55.0,Offensive rebound by J. Nurkić,,41,48
201,2,2:41.0,G. Harris makes 2-pt layup from 1 ft (assist by J. Nurkić),,43,48
202,2,2:34.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),43,50
203,2,2:23.0,Shooting foul by D. Lee (drawn by J. Nurkić),,43,50
204,2,2:23.0,J. Nurkić misses free throw 1 of 2,,43,50
205,2,2:23.0,Offensive rebound by Team,,43,50
206,2,2:23.0,,M. Ginóbili enters the game for D. Green,43,50
207,2,2:23.0,J. Nurkić makes free throw 2 of 2,,44,50
208,2,2:08.0,,L. Aldridge misses 2-pt jump shot from 19 ft,44,50
209,2,2:07.0,Defensive rebound by W. Chandler,,44,50
210,2,1:57.0,Turnover by W. Chandler (lost ball; steal by L. Aldridge),,44,50
211,2,1:50.0,,Shooting foul by K. Faried (drawn by M. Ginóbili),44,50
212,2,1:50.0,,M. Ginóbili makes free throw 1 of 2,44,51
213,2,1:50.0,,M. Ginóbili makes free throw 2 of 2,44,52
214,2,1:39.0,Personal foul by M. Ginóbili (drawn by J. Nurkić),,44,52
215,2,1:39.0,W. Barton enters the game for K. Faried,,44,52
216,2,1:28.0,G. Harris makes 2-pt layup from 3 ft (assist by W. Barton),,46,52
217,2,1:11.0,,T. Parker makes 2-pt layup from 1 ft,46,54
218,2,1:00.0,G. Harris makes 2-pt layup from 2 ft (assist by J. Nelson),,48,54
219,2,0:44.0,,T. Parker makes 2-pt layup from 1 ft,48,56
220,2,0:35.0,J. Nelson misses 2-pt jump shot from 8 ft,,48,56
221,2,0:33.0,,Defensive rebound by K. Leonard,48,56
222,2,0:30.0,,Turnover by K. Leonard (lost ball; steal by G. Harris),48,56
223,2,0:19.0,W. Barton makes 2-pt jump shot from 8 ft,,50,56
224,2,0:05.0,,Turnover by T. Parker (lost ball),50,56
225,3,11:42.0,Turnover by W. Chandler (bad pass; steal by T. Parker),,50,56
226,3,11:22.0,,K. Leonard makes 2-pt jump shot from 19 ft (assist by L. Aldridge),50,58
227,3,11:05.0,Turnover by N. Jokić (bad pass; steal by D. Green),,50,58
228,3,11:01.0,,K. Leonard makes 2-pt layup at rim (assist by D. Green),50,60
229,3,11:01.0,Denver full timeout,,50,60
230,3,10:43.0,G. Harris misses 2-pt layup from 1 ft (block by L. Aldridge),,50,60
231,3,10:43.0,Offensive rebound by Team,,50,60
232,3,10:40.0,N. Jokić makes 2-pt layup from 1 ft (assist by W. Chandler),,52,60
233,3,10:23.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),52,63
234,3,10:07.0,N. Jokić makes 2-pt hook shot from 6 ft (assist by J. Nelson),,54,63
235,3,9:55.0,,Personal foul by K. Faried (drawn by L. Aldridge),54,63
236,3,9:45.0,,L. Aldridge makes 2-pt hook shot from 10 ft,54,65
237,3,9:31.0,Turnover by J. Nelson (lost ball; steal by T. Parker),,54,65
238,3,9:27.0,,T. Parker makes 2-pt layup from 2 ft,54,67
239,3,9:10.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by G. Harris),,57,67
240,3,9:01.0,,K. Leonard makes 2-pt jump shot from 21 ft (assist by D. Green),57,69
241,3,8:48.0,Turnover by N. Jokić (lost ball),,57,69
242,3,8:38.0,,Personal foul by W. Chandler (drawn by K. Leonard),57,69
243,3,8:26.0,,L. Aldridge misses 2-pt jump shot from 12 ft,57,69
244,3,8:25.0,,Offensive rebound by D. Dedmon,57,69
245,3,8:16.0,,T. Parker makes 2-pt jump shot from 19 ft,57,71
246,3,8:05.0,N. Jokić misses 2-pt jump shot from 5 ft (block by L. Aldridge),,57,71
247,3,8:05.0,,Defensive rebound by Team,57,71
248,3,8:05.0,W. Barton enters the game for K. Faried,,57,71
249,3,7:45.0,,Shooting foul by W. Chandler (drawn by L. Aldridge),57,71
250,3,7:45.0,,L. Aldridge makes free throw 1 of 2,57,72
251,3,7:45.0,,L. Aldridge makes free throw 2 of 2,57,73
252,3,7:35.0,Personal foul by T. Parker (drawn by W. Chandler),,57,73
253,3,7:30.0,J. Nelson misses 2-pt layup from 1 ft,,57,73
254,3,7:26.0,Offensive rebound by N. Jokić,,57,73
255,3,7:26.0,N. Jokić misses 2-pt layup from 2 ft,,57,73
256,3,7:25.0,Offensive rebound by G. Harris,,57,73
257,3,7:14.0,W. Chandler misses 2-pt jump shot from 7 ft,,57,73
258,3,7:14.0,Offensive rebound by Team,,57,73
259,3,7:14.0,,Loose ball foul by L. Aldridge (drawn by W. Chandler),57,73
260,3,7:14.0,,D. Lee enters the game for D. Dedmon,57,73
261,3,7:07.0,W. Chandler misses 3-pt jump shot from 26 ft,,57,73
262,3,7:06.0,,Defensive rebound by L. Aldridge,57,73
263,3,6:55.0,,T. Parker makes 2-pt jump shot from 16 ft (assist by D. Lee),57,75
264,3,6:44.0,Personal foul by T. Parker (drawn by W. Barton),,57,75
265,3,6:43.0,Turnover by W. Barton (bad pass; steal by D. Lee),,57,75
266,3,6:37.0,,D. Green misses 3-pt jump shot from 23 ft,57,75
267,3,6:36.0,Defensive rebound by W. Barton,,57,75
268,3,6:28.0,W. Barton misses 2-pt layup from 1 ft,,57,75
269,3,6:27.0,,Defensive rebound by D. Green,57,75
270,3,6:22.0,,Turnover by T. Parker (bad pass),57,75
271,3,6:06.0,Turnover by N. Jokić (lost ball; steal by D. Lee),,57,75
272,3,6:02.0,,Turnover by L. Aldridge (bad pass),57,75
273,3,5:44.0,G. Harris misses 2-pt jump shot from 20 ft,,57,75
274,3,5:43.0,,Defensive rebound by D. Lee,57,75
275,3,5:30.0,,K. Leonard misses 3-pt jump shot from 25 ft,57,75
276,3,5:29.0,Defensive rebound by J. Nelson,,57,75
277,3,5:18.0,N. Jokić misses 3-pt jump shot from 26 ft,,57,75
278,3,5:17.0,,Defensive rebound by D. Green,57,75
279,3,5:11.0,,K. Leonard makes 2-pt dunk at rim (assist by D. Green),57,77
280,3,5:11.0,Denver full timeout,,57,77
281,3,5:11.0,E. Mudiay enters the game for W. Chandler,,57,77
282,3,5:11.0,J. Murray enters the game for N. Jokić,,57,77
283,3,5:11.0,J. Hernangómez enters the game for G. Harris,,57,77
284,3,5:11.0,J. Nurkić enters the game for J. Nelson,,57,77
285,3,5:11.0,,P. Mills enters the game for T. Parker,57,77
286,3,5:11.0,,J. Simmons enters the game for D. Green,57,77
287,3,4:59.0,W. Barton makes 2-pt jump shot from 4 ft,,59,77
288,3,4:37.0,,D. Lee misses 2-pt jump shot from 18 ft,59,77
289,3,4:36.0,Defensive rebound by E. Mudiay,,59,77
290,3,4:26.0,J. Hernangómez misses 2-pt jump shot from 18 ft,,59,77
291,3,4:26.0,Offensive rebound by Team,,59,77
292,3,4:26.0,,Loose ball foul by D. Lee (drawn by J. Nurkić),59,77
293,3,4:20.0,E. Mudiay misses 2-pt jump shot from 6 ft,,59,77
294,3,4:19.0,,Defensive rebound by L. Aldridge,59,77
295,3,3:58.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by K. Leonard),59,80
296,3,3:45.0,Shooting foul by P. Mills (drawn by J. Nurkić),,59,80
297,3,3:45.0,J. Nurkić misses free throw 1 of 2,,59,80
298,3,3:45.0,Offensive rebound by Team,,59,80
299,3,3:45.0,J. Nurkić misses free throw 2 of 2,,59,80
300,3,3:44.0,,Defensive rebound by D. Lee,59,80
301,3,3:32.0,,K. Leonard misses 3-pt jump shot from 25 ft,59,80
302,3,3:31.0,,Offensive rebound by D. Lee,59,80
303,3,3:26.0,,K. Leonard makes 2-pt layup from 2 ft (assist by D. Lee),59,82
304,3,3:10.0,W. Barton makes 2-pt jump shot from 17 ft (assist by E. Mudiay),,61,82
305,3,2:56.0,,D. Lee misses 2-pt jump shot from 17 ft,61,82
306,3,2:55.0,Defensive rebound by J. Murray,,61,82
307,3,2:40.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,61,82
308,3,2:39.0,,Defensive rebound by P. Mills,61,82
309,3,2:34.0,,Turnover by J. Simmons (bad pass),61,82
310,3,2:34.0,,J. Anthony enters the game for L. Aldridge,61,82
311,3,2:19.0,J. Nurkić makes 2-pt layup from 4 ft (assist by E. Mudiay),,63,82
312,3,2:19.0,,San Antonio full timeout,63,82
313,3,2:19.0,,D. Bertāns enters the game for D. Lee,63,82
314,3,2:09.0,,K. Leonard misses 3-pt jump shot from 26 ft,63,82
315,3,2:08.0,Defensive rebound by E. Mudiay,,63,82
316,3,2:03.0,J. Murray misses 3-pt jump shot from 25 ft,,63,82
317,3,2:01.0,Offensive rebound by J. Hernangómez,,63,82
318,3,1:58.0,J. Hernangómez makes 2-pt jump shot from 6 ft,,65,82
319,3,1:45.0,,P. Mills makes 2-pt jump shot from 20 ft (assist by J. Simmons),65,84
320,3,1:22.0,J. Murray makes 2-pt jump shot from 24 ft,,67,84
321,3,1:22.0,Violation by Team (jump ball),,67,84
322,3,1:09.0,,P. Mills makes 2-pt layup from 3 ft (assist by D. Bertāns),67,86
323,3,1:01.0,Turnover by E. Mudiay (lost ball; steal by K. Leonard),,67,86
324,3,0:54.0,,Shooting foul by J. Nurkić (drawn by K. Leonard),67,86
325,3,0:54.0,,K. Leonard misses free throw 1 of 2,67,86
326,3,0:54.0,,Offensive rebound by Team,67,86
327,3,0:54.0,,K. Leonard makes free throw 2 of 2,67,87
328,3,0:43.0,J. Murray makes 3-pt jump shot from 25 ft (assist by W. Barton),,70,87
329,3,0:25.0,,Shooting foul by J. Nurkić (drawn by K. Leonard),70,87
330,3,0:25.0,,K. Leonard makes free throw 1 of 2,70,88
331,3,0:25.0,,K. Leonard misses free throw 2 of 2,70,88
332,3,0:25.0,,K. Anderson enters the game for J. Simmons,70,88
333,3,0:24.0,Defensive rebound by J. Murray,,70,88
334,3,0:06.0,E. Mudiay makes 2-pt layup from 2 ft,,72,88
335,3,0:01.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by K. Leonard),72,91
336,4,11:45.0,,K. Anderson misses 2-pt jump shot from 12 ft,72,91
337,4,11:44.0,Defensive rebound by J. Nurkić,,72,91
338,4,11:37.0,E. Mudiay makes 2-pt jump shot from 10 ft,,74,91
339,4,11:24.0,,Shooting foul by E. Mudiay (drawn by J. Simmons),74,91
340,4,11:24.0,,J. Simmons makes free throw 1 of 2,74,92
341,4,11:24.0,,J. Simmons makes free throw 2 of 2,74,93
342,4,11:12.0,E. Mudiay misses 3-pt jump shot from 26 ft,,74,93
343,4,11:11.0,Offensive rebound by J. Nurkić,,74,93
344,4,11:09.0,Personal foul by J. Anthony (drawn by J. Nurkić),,74,93
345,4,11:02.0,J. Murray makes 2-pt jump shot from 8 ft,,76,93
346,4,10:50.0,,J. Simmons makes 2-pt jump shot from 9 ft,76,95
347,4,10:38.0,J. Murray makes 2-pt layup from 3 ft (assist by J. Nurkić),,78,95
348,4,10:25.0,,D. Bertāns misses 2-pt layup from 2 ft,78,95
349,4,10:24.0,Defensive rebound by J. Hernangómez,,78,95
350,4,10:14.0,J. Nurkić misses 2-pt jump shot from 4 ft,,78,95
351,4,10:11.0,Offensive rebound by J. Hernangómez,,78,95
352,4,10:11.0,J. Hernangómez misses 2-pt layup from 2 ft,,78,95
353,4,10:10.0,,Defensive rebound by P. Mills,78,95
354,4,9:58.0,,J. Simmons makes 3-pt jump shot from 24 ft (assist by K. Anderson),78,98
355,4,9:42.0,,Offensive charge foul by W. Barton (drawn by J. Anthony),78,98
356,4,9:42.0,Turnover by W. Barton (offensive foul),,78,98
357,4,9:21.0,,J. Simmons makes 2-pt layup from 2 ft,78,100
358,4,9:08.0,E. Mudiay misses 2-pt layup from 2 ft (block by D. Bertāns),,78,100
359,4,9:07.0,Offensive rebound by E. Mudiay,,78,100
360,4,9:02.0,J. Murray misses 3-pt jump shot from 26 ft,,78,100
361,4,9:01.0,,Defensive rebound by P. Mills,78,100
362,4,8:58.0,,P. Mills misses 2-pt jump shot from 14 ft,78,100
363,4,8:57.0,,Offensive rebound by J. Anthony,78,100
364,4,8:55.0,,J. Anthony makes 2-pt layup from 2 ft,78,102
365,4,8:55.0,Denver full timeout,,78,102
366,4,8:55.0,,D. Murray enters the game for P. Mills,78,102
367,4,8:55.0,J. O'Bryant enters the game for W. Barton,,78,102
368,4,8:55.0,M. Beasley enters the game for J. Nurkić,,78,102
369,4,8:45.0,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,81,102
370,4,8:44.0,,San Antonio full timeout,81,102
371,4,8:28.0,,Turnover by D. Bertāns (lost ball; steal by E. Mudiay),81,102
372,4,8:23.0,E. Mudiay misses 2-pt layup from 2 ft,,81,102
373,4,8:23.0,,Defensive rebound by J. Simmons,81,102
374,4,8:14.0,,D. Murray misses 2-pt layup from 4 ft,81,102
375,4,8:13.0,Defensive rebound by J. O'Bryant,,81,102
376,4,8:05.0,M. Beasley misses 2-pt layup from 3 ft (block by K. Anderson),,81,102
377,4,8:04.0,,Defensive rebound by D. Bertāns,81,102
378,4,7:44.0,,J. Simmons misses 2-pt layup from 2 ft,81,102
379,4,7:43.0,Defensive rebound by J. Hernangómez,,81,102
380,4,7:33.0,J. O'Bryant makes 3-pt jump shot from 27 ft (assist by E. Mudiay),,84,102
381,4,7:14.0,,D. Murray makes 2-pt layup from 4 ft,84,104
382,4,6:57.0,J. Murray makes 2-pt jump shot from 18 ft,,86,104
