,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHOENIX_ACTION,TORONTO_SCORE,PHOENIX_SCORE
385,4,6:34.0,,T. Ulis misses 2-pt jump shot from 8 ft,78,84
386,4,6:33.0,Defensive rebound by C. Joseph,,78,84
387,4,6:23.0,T. Ross misses 3-pt jump shot from 25 ft,,78,84
388,4,6:22.0,,Defensive rebound by B. Knight,78,84
389,4,6:00.0,,B. Knight misses 2-pt jump shot from 21 ft,78,84
390,4,5:59.0,Defensive rebound by K. Lowry,,78,84
391,4,5:40.0,Turnover by C. Joseph (lost ball; steal by B. Knight),,78,84
392,4,5:18.0,,T. Ulis makes 3-pt jump shot from 25 ft,78,87
393,4,5:06.0,Shooting foul by P. Tucker (drawn by K. Lowry),,78,87
394,4,5:06.0,K. Lowry makes free throw 1 of 2,,79,87
395,4,5:06.0,D. DeRozan enters the game for N. Powell,,79,87
396,4,5:06.0,,D. Booker enters the game for T. Ulis,79,87
397,4,5:06.0,,E. Bledsoe enters the game for B. Knight,79,87
398,4,5:06.0,K. Lowry makes free throw 2 of 2,,80,87
399,4,4:47.0,,Personal foul by P. Siakam (drawn by E. Bledsoe),80,87
400,4,4:40.0,,P. Tucker makes 2-pt layup from 1 ft (assist by E. Bledsoe),80,89
401,4,4:40.0,,Shooting foul by P. Siakam (drawn by P. Tucker),80,89
402,4,4:40.0,L. Nogueira enters the game for P. Siakam,,80,89
403,4,4:40.0,,P. Tucker makes free throw 1 of 1,80,90
404,4,4:27.0,K. Lowry misses 3-pt jump shot from 26 ft,,80,90
405,4,4:26.0,,Defensive rebound by T. Chandler,80,90
406,4,4:03.0,,T. Warren misses 2-pt jump shot from 7 ft (block by L. Nogueira),80,90
407,4,4:02.0,Defensive rebound by T. Ross,,80,90
408,4,3:53.0,D. DeRozan makes 2-pt jump shot from 15 ft,,82,90
409,4,3:53.0,Shooting foul by E. Bledsoe (drawn by D. DeRozan),,82,90
410,4,3:53.0,D. DeRozan makes free throw 1 of 1,,83,90
411,4,3:33.0,,D. Booker misses 2-pt jump shot from 15 ft,83,90
412,4,3:31.0,Defensive rebound by K. Lowry,,83,90
413,4,3:25.0,D. DeRozan makes 2-pt layup from 1 ft (assist by K. Lowry),,85,90
414,4,3:07.0,,Turnover by E. Bledsoe (offensive foul),85,90
415,4,3:07.0,,Offensive foul by E. Bledsoe (drawn by K. Lowry),85,90
416,4,3:00.0,Offensive foul by K. Lowry (drawn by P. Tucker),,85,90
417,4,3:00.0,Turnover by K. Lowry (offensive foul),,85,90
418,4,2:39.0,,D. Booker misses 3-pt jump shot from 25 ft,85,90
419,4,2:39.0,,Offensive rebound by T. Chandler,85,90
420,4,2:27.0,,D. Booker makes 2-pt layup from 1 ft,85,92
421,4,2:27.0,,Shooting foul by L. Nogueira (drawn by D. Booker),85,92
422,4,2:27.0,Toronto full timeout,,85,92
423,4,2:27.0,,D. Booker makes free throw 1 of 1,85,93
424,4,2:16.0,D. DeRozan misses 2-pt jump shot from 20 ft,,85,93
425,4,2:15.0,,Defensive rebound by T. Chandler,85,93
426,4,1:51.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),85,96
427,4,1:46.0,Shooting foul by T. Chandler (drawn by K. Lowry),,85,96
428,4,1:46.0,K. Lowry makes free throw 1 of 2,,86,96
429,4,1:46.0,K. Lowry makes free throw 2 of 2,,87,96
430,4,1:30.0,,E. Bledsoe misses 2-pt layup from 1 ft,87,96
431,4,1:28.0,Defensive rebound by K. Lowry,,87,96
432,4,1:24.0,Shooting block foul by D. Booker (drawn by D. DeRozan),,87,96
433,4,1:24.0,D. DeRozan makes free throw 1 of 2,,88,96
434,4,1:24.0,D. DeRozan misses free throw 2 of 2,,88,96
435,4,1:24.0,,Defensive rebound by P. Tucker,88,96
436,4,1:01.0,,D. Booker misses 3-pt jump shot from 27 ft,88,96
437,4,1:01.0,Defensive rebound by T. Ross,,88,96
438,4,0:52.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,91,96
439,4,0:43.0,,Personal foul by K. Lowry (drawn by D. Booker),91,96
440,4,0:43.0,,D. Booker makes free throw 1 of 2,91,97
441,4,0:43.0,,D. Booker makes free throw 2 of 2,91,98
442,4,0:43.0,Toronto full timeout,,91,98
443,4,0:34.0,K. Lowry misses 2-pt layup from 2 ft (block by T. Chandler),,91,98
444,4,0:34.0,,Defensive rebound by T. Chandler,91,98
445,4,0:34.0,,Personal take foul by K. Lowry (drawn by T. Chandler),91,98
446,4,0:34.0,,T. Chandler misses free throw 1 of 2,91,98
447,4,0:34.0,,Offensive rebound by Team,91,98
448,4,0:34.0,,T. Chandler makes free throw 2 of 2,91,99
449,4,0:23.0,D. DeRozan misses 2-pt jump shot from 21 ft,,91,99
450,4,0:23.0,,Defensive rebound by P. Tucker,91,99
