,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MIAMI_ACTION,PHILADELPHIA_SCORE,MIAMI_SCORE
0,1,11:42.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by H. Whiteside),0,3
1,1,11:17.0,J. Okafor misses 2-pt layup from 2 ft,,0,3
2,1,11:16.0,,Defensive rebound by D. Waiters,0,3
3,1,11:11.0,,D. Waiters makes 2-pt layup from 2 ft,0,5
4,1,11:11.0,Philadelphia full timeout,,0,5
5,1,10:54.0,D. Šarić misses 2-pt layup from 3 ft,,0,5
6,1,10:53.0,,Defensive rebound by L. Babbitt,0,5
7,1,10:49.0,,Turnover by D. Waiters (bad pass; steal by T. McConnell),0,5
8,1,10:40.0,G. Henderson misses 3-pt jump shot from 25 ft,,0,5
9,1,10:39.0,,Defensive rebound by D. Waiters,0,5
10,1,10:36.0,,Shooting foul by D. Šarić (drawn by H. Whiteside),0,5
11,1,10:36.0,,H. Whiteside makes free throw 1 of 2,0,6
12,1,10:36.0,,H. Whiteside makes free throw 2 of 2,0,7
13,1,10:15.0,R. Covington makes 2-pt layup from 2 ft (assist by G. Henderson),,2,7
14,1,9:54.0,,Turnover by H. Whiteside (offensive foul),2,7
15,1,9:54.0,,Offensive foul by H. Whiteside (drawn by J. Okafor),2,7
16,1,9:42.0,G. Henderson misses 2-pt jump shot from 14 ft,,2,7
17,1,9:41.0,,Defensive rebound by H. Whiteside,2,7
18,1,9:21.0,,G. Dragić misses 2-pt jump shot from 12 ft,2,7
19,1,9:20.0,,Offensive rebound by Team,2,7
20,1,9:07.0,,R. McGruder misses 3-pt jump shot from 24 ft,2,7
21,1,9:06.0,Defensive rebound by R. Covington,,2,7
22,1,8:58.0,Shooting foul by G. Dragić (drawn by T. McConnell),,2,7
23,1,8:58.0,T. McConnell makes free throw 1 of 2,,3,7
24,1,8:58.0,T. McConnell makes free throw 2 of 2,,4,7
25,1,8:44.0,,G. Dragić makes 3-pt jump shot from 25 ft,4,10
26,1,8:36.0,J. Okafor misses 2-pt jump shot from 3 ft (block by H. Whiteside),,4,10
27,1,8:35.0,,Defensive rebound by H. Whiteside,4,10
28,1,8:25.0,,R. McGruder misses 3-pt jump shot from 25 ft,4,10
29,1,8:24.0,Defensive rebound by J. Okafor,,4,10
30,1,8:16.0,Turnover by T. McConnell (bad pass; steal by G. Dragić),,4,10
31,1,8:11.0,,Turnover by D. Waiters (bad pass),4,10
32,1,7:54.0,J. Okafor makes 2-pt dunk at rim,,6,10
33,1,7:34.0,,H. Whiteside misses 2-pt jump shot from 17 ft,6,10
34,1,7:33.0,Defensive rebound by J. Okafor,,6,10
35,1,7:28.0,G. Henderson makes 2-pt dunk at rim (assist by T. McConnell),,8,10
36,1,7:26.0,,Miami full timeout,8,10
37,1,7:08.0,,R. McGruder makes 2-pt jump shot from 6 ft,8,12
38,1,6:56.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Okafor),,11,12
39,1,6:44.0,,H. Whiteside makes 2-pt jump shot from 9 ft (assist by D. Waiters),11,14
40,1,6:30.0,J. Okafor makes 2-pt jump shot from 3 ft,,13,14
41,1,6:17.0,,Shooting foul by T. McConnell (drawn by G. Dragić),13,14
42,1,6:17.0,,G. Dragić misses free throw 1 of 3,13,14
43,1,6:17.0,,Offensive rebound by Team,13,14
44,1,6:17.0,,G. Dragić makes free throw 2 of 3,13,15
45,1,6:17.0,N. Stauskas enters the game for G. Henderson,,13,15
46,1,6:17.0,T. Luwawu-Cabarrot enters the game for R. Covington,,13,15
47,1,6:17.0,,G. Dragić makes free throw 3 of 3,13,16
48,1,6:01.0,J. Okafor makes 2-pt jump shot from 12 ft,,15,16
49,1,5:52.0,,G. Dragić makes 2-pt layup from 2 ft,15,18
50,1,5:38.0,T. McConnell makes 2-pt jump shot from 6 ft,,17,18
51,1,5:17.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by D. Waiters),17,21
52,1,4:52.0,J. Okafor misses 2-pt hook shot from 7 ft,,17,21
53,1,4:50.0,,Defensive rebound by L. Babbitt,17,21
54,1,4:33.0,,D. Waiters makes 2-pt jump shot from 18 ft,17,23
55,1,4:21.0,,Violation by H. Whiteside (def goaltending),17,23
56,1,4:21.0,D. Šarić makes 2-pt layup from 3 ft,,19,23
57,1,4:04.0,,H. Whiteside makes 2-pt jump shot from 18 ft (assist by R. McGruder),19,25
58,1,3:51.0,J. Okafor misses 2-pt hook shot from 3 ft,,19,25
59,1,3:50.0,,Defensive rebound by H. Whiteside,19,25
60,1,3:40.0,,D. Waiters misses 2-pt layup from 3 ft,19,25
61,1,3:39.0,Defensive rebound by D. Šarić,,19,25
62,1,3:33.0,D. Šarić makes 2-pt dunk at rim,,21,25
63,1,3:16.0,,G. Dragić misses 2-pt jump shot from 12 ft,21,25
64,1,3:15.0,,Offensive rebound by R. McGruder,21,25
65,1,3:09.0,,H. Whiteside makes 2-pt jump shot from 15 ft (assist by R. McGruder),21,27
66,1,2:53.0,J. Okafor misses 2-pt jump shot from 3 ft,,21,27
67,1,2:52.0,,Defensive rebound by D. Waiters,21,27
68,1,2:51.0,,Turnover by D. Waiters (bad pass; steal by T. McConnell),21,27
69,1,2:48.0,N. Stauskas misses 3-pt jump shot from 25 ft,,21,27
70,1,2:47.0,,Defensive rebound by Team,21,27
71,1,2:46.0,Loose ball foul by J. Okafor (drawn by L. Babbitt),,21,27
72,1,2:45.0,Philadelphia full timeout,,21,27
73,1,2:45.0,R. Covington enters the game for D. Šarić,,21,27
74,1,2:45.0,R. Holmes enters the game for J. Okafor,,21,27
75,1,2:45.0,S. Rodríguez enters the game for T. McConnell,,21,27
76,1,2:45.0,,O. White enters the game for L. Babbitt,21,27
77,1,2:45.0,,J. Johnson enters the game for H. Whiteside,21,27
78,1,2:45.0,,T. Johnson enters the game for G. Dragić,21,27
79,1,2:38.0,,Shooting foul by N. Stauskas (drawn by D. Waiters),21,27
80,1,2:38.0,,D. Waiters misses free throw 1 of 2,21,27
81,1,2:38.0,,Offensive rebound by Team,21,27
82,1,2:38.0,,D. Waiters makes free throw 2 of 2,21,28
