,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,UTAH_ACTION,PHILADELPHIA_SCORE,UTAH_SCORE
389,4,4:11.0,,R. Hood makes free throw 1 of 2,78,92
390,4,4:11.0,,G. Hill enters the game for S. Mack,78,92
391,4,4:11.0,,G. Hayward enters the game for T. Lyles,78,92
392,4,4:11.0,,R. Hood makes free throw 2 of 2,78,93
393,4,3:59.0,Turnover by R. Covington (bad pass),,78,93
394,4,3:46.0,,R. Hood misses 3-pt jump shot from 25 ft,78,93
395,4,3:46.0,Defensive rebound by T. Luwawu-Cabarrot,,78,93
396,4,3:36.0,R. Covington misses 2-pt layup from 2 ft,,78,93
397,4,3:36.0,,Defensive rebound by R. Gobert,78,93
398,4,3:27.0,,Turnover by J. Johnson (bad pass; steal by N. Stauskas),78,93
399,4,3:18.0,R. Covington misses 3-pt jump shot from 22 ft,,78,93
400,4,3:18.0,Offensive rebound by E. İlyasova,,78,93
401,4,3:15.0,E. İlyasova misses 2-pt layup from 3 ft,,78,93
402,4,3:13.0,Offensive rebound by N. Noel,,78,93
403,4,3:13.0,R. Covington misses 2-pt dunk at rim,,78,93
404,4,3:09.0,,Defensive rebound by R. Gobert,78,93
405,4,2:51.0,,G. Hill makes 2-pt jump shot from 15 ft,78,95
406,4,2:36.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by R. Covington),,81,95
407,4,2:35.0,,Utah full timeout,81,95
408,4,2:35.0,D. Šarić enters the game for E. İlyasova,,81,95
409,4,2:35.0,H. Thompson enters the game for R. Covington,,81,95
410,4,2:35.0,,T. Lyles enters the game for J. Johnson,81,95
411,4,2:14.0,,R. Gobert misses 2-pt hook shot from 3 ft,81,95
412,4,2:13.0,,Offensive rebound by Team,81,95
413,4,2:10.0,,R. Hood misses 2-pt jump shot from 16 ft,81,95
414,4,2:10.0,Defensive rebound by N. Stauskas,,81,95
415,4,2:02.0,Turnover by N. Stauskas (bad pass; steal by R. Hood),,81,95
416,4,1:38.0,,Turnover by R. Gobert (step out of bounds),81,95
417,4,1:24.0,N. Noel misses 2-pt dunk at rim,,81,95
418,4,1:23.0,,Defensive rebound by G. Hill,81,95
419,4,1:17.0,,G. Hayward misses 3-pt jump shot from 23 ft,81,95
420,4,1:17.0,Defensive rebound by N. Stauskas,,81,95
421,4,1:05.0,H. Thompson makes 2-pt jump shot from 22 ft,,83,95
422,4,0:50.0,,G. Hill makes 3-pt jump shot from 24 ft,83,98
423,4,0:34.0,N. Stauskas misses 2-pt layup from 2 ft,,83,98
424,4,0:34.0,Offensive rebound by Team,,83,98
425,4,0:34.0,,S. Mack enters the game for G. Hill,83,98
426,4,0:34.0,,J. Withey enters the game for G. Hayward,83,98
427,4,0:34.0,,J. Ingles enters the game for R. Gobert,83,98
428,4,0:34.0,,R. Neto enters the game for R. Hood,83,98
429,4,0:30.0,Turnover by N. Stauskas (bad pass; steal by T. Lyles),,83,98
430,4,0:10.0,,T. Lyles makes 2-pt jump shot from 22 ft (assist by S. Mack),83,100
