,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
56,1,3:59.0,D. Carroll makes 2-pt jump shot from 6 ft (assist by K. Lowry),,18,18
57,1,3:41.0,,Turnover by M. Carter-Williams (bad pass; steal by K. Lowry),18,18
58,1,3:35.0,D. DeRozan makes 2-pt layup from 2 ft (assist by K. Lowry),,20,18
59,1,3:15.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),20,21
60,1,2:51.0,D. DeRozan misses 2-pt jump shot from 20 ft,,20,21
61,1,2:50.0,,Defensive rebound by M. Carter-Williams,20,21
62,1,2:43.0,,M. Carter-Williams makes 2-pt layup from 2 ft,20,23
63,1,2:31.0,J. Valančiūnas misses 2-pt jump shot from 22 ft,,20,23
64,1,2:30.0,,Defensive rebound by T. Gibson,20,23
65,1,2:18.0,,Turnover by J. Butler (bad pass; steal by D. DeRozan),20,23
66,1,2:14.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,22,23
67,1,2:14.0,,Chicago full timeout,22,23
68,1,2:14.0,,N. Mirotić enters the game for T. Gibson,22,23
69,1,2:14.0,,J. Grant enters the game for M. Carter-Williams,22,23
70,1,2:14.0,C. Joseph enters the game for J. Valančiūnas,,22,23
71,1,2:14.0,T. Ross enters the game for K. Lowry,,22,23
72,1,1:50.0,,J. Butler makes 2-pt layup from 1 ft,22,25
73,1,1:34.0,D. DeRozan makes 2-pt jump shot from 10 ft,,24,25
74,1,1:07.0,,J. Butler misses 2-pt jump shot from 22 ft,24,25
75,1,1:06.0,Defensive rebound by D. DeRozan,,24,25
76,1,0:58.0,D. DeRozan makes 2-pt jump shot from 12 ft,,26,25
77,1,0:44.0,,R. Lopez makes 2-pt jump shot from 20 ft (assist by J. Butler),26,27
78,1,0:39.0,C. Joseph makes 2-pt jump shot from 23 ft,,28,27
79,1,0:31.0,,J. Grant makes 2-pt layup from 2 ft,28,29
80,1,0:17.0,D. DeRozan misses 2-pt jump shot from 15 ft,,28,29
81,1,0:16.0,,Defensive rebound by D. McDermott,28,29
82,1,0:02.0,,D. McDermott misses 3-pt jump shot from 24 ft,28,29
83,1,0:00.0,Defensive rebound by L. Nogueira,,28,29
84,2,11:44.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,30,29
85,2,11:22.0,,D. McDermott makes 2-pt layup from 2 ft (assist by N. Mirotić),30,31
86,2,11:05.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by T. Ross),,32,31
87,2,10:49.0,,Turnover by N. Mirotić (step out of bounds),32,31
88,2,10:34.0,T. Ross misses 3-pt jump shot from 25 ft,,32,31
89,2,10:33.0,,Defensive rebound by N. Mirotić,32,31
90,2,10:22.0,,Shooting foul by J. Valančiūnas (drawn by D. Wade),32,31
91,2,10:22.0,,D. Wade makes free throw 1 of 2,32,32
92,2,10:22.0,,D. Wade makes free throw 2 of 2,32,33
93,2,9:57.0,K. Lowry makes 2-pt layup from 2 ft,,34,33
94,2,9:50.0,,Shooting foul by T. Ross (drawn by N. Mirotić),34,33
95,2,9:50.0,,N. Mirotić misses free throw 1 of 2,34,33
96,2,9:50.0,,Offensive rebound by Team,34,33
97,2,9:50.0,,N. Mirotić makes free throw 2 of 2,34,34
98,2,9:31.0,C. Joseph makes 2-pt jump shot from 13 ft,,36,34
99,2,9:31.0,Shooting foul by D. Wade (drawn by C. Joseph),,36,34
100,2,9:31.0,C. Joseph makes free throw 1 of 1,,37,34
101,2,9:18.0,,Turnover by D. McDermott (lost ball; steal by T. Ross),37,34
102,2,9:13.0,N. Powell misses 2-pt layup from 1 ft,,37,34
103,2,9:12.0,Offensive rebound by K. Lowry,,37,34
104,2,9:08.0,Shooting foul by N. Mirotić (drawn by N. Powell),,37,34
105,2,9:08.0,N. Powell makes free throw 1 of 2,,38,34
106,2,9:08.0,N. Powell makes free throw 2 of 2,,39,34
107,2,8:47.0,,D. Wade misses 2-pt jump shot from 10 ft (block by K. Lowry),39,34
108,2,8:47.0,,Offensive rebound by Team,39,34
109,2,8:47.0,,Chicago full timeout,39,34
110,2,8:42.0,,C. Felício misses 2-pt jump shot from 23 ft,39,34
111,2,8:41.0,Defensive rebound by K. Lowry,,39,34
112,2,8:34.0,Turnover by K. Lowry (bad pass; steal by N. Mirotić),,39,34
113,2,8:29.0,,Turnover by C. Felício (lost ball; steal by C. Joseph),39,34
114,2,8:21.0,N. Powell misses 3-pt jump shot from 23 ft,,39,34
115,2,8:20.0,,Defensive rebound by C. Felício,39,34
116,2,8:11.0,,D. Wade misses 2-pt jump shot from 18 ft,39,34
117,2,8:10.0,Defensive rebound by C. Joseph,,39,34
118,2,8:04.0,T. Ross misses 3-pt jump shot from 24 ft,,39,34
119,2,8:03.0,,Defensive rebound by D. McDermott,39,34
120,2,7:44.0,,N. Mirotić makes 2-pt dunk at rim (assist by C. Felício),39,36
121,2,7:24.0,T. Ross misses 2-pt jump shot from 18 ft,,39,36
122,2,7:22.0,,Defensive rebound by J. Grant,39,36
123,2,7:18.0,,Shooting foul by C. Joseph (drawn by D. Wade),39,36
124,2,7:18.0,,D. Wade makes free throw 1 of 2,39,37
125,2,7:18.0,D. DeRozan enters the game for C. Joseph,,39,37
126,2,7:18.0,,J. Butler enters the game for J. Grant,39,37
127,2,7:18.0,,D. Wade makes free throw 2 of 2,39,38
128,2,7:03.0,Personal foul by C. Felício (drawn by J. Valančiūnas),,39,38
129,2,6:49.0,J. Valančiūnas misses 2-pt hook shot from 5 ft,,39,38
130,2,6:48.0,,Defensive rebound by D. McDermott,39,38
131,2,6:40.0,,Def 3 sec tech foul by J. Valančiūnas,39,38
132,2,6:40.0,,J. Butler misses technical free throw,39,38
133,2,6:40.0,,Offensive rebound by Team,39,38
134,2,6:33.0,,Personal foul by K. Lowry (drawn by D. Wade),39,38
135,2,6:27.0,,D. McDermott misses 3-pt jump shot from 24 ft,39,38
136,2,6:26.0,Defensive rebound by T. Ross,,39,38
137,2,6:19.0,N. Powell misses 3-pt jump shot from 24 ft,,39,38
138,2,6:18.0,,Defensive rebound by J. Butler,39,38
139,2,6:07.0,,D. Wade misses 2-pt layup from 2 ft,39,38
140,2,6:06.0,Defensive rebound by J. Valančiūnas,,39,38
141,2,5:58.0,K. Lowry makes 3-pt jump shot from 25 ft,,42,38
142,2,5:43.0,,D. McDermott misses 2-pt layup from 2 ft,42,38
143,2,5:42.0,Defensive rebound by J. Valančiūnas,,42,38
144,2,5:38.0,Shooting foul by C. Felício (drawn by K. Lowry),,42,38
145,2,5:38.0,,Chicago full timeout,42,38
146,2,5:38.0,K. Lowry makes free throw 1 of 2,,43,38
147,2,5:38.0,,M. Carter-Williams enters the game for D. Wade,42,38
148,2,5:38.0,,R. Lopez enters the game for N. Mirotić,42,38
149,2,5:38.0,,T. Gibson enters the game for C. Felício,42,38
150,2,5:38.0,D. Carroll enters the game for T. Ross,,42,38
151,2,5:38.0,L. Nogueira enters the game for N. Powell,,42,38
152,2,5:38.0,K. Lowry makes free throw 2 of 2,,44,38
153,2,5:28.0,,Turnover by M. Carter-Williams (bad pass; steal by D. Carroll),44,38
154,2,5:25.0,D. DeRozan makes 2-pt dunk at rim,,46,38
155,2,5:07.0,,J. Butler misses 2-pt jump shot from 18 ft,46,38
156,2,5:06.0,Defensive rebound by J. Valančiūnas,,46,38
157,2,4:57.0,L. Nogueira misses 2-pt jump shot from 18 ft,,46,38
158,2,4:56.0,Offensive rebound by J. Valančiūnas,,46,38
159,2,4:51.0,J. Valančiūnas makes 2-pt jump shot from 17 ft,,48,38
160,2,4:32.0,,Turnover by M. Carter-Williams (bad pass; steal by L. Nogueira),48,38
161,2,4:32.0,,Loose ball foul by T. Gibson (drawn by L. Nogueira),48,38
162,2,4:32.0,L. Nogueira makes free throw 1 of 2,,49,38
163,2,4:32.0,,J. Grant enters the game for M. Carter-Williams,49,38
164,2,4:32.0,L. Nogueira makes free throw 2 of 2,,50,38
165,2,4:13.0,,Shooting foul by D. Carroll (drawn by J. Butler),50,38
166,2,4:13.0,,J. Butler makes free throw 1 of 2,50,39
167,2,4:13.0,,J. Butler makes free throw 2 of 2,50,40
168,2,4:00.0,D. DeRozan misses 2-pt layup from 2 ft,,50,40
169,2,3:56.0,Offensive rebound by D. DeRozan,,50,40
170,2,3:41.0,Turnover by K. Lowry (bad pass),,50,40
171,2,3:18.0,,D. McDermott makes 2-pt jump shot from 15 ft (assist by J. Grant),50,42
172,2,3:09.0,K. Lowry misses 3-pt jump shot from 26 ft,,50,42
173,2,3:08.0,,Defensive rebound by R. Lopez,50,42
174,2,3:02.0,,D. McDermott misses 2-pt jump shot from 23 ft,50,42
175,2,3:01.0,Defensive rebound by K. Lowry,,50,42
176,2,2:56.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Lowry),,53,42
177,2,2:47.0,,J. Butler makes 2-pt layup from 2 ft,53,44
178,2,2:47.0,,Shooting foul by J. Valančiūnas (drawn by J. Butler),53,44
179,2,2:47.0,Toronto full timeout,,53,44
180,2,2:47.0,,D. Wade enters the game for D. McDermott,53,44
181,2,2:47.0,C. Joseph enters the game for J. Valančiūnas,,53,44
182,2,2:47.0,J. Poeltl enters the game for K. Lowry,,53,44
183,2,2:47.0,,J. Butler makes free throw 1 of 1,53,45
184,2,2:33.0,D. DeRozan makes 2-pt jump shot from 21 ft (assist by C. Joseph),,55,45
185,2,2:10.0,,T. Gibson misses 2-pt layup at rim (block by L. Nogueira),55,45
186,2,2:08.0,Defensive rebound by C. Joseph,,55,45
187,2,2:02.0,D. Carroll misses 3-pt jump shot from 26 ft,,55,45
188,2,2:00.0,,Defensive rebound by R. Lopez,55,45
189,2,1:54.0,,D. Wade misses 2-pt jump shot from 9 ft,55,45
190,2,1:53.0,Defensive rebound by Team,,55,45
191,2,1:53.0,,Loose ball foul by T. Gibson (drawn by L. Nogueira),55,45
192,2,1:53.0,L. Nogueira makes free throw 1 of 2,,56,45
193,2,1:53.0,,N. Mirotić enters the game for T. Gibson,56,45
194,2,1:53.0,L. Nogueira makes free throw 2 of 2,,57,45
195,2,1:29.0,,R. Lopez misses 2-pt hook shot from 5 ft,57,45
196,2,1:28.0,Defensive rebound by J. Poeltl,,57,45
197,2,1:22.0,Def 3 sec tech foul by R. Lopez,,57,45
198,2,1:22.0,D. DeRozan makes technical free throw,,58,45
199,2,1:22.0,T. Ross enters the game for J. Poeltl,,58,45
200,2,1:16.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by D. Carroll),,61,45
201,2,0:50.0,,D. Wade makes 3-pt jump shot from 23 ft (assist by J. Grant),61,48
202,2,0:32.0,D. DeRozan misses 2-pt jump shot from 18 ft,,61,48
203,2,0:31.0,,Defensive rebound by N. Mirotić,61,48
204,2,0:12.0,,N. Mirotić misses 3-pt jump shot from 26 ft,61,48
205,2,0:11.0,Defensive rebound by L. Nogueira,,61,48
206,2,0:01.0,D. DeRozan misses 2-pt jump shot from 8 ft,,61,48
207,2,0:00.0,,Defensive rebound by N. Mirotić,61,48
208,3,11:55.0,Turnover by L. Nogueira (back court),,61,48
209,3,11:42.0,,T. Gibson misses 2-pt jump shot from 11 ft,61,48
210,3,11:40.0,Defensive rebound by D. Carroll,,61,48
211,3,11:31.0,D. DeRozan makes 2-pt jump shot from 16 ft,,63,48
212,3,11:13.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by D. Wade),63,51
213,3,11:01.0,Turnover by L. Nogueira (bad pass; steal by J. Butler),,63,51
214,3,11:01.0,Loose ball foul by D. DeRozan (drawn by J. Butler),,63,51
215,3,10:47.0,,Offensive foul by T. Gibson (drawn by D. Carroll),63,51
216,3,10:47.0,,Turnover by T. Gibson (offensive foul),63,51
217,3,10:33.0,Turnover by J. Valančiūnas (traveling),,63,51
218,3,10:21.0,,D. Wade misses 2-pt jump shot from 18 ft,63,51
219,3,10:19.0,Defensive rebound by D. DeRozan,,63,51
220,3,10:16.0,Shooting foul by M. Carter-Williams (drawn by D. DeRozan),,63,51
221,3,10:16.0,D. DeRozan makes free throw 1 of 2,,64,51
222,3,10:16.0,D. DeRozan makes free throw 2 of 2,,65,51
223,3,10:04.0,,D. Wade misses 2-pt layup from 1 ft (block by J. Valančiūnas),65,51
224,3,9:54.0,,Offensive rebound by T. Gibson,65,51
225,3,9:54.0,,T. Gibson makes 2-pt layup from 2 ft,65,53
226,3,9:49.0,Shooting foul by M. Carter-Williams (drawn by K. Lowry),,65,53
227,3,9:49.0,K. Lowry misses free throw 1 of 3,,65,53
228,3,9:49.0,Offensive rebound by Team,,65,53
229,3,9:49.0,K. Lowry makes free throw 2 of 3,,66,53
230,3,9:49.0,K. Lowry makes free throw 3 of 3,,67,53
231,3,9:34.0,,Def 3 sec tech foul by J. Valančiūnas,67,53
232,3,9:34.0,,D. Wade makes technical free throw,67,54
233,3,9:27.0,,R. Lopez misses 2-pt hook shot from 6 ft,67,54
234,3,9:26.0,,Offensive rebound by M. Carter-Williams,67,54
235,3,9:22.0,,Personal foul by J. Valančiūnas (drawn by J. Butler),67,54
236,3,9:13.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,67,54
237,3,9:10.0,Defensive rebound by D. DeRozan,,67,54
238,3,9:00.0,J. Valančiūnas makes 2-pt jump shot from 21 ft (assist by D. DeRozan),,69,54
239,3,8:36.0,,R. Lopez makes 2-pt jump shot from 17 ft (assist by D. Wade),69,56
240,3,8:11.0,D. DeRozan makes 2-pt jump shot from 17 ft,,71,56
241,3,7:59.0,,R. Lopez misses 2-pt jump shot from 18 ft,71,56
242,3,7:57.0,Defensive rebound by D. Carroll,,71,56
243,3,7:43.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,73,56
244,3,7:43.0,,Chicago full timeout,73,56
245,3,7:31.0,,J. Butler misses 3-pt jump shot from 25 ft,73,56
246,3,7:30.0,Defensive rebound by D. DeRozan,,73,56
247,3,7:23.0,K. Lowry misses 3-pt jump shot from 22 ft,,73,56
248,3,7:21.0,,Defensive rebound by J. Butler,73,56
249,3,7:19.0,,Shooting foul by D. DeRozan (drawn by T. Gibson),73,56
250,3,7:19.0,,T. Gibson makes free throw 1 of 2,73,57
251,3,7:19.0,,T. Gibson makes free throw 2 of 2,73,58
252,3,6:55.0,Turnover by Team (shot clock),,73,58
253,3,6:55.0,,D. McDermott enters the game for M. Carter-Williams,73,58
254,3,6:31.0,,Turnover by J. Butler (bad pass),73,58
255,3,6:17.0,K. Lowry misses 2-pt jump shot from 7 ft,,73,58
256,3,6:15.0,,Defensive rebound by J. Butler,73,58
257,3,6:05.0,,D. McDermott misses 2-pt jump shot from 10 ft,73,58
258,3,6:05.0,Defensive rebound by Team,,73,58
259,3,6:05.0,,Loose ball foul by T. Gibson (drawn by L. Nogueira),73,58
260,3,6:05.0,,J. Grant enters the game for D. Wade,73,58
261,3,6:05.0,,N. Mirotić enters the game for T. Gibson,73,58
262,3,5:52.0,D. Carroll misses 3-pt jump shot from 26 ft,,73,58
263,3,5:50.0,,Defensive rebound by N. Mirotić,73,58
264,3,5:41.0,,N. Mirotić misses 3-pt jump shot from 27 ft,73,58
265,3,5:40.0,Defensive rebound by D. DeRozan,,73,58
266,3,5:31.0,D. DeRozan misses 2-pt jump shot from 21 ft,,73,58
267,3,5:30.0,,Defensive rebound by J. Grant,73,58
268,3,5:21.0,,J. Butler misses 2-pt jump shot from 10 ft,73,58
269,3,5:17.0,,Offensive rebound by J. Butler,73,58
270,3,5:13.0,,J. Butler makes 3-pt jump shot from 26 ft,73,61
271,3,5:06.0,Shooting foul by J. Grant (drawn by K. Lowry),,73,61
272,3,5:06.0,K. Lowry makes free throw 1 of 3,,74,61
273,3,5:06.0,K. Lowry makes free throw 2 of 3,,75,61
274,3,5:06.0,T. Ross enters the game for L. Nogueira,,75,61
275,3,5:06.0,K. Lowry makes free throw 3 of 3,,76,61
276,3,4:51.0,,J. Butler makes 2-pt layup from 2 ft,76,63
277,3,4:36.0,Shooting foul by R. Lopez (drawn by D. DeRozan),,76,63
278,3,4:36.0,D. DeRozan makes free throw 1 of 2,,77,63
279,3,4:36.0,D. DeRozan makes free throw 2 of 2,,78,63
280,3,4:15.0,,D. McDermott misses 3-pt jump shot from 26 ft,78,63
281,3,4:13.0,,Offensive rebound by R. Lopez,78,63
282,3,4:13.0,,R. Lopez misses 2-pt layup from 1 ft,78,63
283,3,4:12.0,Defensive rebound by T. Ross,,78,63
284,3,4:01.0,K. Lowry makes 2-pt layup from 2 ft (assist by D. DeRozan),,80,63
285,3,4:01.0,Shooting foul by J. Grant (drawn by K. Lowry),,80,63
286,3,4:01.0,K. Lowry misses free throw 1 of 1,,80,63
287,3,3:59.0,,Defensive rebound by N. Mirotić,80,63
288,3,3:54.0,,J. Butler misses 2-pt layup from 2 ft (block by J. Valančiūnas),80,63
289,3,3:54.0,,Offensive rebound by Team,80,63
290,3,3:43.0,,Turnover by D. McDermott (lost ball; steal by K. Lowry),80,63
291,3,3:42.0,Shooting foul by J. Grant (drawn by D. DeRozan),,80,63
292,3,3:42.0,D. DeRozan makes free throw 1 of 2,,81,63
293,3,3:42.0,C. Joseph enters the game for K. Lowry,,81,63
294,3,3:42.0,D. DeRozan makes free throw 2 of 2,,82,63
295,3,3:26.0,,N. Mirotić misses 3-pt jump shot from 25 ft,82,63
296,3,3:26.0,Defensive rebound by J. Valančiūnas,,82,63
297,3,3:14.0,D. DeRozan misses 3-pt jump shot from 27 ft,,82,63
298,3,3:11.0,,Defensive rebound by N. Mirotić,82,63
299,3,3:08.0,,Shooting foul by J. Valančiūnas (drawn by J. Grant),82,63
300,3,3:08.0,,J. Grant makes free throw 1 of 2,82,64
301,3,3:08.0,Toronto full timeout,,82,64
302,3,3:08.0,L. Nogueira enters the game for J. Valančiūnas,,82,64
303,3,3:08.0,,J. Grant makes free throw 2 of 2,82,65
304,3,2:44.0,Shooting foul by D. McDermott (drawn by L. Nogueira),,82,65
305,3,2:44.0,L. Nogueira makes free throw 1 of 2,,83,65
306,3,2:44.0,L. Nogueira misses free throw 2 of 2,,83,65
307,3,2:43.0,,Defensive rebound by R. Lopez,83,65
308,3,2:34.0,,Shooting foul by L. Nogueira (drawn by J. Butler),83,65
309,3,2:34.0,,J. Butler makes free throw 1 of 2,83,66
310,3,2:34.0,,C. Felício enters the game for R. Lopez,83,66
311,3,2:34.0,,J. Butler makes free throw 2 of 2,83,67
312,3,2:23.0,D. DeRozan misses 2-pt jump shot from 16 ft,,83,67
313,3,2:21.0,,Defensive rebound by J. Butler,83,67
314,3,1:56.0,,N. Mirotić misses 2-pt jump shot from 17 ft,83,67
315,3,1:56.0,,Offensive rebound by J. Butler,83,67
316,3,1:48.0,,Turnover by J. Butler (bad pass; steal by T. Ross),83,67
317,3,1:37.0,Turnover by C. Joseph (bad pass; steal by D. McDermott),,83,67
318,3,1:29.0,,Shooting foul by D. DeRozan (drawn by J. Butler),83,67
319,3,1:29.0,,J. Butler makes free throw 1 of 2,83,68
320,3,1:29.0,,J. Butler makes free throw 2 of 2,83,69
321,3,1:16.0,T. Ross misses 3-pt jump shot from 27 ft,,83,69
322,3,1:15.0,,Defensive rebound by D. McDermott,83,69
323,3,1:03.0,,J. Grant misses 3-pt jump shot from 24 ft,83,69
324,3,1:02.0,Defensive rebound by T. Ross,,83,69
325,3,0:56.0,T. Ross makes 2-pt jump shot from 17 ft,,85,69
326,3,0:40.0,,J. Butler makes 2-pt layup from 1 ft (assist by N. Mirotić),85,71
327,3,0:37.0,Shooting foul by J. Grant (drawn by D. DeRozan),,85,71
328,3,0:37.0,D. DeRozan makes free throw 1 of 2,,86,71
329,3,0:37.0,D. DeRozan misses free throw 2 of 2,,86,71
330,3,0:31.0,,Defensive rebound by N. Mirotić,86,71
331,3,0:26.0,,J. Butler misses 2-pt layup from 3 ft,86,71
332,3,0:23.0,,Offensive rebound by D. McDermott,86,71
333,3,0:22.0,,D. McDermott misses 2-pt layup from 2 ft,86,71
334,3,0:19.0,,Offensive rebound by D. McDermott,86,71
335,3,0:12.0,,D. McDermott makes 2-pt layup from 2 ft,86,73
336,3,0:04.0,Turnover by C. Joseph (back court),,86,73
337,3,0:04.0,Technical foul by C. Joseph,,86,73
338,3,0:04.0,,J. Butler makes technical free throw,86,74
339,3,0:01.0,,J. Butler misses 2-pt jump shot from 21 ft,86,74
340,3,0:00.0,,Offensive rebound by Team,86,74
341,4,11:44.0,,D. McDermott misses 3-pt jump shot from 25 ft,86,74
342,4,11:43.0,Defensive rebound by K. Lowry,,86,74
343,4,11:28.0,N. Powell misses 2-pt layup from 2 ft,,86,74
344,4,11:27.0,,Defensive rebound by N. Mirotić,86,74
345,4,11:21.0,,C. Felício makes 2-pt dunk at rim (assist by J. Grant),86,76
346,4,11:02.0,T. Ross misses 3-pt jump shot from 26 ft,,86,76
347,4,11:00.0,,Defensive rebound by D. McDermott,86,76
348,4,10:52.0,,Turnover by D. Wade (lost ball; steal by L. Nogueira),86,76
349,4,10:32.0,C. Joseph makes 3-pt jump shot from 26 ft (assist by N. Powell),,89,76
350,4,10:12.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by D. McDermott),89,79
351,4,9:55.0,K. Lowry makes 2-pt jump shot from 20 ft,,91,79
352,4,9:46.0,,J. Grant makes 2-pt layup from 2 ft,91,81
353,4,9:30.0,C. Joseph misses 2-pt layup from 2 ft,,91,81
354,4,9:29.0,,Defensive rebound by N. Mirotić,91,81
355,4,9:21.0,,D. McDermott misses 2-pt jump shot from 11 ft,91,81
356,4,9:19.0,Defensive rebound by L. Nogueira,,91,81
357,4,9:09.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by L. Nogueira),,94,81
358,4,8:54.0,,D. Wade makes 2-pt jump shot from 12 ft,94,83
359,4,8:40.0,T. Ross makes 2-pt jump shot from 20 ft (assist by K. Lowry),,96,83
360,4,8:28.0,,Personal foul by K. Lowry (drawn by N. Mirotić),96,83
361,4,8:28.0,Official timeout,,96,83
362,4,8:21.0,,D. Wade misses 2-pt layup from 3 ft,96,83
363,4,8:20.0,,Offensive rebound by J. Grant,96,83
364,4,8:10.0,,D. Wade misses 3-pt jump shot from 23 ft,96,83
365,4,8:08.0,Defensive rebound by C. Joseph,,96,83
366,4,7:59.0,N. Powell misses 3-pt jump shot from 27 ft,,96,83
367,4,7:57.0,Offensive rebound by L. Nogueira,,96,83
368,4,7:55.0,,Violation by D. Wade (kicked ball),96,83
369,4,7:55.0,,J. Butler enters the game for J. Grant,96,83
370,4,7:39.0,K. Lowry misses 3-pt jump shot from 26 ft,,96,83
371,4,7:38.0,,Defensive rebound by D. McDermott,96,83
372,4,7:28.0,,N. Mirotić misses 3-pt jump shot from 27 ft,96,83
373,4,7:26.0,,Offensive rebound by C. Felício,96,83
374,4,7:19.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by C. Felício),96,86
375,4,6:49.0,L. Nogueira misses 3-pt jump shot from 27 ft,,96,86
376,4,6:48.0,,Defensive rebound by C. Felício,96,86
377,4,6:38.0,,Shooting foul by T. Ross (drawn by J. Butler),96,86
378,4,6:38.0,,J. Butler misses free throw 1 of 2,96,86
379,4,6:38.0,,Offensive rebound by Team,96,86
380,4,6:38.0,J. Valančiūnas enters the game for L. Nogueira,,96,86
381,4,6:38.0,D. Carroll enters the game for C. Joseph,,96,86
382,4,6:38.0,D. DeRozan enters the game for N. Powell,,96,86
