,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,INDIANA_ACTION,CHARLOTTE_SCORE,INDIANA_SCORE
0,1,11:40.0,M. Williams makes 3-pt jump shot from 24 ft (assist by C. Zeller),,3,0
1,1,11:24.0,,P. George makes 3-pt jump shot from 27 ft (assist by J. Teague),3,3
2,1,11:08.0,K. Walker misses 2-pt jump shot from 22 ft,,3,3
3,1,11:07.0,Offensive rebound by N. Batum,,3,3
4,1,10:54.0,M. Kidd-Gilchrist misses 3-pt jump shot from 23 ft,,3,3
5,1,10:53.0,,Defensive rebound by P. George,3,3
6,1,10:46.0,,P. George makes 2-pt jump shot from 14 ft,3,5
7,1,10:31.0,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft,,3,5
8,1,10:30.0,Offensive rebound by C. Zeller,,3,5
9,1,10:30.0,C. Zeller makes 2-pt layup from 2 ft,,5,5
10,1,10:19.0,,Personal foul by C. Zeller (drawn by P. George),5,5
11,1,10:09.0,,J. Teague misses 2-pt jump shot from 8 ft,5,5
12,1,10:08.0,Defensive rebound by M. Kidd-Gilchrist,,5,5
13,1,9:57.0,M. Williams makes 2-pt jump shot from 14 ft (assist by N. Batum),,7,5
14,1,9:47.0,,Shooting foul by M. Williams (drawn by J. Teague),7,5
15,1,9:47.0,,J. Teague makes free throw 1 of 2,7,6
16,1,9:47.0,,J. Teague makes free throw 2 of 2,7,7
17,1,9:37.0,K. Walker misses 2-pt layup from 2 ft,,7,7
18,1,9:36.0,,Defensive rebound by M. Turner,7,7
19,1,9:27.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by G. Robinson),7,10
20,1,9:09.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by M. Turner),,7,10
21,1,9:08.0,Offensive rebound by M. Kidd-Gilchrist,,7,10
22,1,8:51.0,K. Walker misses 3-pt jump shot from 24 ft,,7,10
23,1,8:51.0,,Defensive rebound by T. Young,7,10
24,1,8:36.0,,G. Robinson makes 3-pt jump shot from 23 ft (assist by P. George),7,13
25,1,8:22.0,Turnover by N. Batum (traveling),,7,13
26,1,8:13.0,,P. George misses 3-pt jump shot from 27 ft,7,13
27,1,8:12.0,Defensive rebound by M. Williams,,7,13
28,1,8:04.0,N. Batum misses 2-pt jump shot from 18 ft,,7,13
29,1,8:04.0,,Defensive rebound by M. Turner,7,13
30,1,7:52.0,,M. Turner misses 3-pt jump shot from 28 ft,7,13
31,1,7:50.0,Defensive rebound by N. Batum,,7,13
32,1,7:48.0,Turnover by K. Walker (lost ball),,7,13
33,1,7:40.0,,M. Turner makes 2-pt layup from 2 ft (assist by T. Young),7,15
34,1,7:33.0,Charlotte full timeout,,7,15
35,1,7:18.0,Turnover by N. Batum (bad pass),,7,15
36,1,7:00.0,,Turnover by J. Teague (bad pass),7,15
37,1,6:49.0,C. Zeller misses 2-pt layup from 2 ft,,7,15
38,1,6:48.0,,Defensive rebound by T. Young,7,15
39,1,6:43.0,,Turnover by T. Young (lost ball; steal by M. Kidd-Gilchrist),7,15
40,1,6:43.0,Charlotte full timeout,,7,15
41,1,6:35.0,N. Batum misses 2-pt jump shot from 21 ft,,7,15
42,1,6:32.0,,Defensive rebound by G. Robinson,7,15
43,1,6:15.0,,P. George misses 3-pt jump shot from 24 ft,7,15
44,1,6:15.0,Defensive rebound by C. Zeller,,7,15
45,1,6:06.0,K. Walker misses 2-pt layup from 2 ft,,7,15
46,1,6:05.0,,Defensive rebound by J. Teague,7,15
47,1,5:52.0,,M. Turner misses 2-pt layup from 2 ft,7,15
48,1,5:52.0,Defensive rebound by N. Batum,,7,15
49,1,5:41.0,M. Kidd-Gilchrist misses 2-pt jump shot from 4 ft (block by G. Robinson),,7,15
50,1,5:41.0,Offensive rebound by M. Kidd-Gilchrist,,7,15
51,1,5:28.0,N. Batum makes 3-pt jump shot from 27 ft (assist by K. Walker),,10,15
52,1,5:16.0,,Turnover by J. Teague (bad pass; steal by K. Walker),10,15
53,1,5:15.0,Personal foul by J. Teague (drawn by C. Zeller),,10,15
54,1,5:15.0,M. Belinelli enters the game for M. Williams,,10,15
55,1,5:15.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,10,15
56,1,5:03.0,F. Kaminsky misses 2-pt jump shot from 10 ft,,10,15
57,1,5:02.0,,Defensive rebound by M. Turner,10,15
58,1,4:48.0,,T. Young misses 2-pt hook shot from 12 ft,10,15
59,1,4:47.0,Defensive rebound by F. Kaminsky,,10,15
60,1,4:31.0,N. Batum misses 2-pt jump shot from 18 ft,,10,15
61,1,4:31.0,,Defensive rebound by J. Teague,10,15
62,1,4:19.0,,M. Turner makes 3-pt jump shot from 29 ft (assist by J. Teague),10,18
63,1,3:51.0,F. Kaminsky misses 2-pt layup from 2 ft,,10,18
64,1,3:51.0,,Defensive rebound by T. Young,10,18
