,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHOENIX_ACTION,NEW YORK_SCORE,PHOENIX_SCORE
142,2,10:11.0,B. Jennings misses 2-pt layup from 2 ft,,28,36
143,2,10:11.0,Offensive rebound by Team,,28,36
144,2,10:07.0,K. O'Quinn misses 2-pt jump shot from 10 ft,,28,36
145,2,10:05.0,,Defensive rebound by A. Williams,28,36
146,2,9:58.0,,B. Knight makes 3-pt jump shot from 26 ft,28,39
147,2,9:40.0,K. Porziņģis misses 2-pt jump shot from 9 ft (block by J. Dudley),,28,39
148,2,9:40.0,,Defensive rebound by J. Dudley,28,39
149,2,9:37.0,,Personal foul by M. Kuzminskas (drawn by B. Knight),28,39
150,2,9:29.0,,B. Knight makes 2-pt jump shot from 10 ft,28,41
151,2,9:12.0,B. Jennings makes 2-pt jump shot from 12 ft,,30,41
152,2,9:12.0,Shooting foul by D. Bender (drawn by B. Jennings),,30,41
153,2,9:12.0,B. Jennings makes free throw 1 of 1,,31,41
154,2,9:00.0,,Turnover by L. Barbosa (lost ball; steal by K. O'Quinn),31,41
155,2,8:58.0,Shooting foul by J. Dudley (drawn by M. Kuzminskas),,31,41
156,2,8:58.0,Official timeout,,31,41
157,2,8:58.0,M. Kuzminskas misses free throw 1 of 2,,31,41
158,2,8:58.0,Offensive rebound by Team,,31,41
159,2,8:58.0,,M. Chriss enters the game for A. Williams,31,41
160,2,8:58.0,M. Kuzminskas makes free throw 2 of 2,,32,41
161,2,8:44.0,,Turnover by B. Knight (bad pass; steal by K. Porziņģis),32,41
162,2,8:41.0,M. Kuzminskas misses 2-pt layup from 3 ft (block by L. Barbosa),,32,41
163,2,8:41.0,Offensive rebound by Team,,32,41
164,2,8:41.0,C. Lee enters the game for J. Holiday,,32,41
165,2,8:26.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,32,41
166,2,8:24.0,,Defensive rebound by L. Barbosa,32,41
167,2,8:20.0,,D. Bender misses 3-pt jump shot from 25 ft,32,41
168,2,8:17.0,,Offensive rebound by M. Chriss,32,41
169,2,8:07.0,,Turnover by J. Dudley (bad pass; steal by C. Lee),32,41
170,2,8:01.0,M. Kuzminskas misses 3-pt jump shot from 27 ft,,32,41
171,2,7:58.0,,Defensive rebound by J. Dudley,32,41
172,2,7:49.0,,B. Knight makes 3-pt jump shot from 25 ft,32,44
173,2,7:31.0,M. Kuzminskas misses 3-pt jump shot from 25 ft,,32,44
174,2,7:29.0,,Defensive rebound by J. Dudley,32,44
175,2,7:22.0,,J. Dudley misses 3-pt jump shot from 24 ft,32,44
176,2,7:20.0,Defensive rebound by K. O'Quinn,,32,44
177,2,7:02.0,K. O'Quinn misses 2-pt jump shot from 5 ft,,32,44
178,2,7:00.0,,Defensive rebound by J. Dudley,32,44
179,2,6:55.0,,M. Chriss makes 2-pt dunk at rim (assist by B. Knight),32,46
180,2,6:55.0,New York full timeout,,32,46
181,2,6:55.0,,P. Tucker enters the game for D. Bender,32,46
182,2,6:55.0,J. Noah enters the game for K. O'Quinn,,32,46
183,2,6:55.0,C. Anthony enters the game for M. Kuzminskas,,32,46
184,2,6:44.0,C. Lee makes 3-pt jump shot from 25 ft,,35,46
185,2,6:30.0,,M. Chriss misses 2-pt layup from 3 ft (block by K. Porziņģis),35,46
186,2,6:27.0,,Offensive rebound by M. Chriss,35,46
187,2,6:27.0,,M. Chriss misses 2-pt layup from 2 ft (block by J. Noah),35,46
188,2,6:24.0,Defensive rebound by C. Anthony,,35,46
189,2,6:19.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Noah),,38,46
190,2,6:17.0,,Phoenix full timeout,38,46
191,2,6:17.0,,E. Bledsoe enters the game for B. Knight,38,46
192,2,6:17.0,,T. Chandler enters the game for J. Dudley,38,46
193,2,6:17.0,,D. Booker enters the game for L. Barbosa,38,46
194,2,5:59.0,,P. Tucker misses 2-pt jump shot from 19 ft,38,46
195,2,5:58.0,,Offensive rebound by Team,38,46
196,2,5:50.0,,E. Bledsoe misses 2-pt jump shot from 23 ft,38,46
197,2,5:46.0,Defensive rebound by C. Anthony,,38,46
198,2,5:36.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by B. Jennings),,41,46
199,2,5:08.0,,D. Booker misses 2-pt jump shot from 21 ft,41,46
200,2,5:06.0,Defensive rebound by K. Porziņģis,,41,46
201,2,4:43.0,C. Lee makes 2-pt jump shot from 15 ft (assist by B. Jennings),,43,46
202,2,4:25.0,,Turnover by E. Bledsoe (bad pass; steal by K. Porziņģis),43,46
203,2,4:19.0,J. Noah misses 2-pt layup from 2 ft,,43,46
204,2,4:15.0,,Defensive rebound by T. Chandler,43,46
205,2,4:12.0,,D. Booker misses 3-pt jump shot from 25 ft,43,46
206,2,4:10.0,Defensive rebound by Team,,43,46
207,2,3:57.0,C. Anthony misses 2-pt jump shot from 16 ft,,43,46
208,2,3:55.0,,Defensive rebound by M. Chriss,43,46
209,2,3:48.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,43,46
210,2,3:47.0,Defensive rebound by K. Porziņģis,,43,46
211,2,3:37.0,Personal foul by P. Tucker (drawn by C. Anthony),,43,46
212,2,3:37.0,,Personal foul by C. Anthony,43,46
213,2,3:25.0,B. Jennings misses 3-pt jump shot from 25 ft,,43,46
214,2,3:23.0,,Defensive rebound by T. Chandler,43,46
215,2,3:09.0,,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),43,48
216,2,2:52.0,J. Noah misses 2-pt jump shot from 6 ft,,43,48
217,2,2:50.0,Offensive rebound by K. Porziņģis,,43,48
218,2,2:50.0,K. Porziņģis misses 2-pt layup from 1 ft,,43,48
219,2,2:49.0,,Defensive rebound by T. Chandler,43,48
220,2,2:43.0,,P. Tucker misses 3-pt jump shot from 24 ft,43,48
221,2,2:41.0,Defensive rebound by J. Noah,,43,48
222,2,2:40.0,Turnover by J. Noah (bad pass; steal by M. Chriss),,43,48
223,2,2:28.0,,Turnover by D. Booker (bad pass; steal by J. Noah),43,48
224,2,2:24.0,Shooting foul by D. Booker (drawn by K. Porziņģis),,43,48
225,2,2:24.0,K. Porziņģis makes free throw 1 of 2,,44,48
226,2,2:24.0,K. Porziņģis misses free throw 2 of 2,,44,48
227,2,2:22.0,,Defensive rebound by M. Chriss,44,48
228,2,2:08.0,,Turnover by E. Bledsoe (bad pass; steal by K. Porziņģis),44,48
229,2,2:08.0,Personal take foul by E. Bledsoe (drawn by J. Noah),,44,48
230,2,2:08.0,J. Noah misses free throw 1 of 2,,44,48
231,2,2:08.0,Offensive rebound by Team,,44,48
232,2,2:08.0,J. Noah misses free throw 2 of 2,,44,48
233,2,2:06.0,,Defensive rebound by M. Chriss,44,48
234,2,1:51.0,,D. Booker misses 2-pt jump shot from 16 ft,44,48
235,2,1:48.0,Defensive rebound by C. Lee,,44,48
236,2,1:44.0,Shooting foul by M. Chriss (drawn by J. Noah),,44,48
237,2,1:44.0,J. Noah misses free throw 1 of 2,,44,48
238,2,1:44.0,Offensive rebound by Team,,44,48
239,2,1:44.0,J. Noah misses free throw 2 of 2,,44,48
240,2,1:43.0,,Defensive rebound by M. Chriss,44,48
241,2,1:29.0,,E. Bledsoe makes 2-pt jump shot from 16 ft,44,50
242,2,1:13.0,C. Anthony misses 2-pt jump shot from 17 ft,,44,50
243,2,1:10.0,,Defensive rebound by T. Chandler,44,50
244,2,1:06.0,,E. Bledsoe makes 2-pt jump shot from 10 ft,44,52
245,2,0:46.0,B. Jennings misses 2-pt jump shot from 4 ft,,44,52
246,2,0:43.0,,Defensive rebound by T. Chandler,44,52
247,2,0:28.0,,D. Booker makes 2-pt jump shot from 10 ft,44,54
248,2,0:05.0,J. Noah makes 2-pt layup from 1 ft (assist by C. Anthony),,46,54
249,2,0:05.0,Shooting block foul by M. Chriss (drawn by J. Noah),,46,54
250,2,0:05.0,,Phoenix full timeout,46,54
251,2,0:05.0,J. Noah misses free throw 1 of 1,,46,54
252,2,0:05.0,L. Thomas enters the game for C. Anthony,,46,54
253,2,0:04.0,,Defensive rebound by M. Chriss,46,54
254,2,0:00.0,,Turnover by E. Bledsoe (lost ball; steal by L. Thomas),46,54
255,3,11:39.0,,Turnover by M. Chriss (offensive foul),46,54
256,3,11:39.0,,Offensive foul by M. Chriss (drawn by B. Jennings),46,54
257,3,11:24.0,C. Lee makes 2-pt jump shot from 18 ft (assist by J. Noah),,48,54
258,3,11:11.0,,T. Chandler misses 2-pt layup from 2 ft,48,54
259,3,11:08.0,,Offensive rebound by T. Chandler,48,54
260,3,11:08.0,,Shooting foul by K. Porziņģis (drawn by T. Chandler),48,54
261,3,11:08.0,,T. Chandler makes free throw 1 of 2,48,55
262,3,11:08.0,Violation by J. Noah (lane),,48,55
263,3,11:08.0,,Turnover by P. Tucker (lane violation.),48,55
264,3,11:08.0,,Technical foul by P. Tucker,48,55
265,3,11:08.0,C. Anthony makes technical free throw,,49,55
266,3,10:56.0,,Violation by P. Tucker (kicked ball),49,55
267,3,10:50.0,C. Anthony misses 3-pt jump shot from 25 ft,,49,55
268,3,10:48.0,,Defensive rebound by T. Chandler,49,55
269,3,10:42.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,49,57
270,3,10:29.0,Offensive foul by K. Porziņģis (drawn by M. Chriss),,49,57
271,3,10:29.0,Turnover by K. Porziņģis (offensive foul),,49,57
272,3,10:19.0,,Shooting foul by K. Porziņģis (drawn by M. Chriss),49,57
273,3,10:19.0,,M. Chriss makes free throw 1 of 2,49,58
274,3,10:19.0,,Turnover by E. Bledsoe (offensive goaltending),49,58
275,3,10:10.0,C. Lee makes 3-pt jump shot from 25 ft (assist by B. Jennings),,52,58
276,3,9:53.0,,Personal foul by C. Lee (drawn by D. Booker),52,58
277,3,9:40.0,,T. Chandler makes 2-pt layup from 2 ft (assist by E. Bledsoe),52,60
278,3,9:16.0,C. Lee makes 2-pt layup from 2 ft,,54,60
279,3,8:58.0,,M. Chriss misses 2-pt jump shot from 11 ft (block by K. Porziņģis),54,60
280,3,8:54.0,Defensive rebound by J. Noah,,54,60
281,3,8:54.0,Flagrant foul type 1 by M. Chriss (drawn by K. Porziņģis),,54,60
282,3,8:54.0,Official timeout,,54,60
283,3,8:54.0,,Technical foul by M. Chriss,54,60
284,3,8:54.0,Technical foul by K. Porziņģis,,54,60
285,3,8:54.0,,Technical foul by E. Bledsoe,54,60
286,3,8:54.0,Technical foul by B. Jennings,,54,60
287,3,8:54.0,K. Porziņģis makes flagrant free throw 1 of 2,,55,60
288,3,8:54.0,,J. Dudley enters the game for M. Chriss,54,60
289,3,8:54.0,K. Porziņģis makes flagrant free throw 2 of 2,,56,60
290,3,8:41.0,Turnover by J. Noah (bad pass; steal by E. Bledsoe),,56,60
291,3,8:37.0,,D. Booker makes 2-pt layup from 2 ft (assist by E. Bledsoe),56,62
292,3,8:37.0,,Shooting foul by J. Noah (drawn by D. Booker),56,62
293,3,8:37.0,,D. Booker makes free throw 1 of 1,56,63
294,3,8:23.0,K. Porziņģis makes 2-pt jump shot from 16 ft,,58,63
295,3,8:13.0,,Shooting foul by C. Lee (drawn by D. Booker),58,63
296,3,8:13.0,,D. Booker makes free throw 1 of 2,58,64
297,3,8:13.0,,D. Booker makes free throw 2 of 2,58,65
298,3,7:58.0,C. Anthony makes 2-pt jump shot from 22 ft,,60,65
299,3,7:36.0,,D. Booker misses 2-pt jump shot from 14 ft,60,65
300,3,7:34.0,Defensive rebound by J. Noah,,60,65
301,3,7:17.0,C. Anthony misses 2-pt jump shot from 22 ft,,60,65
302,3,7:15.0,Offensive rebound by C. Lee,,60,65
303,3,7:09.0,C. Anthony misses 2-pt jump shot from 21 ft,,60,65
304,3,7:07.0,,Defensive rebound by P. Tucker,60,65
305,3,6:50.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by J. Dudley),60,68
306,3,6:38.0,Turnover by J. Noah (bad pass),,60,68
307,3,6:20.0,,P. Tucker misses 3-pt jump shot from 23 ft,60,68
308,3,6:18.0,Defensive rebound by J. Noah,,60,68
309,3,6:00.0,K. Porziņģis makes 2-pt hook shot from 4 ft (assist by B. Jennings),,62,68
310,3,5:37.0,,E. Bledsoe misses 2-pt jump shot from 5 ft,62,68
311,3,5:35.0,,Offensive rebound by E. Bledsoe,62,68
312,3,5:32.0,,Turnover by J. Dudley (bad pass; steal by B. Jennings),62,68
313,3,5:25.0,C. Anthony misses 2-pt jump shot from 3 ft (block by D. Booker),,62,68
314,3,5:23.0,,Defensive rebound by D. Booker,62,68
315,3,5:17.0,,T. Chandler makes 2-pt layup from 2 ft (assist by P. Tucker),62,70
316,3,5:01.0,C. Anthony misses 2-pt jump shot from 16 ft,,62,70
317,3,5:00.0,,Defensive rebound by J. Dudley,62,70
318,3,4:47.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,62,70
319,3,4:45.0,Defensive rebound by J. Noah,,62,70
320,3,4:32.0,C. Lee misses 3-pt jump shot from 26 ft,,62,70
321,3,4:30.0,,Defensive rebound by Team,62,70
322,3,4:30.0,,Phoenix full timeout,62,70
323,3,4:30.0,L. Thomas enters the game for K. Porziņģis,,62,70
324,3,4:30.0,K. O'Quinn enters the game for J. Noah,,62,70
325,3,4:30.0,R. Baker enters the game for B. Jennings,,62,70
326,3,4:17.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),62,73
327,3,4:02.0,Shooting foul by P. Tucker (drawn by C. Anthony),,62,73
328,3,4:02.0,C. Anthony makes free throw 1 of 2,,63,73
329,3,4:02.0,C. Anthony makes free throw 2 of 2,,64,73
330,3,3:48.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,64,73
331,3,3:46.0,Defensive rebound by K. O'Quinn,,64,73
332,3,3:34.0,K. O'Quinn makes 2-pt jump shot from 18 ft (assist by C. Anthony),,66,73
333,3,3:14.0,,Shooting foul by R. Baker (drawn by E. Bledsoe),66,73
334,3,3:14.0,,E. Bledsoe makes free throw 1 of 2,66,74
335,3,3:14.0,,B. Knight enters the game for D. Booker,66,74
336,3,3:14.0,,E. Bledsoe makes free throw 2 of 2,66,75
337,3,3:01.0,Turnover by R. Baker (bad pass; steal by P. Tucker),,66,75
338,3,2:57.0,,P. Tucker makes 2-pt layup from 1 ft,66,77
339,3,2:28.0,L. Thomas makes 3-pt jump shot from 25 ft (assist by C. Anthony),,69,77
340,3,2:16.0,,Personal block foul by K. O'Quinn (drawn by B. Knight),69,77
341,3,2:16.0,New York full timeout,,69,77
342,3,2:16.0,,B. Knight misses free throw 1 of 2,69,77
343,3,2:16.0,,Offensive rebound by Team,69,77
344,3,2:16.0,J. Holiday enters the game for C. Lee,,69,77
345,3,2:16.0,,L. Barbosa enters the game for E. Bledsoe,69,77
346,3,2:16.0,,B. Knight makes free throw 2 of 2,69,78
347,3,1:57.0,Offensive foul by K. O'Quinn (drawn by P. Tucker),,69,78
348,3,1:57.0,Turnover by K. O'Quinn (offensive foul),,69,78
349,3,1:43.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by B. Knight),69,81
350,3,1:28.0,K. O'Quinn makes 2-pt jump shot from 16 ft,,71,81
351,3,1:08.0,,B. Knight misses 2-pt jump shot from 8 ft,71,81
352,3,1:06.0,,Offensive rebound by T. Chandler,71,81
353,3,1:06.0,,T. Chandler makes 2-pt dunk at rim,71,83
354,3,0:42.0,L. Thomas misses 2-pt jump shot from 21 ft,,71,83
355,3,0:40.0,,Defensive rebound by L. Barbosa,71,83
356,3,0:25.0,,Personal foul by R. Baker (drawn by B. Knight),71,83
357,3,0:25.0,,B. Knight makes free throw 1 of 2,71,84
358,3,0:25.0,,B. Knight makes free throw 2 of 2,71,85
359,3,0:13.0,Personal take foul by J. Dudley (drawn by L. Thomas),,71,85
360,3,0:04.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by J. Holiday),,73,85
361,4,11:46.0,J. Holiday makes 2-pt jump shot from 18 ft (assist by R. Baker),,75,85
362,4,11:19.0,,B. Knight misses 2-pt jump shot from 9 ft,75,85
363,4,11:15.0,Defensive rebound by K. Porziņģis,,75,85
364,4,11:07.0,Turnover by J. Holiday (lost ball; steal by J. Dudley),,75,85
365,4,11:01.0,,B. Knight misses 3-pt jump shot from 24 ft,75,85
366,4,11:00.0,Defensive rebound by Team,,75,85
367,4,11:00.0,,Loose ball foul by J. Dudley (drawn by L. Thomas),75,85
368,4,10:43.0,Turnover by L. Thomas (bad pass; steal by J. Dudley),,75,85
369,4,10:43.0,,Turnover by J. Dudley (bad pass; steal by R. Baker),75,85
370,4,10:43.0,Shooting foul by A. Williams (drawn by K. O'Quinn),,75,85
371,4,10:43.0,K. O'Quinn makes free throw 1 of 2,,76,85
372,4,10:43.0,K. O'Quinn makes free throw 2 of 2,,77,85
373,4,10:26.0,,L. Barbosa misses 3-pt jump shot from 24 ft,77,85
374,4,10:24.0,Defensive rebound by K. Porziņģis,,77,85
375,4,10:16.0,Shooting foul by D. Bender (drawn by K. Porziņģis),,77,85
376,4,10:16.0,K. Porziņģis makes free throw 1 of 2,,78,85
377,4,10:16.0,K. Porziņģis makes free throw 2 of 2,,79,85
378,4,9:59.0,,L. Barbosa makes 2-pt jump shot from 7 ft,79,87
379,4,9:45.0,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by J. Holiday),,81,87
380,4,9:27.0,,D. Bender misses 3-pt jump shot from 24 ft,81,87
381,4,9:27.0,Defensive rebound by Team,,81,87
382,4,9:27.0,,Loose ball foul by A. Williams (drawn by K. O'Quinn),81,87
