,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHARLOTTE_ACTION,CLEVELAND_SCORE,CHARLOTTE_SCORE
0,1,11:44.0,K. Love misses 2-pt jump shot from 17 ft,,0,0
1,1,11:43.0,,Defensive rebound by M. Williams,0,0
2,1,11:26.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by C. Zeller),0,2
3,1,11:02.0,K. Love makes 2-pt layup at rim (assist by L. James),,2,2
4,1,10:50.0,,Turnover by C. Zeller (lost ball; steal by L. James),2,2
5,1,10:44.0,L. James makes 2-pt layup from 1 ft,,4,2
6,1,10:33.0,,Turnover by N. Batum (step out of bounds),4,2
7,1,10:21.0,L. James makes 3-pt jump shot from 24 ft,,7,2
8,1,10:06.0,,K. Walker makes 2-pt layup from 2 ft,7,4
9,1,9:46.0,L. James misses 2-pt jump shot from 13 ft,,7,4
10,1,9:44.0,,Defensive rebound by M. Williams,7,4
11,1,9:40.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),7,6
12,1,9:26.0,J. McRae misses 2-pt jump shot from 19 ft,,7,6
13,1,9:23.0,,Defensive rebound by K. Walker,7,6
14,1,9:19.0,,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by K. Walker),7,8
15,1,9:03.0,Turnover by D. Liggins (bad pass),,7,8
16,1,8:48.0,,M. Williams misses 3-pt jump shot from 25 ft,7,8
17,1,8:47.0,Defensive rebound by T. Thompson,,7,8
18,1,8:32.0,K. Love misses 2-pt layup from 1 ft (block by C. Zeller),,7,8
19,1,8:30.0,,Defensive rebound by M. Kidd-Gilchrist,7,8
20,1,8:19.0,,N. Batum misses 2-pt layup from 2 ft,7,8
21,1,8:18.0,Defensive rebound by K. Love,,7,8
22,1,8:12.0,K. Love misses 2-pt jump shot from 14 ft,,7,8
23,1,8:11.0,Offensive rebound by T. Thompson,,7,8
24,1,8:09.0,T. Thompson misses 2-pt layup from 1 ft (block by M. Williams),,7,8
25,1,8:07.0,Offensive rebound by L. James,,7,8
26,1,8:04.0,J. McRae makes 3-pt jump shot from 25 ft (assist by D. Liggins),,10,8
27,1,7:52.0,,Personal foul by J. McRae (drawn by N. Batum),10,8
28,1,7:41.0,,N. Batum makes 2-pt jump shot from 10 ft,10,10
29,1,7:29.0,L. James makes 2-pt layup from 1 ft,,12,10
30,1,7:05.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),12,12
31,1,6:42.0,K. Love misses 3-pt jump shot from 25 ft,,12,12
32,1,6:40.0,,Defensive rebound by M. Kidd-Gilchrist,12,12
33,1,6:31.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 7 ft,12,12
34,1,6:30.0,Defensive rebound by K. Love,,12,12
35,1,6:10.0,D. Liggins makes 2-pt layup from 2 ft (assist by L. James),,14,12
36,1,5:57.0,,K. Walker misses 3-pt jump shot from 24 ft,14,12
37,1,5:55.0,,Offensive rebound by M. Kidd-Gilchrist,14,12
38,1,5:54.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,14,14
39,1,5:54.0,,Shooting foul by T. Thompson (drawn by M. Kidd-Gilchrist),14,14
40,1,5:54.0,,Charlotte full timeout,14,14
41,1,5:54.0,,J. Lamb enters the game for N. Batum,14,14
42,1,5:54.0,,M. Kidd-Gilchrist makes free throw 1 of 1,14,15
43,1,5:32.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,17,15
44,1,5:10.0,,J. Lamb makes 2-pt jump shot from 12 ft (assist by K. Walker),17,17
45,1,5:00.0,Personal foul by M. Kidd-Gilchrist (drawn by L. James),,17,17
46,1,4:48.0,J. McRae makes 2-pt layup at rim,,19,17
47,1,4:48.0,Shooting foul by C. Zeller (drawn by J. McRae),,19,17
48,1,4:48.0,J. McRae makes free throw 1 of 1,,20,17
49,1,4:27.0,,M. Williams misses 2-pt layup at rim,20,17
50,1,4:26.0,Defensive rebound by J. McRae,,20,17
51,1,4:11.0,Shooting foul by M. Williams (drawn by K. Love),,20,17
52,1,4:11.0,K. Love makes free throw 1 of 2,,21,17
53,1,4:11.0,,F. Kaminsky enters the game for M. Williams,21,17
54,1,4:11.0,K. Love makes free throw 2 of 2,,22,17
55,1,3:50.0,,J. Lamb misses 3-pt jump shot from 23 ft,22,17
56,1,3:48.0,,Offensive rebound by M. Kidd-Gilchrist,22,17
57,1,3:42.0,,K. Walker misses 3-pt jump shot from 25 ft,22,17
58,1,3:41.0,Defensive rebound by T. Thompson,,22,17
59,1,3:32.0,L. James makes 3-pt jump shot from 24 ft,,25,17
60,1,3:22.0,,Charlotte full timeout,25,17
61,1,3:22.0,,R. Sessions enters the game for K. Walker,25,17
62,1,3:22.0,K. Felder enters the game for K. Love,,25,17
63,1,3:22.0,C. Frye enters the game for D. Liggins,,25,17
64,1,3:12.0,,Turnover by R. Sessions (lost ball; steal by K. Felder),25,17
65,1,3:10.0,Shooting foul by C. Zeller (drawn by L. James),,25,17
66,1,3:10.0,L. James makes free throw 1 of 2,,26,17
67,1,3:10.0,,R. Hibbert enters the game for C. Zeller,26,17
68,1,3:10.0,I. Shumpert enters the game for J. McRae,,26,17
69,1,3:10.0,R. Jefferson enters the game for T. Thompson,,26,17
70,1,3:10.0,L. James makes free throw 2 of 2,,27,17
71,1,2:59.0,,Turnover by M. Kidd-Gilchrist (traveling),27,17
72,1,2:50.0,L. James makes 3-pt jump shot from 27 ft (assist by K. Felder),,30,17
73,1,2:32.0,,Shooting foul by K. Felder (drawn by R. Sessions),30,17
74,1,2:32.0,,R. Sessions makes free throw 1 of 2,30,18
75,1,2:32.0,,R. Sessions makes free throw 2 of 2,30,19
76,1,2:20.0,L. James makes 2-pt jump shot from 11 ft,,32,19
77,1,2:06.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,32,19
78,1,2:05.0,,Offensive rebound by M. Kidd-Gilchrist,32,19
79,1,2:05.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,32,21
80,1,1:40.0,R. Jefferson misses 3-pt jump shot from 24 ft,,32,21
81,1,1:39.0,,Defensive rebound by J. Lamb,32,21
82,1,1:27.0,,R. Hibbert misses 2-pt jump shot from 18 ft,32,21
83,1,1:25.0,,Offensive rebound by M. Kidd-Gilchrist,32,21
84,1,1:25.0,,Shooting foul by R. Jefferson (drawn by F. Kaminsky),32,21
85,1,1:25.0,,F. Kaminsky makes free throw 1 of 2,32,22
86,1,1:25.0,,F. Kaminsky makes free throw 2 of 2,32,23
87,1,1:10.0,C. Frye misses 2-pt dunk at rim,,32,23
88,1,1:09.0,,Defensive rebound by R. Hibbert,32,23
89,1,1:00.0,,R. Sessions makes 2-pt layup at rim (assist by J. Lamb),32,25
90,1,0:40.0,R. Jefferson makes 2-pt layup from 2 ft (assist by L. James),,34,25
91,1,0:40.0,Shooting foul by R. Hibbert (drawn by R. Jefferson),,34,25
92,1,0:40.0,R. Jefferson makes free throw 1 of 1,,35,25
93,1,0:33.0,,R. Sessions misses 3-pt jump shot from 24 ft,35,25
94,1,0:32.0,Defensive rebound by L. James,,35,25
95,1,0:17.0,Turnover by L. James (bad pass; steal by R. Hibbert),,35,25
96,1,0:03.0,,R. Sessions misses 2-pt layup from 3 ft (block by K. Felder),35,25
97,1,0:03.0,,Offensive rebound by Team,35,25
98,1,0:00.0,,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by J. Lamb),35,28
99,2,11:48.0,,Shooting foul by R. Jefferson (drawn by N. Batum),35,28
100,2,11:48.0,,N. Batum makes free throw 1 of 2,35,29
101,2,11:48.0,,N. Batum makes free throw 2 of 2,35,30
102,2,11:36.0,K. Love makes 2-pt hook shot from 6 ft (assist by R. Jefferson),,37,30
103,2,11:18.0,,J. Lamb misses 3-pt jump shot from 23 ft,37,30
104,2,11:17.0,Defensive rebound by K. Love,,37,30
105,2,11:03.0,I. Shumpert makes 2-pt jump shot from 18 ft,,39,30
106,2,10:46.0,,N. Batum misses 2-pt jump shot from 15 ft,39,30
107,2,10:45.0,Defensive rebound by K. Love,,39,30
108,2,10:34.0,K. Felder makes 2-pt layup from 2 ft,,41,30
109,2,10:17.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,41,30
110,2,10:16.0,Defensive rebound by I. Shumpert,,41,30
111,2,10:00.0,K. Felder makes 3-pt jump shot from 23 ft (assist by I. Shumpert),,44,30
112,2,9:51.0,,Charlotte full timeout,44,30
113,2,9:33.0,,F. Kaminsky misses 2-pt jump shot from 14 ft,44,30
114,2,9:32.0,Defensive rebound by I. Shumpert,,44,30
115,2,9:21.0,I. Shumpert misses 2-pt layup from 2 ft (block by J. Lamb),,44,30
116,2,9:19.0,Offensive rebound by Team,,44,30
117,2,9:17.0,Turnover by R. Jefferson (bad pass; steal by J. Lamb),,44,30
118,2,9:08.0,,Shooting foul by C. Frye (drawn by F. Kaminsky),44,30
119,2,9:08.0,,F. Kaminsky makes free throw 1 of 2,44,31
