,QUARTER,TIME_REMAINING,MIAMI_ACTION,DENVER_ACTION,MIAMI_SCORE,DENVER_SCORE
26,1,8:25.0,H. Whiteside misses 2-pt layup from 2 ft,,7,10
27,1,8:24.0,Offensive rebound by H. Whiteside,,7,10
28,1,8:21.0,H. Whiteside makes 2-pt hook shot from 6 ft,,9,10
29,1,8:11.0,,E. Mudiay makes 2-pt dunk at rim (assist by K. Faried),9,12
30,1,8:00.0,G. Dragić makes 2-pt jump shot from 7 ft,,11,12
31,1,7:47.0,,D. Gallinari misses 3-pt jump shot from 25 ft,11,12
32,1,7:46.0,Defensive rebound by H. Whiteside,,11,12
33,1,7:35.0,G. Dragić misses 2-pt jump shot from 8 ft,,11,12
34,1,7:34.0,,Defensive rebound by D. Gallinari,11,12
35,1,7:28.0,,J. Nelson makes 3-pt jump shot from 25 ft (assist by D. Gallinari),11,15
36,1,7:10.0,H. Whiteside makes 2-pt jump shot from 19 ft (assist by G. Dragić),,13,15
37,1,7:01.0,,Turnover by J. Nurkić (lost ball; steal by L. Babbitt),13,15
38,1,6:41.0,J. McRoberts misses 2-pt jump shot from 19 ft,,13,15
39,1,6:40.0,,Defensive rebound by E. Mudiay,13,15
40,1,6:36.0,,Turnover by E. Mudiay (bad pass; steal by G. Dragić),13,15
41,1,6:35.0,Personal take foul by J. Nelson (drawn by G. Dragić),,13,15
42,1,6:28.0,Miami full timeout,,13,15
43,1,6:09.0,G. Dragić makes 2-pt jump shot from 4 ft,,15,15
44,1,5:52.0,,E. Mudiay misses 2-pt layup from 1 ft,15,15
45,1,5:52.0,,Offensive rebound by K. Faried,15,15
46,1,5:48.0,,K. Faried makes 2-pt layup from 2 ft,15,17
47,1,5:38.0,G. Dragić makes 2-pt layup from 1 ft,,17,17
48,1,5:25.0,,K. Faried misses 2-pt jump shot from 17 ft,17,17
49,1,5:23.0,,Offensive rebound by Team,17,17
50,1,5:23.0,Loose ball foul by J. McRoberts (drawn by J. Nurkić),,17,17
51,1,5:23.0,J. Johnson enters the game for L. Babbitt,,17,17
52,1,5:23.0,T. Johnson enters the game for J. McRoberts,,17,17
53,1,5:20.0,,Turnover by J. Nurkić (bad pass; steal by J. Johnson),17,17
54,1,5:15.0,G. Dragić misses 2-pt layup from 2 ft (block by K. Faried),,17,17
55,1,5:14.0,Offensive rebound by Team,,17,17
56,1,5:14.0,Technical foul by G. Dragić,,17,17
57,1,5:14.0,,W. Chandler enters the game for J. Nurkić,17,17
58,1,5:14.0,,N. Jokić enters the game for K. Faried,17,17
59,1,5:14.0,,J. Murray enters the game for E. Mudiay,17,17
60,1,5:14.0,,J. Nelson makes technical free throw,17,18
61,1,5:01.0,H. Whiteside misses 2-pt hook shot from 4 ft,,17,18
62,1,5:00.0,,Defensive rebound by J. Nelson,17,18
63,1,4:53.0,,Shooting foul by R. McGruder (drawn by N. Jokić),17,18
64,1,4:53.0,,N. Jokić makes free throw 1 of 2,17,19
65,1,4:53.0,,N. Jokić misses free throw 2 of 2,17,19
66,1,4:51.0,Defensive rebound by H. Whiteside,,17,19
67,1,4:42.0,H. Whiteside makes 2-pt hook shot from 5 ft (assist by G. Dragić),,19,19
68,1,4:20.0,,W. Chandler misses 2-pt layup from 2 ft,19,19
69,1,4:20.0,Defensive rebound by H. Whiteside,,19,19
70,1,4:14.0,H. Whiteside misses 2-pt jump shot from 5 ft,,19,19
71,1,4:11.0,,Defensive rebound by W. Chandler,19,19
72,1,3:59.0,,N. Jokić makes 2-pt layup from 2 ft (assist by D. Gallinari),19,21
73,1,3:44.0,J. Johnson misses 3-pt jump shot from 25 ft,,19,21
74,1,3:43.0,,Defensive rebound by N. Jokić,19,21
75,1,3:37.0,,W. Chandler misses 3-pt jump shot from 25 ft,19,21
76,1,3:35.0,Defensive rebound by H. Whiteside,,19,21
77,1,3:16.0,J. Johnson makes 2-pt jump shot from 7 ft (assist by H. Whiteside),,21,21
78,1,2:55.0,,N. Jokić misses 2-pt layup from 1 ft (block by H. Whiteside),21,21
79,1,2:54.0,,Offensive rebound by N. Jokić,21,21
80,1,2:50.0,,N. Jokić makes 2-pt jump shot from 7 ft,21,23
81,1,2:39.0,T. Johnson makes 2-pt dunk at rim,,23,23
82,1,2:39.0,,Denver full timeout,23,23
83,1,2:39.0,W. Reed enters the game for H. Whiteside,,23,23
84,1,2:39.0,,J. Hernangómez enters the game for D. Gallinari,23,23
85,1,2:24.0,,W. Chandler misses 2-pt jump shot from 11 ft,23,23
86,1,2:23.0,Defensive rebound by W. Reed,,23,23
87,1,2:12.0,W. Reed misses 2-pt jump shot from 12 ft,,23,23
88,1,2:11.0,,Defensive rebound by W. Chandler,23,23
89,1,2:01.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Nelson),23,25
90,1,1:51.0,Shooting foul by J. Nelson (drawn by G. Dragić),,23,25
91,1,1:51.0,G. Dragić makes free throw 1 of 2,,24,25
92,1,1:51.0,,E. Mudiay enters the game for J. Nelson,24,25
93,1,1:51.0,W. Ellington enters the game for R. McGruder,,24,25
94,1,1:51.0,G. Dragić makes free throw 2 of 2,,25,25
95,1,1:30.0,,N. Jokić makes 2-pt hook shot from 7 ft,25,27
96,1,1:08.0,T. Johnson misses 2-pt jump shot from 18 ft,,25,27
97,1,1:08.0,,Defensive rebound by W. Chandler,25,27
98,1,0:58.0,,J. Murray misses 3-pt jump shot from 26 ft,25,27
99,1,0:57.0,Defensive rebound by J. Johnson,,25,27
100,1,0:40.0,W. Ellington misses 2-pt jump shot from 20 ft,,25,27
101,1,0:38.0,Offensive rebound by W. Reed,,25,27
102,1,0:34.0,Turnover by W. Ellington (step out of bounds),,25,27
103,1,0:34.0,L. Babbitt enters the game for G. Dragić,,25,27
104,1,0:23.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),25,29
105,1,0:23.0,,Shooting foul by T. Johnson (drawn by J. Murray),25,29
106,1,0:23.0,,J. Murray makes free throw 1 of 1,25,30
107,1,0:16.0,Personal foul by J. Murray (drawn by T. Johnson),,25,30
108,1,0:16.0,T. Johnson makes free throw 1 of 2,,26,30
109,1,0:16.0,T. Johnson misses free throw 2 of 2,,26,30
110,1,0:12.0,,Defensive rebound by W. Chandler,26,30
111,1,0:02.0,,Turnover by N. Jokić (lost ball; steal by W. Ellington),26,30
112,1,0:00.0,T. Johnson makes 2-pt layup from 1 ft,,28,30
113,2,11:37.0,,E. Mudiay misses 3-pt jump shot from 25 ft,28,30
114,2,11:35.0,Defensive rebound by W. Reed,,28,30
115,2,11:27.0,J. Johnson misses 3-pt jump shot from 24 ft,,28,30
116,2,11:26.0,,Defensive rebound by Team,28,30
117,2,11:26.0,Loose ball foul by W. Reed,,28,30
118,2,11:09.0,,W. Chandler makes 2-pt hook shot from 3 ft (assist by J. Murray),28,32
119,2,10:52.0,Shooting foul by W. Chandler (drawn by W. Reed),,28,32
120,2,10:52.0,W. Reed misses free throw 1 of 2,,28,32
121,2,10:52.0,Offensive rebound by Team,,28,32
122,2,10:52.0,W. Reed misses free throw 2 of 2,,28,32
123,2,10:51.0,,Defensive rebound by N. Jokić,28,32
124,2,10:36.0,,W. Chandler makes 2-pt jump shot from 9 ft (assist by J. Murray),28,34
125,2,10:19.0,T. Johnson misses 2-pt layup from 2 ft (block by J. Murray),,28,34
126,2,10:18.0,,Defensive rebound by N. Jokić,28,34
127,2,10:12.0,,E. Mudiay misses 2-pt layup from 1 ft,28,34
128,2,10:11.0,Defensive rebound by W. Reed,,28,34
129,2,10:03.0,L. Babbitt makes 3-pt jump shot from 23 ft (assist by T. Johnson),,31,34
130,2,9:46.0,,Turnover by W. Chandler (lost ball; steal by T. Johnson),31,34
131,2,9:41.0,W. Ellington makes 2-pt dunk at rim (assist by J. Johnson),,33,34
132,2,9:20.0,,W. Chandler makes 2-pt jump shot from 8 ft (assist by N. Jokić),33,36
133,2,9:03.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by T. Johnson),,36,36
134,2,9:03.0,,Denver full timeout,36,36
135,2,8:45.0,,Turnover by J. Murray (lost ball; steal by W. Ellington),36,36
136,2,8:40.0,W. Ellington makes 2-pt layup from 1 ft,,38,36
137,2,8:18.0,,E. Mudiay misses 2-pt jump shot from 13 ft,38,36
138,2,8:17.0,Defensive rebound by J. Johnson,,38,36
139,2,8:03.0,T. Johnson misses 2-pt jump shot from 21 ft,,38,36
140,2,8:02.0,,Defensive rebound by J. Murray,38,36
141,2,8:00.0,,J. Murray misses 2-pt layup from 2 ft,38,36
142,2,7:59.0,,Offensive rebound by Team,38,36
143,2,7:59.0,Official timeout,,38,36
144,2,7:59.0,H. Whiteside enters the game for W. Reed,,38,36
145,2,7:59.0,,J. Nelson enters the game for N. Jokić,38,36
146,2,7:59.0,,J. Nurkić enters the game for J. Murray,38,36
147,2,7:42.0,,J. Hernangómez misses 2-pt layup from 2 ft,38,36
148,2,7:41.0,Defensive rebound by J. Johnson,,38,36
149,2,7:35.0,W. Ellington misses 3-pt jump shot from 25 ft,,38,36
150,2,7:32.0,,Defensive rebound by E. Mudiay,38,36
151,2,7:22.0,,J. Nelson misses 2-pt jump shot from 8 ft,38,36
152,2,7:21.0,Defensive rebound by H. Whiteside,,38,36
153,2,7:11.0,L. Babbitt makes 3-pt jump shot from 26 ft (assist by T. Johnson),,41,36
154,2,6:54.0,,Def 3 sec tech foul by J. Johnson,41,36
155,2,6:54.0,,J. Nelson misses technical free throw,41,36
156,2,6:54.0,,Offensive rebound by Team,41,36
157,2,6:54.0,G. Dragić enters the game for T. Johnson,,41,36
158,2,6:54.0,,D. Gallinari enters the game for W. Chandler,41,36
159,2,6:54.0,,A. Gee enters the game for J. Hernangómez,41,36
160,2,6:41.0,,Turnover by E. Mudiay (lost ball; steal by J. Johnson),41,36
161,2,6:35.0,G. Dragić makes 2-pt layup from 2 ft (assist by J. Johnson),,43,36
162,2,6:35.0,,Denver full timeout,43,36
163,2,6:17.0,,Personal foul by J. Johnson (drawn by D. Gallinari),43,36
164,2,6:06.0,,D. Gallinari misses 3-pt jump shot from 26 ft,43,36
165,2,6:05.0,Defensive rebound by H. Whiteside,,43,36
166,2,5:47.0,W. Ellington misses 2-pt jump shot from 6 ft,,43,36
167,2,5:47.0,,Defensive rebound by D. Gallinari,43,36
168,2,5:44.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by D. Gallinari),43,38
169,2,5:44.0,,Shooting foul by G. Dragić (drawn by E. Mudiay),43,38
170,2,5:44.0,,E. Mudiay misses free throw 1 of 1,43,38
171,2,5:44.0,,K. Faried enters the game for A. Gee,43,38
172,2,5:42.0,Defensive rebound by J. Johnson,,43,38
173,2,5:32.0,J. Johnson makes 2-pt layup from 1 ft,,45,38
174,2,5:24.0,,J. Nelson misses 2-pt layup from 3 ft,45,38
175,2,5:23.0,Defensive rebound by H. Whiteside,,45,38
176,2,5:19.0,L. Babbitt misses 3-pt jump shot from 23 ft,,45,38
177,2,5:18.0,Offensive rebound by H. Whiteside,,45,38
178,2,5:17.0,Shooting foul by D. Gallinari (drawn by H. Whiteside),,45,38
179,2,5:17.0,H. Whiteside makes free throw 1 of 2,,46,38
180,2,5:17.0,H. Whiteside makes free throw 2 of 2,,47,38
181,2,5:03.0,,E. Mudiay misses 3-pt jump shot from 24 ft,47,38
182,2,5:02.0,Defensive rebound by H. Whiteside,,47,38
183,2,4:56.0,L. Babbitt makes 2-pt jump shot from 11 ft (assist by G. Dragić),,49,38
184,2,4:40.0,,Offensive foul by J. Nurkić (drawn by J. Johnson),49,38
185,2,4:40.0,,Turnover by J. Nurkić (offensive foul),49,38
186,2,4:40.0,,W. Chandler enters the game for E. Mudiay,49,38
187,2,4:24.0,G. Dragić misses 3-pt jump shot from 26 ft,,49,38
188,2,4:23.0,,Defensive rebound by D. Gallinari,49,38
189,2,4:12.0,,W. Chandler misses 2-pt jump shot from 6 ft,49,38
190,2,4:11.0,,Offensive rebound by W. Chandler,49,38
191,2,4:08.0,,W. Chandler misses 2-pt jump shot from 4 ft (block by H. Whiteside),49,38
192,2,4:06.0,,Offensive rebound by J. Nurkić,49,38
193,2,4:03.0,,J. Nurkić misses 2-pt layup from 1 ft,49,38
194,2,4:02.0,Defensive rebound by H. Whiteside,,49,38
195,2,3:54.0,J. Johnson misses 2-pt layup from 1 ft,,49,38
196,2,3:53.0,,Defensive rebound by K. Faried,49,38
197,2,3:50.0,,Personal foul by G. Dragić (drawn by J. Nelson),49,38
198,2,3:50.0,R. McGruder enters the game for J. Johnson,,49,38
199,2,3:47.0,J. McRoberts enters the game for W. Ellington,,49,38
200,2,3:37.0,,Turnover by K. Faried (bad pass; steal by R. McGruder),49,38
201,2,3:31.0,R. McGruder misses 3-pt jump shot from 24 ft,,49,38
202,2,3:30.0,,Defensive rebound by J. Nurkić,49,38
203,2,3:15.0,,K. Faried makes 2-pt jump shot from 3 ft (assist by D. Gallinari),49,40
204,2,3:15.0,,Shooting block foul by H. Whiteside (drawn by K. Faried),49,40
205,2,3:15.0,,J. Murray enters the game for J. Nurkić,49,40
206,2,3:15.0,,K. Faried makes free throw 1 of 1,49,41
207,2,3:13.0,Miami full timeout,,49,41
208,2,3:06.0,Personal foul by W. Chandler (drawn by H. Whiteside),,49,41
209,2,2:56.0,J. McRoberts misses 2-pt jump shot from 19 ft,,49,41
210,2,2:55.0,,Defensive rebound by J. Nelson,49,41
211,2,2:46.0,,W. Chandler misses 2-pt jump shot from 11 ft,49,41
212,2,2:45.0,Defensive rebound by H. Whiteside,,49,41
213,2,2:38.0,G. Dragić misses 2-pt jump shot from 20 ft,,49,41
214,2,2:37.0,Offensive rebound by R. McGruder,,49,41
215,2,2:36.0,R. McGruder misses 2-pt layup from 1 ft,,49,41
216,2,2:36.0,Offensive rebound by H. Whiteside,,49,41
217,2,2:35.0,Shooting foul by K. Faried (drawn by H. Whiteside),,49,41
218,2,2:35.0,H. Whiteside misses free throw 1 of 2,,49,41
219,2,2:35.0,Offensive rebound by Team,,49,41
220,2,2:35.0,,E. Mudiay enters the game for W. Chandler,49,41
221,2,2:35.0,H. Whiteside makes free throw 2 of 2,,50,41
222,2,2:20.0,,D. Gallinari misses 2-pt jump shot from 15 ft,50,41
223,2,2:19.0,,Offensive rebound by Team,50,41
224,2,2:07.0,,D. Gallinari makes 2-pt jump shot from 18 ft,50,43
225,2,1:48.0,Turnover by J. McRoberts (bad pass; steal by K. Faried),,50,43
226,2,1:38.0,,J. Nelson misses 2-pt layup from 1 ft,50,43
227,2,1:35.0,,Offensive rebound by J. Nelson,50,43
228,2,1:30.0,,J. Murray misses 3-pt jump shot from 25 ft,50,43
229,2,1:30.0,,Offensive rebound by Team,50,43
230,2,1:30.0,Loose ball foul by J. McRoberts (drawn by K. Faried),,50,43
231,2,1:30.0,,K. Faried misses free throw 1 of 2,50,43
232,2,1:30.0,,Offensive rebound by Team,50,43
233,2,1:30.0,,K. Faried misses free throw 2 of 2,50,43
234,2,1:30.0,J. Johnson enters the game for H. Whiteside,,50,43
235,2,1:30.0,W. Reed enters the game for J. McRoberts,,50,43
236,2,1:30.0,T. Johnson enters the game for G. Dragić,,50,43
237,2,1:30.0,W. Ellington enters the game for R. McGruder,,50,43
238,2,1:28.0,Defensive rebound by J. Johnson,,50,43
239,2,1:07.0,L. Babbitt misses 2-pt jump shot from 8 ft (block by E. Mudiay),,50,43
240,2,1:06.0,,Defensive rebound by K. Faried,50,43
241,2,1:02.0,,J. Nelson makes 3-pt jump shot from 25 ft (assist by K. Faried),50,46
242,2,0:43.0,J. Johnson misses 2-pt jump shot from 18 ft,,50,46
243,2,0:43.0,,Defensive rebound by J. Murray,50,46
244,2,0:36.0,,J. Nelson misses 3-pt jump shot from 26 ft,50,46
245,2,0:31.0,Defensive rebound by W. Reed,,50,46
246,2,0:29.0,Miami full timeout,,50,46
247,2,0:29.0,,A. Gee enters the game for J. Nelson,50,46
248,2,0:12.0,,Violation by K. Faried (def goaltending),50,46
249,2,0:12.0,T. Johnson makes 2-pt layup from 2 ft,,52,46
250,2,0:04.0,,Shooting foul by W. Reed (drawn by E. Mudiay),52,46
251,2,0:04.0,,E. Mudiay makes free throw 1 of 2,52,47
252,2,0:04.0,,E. Mudiay misses free throw 2 of 2,52,47
253,2,0:02.0,Defensive rebound by W. Reed,,52,47
254,3,11:37.0,,K. Faried misses 2-pt layup from 3 ft,52,47
255,3,11:35.0,Defensive rebound by J. McRoberts,,52,47
256,3,11:22.0,L. Babbitt misses 2-pt jump shot from 6 ft,,52,47
257,3,11:21.0,,Defensive rebound by J. Nurkić,52,47
258,3,11:13.0,,D. Gallinari misses 2-pt layup from 1 ft,52,47
259,3,11:12.0,,Offensive rebound by J. Nurkić,52,47
260,3,11:08.0,,J. Nurkić makes 2-pt layup from 1 ft,52,49
261,3,10:49.0,R. McGruder misses 2-pt layup from 1 ft (block by K. Faried),,52,49
262,3,10:47.0,Offensive rebound by H. Whiteside,,52,49
263,3,10:43.0,H. Whiteside makes 2-pt layup from 3 ft,,54,49
264,3,10:39.0,,Turnover by J. Nurkić (bad pass),54,49
265,3,10:19.0,L. Babbitt misses 3-pt jump shot from 24 ft,,54,49
266,3,10:18.0,Offensive rebound by R. McGruder,,54,49
267,3,10:11.0,H. Whiteside misses 2-pt jump shot from 16 ft,,54,49
268,3,10:10.0,,Defensive rebound by K. Faried,54,49
269,3,10:00.0,,D. Gallinari makes 2-pt jump shot from 5 ft (assist by J. Nelson),54,51
270,3,9:51.0,Shooting foul by J. Nurkić (drawn by G. Dragić),,54,51
271,3,9:51.0,G. Dragić makes free throw 1 of 2,,55,51
272,3,9:51.0,G. Dragić makes free throw 2 of 2,,56,51
273,3,9:36.0,,K. Faried misses 2-pt jump shot from 4 ft (block by J. McRoberts),56,51
274,3,9:35.0,,Offensive rebound by Team,56,51
275,3,9:33.0,,Personal foul by L. Babbitt (drawn by D. Gallinari),56,51
276,3,9:24.0,,Turnover by D. Gallinari (bad pass; steal by H. Whiteside),56,51
277,3,9:11.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by G. Dragić),,59,51
278,3,9:01.0,,Personal foul by L. Babbitt (drawn by D. Gallinari),59,51
279,3,8:59.0,,Personal foul by R. McGruder (drawn by E. Mudiay),59,51
280,3,8:53.0,,E. Mudiay misses 2-pt jump shot from 12 ft,59,51
281,3,8:52.0,,Offensive rebound by E. Mudiay,59,51
282,3,8:49.0,,E. Mudiay misses 2-pt layup from 2 ft (block by H. Whiteside),59,51
283,3,8:47.0,Defensive rebound by H. Whiteside,,59,51
284,3,8:41.0,G. Dragić misses 2-pt jump shot from 18 ft,,59,51
285,3,8:40.0,,Defensive rebound by E. Mudiay,59,51
286,3,8:35.0,,J. Nurkić makes 2-pt layup at rim (assist by E. Mudiay),59,53
287,3,8:19.0,G. Dragić makes 2-pt jump shot from 20 ft,,61,53
288,3,8:10.0,,Personal foul by L. Babbitt (drawn by D. Gallinari),61,53
289,3,8:10.0,W. Ellington enters the game for L. Babbitt,,61,53
290,3,8:03.0,,J. Nelson misses 3-pt jump shot from 26 ft,61,53
291,3,8:01.0,,Offensive rebound by K. Faried,61,53
292,3,7:56.0,,D. Gallinari makes 2-pt dunk at rim (assist by E. Mudiay),61,55
293,3,7:43.0,G. Dragić misses 3-pt jump shot from 25 ft,,61,55
294,3,7:42.0,Offensive rebound by J. McRoberts,,61,55
295,3,7:41.0,Shooting foul by D. Gallinari (drawn by J. McRoberts),,61,55
296,3,7:41.0,J. McRoberts misses free throw 1 of 2,,61,55
297,3,7:41.0,Offensive rebound by Team,,61,55
298,3,7:41.0,J. McRoberts makes free throw 2 of 2,,62,55
299,3,7:29.0,,Shooting foul by G. Dragić (drawn by J. Nelson),62,55
300,3,7:29.0,,J. Nelson makes free throw 1 of 2,62,56
301,3,7:29.0,,J. Nelson makes free throw 2 of 2,62,57
302,3,7:08.0,H. Whiteside makes 2-pt hook shot from 2 ft (assist by W. Ellington),,64,57
303,3,7:03.0,,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),64,59
304,3,6:49.0,J. McRoberts misses 2-pt jump shot from 20 ft,,64,59
305,3,6:48.0,,Defensive rebound by D. Gallinari,64,59
306,3,6:27.0,,Shooting foul by R. McGruder (drawn by D. Gallinari),64,59
307,3,6:27.0,,D. Gallinari misses free throw 1 of 2,64,59
308,3,6:27.0,,Offensive rebound by Team,64,59
309,3,6:27.0,,D. Gallinari misses free throw 2 of 2,64,59
310,3,6:25.0,,Offensive rebound by J. Nurkić,64,59
311,3,6:23.0,,Turnover by J. Nurkić (lost ball; steal by R. McGruder),64,59
312,3,6:11.0,H. Whiteside makes 2-pt dunk at rim (assist by J. McRoberts),,66,59
313,3,6:06.0,,Technical foul by J. Nurkić,66,59
314,3,6:06.0,W. Ellington makes technical free throw,,67,59
315,3,6:06.0,,N. Jokić enters the game for J. Nurkić,67,59
316,3,5:53.0,,Def 3 sec tech foul by H. Whiteside,67,59
317,3,5:53.0,,Denver full timeout,67,59
318,3,5:53.0,J. Johnson enters the game for R. McGruder,,67,59
319,3,5:53.0,,W. Chandler enters the game for K. Faried,67,59
320,3,5:53.0,,D. Gallinari makes technical free throw,67,60
321,3,5:41.0,,D. Gallinari makes 2-pt jump shot from 22 ft (assist by N. Jokić),67,62
322,3,5:19.0,J. Johnson misses 3-pt jump shot from 25 ft,,67,62
323,3,5:18.0,,Defensive rebound by J. Nelson,67,62
324,3,5:12.0,,N. Jokić makes 2-pt layup from 3 ft (assist by E. Mudiay),67,64
325,3,4:45.0,W. Ellington makes 2-pt jump shot from 19 ft (assist by J. McRoberts),,69,64
326,3,4:32.0,,J. Nelson makes 2-pt layup from 3 ft,69,66
327,3,4:26.0,Miami full timeout,,69,66
328,3,4:26.0,T. Johnson enters the game for J. McRoberts,,69,66
329,3,4:26.0,,J. Murray enters the game for E. Mudiay,69,66
330,3,4:17.0,G. Dragić makes 2-pt jump shot from 6 ft,,71,66
331,3,3:56.0,,D. Gallinari misses 2-pt jump shot from 9 ft,71,66
332,3,3:55.0,Defensive rebound by H. Whiteside,,71,66
333,3,3:49.0,J. Johnson misses 2-pt layup from 2 ft,,71,66
334,3,3:47.0,,Defensive rebound by N. Jokić,71,66
335,3,3:41.0,,W. Chandler makes 3-pt jump shot from 25 ft (assist by J. Nelson),71,69
336,3,3:20.0,W. Ellington misses 3-pt jump shot from 24 ft,,71,69
337,3,3:19.0,,Defensive rebound by N. Jokić,71,69
338,3,3:13.0,,W. Chandler misses 2-pt jump shot from 20 ft,71,69
339,3,3:11.0,Defensive rebound by J. Johnson,,71,69
340,3,2:59.0,Personal foul by N. Jokić (drawn by H. Whiteside),,71,69
341,3,2:46.0,H. Whiteside misses 2-pt hook shot from 6 ft,,71,69
342,3,2:46.0,,Defensive rebound by N. Jokić,71,69
343,3,2:35.0,,N. Jokić makes 2-pt jump shot from 12 ft (assist by J. Nelson),71,71
344,3,2:19.0,J. Johnson misses 3-pt jump shot from 24 ft,,71,71
345,3,2:18.0,,Defensive rebound by Team,71,71
346,3,2:18.0,Loose ball foul by H. Whiteside (drawn by N. Jokić),,71,71
347,3,2:18.0,Technical foul by H. Whiteside,,71,71
348,3,2:18.0,,D. Gallinari makes technical free throw,71,72
349,3,2:18.0,,N. Jokić makes free throw 1 of 2,71,73
350,3,2:18.0,W. Reed enters the game for H. Whiteside,,71,72
351,3,2:18.0,,N. Jokić makes free throw 2 of 2,71,74
352,3,2:12.0,Def 3 sec tech foul by N. Jokić,,71,74
353,3,2:12.0,W. Ellington misses technical free throw,,71,74
354,3,2:12.0,Offensive rebound by Team,,71,74
355,3,2:02.0,G. Dragić misses 2-pt layup from 3 ft (block by D. Gallinari),,71,74
356,3,2:01.0,Offensive rebound by Team,,71,74
357,3,1:58.0,G. Dragić misses 2-pt layup from 1 ft,,71,74
358,3,1:57.0,,Defensive rebound by Team,71,74
359,3,1:57.0,Loose ball foul by W. Reed (drawn by D. Gallinari),,71,74
360,3,1:57.0,,D. Gallinari makes free throw 1 of 2,71,75
361,3,1:57.0,,D. Gallinari makes free throw 2 of 2,71,76
362,3,1:40.0,T. Johnson misses 2-pt jump shot from 4 ft (block by J. Murray),,71,76
363,3,1:39.0,,Defensive rebound by J. Murray,71,76
364,3,1:38.0,Offensive charge foul by J. Murray (drawn by G. Dragić),,71,76
365,3,1:38.0,,Turnover by J. Murray (offensive foul),71,76
366,3,1:23.0,G. Dragić misses 3-pt jump shot from 25 ft,,71,76
367,3,1:22.0,,Defensive rebound by W. Chandler,71,76
368,3,1:15.0,,W. Chandler makes 2-pt dunk at rim (assist by J. Nelson),71,78
369,3,1:00.0,T. Johnson makes 2-pt jump shot from 8 ft (assist by G. Dragić),,73,78
370,3,0:46.0,,J. Nelson misses 2-pt layup from 1 ft,73,78
371,3,0:44.0,Defensive rebound by G. Dragić,,73,78
372,3,0:41.0,T. Johnson makes 2-pt layup from 2 ft (assist by G. Dragić),,75,78
373,3,0:28.0,,J. Murray misses 2-pt layup from 2 ft,75,78
374,3,0:28.0,Defensive rebound by G. Dragić,,75,78
375,3,0:20.0,T. Johnson misses 2-pt jump shot from 17 ft,,75,78
376,3,0:19.0,,Defensive rebound by N. Jokić,75,78
377,3,0:03.0,,D. Gallinari misses 2-pt jump shot from 18 ft,75,78
378,3,0:02.0,,Offensive rebound by W. Chandler,75,78
379,3,0:00.0,,W. Chandler makes 2-pt hook shot from 4 ft,75,80
380,4,11:41.0,W. Ellington misses 3-pt jump shot from 25 ft,,75,80
381,4,11:39.0,Offensive rebound by T. Johnson,,75,80
382,4,11:28.0,J. Johnson makes 2-pt layup from 2 ft,,77,80
383,4,11:05.0,,N. Jokić makes 2-pt jump shot from 7 ft (assist by E. Mudiay),77,82
