,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHICAGO_ACTION,DETROIT_SCORE,CHICAGO_SCORE
0,1,11:35.0,M. Morris misses 3-pt jump shot from 25 ft,,0,0
1,1,11:34.0,,Defensive rebound by N. Mirotić,0,0
2,1,11:14.0,,J. Lauvergne makes 2-pt layup from 2 ft (assist by J. Butler),0,2
3,1,10:56.0,Turnover by T. Harris (bad pass; steal by J. Lauvergne),,0,2
4,1,10:41.0,,Personal foul by A. Drummond (drawn by J. Butler),0,2
5,1,10:35.0,,J. Lauvergne misses 3-pt jump shot from 26 ft,0,2
6,1,10:34.0,Defensive rebound by I. Smith,,0,2
7,1,10:26.0,A. Drummond misses 2-pt hook shot from 11 ft,,0,2
8,1,10:25.0,Offensive rebound by M. Morris,,0,2
9,1,10:25.0,M. Morris makes 2-pt layup from 1 ft,,2,2
10,1,10:02.0,,Turnover by N. Mirotić (bad pass; steal by I. Smith),2,2
11,1,9:55.0,M. Morris misses 3-pt jump shot from 24 ft,,2,2
12,1,9:54.0,,Defensive rebound by J. Lauvergne,2,2
13,1,9:41.0,,R. Rondo misses 2-pt jump shot from 11 ft,2,2
14,1,9:39.0,,Offensive rebound by J. Lauvergne,2,2
15,1,9:39.0,,J. Lauvergne makes 2-pt layup from 1 ft,2,4
16,1,9:25.0,Turnover by T. Harris (bad pass; steal by N. Mirotić),,2,4
17,1,9:20.0,,P. Zipser misses 2-pt layup from 3 ft,2,4
18,1,9:19.0,,Offensive rebound by J. Butler,2,4
19,1,9:19.0,,J. Butler makes 2-pt layup from 1 ft,2,6
20,1,8:59.0,I. Smith makes 3-pt jump shot from 23 ft (assist by T. Harris),,5,6
21,1,8:40.0,,N. Mirotić misses 3-pt jump shot from 25 ft,5,6
22,1,8:39.0,Defensive rebound by M. Morris,,5,6
23,1,8:34.0,I. Smith misses 2-pt layup from 2 ft,,5,6
24,1,8:33.0,Offensive rebound by A. Drummond,,5,6
25,1,8:33.0,A. Drummond makes 2-pt dunk at rim,,7,6
26,1,8:19.0,,Personal foul by I. Smith (drawn by P. Zipser),7,6
27,1,8:09.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Lauvergne),7,8
28,1,7:55.0,A. Drummond makes 2-pt layup from 1 ft (assist by I. Smith),,9,8
29,1,7:36.0,,J. Butler makes 2-pt jump shot from 18 ft,9,10
30,1,7:19.0,M. Morris misses 2-pt jump shot from 16 ft,,9,10
31,1,7:18.0,Offensive rebound by M. Morris,,9,10
32,1,7:16.0,M. Morris makes 2-pt jump shot from 13 ft,,11,10
33,1,7:03.0,,P. Zipser makes 2-pt jump shot from 20 ft (assist by J. Lauvergne),11,12
34,1,6:45.0,T. Harris misses 2-pt layup from 2 ft (block by P. Zipser),,11,12
35,1,6:42.0,Offensive rebound by A. Drummond,,11,12
36,1,6:42.0,A. Drummond misses 2-pt layup from 1 ft,,11,12
37,1,6:41.0,,Defensive rebound by P. Zipser,11,12
38,1,6:34.0,,J. Lauvergne misses 2-pt hook shot from 6 ft,11,12
39,1,6:33.0,,Offensive rebound by N. Mirotić,11,12
40,1,6:31.0,,N. Mirotić misses 2-pt jump shot from 14 ft,11,12
41,1,6:30.0,Defensive rebound by A. Drummond,,11,12
42,1,6:22.0,T. Harris makes 2-pt layup from 2 ft (assist by I. Smith),,13,12
43,1,6:03.0,,J. Lauvergne misses 2-pt jump shot from 10 ft,13,12
44,1,6:02.0,Defensive rebound by A. Drummond,,13,12
45,1,5:52.0,A. Drummond misses 2-pt hook shot from 9 ft,,13,12
46,1,5:51.0,,Defensive rebound by J. Butler,13,12
47,1,5:39.0,,P. Zipser misses 3-pt jump shot from 23 ft,13,12
48,1,5:38.0,,Offensive rebound by J. Butler,13,12
49,1,5:32.0,,P. Zipser makes 2-pt layup from 2 ft (assist by R. Rondo),13,14
50,1,5:24.0,Detroit full timeout,,13,14
51,1,5:09.0,I. Smith misses 2-pt jump shot from 18 ft,,13,14
52,1,5:08.0,,Defensive rebound by J. Lauvergne,13,14
53,1,4:45.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by J. Butler),13,17
54,1,4:32.0,T. Harris misses 3-pt jump shot from 25 ft,,13,17
55,1,4:30.0,,Defensive rebound by R. Rondo,13,17
56,1,4:16.0,,Shooting foul by I. Smith (drawn by J. Lauvergne),13,17
57,1,4:16.0,,J. Lauvergne makes free throw 1 of 2,13,18
58,1,4:16.0,Violation by Team (jump ball),,13,18
59,1,4:16.0,J. Leuer enters the game for T. Harris,,13,18
60,1,4:16.0,,D. Valentine enters the game for P. Zipser,13,18
61,1,4:16.0,R. Jackson enters the game for I. Smith,,13,18
62,1,4:16.0,,J. Lauvergne makes free throw 2 of 2,13,19
63,1,3:56.0,Turnover by A. Drummond (lost ball; steal by J. Butler),,13,19
64,1,3:51.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by D. Valentine),13,21
65,1,3:26.0,M. Morris misses 2-pt jump shot from 23 ft,,13,21
66,1,3:26.0,,Defensive rebound by Team,13,21
67,1,3:12.0,,D. Valentine makes 2-pt jump shot from 15 ft,13,23
68,1,2:56.0,R. Jackson misses 2-pt jump shot from 20 ft,,13,23
69,1,2:55.0,,Defensive rebound by N. Mirotić,13,23
70,1,2:49.0,,N. Mirotić makes 2-pt layup from 2 ft,13,25
71,1,2:41.0,Detroit full timeout,,13,25
72,1,2:41.0,,Chicago full timeout,13,25
73,1,2:41.0,,B. Portis enters the game for J. Lauvergne,13,25
74,1,2:41.0,A. Baynes enters the game for A. Drummond,,13,25
75,1,2:41.0,R. Bullock enters the game for K. Caldwell-Pope,,13,25
76,1,2:30.0,J. Leuer makes 3-pt jump shot from 27 ft (assist by R. Jackson),,16,25
77,1,2:14.0,,B. Portis misses 2-pt jump shot from 15 ft,16,25
78,1,2:13.0,Defensive rebound by R. Bullock,,16,25
79,1,2:02.0,J. Leuer makes 2-pt jump shot from 14 ft (assist by M. Morris),,18,25
80,1,1:46.0,,Turnover by D. Valentine (bad pass),18,25
81,1,1:39.0,Personal foul by D. Valentine (drawn by R. Jackson),,18,25
82,1,1:26.0,R. Jackson misses 2-pt layup from 3 ft (block by N. Mirotić),,18,25
83,1,1:26.0,Offensive rebound by J. Leuer,,18,25
84,1,1:25.0,J. Leuer makes 2-pt layup from 3 ft,,20,25
85,1,1:25.0,Shooting foul by B. Portis (drawn by J. Leuer),,20,25
86,1,1:25.0,J. Leuer makes free throw 1 of 1,,21,25
87,1,1:08.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by J. Butler),21,28
88,1,0:59.0,A. Baynes makes 2-pt jump shot from 12 ft (assist by R. Jackson),,23,28
89,1,0:40.0,,B. Portis makes 2-pt jump shot from 7 ft (assist by J. Butler),23,30
90,1,0:27.0,M. Morris misses 3-pt jump shot from 25 ft,,23,30
91,1,0:25.0,,Defensive rebound by R. Rondo,23,30
92,1,0:19.0,,B. Portis makes 2-pt jump shot from 17 ft (assist by J. Butler),23,32
93,1,0:00.0,R. Jackson misses 2-pt jump shot from 12 ft,,23,32
94,1,0:00.0,Offensive rebound by Team,,23,32
95,2,11:34.0,,M. Carter-Williams misses 2-pt layup from 3 ft,23,32
96,2,11:33.0,Defensive rebound by A. Baynes,,23,32
97,2,11:20.0,Shooting foul by J. Grant (drawn by J. Leuer),,23,32
98,2,11:20.0,J. Leuer makes free throw 1 of 2,,24,32
99,2,11:20.0,J. Leuer misses free throw 2 of 2,,24,32
100,2,11:19.0,,Defensive rebound by P. Zipser,24,32
101,2,11:06.0,,J. Grant misses 3-pt jump shot from 25 ft,24,32
102,2,11:05.0,Defensive rebound by S. Johnson,,24,32
103,2,10:55.0,R. Jackson misses 2-pt jump shot from 8 ft,,24,32
104,2,10:53.0,,Defensive rebound by D. Valentine,24,32
105,2,10:30.0,,M. Carter-Williams makes 2-pt layup from 3 ft (assist by P. Zipser),24,34
106,2,10:11.0,J. Leuer misses 2-pt jump shot from 16 ft,,24,34
107,2,10:10.0,,Defensive rebound by D. Valentine,24,34
108,2,10:02.0,,P. Zipser makes 2-pt layup from 2 ft,24,36
109,2,10:02.0,,Shooting foul by A. Baynes (drawn by P. Zipser),24,36
110,2,10:02.0,,P. Zipser makes free throw 1 of 1,24,37
111,2,9:48.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by R. Jackson),,27,37
112,2,9:23.0,,P. Zipser makes 2-pt jump shot from 22 ft (assist by B. Portis),27,39
113,2,9:10.0,R. Jackson makes 2-pt layup from 2 ft,,29,39
114,2,8:50.0,,B. Portis misses 2-pt jump shot from 20 ft,29,39
115,2,8:49.0,Defensive rebound by R. Jackson,,29,39
116,2,8:40.0,R. Jackson misses 2-pt jump shot from 22 ft,,29,39
117,2,8:39.0,,Defensive rebound by D. Valentine,29,39
118,2,8:28.0,,D. Valentine misses 2-pt jump shot from 20 ft,29,39
119,2,8:27.0,Defensive rebound by J. Leuer,,29,39
120,2,8:20.0,S. Johnson makes 2-pt jump shot from 22 ft,,31,39
121,2,8:20.0,,Chicago full timeout,31,39
122,2,8:06.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,31,39
123,2,8:05.0,Defensive rebound by S. Johnson,,31,39
124,2,7:59.0,Turnover by A. Baynes (kicked ball),,31,39
125,2,7:47.0,,J. Grant makes 2-pt layup from 1 ft (assist by M. Carter-Williams),31,41
126,2,7:29.0,Turnover by R. Jackson (bad pass; steal by M. Carter-Williams),,31,41
