,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,GOLDEN STATE_ACTION,CLEVELAND_SCORE,GOLDEN STATE_SCORE
0,1,11:41.0,,S. Curry makes 2-pt layup from 3 ft (assist by D. Green),0,2
1,1,11:24.0,K. Love misses 2-pt jump shot from 13 ft,,0,2
2,1,11:24.0,,Defensive rebound by K. Durant,0,2
3,1,11:17.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),0,5
4,1,11:02.0,Turnover by T. Thompson (bad pass; steal by D. Green),,0,5
5,1,10:56.0,,S. Curry misses 3-pt jump shot from 30 ft,0,5
6,1,10:56.0,,Offensive rebound by D. Green,0,5
7,1,10:40.0,,K. Durant misses 3-pt jump shot from 25 ft,0,5
8,1,10:40.0,Defensive rebound by I. Shumpert,,0,5
9,1,10:32.0,L. James misses 2-pt jump shot from 19 ft,,0,5
10,1,10:31.0,,Defensive rebound by Z. Pachulia,0,5
11,1,10:27.0,,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),0,7
12,1,10:27.0,Cleveland full timeout,,0,7
13,1,10:15.0,I. Shumpert misses 3-pt jump shot from 24 ft,,0,7
14,1,10:14.0,,Defensive rebound by S. Curry,0,7
15,1,10:03.0,,S. Curry misses 3-pt jump shot from 23 ft,0,7
16,1,10:03.0,Defensive rebound by K. Irving,,0,7
17,1,9:56.0,K. Irving makes 2-pt layup from 2 ft,,2,7
18,1,9:43.0,,Personal foul by K. Irving (drawn by Z. Pachulia),2,7
19,1,9:38.0,,Z. Pachulia misses 2-pt layup from 3 ft,2,7
20,1,9:38.0,,Offensive rebound by Z. Pachulia,2,7
21,1,9:38.0,,Z. Pachulia misses 2-pt layup from 3 ft,2,7
22,1,9:36.0,Defensive rebound by L. James,,2,7
23,1,9:27.0,Turnover by L. James (lost ball; steal by Z. Pachulia),,2,7
24,1,9:20.0,,K. Thompson misses 3-pt jump shot from 26 ft,2,7
25,1,9:20.0,Defensive rebound by K. Irving,,2,7
26,1,9:12.0,K. Irving misses 3-pt jump shot from 27 ft (block by D. Green),,2,7
27,1,9:12.0,,Defensive rebound by Z. Pachulia,2,7
28,1,9:06.0,,D. Green makes 2-pt layup from 1 ft (assist by K. Durant),2,9
29,1,8:38.0,K. Love misses 2-pt jump shot from 7 ft (block by K. Durant),,2,9
30,1,8:37.0,,Defensive rebound by K. Thompson,2,9
31,1,8:30.0,,S. Curry misses 3-pt jump shot from 25 ft,2,9
32,1,8:30.0,Defensive rebound by I. Shumpert,,2,9
33,1,8:22.0,I. Shumpert makes 2-pt layup from 3 ft,,4,9
34,1,8:11.0,,K. Thompson misses 3-pt jump shot from 25 ft,4,9
35,1,8:11.0,Defensive rebound by K. Love,,4,9
36,1,8:00.0,Turnover by K. Irving (lost ball),,4,9
37,1,7:42.0,,K. Durant misses 2-pt layup from 3 ft (block by T. Thompson),4,9
38,1,7:40.0,Defensive rebound by L. James,,4,9
39,1,7:36.0,L. James misses 2-pt layup from 2 ft,,4,9
40,1,7:35.0,,Defensive rebound by Z. Pachulia,4,9
41,1,7:20.0,,K. Thompson misses 2-pt jump shot from 11 ft,4,9
42,1,7:20.0,,Offensive rebound by Team,4,9
43,1,7:20.0,Loose ball foul by K. Irving (drawn by D. Green),,4,9
44,1,7:20.0,,Golden State full timeout,4,9
45,1,7:20.0,K. Korver enters the game for K. Irving,,4,9
46,1,7:04.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Curry),4,12
47,1,6:41.0,K. Korver misses 3-pt jump shot from 24 ft,,4,12
48,1,6:41.0,Offensive rebound by K. Love,,4,12
49,1,6:41.0,K. Love makes 2-pt hook shot from 10 ft,,6,12
50,1,6:41.0,Shooting foul by S. Curry (drawn by K. Love),,6,12
51,1,6:41.0,K. Love makes free throw 1 of 1,,7,12
52,1,6:28.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by S. Curry),7,14
53,1,6:19.0,Personal foul by K. Thompson (drawn by K. Korver),,7,14
54,1,6:05.0,T. Thompson makes 2-pt hook shot from 4 ft,,9,14
55,1,5:54.0,,Z. Pachulia makes 2-pt hook shot from 6 ft (assist by D. Green),9,16
56,1,5:44.0,I. Shumpert misses 3-pt jump shot from 24 ft,,9,16
57,1,5:44.0,,Defensive rebound by Z. Pachulia,9,16
58,1,5:26.0,,K. Durant makes 3-pt jump shot from 25 ft,9,19
59,1,5:09.0,K. Korver makes 3-pt jump shot from 24 ft (assist by K. Love),,12,19
60,1,4:57.0,,S. Curry misses 2-pt layup from 3 ft,12,19
61,1,4:57.0,,Offensive rebound by Z. Pachulia,12,19
62,1,4:57.0,,Z. Pachulia misses 2-pt layup from 1 ft,12,19
63,1,4:57.0,,Offensive rebound by Team,12,19
64,1,4:57.0,,A. Iguodala enters the game for D. Green,12,19
65,1,4:54.0,,K. Thompson misses 3-pt jump shot from 26 ft,12,19
66,1,4:53.0,Defensive rebound by T. Thompson,,12,19
67,1,4:41.0,Shooting foul by Z. Pachulia (drawn by T. Thompson),,12,19
68,1,4:41.0,T. Thompson makes free throw 1 of 2,,13,19
69,1,4:41.0,T. Thompson makes free throw 2 of 2,,14,19
70,1,4:31.0,,Personal foul by K. Love (drawn by Z. Pachulia),14,19
71,1,4:31.0,,J. McGee enters the game for Z. Pachulia,14,19
72,1,4:31.0,C. Frye enters the game for T. Thompson,,14,19
73,1,4:23.0,,A. Iguodala makes 3-pt jump shot from 26 ft (assist by S. Curry),14,22
74,1,4:04.0,L. James misses 2-pt layup from 2 ft,,14,22
75,1,4:03.0,,Defensive rebound by J. McGee,14,22
76,1,3:58.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by A. Iguodala),14,25
77,1,3:58.0,Cleveland full timeout,,14,25
78,1,3:41.0,L. James misses 3-pt jump shot from 26 ft,,14,25
79,1,3:40.0,Offensive rebound by K. Love,,14,25
80,1,3:36.0,Shooting foul by J. McGee (drawn by L. James),,14,25
81,1,3:36.0,L. James misses free throw 1 of 2,,14,25
82,1,3:36.0,Offensive rebound by Team,,14,25
83,1,3:36.0,L. James makes free throw 2 of 2,,15,25
84,1,3:22.0,,Turnover by K. Durant (bad pass; steal by L. James),15,25
85,1,3:11.0,K. Korver misses 3-pt jump shot from 26 ft,,15,25
86,1,3:10.0,,Defensive rebound by K. Durant,15,25
87,1,2:56.0,,J. McGee makes 2-pt dunk at rim (assist by A. Iguodala),15,27
88,1,2:36.0,K. Love misses 3-pt jump shot from 27 ft,,15,27
89,1,2:36.0,,Defensive rebound by K. Durant,15,27
90,1,2:28.0,,J. McGee makes 2-pt dunk at rim (assist by K. Durant),15,29
91,1,2:03.0,Shooting foul by J. McGee (drawn by L. James),,15,29
92,1,2:03.0,L. James makes free throw 1 of 2,,16,29
93,1,2:03.0,R. Jefferson enters the game for K. Love,,16,29
94,1,2:03.0,,I. Clark enters the game for K. Thompson,16,29
95,1,2:03.0,,D. Green enters the game for K. Durant,16,29
96,1,2:03.0,L. James makes free throw 2 of 2,,17,29
97,1,1:52.0,,Turnover by J. McGee (lost ball),17,29
98,1,1:39.0,K. Korver misses 3-pt jump shot from 26 ft,,17,29
99,1,1:38.0,,Defensive rebound by J. McGee,17,29
100,1,1:27.0,,I. Clark misses 3-pt jump shot from 24 ft,17,29
101,1,1:27.0,Defensive rebound by I. Shumpert,,17,29
102,1,1:16.0,K. Korver misses 3-pt jump shot from 26 ft (block by D. Green),,17,29
103,1,1:14.0,,Defensive rebound by A. Iguodala,17,29
104,1,1:11.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),17,31
105,1,0:58.0,I. Shumpert makes 3-pt jump shot from 25 ft,,20,31
106,1,0:45.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),20,34
107,1,0:31.0,R. Jefferson misses 3-pt jump shot from 23 ft,,20,34
108,1,0:30.0,Offensive rebound by L. James,,20,34
109,1,0:29.0,L. James makes 2-pt dunk at rim,,22,34
110,1,0:12.0,,S. Curry makes 3-pt jump shot from 26 ft,22,37
111,1,0:01.0,L. James misses 2-pt jump shot from 15 ft,,22,37
112,1,0:00.0,Offensive rebound by Team,,22,37
113,2,11:48.0,Personal foul by K. Thompson (drawn by K. Irving),,22,37
114,2,11:40.0,R. Jefferson misses 2-pt layup from 2 ft,,22,37
115,2,11:39.0,,Defensive rebound by D. West,22,37
116,2,11:34.0,Violation by K. Korver (def goaltending),,22,37
117,2,11:34.0,,D. Green makes 2-pt layup from 1 ft,22,39
118,2,11:21.0,K. Irving misses 2-pt layup from 1 ft,,22,39
119,2,11:21.0,,Defensive rebound by S. Livingston,22,39
120,2,11:17.0,,S. Livingston makes 2-pt jump shot from 12 ft,22,41
121,2,11:17.0,,Shooting foul by K. Korver (drawn by S. Livingston),22,41
122,2,11:17.0,T. Thompson enters the game for C. Frye,,22,41
123,2,11:17.0,,S. Livingston makes free throw 1 of 1,22,42
124,2,10:58.0,K. Irving makes 2-pt layup from 1 ft,,24,42
125,2,10:41.0,,D. Green makes 2-pt jump shot from 17 ft (assist by A. Iguodala),24,44
126,2,10:28.0,K. Irving misses 2-pt jump shot from 15 ft,,24,44
127,2,10:27.0,Offensive rebound by T. Thompson,,24,44
128,2,10:27.0,T. Thompson makes 2-pt layup from 1 ft,,26,44
129,2,10:08.0,,S. Livingston makes 2-pt jump shot from 12 ft (assist by D. Green),26,46
130,2,9:51.0,K. Irving misses 2-pt jump shot from 4 ft (block by A. Iguodala),,26,46
131,2,9:50.0,,Defensive rebound by D. West,26,46
132,2,9:45.0,,Turnover by A. Iguodala (bad pass; steal by K. Irving),26,46
133,2,9:35.0,D. Liggins misses 2-pt jump shot from 5 ft (block by D. Green),,26,46
134,2,9:33.0,,Defensive rebound by S. Livingston,26,46
135,2,9:27.0,,A. Iguodala makes 2-pt layup from 2 ft,26,48
136,2,9:22.0,Cleveland full timeout,,26,48
137,2,9:08.0,K. Korver makes 2-pt jump shot from 20 ft (assist by R. Jefferson),,28,48
138,2,8:42.0,,S. Livingston misses 2-pt jump shot from 17 ft,28,48
139,2,8:42.0,Defensive rebound by D. Liggins,,28,48
140,2,8:33.0,R. Jefferson makes 3-pt jump shot from 23 ft (assist by K. Irving),,31,48
141,2,8:24.0,,Golden State full timeout,31,48
142,2,8:24.0,,K. Durant enters the game for K. Thompson,31,48
143,2,8:16.0,,D. West makes 2-pt jump shot from 7 ft (assist by D. Green),31,50
144,2,8:01.0,Shooting foul by S. Livingston (drawn by K. Irving),,31,50
145,2,8:01.0,K. Irving misses free throw 1 of 3,,31,50
146,2,8:01.0,Offensive rebound by Team,,31,50
147,2,8:01.0,K. Irving makes free throw 2 of 3,,32,50
148,2,8:01.0,L. James enters the game for D. Liggins,,32,50
149,2,8:01.0,K. Irving makes free throw 3 of 3,,33,50
150,2,7:43.0,,K. Durant misses 3-pt jump shot from 26 ft,33,50
151,2,7:42.0,,Offensive rebound by D. Green,33,50
152,2,7:32.0,,D. West makes 2-pt layup from 2 ft (assist by D. Green),33,52
153,2,7:17.0,K. Irving misses 3-pt jump shot from 24 ft,,33,52
154,2,7:17.0,Offensive rebound by Team,,33,52
155,2,7:17.0,Personal foul by D. West (drawn by T. Thompson),,33,52
156,2,7:08.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,35,52
157,2,6:57.0,,Turnover by S. Livingston (bad pass; steal by R. Jefferson),35,52
158,2,6:55.0,Flagrant foul type 1 by D. Green (drawn by L. James),,35,52
159,2,6:55.0,,Technical foul by D. Green,35,52
160,2,6:55.0,Technical foul by R. Jefferson,,35,52
161,2,6:55.0,L. James makes flagrant free throw 1 of 2,,36,52
162,2,6:55.0,,S. Curry enters the game for D. Green,35,52
163,2,6:55.0,L. James misses flagrant free throw 2 of 2,,36,52
164,2,6:55.0,Offensive rebound by Team,,36,52
165,2,6:46.0,Def 3 sec tech foul by D. West,,36,52
166,2,6:46.0,K. Irving makes technical free throw,,37,52
167,2,6:46.0,K. Love enters the game for K. Korver,,37,52
168,2,6:39.0,K. Irving misses 2-pt jump shot from 14 ft,,37,52
169,2,6:38.0,,Defensive rebound by A. Iguodala,37,52
170,2,6:31.0,,S. Livingston makes 2-pt hook shot from 7 ft (assist by A. Iguodala),37,54
171,2,6:10.0,Offensive foul by L. James (drawn by A. Iguodala),,37,54
172,2,6:10.0,Turnover by L. James (offensive foul),,37,54
173,2,5:52.0,,K. Durant misses 2-pt jump shot from 12 ft,37,54
174,2,5:52.0,Defensive rebound by R. Jefferson,,37,54
175,2,5:44.0,K. Irving makes 2-pt jump shot from 21 ft,,39,54
176,2,5:26.0,,K. Durant makes 2-pt hook shot from 3 ft (assist by S. Curry),39,56
177,2,5:21.0,L. James makes 2-pt layup from 2 ft,,41,56
178,2,5:21.0,Shooting foul by S. Livingston (drawn by L. James),,41,56
179,2,5:21.0,Official timeout,,41,56
180,2,5:21.0,,Z. Pachulia enters the game for D. West,41,56
181,2,5:21.0,L. James makes free throw 1 of 1,,42,56
182,2,5:08.0,,A. Iguodala makes 2-pt layup from 1 ft (assist by S. Curry),42,58
183,2,4:50.0,K. Love misses 3-pt jump shot from 23 ft,,42,58
184,2,4:48.0,Offensive rebound by T. Thompson,,42,58
185,2,4:45.0,Shooting foul by S. Livingston (drawn by R. Jefferson),,42,58
186,2,4:45.0,R. Jefferson makes free throw 1 of 2,,43,58
187,2,4:45.0,,K. Thompson enters the game for S. Livingston,43,58
188,2,4:45.0,,D. Green enters the game for A. Iguodala,43,58
189,2,4:45.0,R. Jefferson makes free throw 2 of 2,,44,58
190,2,4:31.0,,S. Curry misses 3-pt jump shot from 26 ft,44,58
191,2,4:30.0,Defensive rebound by T. Thompson,,44,58
192,2,4:24.0,Turnover by K. Irving (bad pass; steal by S. Curry),,44,58
193,2,4:18.0,,S. Curry misses 2-pt layup at rim,44,58
194,2,4:17.0,,Offensive rebound by K. Durant,44,58
195,2,4:17.0,,K. Durant makes 2-pt dunk at rim,44,60
196,2,4:07.0,Shooting foul by Z. Pachulia (drawn by L. James),,44,60
197,2,4:07.0,L. James makes free throw 1 of 2,,45,60
198,2,4:07.0,L. James makes free throw 2 of 2,,46,60
199,2,3:51.0,,D. Green misses 2-pt jump shot from 7 ft (block by T. Thompson),46,60
200,2,3:50.0,Defensive rebound by L. James,,46,60
201,2,3:38.0,Turnover by L. James (lost ball; steal by S. Curry),,46,60
202,2,3:31.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),46,63
203,2,3:16.0,K. Irving misses 2-pt jump shot from 11 ft (block by K. Thompson),,46,63
204,2,3:15.0,,Defensive rebound by K. Thompson,46,63
205,2,3:10.0,,K. Durant makes 2-pt dunk at rim (assist by S. Curry),46,65
206,2,3:10.0,Cleveland full timeout,,46,65
207,2,2:52.0,K. Love misses 2-pt jump shot from 8 ft,,46,65
208,2,2:52.0,,Defensive rebound by Z. Pachulia,46,65
209,2,2:52.0,Loose ball foul by T. Thompson (drawn by Z. Pachulia),,46,65
