,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CLEVELAND_ACTION,ORLANDO_SCORE,CLEVELAND_SCORE
71,1,3:02.0,,L. James makes 2-pt jump shot from 11 ft,25,25
72,1,2:41.0,A. Gordon misses 2-pt jump shot from 14 ft,,25,25
73,1,2:39.0,,Defensive rebound by T. Thompson,25,25
74,1,2:33.0,,K. Irving makes 3-pt jump shot from 25 ft,25,28
75,1,2:25.0,E. Payton makes 2-pt layup from 1 ft,,27,28
76,1,2:13.0,,J. Smith misses 3-pt jump shot from 25 ft,27,28
77,1,2:13.0,Defensive rebound by A. Gordon,,27,28
78,1,1:56.0,E. Fournier misses 2-pt jump shot from 5 ft,,27,28
79,1,1:54.0,Offensive rebound by E. Payton,,27,28
80,1,1:51.0,E. Payton misses 2-pt jump shot from 16 ft,,27,28
81,1,1:50.0,,Defensive rebound by J. Smith,27,28
82,1,1:45.0,,Cleveland full timeout,27,28
83,1,1:45.0,B. Biyombo enters the game for A. Gordon,,27,28
84,1,1:45.0,C. Watson enters the game for N. Vučević,,27,28
85,1,1:45.0,J. Meeks enters the game for E. Payton,,27,28
86,1,1:45.0,,D. Williams enters the game for L. James,27,28
87,1,1:45.0,,R. Jefferson enters the game for J. Smith,27,28
88,1,1:37.0,,K. Irving misses 2-pt jump shot from 10 ft,27,28
89,1,1:35.0,Defensive rebound by J. Meeks,,27,28
90,1,1:28.0,Shooting foul by R. Jefferson (drawn by J. Meeks),,27,28
91,1,1:28.0,J. Meeks makes free throw 1 of 2,,28,28
92,1,1:28.0,,C. Frye enters the game for T. Thompson,28,28
93,1,1:28.0,J. Meeks makes free throw 2 of 2,,29,28
94,1,1:15.0,,Shooting foul by C. Watson (drawn by R. Jefferson),29,28
95,1,1:15.0,,R. Jefferson misses free throw 1 of 2,29,28
96,1,1:15.0,,Offensive rebound by Team,29,28
97,1,1:15.0,,R. Jefferson misses free throw 2 of 2,29,28
98,1,1:14.0,Defensive rebound by B. Biyombo,,29,28
99,1,0:59.0,J. Meeks misses 2-pt jump shot from 10 ft,,29,28
100,1,0:58.0,Offensive rebound by J. Meeks,,29,28
101,1,0:57.0,M. Hezonja misses 3-pt jump shot from 26 ft,,29,28
102,1,0:56.0,Offensive rebound by B. Biyombo,,29,28
103,1,0:44.0,Personal foul by K. Irving (drawn by M. Hezonja),,29,28
104,1,0:44.0,M. Hezonja makes free throw 1 of 2,,30,28
105,1,0:44.0,M. Hezonja makes free throw 2 of 2,,31,28
106,1,0:32.0,,C. Frye misses 3-pt jump shot from 26 ft,31,28
107,1,0:32.0,Defensive rebound by C. Watson,,31,28
108,1,0:14.0,E. Fournier misses 2-pt jump shot from 18 ft,,31,28
109,1,0:13.0,,Defensive rebound by C. Frye,31,28
110,1,0:00.0,,K. Irving misses 3-pt jump shot from 27 ft,31,28
111,1,0:00.0,,Offensive rebound by Team,31,28
112,2,11:47.0,,L. James makes 2-pt dunk at rim,31,30
113,2,11:25.0,M. Hezonja misses 2-pt jump shot from 7 ft,,31,30
114,2,11:25.0,,Defensive rebound by L. James,31,30
115,2,11:13.0,,Turnover by I. Shumpert (bad pass; steal by J. Meeks),31,30
116,2,11:04.0,A. Gordon makes 2-pt dunk at rim (assist by C. Watson),,33,30
117,2,10:44.0,,D. Williams misses 2-pt jump shot from 18 ft,33,30
118,2,10:43.0,Defensive rebound by B. Biyombo,,33,30
119,2,10:34.0,Turnover by C. Watson (bad pass; steal by C. Frye),,33,30
120,2,10:30.0,,Turnover by I. Shumpert (bad pass),33,30
121,2,10:15.0,Personal foul by D. Williams (drawn by C. Watson),,33,30
122,2,10:08.0,Turnover by J. Meeks (bad pass; steal by C. Frye),,33,30
123,2,10:06.0,,Personal foul by C. Watson (drawn by L. James),33,30
124,2,10:06.0,T. Ross enters the game for M. Hezonja,,33,30
125,2,9:58.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Williams),33,33
126,2,9:49.0,Shooting foul by C. Frye (drawn by C. Watson),,33,33
127,2,9:49.0,C. Watson makes free throw 1 of 2,,34,33
128,2,9:49.0,C. Watson makes free throw 2 of 2,,35,33
129,2,9:41.0,,Personal foul by J. Meeks (drawn by L. James),35,33
130,2,9:37.0,,Turnover by L. James (bad pass),35,33
131,2,9:26.0,Shooting foul by I. Shumpert (drawn by J. Meeks),,35,33
132,2,9:26.0,J. Meeks makes free throw 1 of 2,,36,33
133,2,9:26.0,,K. Love enters the game for C. Frye,36,33
134,2,9:26.0,J. Meeks makes free throw 2 of 2,,37,33
135,2,9:04.0,,L. James misses 3-pt jump shot from 27 ft,37,33
136,2,9:02.0,,Offensive rebound by K. Love,37,33
137,2,9:02.0,,K. Love makes 2-pt layup at rim,37,35
138,2,8:48.0,C. Watson makes 3-pt jump shot from 26 ft (assist by J. Meeks),,40,35
139,2,8:24.0,,K. Love makes 2-pt jump shot from 8 ft,40,37
140,2,8:06.0,C. Watson makes 2-pt jump shot from 17 ft,,42,37
141,2,7:52.0,,K. Korver misses 3-pt jump shot from 23 ft,42,37
142,2,7:51.0,Defensive rebound by B. Biyombo,,42,37
143,2,7:46.0,Turnover by C. Watson (lost ball; steal by K. Love),,42,37
144,2,7:26.0,,Shooting foul by B. Biyombo (drawn by K. Love),42,37
145,2,7:26.0,Official timeout,,42,37
146,2,7:26.0,,K. Love misses free throw 1 of 2,42,37
147,2,7:26.0,,Offensive rebound by Team,42,37
148,2,7:26.0,,K. Love makes free throw 2 of 2,42,38
149,2,7:15.0,Personal foul by K. Love (drawn by J. Meeks),,42,38
150,2,7:05.0,T. Ross misses 3-pt jump shot from 26 ft,,42,38
151,2,7:04.0,,Defensive rebound by L. James,42,38
152,2,6:59.0,,K. Irving enters the game for D. Williams,42,38
153,2,6:59.0,,J. Smith enters the game for I. Shumpert,42,38
154,2,6:47.0,,K. Irving misses 2-pt jump shot from 15 ft,42,38
155,2,6:45.0,Defensive rebound by J. Meeks,,42,38
156,2,6:36.0,J. Meeks makes 3-pt jump shot from 24 ft (assist by C. Watson),,45,38
157,2,6:15.0,,K. Love misses 3-pt jump shot from 25 ft,45,38
158,2,6:15.0,Defensive rebound by B. Biyombo,,45,38
159,2,6:04.0,B. Biyombo misses 2-pt layup from 3 ft (block by L. James),,45,38
160,2,6:04.0,,Defensive rebound by Team,45,38
161,2,6:04.0,,T. Thompson enters the game for K. Korver,45,38
162,2,5:51.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Irving),45,41
163,2,5:31.0,A. Gordon misses 2-pt jump shot from 14 ft,,45,41
164,2,5:30.0,Offensive rebound by C. Watson,,45,41
165,2,5:28.0,C. Watson makes 2-pt jump shot from 15 ft,,47,41
166,2,5:03.0,,L. James misses 2-pt layup at rim (block by B. Biyombo),47,41
167,2,5:01.0,Defensive rebound by B. Biyombo,,47,41
168,2,4:47.0,J. Meeks misses 3-pt jump shot from 26 ft,,47,41
169,2,4:46.0,,Defensive rebound by K. Love,47,41
170,2,4:42.0,,Shooting foul by B. Biyombo (drawn by L. James),47,41
171,2,4:42.0,,Cleveland full timeout,47,41
172,2,4:42.0,,L. James makes free throw 1 of 2,47,42
173,2,4:42.0,E. Fournier enters the game for B. Biyombo,,47,41
174,2,4:42.0,N. Vučević enters the game for J. Meeks,,47,41
175,2,4:42.0,E. Payton enters the game for C. Watson,,47,41
176,2,4:42.0,,L. James misses free throw 2 of 2,47,42
177,2,4:41.0,Defensive rebound by N. Vučević,,47,42
178,2,4:26.0,Turnover by A. Gordon (bad pass; steal by L. James),,47,42
179,2,4:16.0,,J. Smith misses 3-pt jump shot from 24 ft,47,42
180,2,4:15.0,Defensive rebound by A. Gordon,,47,42
181,2,4:10.0,Turnover by A. Gordon (bad pass),,47,42
182,2,3:50.0,,Shooting foul by T. Ross (drawn by K. Love),47,42
183,2,3:50.0,,K. Love makes free throw 1 of 2,47,43
184,2,3:50.0,,K. Love makes free throw 2 of 2,47,44
185,2,3:37.0,E. Payton makes 2-pt jump shot from 6 ft,,49,44
186,2,3:18.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by J. Smith),49,47
187,2,2:55.0,E. Fournier misses 2-pt jump shot from 9 ft,,49,47
188,2,2:53.0,,Defensive rebound by L. James,49,47
189,2,2:49.0,,L. James makes 2-pt layup at rim,49,49
190,2,2:44.0,Orlando full timeout,,49,49
191,2,2:37.0,T. Ross makes 2-pt jump shot from 19 ft,,51,49
192,2,2:27.0,,Personal foul by E. Fournier (drawn by K. Love),51,49
193,2,2:27.0,,K. Love makes free throw 1 of 2,51,50
194,2,2:27.0,,K. Love makes free throw 2 of 2,51,51
195,2,2:09.0,N. Vučević misses 2-pt jump shot from 13 ft,,51,51
196,2,2:07.0,,Defensive rebound by K. Love,51,51
197,2,1:57.0,,J. Smith misses 3-pt jump shot from 25 ft,51,51
198,2,1:56.0,Defensive rebound by A. Gordon,,51,51
199,2,1:45.0,E. Fournier misses 3-pt jump shot from 23 ft,,51,51
200,2,1:45.0,,Defensive rebound by L. James,51,51
201,2,1:40.0,,K. Irving makes 2-pt jump shot from 4 ft (assist by L. James),51,53
202,2,1:25.0,Personal foul by K. Irving (drawn by E. Fournier),,51,53
203,2,1:25.0,E. Fournier makes free throw 1 of 2,,52,53
204,2,1:25.0,,D. Williams enters the game for K. Irving,52,53
205,2,1:25.0,E. Fournier makes free throw 2 of 2,,53,53
206,2,1:05.0,,K. Love misses 2-pt jump shot from 6 ft,53,53
207,2,1:05.0,Defensive rebound by E. Payton,,53,53
208,2,0:59.0,T. Ross misses 3-pt jump shot from 25 ft,,53,53
209,2,0:57.0,Offensive rebound by A. Gordon,,53,53
210,2,0:50.0,T. Ross misses 3-pt jump shot from 24 ft,,53,53
211,2,0:50.0,,Defensive rebound by K. Love,53,53
212,2,0:45.0,B. Biyombo enters the game for E. Fournier,,53,53
213,2,0:38.0,,K. Love misses 3-pt jump shot from 25 ft,53,53
214,2,0:37.0,Defensive rebound by E. Payton,,53,53
215,2,0:33.0,Orlando full timeout,,53,53
216,2,0:33.0,E. Fournier enters the game for B. Biyombo,,53,53
217,2,0:26.0,Personal foul by T. Thompson (drawn by E. Fournier),,53,53
218,2,0:26.0,E. Fournier makes free throw 1 of 2,,54,53
219,2,0:26.0,,C. Frye enters the game for T. Thompson,54,53
220,2,0:26.0,B. Biyombo enters the game for T. Ross,,54,53
221,2,0:26.0,E. Fournier makes free throw 2 of 2,,55,53
222,2,0:01.0,,L. James misses 3-pt jump shot from 25 ft,55,53
223,2,0:00.0,,Offensive rebound by K. Love,55,53
224,3,11:45.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),55,56
225,3,11:28.0,A. Gordon misses 2-pt layup at rim,,55,56
226,3,11:26.0,,Defensive rebound by K. Love,55,56
227,3,11:24.0,,Turnover by J. Smith (bad pass),55,56
228,3,10:59.0,A. Gordon makes 3-pt jump shot from 23 ft (assist by T. Ross),,58,56
229,3,10:34.0,,L. James misses 2-pt jump shot from 16 ft,58,56
230,3,10:33.0,,Offensive rebound by K. Irving,58,56
231,3,10:28.0,,K. Irving misses 3-pt jump shot from 24 ft,58,56
232,3,10:28.0,,Offensive rebound by T. Thompson,58,56
233,3,10:22.0,,K. Irving makes 2-pt jump shot from 19 ft (assist by L. James),58,58
234,3,10:12.0,E. Payton makes 2-pt layup from 1 ft,,60,58
235,3,9:57.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),60,61
236,3,9:42.0,N. Vučević misses 2-pt jump shot from 9 ft,,60,61
237,3,9:40.0,,Defensive rebound by L. James,60,61
238,3,9:35.0,,J. Smith makes 3-pt jump shot from 27 ft (assist by L. James),60,64
239,3,9:18.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),,62,64
240,3,8:59.0,,J. Smith misses 2-pt jump shot from 10 ft,62,64
241,3,8:57.0,Defensive rebound by N. Vučević,,62,64
242,3,8:51.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),,65,64
243,3,8:32.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),65,67
244,3,8:16.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by T. Ross),,67,67
245,3,8:00.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),67,70
246,3,8:00.0,Orlando full timeout,,67,70
247,3,7:42.0,T. Ross misses 3-pt jump shot from 25 ft,,67,70
248,3,7:41.0,,Defensive rebound by K. Love,67,70
249,3,7:36.0,,Personal block foul by E. Fournier (drawn by L. James),67,70
250,3,7:16.0,,K. Love makes 3-pt jump shot from 23 ft (assist by L. James),67,73
251,3,6:53.0,E. Payton misses 3-pt jump shot from 23 ft,,67,73
252,3,6:53.0,,Defensive rebound by K. Love,67,73
253,3,6:48.0,,K. Irving makes 2-pt layup from 2 ft (assist by K. Love),67,75
254,3,6:27.0,Turnover by A. Gordon (offensive foul),,67,75
255,3,6:27.0,,Offensive charge foul by A. Gordon (drawn by K. Love),67,75
256,3,6:15.0,,K. Love misses 3-pt jump shot from 25 ft,67,75
257,3,6:14.0,Defensive rebound by N. Vučević,,67,75
258,3,6:11.0,Shooting foul by K. Irving (drawn by E. Payton),,67,75
259,3,6:11.0,E. Payton makes free throw 1 of 2,,68,75
260,3,6:11.0,E. Payton makes free throw 2 of 2,,69,75
261,3,6:09.0,,L. James makes 2-pt dunk at rim (assist by K. Love),69,77
262,3,6:06.0,Turnover by A. Gordon (bad pass; steal by L. James),,69,77
263,3,6:03.0,,L. James makes 2-pt layup from 1 ft,69,79
264,3,6:02.0,Orlando full timeout,,69,79
265,3,5:55.0,Offensive foul by N. Vučević (drawn by J. Smith),,69,79
266,3,5:55.0,Turnover by N. Vučević (offensive foul),,69,79
267,3,5:36.0,,T. Thompson makes 2-pt jump shot from 6 ft (assist by K. Irving),69,81
268,3,5:24.0,A. Gordon misses 3-pt jump shot from 24 ft,,69,81
269,3,5:23.0,,Defensive rebound by J. Smith,69,81
270,3,5:12.0,,K. Love makes 2-pt jump shot from 15 ft (assist by L. James),69,83
271,3,4:51.0,N. Vučević misses 2-pt jump shot from 9 ft,,69,83
272,3,4:50.0,,Defensive rebound by L. James,69,83
273,3,4:49.0,,Personal foul by N. Vučević (drawn by L. James),69,83
274,3,4:49.0,M. Hezonja enters the game for E. Payton,,69,83
275,3,4:49.0,C. Watson enters the game for T. Ross,,69,83
276,3,4:32.0,,K. Love makes 2-pt jump shot from 8 ft (assist by K. Irving),69,85
277,3,4:16.0,A. Gordon makes 2-pt jump shot from 16 ft (assist by C. Watson),,71,85
278,3,3:58.0,,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),71,88
279,3,3:58.0,Orlando full timeout,,71,88
280,3,3:58.0,,K. Korver enters the game for L. James,71,88
281,3,3:47.0,Shooting foul by K. Love (drawn by E. Fournier),,71,88
282,3,3:47.0,E. Fournier makes free throw 1 of 2,,72,88
283,3,3:47.0,E. Fournier misses free throw 2 of 2,,72,88
284,3,3:47.0,J. Meeks enters the game for A. Gordon,,72,88
285,3,3:45.0,,Defensive rebound by J. Smith,72,88
286,3,3:32.0,,K. Love misses 3-pt jump shot from 23 ft,72,88
287,3,3:32.0,Defensive rebound by Team,,72,88
288,3,3:23.0,N. Vučević misses 2-pt jump shot from 16 ft,,72,88
289,3,3:21.0,,Defensive rebound by K. Korver,72,88
290,3,3:09.0,,K. Love misses 2-pt layup from 2 ft,72,88
291,3,3:07.0,Defensive rebound by N. Vučević,,72,88
292,3,2:59.0,M. Hezonja misses 2-pt jump shot from 6 ft,,72,88
293,3,2:59.0,Offensive rebound by N. Vučević,,72,88
294,3,2:59.0,N. Vučević misses 2-pt layup from 1 ft,,72,88
295,3,2:59.0,Offensive rebound by Team,,72,88
296,3,2:59.0,Personal foul by T. Thompson (drawn by N. Vučević),,72,88
297,3,2:59.0,,R. Jefferson enters the game for K. Love,72,88
298,3,2:59.0,B. Biyombo enters the game for N. Vučević,,72,88
299,3,2:47.0,E. Fournier makes 3-pt jump shot from 28 ft (assist by C. Watson),,75,88
300,3,2:33.0,,Turnover by K. Korver (bad pass),75,88
301,3,2:22.0,E. Fournier misses 3-pt jump shot from 25 ft,,75,88
302,3,2:22.0,,Defensive rebound by R. Jefferson,75,88
303,3,2:10.0,,Personal foul by C. Watson (drawn by K. Irving),75,88
304,3,1:53.0,,K. Korver makes 3-pt jump shot from 31 ft (assist by J. Smith),75,91
305,3,1:35.0,C. Watson misses 2-pt jump shot from 18 ft,,75,91
306,3,1:35.0,,Defensive rebound by K. Irving,75,91
307,3,1:16.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by K. Irving),75,94
308,3,0:47.0,Turnover by M. Hezonja (lost ball; steal by K. Irving),,75,94
309,3,0:40.0,,K. Korver misses 3-pt jump shot from 24 ft,75,94
310,3,0:37.0,Defensive rebound by B. Biyombo,,75,94
311,3,0:28.0,J. Meeks misses 3-pt jump shot from 24 ft,,75,94
312,3,0:28.0,,Defensive rebound by T. Thompson,75,94
313,3,0:07.0,,K. Korver makes 2-pt jump shot from 16 ft (assist by K. Irving),75,96
314,3,0:02.0,C. Watson misses 3-pt jump shot from 25 ft,,75,96
315,3,0:01.0,,Defensive rebound by J. Smith,75,96
316,4,11:46.0,Turnover by T. Ross (bad pass; steal by C. Frye),,75,96
317,4,11:41.0,,Turnover by D. Williams (bad pass; steal by M. Hezonja),75,96
318,4,11:38.0,M. Hezonja makes 2-pt dunk at rim,,77,96
319,4,11:24.0,,Personal foul by B. Biyombo (drawn by C. Frye),77,96
320,4,11:09.0,,R. Jefferson makes 3-pt jump shot from 25 ft (assist by K. Korver),77,99
321,4,10:52.0,M. Hezonja makes 3-pt jump shot from 26 ft (assist by C. Watson),,80,99
322,4,10:33.0,,Turnover by L. James (bad pass; steal by T. Ross),80,99
323,4,10:26.0,M. Hezonja misses 3-pt jump shot from 24 ft,,80,99
324,4,10:26.0,Offensive rebound by C. Watson,,80,99
325,4,10:18.0,B. Biyombo misses 2-pt layup from 3 ft,,80,99
326,4,10:18.0,,Defensive rebound by C. Frye,80,99
327,4,10:03.0,,Turnover by L. James (bad pass; steal by T. Ross),80,99
328,4,10:01.0,Personal foul by R. Jefferson (drawn by T. Ross),,80,99
329,4,10:01.0,,I. Shumpert enters the game for K. Korver,80,99
330,4,9:49.0,J. Meeks misses 2-pt jump shot from 16 ft,,80,99
331,4,9:48.0,,Defensive rebound by C. Frye,80,99
332,4,9:38.0,,D. Williams makes 2-pt jump shot from 5 ft,80,101
333,4,9:38.0,,Shooting foul by B. Biyombo (drawn by D. Williams),80,101
334,4,9:38.0,,D. Williams makes free throw 1 of 1,80,102
335,4,9:22.0,T. Ross makes 3-pt jump shot from 25 ft (assist by J. Meeks),,83,102
336,4,9:06.0,,C. Frye misses 3-pt jump shot from 24 ft,83,102
337,4,9:06.0,Defensive rebound by J. Meeks,,83,102
338,4,8:58.0,T. Ross misses 3-pt jump shot from 23 ft,,83,102
339,4,8:58.0,Offensive rebound by B. Biyombo,,83,102
340,4,8:55.0,J. Meeks makes 2-pt layup from 1 ft (assist by B. Biyombo),,85,102
341,4,8:55.0,,Cleveland full timeout,85,102
342,4,8:41.0,,Turnover by L. James (bad pass; steal by J. Meeks),85,102
343,4,8:35.0,Turnover by J. Meeks (bad pass; steal by I. Shumpert),,85,102
344,4,8:31.0,,L. James makes 2-pt dunk at rim (assist by I. Shumpert),85,104
345,4,8:04.0,T. Ross misses 2-pt jump shot from 16 ft,,85,104
346,4,8:02.0,Offensive rebound by Team,,85,104
347,4,7:55.0,C. Watson misses 3-pt jump shot from 26 ft,,85,104
348,4,7:54.0,,Defensive rebound by Team,85,104
349,4,7:38.0,,D. Williams misses 3-pt jump shot from 23 ft,85,104
350,4,7:37.0,Defensive rebound by B. Biyombo,,85,104
351,4,7:29.0,B. Biyombo makes 2-pt dunk at rim (assist by J. Meeks),,87,104
352,4,7:07.0,,R. Jefferson misses 3-pt jump shot from 24 ft,87,104
353,4,7:06.0,Defensive rebound by J. Meeks,,87,104
354,4,6:58.0,T. Ross makes 3-pt jump shot from 24 ft (assist by C. Watson),,90,104
355,4,6:35.0,,D. Williams misses 2-pt layup from 1 ft,90,104
356,4,6:33.0,Defensive rebound by B. Biyombo,,90,104
357,4,6:30.0,Shooting foul by L. James (drawn by B. Biyombo),,90,104
358,4,6:30.0,B. Biyombo makes free throw 1 of 2,,91,104
359,4,6:30.0,,K. Love enters the game for C. Frye,91,104
360,4,6:30.0,,J. Smith enters the game for R. Jefferson,91,104
361,4,6:30.0,B. Biyombo makes free throw 2 of 2,,92,104
362,4,6:16.0,,L. James misses 3-pt jump shot from 27 ft,92,104
363,4,6:16.0,Defensive rebound by J. Meeks,,92,104
364,4,6:07.0,J. Meeks misses 3-pt jump shot from 24 ft,,92,104
365,4,6:07.0,,Defensive rebound by L. James,92,104
366,4,6:00.0,,L. James misses 2-pt layup from 3 ft (block by M. Hezonja),92,104
367,4,5:59.0,,Offensive rebound by L. James,92,104
368,4,5:58.0,,Shooting foul by B. Biyombo (drawn by L. James),92,104
369,4,5:58.0,Official timeout,,92,104
370,4,5:58.0,,L. James makes free throw 1 of 2,92,105
371,4,5:58.0,A. Gordon enters the game for B. Biyombo,,92,104
372,4,5:58.0,,L. James makes free throw 2 of 2,92,106
373,4,5:43.0,T. Ross misses 3-pt jump shot from 24 ft,,92,106
374,4,5:43.0,,Defensive rebound by L. James,92,106
375,4,5:28.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by L. James),92,109
376,4,5:11.0,Personal foul by L. James (drawn by A. Gordon),,92,109
377,4,5:11.0,,K. Irving enters the game for L. James,92,109
378,4,5:06.0,Shooting foul by I. Shumpert (drawn by J. Meeks),,92,109
379,4,5:06.0,J. Meeks makes free throw 1 of 2,,93,109
380,4,5:06.0,J. Meeks makes free throw 2 of 2,,94,109
381,4,4:49.0,,Personal foul by M. Hezonja (drawn by K. Love),94,109
382,4,4:49.0,E. Fournier enters the game for M. Hezonja,,94,109
383,4,4:49.0,E. Payton enters the game for C. Watson,,94,109
384,4,4:41.0,,Shooting foul by E. Fournier (drawn by I. Shumpert),94,109
385,4,4:41.0,,I. Shumpert makes free throw 1 of 2,94,110
386,4,4:41.0,,I. Shumpert makes free throw 2 of 2,94,111
387,4,4:33.0,A. Gordon misses 2-pt layup from 3 ft (block by K. Love),,94,111
388,4,4:33.0,Offensive rebound by Team,,94,111
389,4,4:33.0,,R. Jefferson enters the game for K. Love,94,111
390,4,4:29.0,E. Fournier misses 3-pt jump shot from 25 ft,,94,111
391,4,4:28.0,,Defensive rebound by K. Irving,94,111
