,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MEMPHIS_ACTION,GOLDEN STATE_SCORE,MEMPHIS_SCORE
0,1,11:44.0,,M. Gasol makes 2-pt jump shot from 7 ft (assist by T. Williams),0,2
1,1,11:25.0,K. Durant makes 3-pt jump shot from 23 ft (assist by A. Varejão),,3,2
2,1,11:03.0,,Turnover by A. Harrison (bad pass; steal by D. Green),3,2
3,1,10:51.0,D. Green misses 3-pt jump shot from 25 ft,,3,2
4,1,10:50.0,,Defensive rebound by J. Green,3,2
5,1,10:44.0,,T. Williams makes 3-pt jump shot from 24 ft (assist by A. Harrison),3,5
6,1,10:30.0,K. Durant misses 3-pt jump shot from 26 ft,,3,5
7,1,10:30.0,,Defensive rebound by M. Gasol,3,5
8,1,10:22.0,,Shooting foul by S. Curry (drawn by A. Harrison),3,5
9,1,10:22.0,,A. Harrison makes free throw 1 of 2,3,6
10,1,10:22.0,,A. Harrison makes free throw 2 of 2,3,7
11,1,10:04.0,A. Varejão misses 2-pt layup from 2 ft,,3,7
12,1,10:00.0,Offensive rebound by S. Curry,,3,7
13,1,9:57.0,Shooting foul by T. Williams (drawn by D. Green),,3,7
14,1,9:57.0,D. Green misses free throw 1 of 3,,3,7
15,1,9:57.0,Offensive rebound by Team,,3,7
16,1,9:57.0,D. Green makes free throw 2 of 3,,4,7
17,1,9:57.0,D. Green misses free throw 3 of 3,,4,7
18,1,9:56.0,,Defensive rebound by J. Green,4,7
19,1,9:43.0,,Turnover by T. Allen (lost ball; steal by A. Varejão),4,7
20,1,9:38.0,Shooting foul by J. Green (drawn by K. Durant),,4,7
21,1,9:38.0,K. Durant makes free throw 1 of 2,,5,7
22,1,9:38.0,K. Durant misses free throw 2 of 2,,5,7
23,1,9:37.0,,Defensive rebound by J. Green,5,7
24,1,9:27.0,,Turnover by T. Allen (lost ball; steal by K. Durant),5,7
25,1,9:24.0,Turnover by K. Durant (bad pass),,5,7
26,1,9:02.0,,M. Gasol makes 2-pt jump shot from 9 ft,5,9
27,1,8:44.0,K. Thompson misses 2-pt layup from 2 ft,,5,9
28,1,8:43.0,,Defensive rebound by M. Gasol,5,9
