,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MEMPHIS_ACTION,WASHINGTON_SCORE,MEMPHIS_SCORE
69,1,5:27.0,,Z. Randolph makes 2-pt jump shot from 23 ft (assist by M. Conley),7,13
70,1,5:15.0,A. Nicholson makes 2-pt dunk at rim (assist by J. Wall),,9,13
71,1,4:51.0,,Turnover by Z. Randolph (step out of bounds),9,13
72,1,4:37.0,J. Wall misses 2-pt layup from 2 ft,,9,13
73,1,4:37.0,Offensive rebound by Team,,9,13
74,1,4:37.0,Personal foul by J. Ennis (drawn by B. Beal),,9,13
75,1,4:31.0,J. Wall makes 3-pt jump shot from 23 ft (assist by M. Gortat),,12,13
76,1,4:13.0,,M. Conley makes 2-pt layup from 2 ft,12,15
77,1,4:03.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,14,15
78,1,3:45.0,,Z. Randolph misses 2-pt jump shot from 22 ft,14,15
79,1,3:43.0,,Offensive rebound by J. Ennis,14,15
80,1,3:43.0,,J. Ennis makes 2-pt layup from 3 ft,14,17
81,1,3:36.0,Turnover by J. Wall (lost ball; steal by J. Green),,14,17
82,1,3:29.0,,A. Harrison misses 3-pt jump shot from 26 ft,14,17
83,1,3:28.0,Defensive rebound by M. Gortat,,14,17
84,1,3:28.0,,Loose ball foul by J. Ennis (drawn by M. Gortat),14,17
85,1,3:28.0,M. Gortat makes free throw 1 of 2,,15,17
86,1,3:28.0,,V. Carter enters the game for J. Ennis,15,17
87,1,3:28.0,T. Burke enters the game for J. Wall,,15,17
88,1,3:28.0,M. Gortat makes free throw 2 of 2,,16,17
89,1,3:09.0,,Turnover by M. Conley (bad pass; steal by O. Porter),16,17
90,1,3:02.0,B. Beal misses 3-pt jump shot from 24 ft,,16,17
91,1,2:59.0,Offensive rebound by O. Porter,,16,17
92,1,2:56.0,O. Porter misses 2-pt jump shot from 3 ft,,16,17
93,1,2:55.0,,Defensive rebound by V. Carter,16,17
94,1,2:37.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by V. Carter),16,19
95,1,2:23.0,A. Nicholson misses 3-pt jump shot from 26 ft,,16,19
96,1,2:22.0,,Defensive rebound by Z. Randolph,16,19
97,1,2:10.0,,Z. Randolph makes 2-pt jump shot from 20 ft (assist by M. Conley),16,21
98,1,2:04.0,Washington full timeout,,16,21
99,1,2:04.0,,Memphis full timeout,16,21
100,1,2:04.0,,W. Baldwin enters the game for J. Green,16,21
101,1,2:04.0,,J. Martin enters the game for M. Conley,16,21
102,1,2:04.0,J. Smith enters the game for M. Gortat,,16,21
103,1,2:04.0,M. Thornton enters the game for B. Beal,,16,21
104,1,1:48.0,O. Porter makes 2-pt jump shot from 14 ft,,18,21
105,1,1:32.0,,Z. Randolph makes 2-pt jump shot from 3 ft,18,23
106,1,1:32.0,,Shooting foul by A. Nicholson (drawn by Z. Randolph),18,23
107,1,1:32.0,,Z. Randolph makes free throw 1 of 1,18,24
108,1,1:11.0,O. Porter makes 2-pt jump shot from 21 ft (assist by M. Thornton),,20,24
109,1,0:59.0,,Shooting foul by O. Porter (drawn by V. Carter),20,24
110,1,0:59.0,,V. Carter makes free throw 1 of 2,20,25
111,1,0:59.0,,V. Carter misses free throw 2 of 2,20,25
112,1,0:59.0,Defensive rebound by A. Nicholson,,20,25
113,1,0:59.0,K. Oubre enters the game for O. Porter,,20,25
114,1,0:41.0,M. Thornton makes 2-pt layup from 2 ft,,22,25
115,1,0:24.0,,Z. Randolph makes 2-pt hook shot from 5 ft,22,27
116,1,0:01.0,K. Oubre misses 3-pt jump shot from 22 ft,,22,27
117,1,0:00.0,,Defensive rebound by Z. Randolph,22,27
118,2,11:34.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by A. Harrison),22,30
119,2,11:21.0,Turnover by K. Oubre (bad pass; steal by M. Gasol),,22,30
120,2,11:16.0,,Shooting foul by M. Thornton (drawn by A. Harrison),22,30
121,2,11:16.0,,A. Harrison misses free throw 1 of 2,22,30
122,2,11:16.0,,Offensive rebound by Team,22,30
123,2,11:16.0,,A. Harrison makes free throw 2 of 2,22,31
124,2,11:00.0,Def 3 sec tech foul by A. Harrison,,22,31
125,2,11:00.0,M. Thornton makes technical free throw,,23,31
126,2,10:48.0,Turnover by J. Smith (bad pass; steal by Z. Randolph),,23,31
127,2,10:36.0,,Z. Randolph misses 2-pt jump shot from 19 ft,23,31
128,2,10:35.0,,Offensive rebound by M. Gasol,23,31
129,2,10:35.0,Loose ball foul by J. Smith (drawn by M. Gasol),,23,31
130,2,10:35.0,M. Gortat enters the game for J. Smith,,23,31
131,2,10:22.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by M. Gasol),23,34
132,2,10:20.0,Washington full timeout,,23,34
133,2,10:20.0,,J. Green enters the game for Z. Randolph,23,34
134,2,10:00.0,T. Burke makes 2-pt jump shot from 13 ft,,25,34
135,2,9:42.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by W. Baldwin),25,37
136,2,9:28.0,T. Burke misses 2-pt jump shot from 18 ft,,25,37
137,2,9:27.0,,Defensive rebound by M. Gasol,25,37
138,2,9:10.0,,A. Harrison makes 3-pt jump shot from 24 ft (assist by W. Baldwin),25,40
139,2,8:58.0,M. Thornton misses 3-pt jump shot from 24 ft,,25,40
140,2,8:57.0,,Defensive rebound by M. Gasol,25,40
141,2,8:40.0,,J. Green misses 3-pt jump shot from 23 ft,25,40
142,2,8:39.0,Defensive rebound by M. Gortat,,25,40
143,2,8:34.0,Personal foul by W. Baldwin (drawn by T. Burke),,25,40
144,2,8:34.0,,J. Ennis enters the game for V. Carter,25,40
145,2,8:34.0,,M. Conley enters the game for A. Harrison,25,40
146,2,8:34.0,J. Wall enters the game for A. Nicholson,,25,40
147,2,8:34.0,B. Beal enters the game for T. Burke,,25,40
148,2,8:34.0,M. Morris enters the game for K. Oubre,,25,40
149,2,8:19.0,B. Beal misses 2-pt jump shot from 9 ft,,25,40
150,2,8:17.0,,Defensive rebound by M. Gasol,25,40
151,2,8:13.0,,W. Baldwin misses 2-pt jump shot from 19 ft,25,40
152,2,8:10.0,Defensive rebound by J. Wall,,25,40
153,2,8:02.0,J. Wall makes 2-pt layup from 2 ft,,27,40
154,2,7:46.0,,J. Ennis misses 3-pt jump shot from 25 ft,27,40
155,2,7:45.0,Defensive rebound by M. Thornton,,27,40
156,2,7:39.0,J. Wall misses 2-pt layup from 2 ft,,27,40
157,2,7:33.0,,Defensive rebound by M. Gasol,27,40
158,2,7:30.0,,M. Conley misses 2-pt jump shot from 5 ft,27,40
159,2,7:28.0,Defensive rebound by M. Gortat,,27,40
160,2,7:21.0,J. Wall misses 2-pt layup from 3 ft,,27,40
161,2,7:19.0,Offensive rebound by M. Thornton,,27,40
162,2,7:19.0,M. Thornton makes 2-pt layup from 3 ft,,29,40
163,2,7:19.0,Technical foul by J. Wall,,29,40
164,2,7:19.0,,M. Conley makes technical free throw,29,41
165,2,7:19.0,,Memphis full timeout,29,41
166,2,7:07.0,,Turnover by J. Green (bad pass),29,41
167,2,6:58.0,M. Morris makes 2-pt layup from 3 ft (assist by J. Wall),,31,41
168,2,6:37.0,,M. Gasol makes 2-pt jump shot from 15 ft (assist by J. Green),31,43
169,2,6:22.0,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),,33,43
170,2,6:03.0,,M. Conley makes 3-pt jump shot from 25 ft,33,46
171,2,5:54.0,Personal foul by M. Conley (drawn by B. Beal),,33,46
172,2,5:54.0,,Z. Randolph enters the game for M. Gasol,33,46
173,2,5:54.0,O. Porter enters the game for M. Thornton,,33,46
174,2,5:54.0,,A. Harrison enters the game for W. Baldwin,33,46
175,2,5:42.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,36,46
176,2,5:21.0,,Turnover by M. Conley (lost ball; steal by J. Wall),36,46
177,2,5:07.0,O. Porter misses 2-pt layup from 1 ft,,36,46
178,2,5:06.0,,Defensive rebound by M. Conley,36,46
179,2,4:54.0,,Z. Randolph misses 3-pt jump shot from 24 ft,36,46
180,2,4:53.0,Defensive rebound by M. Morris,,36,46
181,2,4:42.0,J. Wall makes 2-pt layup from 1 ft,,38,46
182,2,4:31.0,,M. Conley misses 2-pt jump shot from 22 ft,38,46
183,2,4:31.0,,Offensive rebound by Team,38,46
184,2,4:31.0,Loose ball foul by M. Gortat (drawn by Z. Randolph),,38,46
185,2,4:21.0,,Turnover by Z. Randolph (lost ball),38,46
186,2,4:09.0,M. Morris misses 3-pt jump shot from 23 ft,,38,46
187,2,4:09.0,,Defensive rebound by Z. Randolph,38,46
188,2,3:57.0,,Memphis full timeout,38,46
189,2,3:55.0,,Turnover by M. Conley (bad pass; steal by B. Beal),38,46
190,2,3:55.0,Personal take foul by Z. Randolph (drawn by J. Wall),,38,46
191,2,3:42.0,Shooting foul by J. Green (drawn by M. Gortat),,38,46
192,2,3:42.0,M. Gortat makes free throw 1 of 2,,39,46
193,2,3:42.0,M. Gortat makes free throw 2 of 2,,40,46
194,2,3:29.0,,Personal foul by B. Beal (drawn by Z. Randolph),40,46
195,2,3:20.0,,J. Ennis misses 3-pt jump shot from 25 ft,40,46
196,2,3:19.0,Defensive rebound by J. Wall,,40,46
197,2,3:13.0,J. Wall misses 2-pt layup from 2 ft,,40,46
198,2,3:10.0,Offensive rebound by O. Porter,,40,46
199,2,3:10.0,O. Porter makes 2-pt dunk at rim,,42,46
200,2,2:54.0,,Z. Randolph makes 2-pt jump shot from 20 ft (assist by J. Ennis),42,48
201,2,2:41.0,O. Porter makes 2-pt dunk at rim (assist by J. Wall),,44,48
202,2,2:27.0,,J. Green makes 2-pt jump shot from 19 ft (assist by M. Conley),44,50
203,2,2:13.0,Turnover by M. Morris (lost ball),,44,50
204,2,2:13.0,,Memphis full timeout,44,50
205,2,2:13.0,,V. Carter enters the game for J. Ennis,44,50
206,2,2:03.0,,Z. Randolph makes 2-pt jump shot from 21 ft (assist by M. Conley),44,52
207,2,1:39.0,M. Morris makes 2-pt layup from 4 ft (assist by J. Wall),,46,52
208,2,1:28.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by Z. Randolph),46,55
209,2,1:21.0,J. Wall makes 2-pt layup from 1 ft,,48,55
210,2,1:21.0,Shooting foul by J. Green (drawn by J. Wall),,48,55
211,2,1:21.0,J. Smith enters the game for M. Gortat,,48,55
212,2,1:21.0,,M. Gasol enters the game for J. Green,48,55
213,2,1:21.0,J. Wall makes free throw 1 of 1,,49,55
214,2,1:02.0,,A. Harrison misses 3-pt jump shot from 26 ft,49,55
215,2,1:01.0,Defensive rebound by J. Wall,,49,55
216,2,0:58.0,J. Wall makes 2-pt layup from 1 ft,,51,55
217,2,0:58.0,Shooting foul by A. Harrison (drawn by J. Wall),,51,55
218,2,0:58.0,,J. Ennis enters the game for Z. Randolph,51,55
219,2,0:58.0,J. Wall makes free throw 1 of 1,,52,55
220,2,0:40.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by M. Conley),52,58
221,2,0:29.0,J. Smith makes 2-pt jump shot from 21 ft (assist by J. Wall),,54,58
222,2,0:05.0,,J. Ennis misses 3-pt jump shot from 27 ft,54,58
223,2,0:02.0,,Offensive rebound by A. Harrison,54,58
224,3,11:47.0,,J. Martin misses 2-pt layup from 3 ft,54,58
225,3,11:43.0,Defensive rebound by M. Morris,,54,58
226,3,11:27.0,M. Morris makes 2-pt jump shot from 8 ft,,56,58
227,3,11:05.0,,M. Conley misses 2-pt jump shot from 22 ft,56,58
228,3,11:02.0,,Offensive rebound by J. Ennis,56,58
229,3,10:55.0,,M. Conley misses 2-pt layup from 1 ft,56,58
230,3,10:53.0,Defensive rebound by B. Beal,,56,58
231,3,10:33.0,M. Morris makes 2-pt jump shot from 7 ft,,58,58
232,3,10:14.0,,M. Gasol misses 2-pt jump shot from 10 ft,58,58
233,3,10:12.0,Defensive rebound by M. Morris,,58,58
234,3,10:02.0,Washington full timeout,,58,58
235,3,9:48.0,O. Porter misses 3-pt jump shot from 26 ft,,58,58
236,3,9:47.0,Offensive rebound by Team,,58,58
237,3,9:37.0,M. Morris misses 2-pt jump shot from 12 ft,,58,58
238,3,9:35.0,,Defensive rebound by J. Ennis,58,58
239,3,9:17.0,,M. Gasol misses 2-pt jump shot from 16 ft,58,58
240,3,9:16.0,Defensive rebound by M. Morris,,58,58
241,3,9:12.0,Turnover by J. Wall (lost ball; steal by J. Green),,58,58
242,3,9:08.0,,Shooting foul by B. Beal (drawn by J. Martin),58,58
243,3,9:08.0,,J. Martin makes free throw 1 of 2,58,59
244,3,9:08.0,,J. Martin makes free throw 2 of 2,58,60
245,3,8:44.0,O. Porter makes 2-pt jump shot from 14 ft (assist by B. Beal),,60,60
246,3,8:31.0,,Turnover by M. Conley (bad pass; steal by M. Morris),60,60
247,3,8:20.0,B. Beal misses 2-pt jump shot from 20 ft,,60,60
248,3,8:20.0,,Defensive rebound by J. Martin,60,60
249,3,7:59.0,,Shooting foul by M. Gortat (drawn by M. Gasol),60,60
250,3,7:59.0,,M. Gasol makes free throw 1 of 2,60,61
251,3,7:59.0,,M. Gasol makes free throw 2 of 2,60,62
252,3,7:45.0,O. Porter misses 3-pt jump shot from 25 ft,,60,62
253,3,7:44.0,,Defensive rebound by M. Gasol,60,62
254,3,7:32.0,,J. Ennis misses 2-pt layup from 5 ft (block by B. Beal),60,62
255,3,7:31.0,,Offensive rebound by J. Ennis,60,62
256,3,7:31.0,,J. Ennis makes 2-pt layup from 2 ft,60,64
257,3,7:20.0,Shooting foul by J. Martin (drawn by M. Gortat),,60,64
258,3,7:20.0,M. Gortat makes free throw 1 of 2,,61,64
259,3,7:20.0,M. Gortat makes free throw 2 of 2,,62,64
260,3,7:02.0,,M. Gasol makes 2-pt jump shot from 8 ft,62,66
261,3,6:41.0,O. Porter misses 2-pt jump shot from 19 ft,,62,66
262,3,6:39.0,,Defensive rebound by J. Martin,62,66
263,3,6:26.0,,J. Ennis misses 2-pt layup from 4 ft,62,66
264,3,6:24.0,,Offensive rebound by M. Conley,62,66
265,3,6:21.0,,M. Gasol misses 3-pt jump shot from 25 ft,62,66
266,3,6:18.0,Defensive rebound by Team,,62,66
267,3,6:18.0,,V. Carter enters the game for J. Martin,62,66
268,3,6:18.0,,Z. Randolph enters the game for M. Gasol,62,66
269,3,6:03.0,J. Wall makes 2-pt jump shot from 18 ft,,64,66
270,3,5:41.0,,Personal block foul by M. Gortat (drawn by J. Ennis),64,66
271,3,5:41.0,A. Nicholson enters the game for M. Gortat,,64,66
272,3,5:36.0,,Personal foul by J. Wall (drawn by M. Conley),64,66
273,3,5:22.0,,M. Conley misses 2-pt jump shot from 10 ft,64,66
274,3,5:20.0,Defensive rebound by A. Nicholson,,64,66
275,3,5:12.0,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Wall),,67,66
276,3,4:55.0,,J. Green makes 3-pt jump shot from 23 ft (assist by M. Conley),67,69
277,3,4:38.0,Personal foul by J. Ennis (drawn by B. Beal),,67,69
278,3,4:38.0,,A. Harrison enters the game for J. Ennis,67,69
279,3,4:38.0,T. Burke enters the game for J. Wall,,67,69
280,3,4:25.0,Turnover by M. Morris (bad pass; steal by V. Carter),,67,69
281,3,4:16.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by A. Harrison),67,72
282,3,3:53.0,B. Beal misses 3-pt jump shot from 24 ft,,67,72
283,3,3:50.0,,Defensive rebound by Z. Randolph,67,72
284,3,3:44.0,,V. Carter misses 3-pt jump shot from 26 ft,67,72
285,3,3:43.0,Defensive rebound by Team,,67,72
286,3,3:25.0,A. Nicholson misses 3-pt jump shot from 23 ft,,67,72
287,3,3:24.0,,Defensive rebound by Z. Randolph,67,72
288,3,3:19.0,,Turnover by M. Conley (bad pass),67,72
289,3,3:00.0,Turnover by M. Morris (traveling),,67,72
290,3,3:00.0,,W. Baldwin enters the game for M. Conley,67,72
291,3,3:00.0,Violation by Team (jump ball),,67,72
292,3,2:44.0,,Turnover by Z. Randolph (lost ball; steal by A. Nicholson),67,72
293,3,2:41.0,O. Porter makes 2-pt layup from 2 ft,,69,72
294,3,2:41.0,Shooting foul by J. Green (drawn by O. Porter),,69,72
295,3,2:41.0,,Memphis full timeout,69,72
296,3,2:41.0,,J. Martin enters the game for J. Green,69,72
297,3,2:41.0,O. Porter makes free throw 1 of 1,,70,72
298,3,2:19.0,,Z. Randolph makes 2-pt jump shot from 6 ft,70,74
299,3,2:05.0,Shooting foul by A. Harrison (drawn by B. Beal),,70,74
300,3,2:05.0,B. Beal makes free throw 1 of 2,,71,74
301,3,2:05.0,K. Oubre enters the game for O. Porter,,71,74
302,3,2:05.0,B. Beal makes free throw 2 of 2,,72,74
303,3,1:45.0,,Z. Randolph makes 2-pt jump shot from 12 ft (assist by W. Baldwin),72,76
304,3,1:20.0,A. Nicholson makes 2-pt jump shot from 6 ft,,74,76
305,3,1:01.0,,W. Baldwin misses 2-pt jump shot from 4 ft,74,76
306,3,1:00.0,,Offensive rebound by Z. Randolph,74,76
307,3,1:00.0,,Z. Randolph makes 2-pt layup from 3 ft,74,78
308,3,0:52.0,Personal foul by Z. Randolph (drawn by T. Burke),,74,78
309,3,0:52.0,T. Burke misses free throw 1 of 2,,74,78
310,3,0:52.0,Offensive rebound by Team,,74,78
311,3,0:52.0,T. Burke makes free throw 2 of 2,,75,78
312,3,0:32.0,,A. Harrison misses 2-pt layup from 2 ft,75,78
313,3,0:31.0,Defensive rebound by M. Morris,,75,78
314,3,0:25.0,T. Burke misses 2-pt layup from 3 ft,,75,78
315,3,0:24.0,Offensive rebound by A. Nicholson,,75,78
316,3,0:24.0,A. Nicholson makes 2-pt layup from 3 ft,,77,78
317,3,0:01.0,,Z. Randolph misses 2-pt jump shot from 17 ft,77,78
318,3,0:00.0,,Offensive rebound by Team,77,78
319,4,11:40.0,M. Thornton makes 2-pt layup from 2 ft (assist by M. Morris),,79,78
320,4,11:34.0,,A. Harrison makes 2-pt layup from 3 ft (assist by W. Baldwin),79,80
321,4,11:34.0,,Shooting foul by A. Nicholson (drawn by A. Harrison),79,80
322,4,11:34.0,,A. Harrison makes free throw 1 of 1,79,81
323,4,11:30.0,Offensive foul by M. Morris (drawn by W. Baldwin),,79,81
324,4,11:30.0,Turnover by M. Morris (offensive foul),,79,81
325,4,11:20.0,,W. Baldwin misses 2-pt layup from 1 ft (block by T. Burke),79,81
326,4,11:19.0,Defensive rebound by T. Burke,,79,81
327,4,11:19.0,K. Oubre makes 2-pt jump shot from 3 ft (assist by T. Burke),,81,81
328,4,11:19.0,Shooting foul by J. Martin (drawn by K. Oubre),,81,81
329,4,11:19.0,K. Oubre makes free throw 1 of 1,,82,81
330,4,10:59.0,,Z. Randolph misses 2-pt jump shot from 6 ft,82,81
331,4,10:57.0,,Offensive rebound by J. Martin,82,81
332,4,10:57.0,,J. Martin misses 2-pt layup from 3 ft,82,81
333,4,10:55.0,Defensive rebound by M. Thornton,,82,81
334,4,10:52.0,Personal block foul by Z. Randolph (drawn by K. Oubre),,82,81
335,4,10:39.0,Turnover by A. Nicholson (lost ball; steal by W. Baldwin),,82,81
336,4,10:32.0,,J. Martin makes 2-pt layup from 2 ft (assist by A. Harrison),82,83
337,4,10:22.0,Personal foul by A. Harrison (drawn by M. Thornton),,82,83
338,4,10:08.0,M. Thornton misses 2-pt jump shot from 5 ft,,82,83
339,4,10:08.0,Offensive rebound by M. Thornton,,82,83
340,4,10:08.0,Personal foul by V. Carter (drawn by M. Thornton),,82,83
341,4,10:00.0,Shooting foul by A. Harrison (drawn by M. Thornton),,82,83
342,4,10:00.0,M. Thornton misses free throw 1 of 2,,82,83
343,4,10:00.0,Offensive rebound by Team,,82,83
344,4,10:00.0,M. Thornton makes free throw 2 of 2,,83,83
345,4,9:42.0,,A. Harrison misses 2-pt layup from 3 ft,83,83
346,4,9:42.0,,Offensive rebound by Team,83,83
347,4,9:37.0,,Personal foul by A. Nicholson (drawn by J. Martin),83,83
348,4,9:31.0,,W. Baldwin misses 2-pt jump shot from 13 ft,83,83
349,4,9:28.0,Defensive rebound by K. Oubre,,83,83
350,4,9:23.0,Turnover by K. Oubre (lost ball),,83,83
351,4,9:04.0,,Shooting foul by M. Morris (drawn by Z. Randolph),83,83
352,4,9:04.0,,Z. Randolph misses free throw 1 of 2,83,83
353,4,9:04.0,,Offensive rebound by Team,83,83
354,4,9:04.0,,J. Green enters the game for J. Martin,83,83
355,4,9:04.0,M. Gortat enters the game for M. Morris,,83,83
356,4,9:04.0,J. Wall enters the game for T. Burke,,83,83
357,4,9:04.0,,Z. Randolph makes free throw 2 of 2,83,84
358,4,8:46.0,Turnover by J. Wall (bad pass; steal by Z. Randolph),,83,84
359,4,8:30.0,,Turnover by Z. Randolph (traveling),83,84
360,4,8:30.0,Washington full timeout,,83,84
361,4,8:18.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,85,84
362,4,8:03.0,,A. Harrison makes 2-pt layup from 2 ft,85,86
363,4,7:52.0,Washington full timeout,,85,86
364,4,7:42.0,J. Wall makes 2-pt jump shot from 16 ft,,87,86
365,4,7:20.0,,A. Harrison misses 3-pt jump shot from 26 ft,87,86
366,4,7:20.0,Defensive rebound by M. Gortat,,87,86
367,4,7:00.0,A. Nicholson misses 2-pt jump shot from 23 ft,,87,86
368,4,6:59.0,Offensive rebound by M. Gortat,,87,86
369,4,6:50.0,Turnover by J. Wall (lost ball; steal by W. Baldwin),,87,86
370,4,6:46.0,,W. Baldwin misses 2-pt layup from 2 ft (block by J. Wall),87,86
371,4,6:42.0,,Offensive rebound by J. Green,87,86
372,4,6:42.0,,J. Green makes 2-pt dunk at rim,87,88
373,4,6:23.0,J. Wall misses 3-pt jump shot from 25 ft,,87,88
374,4,6:23.0,Offensive rebound by K. Oubre,,87,88
375,4,6:19.0,K. Oubre makes 2-pt layup from 2 ft,,89,88
376,4,5:56.0,,Z. Randolph misses 2-pt jump shot from 16 ft,89,88
377,4,5:56.0,Defensive rebound by M. Thornton,,89,88
378,4,5:44.0,A. Nicholson makes 2-pt hook shot from 4 ft (assist by J. Wall),,91,88
379,4,5:44.0,Shooting foul by J. Green (drawn by A. Nicholson),,91,88
380,4,5:44.0,,Memphis full timeout,91,88
381,4,5:44.0,A. Nicholson misses free throw 1 of 1,,91,88
382,4,5:44.0,O. Porter enters the game for M. Thornton,,91,88
383,4,5:44.0,B. Beal enters the game for K. Oubre,,91,88
384,4,5:44.0,,J. Ennis enters the game for J. Green,91,88
385,4,5:44.0,,M. Gasol enters the game for Z. Randolph,91,88
386,4,5:44.0,,M. Conley enters the game for W. Baldwin,91,88
387,4,5:42.0,,Defensive rebound by J. Ennis,91,88
388,4,5:17.0,,M. Gasol misses 2-pt jump shot from 21 ft,91,88
389,4,5:15.0,Defensive rebound by M. Gortat,,91,88
390,4,5:01.0,J. Wall makes 2-pt jump shot from 16 ft,,93,88
