,QUARTER,TIME_REMAINING,MIAMI_ACTION,WASHINGTON_ACTION,MIAMI_SCORE,WASHINGTON_SCORE
0,1,11:46.0,,M. Gortat misses 2-pt layup from 1 ft,0,0
1,1,11:44.0,Defensive rebound by J. Johnson,,0,0
2,1,11:29.0,Turnover by J. Johnson (bad pass; steal by B. Beal),,0,0
3,1,11:10.0,,K. Oubre misses 3-pt jump shot from 27 ft,0,0
4,1,11:09.0,,Offensive rebound by M. Gortat,0,0
5,1,11:07.0,,M. Gortat makes 2-pt layup from 1 ft,0,2
6,1,10:49.0,Turnover by H. Whiteside (lost ball; steal by J. Wall),,0,2
7,1,10:44.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),0,4
8,1,10:21.0,Shooting foul by M. Gortat (drawn by J. Johnson),,0,4
9,1,10:21.0,J. Johnson makes free throw 1 of 2,,1,4
10,1,10:21.0,J. Johnson makes free throw 2 of 2,,2,4
11,1,10:11.0,,J. Wall misses 2-pt jump shot from 18 ft,2,4
12,1,10:11.0,Defensive rebound by H. Whiteside,,2,4
13,1,10:01.0,G. Dragić misses 2-pt jump shot from 19 ft,,2,4
14,1,10:00.0,,Defensive rebound by K. Oubre,2,4
15,1,9:56.0,,Personal foul by G. Dragić (drawn by J. Wall),2,4
16,1,9:50.0,,B. Beal misses 3-pt jump shot from 27 ft,2,4
17,1,9:50.0,Defensive rebound by J. Johnson,,2,4
18,1,9:42.0,H. Whiteside misses 2-pt jump shot from 10 ft,,2,4
19,1,9:41.0,,Defensive rebound by M. Gortat,2,4
20,1,9:31.0,,J. Wall misses 2-pt jump shot from 6 ft,2,4
21,1,9:30.0,Defensive rebound by H. Whiteside,,2,4
22,1,9:22.0,Def 3 sec tech foul by M. Gortat,,2,4
23,1,9:22.0,G. Dragić makes technical free throw,,3,4
24,1,9:15.0,Turnover by G. Dragić (traveling),,3,4
25,1,9:07.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),3,6
26,1,8:40.0,H. Whiteside makes 2-pt layup from 2 ft (assist by G. Dragić),,5,6
27,1,8:35.0,,J. Wall misses 2-pt layup from 2 ft (block by J. Richardson),5,6
28,1,8:33.0,,Offensive rebound by B. Beal,5,6
29,1,8:26.0,,Turnover by B. Beal (bad pass; steal by G. Dragić),5,6
30,1,8:22.0,J. Richardson misses 3-pt jump shot from 27 ft,,5,6
31,1,8:20.0,,Defensive rebound by M. Gortat,5,6
32,1,8:14.0,,J. Wall makes 2-pt dunk at rim (assist by M. Gortat),5,8
33,1,7:56.0,J. Johnson misses 3-pt jump shot from 25 ft,,5,8
