,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BOSTON_ACTION,CHICAGO_SCORE,BOSTON_SCORE
48,1,5:47.0,J. Butler misses 2-pt jump shot from 5 ft (block by J. Crowder),,12,6
49,1,5:46.0,,Defensive rebound by A. Horford,12,6
50,1,5:40.0,,J. Crowder misses 2-pt jump shot from 5 ft,12,6
51,1,5:39.0,Defensive rebound by D. Wade,,12,6
52,1,5:29.0,D. Wade misses 2-pt jump shot from 5 ft,,12,6
53,1,5:28.0,,Defensive rebound by A. Bradley,12,6
54,1,5:21.0,,Boston full timeout,12,6
55,1,5:18.0,,A. Bradley misses 2-pt jump shot from 21 ft,12,6
56,1,5:16.0,Defensive rebound by D. Wade,,12,6
57,1,5:03.0,J. Butler makes 2-pt layup from 1 ft (assist by R. Lopez),,14,6
58,1,4:41.0,,J. Crowder misses 2-pt layup from 1 ft,14,6
59,1,4:40.0,,Offensive rebound by A. Bradley,14,6
60,1,4:39.0,,A. Bradley makes 2-pt layup from 2 ft,14,8
61,1,4:27.0,Offensive foul by R. Lopez (drawn by A. Horford),,14,8
62,1,4:27.0,Turnover by R. Lopez (offensive foul),,14,8
63,1,4:27.0,C. Felício enters the game for R. Lopez,,14,8
64,1,4:16.0,,A. Horford makes 2-pt layup from 3 ft (assist by M. Smart),14,10
65,1,4:04.0,C. Felício makes 2-pt layup from 3 ft (assist by D. Wade),,16,10
66,1,3:45.0,,A. Bradley misses 3-pt jump shot from 26 ft,16,10
67,1,3:44.0,Defensive rebound by I. Canaan,,16,10
68,1,3:31.0,N. Mirotić misses 3-pt jump shot from 23 ft,,16,10
69,1,3:29.0,,Defensive rebound by I. Thomas,16,10
70,1,3:23.0,,Shooting foul by C. Felício (drawn by I. Thomas),16,10
71,1,3:23.0,,I. Thomas makes free throw 1 of 2,16,11
72,1,3:23.0,,K. Olynyk enters the game for A. Horford,16,11
73,1,3:23.0,B. Portis enters the game for N. Mirotić,,16,11
74,1,3:23.0,P. Zipser enters the game for D. Wade,,16,11
75,1,3:23.0,,I. Thomas makes free throw 2 of 2,16,12
76,1,2:59.0,J. Butler makes 2-pt jump shot from 4 ft,,18,12
77,1,2:42.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by I. Thomas),18,15
78,1,2:24.0,Personal foul by K. Olynyk (drawn by J. Butler),,18,15
79,1,2:24.0,Chicago full timeout,,18,15
80,1,2:24.0,,T. Rozier enters the game for I. Thomas,18,15
81,1,2:24.0,M. Carter-Williams enters the game for I. Canaan,,18,15
82,1,2:13.0,C. Felício misses 2-pt jump shot from 11 ft,,18,15
83,1,2:12.0,,Defensive rebound by K. Olynyk,18,15
84,1,2:00.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by M. Smart),18,18
85,1,1:35.0,C. Felício makes 2-pt layup from 3 ft (assist by J. Butler),,20,18
86,1,1:22.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by M. Smart),20,21
87,1,1:09.0,J. Butler misses 2-pt jump shot from 19 ft,,20,21
88,1,1:08.0,,Defensive rebound by K. Olynyk,20,21
89,1,1:02.0,,A. Bradley makes 2-pt layup from 2 ft (assist by J. Crowder),20,23
90,1,0:52.0,Turnover by J. Butler (bad pass; steal by M. Smart),,20,23
91,1,0:50.0,,Turnover by K. Olynyk (bad pass; steal by C. Felício),20,23
92,1,0:41.0,Turnover by B. Portis (step out of bounds),,20,23
93,1,0:33.0,,K. Olynyk misses 3-pt jump shot from 25 ft,20,23
94,1,0:32.0,,Offensive rebound by Team,20,23
95,1,0:24.0,,T. Rozier misses 2-pt hook shot from 7 ft,20,23
96,1,0:24.0,Defensive rebound by C. Felício,,20,23
97,1,0:02.0,J. Butler misses 2-pt jump shot from 15 ft,,20,23
98,1,0:01.0,,Defensive rebound by J. Crowder,20,23
99,1,0:01.0,,Personal foul by P. Zipser (drawn by J. Crowder),20,23
100,2,11:48.0,B. Portis makes 3-pt jump shot from 24 ft (assist by D. Wade),,23,23
101,2,11:37.0,,Personal foul by P. Zipser (drawn by J. Jerebko),23,23
102,2,11:28.0,,M. Smart misses 3-pt jump shot from 25 ft,23,23
103,2,11:27.0,Defensive rebound by B. Portis,,23,23
104,2,11:20.0,Personal foul by G. Green (drawn by P. Zipser),,23,23
105,2,11:20.0,,I. Thomas enters the game for G. Green,23,23
106,2,11:20.0,I. Canaan enters the game for P. Zipser,,23,23
107,2,11:09.0,D. Wade misses 2-pt hook shot from 4 ft,,23,23
108,2,11:08.0,,Defensive rebound by K. Olynyk,23,23
109,2,11:01.0,,Personal foul by I. Canaan (drawn by I. Thomas),23,23
110,2,10:55.0,,K. Olynyk misses 2-pt layup from 3 ft,23,23
111,2,10:54.0,Defensive rebound by B. Portis,,23,23
112,2,10:53.0,Turnover by B. Portis (lost ball; steal by K. Olynyk),,23,23
113,2,10:51.0,,K. Olynyk makes 2-pt layup from 3 ft,23,25
114,2,10:39.0,Turnover by D. Wade (lost ball; steal by T. Rozier),,23,25
115,2,10:35.0,,T. Rozier makes 2-pt dunk at rim,23,27
116,2,10:35.0,Chicago full timeout,,23,27
117,2,10:16.0,A. Morrow makes 2-pt jump shot from 15 ft,,25,27
118,2,10:01.0,,Personal foul by I. Canaan (drawn by I. Thomas),25,27
119,2,9:54.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by I. Thomas),25,29
120,2,9:44.0,I. Canaan misses 3-pt jump shot from 25 ft,,25,29
121,2,9:43.0,,Defensive rebound by M. Smart,25,29
122,2,9:28.0,,I. Thomas misses 3-pt jump shot from 25 ft,25,29
123,2,9:27.0,Defensive rebound by C. Felício,,25,29
124,2,9:06.0,Shooting foul by J. Jerebko (drawn by A. Morrow),,25,29
125,2,9:06.0,A. Morrow makes free throw 1 of 2,,26,29
126,2,9:06.0,A. Morrow makes free throw 2 of 2,,27,29
127,2,8:50.0,,M. Smart misses 3-pt jump shot from 24 ft,27,29
128,2,8:49.0,Defensive rebound by A. Morrow,,27,29
129,2,8:42.0,Turnover by D. Wade (lost ball; steal by J. Jerebko),,27,29
130,2,8:33.0,,K. Olynyk makes 2-pt jump shot from 5 ft (assist by J. Jerebko),27,31
131,2,8:18.0,A. Morrow makes 2-pt jump shot from 16 ft (assist by D. Wade),,29,31
132,2,7:59.0,,J. Jerebko misses 3-pt jump shot from 24 ft,29,31
133,2,7:58.0,Defensive rebound by A. Morrow,,29,31
134,2,7:44.0,I. Canaan makes 2-pt jump shot from 7 ft (assist by D. Wade),,31,31
135,2,7:29.0,,Shooting foul by A. Morrow (drawn by K. Olynyk),31,31
136,2,7:29.0,,K. Olynyk makes free throw 1 of 2,31,32
137,2,7:29.0,,A. Horford enters the game for J. Jerebko,31,32
138,2,7:29.0,R. Lopez enters the game for C. Felício,,31,32
139,2,7:29.0,J. Butler enters the game for B. Portis,,31,32
140,2,7:29.0,,A. Bradley enters the game for T. Rozier,31,32
141,2,7:29.0,,K. Olynyk makes free throw 2 of 2,31,33
142,2,7:13.0,D. Wade misses 2-pt jump shot from 8 ft (block by M. Smart),,31,33
143,2,7:12.0,Offensive rebound by D. Wade,,31,33
144,2,7:10.0,D. Wade misses 2-pt jump shot from 16 ft,,31,33
145,2,7:09.0,,Defensive rebound by I. Thomas,31,33
146,2,6:57.0,,M. Smart misses 3-pt jump shot from 25 ft,31,33
147,2,6:55.0,,Offensive rebound by Team,31,33
148,2,6:51.0,,K. Olynyk misses 3-pt jump shot from 23 ft,31,33
149,2,6:50.0,,Offensive rebound by A. Bradley,31,33
150,2,6:50.0,,A. Bradley makes 2-pt layup from 2 ft,31,35
151,2,6:24.0,Shooting foul by A. Horford (drawn by D. Wade),,31,35
152,2,6:24.0,D. Wade makes free throw 1 of 2,,32,35
153,2,6:24.0,D. Wade makes free throw 2 of 2,,33,35
154,2,6:06.0,,A. Bradley misses 3-pt jump shot from 25 ft,33,35
155,2,6:05.0,Defensive rebound by R. Lopez,,33,35
156,2,5:59.0,I. Canaan makes 2-pt layup from 3 ft (assist by A. Morrow),,35,35
157,2,5:56.0,,Offensive foul by I. Thomas (drawn by I. Canaan),35,35
158,2,5:56.0,,Turnover by I. Thomas (offensive foul),35,35
159,2,5:56.0,Official timeout,,35,35
160,2,5:56.0,,T. Rozier enters the game for I. Thomas,35,35
161,2,5:56.0,,J. Crowder enters the game for K. Olynyk,35,35
162,2,5:56.0,N. Mirotić enters the game for D. Wade,,35,35
163,2,5:56.0,P. Zipser enters the game for I. Canaan,,35,35
164,2,5:42.0,Shooting foul by A. Horford (drawn by R. Lopez),,35,35
165,2,5:42.0,R. Lopez makes free throw 1 of 2,,36,35
166,2,5:42.0,R. Lopez makes free throw 2 of 2,,37,35
167,2,5:17.0,,A. Bradley makes 2-pt jump shot from 6 ft (assist by A. Horford),37,37
168,2,4:51.0,P. Zipser makes 3-pt jump shot from 27 ft (assist by R. Lopez),,40,37
169,2,4:28.0,,T. Rozier makes 3-pt jump shot from 24 ft (assist by A. Horford),40,40
170,2,4:14.0,A. Morrow makes 2-pt layup from 2 ft (assist by J. Butler),,42,40
171,2,4:14.0,Violation by Team (jump ball),,42,40
172,2,3:57.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by J. Crowder),42,43
173,2,3:31.0,A. Morrow misses 2-pt layup from 2 ft (block by J. Crowder),,42,43
174,2,3:30.0,,Defensive rebound by T. Rozier,42,43
175,2,3:29.0,,A. Bradley makes 2-pt layup from 2 ft (assist by T. Rozier),42,45
176,2,3:29.0,Chicago full timeout,,42,45
177,2,3:29.0,D. Wade enters the game for A. Morrow,,42,45
178,2,3:18.0,Shooting foul by T. Rozier (drawn by J. Butler),,42,45
179,2,3:18.0,J. Butler makes 2-pt layup from 2 ft (assist by R. Lopez),,44,45
180,2,3:18.0,J. Butler misses free throw 1 of 1,,44,45
181,2,3:18.0,,Defensive rebound by A. Bradley,44,45
182,2,2:59.0,,J. Crowder misses 3-pt jump shot from 25 ft,44,45
183,2,2:58.0,Defensive rebound by J. Butler,,44,45
184,2,2:44.0,J. Butler makes 2-pt jump shot from 18 ft,,46,45
185,2,2:23.0,,T. Rozier misses 2-pt layup from 4 ft (block by R. Lopez),46,45
186,2,2:22.0,,Offensive rebound by Team,46,45
187,2,2:22.0,,Boston full timeout,46,45
188,2,2:22.0,,I. Thomas enters the game for T. Rozier,46,45
189,2,2:22.0,I. Canaan enters the game for P. Zipser,,46,45
190,2,2:18.0,,A. Bradley makes 2-pt jump shot from 13 ft (assist by M. Smart),46,47
191,2,2:02.0,Turnover by R. Lopez (bad pass; steal by A. Bradley),,46,47
192,2,1:51.0,,J. Crowder misses 2-pt layup from 2 ft (block by R. Lopez),46,47
193,2,1:49.0,,Offensive rebound by J. Crowder,46,47
194,2,1:46.0,,J. Crowder makes 2-pt jump shot from 10 ft,46,49
195,2,1:32.0,I. Canaan misses 2-pt jump shot from 8 ft,,46,49
196,2,1:32.0,,Defensive rebound by M. Smart,46,49
197,2,1:22.0,,A. Bradley misses 2-pt layup from 2 ft (block by D. Wade),46,49
198,2,1:19.0,Defensive rebound by N. Mirotić,,46,49
199,2,1:08.0,D. Wade misses 2-pt layup from 1 ft,,46,49
200,2,1:07.0,Offensive rebound by D. Wade,,46,49
201,2,1:07.0,D. Wade makes 2-pt layup from 2 ft,,48,49
202,2,0:47.0,,M. Smart misses 3-pt jump shot from 25 ft,48,49
203,2,0:46.0,,Offensive rebound by A. Horford,48,49
204,2,0:43.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Horford),48,52
205,2,0:18.0,I. Canaan makes 2-pt layup from 2 ft,,50,52
206,2,0:02.0,,I. Thomas misses 3-pt jump shot from 25 ft,50,52
207,2,0:01.0,Defensive rebound by N. Mirotić,,50,52
208,3,11:38.0,R. Lopez makes 2-pt hook shot from 9 ft (assist by D. Wade),,52,52
209,3,11:22.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by I. Thomas),52,55
210,3,11:06.0,I. Canaan misses 3-pt jump shot from 27 ft,,52,55
211,3,11:05.0,,Defensive rebound by A. Bradley,52,55
212,3,10:53.0,,I. Thomas misses 3-pt jump shot from 26 ft,52,55
213,3,10:52.0,Defensive rebound by D. Wade,,52,55
214,3,10:40.0,R. Lopez makes 2-pt jump shot from 11 ft (assist by D. Wade),,54,55
215,3,10:26.0,,I. Thomas makes 2-pt layup from 2 ft,54,57
216,3,10:07.0,,Violation by G. Green (kicked ball),54,57
217,3,9:53.0,J. Butler misses 2-pt jump shot from 21 ft,,54,57
218,3,9:52.0,Offensive rebound by R. Lopez,,54,57
219,3,9:46.0,R. Lopez makes 2-pt hook shot from 5 ft,,56,57
220,3,9:33.0,,Shooting foul by N. Mirotić (drawn by I. Thomas),56,57
221,3,9:33.0,,I. Thomas makes free throw 1 of 2,56,58
222,3,9:33.0,,I. Thomas makes free throw 2 of 2,56,59
223,3,9:16.0,R. Lopez misses 2-pt jump shot from 7 ft,,56,59
224,3,9:15.0,,Defensive rebound by Team,56,59
225,3,9:03.0,,I. Thomas makes 2-pt layup from 2 ft,56,61
226,3,8:50.0,N. Mirotić misses 3-pt jump shot from 28 ft,,56,61
227,3,8:49.0,,Defensive rebound by J. Crowder,56,61
228,3,8:39.0,,I. Thomas misses 3-pt jump shot from 26 ft,56,61
229,3,8:38.0,Defensive rebound by D. Wade,,56,61
230,3,8:30.0,D. Wade makes 2-pt jump shot from 23 ft,,58,61
231,3,8:10.0,,A. Horford makes 2-pt layup from 2 ft (assist by A. Bradley),58,63
232,3,8:01.0,,Violation by J. Crowder (kicked ball),58,63
233,3,7:49.0,N. Mirotić misses 3-pt jump shot from 23 ft,,58,63
234,3,7:48.0,,Defensive rebound by A. Horford,58,63
235,3,7:36.0,,A. Bradley misses 2-pt jump shot from 21 ft,58,63
236,3,7:35.0,Defensive rebound by D. Wade,,58,63
237,3,7:18.0,D. Wade makes 3-pt jump shot from 25 ft (assist by J. Butler),,61,63
238,3,6:57.0,,J. Crowder misses 3-pt jump shot from 24 ft,61,63
239,3,6:57.0,Defensive rebound by J. Butler,,61,63
240,3,6:45.0,I. Canaan makes 3-pt jump shot from 27 ft (assist by J. Butler),,64,63
241,3,6:31.0,,Personal foul by I. Canaan (drawn by I. Thomas),64,63
242,3,6:21.0,,A. Bradley makes 2-pt layup from 2 ft (assist by A. Horford),64,65
243,3,6:09.0,D. Wade misses 3-pt jump shot from 25 ft,,64,65
244,3,6:07.0,Offensive rebound by R. Lopez,,64,65
245,3,6:04.0,Personal foul by J. Crowder (drawn by J. Butler),,64,65
246,3,6:04.0,,M. Smart enters the game for G. Green,64,65
247,3,5:49.0,I. Canaan misses 3-pt jump shot from 23 ft,,64,65
248,3,5:48.0,,Defensive rebound by Team,64,65
249,3,5:48.0,,Boston full timeout,64,65
250,3,5:32.0,,I. Thomas misses 2-pt jump shot from 19 ft,64,65
251,3,5:31.0,Defensive rebound by N. Mirotić,,64,65
252,3,5:14.0,D. Wade makes 2-pt layup from 2 ft (assist by N. Mirotić),,66,65
253,3,4:49.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by M. Smart),66,68
254,3,4:27.0,R. Lopez makes 2-pt jump shot from 7 ft (assist by J. Butler),,68,68
255,3,4:12.0,,A. Horford misses 3-pt jump shot from 25 ft,68,68
256,3,4:11.0,Defensive rebound by D. Wade,,68,68
257,3,4:02.0,D. Wade misses 2-pt layup from 1 ft,,68,68
258,3,4:01.0,,Defensive rebound by M. Smart,68,68
259,3,4:00.0,,Personal foul by R. Lopez (drawn by M. Smart),68,68
260,3,4:00.0,P. Zipser enters the game for D. Wade,,68,68
261,3,4:00.0,,T. Rozier enters the game for I. Thomas,68,68
262,3,4:00.0,A. Morrow enters the game for I. Canaan,,68,68
263,3,3:42.0,,M. Smart makes 2-pt layup from 2 ft,68,70
264,3,3:26.0,R. Lopez makes 2-pt jump shot from 21 ft (assist by A. Morrow),,70,70
265,3,3:07.0,,T. Rozier misses 3-pt jump shot from 24 ft,70,70
266,3,3:05.0,,Offensive rebound by A. Horford,70,70
267,3,3:03.0,,A. Horford misses 2-pt layup from 2 ft (block by J. Butler),70,70
268,3,3:02.0,Defensive rebound by R. Lopez,,70,70
269,3,2:44.0,J. Butler makes 3-pt jump shot from 25 ft (assist by R. Lopez),,73,70
270,3,2:29.0,,A. Bradley makes 2-pt layup from 3 ft (assist by A. Horford),73,72
271,3,2:10.0,P. Zipser misses 3-pt jump shot from 25 ft,,73,72
272,3,2:09.0,,Defensive rebound by J. Crowder,73,72
273,3,1:54.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by M. Smart),73,75
274,3,1:54.0,Chicago full timeout,,73,75
275,3,1:54.0,C. Felício enters the game for R. Lopez,,73,75
276,3,1:38.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by C. Felício),,76,75
277,3,1:20.0,,A. Bradley misses 3-pt jump shot from 24 ft,76,75
278,3,1:20.0,Defensive rebound by J. Butler,,76,75
279,3,1:03.0,P. Zipser makes 2-pt jump shot from 21 ft (assist by C. Felício),,78,75
280,3,0:41.0,,A. Horford misses 2-pt jump shot from 4 ft,78,75
281,3,0:40.0,,Offensive rebound by J. Crowder,78,75
282,3,0:39.0,,Shooting foul by C. Felício (drawn by J. Crowder),78,75
283,3,0:39.0,,J. Crowder makes free throw 1 of 2,78,76
284,3,0:39.0,,K. Olynyk enters the game for A. Horford,78,76
285,3,0:39.0,,J. Crowder makes free throw 2 of 2,78,77
286,3,0:26.0,J. Butler misses 2-pt jump shot from 19 ft,,78,77
287,3,0:24.0,,Defensive rebound by K. Olynyk,78,77
288,3,0:07.0,,Shooting block foul by P. Zipser (drawn by J. Crowder),78,77
289,3,0:07.0,,J. Crowder makes free throw 1 of 2,78,78
290,3,0:07.0,D. Wade enters the game for C. Felício,,78,78
291,3,0:07.0,,J. Crowder makes free throw 2 of 2,78,79
292,3,0:01.0,J. Butler makes 3-pt jump shot from 28 ft,,81,79
293,4,11:49.0,,I. Thomas misses 3-pt jump shot from 24 ft,81,79
294,4,11:48.0,Defensive rebound by Team,,81,79
295,4,11:48.0,,Loose ball foul by K. Olynyk (drawn by D. Wade),81,79
296,4,11:29.0,D. Wade misses 2-pt jump shot from 19 ft,,81,79
297,4,11:28.0,,Defensive rebound by T. Rozier,81,79
298,4,11:12.0,,T. Rozier misses 2-pt jump shot from 22 ft,81,79
299,4,11:11.0,Defensive rebound by N. Mirotić,,81,79
300,4,11:01.0,Turnover by I. Canaan (bad pass),,81,79
301,4,10:44.0,,J. Jerebko makes 2-pt dunk at rim (assist by M. Smart),81,81
302,4,10:29.0,C. Felício makes 2-pt layup from 1 ft (assist by D. Wade),,83,81
303,4,10:20.0,,I. Thomas makes 2-pt jump shot from 8 ft,83,83
304,4,10:20.0,,Shooting foul by A. Morrow (drawn by I. Thomas),83,83
305,4,10:20.0,,I. Thomas makes free throw 1 of 1,83,84
306,4,10:09.0,Shooting foul by M. Smart (drawn by D. Wade),,83,84
307,4,10:09.0,D. Wade makes free throw 1 of 2,,84,84
308,4,10:09.0,D. Wade makes free throw 2 of 2,,85,84
309,4,9:55.0,,K. Olynyk misses 3-pt jump shot from 24 ft,85,84
310,4,9:54.0,Defensive rebound by C. Felício,,85,84
311,4,9:46.0,Turnover by D. Wade (bad pass; steal by J. Jerebko),,85,84
312,4,9:40.0,,I. Thomas makes 2-pt layup from 3 ft (assist by T. Rozier),85,86
313,4,9:27.0,Turnover by D. Wade (lost ball),,85,86
314,4,9:27.0,Chicago full timeout,,85,86
315,4,9:27.0,,A. Bradley enters the game for T. Rozier,85,86
316,4,9:27.0,J. Butler enters the game for A. Morrow,,85,86
317,4,9:15.0,,J. Jerebko misses 2-pt dunk from 3 ft,85,86
318,4,9:14.0,Defensive rebound by J. Butler,,85,86
319,4,8:59.0,D. Wade misses 3-pt jump shot from 25 ft,,85,86
320,4,8:58.0,,Defensive rebound by I. Thomas,85,86
321,4,8:39.0,,M. Smart misses 2-pt jump shot from 19 ft,85,86
322,4,8:38.0,Defensive rebound by C. Felício,,85,86
323,4,8:24.0,Turnover by C. Felício (3 sec),,85,86
324,4,8:24.0,B. Portis enters the game for N. Mirotić,,85,86
325,4,8:09.0,,K. Olynyk makes 2-pt jump shot from 5 ft,85,88
326,4,8:09.0,,Shooting foul by C. Felício (drawn by K. Olynyk),85,88
327,4,8:09.0,P. Zipser enters the game for D. Wade,,85,88
328,4,8:09.0,R. Lopez enters the game for C. Felício,,85,88
329,4,8:09.0,,A. Horford enters the game for J. Jerebko,85,88
330,4,8:09.0,,K. Olynyk makes free throw 1 of 1,85,89
331,4,7:56.0,Personal foul by I. Thomas (drawn by J. Butler),,85,89
332,4,7:56.0,Turnover by J. Butler (bad pass; steal by A. Horford),,85,89
333,4,7:53.0,,A. Horford makes 2-pt dunk at rim,85,91
334,4,7:22.0,I. Canaan makes 2-pt jump shot from 7 ft,,87,91
335,4,7:06.0,,I. Thomas misses 3-pt jump shot from 25 ft,87,91
336,4,7:05.0,Defensive rebound by P. Zipser,,87,91
337,4,6:53.0,B. Portis misses 3-pt jump shot from 25 ft,,87,91
338,4,6:51.0,,Defensive rebound by A. Bradley,87,91
339,4,6:30.0,,Turnover by A. Horford (bad pass; steal by I. Canaan),87,91
340,4,6:27.0,,Violation by A. Bradley (def goaltending),87,91
341,4,6:27.0,I. Canaan makes 2-pt layup at rim,,89,91
342,4,6:14.0,,A. Horford makes 2-pt layup from 2 ft (assist by I. Thomas),89,93
343,4,6:14.0,,Shooting foul by P. Zipser (drawn by A. Horford),89,93
344,4,6:14.0,,J. Crowder enters the game for M. Smart,89,93
345,4,6:14.0,D. Wade enters the game for P. Zipser,,89,93
346,4,6:14.0,,A. Horford makes free throw 1 of 1,89,94
347,4,5:58.0,B. Portis misses 3-pt jump shot from 23 ft,,89,94
348,4,5:55.0,,Defensive rebound by I. Thomas,89,94
349,4,5:54.0,,Personal foul by B. Portis (drawn by I. Thomas),89,94
350,4,5:54.0,Official timeout,,89,94
351,4,5:54.0,N. Mirotić enters the game for B. Portis,,89,94
352,4,5:39.0,,I. Thomas makes 2-pt jump shot from 13 ft (assist by A. Horford),89,96
353,4,5:17.0,J. Butler misses 2-pt jump shot from 9 ft,,89,96
354,4,5:16.0,,Defensive rebound by A. Horford,89,96
355,4,5:15.0,,Personal foul by R. Lopez (drawn by A. Horford),89,96
356,4,5:15.0,,A. Horford makes free throw 1 of 2,89,97
357,4,5:15.0,,A. Horford makes free throw 2 of 2,89,98
358,4,5:02.0,I. Canaan misses 3-pt jump shot from 25 ft,,89,98
359,4,5:01.0,,Defensive rebound by Team,89,98
360,4,4:52.0,,Shooting foul by N. Mirotić (drawn by I. Thomas),89,98
361,4,4:52.0,Technical foul by D. Wade,,89,98
362,4,4:52.0,,I. Thomas makes technical free throw,89,99
363,4,4:52.0,,I. Thomas makes free throw 1 of 2,89,100
364,4,4:52.0,,I. Thomas makes free throw 2 of 2,89,101
365,4,4:43.0,Personal foul by A. Bradley (drawn by N. Mirotić),,89,101
366,4,4:31.0,Turnover by I. Canaan (lost ball; steal by J. Crowder),,89,101
367,4,4:26.0,,A. Bradley misses 2-pt dunk at rim,89,101
368,4,4:25.0,,Offensive rebound by J. Crowder,89,101
369,4,4:24.0,,J. Crowder misses 2-pt layup from 3 ft (block by R. Lopez),89,101
370,4,4:22.0,,Offensive rebound by K. Olynyk,89,101
371,4,4:20.0,,Personal foul by R. Lopez (drawn by A. Horford),89,101
372,4,4:20.0,,A. Horford makes free throw 1 of 2,89,102
373,4,4:20.0,Technical foul by R. Lopez,,89,102
374,4,4:20.0,,I. Thomas makes technical free throw,89,103
375,4,4:20.0,P. Zipser enters the game for R. Lopez,,89,102
376,4,4:20.0,,A. Horford makes free throw 2 of 2,89,104
377,4,4:12.0,Personal foul by J. Crowder (drawn by D. Wade),,89,104
378,4,4:12.0,D. Wade makes free throw 1 of 2,,90,104
379,4,4:12.0,D. Wade makes free throw 2 of 2,,91,104
380,4,3:50.0,,J. Crowder misses 3-pt jump shot from 25 ft,91,104
381,4,3:49.0,Defensive rebound by P. Zipser,,91,104
382,4,3:39.0,J. Butler misses 3-pt jump shot from 25 ft,,91,104
383,4,3:38.0,,Defensive rebound by Team,91,104
384,4,3:12.0,,A. Bradley misses 2-pt jump shot from 12 ft,91,104
