,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,BROOKLYN_ACTION,WASHINGTON_SCORE,BROOKLYN_SCORE
99,2,10:53.0,M. Thornton misses 2-pt jump shot from 7 ft,,31,34
100,2,10:52.0,Offensive rebound by M. Thornton,,31,34
101,2,10:51.0,M. Thornton misses 2-pt hook shot from 4 ft,,31,34
102,2,10:50.0,,Defensive rebound by R. Hollis-Jefferson,31,34
103,2,10:41.0,,A. Bennett makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),31,37
104,2,10:24.0,T. Burke makes 2-pt jump shot from 15 ft,,33,37
105,2,10:15.0,,A. Bennett makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),33,40
106,2,9:47.0,M. Thornton makes 2-pt layup from 2 ft,,35,40
107,2,9:31.0,,I. Whitehead misses 2-pt layup from 2 ft,35,40
108,2,9:30.0,Defensive rebound by K. Oubre,,35,40
109,2,9:19.0,K. Oubre misses 2-pt jump shot from 19 ft,,35,40
110,2,9:18.0,,Defensive rebound by J. Hamilton,35,40
111,2,9:10.0,,B. Bogdanović makes 2-pt layup from 2 ft,35,42
112,2,9:03.0,Washington full timeout,,35,42
113,2,9:03.0,B. Beal enters the game for K. Oubre,,35,42
114,2,8:45.0,A. Nicholson misses 2-pt hook shot from 11 ft,,35,42
115,2,8:44.0,,Defensive rebound by B. Bogdanović,35,42
116,2,8:34.0,,J. Hamilton makes 2-pt dunk at rim (assist by R. Hollis-Jefferson),35,44
117,2,8:26.0,Personal foul by B. Bogdanović (drawn by M. Thornton),,35,44
118,2,8:20.0,Offensive foul by M. Morris (drawn by I. Whitehead),,35,44
119,2,8:20.0,Turnover by M. Morris (offensive foul),,35,44
120,2,8:09.0,,B. Bogdanović misses 2-pt layup from 2 ft,35,44
121,2,8:08.0,Defensive rebound by M. Morris,,35,44
122,2,7:58.0,T. Burke makes 3-pt jump shot from 25 ft (assist by A. Nicholson),,38,44
123,2,7:47.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,38,44
124,2,7:46.0,Defensive rebound by B. Beal,,38,44
125,2,7:37.0,A. Nicholson misses 3-pt jump shot from 25 ft,,38,44
126,2,7:36.0,Offensive rebound by M. Thornton,,38,44
127,2,7:23.0,M. Thornton makes 3-pt jump shot from 25 ft,,41,44
128,2,7:01.0,,Turnover by A. Bennett (bad pass; steal by M. Thornton),41,44
129,2,6:55.0,T. Burke makes 3-pt jump shot from 23 ft (assist by B. Beal),,44,44
130,2,6:54.0,,Brooklyn full timeout,44,44
131,2,6:54.0,,B. Lopez enters the game for J. Hamilton,44,44
132,2,6:54.0,,S. Kilpatrick enters the game for I. Whitehead,44,44
133,2,6:34.0,,B. Bogdanović misses 2-pt jump shot from 5 ft (block by M. Thornton),44,44
134,2,6:33.0,Defensive rebound by M. Thornton,,44,44
135,2,6:29.0,M. Thornton misses 2-pt layup from 2 ft,,44,44
136,2,6:28.0,Offensive rebound by B. Beal,,44,44
137,2,6:25.0,B. Beal misses 2-pt layup from 1 ft,,44,44
138,2,6:23.0,,Defensive rebound by B. Bogdanović,44,44
139,2,6:19.0,,B. Lopez makes 2-pt dunk at rim (assist by S. Kilpatrick),44,46
140,2,6:01.0,M. Morris makes 2-pt jump shot from 6 ft,,46,46
141,2,5:50.0,,Shooting foul by A. Nicholson (drawn by B. Lopez),46,46
142,2,5:50.0,,B. Lopez makes free throw 1 of 2,46,47
143,2,5:50.0,,J. Harris enters the game for B. Bogdanović,46,47
144,2,5:50.0,,R. Foye enters the game for R. Hollis-Jefferson,46,47
145,2,5:50.0,J. Wall enters the game for T. Burke,,46,47
146,2,5:50.0,,B. Lopez makes free throw 2 of 2,46,48
147,2,5:35.0,M. Thornton misses 3-pt jump shot from 22 ft,,46,48
148,2,5:34.0,,Defensive rebound by S. Kilpatrick,46,48
149,2,5:25.0,,S. Kilpatrick misses 2-pt jump shot from 9 ft,46,48
150,2,5:24.0,,Offensive rebound by S. Kilpatrick,46,48
151,2,5:20.0,,J. Harris misses 3-pt jump shot from 28 ft,46,48
152,2,5:19.0,,Offensive rebound by A. Bennett,46,48
153,2,5:15.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by A. Bennett),46,51
154,2,4:57.0,Def 3 sec tech foul by A. Bennett,,46,51
155,2,4:57.0,B. Beal misses technical free throw,,46,51
156,2,4:57.0,Offensive rebound by Team,,46,51
157,2,4:57.0,M. Gortat enters the game for A. Nicholson,,46,51
158,2,4:57.0,,T. Booker enters the game for A. Bennett,46,51
159,2,4:47.0,M. Gortat misses 2-pt jump shot from 17 ft,,46,51
160,2,4:45.0,,Defensive rebound by J. Harris,46,51
161,2,4:36.0,,Turnover by R. Foye (bad pass; steal by J. Wall),46,51
162,2,4:31.0,J. Wall makes 2-pt layup from 2 ft,,48,51
163,2,4:25.0,,T. Booker makes 2-pt dunk at rim (assist by J. Harris),48,53
164,2,4:09.0,Turnover by B. Beal (bad pass; steal by J. Harris),,48,53
165,2,4:00.0,,Personal foul by M. Morris (drawn by J. Harris),48,53
166,2,4:00.0,Technical foul by M. Morris,,48,53
167,2,4:00.0,,S. Kilpatrick makes technical free throw,48,54
168,2,3:51.0,,R. Foye makes 2-pt layup from 3 ft (assist by S. Kilpatrick),48,56
169,2,3:39.0,Turnover by J. Wall (bad pass; steal by T. Booker),,48,56
170,2,3:35.0,,S. Kilpatrick makes 2-pt layup from 2 ft (assist by T. Booker),48,58
171,2,3:33.0,Washington full timeout,,48,58
172,2,3:33.0,T. Satoranský enters the game for M. Morris,,48,58
173,2,3:33.0,O. Porter enters the game for M. Thornton,,48,58
174,2,3:18.0,T. Satoranský misses 2-pt jump shot from 20 ft,,48,58
175,2,3:17.0,,Defensive rebound by R. Foye,48,58
176,2,3:11.0,,R. Foye makes 3-pt jump shot from 25 ft,48,61
177,2,2:58.0,J. Wall misses 2-pt layup from 3 ft (block by B. Lopez),,48,61
178,2,2:57.0,,Defensive rebound by R. Foye,48,61
179,2,2:49.0,,R. Foye misses 3-pt jump shot from 24 ft,48,61
180,2,2:48.0,,Offensive rebound by B. Lopez,48,61
181,2,2:41.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by R. Foye),48,64
182,2,2:10.0,M. Gortat misses 2-pt jump shot from 19 ft,,48,64
183,2,2:09.0,,Defensive rebound by J. Harris,48,64
184,2,1:55.0,,B. Lopez misses 3-pt jump shot from 28 ft,48,64
185,2,1:54.0,Defensive rebound by B. Beal,,48,64
186,2,1:47.0,B. Beal misses 2-pt jump shot from 9 ft,,48,64
187,2,1:46.0,,Defensive rebound by R. Foye,48,64
188,2,1:40.0,,Offensive foul by S. Kilpatrick (drawn by J. Wall),48,64
189,2,1:40.0,,Turnover by S. Kilpatrick (offensive foul),48,64
190,2,1:40.0,Official timeout,,48,64
191,2,1:29.0,B. Beal makes 2-pt jump shot from 21 ft,,50,64
192,2,1:07.0,,B. Lopez misses 2-pt layup from 2 ft,50,64
193,2,1:06.0,,Offensive rebound by T. Booker,50,64
194,2,0:57.0,,S. Kilpatrick misses 3-pt jump shot from 23 ft,50,64
195,2,0:56.0,,Offensive rebound by T. Booker,50,64
196,2,0:50.0,,R. Foye misses 3-pt jump shot from 24 ft,50,64
197,2,0:49.0,,Offensive rebound by B. Lopez,50,64
198,2,0:47.0,,B. Lopez misses 2-pt layup from 1 ft (block by M. Gortat),50,64
199,2,0:45.0,,Offensive rebound by B. Lopez,50,64
200,2,0:43.0,,S. Kilpatrick makes 2-pt layup from 2 ft (assist by B. Lopez),50,66
201,2,0:32.0,Shooting foul by B. Lopez (drawn by B. Beal),,50,66
202,2,0:32.0,B. Beal misses free throw 1 of 2,,50,66
203,2,0:32.0,Offensive rebound by Team,,50,66
204,2,0:32.0,B. Beal makes free throw 2 of 2,,51,66
205,2,0:08.0,,R. Foye misses 2-pt jump shot from 7 ft,51,66
206,2,0:07.0,Defensive rebound by M. Gortat,,51,66
207,2,0:01.0,J. Wall misses 3-pt jump shot from 27 ft (block by T. Booker),,51,66
208,2,0:00.0,Offensive rebound by Team,,51,66
209,3,11:46.0,B. Beal misses 2-pt layup from 3 ft (block by B. Lopez),,51,66
210,3,11:44.0,,Defensive rebound by I. Whitehead,51,66
211,3,11:41.0,,Turnover by B. Bogdanović (traveling),51,66
212,3,11:29.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,53,66
213,3,11:05.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,53,66
214,3,11:04.0,,Offensive rebound by Team,53,66
215,3,11:03.0,,Turnover by Team (shot clock),53,66
216,3,10:49.0,M. Morris makes 2-pt jump shot from 12 ft (assist by J. Wall),,55,66
217,3,10:37.0,,B. Bogdanović misses 2-pt layup from 2 ft,55,66
218,3,10:36.0,Defensive rebound by M. Gortat,,55,66
219,3,10:16.0,Shooting block foul by I. Whitehead (drawn by M. Morris),,55,66
220,3,10:16.0,M. Morris makes free throw 1 of 2,,56,66
221,3,10:16.0,M. Morris makes free throw 2 of 2,,57,66
222,3,9:56.0,,B. Lopez misses 2-pt jump shot from 13 ft,57,66
223,3,9:55.0,Defensive rebound by M. Morris,,57,66
224,3,9:48.0,M. Morris misses 2-pt layup from 2 ft,,57,66
225,3,9:47.0,Offensive rebound by M. Gortat,,57,66
226,3,9:46.0,M. Gortat misses 2-pt layup from 2 ft,,57,66
227,3,9:45.0,,Defensive rebound by I. Whitehead,57,66
228,3,9:40.0,,I. Whitehead misses 2-pt jump shot from 19 ft,57,66
229,3,9:39.0,Defensive rebound by Team,,57,66
230,3,9:39.0,,Loose ball foul by B. Lopez (drawn by M. Gortat),57,66
231,3,9:33.0,Shooting foul by B. Lopez (drawn by J. Wall),,57,66
232,3,9:33.0,J. Wall makes free throw 1 of 2,,58,66
233,3,9:33.0,J. Wall makes free throw 2 of 2,,59,66
234,3,9:23.0,,Turnover by S. Kilpatrick (bad pass; steal by O. Porter),59,66
235,3,9:20.0,O. Porter makes 2-pt dunk at rim,,61,66
236,3,9:20.0,,Brooklyn full timeout,61,66
237,3,9:05.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,61,66
238,3,9:04.0,,Offensive rebound by T. Booker,61,66
239,3,8:52.0,,I. Whitehead misses 2-pt layup from 1 ft,61,66
240,3,8:52.0,Defensive rebound by M. Gortat,,61,66
241,3,8:46.0,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),,64,66
242,3,8:29.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by B. Lopez),64,68
243,3,8:18.0,O. Porter misses 2-pt jump shot from 4 ft (block by B. Lopez),,64,68
244,3,8:16.0,,Defensive rebound by T. Booker,64,68
245,3,8:10.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by I. Whitehead),64,70
246,3,8:09.0,Washington full timeout,,64,70
247,3,8:09.0,,R. Foye enters the game for I. Whitehead,64,70
248,3,7:57.0,B. Beal makes 2-pt jump shot from 17 ft (assist by J. Wall),,66,70
249,3,7:43.0,,R. Foye makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),66,73
250,3,7:34.0,Shooting foul by T. Booker (drawn by M. Morris),,66,73
251,3,7:34.0,M. Morris makes free throw 1 of 2,,67,73
252,3,7:34.0,M. Morris makes free throw 2 of 2,,68,73
253,3,7:22.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,68,73
254,3,7:21.0,Defensive rebound by M. Gortat,,68,73
255,3,7:02.0,J. Wall makes 2-pt jump shot from 18 ft,,70,73
256,3,6:50.0,,Personal foul by O. Porter (drawn by S. Kilpatrick),70,73
257,3,6:43.0,,Turnover by R. Foye (bad pass; steal by M. Morris),70,73
258,3,6:39.0,M. Morris makes 2-pt layup from 3 ft,,72,73
259,3,6:24.0,,Turnover by R. Foye (lost ball; steal by B. Beal),72,73
260,3,6:20.0,Turnover by M. Gortat (bad pass; steal by S. Kilpatrick),,72,73
261,3,6:04.0,,Shooting foul by B. Beal (drawn by B. Bogdanović),72,73
262,3,6:04.0,,B. Bogdanović makes free throw 1 of 2,72,74
263,3,6:04.0,,B. Bogdanović misses free throw 2 of 2,72,74
264,3,6:04.0,,J. Hamilton enters the game for B. Lopez,72,74
265,3,6:04.0,,R. Hollis-Jefferson enters the game for S. Kilpatrick,72,74
266,3,6:03.0,Defensive rebound by M. Gortat,,72,74
267,3,5:50.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Gortat),,74,74
268,3,5:41.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by M. Morris),74,74
269,3,5:40.0,,Loose ball foul by B. Bogdanović (drawn by M. Morris),74,74
270,3,5:40.0,M. Morris makes free throw 1 of 2,,75,74
271,3,5:40.0,,J. Harris enters the game for B. Bogdanović,75,74
272,3,5:40.0,M. Morris makes free throw 2 of 2,,76,74
273,3,5:29.0,,Turnover by R. Foye (lost ball; steal by M. Morris),76,74
274,3,5:23.0,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Morris),,79,74
275,3,5:06.0,,Turnover by T. Booker (lost ball; steal by M. Morris),79,74
276,3,5:01.0,J. Wall misses 3-pt jump shot from 26 ft,,79,74
277,3,5:00.0,,Defensive rebound by T. Booker,79,74
278,3,4:37.0,,Turnover by J. Hamilton (lost ball; steal by O. Porter),79,74
279,3,4:26.0,Turnover by J. Wall (bad pass),,79,74
280,3,4:05.0,,J. Hamilton misses 3-pt jump shot from 26 ft,79,74
281,3,4:04.0,Defensive rebound by O. Porter,,79,74
282,3,3:58.0,Turnover by J. Wall (bad pass; steal by R. Foye),,79,74
283,3,3:55.0,,R. Foye misses 2-pt layup from 3 ft,79,74
284,3,3:54.0,,Offensive rebound by R. Hollis-Jefferson,79,74
285,3,3:53.0,,R. Hollis-Jefferson makes 2-pt dunk at rim,79,76
286,3,3:28.0,J. Wall misses 2-pt jump shot from 17 ft,,79,76
287,3,3:27.0,,Defensive rebound by T. Booker,79,76
288,3,3:15.0,,J. Hamilton misses 3-pt jump shot from 25 ft,79,76
289,3,3:14.0,Defensive rebound by O. Porter,,79,76
290,3,3:03.0,B. Beal misses 3-pt jump shot from 24 ft,,79,76
291,3,3:02.0,,Defensive rebound by J. Harris,79,76
292,3,2:51.0,,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,79,76
293,3,2:50.0,Defensive rebound by Team,,79,76
294,3,2:50.0,,Brooklyn full timeout,79,76
295,3,2:50.0,,S. Kilpatrick enters the game for R. Foye,79,76
296,3,2:50.0,K. Oubre enters the game for O. Porter,,79,76
297,3,2:50.0,M. Thornton enters the game for M. Gortat,,79,76
298,3,2:50.0,J. Smith enters the game for B. Beal,,79,76
299,3,2:35.0,J. Smith misses 2-pt layup from 2 ft (block by T. Booker),,79,76
300,3,2:33.0,,Defensive rebound by T. Booker,79,76
301,3,2:29.0,,Shooting foul by M. Morris (drawn by T. Booker),79,76
302,3,2:29.0,,Technical foul by T. Booker,79,76
303,3,2:29.0,Technical foul by K. Oubre,,79,76
304,3,2:29.0,,T. Booker makes free throw 1 of 2,79,77
305,3,2:29.0,,T. Booker misses free throw 2 of 2,79,77
306,3,2:29.0,,B. Lopez enters the game for J. Hamilton,79,77
307,3,2:28.0,Defensive rebound by M. Morris,,79,77
308,3,2:09.0,J. Wall misses 2-pt jump shot from 19 ft,,79,77
309,3,2:08.0,Offensive rebound by M. Morris,,79,77
310,3,2:08.0,Turnover by K. Oubre (traveling),,79,77
311,3,2:08.0,,B. Bogdanović enters the game for T. Booker,79,77
312,3,1:54.0,,Turnover by B. Lopez (traveling),79,77
313,3,1:54.0,T. Burke enters the game for J. Wall,,79,77
314,3,1:46.0,Personal foul by J. Harris (drawn by M. Thornton),,79,77
315,3,1:46.0,M. Thornton misses free throw 1 of 2,,79,77
316,3,1:46.0,Offensive rebound by Team,,79,77
317,3,1:46.0,M. Thornton makes free throw 2 of 2,,80,77
318,3,1:29.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),80,80
319,3,1:14.0,T. Burke misses 3-pt jump shot from 25 ft,,80,80
320,3,1:13.0,,Defensive rebound by J. Harris,80,80
321,3,1:07.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by J. Smith),80,80
322,3,1:05.0,Defensive rebound by K. Oubre,,80,80
323,3,0:53.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by T. Burke),,83,80
324,3,0:33.0,,Shooting foul by J. Smith (drawn by B. Lopez),83,80
325,3,0:33.0,,B. Lopez misses free throw 1 of 2,83,80
326,3,0:33.0,,Offensive rebound by Team,83,80
327,3,0:33.0,,B. Lopez makes free throw 2 of 2,83,81
328,3,0:27.0,K. Oubre misses 3-pt jump shot from 25 ft,,83,81
329,3,0:25.0,,Defensive rebound by R. Hollis-Jefferson,83,81
330,3,0:04.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,83,81
331,3,0:02.0,Defensive rebound by K. Oubre,,83,81
332,3,0:01.0,K. Oubre misses 3-pt jump shot from 24 ft,,83,81
333,3,0:00.0,Offensive rebound by Team,,83,81
334,4,11:48.0,,J. Harris makes 2-pt layup from 3 ft (assist by B. Lopez),83,83
335,4,11:25.0,O. Porter makes 3-pt jump shot from 26 ft (assist by T. Burke),,86,83
336,4,11:11.0,,J. Harris misses 2-pt layup at rim (block by M. Thornton),86,83
337,4,11:10.0,,Offensive rebound by Team,86,83
338,4,11:10.0,,Inbound foul by T. Burke,86,83
339,4,11:10.0,,B. Lopez makes free throw 1 of 1,86,84
340,4,11:03.0,,Turnover by J. Harris (bad pass; steal by M. Thornton),86,84
341,4,11:01.0,Shooting foul by J. Harris (drawn by K. Oubre),,86,84
342,4,11:01.0,K. Oubre makes free throw 1 of 2,,87,84
343,4,11:01.0,K. Oubre makes free throw 2 of 2,,88,84
344,4,10:44.0,,Shooting foul by K. Oubre (drawn by R. Hollis-Jefferson),88,84
345,4,10:44.0,,R. Hollis-Jefferson misses free throw 1 of 2,88,84
346,4,10:44.0,,Offensive rebound by Team,88,84
347,4,10:44.0,,S. Kilpatrick enters the game for B. Lopez,88,84
348,4,10:44.0,,R. Hollis-Jefferson makes free throw 2 of 2,88,85
349,4,10:31.0,M. Thornton makes 2-pt layup from 3 ft (assist by J. Smith),,90,85
350,4,10:31.0,Violation by Team (delay of game),,90,85
351,4,10:11.0,,Turnover by I. Whitehead (lost ball; steal by K. Oubre),90,85
352,4,10:07.0,T. Burke misses 3-pt jump shot from 24 ft,,90,85
353,4,10:03.0,,Defensive rebound by S. Kilpatrick,90,85
354,4,9:55.0,,S. Kilpatrick makes 2-pt jump shot from 14 ft,90,87
355,4,9:42.0,M. Thornton misses 3-pt jump shot from 26 ft,,90,87
356,4,9:41.0,,Defensive rebound by S. Kilpatrick,90,87
357,4,9:34.0,,Turnover by A. Bennett (bad pass; steal by J. Smith),90,87
358,4,9:18.0,M. Thornton makes 3-pt jump shot from 24 ft (assist by O. Porter),,93,87
359,4,9:16.0,,Brooklyn full timeout,93,87
360,4,9:05.0,,Personal foul by O. Porter (drawn by S. Kilpatrick),93,87
361,4,8:51.0,,I. Whitehead makes 2-pt jump shot from 6 ft,93,89
362,4,8:44.0,Personal foul by I. Whitehead (drawn by T. Burke),,93,89
363,4,8:30.0,M. Thornton misses 3-pt jump shot from 25 ft,,93,89
364,4,8:29.0,,Defensive rebound by R. Hollis-Jefferson,93,89
365,4,8:20.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),93,92
366,4,7:58.0,O. Porter misses 2-pt jump shot from 19 ft,,93,92
367,4,7:57.0,,Defensive rebound by A. Bennett,93,92
368,4,7:50.0,,Shooting foul by K. Oubre (drawn by J. Harris),93,92
369,4,7:50.0,,J. Harris misses free throw 1 of 2,93,92
370,4,7:50.0,,Offensive rebound by Team,93,92
371,4,7:50.0,J. Wall enters the game for T. Burke,,93,92
372,4,7:50.0,B. Beal enters the game for M. Thornton,,93,92
373,4,7:50.0,,J. Harris makes free throw 2 of 2,93,93
374,4,7:33.0,J. Smith makes 2-pt jump shot from 20 ft (assist by B. Beal),,95,93
375,4,7:16.0,,I. Whitehead misses 2-pt layup from 2 ft,95,93
376,4,7:15.0,Defensive rebound by J. Smith,,95,93
377,4,7:05.0,B. Beal misses 2-pt jump shot from 17 ft,,95,93
378,4,7:04.0,,Defensive rebound by I. Whitehead,95,93
379,4,6:54.0,,Shooting foul by J. Smith (drawn by J. Harris),95,93
