,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW YORK_ACTION,CLEVELAND_SCORE,NEW YORK_SCORE
0,1,11:37.0,,K. Porziņģis misses 2-pt jump shot from 19 ft,0,0
1,1,11:36.0,Defensive rebound by K. Love,,0,0
2,1,11:28.0,K. Love makes 3-pt jump shot from 26 ft (assist by L. James),,3,0
3,1,11:15.0,,K. Porziņģis makes 2-pt dunk at rim (assist by J. Noah),3,2
4,1,10:55.0,K. Love makes 2-pt jump shot from 19 ft,,5,2
5,1,10:38.0,,K. Porziņģis misses 2-pt layup from 2 ft,5,2
6,1,10:37.0,,Offensive rebound by J. Noah,5,2
7,1,10:37.0,,J. Noah misses 2-pt layup from 1 ft,5,2
8,1,10:36.0,Defensive rebound by T. Thompson,,5,2
9,1,10:19.0,K. Love misses 3-pt jump shot from 25 ft,,5,2
10,1,10:18.0,,Defensive rebound by B. Jennings,5,2
11,1,10:13.0,,C. Lee misses 3-pt jump shot from 23 ft,5,2
12,1,10:12.0,Defensive rebound by K. Love,,5,2
13,1,10:08.0,Shooting foul by K. Porziņģis (drawn by L. James),,5,2
14,1,10:08.0,L. James makes free throw 1 of 2,,6,2
15,1,10:08.0,L. James makes free throw 2 of 2,,7,2
16,1,9:47.0,,C. Anthony makes 2-pt jump shot from 16 ft,7,4
17,1,9:29.0,D. Liggins makes 3-pt jump shot from 26 ft (assist by K. Love),,10,4
18,1,9:13.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by B. Jennings),10,7
19,1,9:02.0,K. Irving makes 2-pt jump shot from 18 ft,,12,7
20,1,8:53.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by B. Jennings),12,10
21,1,8:35.0,L. James misses 2-pt jump shot from 7 ft (block by C. Anthony),,12,10
22,1,8:34.0,Offensive rebound by K. Love,,12,10
23,1,8:27.0,L. James makes 2-pt jump shot from 16 ft,,14,10
24,1,8:04.0,,C. Anthony makes 2-pt jump shot from 10 ft,14,12
25,1,7:50.0,T. Thompson misses 2-pt layup from 1 ft,,14,12
26,1,7:49.0,,Defensive rebound by J. Noah,14,12
27,1,7:41.0,,Shooting block foul by D. Liggins (drawn by J. Noah),14,12
28,1,7:41.0,,J. Noah makes free throw 1 of 2,14,13
29,1,7:41.0,,J. Noah misses free throw 2 of 2,14,13
30,1,7:40.0,Defensive rebound by T. Thompson,,14,13
31,1,7:28.0,K. Love makes 3-pt jump shot from 28 ft (assist by L. James),,17,13
32,1,7:14.0,,Turnover by B. Jennings (bad pass; steal by L. James),17,13
33,1,7:12.0,Personal foul by C. Anthony (drawn by L. James),,17,13
34,1,6:59.0,K. Irving makes 3-pt jump shot from 26 ft (assist by L. James),,20,13
35,1,6:48.0,,Turnover by J. Noah (bad pass; steal by K. Love),20,13
36,1,6:44.0,L. James makes 2-pt layup from 1 ft,,22,13
37,1,6:43.0,,New York full timeout,22,13
38,1,6:21.0,,C. Anthony misses 3-pt jump shot from 26 ft,22,13
39,1,6:20.0,Defensive rebound by K. Love,,22,13
40,1,6:16.0,L. James makes 2-pt dunk at rim (assist by K. Love),,24,13
41,1,5:56.0,,J. Noah makes 2-pt layup from 3 ft (assist by C. Anthony),24,15
42,1,5:33.0,Turnover by L. James (bad pass; steal by C. Lee),,24,15
43,1,5:29.0,,Turnover by C. Lee (lost ball),24,15
44,1,5:29.0,,L. Thomas enters the game for K. Porziņģis,24,15
45,1,5:09.0,Shooting foul by B. Jennings (drawn by K. Irving),,24,15
46,1,5:09.0,K. Irving makes free throw 1 of 2,,25,15
47,1,5:09.0,K. Irving makes free throw 2 of 2,,26,15
48,1,4:52.0,,C. Lee misses 3-pt jump shot from 24 ft,26,15
49,1,4:51.0,,Offensive rebound by J. Noah,26,15
50,1,4:48.0,,B. Jennings misses 3-pt jump shot from 26 ft,26,15
51,1,4:47.0,Defensive rebound by K. Irving,,26,15
52,1,4:41.0,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),,29,15
53,1,4:23.0,,Turnover by C. Anthony (bad pass; steal by T. Thompson),29,15
54,1,4:07.0,Shooting foul by C. Anthony (drawn by K. Love),,29,15
55,1,4:07.0,K. Love makes free throw 1 of 3,,30,15
56,1,4:07.0,K. Love makes free throw 2 of 3,,31,15
57,1,4:07.0,,K. Porziņģis enters the game for C. Anthony,31,15
58,1,4:07.0,,K. O'Quinn enters the game for J. Noah,31,15
59,1,4:07.0,K. Love makes free throw 3 of 3,,32,15
60,1,3:50.0,,B. Jennings makes 2-pt layup from 1 ft,32,17
61,1,3:38.0,Shooting foul by B. Jennings (drawn by K. Irving),,32,17
62,1,3:38.0,K. Irving makes free throw 1 of 2,,33,17
63,1,3:38.0,K. Irving makes free throw 2 of 2,,34,17
64,1,3:21.0,,K. Porziņģis misses 2-pt jump shot from 12 ft,34,17
65,1,3:20.0,Defensive rebound by Team,,34,17
66,1,3:20.0,I. Shumpert enters the game for D. Liggins,,34,17
67,1,3:11.0,K. Love misses 3-pt jump shot from 27 ft,,34,17
68,1,3:10.0,,Defensive rebound by C. Lee,34,17
69,1,3:01.0,,B. Jennings misses 2-pt jump shot from 14 ft,34,17
70,1,3:00.0,Defensive rebound by L. James,,34,17
71,1,2:54.0,I. Shumpert misses 2-pt layup from 1 ft,,34,17
72,1,2:53.0,Offensive rebound by L. James,,34,17
73,1,2:48.0,K. Love misses 3-pt jump shot from 23 ft,,34,17
74,1,2:47.0,,Defensive rebound by K. O'Quinn,34,17
75,1,2:39.0,,C. Lee makes 2-pt jump shot from 23 ft (assist by K. O'Quinn),34,19
76,1,2:38.0,Cleveland full timeout,,34,19
77,1,2:38.0,M. Dunleavy enters the game for L. James,,34,19
78,1,2:38.0,R. Jefferson enters the game for K. Irving,,34,19
79,1,2:21.0,Turnover by K. Love (lost ball),,34,19
80,1,2:06.0,,C. Lee misses 3-pt jump shot from 25 ft,34,19
81,1,2:05.0,,Offensive rebound by K. O'Quinn,34,19
82,1,1:49.0,,B. Jennings makes 2-pt jump shot from 18 ft,34,21
83,1,1:29.0,I. Shumpert misses 3-pt jump shot from 24 ft,,34,21
84,1,1:28.0,,Defensive rebound by L. Thomas,34,21
85,1,1:19.0,,Turnover by B. Jennings (lost ball; steal by T. Thompson),34,21
86,1,1:15.0,I. Shumpert misses 2-pt dunk at rim,,34,21
87,1,1:14.0,,Defensive rebound by L. Thomas,34,21
88,1,1:08.0,,L. Thomas makes 3-pt jump shot from 26 ft (assist by B. Jennings),34,24
89,1,0:46.0,K. Love makes 2-pt jump shot from 12 ft,,36,24
90,1,0:32.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,36,24
91,1,0:31.0,Defensive rebound by M. Dunleavy,,36,24
92,1,0:10.0,K. Love misses 2-pt layup from 3 ft (block by K. Porziņģis),,36,24
93,1,0:09.0,,Defensive rebound by B. Jennings,36,24
94,1,0:04.0,,Shooting foul by R. Jefferson (drawn by C. Lee),36,24
95,1,0:04.0,,C. Lee makes free throw 1 of 2,36,25
96,1,0:04.0,,S. Vujačić enters the game for B. Jennings,36,25
97,1,0:04.0,L. James enters the game for T. Thompson,,36,25
