,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,GOLDEN STATE_ACTION,MINNESOTA_SCORE,GOLDEN STATE_SCORE
0,1,11:42.0,A. Wiggins makes 2-pt jump shot from 21 ft,,2,0
1,1,11:24.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),2,3
2,1,11:05.0,K. Towns misses 2-pt hook shot from 11 ft,,2,3
3,1,11:05.0,,Defensive rebound by S. Curry,2,3
4,1,10:55.0,,Z. Pachulia misses 2-pt jump shot from 16 ft,2,3
5,1,10:55.0,Defensive rebound by G. Dieng,,2,3
6,1,10:39.0,K. Towns misses 2-pt jump shot from 12 ft,,2,3
7,1,10:38.0,,Defensive rebound by K. Durant,2,3
8,1,10:30.0,,K. Durant makes 2-pt jump shot from 5 ft,2,5
9,1,10:18.0,A. Wiggins makes 2-pt jump shot from 17 ft,,4,5
10,1,10:08.0,,K. Thompson makes 2-pt jump shot from 13 ft,4,7
11,1,9:53.0,Turnover by Z. LaVine (bad pass; steal by K. Thompson),,4,7
12,1,9:47.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Thompson),4,10
13,1,9:29.0,A. Wiggins misses 3-pt jump shot from 26 ft,,4,10
14,1,9:28.0,,Defensive rebound by S. Curry,4,10
15,1,9:24.0,,K. Durant makes 2-pt layup at rim (assist by S. Curry),4,12
16,1,9:17.0,Minnesota full timeout,,4,12
17,1,9:02.0,K. Towns makes 2-pt hook shot from 10 ft,,6,12
18,1,8:49.0,,Shooting foul by R. Rubio (drawn by K. Durant),6,12
19,1,8:49.0,,K. Durant makes free throw 1 of 2,6,13
20,1,8:49.0,,K. Durant makes free throw 2 of 2,6,14
21,1,8:37.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by G. Dieng),,9,14
22,1,8:14.0,,S. Curry makes 2-pt jump shot from 15 ft (assist by K. Durant),9,16
23,1,8:05.0,R. Rubio misses 2-pt jump shot from 11 ft,,9,16
24,1,8:05.0,,Defensive rebound by S. Curry,9,16
25,1,7:59.0,,S. Curry misses 3-pt jump shot from 31 ft,9,16
26,1,7:56.0,Defensive rebound by K. Towns,,9,16
27,1,7:43.0,K. Towns misses 2-pt jump shot from 9 ft (block by K. Durant),,9,16
28,1,7:41.0,,Defensive rebound by S. Curry,9,16
29,1,7:28.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by Z. Pachulia),9,19
30,1,7:05.0,Z. LaVine makes 2-pt jump shot from 22 ft,,11,19
31,1,6:58.0,,Turnover by S. Curry (bad pass; steal by Z. LaVine),11,19
32,1,6:52.0,Z. LaVine misses 3-pt jump shot from 26 ft,,11,19
33,1,6:51.0,,Defensive rebound by Z. Pachulia,11,19
34,1,6:39.0,,K. Thompson misses 3-pt jump shot from 25 ft,11,19
35,1,6:38.0,Defensive rebound by G. Dieng,,11,19
36,1,6:25.0,K. Towns makes 2-pt jump shot from 14 ft (assist by R. Rubio),,13,19
37,1,6:06.0,,K. Durant makes 2-pt jump shot from 16 ft,13,21
38,1,5:47.0,Def 3 sec tech foul by Z. Pachulia,,13,21
39,1,5:47.0,,Golden State full timeout,13,21
40,1,5:47.0,R. Rubio makes technical free throw,,14,21
41,1,5:33.0,K. Towns makes 2-pt jump shot from 22 ft (assist by A. Wiggins),,16,21
42,1,5:14.0,Offensive charge foul by S. Curry (drawn by G. Dieng),,16,21
43,1,5:14.0,,Turnover by S. Curry (offensive foul),16,21
44,1,5:07.0,,Violation by S. Curry (kicked ball),16,21
45,1,5:07.0,,A. Iguodala enters the game for K. Looney,16,21
46,1,4:48.0,K. Towns misses 3-pt jump shot from 23 ft,,16,21
47,1,4:47.0,,Defensive rebound by Z. Pachulia,16,21
48,1,4:32.0,,Z. Pachulia misses 2-pt jump shot from 5 ft (block by G. Dieng),16,21
49,1,4:31.0,Defensive rebound by R. Rubio,,16,21
50,1,4:27.0,Z. LaVine makes 2-pt layup from 2 ft (assist by R. Rubio),,18,21
51,1,4:12.0,,Shooting foul by Z. LaVine (drawn by K. Thompson),18,21
52,1,4:12.0,,K. Thompson misses free throw 1 of 2,18,21
53,1,4:12.0,,Offensive rebound by Team,18,21
54,1,4:12.0,,A. Varejão enters the game for Z. Pachulia,18,21
55,1,4:12.0,,K. Thompson makes free throw 2 of 2,18,22
56,1,4:02.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by R. Rubio),,20,22
57,1,3:46.0,,Turnover by K. Thompson (bad pass; steal by A. Wiggins),20,22
58,1,3:40.0,Z. LaVine makes 2-pt layup from 3 ft (assist by A. Wiggins),,22,22
59,1,3:38.0,,Golden State full timeout,22,22
60,1,3:38.0,B. Rush enters the game for Z. LaVine,,22,22
61,1,3:25.0,,Personal foul by B. Rush (drawn by A. Varejão),22,22
62,1,3:14.0,,S. Curry makes 2-pt jump shot from 10 ft,22,24
63,1,2:53.0,K. Towns makes 2-pt hook shot from 6 ft (assist by B. Rush),,24,24
64,1,2:41.0,,S. Curry makes 2-pt jump shot from 3 ft,24,26
65,1,2:24.0,A. Wiggins makes 3-pt jump shot from 27 ft (assist by K. Towns),,27,26
66,1,2:08.0,,K. Durant misses 2-pt jump shot from 5 ft (block by K. Towns),27,26
67,1,2:07.0,Defensive rebound by K. Towns,,27,26
68,1,1:57.0,G. Dieng makes 2-pt dunk at rim,,29,26
69,1,1:44.0,,S. Curry misses 3-pt jump shot from 27 ft,29,26
70,1,1:43.0,Defensive rebound by A. Wiggins,,29,26
71,1,1:29.0,K. Towns makes 2-pt layup from 3 ft,,31,26
72,1,1:29.0,Shooting foul by A. Iguodala (drawn by K. Towns),,31,26
73,1,1:29.0,K. Towns misses free throw 1 of 1,,31,26
74,1,1:29.0,,P. McCaw enters the game for K. Thompson,31,26
75,1,1:29.0,,D. West enters the game for K. Durant,31,26
76,1,1:29.0,C. Aldrich enters the game for G. Dieng,,31,26
77,1,1:28.0,,Defensive rebound by A. Varejão,31,26
78,1,1:15.0,,A. Varejão misses 2-pt layup from 2 ft,31,26
79,1,1:15.0,Defensive rebound by K. Towns,,31,26
80,1,1:06.0,B. Rush misses 3-pt jump shot from 24 ft,,31,26
81,1,1:06.0,,Defensive rebound by S. Curry,31,26
82,1,0:58.0,,S. Curry makes 2-pt jump shot from 9 ft,31,28
83,1,0:41.0,K. Towns makes 2-pt hook shot from 4 ft,,33,28
84,1,0:31.0,,S. Curry misses 2-pt layup from 2 ft,33,28
85,1,0:30.0,,Offensive rebound by D. West,33,28
86,1,0:17.0,,A. Varejão makes 2-pt jump shot from 6 ft (assist by S. Curry),33,30
87,1,0:00.0,R. Rubio misses 3-pt jump shot from 23 ft,,33,30
88,1,0:00.0,Offensive rebound by Team,,33,30
89,2,11:50.0,,Offensive foul by D. West (drawn by A. Wiggins),33,30
90,2,11:50.0,,Turnover by D. West (offensive foul),33,30
91,2,11:37.0,K. Towns misses 2-pt jump shot from 17 ft,,33,30
92,2,11:37.0,,Defensive rebound by A. Iguodala,33,30
93,2,11:30.0,,Personal foul by K. Towns (drawn by K. Durant),33,30
94,2,11:30.0,N. Bjelica enters the game for K. Towns,,33,30
95,2,11:25.0,,K. Durant misses 2-pt jump shot from 16 ft,33,30
96,2,11:23.0,Defensive rebound by C. Aldrich,,33,30
97,2,11:06.0,A. Wiggins misses 2-pt jump shot from 18 ft,,33,30
98,2,11:06.0,Offensive rebound by C. Aldrich,,33,30
99,2,11:00.0,Turnover by A. Wiggins (bad pass; steal by D. West),,33,30
100,2,10:42.0,,Shooting foul by C. Aldrich (drawn by D. West),33,30
101,2,10:42.0,,D. West misses free throw 1 of 2,33,30
102,2,10:42.0,,Offensive rebound by Team,33,30
103,2,10:42.0,,D. West misses free throw 2 of 2,33,30
104,2,10:42.0,S. Muhammad enters the game for A. Wiggins,,33,30
105,2,10:42.0,Z. LaVine enters the game for B. Rush,,33,30
106,2,10:41.0,Defensive rebound by C. Aldrich,,33,30
107,2,10:18.0,Turnover by N. Bjelica (lost ball),,33,30
108,2,10:07.0,G. Dieng enters the game for C. Aldrich,,33,30
109,2,10:02.0,,Turnover by S. Livingston (lost ball; steal by G. Dieng),33,30
110,2,9:51.0,N. Bjelica makes 3-pt jump shot from 27 ft (assist by Z. LaVine),,36,30
111,2,9:31.0,,K. Durant misses 2-pt jump shot from 16 ft,36,30
112,2,9:30.0,Defensive rebound by K. Dunn,,36,30
113,2,9:24.0,,K. Thompson enters the game for P. McCaw,36,30
114,2,9:07.0,Z. LaVine misses 3-pt jump shot from 24 ft (block by K. Durant),,36,30
115,2,9:06.0,,Defensive rebound by K. Thompson,36,30
116,2,8:53.0,,D. West misses 2-pt layup from 2 ft (block by G. Dieng),36,30
117,2,8:52.0,,Offensive rebound by K. Durant,36,30
118,2,8:47.0,,K. Durant misses 2-pt jump shot from 13 ft,36,30
119,2,8:46.0,Defensive rebound by K. Dunn,,36,30
120,2,8:39.0,N. Bjelica misses 3-pt jump shot from 27 ft,,36,30
121,2,8:39.0,Offensive rebound by Team,,36,30
122,2,8:39.0,,Loose ball foul by S. Livingston (drawn by G. Dieng),36,30
123,2,8:39.0,Official timeout,,36,30
124,2,8:39.0,,Z. Pachulia enters the game for D. West,36,30
125,2,8:32.0,K. Dunn misses 2-pt layup from 2 ft,,36,30
126,2,8:30.0,Offensive rebound by Team,,36,30
127,2,8:20.0,Z. LaVine misses 3-pt jump shot from 23 ft,,36,30
128,2,8:20.0,,Defensive rebound by K. Durant,36,30
129,2,8:08.0,,K. Durant misses 2-pt jump shot from 13 ft,36,30
130,2,8:07.0,Defensive rebound by N. Bjelica,,36,30
131,2,8:01.0,Turnover by N. Bjelica (bad pass),,36,30
132,2,7:42.0,,S. Livingston misses 2-pt jump shot from 15 ft,36,30
133,2,7:41.0,,Offensive rebound by K. Durant,36,30
134,2,7:41.0,,K. Durant makes 2-pt jump shot from 4 ft,36,32
135,2,7:41.0,,Shooting foul by K. Dunn (drawn by K. Durant),36,32
136,2,7:41.0,,S. Curry enters the game for A. Iguodala,36,32
137,2,7:41.0,R. Rubio enters the game for K. Dunn,,36,32
138,2,7:41.0,,K. Durant makes free throw 1 of 1,36,33
139,2,7:22.0,S. Muhammad misses 3-pt jump shot from 25 ft,,36,33
140,2,7:22.0,,Defensive rebound by K. Durant,36,33
141,2,7:14.0,,K. Durant makes 2-pt layup from 2 ft,36,35
142,2,7:06.0,Minnesota full timeout,,36,35
