,QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
187,2,0:26.0,,Offensive foul by T. Maker (drawn by K. Lowry),27,57
188,2,0:26.0,,Turnover by T. Maker (offensive foul),27,57
189,2,0:02.0,D. Wright makes 3-pt jump shot from 27 ft,,30,57
190,2,0:00.0,,K. Middleton misses 3-pt jump shot from 38 ft,30,57
191,2,0:00.0,,Offensive rebound by Team,30,57
192,3,11:47.0,Personal foul by T. Snell (drawn by D. DeRozan),,30,57
193,3,11:39.0,Offensive foul by S. Ibaka (drawn by K. Middleton),,30,57
194,3,11:39.0,Turnover by S. Ibaka (offensive foul),,30,57
195,3,11:22.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by M. Brogdon),30,59
196,3,11:10.0,C. Joseph misses 2-pt layup from 2 ft,,30,59
197,3,11:08.0,,Defensive rebound by T. Maker,30,59
198,3,10:47.0,,T. Maker misses 2-pt layup from 1 ft,30,59
199,3,10:45.0,Defensive rebound by S. Ibaka,,30,59
200,3,10:34.0,D. DeRozan misses 2-pt layup from 1 ft,,30,59
201,3,10:30.0,Offensive rebound by C. Joseph,,30,59
202,3,10:27.0,D. Carroll makes 3-pt jump shot from 27 ft (assist by C. Joseph),,33,59
203,3,10:06.0,,T. Maker makes 3-pt jump shot from 26 ft (assist by M. Brogdon),33,62
204,3,9:42.0,Turnover by D. DeRozan (lost ball),,33,62
205,3,9:34.0,,Personal foul by D. DeRozan (drawn by K. Middleton),33,62
206,3,9:27.0,,Turnover by G. Antetokounmpo (bad pass),33,62
207,3,9:13.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by C. Joseph),,36,62
208,3,8:50.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by M. Brogdon),36,65
209,3,8:25.0,D. Carroll misses 3-pt jump shot from 26 ft,,36,65
210,3,8:25.0,,Defensive rebound by Team,36,65
211,3,8:04.0,,K. Middleton misses 3-pt jump shot from 25 ft,36,65
212,3,8:03.0,Defensive rebound by K. Lowry,,36,65
213,3,7:54.0,Personal foul by T. Snell (drawn by D. DeRozan),,36,65
214,3,7:54.0,Toronto full timeout,,36,65
215,3,7:54.0,,M. Dellavedova enters the game for T. Snell,36,65
216,3,7:47.0,K. Lowry makes 2-pt layup from 1 ft,,38,65
217,3,7:26.0,,M. Brogdon misses 3-pt jump shot from 27 ft,38,65
218,3,7:25.0,Defensive rebound by D. Carroll,,38,65
219,3,7:09.0,Shooting foul by M. Brogdon (drawn by K. Lowry),,38,65
220,3,7:09.0,K. Lowry misses free throw 1 of 2,,38,65
221,3,7:09.0,Offensive rebound by Team,,38,65
222,3,7:09.0,K. Lowry makes free throw 2 of 2,,39,65
223,3,6:52.0,,Turnover by M. Brogdon (bad pass; steal by D. Carroll),39,65
224,3,6:43.0,C. Joseph makes 2-pt jump shot from 16 ft,,41,65
225,3,6:24.0,,M. Brogdon makes 2-pt jump shot from 7 ft (assist by G. Antetokounmpo),41,67
226,3,6:13.0,D. DeRozan misses 3-pt jump shot from 23 ft,,41,67
227,3,6:12.0,,Defensive rebound by G. Antetokounmpo,41,67
228,3,6:09.0,,Personal take foul by C. Joseph (drawn by G. Antetokounmpo),41,67
229,3,5:53.0,,M. Brogdon misses 2-pt layup from 3 ft (block by D. Carroll),41,67
230,3,5:53.0,,Offensive rebound by Team,41,67
231,3,5:47.0,,G. Antetokounmpo makes 2-pt jump shot from 17 ft (assist by M. Brogdon),41,69
232,3,5:24.0,Turnover by C. Joseph (bad pass; steal by G. Antetokounmpo),,41,69
233,3,5:23.0,,Shooting foul by K. Lowry (drawn by T. Maker),41,69
234,3,5:23.0,,T. Maker makes free throw 1 of 2,41,70
235,3,5:23.0,D. Wright enters the game for C. Joseph,,41,70
236,3,5:23.0,P. Patterson enters the game for D. Carroll,,41,70
237,3,5:23.0,,T. Maker makes free throw 2 of 2,41,71
238,3,5:05.0,D. DeRozan misses 2-pt layup from 1 ft,,41,71
239,3,5:03.0,,Defensive rebound by M. Brogdon,41,71
240,3,4:57.0,,Personal foul by D. Wright (drawn by K. Middleton),41,71
241,3,4:50.0,,Shooting foul by D. Wright (drawn by G. Antetokounmpo),41,71
242,3,4:50.0,,G. Antetokounmpo misses free throw 1 of 2,41,71
243,3,4:50.0,,Offensive rebound by Team,41,71
244,3,4:50.0,,G. Antetokounmpo misses free throw 2 of 2,41,71
245,3,4:48.0,Defensive rebound by S. Ibaka,,41,71
246,3,4:34.0,S. Ibaka makes 2-pt jump shot from 18 ft,,43,71
247,3,4:24.0,,Personal block foul by K. Lowry (drawn by G. Antetokounmpo),43,71
248,3,4:24.0,,G. Antetokounmpo makes free throw 1 of 2,43,72
249,3,4:24.0,,G. Antetokounmpo misses free throw 2 of 2,43,72
250,3,4:24.0,,G. Monroe enters the game for T. Maker,43,72
251,3,4:24.0,J. Valančiūnas enters the game for S. Ibaka,,43,72
252,3,4:22.0,Defensive rebound by D. DeRozan,,43,72
253,3,4:00.0,K. Lowry misses 2-pt layup from 1 ft,,43,72
254,3,3:58.0,,Defensive rebound by G. Antetokounmpo,43,72
255,3,3:49.0,,Shooting foul by J. Valančiūnas (drawn by G. Antetokounmpo),43,72
256,3,3:49.0,,G. Antetokounmpo misses free throw 1 of 2,43,72
257,3,3:49.0,,Offensive rebound by Team,43,72
258,3,3:49.0,,G. Antetokounmpo misses free throw 2 of 2,43,72
259,3,3:47.0,Defensive rebound by J. Valančiūnas,,43,72
260,3,3:27.0,Shooting foul by G. Monroe (drawn by J. Valančiūnas),,43,72
261,3,3:27.0,J. Valančiūnas misses free throw 1 of 2,,43,72
262,3,3:27.0,Offensive rebound by Team,,43,72
263,3,3:27.0,J. Valančiūnas makes free throw 2 of 2,,44,72
264,3,3:16.0,,Personal foul by D. DeRozan (drawn by K. Middleton),44,72
265,3,3:16.0,,K. Middleton makes free throw 1 of 2,44,73
266,3,3:16.0,,K. Middleton makes free throw 2 of 2,44,74
267,3,2:55.0,K. Lowry misses 3-pt jump shot from 24 ft,,44,74
268,3,2:53.0,,Defensive rebound by G. Antetokounmpo,44,74
269,3,2:44.0,,Milwaukee full timeout,44,74
270,3,2:44.0,N. Powell enters the game for K. Lowry,,44,74
271,3,2:44.0,,J. Terry enters the game for K. Middleton,44,74
272,3,2:38.0,,J. Terry misses 3-pt jump shot from 25 ft,44,74
273,3,2:37.0,Defensive rebound by J. Valančiūnas,,44,74
274,3,2:15.0,N. Powell misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,44,74
275,3,2:11.0,Offensive rebound by Team,,44,74
276,3,2:11.0,P. Patterson misses 2-pt jump shot from 17 ft,,44,74
277,3,2:09.0,,Defensive rebound by J. Terry,44,74
278,3,1:54.0,,Shooting foul by J. Valančiūnas (drawn by G. Monroe),44,74
279,3,1:54.0,,G. Monroe makes free throw 1 of 2,44,75
280,3,1:54.0,,G. Monroe makes free throw 2 of 2,44,76
281,3,1:37.0,D. Wright misses 3-pt jump shot from 24 ft,,44,76
282,3,1:36.0,,Defensive rebound by G. Antetokounmpo,44,76
283,3,1:17.0,,G. Monroe misses 2-pt hook shot from 3 ft,44,76
284,3,1:16.0,Defensive rebound by J. Valančiūnas,,44,76
285,3,1:08.0,P. Patterson misses 3-pt jump shot from 24 ft,,44,76
286,3,1:07.0,Offensive rebound by J. Valančiūnas,,44,76
287,3,1:07.0,J. Valančiūnas misses 2-pt layup from 2 ft,,44,76
288,3,1:05.0,,Defensive rebound by G. Antetokounmpo,44,76
289,3,0:44.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),44,78
290,3,0:37.0,D. DeRozan misses 2-pt jump shot from 15 ft,,44,78
291,3,0:34.0,,Defensive rebound by G. Monroe,44,78
292,3,0:29.0,,J. Terry misses 3-pt jump shot from 26 ft,44,78
293,3,0:27.0,Defensive rebound by N. Powell,,44,78
294,3,0:24.0,N. Powell makes 2-pt layup from 1 ft,,46,78
295,3,0:01.0,,G. Monroe misses 2-pt jump shot from 17 ft,46,78
296,3,0:00.0,Defensive rebound by D. Wright,,46,78
297,4,11:35.0,,K. Middleton misses 2-pt jump shot from 23 ft,46,78
298,4,11:34.0,Defensive rebound by J. Valančiūnas,,46,78
299,4,11:25.0,Offensive foul by J. Valančiūnas (drawn by M. Beasley),,46,78
300,4,11:25.0,Turnover by J. Valančiūnas (offensive foul),,46,78
301,4,11:13.0,,K. Middleton misses 2-pt jump shot from 17 ft,46,78
302,4,11:10.0,Defensive rebound by P. Patterson,,46,78
303,4,11:07.0,Personal foul by M. Beasley (drawn by N. Powell),,46,78
304,4,11:07.0,N. Powell makes free throw 1 of 2,,47,78
305,4,11:07.0,N. Powell makes free throw 2 of 2,,48,78
306,4,10:52.0,,M. Beasley makes 2-pt layup at rim (assist by G. Monroe),48,80
307,4,10:42.0,Shooting foul by G. Monroe (drawn by N. Powell),,48,80
308,4,10:42.0,N. Powell makes free throw 1 of 2,,49,80
309,4,10:42.0,N. Powell makes free throw 2 of 2,,50,80
310,4,10:29.0,,M. Dellavedova misses 2-pt jump shot from 7 ft,50,80
311,4,10:28.0,Defensive rebound by N. Powell,,50,80
312,4,10:22.0,N. Powell misses 2-pt jump shot from 3 ft,,50,80
313,4,10:20.0,Offensive rebound by D. Wright,,50,80
314,4,10:20.0,D. Wright misses 2-pt layup from 2 ft,,50,80
315,4,10:18.0,,Defensive rebound by M. Beasley,50,80
316,4,10:07.0,,G. Monroe makes 2-pt layup at rim (assist by K. Middleton),50,82
317,4,9:57.0,D. Wright makes 3-pt jump shot from 25 ft,,53,82
318,4,9:41.0,,G. Monroe misses 2-pt hook shot from 8 ft,53,82
319,4,9:40.0,Defensive rebound by J. Valančiūnas,,53,82
320,4,9:22.0,Personal foul by G. Monroe (drawn by J. Valančiūnas),,53,82
321,4,9:13.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by P. Patterson),,56,82
322,4,8:52.0,Official timeout,,56,82
323,4,8:51.0,,Turnover by M. Beasley (lost ball; steal by P. Patterson),56,82
324,4,8:37.0,Turnover by K. Lowry (bad pass; steal by K. Middleton),,56,82
325,4,8:32.0,,K. Middleton makes 2-pt layup from 1 ft,56,84
326,4,8:26.0,,Violation by M. Beasley (def goaltending),56,84
327,4,8:26.0,J. Valančiūnas makes 2-pt hook shot from 1 ft (assist by N. Powell),,58,84
328,4,8:07.0,Offensive charge foul by G. Monroe (drawn by K. Lowry),,58,84
329,4,8:07.0,,Turnover by G. Monroe (offensive foul),58,84
330,4,8:07.0,,T. Maker enters the game for G. Monroe,58,84
331,4,7:49.0,J. Valančiūnas makes 2-pt layup at rim (assist by D. Wright),,60,84
332,4,7:49.0,Shooting foul by M. Beasley (drawn by J. Valančiūnas),,60,84
333,4,7:49.0,,G. Antetokounmpo enters the game for M. Beasley,60,84
334,4,7:49.0,,T. Snell enters the game for J. Terry,60,84
335,4,7:49.0,J. Valančiūnas makes free throw 1 of 1,,61,84
336,4,7:29.0,,T. Snell makes 2-pt layup from 1 ft (assist by K. Middleton),61,86
337,4,7:16.0,J. Valančiūnas misses 2-pt hook shot from 3 ft,,61,86
338,4,7:14.0,,Defensive rebound by M. Dellavedova,61,86
339,4,7:04.0,,Personal foul by K. Lowry (drawn by M. Dellavedova),61,86
340,4,6:57.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by T. Maker),61,89
341,4,6:46.0,N. Powell makes 2-pt dunk at rim,,63,89
342,4,6:31.0,,G. Antetokounmpo makes 2-pt dunk at rim,63,91
343,4,6:19.0,Turnover by D. Wright (lost ball; steal by K. Middleton),,63,91
344,4,6:16.0,,Shooting foul by K. Lowry (drawn by G. Antetokounmpo),63,91
345,4,6:16.0,,G. Antetokounmpo makes free throw 1 of 2,63,92
346,4,6:16.0,F. VanVleet enters the game for K. Lowry,,63,92
347,4,6:16.0,J. Poeltl enters the game for P. Patterson,,63,92
348,4,6:16.0,,G. Antetokounmpo makes free throw 2 of 2,63,93
349,4,5:56.0,J. Poeltl misses 2-pt jump shot from 6 ft,,63,93
350,4,5:56.0,Offensive rebound by Team,,63,93
351,4,5:56.0,,Loose ball foul by M. Dellavedova (drawn by J. Valančiūnas),63,93
352,4,5:56.0,,Milwaukee full timeout,63,93
353,4,5:56.0,J. Valančiūnas misses free throw 1 of 2,,63,93
354,4,5:56.0,Offensive rebound by Team,,63,93
355,4,5:56.0,,R. Vaughn enters the game for K. Middleton,63,93
356,4,5:56.0,,M. Beasley enters the game for G. Antetokounmpo,63,93
357,4,5:56.0,J. Valančiūnas makes free throw 2 of 2,,64,93
358,4,5:40.0,,M. Beasley makes 2-pt jump shot from 17 ft,64,95
359,4,5:20.0,J. Valančiūnas misses 2-pt layup from 1 ft,,64,95
360,4,5:17.0,,Defensive rebound by M. Beasley,64,95
361,4,5:09.0,,T. Snell misses 3-pt jump shot from 24 ft,64,95
362,4,5:08.0,Defensive rebound by J. Valančiūnas,,64,95
363,4,4:59.0,F. VanVleet misses 3-pt jump shot from 24 ft,,64,95
364,4,4:58.0,Offensive rebound by J. Poeltl,,64,95
365,4,4:57.0,J. Poeltl makes 2-pt layup at rim,,66,95
366,4,4:37.0,,Turnover by M. Beasley (bad pass; steal by N. Powell),66,95
367,4,4:32.0,N. Powell misses 2-pt layup from 3 ft,,66,95
368,4,4:30.0,Offensive rebound by D. Wright,,66,95
369,4,4:30.0,D. Wright makes 2-pt layup from 1 ft,,68,95
370,4,4:04.0,,R. Vaughn makes 3-pt jump shot from 28 ft (assist by M. Dellavedova),68,98
371,4,3:46.0,Turnover by J. Valančiūnas (bad pass),,68,98
372,4,3:46.0,L. Nogueira enters the game for J. Valančiūnas,,68,98
373,4,3:46.0,,S. Hawes enters the game for T. Maker,68,98
374,4,3:39.0,,Turnover by M. Dellavedova (traveling),68,98
375,4,3:39.0,,J. Terry enters the game for T. Snell,68,98
376,4,3:24.0,Personal foul by S. Hawes (drawn by J. Poeltl),,68,98
377,4,3:24.0,J. Poeltl misses free throw 1 of 2,,68,98
