,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MIAMI_ACTION,LA LAKERS_SCORE,MIAMI_SCORE
384,4,2:25.0,B. Ingram enters the game for L. Williams,,103,107
385,4,2:25.0,T. Mozgov makes free throw 2 of 2,,104,107
386,4,2:06.0,,Personal foul by T. Mozgov (drawn by J. Winslow),104,107
387,4,2:06.0,,J. Winslow makes free throw 1 of 2,104,108
388,4,2:06.0,,J. Winslow misses free throw 2 of 2,104,108
389,4,2:06.0,L. Williams enters the game for B. Ingram,,104,108
390,4,2:05.0,Defensive rebound by D. Russell,,104,108
391,4,1:52.0,Turnover by D. Russell (bad pass; steal by J. Winslow),,104,108
392,4,1:27.0,,T. Johnson misses 3-pt jump shot from 25 ft,104,108
393,4,1:26.0,,Offensive rebound by J. Winslow,104,108
394,4,1:26.0,,Miami full timeout,104,108
395,4,1:26.0,B. Ingram enters the game for L. Williams,,104,108
396,4,1:26.0,Violation by D. Russell (kicked ball),,104,108
397,4,1:05.0,,J. Richardson makes 2-pt jump shot from 10 ft,104,110
398,4,1:05.0,LA Lakers full timeout,,104,110
399,4,1:05.0,L. Williams enters the game for B. Ingram,,104,110
400,4,1:01.0,Shooting foul by J. Richardson (drawn by L. Williams),,104,110
401,4,1:01.0,L. Williams makes free throw 1 of 3,,105,110
402,4,1:01.0,L. Williams makes free throw 2 of 3,,106,110
403,4,1:01.0,T. Robinson enters the game for T. Mozgov,,106,110
404,4,1:01.0,L. Williams makes free throw 3 of 3,,107,110
405,4,0:45.0,,J. Winslow misses 2-pt jump shot from 7 ft,107,110
406,4,0:44.0,,Offensive rebound by H. Whiteside,107,110
407,4,0:43.0,,H. Whiteside makes 2-pt layup from 1 ft,107,112
408,4,0:43.0,LA Lakers full timeout,,107,112
409,4,0:43.0,B. Ingram enters the game for D. Russell,,107,112
410,4,0:38.0,L. Williams misses 3-pt jump shot from 25 ft,,107,112
411,4,0:36.0,Offensive rebound by Team,,107,112
412,4,0:36.0,D. Russell enters the game for B. Ingram,,107,112
413,4,0:30.0,N. Young misses 3-pt jump shot from 26 ft,,107,112
414,4,0:29.0,,Defensive rebound by J. Winslow,107,112
415,4,0:26.0,,Personal foul by N. Young (drawn by J. Winslow),107,112
416,4,0:26.0,,J. Winslow misses free throw 1 of 2,107,112
417,4,0:26.0,,Offensive rebound by Team,107,112
418,4,0:26.0,T. Mozgov enters the game for T. Robinson,,107,112
419,4,0:26.0,,J. Winslow makes free throw 2 of 2,107,113
420,4,0:20.0,D. Russell misses 3-pt jump shot from 25 ft,,107,113
421,4,0:19.0,,Defensive rebound by T. Johnson,107,113
422,4,0:14.0,,Personal foul by L. Deng (drawn by G. Dragić),107,113
423,4,0:14.0,,G. Dragić makes free throw 1 of 2,107,114
424,4,0:14.0,,G. Dragić makes free throw 2 of 2,107,115
425,4,0:07.0,L. Deng misses 3-pt jump shot from 24 ft,,107,115
426,4,0:06.0,,Defensive rebound by G. Dragić,107,115
