,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,ATLANTA_ACTION,OKLAHOMA CITY_SCORE,ATLANTA_SCORE
136,2,9:39.0,Personal foul by K. Korver (drawn by A. Morrow),,30,28
137,2,9:39.0,,M. Muscala enters the game for K. Humphries,30,28
138,2,9:39.0,A. Roberson enters the game for A. Morrow,,30,28
139,2,9:28.0,V. Oladipo misses 3-pt jump shot from 25 ft,,30,28
140,2,9:26.0,,Defensive rebound by P. Millsap,30,28
141,2,9:05.0,,K. Korver makes 2-pt jump shot from 17 ft (assist by P. Millsap),30,30
142,2,8:49.0,V. Oladipo makes 2-pt layup from 2 ft,,32,30
143,2,8:41.0,,T. Hardaway misses 3-pt jump shot from 25 ft,32,30
144,2,8:39.0,Defensive rebound by J. Grant,,32,30
145,2,8:29.0,V. Oladipo misses 3-pt jump shot from 24 ft,,32,30
146,2,8:27.0,,Defensive rebound by M. Muscala,32,30
147,2,8:20.0,,M. Delaney misses 2-pt layup from 2 ft,32,30
148,2,8:17.0,Defensive rebound by S. Christon,,32,30
149,2,8:14.0,Turnover by S. Christon (lost ball; steal by P. Millsap),,32,30
150,2,7:54.0,,K. Korver misses 2-pt jump shot from 10 ft,32,30
151,2,7:53.0,Defensive rebound by V. Oladipo,,32,30
152,2,7:49.0,,Offensive charge foul by J. Grant (drawn by T. Hardaway),32,30
153,2,7:49.0,Turnover by J. Grant (offensive foul),,32,30
154,2,7:49.0,Official timeout,,32,30
155,2,7:49.0,R. Westbrook enters the game for E. Freedom,,32,30
156,2,7:49.0,D. Sabonis enters the game for S. Christon,,32,30
157,2,7:49.0,S. Adams enters the game for J. Grant,,32,30
158,2,7:49.0,,D. Howard enters the game for P. Millsap,32,30
159,2,7:36.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by M. Muscala),32,33
160,2,7:18.0,V. Oladipo makes 2-pt dunk at rim (assist by D. Sabonis),,34,33
161,2,7:13.0,,Shooting foul by D. Sabonis (drawn by T. Hardaway),34,33
162,2,7:13.0,,T. Hardaway makes free throw 1 of 2,34,34
163,2,7:13.0,,T. Hardaway makes free throw 2 of 2,34,35
164,2,7:04.0,R. Westbrook makes 2-pt layup from 1 ft,,36,35
165,2,6:56.0,,Personal foul by A. Roberson (drawn by M. Delaney),36,35
166,2,6:56.0,,M. Delaney makes free throw 1 of 2,36,36
167,2,6:56.0,A. Morrow enters the game for V. Oladipo,,36,36
168,2,6:56.0,,T. Sefolosha enters the game for M. Muscala,36,36
169,2,6:56.0,,M. Delaney makes free throw 2 of 2,36,37
170,2,6:37.0,A. Morrow misses 3-pt jump shot from 24 ft,,36,37
171,2,6:36.0,Offensive rebound by Team,,36,37
172,2,6:36.0,,Loose ball foul by D. Howard (drawn by D. Sabonis),36,37
173,2,6:36.0,,D. Schröder enters the game for M. Delaney,36,37
174,2,6:36.0,,M. Muscala enters the game for D. Howard,36,37
175,2,6:32.0,R. Westbrook misses 2-pt jump shot from 19 ft,,36,37
176,2,6:31.0,,Defensive rebound by M. Muscala,36,37
177,2,6:24.0,,Turnover by M. Muscala (bad pass),36,37
178,2,6:24.0,,Loose ball foul by D. Schröder (drawn by R. Westbrook),36,37
179,2,6:06.0,S. Adams makes 2-pt layup at rim,,38,37
180,2,5:40.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by D. Schröder),38,39
181,2,5:26.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,40,39
182,2,5:18.0,,Atlanta full timeout,40,39
183,2,5:18.0,,P. Millsap enters the game for T. Hardaway,40,39
184,2,5:09.0,,D. Schröder misses 3-pt jump shot from 24 ft,40,39
185,2,5:07.0,Defensive rebound by S. Adams,,40,39
186,2,4:55.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,42,39
187,2,4:55.0,Shooting foul by T. Sefolosha (drawn by S. Adams),,42,39
188,2,4:55.0,,K. Bazemore enters the game for K. Korver,42,39
189,2,4:55.0,S. Adams makes free throw 1 of 1,,43,39
190,2,4:39.0,,Turnover by D. Schröder (bad pass; steal by S. Adams),43,39
191,2,4:35.0,Shooting foul by T. Sefolosha (drawn by A. Roberson),,43,39
192,2,4:35.0,A. Roberson makes free throw 1 of 2,,44,39
193,2,4:35.0,A. Roberson makes free throw 2 of 2,,45,39
194,2,4:18.0,,Turnover by P. Millsap (bad pass),45,39
195,2,4:07.0,Personal foul by M. Muscala (drawn by R. Westbrook),,45,39
196,2,4:07.0,R. Westbrook makes free throw 1 of 2,,46,39
197,2,4:07.0,R. Westbrook makes free throw 2 of 2,,47,39
198,2,3:52.0,,Shooting foul by D. Sabonis (drawn by P. Millsap),47,39
199,2,3:52.0,,P. Millsap makes free throw 1 of 2,47,40
200,2,3:52.0,J. Grant enters the game for D. Sabonis,,47,40
201,2,3:52.0,,P. Millsap makes free throw 2 of 2,47,41
202,2,3:39.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,49,41
203,2,3:22.0,,M. Muscala makes 3-pt jump shot from 23 ft (assist by P. Millsap),49,44
204,2,3:08.0,A. Morrow makes 2-pt jump shot from 14 ft (assist by R. Westbrook),,51,44
205,2,3:08.0,Shooting foul by K. Bazemore (drawn by A. Morrow),,51,44
206,2,3:08.0,A. Morrow makes free throw 1 of 1,,52,44
207,2,2:57.0,,P. Millsap misses 2-pt layup from 1 ft,52,44
208,2,2:56.0,Defensive rebound by R. Westbrook,,52,44
209,2,2:40.0,A. Roberson makes 2-pt layup from 2 ft (assist by R. Westbrook),,54,44
210,2,2:22.0,,D. Schröder makes 2-pt jump shot from 7 ft (assist by K. Bazemore),54,46
211,2,2:02.0,Turnover by S. Adams (lost ball; steal by P. Millsap),,54,46
212,2,1:57.0,,K. Bazemore misses 2-pt dunk at rim,54,46
213,2,1:55.0,,Offensive rebound by D. Schröder,54,46
214,2,1:53.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by D. Schröder),54,49
215,2,1:53.0,Oklahoma City full timeout,,54,49
216,2,1:53.0,,K. Humphries enters the game for M. Muscala,54,49
217,2,1:39.0,R. Westbrook misses 2-pt jump shot from 20 ft,,54,49
218,2,1:37.0,Offensive rebound by S. Adams,,54,49
219,2,1:36.0,Shooting foul by K. Humphries (drawn by S. Adams),,54,49
220,2,1:36.0,S. Adams misses free throw 1 of 2,,54,49
221,2,1:36.0,Offensive rebound by Team,,54,49
222,2,1:36.0,,K. Korver enters the game for K. Humphries,54,49
223,2,1:36.0,V. Oladipo enters the game for A. Morrow,,54,49
224,2,1:36.0,S. Adams makes free throw 2 of 2,,55,49
225,2,1:24.0,,P. Millsap makes 2-pt layup from 2 ft (assist by D. Schröder),55,51
226,2,1:03.0,R. Westbrook misses 2-pt layup from 1 ft,,55,51
227,2,1:03.0,Offensive rebound by S. Adams,,55,51
228,2,1:03.0,Shooting foul by P. Millsap (drawn by S. Adams),,55,51
229,2,1:03.0,S. Adams misses free throw 1 of 2,,55,51
230,2,1:03.0,Offensive rebound by Team,,55,51
231,2,1:03.0,S. Adams misses free throw 2 of 2,,55,51
232,2,1:01.0,,Defensive rebound by P. Millsap,55,51
233,2,0:46.0,,K. Bazemore misses 2-pt layup from 1 ft,55,51
234,2,0:45.0,Defensive rebound by R. Westbrook,,55,51
235,2,0:41.0,R. Westbrook misses 3-pt jump shot from 27 ft,,55,51
236,2,0:38.0,,Defensive rebound by K. Bazemore,55,51
237,2,0:29.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by T. Sefolosha),55,54
238,2,0:04.0,A. Roberson misses 3-pt jump shot from 24 ft,,55,54
239,2,0:03.0,,Defensive rebound by D. Schröder,55,54
240,2,0:00.0,,D. Schröder misses 3-pt jump shot from 33 ft,55,54
241,2,0:00.0,,Offensive rebound by Team,55,54
242,3,11:50.0,,Shooting foul by A. Roberson (drawn by P. Millsap),55,54
243,3,11:50.0,,P. Millsap misses free throw 1 of 2,55,54
244,3,11:50.0,,Offensive rebound by Team,55,54
245,3,11:50.0,,P. Millsap makes free throw 2 of 2,55,55
246,3,11:37.0,S. Adams misses 2-pt dunk at rim,,55,55
247,3,11:34.0,,Defensive rebound by D. Schröder,55,55
248,3,11:19.0,,K. Bazemore misses 3-pt jump shot from 24 ft,55,55
249,3,11:17.0,,Offensive rebound by K. Bazemore,55,55
250,3,11:03.0,,D. Schröder misses 2-pt jump shot from 19 ft,55,55
251,3,11:01.0,,Offensive rebound by D. Howard,55,55
252,3,11:00.0,,D. Howard misses 2-pt jump shot from 8 ft (block by R. Westbrook),55,55
253,3,11:00.0,Defensive rebound by Team,,55,55
254,3,10:45.0,V. Oladipo misses 3-pt jump shot from 25 ft,,55,55
255,3,10:43.0,,Defensive rebound by T. Sefolosha,55,55
256,3,10:22.0,,P. Millsap misses 3-pt jump shot from 24 ft,55,55
257,3,10:21.0,Defensive rebound by R. Westbrook,,55,55
258,3,10:17.0,Personal foul by T. Sefolosha (drawn by R. Westbrook),,55,55
259,3,10:11.0,Shooting foul by P. Millsap (drawn by R. Westbrook),,55,55
260,3,10:11.0,R. Westbrook misses free throw 1 of 2,,55,55
261,3,10:11.0,Offensive rebound by Team,,55,55
262,3,10:11.0,R. Westbrook makes free throw 2 of 2,,56,55
263,3,9:59.0,,T. Sefolosha misses 2-pt jump shot from 19 ft,56,55
264,3,9:58.0,Defensive rebound by S. Adams,,56,55
265,3,9:48.0,R. Westbrook misses 3-pt jump shot from 25 ft,,56,55
266,3,9:47.0,,Defensive rebound by K. Bazemore,56,55
267,3,9:35.0,,D. Schröder misses 2-pt layup from 1 ft,56,55
268,3,9:33.0,Defensive rebound by R. Westbrook,,56,55
269,3,9:30.0,Shooting block foul by K. Bazemore (drawn by R. Westbrook),,56,55
270,3,9:30.0,,Technical foul by K. Bazemore,56,55
271,3,9:30.0,R. Westbrook makes technical free throw,,57,55
272,3,9:30.0,R. Westbrook misses free throw 1 of 2,,57,55
273,3,9:30.0,Offensive rebound by Team,,57,55
274,3,9:30.0,R. Westbrook makes free throw 2 of 2,,58,55
275,3,9:17.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),58,57
276,3,8:55.0,D. Sabonis makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,60,57
277,3,8:47.0,,Shooting foul by V. Oladipo (drawn by T. Sefolosha),60,57
278,3,8:47.0,,T. Sefolosha misses free throw 1 of 2,60,57
279,3,8:47.0,,Offensive rebound by Team,60,57
280,3,8:47.0,Oklahoma City full timeout,,60,57
281,3,8:47.0,,T. Sefolosha misses free throw 2 of 2,60,57
282,3,8:47.0,,M. Muscala enters the game for P. Millsap,60,57
283,3,8:45.0,Defensive rebound by R. Westbrook,,60,57
284,3,8:34.0,R. Westbrook makes 2-pt jump shot from 20 ft (assist by V. Oladipo),,62,57
285,3,8:10.0,,K. Bazemore misses 2-pt layup from 1 ft,62,57
286,3,8:08.0,,Offensive rebound by D. Howard,62,57
287,3,8:08.0,,D. Howard misses 2-pt layup from 1 ft,62,57
288,3,8:07.0,Defensive rebound by V. Oladipo,,62,57
289,3,7:54.0,R. Westbrook makes 2-pt jump shot from 13 ft,,64,57
290,3,7:39.0,,D. Howard makes 2-pt layup from 3 ft (assist by D. Schröder),64,59
291,3,7:24.0,D. Sabonis misses 3-pt jump shot from 24 ft,,64,59
292,3,7:22.0,Offensive rebound by R. Westbrook,,64,59
293,3,7:07.0,D. Sabonis misses 3-pt jump shot from 24 ft,,64,59
294,3,7:06.0,,Defensive rebound by D. Howard,64,59
295,3,6:56.0,,D. Schröder misses 2-pt layup from 2 ft,64,59
296,3,6:54.0,Defensive rebound by V. Oladipo,,64,59
297,3,6:41.0,R. Westbrook makes 3-pt jump shot from 25 ft,,67,59
298,3,6:25.0,,Turnover by K. Bazemore (bad pass; steal by R. Westbrook),67,59
299,3,6:19.0,V. Oladipo makes 2-pt layup from 1 ft (assist by R. Westbrook),,69,59
300,3,6:19.0,,Atlanta full timeout,69,59
301,3,6:19.0,J. Grant enters the game for D. Sabonis,,69,59
302,3,6:19.0,,P. Millsap enters the game for D. Howard,69,59
303,3,6:19.0,,K. Korver enters the game for K. Bazemore,69,59
304,3,5:59.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by P. Millsap),69,62
305,3,5:31.0,V. Oladipo misses 3-pt jump shot from 24 ft,,69,62
306,3,5:28.0,,Defensive rebound by P. Millsap,69,62
307,3,5:10.0,,K. Korver misses 2-pt layup from 1 ft,69,62
308,3,5:08.0,Defensive rebound by V. Oladipo,,69,62
309,3,5:00.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,72,62
310,3,4:42.0,,K. Korver misses 3-pt jump shot from 24 ft,72,62
311,3,4:40.0,Defensive rebound by V. Oladipo,,72,62
312,3,4:31.0,R. Westbrook misses 2-pt jump shot from 13 ft,,72,62
313,3,4:28.0,,Defensive rebound by D. Schröder,72,62
314,3,4:20.0,,P. Millsap makes 2-pt jump shot from 6 ft (assist by D. Schröder),72,64
315,3,3:59.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by J. Grant),,75,64
316,3,3:43.0,,Turnover by D. Schröder (bad pass; steal by J. Grant),75,64
317,3,3:37.0,R. Westbrook misses 2-pt layup from 2 ft (block by T. Sefolosha),,75,64
318,3,3:35.0,,Defensive rebound by D. Schröder,75,64
319,3,3:29.0,,M. Muscala makes 2-pt hook shot from 1 ft (assist by D. Schröder),75,66
320,3,3:27.0,Oklahoma City full timeout,,75,66
321,3,3:27.0,A. Morrow enters the game for S. Adams,,75,66
322,3,3:27.0,J. Lauvergne enters the game for V. Oladipo,,75,66
323,3,3:27.0,S. Christon enters the game for R. Westbrook,,75,66
324,3,3:27.0,,T. Hardaway enters the game for T. Sefolosha,75,66
325,3,3:15.0,Shooting foul by M. Muscala (drawn by J. Lauvergne),,75,66
326,3,3:15.0,J. Lauvergne makes free throw 1 of 2,,76,66
327,3,3:15.0,J. Lauvergne misses free throw 2 of 2,,76,66
328,3,3:14.0,,Defensive rebound by T. Hardaway,76,66
329,3,3:01.0,,D. Schröder misses 2-pt layup from 1 ft,76,66
330,3,2:59.0,Defensive rebound by S. Christon,,76,66
331,3,2:51.0,A. Morrow makes 3-pt jump shot from 24 ft (assist by J. Grant),,79,66
332,3,2:33.0,,D. Schröder misses 2-pt jump shot from 22 ft,79,66
333,3,2:32.0,Defensive rebound by A. Roberson,,79,66
334,3,2:23.0,Turnover by S. Christon (traveling),,79,66
335,3,2:23.0,,M. Delaney enters the game for D. Schröder,79,66
336,3,2:00.0,,P. Millsap misses 3-pt jump shot from 22 ft,79,66
337,3,1:57.0,Defensive rebound by A. Morrow,,79,66
338,3,1:50.0,J. Grant makes 2-pt jump shot from 4 ft (assist by S. Christon),,81,66
339,3,1:38.0,,K. Korver misses 3-pt jump shot from 25 ft,81,66
340,3,1:37.0,,Offensive rebound by Team,81,66
341,3,1:37.0,,D. Howard enters the game for M. Muscala,81,66
342,3,1:37.0,E. Freedom enters the game for J. Lauvergne,,81,66
343,3,1:33.0,,Turnover by D. Howard (bad pass; steal by A. Morrow),81,66
344,3,1:23.0,Turnover by E. Freedom (traveling),,81,66
345,3,1:14.0,,T. Hardaway makes 2-pt dunk at rim (assist by M. Delaney),81,68
346,3,1:02.0,Offensive foul by E. Freedom (drawn by M. Delaney),,81,68
347,3,1:02.0,Turnover by E. Freedom (offensive foul),,81,68
348,3,0:53.0,,Shooting foul by J. Grant (drawn by D. Howard),81,68
349,3,0:53.0,,D. Howard makes free throw 1 of 2,81,69
350,3,0:53.0,,D. Howard misses free throw 2 of 2,81,69
351,3,0:53.0,Defensive rebound by A. Roberson,,81,69
352,3,0:34.0,S. Christon makes 2-pt jump shot from 11 ft,,83,69
353,3,0:18.0,,M. Delaney misses 2-pt jump shot from 20 ft,83,69
354,3,0:16.0,Defensive rebound by A. Morrow,,83,69
355,3,0:00.0,S. Christon misses 3-pt jump shot from 25 ft,,83,69
356,3,0:00.0,Offensive rebound by Team,,83,69
357,4,11:42.0,S. Christon misses 2-pt jump shot from 19 ft,,83,69
358,4,11:38.0,,Defensive rebound by Team,83,69
359,4,11:21.0,,M. Delaney makes 2-pt jump shot from 18 ft (assist by K. Korver),83,71
360,4,11:02.0,Personal foul by M. Delaney (drawn by S. Christon),,83,71
361,4,10:55.0,V. Oladipo misses 2-pt jump shot from 18 ft,,83,71
362,4,10:54.0,,Defensive rebound by M. Muscala,83,71
363,4,10:39.0,,M. Delaney makes 2-pt layup from 3 ft,83,73
364,4,10:24.0,E. Freedom makes 2-pt layup from 2 ft (assist by S. Christon),,85,73
365,4,10:09.0,,Shooting foul by E. Freedom (drawn by D. Howard),85,73
366,4,10:09.0,,D. Howard makes free throw 1 of 2,85,74
367,4,10:09.0,,D. Howard misses free throw 2 of 2,85,74
368,4,10:08.0,Defensive rebound by Team,,85,74
369,4,9:57.0,E. Freedom misses 3-pt jump shot from 23 ft,,85,74
370,4,9:56.0,,Defensive rebound by M. Muscala,85,74
371,4,9:39.0,,D. Howard misses 2-pt layup from 1 ft (block by E. Freedom),85,74
372,4,9:36.0,Defensive rebound by E. Freedom,,85,74
373,4,9:36.0,Turnover by E. Freedom (lost ball),,85,74
374,4,9:36.0,Loose ball foul by E. Freedom (drawn by D. Howard),,85,74
375,4,9:35.0,,Turnover by K. Korver (bad pass),85,74
376,4,9:20.0,V. Oladipo misses 3-pt jump shot from 25 ft,,85,74
377,4,9:18.0,,Defensive rebound by D. Howard,85,74
378,4,9:06.0,,Personal foul by S. Christon (drawn by D. Howard),85,74
379,4,9:03.0,,Turnover by M. Delaney (offensive foul),85,74
