,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
0,1,11:42.0,D. Green misses 3-pt jump shot from 24 ft,,0,0
1,1,11:42.0,,Defensive rebound by Team,0,0
2,1,11:25.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by N. Young),0,3
3,1,11:11.0,S. Curry misses 3-pt jump shot from 26 ft,,0,3
4,1,11:10.0,Offensive rebound by D. Green,,0,3
5,1,11:04.0,S. Curry misses 3-pt jump shot from 26 ft,,0,3
6,1,11:03.0,,Defensive rebound by J. Randle,0,3
7,1,10:59.0,,Shooting foul by S. Curry (drawn by D. Russell),0,3
8,1,10:59.0,,D. Russell makes free throw 1 of 3,0,4
9,1,10:59.0,,D. Russell makes free throw 2 of 3,0,5
10,1,10:59.0,,D. Russell makes free throw 3 of 3,0,6
11,1,10:49.0,Turnover by K. Durant (bad pass),,0,6
12,1,10:38.0,,L. Deng misses 3-pt jump shot from 25 ft,0,6
13,1,10:36.0,Defensive rebound by K. Durant,,0,6
14,1,10:26.0,K. Thompson misses 2-pt layup from 1 ft,,0,6
15,1,10:25.0,,Defensive rebound by T. Mozgov,0,6
16,1,10:17.0,,N. Young makes 2-pt jump shot from 21 ft (assist by J. Randle),0,8
17,1,10:02.0,K. Thompson misses 3-pt jump shot from 25 ft,,0,8
18,1,10:00.0,,Defensive rebound by N. Young,0,8
19,1,9:52.0,,J. Randle misses 3-pt jump shot from 25 ft,0,8
20,1,9:51.0,Defensive rebound by S. Curry,,0,8
21,1,9:44.0,S. Curry makes 2-pt layup at rim,,2,8
22,1,9:33.0,,Turnover by T. Mozgov (lost ball; steal by D. Green),2,8
23,1,9:26.0,K. Thompson misses 3-pt jump shot from 25 ft,,2,8
24,1,9:22.0,,Defensive rebound by D. Russell,2,8
25,1,9:06.0,,L. Deng misses 2-pt jump shot from 3 ft (block by K. Durant),2,8
26,1,9:04.0,Defensive rebound by K. Thompson,,2,8
27,1,9:00.0,S. Curry misses 3-pt jump shot from 23 ft,,2,8
28,1,8:57.0,Offensive rebound by D. Green,,2,8
29,1,8:51.0,K. Durant misses 3-pt jump shot from 26 ft,,2,8
30,1,8:49.0,,Defensive rebound by T. Mozgov,2,8
31,1,8:44.0,,D. Russell misses 3-pt jump shot from 25 ft,2,8
32,1,8:43.0,Defensive rebound by K. Durant,,2,8
33,1,8:38.0,K. Thompson makes 2-pt layup from 1 ft,,4,8
34,1,8:17.0,,N. Young misses 3-pt jump shot from 23 ft,4,8
35,1,8:13.0,Defensive rebound by D. Green,,4,8
36,1,8:04.0,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),,6,8
37,1,8:01.0,,LA Lakers full timeout,6,8
38,1,7:48.0,,J. Randle misses 2-pt jump shot from 5 ft,6,8
39,1,7:47.0,,Offensive rebound by T. Mozgov,6,8
40,1,7:42.0,,N. Young misses 3-pt jump shot from 25 ft,6,8
41,1,7:39.0,,Offensive rebound by T. Mozgov,6,8
42,1,7:34.0,,J. Randle misses 2-pt jump shot from 8 ft,6,8
43,1,7:32.0,Defensive rebound by D. Green,,6,8
44,1,7:20.0,Def 3 sec tech foul by T. Mozgov,,6,8
45,1,7:20.0,S. Curry makes technical free throw,,7,8
46,1,7:07.0,K. Durant misses 2-pt jump shot from 19 ft,,7,8
47,1,7:03.0,,Defensive rebound by J. Randle,7,8
48,1,6:44.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by L. Deng),7,10
49,1,6:40.0,Turnover by K. Thompson (lost ball),,7,10
50,1,6:26.0,,N. Young makes 2-pt jump shot from 19 ft,7,12
51,1,6:19.0,Offensive foul by Z. Pachulia (drawn by T. Mozgov),,7,12
52,1,6:19.0,Turnover by Z. Pachulia (offensive foul),,7,12
53,1,6:05.0,,J. Randle makes 2-pt dunk at rim (assist by L. Deng),7,14
54,1,5:56.0,K. Durant makes 2-pt layup from 1 ft (assist by Z. Pachulia),,9,14
55,1,5:56.0,Shooting foul by J. Randle (drawn by K. Durant),,9,14
56,1,5:56.0,K. Durant makes free throw 1 of 1,,10,14
57,1,5:48.0,,Offensive foul by J. Randle (drawn by S. Curry),10,14
58,1,5:48.0,,Turnover by J. Randle (offensive foul),10,14
59,1,5:48.0,A. Iguodala enters the game for K. Durant,,10,14
60,1,5:37.0,K. Thompson misses 2-pt jump shot from 18 ft,,10,14
61,1,5:36.0,,Defensive rebound by L. Deng,10,14
62,1,5:29.0,,N. Young misses 2-pt jump shot from 10 ft,10,14
63,1,5:27.0,,Offensive rebound by J. Randle,10,14
64,1,5:24.0,,J. Randle misses 2-pt layup from 2 ft (block by K. Thompson),10,14
65,1,5:22.0,,Offensive rebound by T. Mozgov,10,14
