,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BROOKLYN_ACTION,LA LAKERS_SCORE,BROOKLYN_SCORE
85,1,3:26.0,L. Williams makes 2-pt layup from 1 ft,,21,19
86,1,3:01.0,,B. Bogdanović makes 2-pt layup from 2 ft,21,21
87,1,2:48.0,Turnover by J. Clarkson (lost ball; steal by B. Bogdanović),,21,21
88,1,2:47.0,,Clear path foul by J. Randle,21,21
89,1,2:47.0,LA Lakers full timeout,,21,21
90,1,2:47.0,,B. Bogdanović makes clear path free throw 1 of 2,21,22
91,1,2:47.0,L. Deng enters the game for J. Randle,,21,21
92,1,2:47.0,,B. Bogdanović makes clear path free throw 2 of 2,21,23
93,1,2:39.0,,S. Dinwiddie misses 2-pt layup from 2 ft (block by L. Deng),21,23
94,1,2:37.0,,Offensive rebound by A. Bennett,21,23
95,1,2:36.0,,A. Bennett makes 2-pt layup from 2 ft,21,25
96,1,2:19.0,Personal foul by S. Dinwiddie,,21,25
97,1,2:19.0,,B. Lopez enters the game for T. Booker,21,25
98,1,2:19.0,,R. Hollis-Jefferson enters the game for B. Bogdanović,21,25
99,1,2:19.0,T. Mozgov enters the game for L. Deng,,21,25
100,1,2:14.0,J. Clarkson misses 2-pt jump shot from 7 ft,,21,25
101,1,2:13.0,,Defensive rebound by J. Harris,21,25
102,1,1:53.0,,B. Lopez makes 2-pt layup from 1 ft,21,27
103,1,1:36.0,Shooting foul by J. Harris (drawn by T. Mozgov),,21,27
104,1,1:36.0,T. Mozgov misses free throw 1 of 2,,21,27
105,1,1:36.0,Offensive rebound by Team,,21,27
106,1,1:36.0,T. Mozgov makes free throw 2 of 2,,22,27
107,1,1:27.0,,J. Harris misses 3-pt jump shot from 24 ft,22,27
108,1,1:26.0,,Offensive rebound by S. Dinwiddie,22,27
109,1,1:16.0,,Turnover by B. Lopez (bad pass; steal by J. Clarkson),22,27
110,1,1:12.0,J. Clarkson makes 2-pt layup from 2 ft,,24,27
111,1,0:57.0,,B. Lopez misses 2-pt hook shot from 4 ft,24,27
112,1,0:55.0,,Offensive rebound by B. Lopez,24,27
113,1,0:55.0,,B. Lopez misses 2-pt layup from 4 ft,24,27
114,1,0:54.0,Defensive rebound by T. Mozgov,,24,27
115,1,0:47.0,T. Mozgov makes 2-pt layup from 2 ft (assist by L. Nance),,26,27
116,1,0:38.0,,A. Bennett misses 3-pt jump shot from 25 ft,26,27
117,1,0:36.0,Defensive rebound by L. Williams,,26,27
118,1,0:32.0,J. Clarkson makes 2-pt jump shot from 5 ft,,28,27
119,1,0:05.0,,B. Lopez misses 3-pt jump shot from 25 ft,28,27
120,1,0:04.0,Defensive rebound by J. Clarkson,,28,27
121,1,0:00.0,J. Clarkson makes 2-pt jump shot from 8 ft,,30,27
122,2,11:42.0,B. Ingram misses 2-pt jump shot from 14 ft,,30,27
123,2,11:41.0,,Defensive rebound by R. Hollis-Jefferson,30,27
124,2,11:37.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,30,27
125,2,11:35.0,,Offensive rebound by L. Scola,30,27
126,2,11:32.0,,L. Scola misses 2-pt layup from 1 ft,30,27
127,2,11:31.0,,Offensive rebound by L. Scola,30,27
128,2,11:29.0,,L. Scola misses 2-pt layup from 2 ft,30,27
129,2,11:28.0,Defensive rebound by L. Nance,,30,27
130,2,11:20.0,Personal block foul by B. Bogdanović (drawn by B. Ingram),,30,27
131,2,11:13.0,B. Ingram makes 2-pt layup from 2 ft,,32,27
132,2,10:53.0,,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,32,27
133,2,10:52.0,Defensive rebound by L. Nance,,32,27
134,2,10:43.0,Shooting foul by R. Hollis-Jefferson (drawn by B. Ingram),,32,27
135,2,10:43.0,B. Ingram makes free throw 1 of 2,,33,27
136,2,10:43.0,B. Ingram misses free throw 2 of 2,,33,27
137,2,10:42.0,,Defensive rebound by R. Hollis-Jefferson,33,27
138,2,10:38.0,,Shooting foul by L. Nance (drawn by C. LeVert),33,27
139,2,10:38.0,,C. LeVert misses free throw 1 of 2,33,27
140,2,10:38.0,,Offensive rebound by Team,33,27
141,2,10:38.0,,C. LeVert makes free throw 2 of 2,33,28
142,2,10:24.0,Turnover by L. Williams (bad pass; steal by S. Dinwiddie),,33,28
143,2,10:05.0,,R. Hollis-Jefferson misses 3-pt jump shot from 26 ft,33,28
144,2,10:04.0,Defensive rebound by J. Clarkson,,33,28
145,2,10:00.0,Turnover by J. Clarkson (lost ball; steal by C. LeVert),,33,28
146,2,9:56.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by B. Bogdanović),33,30
147,2,9:37.0,B. Ingram makes 2-pt jump shot from 16 ft,,35,30
148,2,9:21.0,,Brooklyn full timeout,35,30
149,2,9:17.0,,Shooting foul by J. Clarkson (drawn by R. Hollis-Jefferson),35,30
150,2,9:17.0,,R. Hollis-Jefferson makes free throw 1 of 2,35,31
151,2,9:17.0,,R. Hollis-Jefferson makes free throw 2 of 2,35,32
152,2,8:58.0,J. Clarkson makes 2-pt jump shot from 16 ft,,37,32
153,2,8:40.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,37,32
154,2,8:39.0,,Offensive rebound by R. Hollis-Jefferson,37,32
155,2,8:34.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by L. Nance),37,32
156,2,8:33.0,Defensive rebound by L. Nance,,37,32
157,2,8:17.0,B. Ingram misses 3-pt jump shot from 23 ft,,37,32
158,2,8:16.0,,Defensive rebound by L. Scola,37,32
159,2,8:03.0,,C. LeVert misses 3-pt jump shot from 25 ft,37,32
160,2,8:03.0,Defensive rebound by Team,,37,32
161,2,8:03.0,,B. Lopez enters the game for B. Bogdanović,37,32
162,2,8:03.0,,I. Whitehead enters the game for S. Dinwiddie,37,32
163,2,8:03.0,,J. Harris enters the game for R. Hollis-Jefferson,37,32
164,2,8:03.0,N. Young enters the game for L. Williams,,37,32
165,2,7:41.0,N. Young misses 2-pt jump shot from 7 ft,,37,32
166,2,7:39.0,,Defensive rebound by C. LeVert,37,32
167,2,7:34.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by C. LeVert),37,35
168,2,7:34.0,LA Lakers full timeout,,37,35
169,2,7:34.0,D. Russell enters the game for J. Clarkson,,37,35
170,2,7:34.0,T. Mozgov enters the game for B. Ingram,,37,35
171,2,7:34.0,J. Randle enters the game for L. Nance,,37,35
172,2,7:08.0,T. Mozgov misses 2-pt jump shot from 17 ft,,37,35
173,2,7:07.0,,Defensive rebound by C. LeVert,37,35
174,2,6:58.0,,J. Harris misses 3-pt jump shot from 25 ft,37,35
175,2,6:57.0,Defensive rebound by L. Deng,,37,35
176,2,6:37.0,L. Deng misses 2-pt jump shot from 22 ft,,37,35
177,2,6:36.0,,Defensive rebound by C. LeVert,37,35
178,2,6:29.0,,C. LeVert misses 3-pt jump shot from 24 ft,37,35
179,2,6:28.0,Defensive rebound by J. Randle,,37,35
180,2,6:25.0,Turnover by D. Russell (dbl dribble),,37,35
181,2,6:25.0,,S. Kilpatrick enters the game for C. LeVert,37,35
182,2,6:20.0,Violation by D. Russell (kicked ball),,37,35
183,2,6:06.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by L. Scola),37,38
184,2,5:50.0,Shooting foul by I. Whitehead (drawn by D. Russell),,37,38
185,2,5:50.0,D. Russell makes free throw 1 of 2,,38,38
186,2,5:50.0,D. Russell misses free throw 2 of 2,,38,38
187,2,5:48.0,,Defensive rebound by L. Scola,38,38
188,2,5:37.0,,S. Kilpatrick misses 2-pt layup from 2 ft (block by T. Mozgov),38,38
189,2,5:36.0,Defensive rebound by T. Mozgov,,38,38
190,2,5:30.0,N. Young misses 3-pt jump shot from 23 ft,,38,38
191,2,5:29.0,,Defensive rebound by J. Harris,38,38
192,2,5:15.0,,Shooting foul by N. Young (drawn by B. Lopez),38,38
193,2,5:15.0,,B. Lopez misses free throw 1 of 2,38,38
194,2,5:15.0,,Offensive rebound by Team,38,38
195,2,5:15.0,,T. Booker enters the game for L. Scola,38,38
196,2,5:15.0,,B. Lopez makes free throw 2 of 2,38,39
197,2,4:55.0,J. Randle misses 2-pt hook shot from 6 ft,,38,39
198,2,4:54.0,Offensive rebound by Team,,38,39
199,2,4:54.0,,Loose ball foul by T. Booker (drawn by T. Mozgov),38,39
200,2,4:46.0,D. Russell misses 2-pt jump shot from 13 ft,,38,39
201,2,4:45.0,,Defensive rebound by T. Booker,38,39
202,2,4:36.0,,B. Lopez misses 3-pt jump shot from 25 ft,38,39
203,2,4:35.0,Defensive rebound by D. Russell,,38,39
204,2,4:25.0,T. Mozgov misses 2-pt jump shot from 9 ft,,38,39
205,2,4:24.0,,Defensive rebound by B. Lopez,38,39
206,2,4:20.0,,Turnover by T. Booker (bad pass),38,39
207,2,4:20.0,B. Ingram enters the game for L. Deng,,38,39
208,2,4:02.0,Personal foul by I. Whitehead (drawn by N. Young),,38,39
209,2,4:02.0,N. Young makes free throw 1 of 2,,39,39
210,2,4:02.0,Violation by Team (double lane),,39,39
211,2,3:42.0,,T. Booker makes 3-pt jump shot from 24 ft (assist by B. Lopez),39,42
212,2,3:31.0,T. Mozgov misses 2-pt jump shot from 18 ft,,39,42
213,2,3:30.0,,Defensive rebound by S. Kilpatrick,39,42
214,2,3:23.0,,B. Lopez makes 2-pt layup from 3 ft (assist by S. Kilpatrick),39,44
215,2,3:16.0,LA Lakers full timeout,,39,44
216,2,3:16.0,,R. Hollis-Jefferson enters the game for I. Whitehead,39,44
217,2,3:01.0,B. Ingram misses 2-pt jump shot from 21 ft,,39,44
218,2,3:00.0,,Defensive rebound by T. Booker,39,44
219,2,2:52.0,,B. Lopez misses 3-pt jump shot from 26 ft,39,44
220,2,2:51.0,,Offensive rebound by R. Hollis-Jefferson,39,44
221,2,2:41.0,,Turnover by T. Booker (bad pass),39,44
222,2,2:41.0,Official timeout,,39,44
223,2,2:41.0,L. Williams enters the game for D. Russell,,39,44
224,2,2:29.0,Turnover by L. Williams (bad pass; steal by J. Harris),,39,44
225,2,2:22.0,,Turnover by J. Harris (bad pass; steal by L. Williams),39,44
226,2,2:13.0,J. Randle misses 2-pt hook shot from 8 ft,,39,44
227,2,2:12.0,,Defensive rebound by T. Booker,39,44
228,2,2:08.0,,Shooting foul by T. Mozgov (drawn by T. Booker),39,44
229,2,2:08.0,,T. Booker misses free throw 1 of 2,39,44
230,2,2:08.0,,Offensive rebound by Team,39,44
231,2,2:08.0,,T. Booker misses free throw 2 of 2,39,44
232,2,2:07.0,Defensive rebound by J. Randle,,39,44
233,2,1:49.0,Shooting foul by J. Harris (drawn by B. Ingram),,39,44
234,2,1:49.0,B. Ingram misses free throw 1 of 2,,39,44
235,2,1:49.0,Offensive rebound by Team,,39,44
236,2,1:49.0,B. Ingram misses free throw 2 of 2,,39,44
237,2,1:47.0,Offensive rebound by T. Mozgov,,39,44
238,2,1:33.0,B. Ingram misses 2-pt jump shot from 10 ft,,39,44
239,2,1:32.0,,Defensive rebound by T. Booker,39,44
240,2,1:24.0,Offensive charge foul by T. Booker (drawn by B. Ingram),,39,44
241,2,1:24.0,,Turnover by T. Booker (offensive foul),39,44
242,2,1:24.0,,A. Bennett enters the game for T. Booker,39,44
243,2,1:13.0,L. Williams misses 3-pt jump shot from 24 ft,,39,44
244,2,1:12.0,Offensive rebound by T. Mozgov,,39,44
245,2,1:08.0,Shooting foul by S. Kilpatrick (drawn by B. Ingram),,39,44
246,2,1:08.0,B. Ingram makes free throw 1 of 2,,40,44
247,2,1:08.0,B. Ingram makes free throw 2 of 2,,41,44
248,2,0:53.0,,A. Bennett misses 3-pt jump shot from 26 ft,41,44
249,2,0:52.0,,Offensive rebound by R. Hollis-Jefferson,41,44
250,2,0:51.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft,41,46
251,2,0:40.0,T. Mozgov misses 2-pt jump shot from 16 ft,,41,46
252,2,0:39.0,,Defensive rebound by A. Bennett,41,46
253,2,0:30.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),41,49
254,2,0:09.0,L. Williams makes 2-pt jump shot from 11 ft,,43,49
255,2,0:01.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft,43,52
256,3,11:35.0,J. Randle misses 2-pt jump shot from 5 ft,,43,52
257,3,11:33.0,Offensive rebound by N. Young,,43,52
258,3,11:25.0,D. Russell makes 3-pt jump shot from 25 ft,,46,52
259,3,11:07.0,,B. Lopez misses 2-pt jump shot from 10 ft,46,52
260,3,11:06.0,Defensive rebound by J. Randle,,46,52
261,3,10:54.0,J. Randle misses 2-pt layup from 3 ft (block by B. Lopez),,46,52
262,3,10:53.0,,Defensive rebound by T. Booker,46,52
263,3,10:52.0,,Clear path foul by L. Deng,46,52
264,3,10:52.0,,B. Bogdanović misses clear path free throw 1 of 2,46,52
265,3,10:52.0,,Offensive rebound by Team,46,52
266,3,10:52.0,,B. Bogdanović makes clear path free throw 2 of 2,46,53
267,3,10:49.0,,Turnover by B. Lopez (dbl dribble),46,53
268,3,10:42.0,Personal foul by B. Bogdanović (drawn by L. Deng),,46,53
269,3,10:35.0,L. Deng makes 2-pt layup from 2 ft,,48,53
270,3,10:24.0,,Turnover by S. Kilpatrick (traveling),48,53
271,3,10:15.0,D. Russell misses 3-pt jump shot from 24 ft,,48,53
272,3,10:14.0,,Defensive rebound by B. Bogdanović,48,53
273,3,10:08.0,,Turnover by S. Kilpatrick (lost ball; steal by N. Young),48,53
274,3,10:02.0,N. Young misses 3-pt jump shot from 25 ft,,48,53
275,3,10:01.0,Offensive rebound by L. Deng,,48,53
276,3,10:00.0,L. Deng misses 2-pt layup from 1 ft,,48,53
277,3,9:59.0,Offensive rebound by T. Mozgov,,48,53
278,3,9:58.0,Shooting foul by I. Whitehead (drawn by T. Mozgov),,48,53
279,3,9:58.0,T. Mozgov makes free throw 1 of 2,,49,53
280,3,9:58.0,T. Mozgov makes free throw 2 of 2,,50,53
281,3,9:33.0,,Turnover by Team (shot clock),50,53
282,3,9:22.0,Turnover by N. Young (lost ball; steal by I. Whitehead),,50,53
283,3,9:13.0,,Brooklyn full timeout,50,53
284,3,9:00.0,,T. Booker misses 2-pt jump shot from 8 ft,50,53
285,3,8:59.0,,Offensive rebound by B. Lopez,50,53
286,3,8:58.0,,B. Lopez misses 2-pt layup from 1 ft,50,53
287,3,8:57.0,Defensive rebound by L. Deng,,50,53
288,3,8:47.0,J. Randle misses 2-pt layup from 3 ft,,50,53
289,3,8:46.0,Offensive rebound by N. Young,,50,53
290,3,8:43.0,D. Russell misses 3-pt jump shot from 25 ft,,50,53
291,3,8:42.0,,Defensive rebound by B. Bogdanović,50,53
292,3,8:37.0,,Shooting foul by N. Young (drawn by S. Kilpatrick),50,53
293,3,8:37.0,,S. Kilpatrick makes 2-pt layup from 1 ft,50,55
294,3,8:37.0,,S. Kilpatrick makes free throw 1 of 1,50,56
295,3,8:18.0,D. Russell makes 3-pt jump shot from 24 ft (assist by L. Deng),,53,56
296,3,7:54.0,,Shooting foul by J. Randle (drawn by B. Bogdanović),53,56
297,3,7:54.0,,B. Bogdanović makes free throw 1 of 2,53,57
298,3,7:54.0,,B. Bogdanović makes free throw 2 of 2,53,58
299,3,7:35.0,Shooting foul by I. Whitehead (drawn by D. Russell),,53,58
300,3,7:35.0,D. Russell makes free throw 1 of 2,,54,58
301,3,7:35.0,D. Russell misses free throw 2 of 2,,54,58
302,3,7:35.0,,S. Dinwiddie enters the game for I. Whitehead,54,58
303,3,7:34.0,,Defensive rebound by T. Booker,54,58
304,3,7:22.0,,S. Kilpatrick misses 3-pt jump shot from 26 ft,54,58
305,3,7:20.0,Defensive rebound by J. Randle,,54,58
306,3,7:15.0,Shooting foul by S. Dinwiddie (drawn by D. Russell),,54,58
307,3,7:15.0,D. Russell misses free throw 1 of 2,,54,58
308,3,7:15.0,Offensive rebound by Team,,54,58
309,3,7:15.0,D. Russell makes free throw 2 of 2,,55,58
310,3,7:02.0,,B. Lopez misses 3-pt jump shot from 25 ft,55,58
311,3,7:01.0,Defensive rebound by J. Randle,,55,58
312,3,6:45.0,D. Russell misses 2-pt jump shot from 19 ft,,55,58
313,3,6:43.0,,Defensive rebound by T. Booker,55,58
314,3,6:27.0,,T. Booker makes 2-pt layup from 2 ft (assist by S. Dinwiddie),55,60
315,3,6:27.0,,Shooting foul by J. Randle (drawn by T. Booker),55,60
316,3,6:27.0,,T. Booker misses free throw 1 of 1,55,60
317,3,6:27.0,,A. Bennett enters the game for B. Lopez,55,60
318,3,6:26.0,Defensive rebound by T. Mozgov,,55,60
319,3,6:14.0,D. Russell misses 2-pt layup from 1 ft,,55,60
320,3,6:13.0,Offensive rebound by D. Russell,,55,60
321,3,6:10.0,Turnover by D. Russell (bad pass; steal by S. Kilpatrick),,55,60
322,3,6:10.0,,Personal foul by J. Randle (drawn by S. Kilpatrick),55,60
323,3,6:10.0,,S. Kilpatrick makes free throw 1 of 2,55,61
324,3,6:10.0,L. Nance enters the game for T. Mozgov,,55,61
325,3,6:10.0,,S. Kilpatrick makes free throw 2 of 2,55,62
326,3,5:51.0,L. Deng makes 3-pt jump shot from 23 ft (assist by D. Russell),,58,62
327,3,5:44.0,,Turnover by B. Bogdanović (lost ball; steal by L. Deng),58,62
328,3,5:41.0,L. Deng makes 2-pt layup from 2 ft,,60,62
329,3,5:22.0,,S. Dinwiddie misses 2-pt jump shot from 12 ft,60,62
330,3,5:21.0,Defensive rebound by D. Russell,,60,62
331,3,5:12.0,Shooting foul by A. Bennett (drawn by L. Deng),,60,62
332,3,5:12.0,L. Deng misses free throw 1 of 2,,60,62
333,3,5:12.0,Offensive rebound by Team,,60,62
334,3,5:12.0,L. Deng misses free throw 2 of 2,,60,62
335,3,5:12.0,L. Williams enters the game for D. Russell,,60,62
336,3,5:10.0,Offensive rebound by N. Young,,60,62
337,3,5:06.0,N. Young makes 3-pt jump shot from 24 ft,,63,62
338,3,4:51.0,,Turnover by S. Dinwiddie (bad pass; steal by L. Nance),63,62
339,3,4:47.0,N. Young makes 2-pt dunk at rim (assist by L. Nance),,65,62
340,3,4:47.0,,Brooklyn full timeout,65,62
341,3,4:33.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by S. Kilpatrick),65,65
342,3,4:15.0,Personal foul by A. Bennett,,65,65
343,3,4:15.0,L. Williams makes free throw 1 of 2,,66,65
344,3,4:15.0,,J. Harris enters the game for S. Kilpatrick,66,65
345,3,4:15.0,B. Ingram enters the game for L. Deng,,66,65
346,3,4:15.0,L. Williams makes free throw 2 of 2,,67,65
347,3,4:02.0,,B. Bogdanović misses 2-pt layup from 3 ft,67,65
348,3,4:01.0,,Offensive rebound by T. Booker,67,65
349,3,4:00.0,,T. Booker misses 2-pt layup from 2 ft,67,65
350,3,3:59.0,Defensive rebound by Team,,67,65
351,3,3:38.0,N. Young makes 3-pt jump shot from 23 ft (assist by J. Randle),,70,65
352,3,3:25.0,,J. Harris misses 2-pt jump shot from 8 ft,70,65
353,3,3:24.0,Defensive rebound by J. Randle,,70,65
354,3,3:19.0,L. Williams misses 3-pt jump shot from 26 ft,,70,65
355,3,3:17.0,,Defensive rebound by A. Bennett,70,65
356,3,3:10.0,,Shooting foul by L. Williams (drawn by B. Bogdanović),70,65
357,3,3:10.0,,B. Bogdanović misses free throw 1 of 2,70,65
358,3,3:10.0,,Offensive rebound by Team,70,65
359,3,3:10.0,T. Mozgov enters the game for J. Randle,,70,65
360,3,3:10.0,,B. Lopez enters the game for T. Booker,70,65
361,3,3:10.0,,B. Bogdanović makes free throw 2 of 2,70,66
362,3,2:57.0,N. Young misses 2-pt jump shot from 17 ft,,70,66
363,3,2:56.0,,Defensive rebound by A. Bennett,70,66
364,3,2:42.0,,A. Bennett misses 3-pt jump shot from 23 ft,70,66
365,3,2:41.0,Defensive rebound by N. Young,,70,66
366,3,2:36.0,,Offensive charge foul by L. Williams (drawn by B. Bogdanović),70,66
367,3,2:36.0,Turnover by L. Williams (offensive foul),,70,66
368,3,2:36.0,LA Lakers full timeout,,70,66
369,3,2:36.0,J. Clarkson enters the game for N. Young,,70,66
370,3,2:36.0,,R. Hollis-Jefferson enters the game for B. Bogdanović,70,66
371,3,2:36.0,,S. Kilpatrick enters the game for S. Dinwiddie,70,66
372,3,2:24.0,,B. Lopez makes 2-pt hook shot from 5 ft (assist by R. Hollis-Jefferson),70,68
373,3,2:05.0,J. Clarkson misses 3-pt jump shot from 24 ft,,70,68
374,3,2:04.0,Offensive rebound by L. Nance,,70,68
375,3,1:55.0,T. Mozgov makes 2-pt dunk at rim (assist by L. Williams),,72,68
376,3,1:35.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by B. Lopez),72,71
377,3,1:26.0,L. Williams misses 2-pt jump shot from 15 ft,,72,71
378,3,1:24.0,Offensive rebound by L. Williams,,72,71
379,3,1:20.0,L. Williams misses 3-pt jump shot from 22 ft,,72,71
380,3,1:19.0,,Defensive rebound by R. Hollis-Jefferson,72,71
381,3,1:07.0,,B. Lopez misses 3-pt jump shot from 25 ft,72,71
382,3,1:06.0,Defensive rebound by J. Clarkson,,72,71
383,3,0:55.0,J. Clarkson misses 3-pt jump shot from 24 ft,,72,71
384,3,0:53.0,,Defensive rebound by J. Harris,72,71
385,3,0:45.0,,Shooting block foul by L. Nance (drawn by S. Kilpatrick),72,71
386,3,0:45.0,,S. Kilpatrick makes free throw 1 of 2,72,72
387,3,0:45.0,,S. Kilpatrick makes free throw 2 of 2,72,73
388,3,0:37.0,L. Nance makes 2-pt dunk at rim,,74,73
