,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BOSTON_ACTION,CHICAGO_SCORE,BOSTON_SCORE
0,1,11:35.0,T. Gibson makes 2-pt jump shot from 8 ft (assist by D. Wade),,2,0
1,1,11:17.0,,A. Bradley makes 2-pt jump shot from 7 ft,2,2
2,1,11:05.0,R. Rondo misses 2-pt layup from 2 ft,,2,2
3,1,11:03.0,Offensive rebound by R. Lopez,,2,2
4,1,11:03.0,R. Lopez makes 2-pt dunk at rim,,4,2
5,1,10:51.0,,T. Zeller misses 2-pt layup from 3 ft (block by R. Lopez),4,2
6,1,10:50.0,Defensive rebound by T. Gibson,,4,2
7,1,10:42.0,R. Rondo makes 2-pt layup from 1 ft,,6,2
8,1,10:32.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by A. Johnson),6,5
9,1,10:16.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by R. Rondo),,8,5
10,1,10:03.0,,A. Bradley misses 2-pt jump shot from 17 ft,8,5
11,1,10:02.0,Defensive rebound by R. Rondo,,8,5
12,1,9:57.0,J. Butler misses 3-pt jump shot from 25 ft,,8,5
13,1,9:56.0,,Defensive rebound by J. Crowder,8,5
14,1,9:43.0,,J. Crowder misses 2-pt layup from 1 ft,8,5
15,1,9:42.0,Defensive rebound by R. Lopez,,8,5
16,1,9:38.0,J. Butler misses 2-pt layup from 1 ft,,8,5
17,1,9:37.0,Offensive rebound by T. Gibson,,8,5
18,1,9:37.0,T. Gibson misses 2-pt layup at rim,,8,5
19,1,9:36.0,Offensive rebound by J. Butler,,8,5
20,1,9:35.0,J. Butler makes 2-pt layup at rim,,10,5
21,1,9:33.0,,Boston full timeout,10,5
22,1,9:20.0,,A. Bradley misses 2-pt jump shot from 21 ft,10,5
23,1,9:19.0,,Offensive rebound by T. Zeller,10,5
24,1,9:18.0,,T. Zeller makes 2-pt layup from 1 ft,10,7
25,1,8:53.0,J. Butler misses 2-pt jump shot from 21 ft,,10,7
26,1,8:52.0,,Defensive rebound by J. Crowder,10,7
27,1,8:45.0,,A. Bradley makes 3-pt jump shot from 25 ft,10,10
28,1,8:27.0,Shooting foul by T. Zeller (drawn by R. Lopez),,10,10
29,1,8:27.0,R. Lopez makes free throw 1 of 2,,11,10
30,1,8:27.0,R. Lopez misses free throw 2 of 2,,11,10
31,1,8:27.0,,Defensive rebound by J. Crowder,11,10
32,1,8:09.0,,I. Thomas makes 2-pt jump shot from 13 ft,11,12
33,1,7:51.0,T. Gibson misses 2-pt jump shot from 16 ft,,11,12
34,1,7:50.0,Offensive rebound by Team,,11,12
35,1,7:38.0,Personal foul by A. Bradley (drawn by D. Wade),,11,12
36,1,7:26.0,T. Gibson misses 2-pt layup from 1 ft,,11,12
37,1,7:25.0,Offensive rebound by T. Gibson,,11,12
38,1,7:24.0,T. Gibson misses 2-pt layup at rim,,11,12
39,1,7:22.0,,Defensive rebound by J. Crowder,11,12
40,1,7:18.0,,I. Thomas misses 2-pt layup from 2 ft (block by R. Rondo),11,12
41,1,7:17.0,,Offensive rebound by A. Bradley,11,12
42,1,7:12.0,,I. Thomas misses 3-pt jump shot from 23 ft,11,12
43,1,7:11.0,Defensive rebound by R. Rondo,,11,12
44,1,7:05.0,Turnover by R. Rondo (bad pass; steal by A. Johnson),,11,12
45,1,7:02.0,,Personal foul by J. Butler (drawn by I. Thomas),11,12
46,1,6:52.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by A. Johnson),11,15
47,1,6:43.0,Personal foul by A. Bradley (drawn by J. Butler),,11,15
48,1,6:29.0,D. Wade makes 2-pt jump shot from 18 ft,,13,15
49,1,6:16.0,,Personal foul by R. Rondo (drawn by I. Thomas),13,15
50,1,6:12.0,,I. Thomas misses 2-pt layup from 3 ft (block by T. Gibson),13,15
51,1,6:11.0,,Offensive rebound by Team,13,15
52,1,6:08.0,,J. Crowder makes 2-pt layup at rim (assist by A. Bradley),13,17
53,1,5:52.0,J. Butler misses 2-pt layup from 1 ft,,13,17
54,1,5:51.0,,Defensive rebound by A. Johnson,13,17
55,1,5:46.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by I. Thomas),13,20
56,1,5:46.0,Chicago full timeout,,13,20
57,1,5:46.0,,M. Smart enters the game for A. Johnson,13,20
58,1,5:28.0,D. Wade misses 2-pt jump shot from 16 ft,,13,20
59,1,5:27.0,,Defensive rebound by M. Smart,13,20
60,1,5:13.0,,I. Thomas misses 2-pt jump shot from 15 ft,13,20
61,1,5:11.0,Defensive rebound by J. Butler,,13,20
62,1,4:58.0,R. Lopez misses 2-pt hook shot from 8 ft,,13,20
63,1,4:57.0,,Defensive rebound by A. Bradley,13,20
64,1,4:50.0,,A. Bradley makes 2-pt jump shot from 17 ft,13,22
65,1,4:39.0,Personal foul by M. Smart (drawn by J. Butler),,13,22
66,1,4:39.0,N. Mirotić enters the game for T. Gibson,,13,22
67,1,4:39.0,I. Canaan enters the game for D. Wade,,13,22
68,1,4:39.0,,J. Brown enters the game for A. Bradley,13,22
69,1,4:29.0,Turnover by R. Lopez (lost ball; steal by M. Smart),,13,22
70,1,4:24.0,,Turnover by M. Smart (lost ball),13,22
71,1,4:11.0,J. Butler misses 2-pt jump shot from 16 ft,,13,22
72,1,4:11.0,Offensive rebound by Team,,13,22
73,1,4:11.0,,Loose ball foul by T. Zeller (drawn by R. Lopez),13,22
74,1,4:11.0,R. Lopez makes free throw 1 of 2,,14,22
75,1,4:11.0,R. Lopez misses free throw 2 of 2,,14,22
76,1,4:11.0,,Defensive rebound by J. Crowder,14,22
77,1,4:09.0,,Turnover by I. Thomas (traveling),14,22
78,1,3:57.0,Turnover by N. Mirotić (bad pass; steal by T. Zeller),,14,22
79,1,3:51.0,,M. Smart misses 3-pt jump shot from 25 ft,14,22
80,1,3:50.0,Defensive rebound by J. Butler,,14,22
81,1,3:46.0,Turnover by R. Rondo (lost ball; steal by I. Thomas),,14,22
82,1,3:40.0,,T. Zeller makes 2-pt dunk at rim (assist by I. Thomas),14,24
83,1,3:24.0,Turnover by R. Lopez (offensive foul),,14,24
84,1,3:24.0,Offensive foul by R. Lopez (drawn by J. Brown),,14,24
85,1,3:24.0,C. Felício enters the game for R. Lopez,,14,24
86,1,3:11.0,,Shooting foul by I. Canaan (drawn by M. Smart),14,24
87,1,3:11.0,,M. Smart makes free throw 1 of 2,14,25
88,1,3:11.0,,J. Mickey enters the game for T. Zeller,14,25
89,1,3:11.0,,M. Smart makes free throw 2 of 2,14,26
90,1,3:00.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by R. Rondo),,17,26
91,1,2:39.0,,I. Thomas makes 3-pt jump shot from 25 ft,17,29
92,1,2:27.0,Turnover by R. Rondo (bad pass; steal by J. Brown),,17,29
93,1,2:21.0,,I. Thomas misses 3-pt jump shot from 24 ft,17,29
94,1,2:20.0,Defensive rebound by J. Butler,,17,29
95,1,2:14.0,Personal foul by J. Crowder (drawn by I. Canaan),,17,29
96,1,2:14.0,I. Canaan misses free throw 1 of 2,,17,29
97,1,2:14.0,Offensive rebound by Team,,17,29
98,1,2:14.0,D. Wade enters the game for R. Rondo,,17,29
99,1,2:14.0,D. Valentine enters the game for J. Butler,,17,29
100,1,2:14.0,I. Canaan makes free throw 2 of 2,,18,29
101,1,2:00.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by M. Smart),18,32
102,1,1:37.0,D. Valentine makes 3-pt jump shot from 24 ft (assist by D. Wade),,21,32
103,1,1:22.0,,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),21,34
104,1,1:09.0,I. Canaan misses 2-pt jump shot from 22 ft,,21,34
105,1,1:09.0,,Defensive rebound by J. Brown,21,34
106,1,1:03.0,,M. Smart misses 2-pt layup from 1 ft,21,34
107,1,1:02.0,Defensive rebound by Team,,21,34
108,1,1:02.0,,Loose ball foul by J. Brown (drawn by N. Mirotić),21,34
109,1,1:02.0,N. Mirotić makes free throw 1 of 2,,22,34
110,1,1:02.0,,J. Jerebko enters the game for J. Crowder,22,34
111,1,1:02.0,N. Mirotić makes free throw 2 of 2,,23,34
112,1,0:42.0,,J. Jerebko makes 2-pt jump shot from 22 ft (assist by I. Thomas),23,36
113,1,0:23.0,D. Wade makes 2-pt jump shot from 10 ft,,25,36
114,1,0:02.0,,J. Mickey misses 2-pt layup from 2 ft (block by N. Mirotić),25,36
115,1,0:01.0,Defensive rebound by N. Mirotić,,25,36
116,1,0:01.0,N. Mirotić misses 3-pt jump shot from 50 ft,,25,36
117,1,0:00.0,Offensive rebound by Team,,25,36
118,2,11:35.0,,T. Rozier misses 2-pt jump shot from 4 ft,25,36
119,2,11:34.0,Defensive rebound by N. Mirotić,,25,36
120,2,11:24.0,D. Wade misses 2-pt layup from 1 ft,,25,36
121,2,11:23.0,,Defensive rebound by J. Jerebko,25,36
122,2,11:15.0,,Turnover by M. Smart (bad pass; steal by D. Wade),25,36
123,2,11:02.0,,Loose ball foul by T. Rozier (drawn by N. Mirotić),25,36
124,2,11:02.0,,A. Bradley enters the game for J. Brown,25,36
125,2,10:51.0,Turnover by D. Valentine (bad pass),,25,36
126,2,10:29.0,,A. Bradley misses 3-pt jump shot from 27 ft,25,36
127,2,10:28.0,Defensive rebound by N. Mirotić,,25,36
128,2,10:21.0,Offensive foul by C. Felício (drawn by M. Smart),,25,36
129,2,10:21.0,Turnover by C. Felício (offensive foul),,25,36
130,2,10:21.0,J. Grant enters the game for I. Canaan,,25,36
131,2,10:05.0,,Turnover by M. Smart (bad pass),25,36
132,2,9:57.0,Personal foul by J. Jerebko (drawn by J. Grant),,25,36
133,2,9:50.0,D. Wade makes 2-pt jump shot from 14 ft (assist by N. Mirotić),,27,36
134,2,9:37.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by A. Bradley),27,39
135,2,9:26.0,J. Grant makes 2-pt layup from 1 ft,,29,39
136,2,9:22.0,,Turnover by J. Mickey (inbound),29,39
137,2,9:22.0,,A. Johnson enters the game for J. Mickey,29,39
138,2,9:10.0,D. Wade misses 3-pt jump shot from 25 ft,,29,39
139,2,9:08.0,,Defensive rebound by Team,29,39
140,2,9:08.0,Loose ball foul by C. Felício (drawn by A. Johnson),,29,39
141,2,8:49.0,,T. Rozier makes 2-pt jump shot from 21 ft (assist by J. Jerebko),29,41
142,2,8:28.0,D. Valentine misses 2-pt jump shot from 14 ft,,29,41
143,2,8:27.0,,Defensive rebound by T. Rozier,29,41
144,2,8:18.0,,M. Smart misses 3-pt jump shot from 25 ft,29,41
145,2,8:17.0,Defensive rebound by N. Mirotić,,29,41
146,2,8:08.0,D. Wade misses 2-pt layup from 1 ft (block by M. Smart),,29,41
147,2,8:07.0,,Defensive rebound by M. Smart,29,41
