,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,INDIANA_ACTION,BROOKLYN_SCORE,INDIANA_SCORE
0,1,11:48.0,T. Booker misses 2-pt jump shot from 15 ft,,0,0
1,1,11:47.0,,Defensive rebound by J. Teague,0,0
2,1,11:33.0,,J. Teague makes 2-pt jump shot from 4 ft,0,2
3,1,11:25.0,I. Whitehead misses 2-pt layup from 2 ft,,0,2
4,1,11:24.0,Offensive rebound by J. Harris,,0,2
5,1,11:22.0,J. Harris makes 2-pt layup from 2 ft,,2,2
6,1,11:00.0,,G. Robinson misses 3-pt jump shot from 24 ft,2,2
7,1,11:00.0,Defensive rebound by I. Whitehead,,2,2
8,1,10:42.0,B. Lopez misses 2-pt jump shot from 19 ft,,2,2
9,1,10:41.0,Offensive rebound by T. Booker,,2,2
10,1,10:26.0,Turnover by B. Lopez (bad pass),,2,2
11,1,10:26.0,C. LeVert enters the game for B. Bogdanović,,2,2
12,1,10:10.0,,J. Teague makes 3-pt jump shot from 26 ft (assist by P. George),2,5
13,1,9:49.0,B. Bogdanović enters the game for C. LeVert,,2,5
14,1,9:45.0,B. Lopez misses 3-pt jump shot from 26 ft (block by M. Turner),,2,5
15,1,9:44.0,,Defensive rebound by J. Teague,2,5
16,1,9:38.0,,T. Young misses 2-pt jump shot from 8 ft,2,5
17,1,9:37.0,Defensive rebound by B. Lopez,,2,5
18,1,9:23.0,Turnover by B. Bogdanović (bad pass; steal by P. George),,2,5
19,1,9:18.0,,G. Robinson makes 2-pt layup from 3 ft (assist by P. George),2,7
20,1,9:13.0,B. Bogdanović misses 2-pt layup from 2 ft (block by M. Turner),,2,7
21,1,9:13.0,Offensive rebound by Team,,2,7
22,1,9:10.0,B. Lopez misses 3-pt jump shot from 26 ft,,2,7
23,1,9:09.0,,Defensive rebound by T. Young,2,7
24,1,8:59.0,,P. George makes 2-pt jump shot from 11 ft,2,9
25,1,8:43.0,J. Harris misses 3-pt jump shot from 26 ft,,2,9
26,1,8:42.0,,Defensive rebound by J. Teague,2,9
27,1,8:38.0,Violation by I. Whitehead (kicked ball),,2,9
28,1,8:35.0,,P. George misses 2-pt jump shot from 21 ft,2,9
29,1,8:34.0,Defensive rebound by B. Bogdanović,,2,9
30,1,8:24.0,T. Booker makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,5,9
31,1,8:11.0,,Shooting foul by J. Harris (drawn by P. George),5,9
32,1,8:11.0,,P. George makes free throw 1 of 3,5,10
33,1,8:11.0,,P. George misses free throw 2 of 3,5,10
34,1,8:11.0,,Offensive rebound by Team,5,10
35,1,8:11.0,,P. George makes free throw 3 of 3,5,11
36,1,7:55.0,T. Booker misses 2-pt jump shot from 16 ft,,5,11
37,1,7:54.0,,Defensive rebound by G. Robinson,5,11
38,1,7:45.0,,T. Young makes 2-pt layup from 1 ft (assist by J. Teague),5,13
39,1,7:45.0,Brooklyn full timeout,,5,13
40,1,7:45.0,S. Kilpatrick enters the game for J. Harris,,5,13
41,1,7:34.0,Turnover by B. Lopez (bad pass; steal by P. George),,5,13
42,1,7:28.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by P. George),5,16
43,1,7:12.0,B. Bogdanović misses 2-pt dunk at rim (block by M. Turner),,5,16
44,1,7:11.0,,Defensive rebound by J. Teague,5,16
45,1,7:04.0,,G. Robinson misses 3-pt jump shot from 24 ft,5,16
46,1,7:03.0,Defensive rebound by B. Lopez,,5,16
47,1,6:56.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,5,16
48,1,6:56.0,,Defensive rebound by G. Robinson,5,16
49,1,6:44.0,,T. Young misses 2-pt jump shot from 5 ft,5,16
50,1,6:43.0,Defensive rebound by I. Whitehead,,5,16
51,1,6:36.0,I. Whitehead makes 3-pt jump shot from 28 ft (assist by B. Bogdanović),,8,16
52,1,6:08.0,,T. Young makes 3-pt jump shot from 23 ft (assist by G. Robinson),8,19
53,1,5:51.0,T. Booker makes 2-pt jump shot from 7 ft,,10,19
54,1,5:43.0,,G. Robinson makes 2-pt dunk at rim (assist by J. Teague),10,21
55,1,5:43.0,,Shooting foul by S. Kilpatrick (drawn by G. Robinson),10,21
56,1,5:43.0,,G. Robinson misses free throw 1 of 1,10,21
57,1,5:43.0,Defensive rebound by T. Booker,,10,21
58,1,5:43.0,S. Dinwiddie enters the game for B. Bogdanović,,10,21
59,1,5:43.0,C. LeVert enters the game for B. Lopez,,10,21
60,1,5:43.0,L. Scola enters the game for I. Whitehead,,10,21
61,1,5:18.0,T. Booker makes 2-pt layup from 2 ft (assist by L. Scola),,12,21
62,1,4:57.0,,J. Teague misses 2-pt jump shot from 10 ft (block by S. Dinwiddie),12,21
63,1,4:54.0,Defensive rebound by T. Booker,,12,21
64,1,4:51.0,Turnover by T. Booker (lost ball; steal by J. Teague),,12,21
65,1,4:48.0,,Turnover by J. Teague (bad pass; steal by C. LeVert),12,21
66,1,4:31.0,C. LeVert misses 3-pt jump shot from 23 ft,,12,21
67,1,4:30.0,,Defensive rebound by M. Turner,12,21
68,1,4:18.0,,P. George makes 2-pt jump shot from 7 ft,12,23
69,1,4:02.0,S. Kilpatrick misses 3-pt jump shot from 28 ft,,12,23
70,1,4:01.0,,Defensive rebound by T. Young,12,23
71,1,3:56.0,,Indiana full timeout,12,23
72,1,3:56.0,,C. Miles enters the game for P. George,12,23
73,1,3:56.0,,K. Séraphin enters the game for T. Young,12,23
74,1,3:56.0,,M. Ellis enters the game for G. Robinson,12,23
75,1,3:56.0,J. Hamilton enters the game for T. Booker,,12,23
76,1,3:47.0,,A. Jefferson enters the game for M. Turner,12,23
77,1,3:39.0,,J. Teague misses 2-pt jump shot from 19 ft,12,23
78,1,3:38.0,Defensive rebound by S. Kilpatrick,,12,23
79,1,3:32.0,Shooting foul by M. Ellis (drawn by S. Dinwiddie),,12,23
80,1,3:32.0,S. Dinwiddie makes free throw 1 of 2,,13,23
81,1,3:32.0,S. Dinwiddie makes free throw 2 of 2,,14,23
82,1,3:10.0,,K. Séraphin makes 2-pt hook shot from 11 ft,14,25
83,1,2:54.0,,Offensive charge foul by L. Scola (drawn by A. Jefferson),14,25
84,1,2:54.0,Turnover by L. Scola (offensive foul),,14,25
85,1,2:54.0,,A. Brooks enters the game for J. Teague,14,25
86,1,2:36.0,,A. Jefferson makes 2-pt layup from 2 ft,14,27
87,1,2:25.0,L. Scola makes 2-pt jump shot from 11 ft,,16,27
88,1,2:06.0,,A. Jefferson misses 2-pt jump shot from 7 ft,16,27
89,1,2:06.0,Defensive rebound by S. Kilpatrick,,16,27
90,1,1:55.0,J. Hamilton makes 3-pt jump shot from 26 ft (assist by S. Kilpatrick),,19,27
91,1,1:36.0,,A. Brooks makes 2-pt jump shot from 16 ft,19,29
92,1,1:25.0,S. Dinwiddie misses 2-pt layup from 1 ft,,19,29
93,1,1:24.0,Offensive rebound by J. Hamilton,,19,29
94,1,1:24.0,J. Hamilton makes 2-pt layup from 2 ft,,21,29
95,1,1:10.0,,Turnover by M. Ellis (bad pass; steal by J. Hamilton),21,29
96,1,1:04.0,S. Kilpatrick misses 2-pt jump shot from 6 ft,,21,29
97,1,1:03.0,Offensive rebound by L. Scola,,21,29
98,1,0:53.0,S. Dinwiddie makes 2-pt jump shot from 20 ft,,23,29
99,1,0:41.0,,C. Miles makes 2-pt jump shot from 18 ft,23,31
100,1,0:32.0,J. Hamilton makes 3-pt jump shot from 23 ft (assist by S. Kilpatrick),,26,31
101,1,0:14.0,,A. Brooks misses 3-pt jump shot from 26 ft,26,31
102,1,0:14.0,Defensive rebound by L. Scola,,26,31
103,1,0:04.0,Shooting foul by K. Séraphin (drawn by S. Kilpatrick),,26,31
104,1,0:04.0,S. Kilpatrick misses free throw 1 of 2,,26,31
105,1,0:04.0,Offensive rebound by Team,,26,31
106,1,0:04.0,S. Kilpatrick makes free throw 2 of 2,,27,31
107,1,0:00.0,,A. Brooks makes 3-pt jump shot from 37 ft,27,34
108,2,11:46.0,,M. Ellis misses 2-pt jump shot from 10 ft (block by S. Kilpatrick),27,34
109,2,11:44.0,Defensive rebound by J. Hamilton,,27,34
110,2,11:33.0,B. Lopez misses 2-pt jump shot from 8 ft,,27,34
111,2,11:30.0,,Defensive rebound by C. Miles,27,34
112,2,11:26.0,Offensive charge foul by C. Miles (drawn by C. LeVert),,27,34
113,2,11:26.0,,Turnover by C. Miles (offensive foul),27,34
114,2,11:05.0,S. Kilpatrick makes 2-pt layup from 2 ft (assist by B. Lopez),,29,34
115,2,10:39.0,,A. Jefferson misses 2-pt jump shot from 18 ft,29,34
116,2,10:39.0,Defensive rebound by S. Dinwiddie,,29,34
117,2,10:25.0,S. Kilpatrick misses 3-pt jump shot from 27 ft,,29,34
118,2,10:23.0,,Defensive rebound by A. Jefferson,29,34
119,2,10:08.0,,K. Séraphin misses 2-pt jump shot from 11 ft,29,34
120,2,10:07.0,Defensive rebound by S. Kilpatrick,,29,34
121,2,10:04.0,Shooting foul by M. Ellis (drawn by S. Kilpatrick),,29,34
122,2,10:04.0,S. Kilpatrick makes free throw 1 of 2,,30,34
123,2,10:04.0,,T. Young enters the game for K. Séraphin,30,34
124,2,10:04.0,S. Kilpatrick makes free throw 2 of 2,,31,34
125,2,9:51.0,,M. Ellis makes 2-pt layup from 2 ft,31,36
126,2,9:34.0,B. Lopez makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),,34,36
127,2,9:18.0,,A. Brooks makes 2-pt jump shot from 14 ft,34,38
128,2,9:08.0,S. Kilpatrick misses 2-pt jump shot from 18 ft,,34,38
129,2,9:08.0,,Defensive rebound by A. Jefferson,34,38
130,2,8:47.0,,A. Brooks misses 3-pt jump shot from 27 ft,34,38
131,2,8:46.0,Defensive rebound by J. Hamilton,,34,38
132,2,8:29.0,C. LeVert makes 3-pt jump shot from 27 ft (assist by B. Lopez),,37,38
133,2,8:10.0,,A. Jefferson misses 2-pt jump shot from 10 ft,37,38
134,2,8:10.0,Defensive rebound by J. Hamilton,,37,38
135,2,7:53.0,Shooting foul by A. Brooks (drawn by B. Lopez),,37,38
136,2,7:53.0,Official timeout,,37,38
137,2,7:53.0,B. Lopez misses free throw 1 of 2,,37,38
138,2,7:53.0,Offensive rebound by Team,,37,38
139,2,7:53.0,L. Scola enters the game for C. LeVert,,37,38
140,2,7:53.0,J. Harris enters the game for S. Kilpatrick,,37,38
141,2,7:53.0,R. Foye enters the game for J. Hamilton,,37,38
142,2,7:53.0,,M. Turner enters the game for C. Miles,37,38
143,2,7:53.0,,P. George enters the game for A. Jefferson,37,38
144,2,7:53.0,B. Lopez makes free throw 2 of 2,,38,38
145,2,7:40.0,,M. Turner makes 2-pt jump shot from 20 ft,38,40
146,2,7:14.0,R. Foye misses 3-pt jump shot from 26 ft,,38,40
147,2,7:13.0,Offensive rebound by S. Dinwiddie,,38,40
148,2,7:11.0,S. Dinwiddie makes 2-pt jump shot from 18 ft,,40,40
149,2,6:49.0,,P. George makes 2-pt jump shot from 20 ft,40,42
150,2,6:35.0,,Offensive charge foul by S. Dinwiddie (drawn by A. Brooks),40,42
151,2,6:35.0,Turnover by S. Dinwiddie (offensive foul),,40,42
152,2,6:35.0,,J. Teague enters the game for A. Brooks,40,42
153,2,6:35.0,S. Kilpatrick enters the game for S. Dinwiddie,,40,42
154,2,6:24.0,,Personal foul by L. Scola (drawn by T. Young),40,42
155,2,6:24.0,,G. Robinson enters the game for M. Ellis,40,42
156,2,6:19.0,,P. George makes 2-pt dunk at rim (assist by T. Young),40,44
157,2,6:04.0,R. Foye misses 3-pt jump shot from 25 ft,,40,44
158,2,6:04.0,,Defensive rebound by M. Turner,40,44
159,2,5:52.0,,J. Teague makes 2-pt layup from 2 ft,40,46
160,2,5:31.0,J. Harris makes 3-pt jump shot from 23 ft,,43,46
161,2,5:24.0,,Indiana full timeout,43,46
162,2,5:24.0,T. Booker enters the game for B. Lopez,,43,46
163,2,5:11.0,,P. George misses 2-pt jump shot from 5 ft,43,46
164,2,5:10.0,Defensive rebound by Team,,43,46
165,2,4:57.0,T. Booker makes 2-pt layup from 1 ft (assist by S. Kilpatrick),,45,46
166,2,4:42.0,,P. George misses 3-pt jump shot from 27 ft,45,46
167,2,4:41.0,Defensive rebound by S. Kilpatrick,,45,46
168,2,4:31.0,T. Booker makes 3-pt jump shot from 26 ft (assist by S. Kilpatrick),,48,46
169,2,4:19.0,,J. Teague makes 2-pt jump shot from 19 ft,48,48
170,2,4:19.0,,Shooting foul by S. Kilpatrick (drawn by J. Teague),48,48
171,2,4:19.0,,J. Teague makes free throw 1 of 1,48,49
172,2,4:07.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,48,49
173,2,4:06.0,,Defensive rebound by M. Turner,48,49
174,2,3:55.0,,J. Teague makes 2-pt layup from 2 ft,48,51
175,2,3:53.0,Brooklyn full timeout,,48,51
176,2,3:53.0,S. Dinwiddie enters the game for J. Harris,,48,51
177,2,3:53.0,B. Lopez enters the game for L. Scola,,48,51
178,2,3:53.0,C. LeVert enters the game for R. Foye,,48,51
179,2,3:41.0,B. Lopez misses 2-pt layup from 2 ft (block by T. Young),,48,51
180,2,3:40.0,,Defensive rebound by M. Turner,48,51
181,2,3:29.0,,M. Turner misses 2-pt jump shot from 17 ft,48,51
182,2,3:28.0,Defensive rebound by B. Lopez,,48,51
