,QUARTER,TIME_REMAINING,CHICAGO_ACTION,ORLANDO_ACTION,CHICAGO_SCORE,ORLANDO_SCORE
0,1,11:47.0,,Turnover by J. Green (bad pass),0,0
1,1,11:24.0,T. Gibson makes 2-pt hook shot from 4 ft,,2,0
2,1,11:02.0,,J. Green misses 2-pt layup from 2 ft,2,0
3,1,11:00.0,Defensive rebound by T. Gibson,,2,0
4,1,10:46.0,D. Wade misses 2-pt jump shot from 9 ft,,2,0
5,1,10:44.0,,Defensive rebound by J. Green,2,0
6,1,10:38.0,,S. Ibaka makes 2-pt dunk at rim (assist by A. Gordon),2,2
7,1,10:14.0,T. Gibson misses 2-pt jump shot from 16 ft,,2,2
8,1,10:12.0,,Defensive rebound by N. Vučević,2,2
9,1,9:56.0,,Turnover by N. Vučević (bad pass; steal by T. Gibson),2,2
10,1,9:47.0,D. Wade misses 2-pt jump shot from 14 ft,,2,2
11,1,9:46.0,,Defensive rebound by J. Green,2,2
12,1,9:39.0,,E. Payton misses 2-pt layup from 1 ft,2,2
13,1,9:38.0,Defensive rebound by J. Grant,,2,2
14,1,9:31.0,J. Butler misses 2-pt jump shot from 15 ft,,2,2
15,1,9:31.0,,Defensive rebound by Team,2,2
16,1,9:12.0,,N. Vučević misses 2-pt layup from 2 ft,2,2
17,1,9:11.0,Defensive rebound by D. Wade,,2,2
18,1,8:55.0,J. Grant misses 3-pt jump shot from 26 ft,,2,2
19,1,8:54.0,,Defensive rebound by A. Gordon,2,2
20,1,8:46.0,,N. Vučević makes 2-pt hook shot from 4 ft,2,4
21,1,8:22.0,D. Wade misses 2-pt jump shot from 14 ft,,2,4
22,1,8:21.0,,Defensive rebound by S. Ibaka,2,4
23,1,8:11.0,,Turnover by E. Payton (bad pass; steal by D. Wade),2,4
24,1,8:08.0,Turnover by J. Grant (bad pass; steal by S. Ibaka),,2,4
25,1,8:02.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by J. Green),2,7
26,1,8:01.0,Chicago full timeout,,2,7
27,1,7:44.0,Turnover by T. Gibson (lost ball; steal by S. Ibaka),,2,7
28,1,7:29.0,,Def 3 sec tech foul by T. Gibson,2,7
29,1,7:29.0,,J. Green makes technical free throw,2,8
30,1,7:22.0,,E. Payton misses 3-pt jump shot from 25 ft,2,8
31,1,7:21.0,,Offensive rebound by S. Ibaka,2,8
32,1,7:11.0,,S. Ibaka misses 2-pt jump shot from 18 ft,2,8
33,1,7:10.0,Defensive rebound by J. Butler,,2,8
34,1,6:50.0,R. Lopez makes 2-pt jump shot from 16 ft (assist by J. Butler),,4,8
35,1,6:35.0,,A. Gordon misses 2-pt jump shot from 17 ft,4,8
36,1,6:34.0,Defensive rebound by J. Grant,,4,8
37,1,6:14.0,D. Wade misses 2-pt jump shot from 11 ft,,4,8
38,1,6:13.0,,Defensive rebound by J. Green,4,8
39,1,6:04.0,,Turnover by E. Payton (bad pass; steal by D. Wade),4,8
40,1,5:55.0,J. Butler makes 2-pt layup from 2 ft,,6,8
41,1,5:47.0,,E. Payton makes 2-pt layup from 1 ft,6,10
42,1,5:35.0,D. Wade misses 2-pt layup from 1 ft,,6,10
43,1,5:34.0,,Defensive rebound by N. Vučević,6,10
44,1,5:25.0,,S. Ibaka makes 2-pt dunk at rim (assist by E. Payton),6,12
45,1,5:08.0,Turnover by J. Grant (bad pass),,6,12
46,1,5:08.0,P. Zipser enters the game for D. Wade,,6,12
47,1,5:08.0,,C. Watson enters the game for J. Green,6,12
48,1,5:00.0,,Personal foul by J. Grant (drawn by E. Payton),6,12
49,1,4:56.0,,A. Gordon makes 2-pt jump shot from 13 ft (assist by C. Watson),6,14
50,1,4:39.0,J. Butler misses 2-pt jump shot from 15 ft,,6,14
51,1,4:38.0,Offensive rebound by J. Butler,,6,14
52,1,4:17.0,T. Gibson makes 2-pt hook shot from 5 ft,,8,14
53,1,4:01.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by E. Payton),8,16
54,1,3:42.0,Shooting foul by N. Vučević (drawn by J. Grant),,8,16
55,1,3:42.0,J. Grant misses free throw 1 of 2,,8,16
56,1,3:42.0,Offensive rebound by Team,,8,16
57,1,3:42.0,N. Mirotić enters the game for T. Gibson,,8,16
58,1,3:42.0,J. Grant makes free throw 2 of 2,,9,16
59,1,3:34.0,,Turnover by E. Payton (bad pass; steal by J. Butler),9,16
60,1,3:34.0,Personal foul by C. Watson (drawn by J. Butler),,9,16
61,1,3:34.0,R. Rondo enters the game for J. Grant,,9,16
62,1,3:22.0,Shooting foul by A. Gordon (drawn by J. Butler),,9,16
63,1,3:22.0,J. Butler makes free throw 1 of 2,,10,16
64,1,3:22.0,J. Butler makes free throw 2 of 2,,11,16
65,1,3:13.0,,Personal foul by R. Lopez (drawn by N. Vučević),11,16
66,1,3:13.0,,Orlando full timeout,11,16
67,1,3:01.0,,S. Ibaka misses 2-pt jump shot from 15 ft,11,16
68,1,3:00.0,Defensive rebound by J. Butler,,11,16
69,1,2:45.0,Shooting foul by A. Gordon (drawn by J. Butler),,11,16
70,1,2:45.0,J. Butler makes free throw 1 of 2,,12,16
71,1,2:45.0,,B. Biyombo enters the game for N. Vučević,12,16
72,1,2:45.0,C. Felício enters the game for R. Lopez,,12,16
73,1,2:45.0,,J. Green enters the game for A. Gordon,12,16
74,1,2:45.0,J. Butler makes free throw 2 of 2,,13,16
75,1,2:31.0,,C. Watson makes 2-pt layup at rim,13,18
76,1,2:30.0,,Violation by Team (jump ball),13,18
77,1,2:10.0,P. Zipser makes 3-pt jump shot from 23 ft (assist by R. Rondo),,16,18
78,1,1:56.0,,S. Ibaka misses 2-pt jump shot from 12 ft,16,18
79,1,1:55.0,Defensive rebound by C. Felício,,16,18
80,1,1:32.0,R. Rondo makes 2-pt layup from 3 ft (assist by J. Butler),,18,18
81,1,1:10.0,,J. Green misses 2-pt jump shot from 14 ft,18,18
82,1,1:08.0,Defensive rebound by C. Felício,,18,18
83,1,1:03.0,Shooting foul by C. Watson (drawn by P. Zipser),,18,18
84,1,1:03.0,P. Zipser makes free throw 1 of 2,,19,18
85,1,1:03.0,,D. Rudež enters the game for S. Ibaka,19,18
86,1,1:03.0,,M. Hezonja enters the game for E. Payton,19,18
87,1,1:03.0,P. Zipser makes free throw 2 of 2,,20,18
88,1,0:42.0,,M. Hezonja misses 2-pt jump shot from 17 ft,20,18
89,1,0:41.0,Defensive rebound by N. Mirotić,,20,18
90,1,0:27.0,P. Zipser misses 3-pt jump shot from 27 ft,,20,18
91,1,0:25.0,,Defensive rebound by B. Biyombo,20,18
92,1,0:08.0,,Personal take foul by R. Rondo (drawn by C. Watson),20,18
93,1,0:04.0,,C. Watson makes 2-pt jump shot from 15 ft,20,20
94,1,0:02.0,Turnover by N. Mirotić (bad pass; steal by J. Green),,20,20
95,1,0:01.0,,J. Green makes 2-pt layup from 2 ft,20,22
96,2,11:43.0,P. Zipser misses 3-pt jump shot from 24 ft,,20,22
97,2,11:40.0,,Defensive rebound by J. Green,20,22
98,2,11:35.0,,D. Rudež makes 3-pt jump shot from 26 ft (assist by C. Watson),20,25
99,2,11:25.0,Shooting foul by M. Hezonja (drawn by C. Felício),,20,25
100,2,11:25.0,C. Felício makes free throw 1 of 2,,21,25
101,2,11:25.0,C. Felício makes free throw 2 of 2,,22,25
102,2,11:08.0,,J. Green makes 2-pt jump shot from 19 ft,22,27
