,QUARTER,TIME_REMAINING,HOUSTON_ACTION,INDIANA_ACTION,HOUSTON_SCORE,INDIANA_SCORE
394,4,5:38.0,,Defensive rebound by T. Young,87,105
395,4,5:29.0,,M. Turner misses 2-pt jump shot from 16 ft (block by S. Dekker),87,105
396,4,5:28.0,Defensive rebound by M. Harrell,,87,105
397,4,5:20.0,Turnover by J. Harden (bad pass; steal by P. George),,87,105
398,4,5:00.0,,P. George makes 2-pt jump shot from 19 ft (assist by J. Teague),87,107
399,4,5:00.0,Houston full timeout,,87,107
400,4,5:00.0,E. Gordon enters the game for J. Harden,,87,107
401,4,4:50.0,P. Beverley makes 2-pt layup from 2 ft,,89,107
402,4,4:24.0,,Shooting foul by P. Beverley (drawn by J. Teague),89,107
403,4,4:24.0,,J. Teague makes free throw 1 of 2,89,108
404,4,4:24.0,,J. Teague makes free throw 2 of 2,89,109
405,4,4:10.0,M. Harrell makes 2-pt jump shot from 19 ft (assist by E. Gordon),,91,109
406,4,3:53.0,,P. George misses 2-pt jump shot from 18 ft,91,109
407,4,3:53.0,Defensive rebound by E. Gordon,,91,109
408,4,3:48.0,Personal block foul by M. Ellis (drawn by E. Gordon),,91,109
409,4,3:44.0,S. Dekker makes 2-pt dunk at rim (assist by P. Beverley),,93,109
410,4,3:28.0,,M. Turner makes 2-pt jump shot from 8 ft (assist by J. Teague),93,111
411,4,3:08.0,Turnover by M. Harrell (bad pass; steal by M. Turner),,93,111
412,4,3:04.0,Offensive charge foul by T. Young (drawn by P. Beverley),,93,111
413,4,3:04.0,,Turnover by T. Young (offensive foul),93,111
414,4,2:52.0,Turnover by P. Beverley (bad pass; steal by M. Turner),,93,111
415,4,2:33.0,,J. Teague makes 2-pt layup from 2 ft,93,113
416,4,2:33.0,Houston full timeout,,93,113
417,4,2:33.0,,A. Brooks enters the game for P. George,93,113
418,4,2:33.0,,J. Young enters the game for T. Young,93,113
419,4,2:33.0,,G. Robinson enters the game for M. Turner,93,113
420,4,2:33.0,,G. Niang enters the game for J. Teague,93,113
421,4,2:33.0,,R. Christmas enters the game for M. Ellis,93,113
422,4,2:33.0,K. McDaniels enters the game for R. Anderson,,93,113
423,4,2:33.0,B. Brown enters the game for P. Beverley,,93,113
424,4,2:33.0,T. Ennis enters the game for E. Gordon,,93,113
425,4,2:26.0,M. Harrell misses 2-pt layup from 4 ft (block by R. Christmas),,93,113
426,4,2:24.0,,Defensive rebound by R. Christmas,93,113
427,4,2:04.0,,G. Niang makes 2-pt jump shot from 3 ft,93,115
428,4,1:55.0,B. Brown makes 3-pt jump shot from 28 ft (assist by T. Ennis),,96,115
429,4,1:32.0,,J. Young misses 3-pt jump shot from 27 ft,96,115
430,4,1:31.0,,Offensive rebound by R. Christmas,96,115
431,4,1:31.0,,Shooting foul by M. Harrell (drawn by R. Christmas),96,115
432,4,1:31.0,,R. Christmas makes free throw 1 of 2,96,116
433,4,1:31.0,,R. Christmas makes free throw 2 of 2,96,117
434,4,1:19.0,B. Brown makes 3-pt jump shot from 29 ft (assist by M. Harrell),,99,117
435,4,1:08.0,,Shooting foul by M. Harrell (drawn by R. Christmas),99,117
436,4,1:08.0,,R. Christmas misses free throw 1 of 2,99,117
437,4,1:08.0,,Offensive rebound by Team,99,117
438,4,1:08.0,,R. Christmas makes free throw 2 of 2,99,118
439,4,0:57.0,T. Ennis makes 2-pt layup from 1 ft,,101,118
440,4,0:37.0,,R. Christmas makes 2-pt dunk from 2 ft (assist by A. Brooks),101,120
441,4,0:17.0,B. Brown misses 2-pt jump shot from 13 ft,,101,120
442,4,0:17.0,,Defensive rebound by G. Robinson,101,120
