,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ATLANTA_ACTION,NEW YORK_SCORE,ATLANTA_SCORE
0,1,11:46.0,Violation by S. Vujačić (kicked ball),,0,0
1,1,11:40.0,,D. Schröder misses 2-pt jump shot from 4 ft,0,0
2,1,11:38.0,,Offensive rebound by D. Howard,0,0
3,1,11:38.0,,D. Howard makes 2-pt dunk at rim,0,2
4,1,11:16.0,C. Anthony misses 3-pt jump shot from 23 ft,,0,2
5,1,11:13.0,,Defensive rebound by D. Howard,0,2
6,1,11:10.0,,Personal foul by S. Vujačić (drawn by K. Bazemore),0,2
7,1,10:57.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by D. Howard),0,5
8,1,10:41.0,D. Rose misses 2-pt layup from 2 ft,,0,5
9,1,10:40.0,,Defensive rebound by D. Howard,0,5
10,1,10:35.0,,Turnover by D. Howard (lost ball; steal by J. Noah),0,5
11,1,10:26.0,K. Porziņģis misses 2-pt jump shot from 19 ft,,0,5
12,1,10:24.0,,Defensive rebound by D. Howard,0,5
13,1,10:04.0,,D. Howard misses 2-pt jump shot from 21 ft,0,5
14,1,10:03.0,Defensive rebound by C. Anthony,,0,5
15,1,9:54.0,C. Anthony misses 2-pt jump shot from 20 ft,,0,5
16,1,9:53.0,Offensive rebound by J. Noah,,0,5
17,1,9:52.0,J. Noah misses 2-pt layup at rim,,0,5
18,1,9:51.0,,Defensive rebound by D. Howard,0,5
19,1,9:40.0,,P. Millsap misses 2-pt layup from 1 ft (block by K. Porziņģis),0,5
20,1,9:40.0,,Offensive rebound by Team,0,5
21,1,9:38.0,,D. Schröder misses 2-pt jump shot from 17 ft,0,5
22,1,9:35.0,Defensive rebound by D. Rose,,0,5
23,1,9:25.0,Shooting foul by K. Bazemore (drawn by D. Rose),,0,5
24,1,9:25.0,D. Rose makes free throw 1 of 2,,1,5
25,1,9:25.0,D. Rose makes free throw 2 of 2,,2,5
26,1,9:09.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),2,7
27,1,8:51.0,J. Noah misses 2-pt hook shot from 6 ft,,2,7
28,1,8:50.0,,Defensive rebound by T. Sefolosha,2,7
