,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MEMPHIS_ACTION,MILWAUKEE_SCORE,MEMPHIS_SCORE
378,4,2:19.0,,Z. Randolph enters the game for J. Green,93,108
379,4,2:19.0,S. Hawes enters the game for K. Middleton,,93,108
380,4,2:19.0,R. Vaughn enters the game for G. Antetokounmpo,,93,108
381,4,2:19.0,T. Jones enters the game for T. Snell,,93,108
382,4,2:19.0,T. Maker enters the game for G. Monroe,,93,108
383,4,2:02.0,,Z. Randolph misses 2-pt layup from 1 ft (block by T. Jones),93,108
384,4,2:01.0,,Offensive rebound by Z. Randolph,93,108
385,4,2:01.0,,Shooting foul by T. Maker (drawn by Z. Randolph),93,108
386,4,2:01.0,,Z. Randolph makes free throw 1 of 2,93,109
387,4,2:01.0,,Z. Randolph misses free throw 2 of 2,93,109
388,4,2:01.0,,A. Harrison enters the game for T. Allen,93,109
389,4,2:00.0,Defensive rebound by T. Maker,,93,109
390,4,1:37.0,Turnover by Team (shot clock),,93,109
391,4,1:37.0,,T. Douglas enters the game for M. Conley,93,109
392,4,1:37.0,,D. Davis enters the game for M. Gasol,93,109
393,4,1:37.0,,J. Ennis enters the game for V. Carter,93,109
394,4,1:37.0,,T. Daniels enters the game for Z. Randolph,93,109
395,4,1:25.0,,T. Daniels misses 3-pt jump shot from 25 ft,93,109
396,4,1:25.0,Defensive rebound by T. Jones,,93,109
397,4,1:10.0,T. Jones misses 2-pt jump shot from 6 ft,,93,109
398,4,1:09.0,,Defensive rebound by J. Ennis,93,109
399,4,0:58.0,,D. Davis makes 2-pt layup from 1 ft (assist by A. Harrison),93,111
400,4,0:46.0,Turnover by S. Hawes (bad pass),,93,111
401,4,0:25.0,,T. Daniels misses 3-pt jump shot from 29 ft,93,111
402,4,0:24.0,Defensive rebound by Team,,93,111
403,4,0:13.0,Turnover by R. Vaughn (lost ball; steal by J. Ennis),,93,111
404,4,0:09.0,,Shooting foul by M. Brogdon (drawn by T. Douglas),93,111
405,4,0:09.0,,T. Douglas makes free throw 1 of 2,93,112
406,4,0:09.0,,T. Douglas makes free throw 2 of 2,93,113
