,QUARTER,TIME_REMAINING,NEW YORK_ACTION,TORONTO_ACTION,NEW YORK_SCORE,TORONTO_SCORE
96,1,1:19.0,,Shooting foul by C. Anthony (drawn by D. DeRozan),23,22
97,1,1:19.0,,D. DeRozan makes free throw 1 of 2,23,23
98,1,1:19.0,,T. Ross enters the game for N. Powell,23,23
99,1,1:19.0,,D. DeRozan makes free throw 2 of 2,23,24
100,1,1:00.0,C. Anthony makes 3-pt jump shot from 24 ft,,26,24
101,1,0:49.0,,Turnover by C. Joseph (bad pass),26,24
102,1,0:37.0,D. Rose makes 2-pt jump shot from 6 ft,,28,24
103,1,0:30.0,,D. DeRozan misses 2-pt jump shot from 5 ft,28,24
104,1,0:30.0,,Offensive rebound by D. DeRozan,28,24
105,1,0:12.0,,D. DeRozan misses 2-pt jump shot from 8 ft,28,24
106,1,0:11.0,Defensive rebound by W. Hernangómez,,28,24
107,1,0:00.0,C. Anthony misses 3-pt jump shot from 26 ft,,28,24
108,1,0:00.0,Offensive rebound by Team,,28,24
109,2,11:41.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by K. Lowry),28,27
110,2,11:22.0,L. Thomas misses 2-pt jump shot from 4 ft,,28,27
111,2,11:21.0,,Defensive rebound by P. Patterson,28,27
112,2,11:10.0,,P. Patterson makes 2-pt jump shot from 4 ft,28,29
113,2,10:56.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,28,29
114,2,10:56.0,,Defensive rebound by L. Nogueira,28,29
115,2,10:48.0,,Shooting foul by K. Porziņģis (drawn by T. Ross),28,29
116,2,10:48.0,,T. Ross makes free throw 1 of 3,28,30
117,2,10:48.0,,T. Ross makes free throw 2 of 3,28,31
118,2,10:48.0,,T. Ross makes free throw 3 of 3,28,32
119,2,10:28.0,Turnover by W. Hernangómez (bad pass; steal by L. Nogueira),,28,32
120,2,10:14.0,,K. Lowry makes 2-pt jump shot from 16 ft,28,34
121,2,9:54.0,B. Jennings makes 2-pt jump shot from 15 ft (assist by J. Holiday),,30,34
122,2,9:52.0,,Turnover by K. Lowry (bad pass),30,34
123,2,9:52.0,K. O'Quinn enters the game for W. Hernangómez,,30,34
124,2,9:46.0,B. Jennings misses 2-pt jump shot from 16 ft,,30,34
125,2,9:46.0,Offensive rebound by Team,,30,34
126,2,9:43.0,J. Holiday misses 2-pt jump shot from 13 ft,,30,34
127,2,9:42.0,Offensive rebound by L. Thomas,,30,34
128,2,9:33.0,K. O'Quinn makes 2-pt layup from 3 ft (assist by B. Jennings),,32,34
129,2,9:13.0,,T. Ross misses 2-pt jump shot from 20 ft,32,34
130,2,9:13.0,Defensive rebound by K. Porziņģis,,32,34
131,2,9:04.0,L. Thomas misses 2-pt jump shot from 21 ft,,32,34
132,2,9:04.0,Offensive rebound by Team,,32,34
133,2,9:04.0,,Loose ball foul by P. Patterson (drawn by K. Porziņģis),32,34
134,2,8:55.0,K. Porziņģis makes 2-pt dunk at rim (assist by B. Jennings),,34,34
135,2,8:37.0,,L. Nogueira makes 2-pt hook shot from 2 ft (assist by P. Patterson),34,36
136,2,8:29.0,Shooting foul by C. Joseph (drawn by B. Jennings),,34,36
137,2,8:29.0,Official timeout,,34,36
138,2,8:29.0,B. Jennings makes free throw 1 of 2,,35,36
139,2,8:29.0,B. Jennings makes free throw 2 of 2,,36,36
140,2,8:24.0,,Personal foul by K. Porziņģis (drawn by P. Patterson),36,36
141,2,8:24.0,C. Anthony enters the game for K. Porziņģis,,36,36
142,2,8:16.0,,T. Ross makes 2-pt jump shot from 19 ft (assist by C. Joseph),36,38
143,2,8:04.0,Personal foul by P. Patterson (drawn by C. Anthony),,36,38
144,2,7:55.0,K. O'Quinn makes 2-pt dunk at rim (assist by B. Jennings),,38,38
145,2,7:31.0,,Shooting foul by J. Holiday (drawn by K. Lowry),38,38
146,2,7:31.0,,K. Lowry makes free throw 1 of 2,38,39
147,2,7:31.0,,K. Lowry makes free throw 2 of 2,38,40
148,2,7:20.0,B. Jennings misses 2-pt jump shot from 8 ft,,38,40
149,2,7:20.0,Offensive rebound by K. O'Quinn,,38,40
150,2,7:17.0,K. O'Quinn misses 2-pt jump shot from 5 ft (block by L. Nogueira),,38,40
151,2,7:15.0,Offensive rebound by K. O'Quinn,,38,40
152,2,7:12.0,K. O'Quinn makes 2-pt layup from 1 ft,,40,40
153,2,7:06.0,,K. Lowry makes 2-pt layup from 3 ft,40,42
154,2,6:54.0,Turnover by K. O'Quinn (bad pass; steal by L. Nogueira),,40,42
155,2,6:51.0,,Shooting block foul by K. O'Quinn (drawn by T. Ross),40,42
156,2,6:51.0,,T. Ross makes 2-pt layup at rim,40,44
157,2,6:51.0,C. Lee enters the game for L. Thomas,,40,44
158,2,6:51.0,D. Rose enters the game for J. Holiday,,40,44
159,2,6:51.0,,P. Siakam enters the game for P. Patterson,40,44
160,2,6:51.0,,T. Ross makes free throw 1 of 1,40,45
161,2,6:32.0,C. Anthony misses 2-pt jump shot from 20 ft,,40,45
162,2,6:31.0,,Defensive rebound by L. Nogueira,40,45
163,2,6:22.0,,C. Joseph misses 2-pt layup from 2 ft,40,45
164,2,6:21.0,,Offensive rebound by L. Nogueira,40,45
165,2,6:18.0,,P. Siakam misses 2-pt jump shot from 8 ft,40,45
166,2,6:18.0,Defensive rebound by K. O'Quinn,,40,45
167,2,5:58.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),,43,45
168,2,5:39.0,,T. Ross misses 2-pt jump shot from 12 ft,43,45
169,2,5:38.0,Defensive rebound by C. Anthony,,43,45
170,2,5:21.0,K. O'Quinn makes 2-pt jump shot from 16 ft,,45,45
171,2,5:11.0,,Turnover by C. Joseph (lost ball; steal by B. Jennings),45,45
172,2,5:05.0,K. O'Quinn misses 2-pt layup from 2 ft (block by L. Nogueira),,45,45
173,2,5:04.0,Offensive rebound by B. Jennings,,45,45
174,2,5:01.0,B. Jennings makes 2-pt jump shot from 2 ft,,47,45
175,2,4:56.0,,Toronto full timeout,47,45
176,2,4:56.0,,D. DeRozan enters the game for C. Joseph,47,45
177,2,4:56.0,,J. Valančiūnas enters the game for L. Nogueira,47,45
178,2,4:45.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),47,47
179,2,4:27.0,B. Jennings misses 2-pt layup from 1 ft,,47,47
180,2,4:26.0,,Defensive rebound by D. DeRozan,47,47
181,2,4:15.0,,Turnover by D. DeRozan (bad pass),47,47
182,2,4:15.0,J. Noah enters the game for K. O'Quinn,,47,47
183,2,4:03.0,D. Rose makes 2-pt layup from 2 ft (assist by C. Anthony),,49,47
184,2,3:47.0,,D. DeRozan misses 2-pt layup from 2 ft,49,47
185,2,3:46.0,Defensive rebound by J. Noah,,49,47
186,2,3:33.0,C. Anthony misses 2-pt jump shot from 20 ft,,49,47
187,2,3:32.0,,Defensive rebound by D. DeRozan,49,47
188,2,3:26.0,,D. DeRozan makes 2-pt layup from 1 ft,49,49
189,2,3:05.0,Turnover by D. Rose (bad pass; steal by D. DeRozan),,49,49
190,2,2:54.0,,J. Valančiūnas misses 2-pt hook shot from 5 ft,49,49
191,2,2:53.0,,Offensive rebound by J. Valančiūnas,49,49
192,2,2:51.0,,J. Valančiūnas misses 2-pt layup from 2 ft,49,49
193,2,2:50.0,Defensive rebound by C. Anthony,,49,49
194,2,2:47.0,Shooting foul by T. Ross (drawn by J. Noah),,49,49
195,2,2:47.0,New York full timeout,,49,49
196,2,2:47.0,J. Noah misses free throw 1 of 2,,49,49
197,2,2:47.0,Offensive rebound by Team,,49,49
198,2,2:47.0,J. Noah misses free throw 2 of 2,,49,49
199,2,2:47.0,,C. Joseph enters the game for K. Lowry,49,49
200,2,2:47.0,,N. Powell enters the game for T. Ross,49,49
201,2,2:44.0,,Defensive rebound by P. Siakam,49,49
202,2,2:29.0,,D. DeRozan makes 2-pt jump shot from 6 ft,49,51
203,2,2:07.0,D. Rose misses 3-pt jump shot from 25 ft,,49,51
204,2,2:07.0,,Defensive rebound by D. DeRozan,49,51
205,2,1:55.0,,D. DeRozan misses 2-pt jump shot from 20 ft,49,51
206,2,1:54.0,,Offensive rebound by J. Valančiūnas,49,51
207,2,1:52.0,,Turnover by J. Valančiūnas (lost ball; steal by J. Noah),49,51
208,2,1:42.0,J. Noah misses 2-pt layup from 1 ft,,49,51
209,2,1:42.0,,Defensive rebound by J. Valančiūnas,49,51
210,2,1:32.0,Offensive charge foul by C. Joseph (drawn by D. Rose),,49,51
211,2,1:32.0,,Turnover by C. Joseph (offensive foul),49,51
212,2,1:32.0,K. O'Quinn enters the game for B. Jennings,,49,51
213,2,1:17.0,Def 3 sec tech foul by C. Joseph,,49,51
214,2,1:17.0,C. Anthony makes technical free throw,,50,51
215,2,1:10.0,Shooting foul by N. Powell (drawn by C. Anthony),,50,51
216,2,1:10.0,C. Anthony makes free throw 1 of 2,,51,51
217,2,1:10.0,C. Anthony makes free throw 2 of 2,,52,51
218,2,0:52.0,,N. Powell misses 3-pt jump shot from 22 ft (block by C. Lee),52,51
219,2,0:52.0,Defensive rebound by Team,,52,51
220,2,0:35.0,C. Anthony makes 2-pt jump shot from 14 ft,,54,51
221,2,0:16.0,,P. Siakam makes 2-pt jump shot from 2 ft (assist by C. Joseph),54,53
222,2,0:00.0,C. Anthony makes 2-pt jump shot from 19 ft,,56,53
223,3,11:38.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by N. Powell),56,55
224,3,11:16.0,K. Porziņģis makes 3-pt jump shot from 23 ft (assist by C. Anthony),,59,55
225,3,10:55.0,,P. Siakam makes 2-pt jump shot from 17 ft (assist by N. Powell),59,57
226,3,10:39.0,Turnover by D. Rose (bad pass; steal by P. Siakam),,59,57
227,3,10:34.0,,P. Siakam makes 2-pt layup from 2 ft (assist by D. DeRozan),59,59
228,3,10:34.0,,Shooting foul by C. Anthony (drawn by P. Siakam),59,59
229,3,10:34.0,,P. Siakam makes free throw 1 of 1,59,60
230,3,10:15.0,Shooting foul by N. Powell (drawn by C. Anthony),,59,60
231,3,10:15.0,C. Anthony makes free throw 1 of 2,,60,60
232,3,10:15.0,C. Anthony makes free throw 2 of 2,,61,60
233,3,10:05.0,,Personal foul by C. Lee (drawn by D. DeRozan),61,60
234,3,9:57.0,,N. Powell misses 2-pt jump shot from 5 ft,61,60
235,3,9:56.0,Defensive rebound by J. Noah,,61,60
236,3,9:47.0,C. Anthony misses 2-pt jump shot from 17 ft,,61,60
237,3,9:46.0,,Defensive rebound by P. Siakam,61,60
238,3,9:36.0,,P. Siakam makes 2-pt jump shot from 16 ft (assist by K. Lowry),61,62
239,3,9:22.0,C. Lee makes 2-pt jump shot from 16 ft,,63,62
240,3,9:13.0,,Personal foul by C. Lee (drawn by J. Valančiūnas),63,62
241,3,9:05.0,,Shooting foul by C. Lee (drawn by D. DeRozan),63,62
242,3,9:05.0,,D. DeRozan misses free throw 1 of 2,63,62
243,3,9:05.0,,Offensive rebound by Team,63,62
244,3,9:05.0,J. Holiday enters the game for C. Lee,,63,62
245,3,9:05.0,,D. DeRozan makes free throw 2 of 2,63,63
246,3,8:45.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,63,63
247,3,8:45.0,Offensive rebound by J. Noah,,63,63
248,3,8:42.0,J. Noah misses 2-pt layup from 2 ft,,63,63
249,3,8:41.0,Offensive rebound by J. Noah,,63,63
250,3,8:39.0,J. Noah makes 2-pt layup from 1 ft,,65,63
251,3,8:29.0,,Turnover by P. Siakam (step out of bounds),65,63
252,3,8:19.0,K. Porziņģis makes 2-pt hook shot from 4 ft (assist by C. Anthony),,67,63
253,3,8:19.0,Shooting foul by P. Siakam (drawn by K. Porziņģis),,67,63
254,3,8:19.0,K. Porziņģis makes free throw 1 of 1,,68,63
255,3,8:05.0,,D. DeRozan makes 2-pt jump shot from 17 ft,68,65
256,3,7:54.0,J. Holiday makes 2-pt jump shot from 22 ft (assist by K. Porziņģis),,70,65
257,3,7:41.0,,J. Valančiūnas misses 2-pt layup from 3 ft,70,65
258,3,7:41.0,Defensive rebound by J. Noah,,70,65
259,3,7:31.0,D. Rose misses 2-pt jump shot from 15 ft,,70,65
260,3,7:31.0,,Defensive rebound by Team,70,65
261,3,7:31.0,Loose ball foul by J. Noah (drawn by J. Valančiūnas),,70,65
262,3,7:31.0,,J. Valančiūnas makes free throw 1 of 2,70,66
263,3,7:31.0,,J. Valančiūnas makes free throw 2 of 2,70,67
264,3,7:20.0,Turnover by K. Porziņģis (bad pass),,70,67
265,3,7:01.0,,Shooting foul by J. Noah (drawn by J. Valančiūnas),70,67
266,3,7:01.0,,J. Valančiūnas makes free throw 1 of 2,70,68
267,3,7:01.0,,J. Valančiūnas misses free throw 2 of 2,70,68
268,3,7:01.0,,P. Patterson enters the game for P. Siakam,70,68
269,3,7:00.0,Defensive rebound by J. Noah,,70,68
270,3,6:42.0,C. Anthony makes 2-pt jump shot from 18 ft,,72,68
271,3,6:36.0,,Shooting foul by C. Anthony (drawn by N. Powell),72,68
272,3,6:36.0,,N. Powell makes free throw 1 of 2,72,69
273,3,6:36.0,,N. Powell makes free throw 2 of 2,72,70
274,3,6:15.0,Turnover by C. Anthony (lost ball),,72,70
275,3,6:08.0,,Personal foul by K. Porziņģis (drawn by D. DeRozan),72,70
276,3,6:08.0,,D. DeRozan makes free throw 1 of 2,72,71
277,3,6:08.0,M. Kuzminskas enters the game for K. Porziņģis,,72,71
278,3,6:08.0,,D. DeRozan makes free throw 2 of 2,72,72
279,3,5:54.0,Turnover by J. Holiday (bad pass; steal by D. DeRozan),,72,72
280,3,5:46.0,,Shooting foul by M. Kuzminskas (drawn by D. DeRozan),72,72
281,3,5:46.0,,Toronto full timeout,72,72
282,3,5:46.0,,D. DeRozan makes free throw 1 of 2,72,73
283,3,5:46.0,,D. DeRozan makes free throw 2 of 2,72,74
284,3,5:33.0,D. Rose misses 2-pt jump shot from 21 ft,,72,74
285,3,5:32.0,Offensive rebound by J. Noah,,72,74
286,3,5:28.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by J. Noah),,75,74
287,3,5:07.0,,N. Powell makes 3-pt jump shot from 24 ft (assist by D. DeRozan),75,77
288,3,4:52.0,J. Holiday misses 2-pt jump shot from 21 ft,,75,77
289,3,4:51.0,,Defensive rebound by D. DeRozan,75,77
290,3,4:36.0,,Turnover by D. DeRozan (step out of bounds),75,77
291,3,4:36.0,,L. Nogueira enters the game for J. Valančiūnas,75,77
292,3,4:23.0,D. Rose misses 2-pt layup from 2 ft,,75,77
293,3,4:22.0,Offensive rebound by J. Noah,,75,77
294,3,4:19.0,J. Noah misses 2-pt layup from 2 ft,,75,77
295,3,4:19.0,,Defensive rebound by L. Nogueira,75,77
296,3,4:14.0,,D. DeRozan makes 2-pt layup from 3 ft,75,79
297,3,4:01.0,C. Anthony makes 2-pt jump shot from 21 ft,,77,79
298,3,3:42.0,,N. Powell makes 3-pt jump shot from 26 ft (assist by K. Lowry),77,82
299,3,3:35.0,Personal foul by N. Powell (drawn by D. Rose),,77,82
300,3,3:29.0,D. Rose makes 2-pt layup from 2 ft,,79,82
301,3,3:04.0,,D. DeRozan misses 2-pt jump shot from 14 ft,79,82
302,3,3:03.0,Defensive rebound by M. Kuzminskas,,79,82
303,3,2:55.0,J. Holiday misses 3-pt jump shot from 22 ft,,79,82
304,3,2:54.0,,Defensive rebound by N. Powell,79,82
305,3,2:46.0,,K. Lowry misses 3-pt jump shot from 24 ft,79,82
306,3,2:46.0,Defensive rebound by J. Noah,,79,82
307,3,2:39.0,M. Kuzminskas misses 2-pt layup from 2 ft,,79,82
308,3,2:39.0,Offensive rebound by M. Kuzminskas,,79,82
309,3,2:37.0,M. Kuzminskas misses 2-pt layup from 2 ft (block by L. Nogueira),,79,82
310,3,2:37.0,Offensive rebound by M. Kuzminskas,,79,82
311,3,2:37.0,M. Kuzminskas misses 2-pt layup from 2 ft,,79,82
312,3,2:36.0,,Defensive rebound by L. Nogueira,79,82
313,3,2:28.0,,N. Powell misses 3-pt jump shot from 23 ft,79,82
314,3,2:28.0,Defensive rebound by C. Anthony,,79,82
315,3,2:28.0,New York full timeout,,79,82
316,3,2:28.0,,T. Ross enters the game for N. Powell,79,82
317,3,2:28.0,,C. Joseph enters the game for K. Lowry,79,82
318,3,2:28.0,K. O'Quinn enters the game for J. Noah,,79,82
319,3,2:06.0,D. Rose misses 3-pt jump shot from 25 ft,,79,82
320,3,2:05.0,,Defensive rebound by L. Nogueira,79,82
321,3,1:57.0,,Shooting foul by C. Anthony (drawn by C. Joseph),79,82
322,3,1:57.0,,C. Joseph misses free throw 1 of 2,79,82
323,3,1:57.0,,Offensive rebound by Team,79,82
324,3,1:57.0,J. Noah enters the game for C. Anthony,,79,82
325,3,1:57.0,,C. Joseph makes free throw 2 of 2,79,83
326,3,1:43.0,Turnover by J. Holiday (bad pass; steal by T. Ross),,79,83
327,3,1:33.0,,D. DeRozan makes 2-pt jump shot from 7 ft,79,85
328,3,1:21.0,D. Rose misses 2-pt jump shot from 5 ft,,79,85
329,3,1:20.0,Offensive rebound by J. Noah,,79,85
330,3,1:19.0,J. Noah makes 2-pt layup from 2 ft,,81,85
331,3,1:06.0,,D. DeRozan makes 2-pt jump shot from 13 ft,81,87
332,3,0:57.0,M. Kuzminskas makes 2-pt layup from 3 ft,,83,87
333,3,0:36.0,,T. Ross misses 2-pt jump shot from 17 ft,83,87
334,3,0:35.0,Defensive rebound by J. Noah,,83,87
335,3,0:30.0,D. Rose makes 2-pt jump shot from 4 ft,,85,87
336,3,0:06.0,,D. DeRozan misses 2-pt jump shot from 16 ft,85,87
337,3,0:06.0,Defensive rebound by J. Noah,,85,87
338,3,0:01.0,Personal foul by C. Joseph (drawn by D. Rose),,85,87
339,3,0:00.0,D. Rose misses 3-pt jump shot from 25 ft,,85,87
340,3,0:00.0,Offensive rebound by Team,,85,87
341,4,11:44.0,K. Porziņģis makes 2-pt jump shot from 8 ft,,87,87
342,4,11:28.0,,P. Patterson misses 3-pt jump shot from 24 ft,87,87
343,4,11:28.0,Defensive rebound by B. Jennings,,87,87
344,4,11:08.0,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by B. Jennings),,89,87
345,4,10:50.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by L. Nogueira),89,90
346,4,10:37.0,K. Porziņģis makes 2-pt dunk at rim,,91,90
347,4,10:17.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by C. Joseph),91,93
348,4,9:58.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,91,93
349,4,9:58.0,,Defensive rebound by K. Lowry,91,93
350,4,9:50.0,,K. Lowry misses 3-pt jump shot from 24 ft,91,93
351,4,9:50.0,Defensive rebound by M. Kuzminskas,,91,93
352,4,9:36.0,Turnover by C. Lee (bad pass),,91,93
353,4,9:23.0,,C. Joseph misses 2-pt jump shot from 7 ft,91,93
354,4,9:21.0,,Offensive rebound by L. Nogueira,91,93
355,4,9:08.0,,Shooting foul by K. O'Quinn (drawn by P. Patterson),91,93
356,4,9:08.0,,P. Patterson makes free throw 1 of 2,91,94
357,4,9:08.0,,P. Patterson makes free throw 2 of 2,91,95
358,4,8:55.0,C. Lee makes 2-pt jump shot from 7 ft (assist by B. Jennings),,93,95
359,4,8:30.0,,T. Ross misses 3-pt jump shot from 23 ft,93,95
360,4,8:29.0,,Offensive rebound by K. Lowry,93,95
361,4,8:23.0,,K. Lowry misses 2-pt layup from 3 ft,93,95
362,4,8:22.0,,Offensive rebound by L. Nogueira,93,95
363,4,8:20.0,,L. Nogueira makes 2-pt dunk at rim,93,97
364,4,7:59.0,Turnover by K. O'Quinn (bad pass; steal by L. Nogueira),,93,97
365,4,7:52.0,,P. Patterson misses 3-pt jump shot from 23 ft,93,97
366,4,7:51.0,Defensive rebound by C. Lee,,93,97
367,4,7:43.0,B. Jennings misses 2-pt layup from 1 ft,,93,97
368,4,7:43.0,,Defensive rebound by P. Patterson,93,97
369,4,7:31.0,,T. Ross misses 2-pt layup from 2 ft (block by K. O'Quinn),93,97
370,4,7:30.0,,Offensive rebound by K. Lowry,93,97
371,4,7:26.0,,P. Patterson misses 3-pt jump shot from 24 ft,93,97
372,4,7:26.0,,Offensive rebound by K. Lowry,93,97
373,4,7:17.0,,K. Lowry misses 2-pt jump shot from 10 ft,93,97
374,4,7:17.0,Defensive rebound by K. O'Quinn,,93,97
375,4,7:17.0,New York full timeout,,93,97
376,4,7:17.0,,D. DeRozan enters the game for T. Ross,93,97
377,4,7:17.0,C. Anthony enters the game for B. Jennings,,93,97
378,4,7:17.0,D. Rose enters the game for K. O'Quinn,,93,97
379,4,7:17.0,J. Noah enters the game for M. Kuzminskas,,93,97
380,4,6:59.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,93,97
