,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW ORLEANS_ACTION,PHILADELPHIA_SCORE,NEW ORLEANS_SCORE
383,4,5:49.0,Offensive rebound by Team,,85,82
384,4,5:49.0,R. Holmes misses free throw 2 of 2,,85,82
385,4,5:49.0,S. Rodríguez enters the game for N. Stauskas,,85,82
386,4,5:49.0,G. Henderson enters the game for T. McConnell,,85,82
387,4,5:49.0,,T. Frazier enters the game for B. Hield,85,82
388,4,5:48.0,,Defensive rebound by A. Davis,85,82
389,4,5:29.0,,A. Davis misses 2-pt layup from 1 ft (block by D. Šarić),85,82
390,4,5:28.0,Defensive rebound by R. Covington,,85,82
391,4,5:21.0,D. Šarić makes 2-pt jump shot from 8 ft (assist by G. Henderson),,87,82
392,4,5:06.0,,Personal foul by D. Šarić (drawn by A. Davis),87,82
393,4,5:06.0,,A. Davis misses free throw 1 of 2,87,82
394,4,5:06.0,,Offensive rebound by Team,87,82
395,4,5:06.0,J. Embiid enters the game for R. Holmes,,87,82
396,4,5:06.0,,Ö. Aşık enters the game for T. Jones,87,82
397,4,5:06.0,,A. Davis makes free throw 2 of 2,87,83
398,4,4:41.0,J. Embiid misses 2-pt jump shot from 15 ft,,87,83
399,4,4:40.0,,Defensive rebound by A. Davis,87,83
400,4,4:23.0,,Turnover by S. Hill (bad pass; steal by G. Henderson),87,83
401,4,4:18.0,D. Šarić makes 2-pt layup from 3 ft (assist by S. Rodríguez),,89,83
402,4,4:18.0,Shooting foul by L. Galloway (drawn by D. Šarić),,89,83
403,4,4:18.0,D. Šarić makes free throw 1 of 1,,90,83
404,4,4:08.0,,A. Davis misses 3-pt jump shot from 26 ft,90,83
405,4,4:07.0,Defensive rebound by J. Embiid,,90,83
406,4,3:50.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by J. Embiid),,93,83
407,4,3:41.0,,Personal foul by G. Henderson (drawn by S. Hill),93,83
408,4,3:41.0,,S. Hill misses free throw 1 of 2,93,83
409,4,3:41.0,,Offensive rebound by Team,93,83
410,4,3:41.0,,S. Hill makes free throw 2 of 2,93,84
411,4,3:18.0,S. Rodríguez misses 3-pt jump shot from 26 ft,,93,84
412,4,3:18.0,Offensive rebound by D. Šarić,,93,84
413,4,3:13.0,Philadelphia full timeout,,93,84
414,4,3:13.0,,B. Hield enters the game for Ö. Aşık,93,84
415,4,3:13.0,E. İlyasova enters the game for G. Henderson,,93,84
416,4,2:59.0,J. Embiid misses 2-pt jump shot from 3 ft (block by A. Davis),,93,84
417,4,2:59.0,Offensive rebound by Team,,93,84
418,4,2:55.0,E. İlyasova makes 2-pt jump shot from 17 ft (assist by S. Rodríguez),,95,84
419,4,2:36.0,,A. Davis misses 2-pt jump shot from 13 ft,95,84
420,4,2:36.0,Defensive rebound by J. Embiid,,95,84
421,4,2:16.0,D. Šarić misses 3-pt jump shot from 25 ft,,95,84
422,4,2:11.0,Offensive rebound by E. İlyasova,,95,84
423,4,2:01.0,S. Rodríguez misses 3-pt jump shot from 27 ft,,95,84
424,4,1:59.0,,Defensive rebound by L. Galloway,95,84
425,4,1:48.0,,Turnover by A. Davis (lost ball; steal by J. Embiid),95,84
426,4,1:23.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by S. Rodríguez),,98,84
427,4,1:23.0,,New Orleans full timeout,98,84
428,4,1:23.0,G. Henderson enters the game for D. Šarić,,98,84
429,4,1:23.0,,A. Ajinça enters the game for A. Davis,98,84
430,4,1:14.0,,L. Galloway misses 3-pt jump shot from 27 ft (block by J. Embiid),98,84
431,4,1:14.0,Defensive rebound by Team,,98,84
432,4,0:54.0,Shooting foul by S. Hill (drawn by E. İlyasova),,98,84
433,4,0:54.0,E. İlyasova misses free throw 1 of 2,,98,84
434,4,0:54.0,Offensive rebound by Team,,98,84
435,4,0:54.0,T. McConnell enters the game for J. Embiid,,98,84
436,4,0:54.0,E. İlyasova makes free throw 2 of 2,,99,84
437,4,0:50.0,,L. Galloway makes 2-pt layup from 2 ft (assist by T. Frazier),99,86
438,4,0:28.0,S. Rodríguez misses 2-pt jump shot from 15 ft,,99,86
439,4,0:26.0,Offensive rebound by E. İlyasova,,99,86
440,4,0:23.0,E. İlyasova misses 2-pt layup from 2 ft,,99,86
441,4,0:23.0,,Defensive rebound by B. Hield,99,86
442,4,0:14.0,,A. Ajinça makes 2-pt dunk at rim (assist by B. Hield),99,88
