,QUARTER,TIME_REMAINING,INDIANA_ACTION,LA LAKERS_ACTION,INDIANA_SCORE,LA LAKERS_SCORE
0,1,11:43.0,M. Turner misses 2-pt jump shot from 20 ft,,0,0
1,1,11:42.0,,Defensive rebound by B. Ingram,0,0
2,1,11:17.0,,J. Randle makes 2-pt hook shot from 5 ft,0,2
3,1,11:03.0,P. George misses 3-pt jump shot from 27 ft,,0,2
4,1,11:02.0,,Defensive rebound by T. Mozgov,0,2
5,1,10:52.0,,Turnover by D. Russell (lost ball; steal by T. Young),0,2
6,1,10:48.0,,LA Lakers full timeout,0,2
7,1,10:48.0,,J. Calderón enters the game for D. Russell,0,2
8,1,10:33.0,T. Young makes 2-pt layup from 2 ft (assist by J. Teague),,2,2
9,1,10:19.0,,J. Randle makes 2-pt jump shot from 9 ft (assist by T. Mozgov),2,4
10,1,9:55.0,G. Robinson makes 3-pt jump shot from 24 ft (assist by J. Teague),,5,4
11,1,9:31.0,,J. Calderón misses 3-pt jump shot from 25 ft,5,4
12,1,9:30.0,Defensive rebound by T. Young,,5,4
13,1,9:24.0,P. George misses 3-pt jump shot from 26 ft,,5,4
14,1,9:19.0,,Defensive rebound by J. Randle,5,4
15,1,9:18.0,,Personal foul by M. Turner (drawn by T. Mozgov),5,4
16,1,9:15.0,,Personal foul by G. Robinson (drawn by B. Ingram),5,4
17,1,9:07.0,,Turnover by B. Ingram (lost ball; steal by M. Turner),5,4
18,1,9:01.0,T. Young misses 2-pt layup from 2 ft,,5,4
19,1,8:57.0,,Defensive rebound by T. Mozgov,5,4
20,1,8:50.0,,T. Mozgov makes 2-pt layup from 2 ft (assist by J. Calderón),5,6
21,1,8:47.0,Turnover by J. Teague (bad pass),,5,6
22,1,8:38.0,,B. Ingram misses 2-pt jump shot from 16 ft,5,6
23,1,8:38.0,Defensive rebound by Team,,5,6
24,1,8:23.0,Turnover by M. Turner (bad pass),,5,6
25,1,8:13.0,,Turnover by T. Mozgov (bad pass; steal by T. Young),5,6
26,1,8:02.0,Turnover by J. Teague (bad pass; steal by N. Young),,5,6
27,1,7:55.0,,N. Young misses 2-pt jump shot from 17 ft,5,6
28,1,7:52.0,,Offensive rebound by T. Mozgov,5,6
29,1,7:46.0,,T. Mozgov makes 2-pt hook shot from 4 ft (assist by J. Calderón),5,8
30,1,7:29.0,P. George makes 2-pt jump shot from 13 ft,,7,8
31,1,7:17.0,,J. Randle misses 2-pt jump shot from 21 ft,7,8
32,1,7:16.0,Defensive rebound by M. Turner,,7,8
33,1,7:09.0,Turnover by P. George (lost ball),,7,8
34,1,6:54.0,,J. Calderón misses 3-pt jump shot from 23 ft (block by J. Teague),7,8
35,1,6:52.0,Defensive rebound by P. George,,7,8
36,1,6:46.0,P. George makes 2-pt layup from 2 ft,,9,8
37,1,6:36.0,,N. Young makes 3-pt jump shot from 27 ft (assist by J. Calderón),9,11
38,1,6:25.0,P. George makes 3-pt jump shot from 25 ft (assist by J. Teague),,12,11
39,1,6:12.0,,N. Young makes 3-pt jump shot from 25 ft (assist by J. Randle),12,14
40,1,5:58.0,J. Teague misses 2-pt jump shot from 5 ft,,12,14
41,1,5:54.0,,Defensive rebound by T. Mozgov,12,14
42,1,5:47.0,,B. Ingram misses 2-pt layup from 4 ft (block by T. Young),12,14
43,1,5:45.0,Defensive rebound by G. Robinson,,12,14
44,1,5:35.0,J. Teague makes 3-pt jump shot from 27 ft (assist by G. Robinson),,15,14
45,1,5:28.0,,LA Lakers full timeout,15,14
46,1,5:28.0,,T. Black enters the game for T. Mozgov,15,14
47,1,5:20.0,,B. Ingram misses 2-pt layup from 2 ft,15,14
48,1,5:19.0,,Offensive rebound by J. Randle,15,14
49,1,5:19.0,,J. Randle misses 2-pt layup from 1 ft,15,14
50,1,5:16.0,,Offensive rebound by T. Black,15,14
51,1,5:11.0,,N. Young misses 3-pt jump shot from 28 ft,15,14
52,1,5:10.0,Defensive rebound by T. Young,,15,14
53,1,4:59.0,T. Young misses 2-pt jump shot from 2 ft (block by J. Randle),,15,14
54,1,4:55.0,Offensive rebound by J. Teague,,15,14
55,1,4:54.0,J. Teague misses 3-pt jump shot from 26 ft,,15,14
56,1,4:52.0,,Defensive rebound by T. Black,15,14
57,1,4:45.0,,J. Randle makes 2-pt layup from 3 ft (assist by T. Black),15,16
58,1,4:40.0,Personal foul by B. Ingram (drawn by M. Turner),,15,16
59,1,4:40.0,K. Séraphin enters the game for T. Young,,15,16
60,1,4:40.0,,J. Clarkson enters the game for N. Young,15,16
61,1,4:40.0,,L. Williams enters the game for J. Calderón,15,16
62,1,4:30.0,M. Turner makes 2-pt dunk at rim (assist by P. George),,17,16
63,1,4:11.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by J. Randle),17,19
64,1,3:59.0,K. Séraphin makes 2-pt hook shot from 9 ft (assist by M. Turner),,19,19
65,1,3:41.0,,J. Randle misses 2-pt jump shot from 6 ft,19,19
66,1,3:35.0,,Offensive rebound by T. Black,19,19
67,1,3:34.0,,B. Ingram misses 3-pt jump shot from 25 ft,19,19
68,1,3:29.0,Defensive rebound by K. Séraphin,,19,19
69,1,3:23.0,P. George misses 2-pt jump shot from 13 ft,,19,19
70,1,3:22.0,,Defensive rebound by J. Randle,19,19
71,1,3:17.0,,Turnover by B. Ingram (step out of bounds),19,19
72,1,3:17.0,M. Ellis enters the game for G. Robinson,,19,19
73,1,3:03.0,K. Séraphin misses 2-pt jump shot from 10 ft,,19,19
74,1,3:02.0,,Defensive rebound by J. Randle,19,19
75,1,2:53.0,,Turnover by T. Black (lost ball; steal by M. Turner),19,19
76,1,2:41.0,P. George misses 2-pt dunk at rim,,19,19
77,1,2:38.0,,Defensive rebound by T. Black,19,19
78,1,2:29.0,,Turnover by J. Clarkson (bad pass; steal by J. Teague),19,19
79,1,2:23.0,J. Teague misses 2-pt layup from 3 ft,,19,19
80,1,2:17.0,,Defensive rebound by T. Black,19,19
81,1,2:07.0,,B. Ingram makes 2-pt layup at rim,19,21
82,1,2:05.0,Indiana full timeout,,19,21
83,1,2:05.0,,I. Zubac enters the game for B. Ingram,19,21
84,1,2:05.0,,N. Young enters the game for J. Randle,19,21
85,1,2:05.0,A. Jefferson enters the game for M. Turner,,19,21
86,1,2:05.0,A. Brooks enters the game for J. Teague,,19,21
87,1,1:42.0,A. Jefferson makes 2-pt jump shot from 11 ft (assist by A. Brooks),,21,21
88,1,1:30.0,,L. Williams makes 3-pt jump shot from 26 ft,21,24
89,1,1:11.0,A. Jefferson makes 2-pt layup from 2 ft,,23,24
90,1,1:11.0,Shooting foul by I. Zubac (drawn by A. Jefferson),,23,24
91,1,1:11.0,C. Miles enters the game for P. George,,23,24
92,1,1:11.0,A. Jefferson makes free throw 1 of 1,,24,24
93,1,1:04.0,,Shooting foul by K. Séraphin (drawn by L. Williams),24,24
94,1,1:04.0,,L. Williams makes free throw 1 of 3,24,25
95,1,1:04.0,,L. Williams makes free throw 2 of 3,24,26
96,1,1:04.0,,L. Williams makes free throw 3 of 3,24,27
97,1,0:49.0,Turnover by K. Séraphin (lost ball; steal by J. Clarkson),,24,27
98,1,0:37.0,,J. Clarkson misses 2-pt jump shot from 3 ft,24,27
99,1,0:35.0,Defensive rebound by C. Miles,,24,27
100,1,0:26.0,K. Séraphin misses 2-pt jump shot from 4 ft,,24,27
101,1,0:20.0,Offensive rebound by A. Jefferson,,24,27
102,1,0:20.0,A. Jefferson misses 2-pt layup from 2 ft,,24,27
103,1,0:19.0,,Defensive rebound by I. Zubac,24,27
104,1,0:02.0,,L. Williams misses 2-pt jump shot from 9 ft,24,27
105,1,0:01.0,Defensive rebound by Team,,24,27
106,1,0:00.0,A. Brooks misses 3-pt jump shot from 54 ft,,24,27
107,1,0:00.0,Offensive rebound by Team,,24,27
108,2,11:43.0,,I. Zubac makes 2-pt jump shot from 7 ft (assist by L. Williams),24,29
109,2,11:28.0,C. Miles misses 2-pt jump shot from 17 ft,,24,29
110,2,11:26.0,,Defensive rebound by J. Clarkson,24,29
111,2,11:17.0,,J. Clarkson misses 2-pt jump shot from 9 ft,24,29
112,2,11:15.0,,Offensive rebound by T. Black,24,29
113,2,11:15.0,,T. Black misses 2-pt layup from 1 ft,24,29
114,2,11:12.0,Defensive rebound by A. Jefferson,,24,29
115,2,11:08.0,Personal foul by N. Young (drawn by C. Miles),,24,29
116,2,11:08.0,,J. Calderón enters the game for N. Young,24,29
117,2,10:58.0,A. Jefferson makes 2-pt hook shot from 8 ft,,26,29
118,2,10:48.0,,L. Williams makes 2-pt jump shot from 8 ft,26,31
119,2,10:35.0,Shooting foul by T. Black (drawn by A. Jefferson),,26,31
120,2,10:35.0,A. Jefferson makes free throw 1 of 2,,27,31
121,2,10:35.0,T. Young enters the game for K. Séraphin,,27,31
122,2,10:35.0,A. Jefferson makes free throw 2 of 2,,28,31
123,2,10:18.0,,I. Zubac makes 2-pt dunk at rim (assist by T. Black),28,33
124,2,10:01.0,A. Jefferson makes 2-pt jump shot from 12 ft,,30,33
125,2,9:50.0,,L. Williams makes 2-pt layup from 2 ft,30,35
126,2,9:33.0,A. Jefferson misses 2-pt jump shot from 15 ft,,30,35
127,2,9:32.0,,Defensive rebound by T. Black,30,35
128,2,9:24.0,,L. Williams misses 2-pt jump shot from 8 ft (block by M. Ellis),30,35
129,2,9:22.0,Defensive rebound by T. Young,,30,35
130,2,9:22.0,Personal foul by J. Calderón (drawn by A. Brooks),,30,35
131,2,9:22.0,,J. Randle enters the game for T. Black,30,35
132,2,9:05.0,Shooting foul by J. Calderón (drawn by A. Brooks),,30,35
133,2,9:05.0,A. Brooks misses free throw 1 of 3,,30,35
134,2,9:05.0,Offensive rebound by Team,,30,35
135,2,9:05.0,A. Brooks misses free throw 2 of 3,,30,35
136,2,9:05.0,Offensive rebound by Team,,30,35
137,2,9:05.0,A. Brooks misses free throw 3 of 3,,30,35
138,2,9:02.0,,Defensive rebound by J. Randle,30,35
139,2,8:51.0,,Turnover by J. Clarkson (traveling),30,35
140,2,8:51.0,Official timeout,,30,35
141,2,8:40.0,A. Jefferson makes 2-pt layup from 2 ft (assist by M. Ellis),,32,35
142,2,8:40.0,Shooting foul by I. Zubac (drawn by A. Jefferson),,32,35
143,2,8:40.0,A. Jefferson makes free throw 1 of 1,,33,35
144,2,8:26.0,,J. Clarkson misses 2-pt jump shot from 6 ft (block by C. Miles),33,35
145,2,8:25.0,Defensive rebound by A. Jefferson,,33,35
146,2,8:19.0,A. Brooks makes 3-pt jump shot from 25 ft (assist by T. Young),,36,35
147,2,8:18.0,,LA Lakers full timeout,36,35
148,2,8:18.0,,T. Mozgov enters the game for J. Calderón,36,35
149,2,8:18.0,,N. Young enters the game for I. Zubac,36,35
150,2,7:57.0,,J. Clarkson misses 2-pt jump shot from 16 ft,36,35
151,2,7:56.0,Defensive rebound by A. Jefferson,,36,35
152,2,7:39.0,A. Jefferson makes 2-pt layup from 3 ft (assist by M. Ellis),,38,35
153,2,7:29.0,,L. Williams misses 2-pt jump shot from 7 ft,38,35
154,2,7:25.0,,Offensive rebound by T. Mozgov,38,35
155,2,7:18.0,,N. Young misses 3-pt jump shot from 26 ft,38,35
156,2,7:17.0,Defensive rebound by A. Jefferson,,38,35
157,2,7:14.0,Turnover by A. Brooks (bad pass; steal by J. Clarkson),,38,35
158,2,7:04.0,,Turnover by T. Mozgov (lost ball; steal by A. Jefferson),38,35
159,2,6:59.0,C. Miles misses 2-pt layup from 3 ft,,38,35
160,2,6:59.0,,Defensive rebound by T. Mozgov,38,35
161,2,6:59.0,,Personal foul by C. Miles (drawn by T. Mozgov),38,35
162,2,6:57.0,M. Turner enters the game for A. Brooks,,38,35
163,2,6:57.0,P. George enters the game for A. Jefferson,,38,35
164,2,6:57.0,J. Teague enters the game for C. Miles,,38,35
165,2,6:57.0,,B. Ingram enters the game for J. Clarkson,38,35
166,2,6:34.0,,Turnover by N. Young (traveling),38,35
167,2,6:34.0,,J. Clarkson enters the game for N. Young,38,35
168,2,6:20.0,J. Teague misses 3-pt jump shot from 27 ft,,38,35
169,2,6:19.0,,Defensive rebound by L. Williams,38,35
170,2,6:10.0,,J. Clarkson makes 2-pt layup from 2 ft,38,37
171,2,6:10.0,,Shooting foul by J. Teague (drawn by J. Clarkson),38,37
172,2,6:10.0,,J. Clarkson makes free throw 1 of 1,38,38
173,2,5:54.0,Turnover by Team (back court),,38,38
174,2,5:49.0,,Turnover by L. Williams (bad pass),38,38
175,2,5:33.0,M. Turner misses 2-pt jump shot from 20 ft,,38,38
176,2,5:31.0,,Defensive rebound by T. Mozgov,38,38
177,2,5:26.0,,Shooting foul by M. Turner (drawn by J. Randle),38,38
178,2,5:26.0,,J. Randle makes free throw 1 of 2,38,39
179,2,5:26.0,,J. Randle makes free throw 2 of 2,38,40
180,2,5:17.0,P. George misses 3-pt jump shot from 25 ft,,38,40
181,2,5:16.0,,Defensive rebound by J. Clarkson,38,40
182,2,5:09.0,,Turnover by T. Mozgov (lost ball; steal by T. Young),38,40
183,2,5:00.0,M. Turner makes 2-pt layup from 1 ft (assist by P. George),,40,40
184,2,4:45.0,,J. Randle misses 2-pt layup from 3 ft,40,40
185,2,4:43.0,Defensive rebound by M. Turner,,40,40
186,2,4:37.0,G. Robinson enters the game for M. Ellis,,40,40
187,2,4:30.0,T. Young misses 2-pt dunk at rim,,40,40
188,2,4:28.0,,Defensive rebound by B. Ingram,40,40
189,2,4:07.0,,J. Clarkson misses 3-pt jump shot from 25 ft (block by P. George),40,40
190,2,4:04.0,Defensive rebound by T. Young,,40,40
191,2,4:01.0,Shooting foul by T. Mozgov (drawn by M. Turner),,40,40
192,2,4:01.0,M. Turner makes 2-pt layup from 2 ft (assist by J. Teague),,42,40
193,2,4:01.0,,J. Calderón enters the game for L. Williams,42,40
194,2,4:01.0,M. Turner makes free throw 1 of 1,,43,40
195,2,3:42.0,,B. Ingram misses 2-pt layup from 2 ft (block by M. Turner),43,40
196,2,3:41.0,Defensive rebound by P. George,,43,40
197,2,3:37.0,Turnover by M. Turner (lost ball; steal by J. Randle),,43,40
198,2,3:37.0,,J. Randle makes 2-pt layup from 1 ft,43,42
199,2,3:37.0,,Shooting foul by M. Turner (drawn by J. Randle),43,42
200,2,3:37.0,,J. Randle misses free throw 1 of 1,43,42
201,2,3:37.0,A. Jefferson enters the game for M. Turner,,43,42
202,2,3:35.0,Defensive rebound by T. Young,,43,42
203,2,3:25.0,P. George makes 2-pt jump shot from 21 ft (assist by J. Teague),,45,42
204,2,3:10.0,,Turnover by J. Randle (bad pass),45,42
205,2,3:03.0,,Violation by T. Mozgov (def goaltending),45,42
206,2,3:03.0,A. Jefferson makes 2-pt hook shot from 4 ft,,47,42
207,2,2:44.0,,J. Calderón misses 2-pt jump shot from 19 ft,47,42
208,2,2:43.0,,Offensive rebound by B. Ingram,47,42
209,2,2:33.0,,J. Clarkson makes 2-pt jump shot from 4 ft,47,44
210,2,2:32.0,Shooting block foul by J. Randle (drawn by J. Teague),,47,44
211,2,2:32.0,Indiana full timeout,,47,44
212,2,2:32.0,J. Teague makes free throw 1 of 2,,48,44
213,2,2:32.0,J. Teague makes free throw 2 of 2,,49,44
214,2,2:16.0,,J. Randle makes 2-pt layup from 3 ft (assist by T. Mozgov),49,46
215,2,2:05.0,Turnover by G. Robinson (lost ball),,49,46
216,2,2:05.0,,L. Williams enters the game for J. Calderón,49,46
217,2,1:44.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by B. Ingram),49,49
218,2,1:29.0,A. Jefferson misses 2-pt layup from 3 ft (block by L. Williams),,49,49
219,2,1:29.0,Offensive rebound by Team,,49,49
220,2,1:23.0,A. Jefferson misses 2-pt jump shot from 17 ft,,49,49
221,2,1:22.0,,Defensive rebound by J. Clarkson,49,49
222,2,1:10.0,,Turnover by T. Mozgov (bad pass; steal by T. Young),49,49
223,2,1:10.0,Personal foul by J. Randle (drawn by A. Jefferson),,49,49
224,2,1:10.0,A. Jefferson makes free throw 1 of 2,,50,49
225,2,1:10.0,A. Jefferson makes free throw 2 of 2,,51,49
226,2,0:50.0,,J. Clarkson misses 3-pt jump shot from 27 ft,51,49
227,2,0:48.0,,Offensive rebound by B. Ingram,51,49
228,2,0:42.0,,Turnover by B. Ingram (lost ball; steal by A. Jefferson),51,49
229,2,0:37.0,J. Teague makes 2-pt layup from 2 ft (assist by T. Young),,53,49
230,2,0:21.0,,Shooting foul by A. Jefferson (drawn by L. Williams),53,49
231,2,0:21.0,,L. Williams makes free throw 1 of 2,53,50
232,2,0:21.0,Indiana full timeout,,53,50
233,2,0:21.0,,Violation by Team (jump ball),53,50
234,2,0:21.0,C. Miles enters the game for T. Young,,53,50
235,2,0:21.0,,M. World Peace enters the game for T. Mozgov,53,50
236,2,0:21.0,,L. Williams makes free throw 2 of 2,53,51
237,2,0:02.0,P. George misses 3-pt jump shot from 25 ft,,53,51
238,2,0:00.0,Offensive rebound by Team,,53,51
239,3,11:45.0,,Turnover by J. Randle (bad pass; steal by M. Turner),53,51
240,3,11:34.0,M. Turner makes 2-pt jump shot from 22 ft (assist by J. Teague),,55,51
241,3,11:13.0,,J. Calderón misses 3-pt jump shot from 27 ft,55,51
242,3,11:12.0,Defensive rebound by J. Teague,,55,51
243,3,10:55.0,T. Young misses 2-pt jump shot from 5 ft (block by T. Mozgov),,55,51
244,3,10:52.0,,Defensive rebound by N. Young,55,51
245,3,10:41.0,,N. Young misses 3-pt jump shot from 28 ft,55,51
246,3,10:39.0,Defensive rebound by G. Robinson,,55,51
