,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MIAMI_ACTION,MILWAUKEE_SCORE,MIAMI_SCORE
382,4,4:07.0,Personal foul by G. Dragić (drawn by M. Dellavedova),,88,98
383,4,4:07.0,M. Dellavedova makes free throw 1 of 2,,89,98
384,4,4:07.0,M. Dellavedova makes free throw 2 of 2,,90,98
385,4,3:47.0,,H. Whiteside makes 2-pt jump shot from 4 ft,90,100
386,4,3:31.0,Shooting block foul by W. Ellington (drawn by G. Antetokounmpo),,90,100
387,4,3:31.0,G. Antetokounmpo makes free throw 1 of 2,,91,100
388,4,3:31.0,G. Antetokounmpo misses free throw 2 of 2,,91,100
389,4,3:30.0,,Defensive rebound by H. Whiteside,91,100
390,4,3:11.0,,H. Whiteside misses 2-pt hook shot from 2 ft,91,100
391,4,3:10.0,Defensive rebound by J. Parker,,91,100
392,4,3:00.0,M. Brogdon misses 3-pt jump shot from 25 ft,,91,100
393,4,2:59.0,,Defensive rebound by D. Waiters,91,100
394,4,2:33.0,,D. Waiters makes 3-pt jump shot from 24 ft,91,103
395,4,2:33.0,Milwaukee full timeout,,91,103
396,4,2:33.0,Official timeout,,91,103
397,4,2:18.0,G. Antetokounmpo misses 2-pt hook shot from 8 ft,,91,103
398,4,2:17.0,Offensive rebound by T. Maker,,91,103
399,4,2:11.0,G. Antetokounmpo makes 2-pt jump shot from 3 ft (assist by M. Dellavedova),,93,103
400,4,1:51.0,,Turnover by D. Waiters (lost ball; steal by G. Antetokounmpo),93,103
401,4,1:51.0,Personal foul by H. Whiteside (drawn by J. Parker),,93,103
402,4,1:51.0,J. Parker misses free throw 1 of 2,,93,103
403,4,1:51.0,Offensive rebound by Team,,93,103
404,4,1:51.0,J. Parker makes free throw 2 of 2,,94,103
405,4,1:27.0,,G. Dragić makes 3-pt jump shot from 28 ft,94,106
406,4,1:16.0,J. Parker misses 3-pt jump shot from 23 ft,,94,106
407,4,1:15.0,,Defensive rebound by G. Dragić,94,106
408,4,0:55.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by G. Dragić),94,109
409,4,0:43.0,M. Brogdon misses 2-pt layup from 2 ft,,94,109
410,4,0:42.0,,Defensive rebound by H. Whiteside,94,109
411,4,0:20.0,,G. Dragić misses 2-pt jump shot from 14 ft (block by J. Parker),94,109
412,4,0:19.0,,Offensive rebound by Team,94,109
413,4,0:18.0,,Turnover by Team (shot clock),94,109
414,4,0:10.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,94,109
415,4,0:09.0,Offensive rebound by J. Parker,,94,109
416,4,0:08.0,J. Parker makes 2-pt layup from 2 ft,,96,109
417,4,0:08.0,Shooting foul by J. Johnson (drawn by J. Parker),,96,109
418,4,0:08.0,J. Parker makes free throw 1 of 1,,97,109
