,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MIAMI_ACTION,GOLDEN STATE_SCORE,MIAMI_SCORE
137,2,8:47.0,,Loose ball foul by W. Ellington (drawn by Z. Pachulia),34,33
138,2,8:47.0,Official timeout,,34,33
139,2,8:47.0,I. Clark enters the game for P. McCaw,,34,33
140,2,8:40.0,D. Green makes 2-pt jump shot from 3 ft (assist by S. Livingston),,36,33
141,2,8:24.0,,Turnover by H. Whiteside (lost ball; steal by K. Thompson),36,33
142,2,8:22.0,Turnover by K. Thompson (lost ball; steal by H. Whiteside),,36,33
143,2,8:17.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by W. Ellington),36,36
144,2,7:50.0,D. Green makes 2-pt jump shot from 17 ft (assist by S. Livingston),,38,36
145,2,7:30.0,K. Durant enters the game for D. Green,,38,36
146,2,7:22.0,,H. Whiteside misses 2-pt hook shot from 8 ft,38,36
147,2,7:21.0,,Offensive rebound by H. Whiteside,38,36
148,2,7:18.0,,H. Whiteside misses 2-pt jump shot from 8 ft,38,36
149,2,7:17.0,Defensive rebound by K. Durant,,38,36
150,2,7:12.0,K. Thompson misses 3-pt jump shot from 25 ft,,38,36
151,2,7:11.0,,Defensive rebound by H. Whiteside,38,36
152,2,7:04.0,,L. Babbitt misses 3-pt jump shot from 23 ft,38,36
153,2,7:03.0,,Offensive rebound by O. White,38,36
154,2,7:02.0,,O. White makes 2-pt layup from 1 ft,38,38
155,2,6:43.0,Turnover by Z. Pachulia (traveling),,38,38
156,2,6:29.0,,O. White misses 3-pt jump shot from 24 ft,38,38
157,2,6:28.0,Defensive rebound by K. Durant,,38,38
158,2,6:16.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by S. Livingston),,40,38
159,2,6:05.0,,G. Dragić makes 2-pt layup from 1 ft,40,40
160,2,5:53.0,K. Durant misses 3-pt jump shot from 28 ft,,40,40
161,2,5:52.0,,Defensive rebound by H. Whiteside,40,40
162,2,5:42.0,,G. Dragić misses 3-pt jump shot from 24 ft,40,40
163,2,5:41.0,Defensive rebound by Z. Pachulia,,40,40
164,2,5:38.0,Golden State full timeout,,40,40
165,2,5:38.0,S. Curry enters the game for I. Clark,,40,40
166,2,5:38.0,,D. Waiters enters the game for L. Babbitt,40,40
167,2,5:38.0,,J. Johnson enters the game for G. Dragić,40,40
168,2,5:38.0,,R. McGruder enters the game for O. White,40,40
169,2,5:24.0,K. Durant makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),,42,40
170,2,5:03.0,,W. Ellington misses 2-pt jump shot from 18 ft,42,40
171,2,5:02.0,Defensive rebound by S. Curry,,42,40
172,2,4:56.0,S. Curry misses 3-pt jump shot from 25 ft,,42,40
173,2,4:55.0,,Defensive rebound by H. Whiteside,42,40
174,2,4:45.0,,R. McGruder makes 2-pt layup from 1 ft (assist by D. Waiters),42,42
175,2,4:38.0,K. Durant misses 3-pt jump shot from 25 ft,,42,42
176,2,4:37.0,,Defensive rebound by H. Whiteside,42,42
177,2,4:18.0,,D. Waiters makes 2-pt layup from 2 ft,42,44
178,2,4:00.0,K. Durant misses 2-pt hook shot from 6 ft,,42,44
179,2,3:59.0,Offensive rebound by Team,,42,44
180,2,3:53.0,K. Thompson makes 2-pt jump shot from 16 ft,,44,44
181,2,3:35.0,,Turnover by D. Waiters (bad pass; steal by S. Livingston),44,44
182,2,3:30.0,Turnover by S. Curry (bad pass; steal by W. Ellington),,44,44
183,2,3:24.0,,W. Ellington misses 3-pt jump shot from 25 ft,44,44
184,2,3:23.0,,Offensive rebound by H. Whiteside,44,44
185,2,3:21.0,,H. Whiteside misses 2-pt hook shot from 5 ft,44,44
186,2,3:20.0,Defensive rebound by S. Livingston,,44,44
187,2,3:13.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by S. Curry),,46,44
188,2,3:13.0,,Miami full timeout,46,44
189,2,3:13.0,J. McGee enters the game for Z. Pachulia,,46,44
190,2,3:13.0,D. Green enters the game for S. Livingston,,46,44
191,2,3:13.0,,G. Dragić enters the game for W. Ellington,46,44
192,2,2:56.0,,D. Waiters misses 3-pt jump shot from 24 ft,46,44
193,2,2:54.0,,Offensive rebound by H. Whiteside,46,44
194,2,2:54.0,,H. Whiteside misses 2-pt layup from 1 ft,46,44
195,2,2:53.0,,Offensive rebound by G. Dragić,46,44
196,2,2:44.0,,Personal foul by J. McGee (drawn by H. Whiteside),46,44
197,2,2:28.0,,Turnover by Team (shot clock),46,44
198,2,2:12.0,S. Curry misses 2-pt layup from 1 ft (block by H. Whiteside),,46,44
199,2,2:11.0,,Defensive rebound by D. Waiters,46,44
200,2,2:00.0,,J. Johnson makes 2-pt dunk at rim (assist by G. Dragić),46,46
201,2,1:48.0,Turnover by K. Durant (lost ball; steal by D. Waiters),,46,46
202,2,1:37.0,,H. Whiteside misses 2-pt jump shot from 4 ft,46,46
203,2,1:36.0,Defensive rebound by K. Durant,,46,46
204,2,1:35.0,Personal foul by R. McGruder (drawn by K. Durant),,46,46
205,2,1:18.0,K. Durant makes 2-pt jump shot from 15 ft (assist by S. Curry),,48,46
206,2,0:52.0,,Miami full timeout,48,46
207,2,0:52.0,,Personal foul by J. McGee (drawn by H. Whiteside),48,46
208,2,0:41.0,,G. Dragić misses 3-pt jump shot from 24 ft,48,46
209,2,0:40.0,Defensive rebound by S. Curry,,48,46
210,2,0:32.0,S. Curry misses 2-pt layup from 2 ft,,48,46
211,2,0:30.0,,Defensive rebound by D. Waiters,48,46
212,2,0:08.0,,R. McGruder misses 3-pt jump shot from 24 ft,48,46
213,2,0:07.0,Defensive rebound by J. McGee,,48,46
214,2,0:00.0,K. Durant misses 3-pt jump shot from 25 ft,,48,46
215,2,0:00.0,Offensive rebound by Team,,48,46
216,3,11:42.0,D. Green misses 3-pt jump shot from 24 ft,,48,46
217,3,11:41.0,,Defensive rebound by H. Whiteside,48,46
218,3,11:18.0,,H. Whiteside makes 2-pt jump shot from 14 ft,48,48
219,3,11:07.0,Turnover by S. Curry (bad pass; steal by G. Dragić),,48,48
220,3,11:03.0,,Turnover by G. Dragić (bad pass; steal by K. Durant),48,48
221,3,10:57.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,51,48
222,3,10:41.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by G. Dragić),51,51
223,3,10:26.0,K. Thompson misses 2-pt jump shot from 8 ft,,51,51
224,3,10:25.0,Offensive rebound by Z. Pachulia,,51,51
225,3,10:19.0,K. Thompson makes 2-pt layup from 2 ft (assist by Z. Pachulia),,53,51
226,3,10:02.0,,L. Babbitt misses 2-pt jump shot from 12 ft,53,51
227,3,10:01.0,,Offensive rebound by Team,53,51
228,3,10:00.0,Loose ball foul by K. Thompson (drawn by L. Babbitt),,53,51
229,3,9:48.0,,L. Babbitt makes 3-pt jump shot from 24 ft (assist by R. McGruder),53,54
230,3,9:36.0,K. Durant misses 3-pt jump shot from 25 ft,,53,54
231,3,9:35.0,,Defensive rebound by L. Babbitt,53,54
232,3,9:19.0,,R. McGruder misses 2-pt jump shot from 16 ft,53,54
233,3,9:18.0,,Offensive rebound by H. Whiteside,53,54
234,3,9:17.0,,Flagrant foul type 1 by K. Durant (drawn by H. Whiteside),53,54
235,3,9:17.0,,H. Whiteside makes flagrant free throw 1 of 2,53,55
236,3,9:17.0,,H. Whiteside misses flagrant free throw 2 of 2,53,55
237,3,9:17.0,,Offensive rebound by Team,53,55
238,3,9:04.0,,L. Babbitt misses 2-pt jump shot from 20 ft,53,55
239,3,9:03.0,Defensive rebound by Z. Pachulia,,53,55
240,3,8:48.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by D. Green),,55,55
241,3,8:32.0,,Shooting foul by Z. Pachulia (drawn by R. McGruder),55,55
242,3,8:32.0,,R. McGruder misses free throw 1 of 2,55,55
243,3,8:32.0,,Offensive rebound by Team,55,55
244,3,8:32.0,,R. McGruder makes free throw 2 of 2,55,56
245,3,8:24.0,Z. Pachulia misses 2-pt jump shot from 20 ft,,55,56
246,3,8:23.0,,Defensive rebound by L. Babbitt,55,56
247,3,8:14.0,,D. Waiters misses 2-pt layup from 1 ft,55,56
248,3,8:13.0,Defensive rebound by S. Curry,,55,56
249,3,8:01.0,K. Durant makes 2-pt jump shot from 17 ft,,57,56
250,3,7:48.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by G. Dragić),57,59
251,3,7:30.0,Shooting foul by D. Waiters (drawn by K. Thompson),,57,59
252,3,7:30.0,K. Thompson misses free throw 1 of 2,,57,59
253,3,7:30.0,Offensive rebound by Team,,57,59
254,3,7:30.0,K. Thompson makes free throw 2 of 2,,58,59
255,3,7:17.0,,G. Dragić misses 2-pt layup from 2 ft (block by K. Thompson),58,59
256,3,7:16.0,,Offensive rebound by Team,58,59
257,3,7:10.0,,D. Waiters makes 2-pt jump shot from 20 ft,58,61
258,3,6:58.0,S. Curry makes 2-pt jump shot from 6 ft,,60,61
259,3,6:46.0,,Turnover by H. Whiteside (lost ball; steal by Z. Pachulia),60,61
260,3,6:40.0,K. Durant misses 3-pt jump shot from 26 ft,,60,61
261,3,6:39.0,,Defensive rebound by G. Dragić,60,61
262,3,6:35.0,,Shooting foul by S. Curry (drawn by G. Dragić),60,61
263,3,6:35.0,,G. Dragić misses free throw 1 of 2,60,61
264,3,6:35.0,,Offensive rebound by Team,60,61
265,3,6:35.0,,G. Dragić misses free throw 2 of 2,60,61
266,3,6:34.0,Defensive rebound by D. Green,,60,61
267,3,6:19.0,K. Durant makes 2-pt layup from 2 ft,,62,61
268,3,5:53.0,,G. Dragić makes 2-pt jump shot from 20 ft,62,63
269,3,5:43.0,S. Curry makes 2-pt jump shot from 18 ft,,64,63
270,3,5:42.0,,Miami full timeout,64,63
271,3,5:42.0,,J. Johnson enters the game for L. Babbitt,64,63
272,3,5:42.0,,W. Ellington enters the game for G. Dragić,64,63
273,3,5:29.0,,H. Whiteside misses 2-pt layup from 1 ft,64,63
274,3,5:28.0,Defensive rebound by S. Curry,,64,63
275,3,5:26.0,Shooting foul by J. Johnson (drawn by S. Curry),,64,63
276,3,5:26.0,S. Curry makes free throw 1 of 2,,65,63
277,3,5:26.0,S. Curry makes free throw 2 of 2,,66,63
278,3,5:15.0,,Turnover by H. Whiteside (bad pass; steal by D. Green),66,63
279,3,5:09.0,K. Durant makes 2-pt layup from 2 ft (assist by D. Green),,68,63
280,3,4:43.0,,W. Ellington misses 3-pt jump shot from 25 ft,68,63
281,3,4:42.0,Defensive rebound by K. Durant,,68,63
282,3,4:34.0,Shooting foul by H. Whiteside (drawn by Z. Pachulia),,68,63
283,3,4:34.0,Z. Pachulia misses free throw 1 of 2,,68,63
284,3,4:34.0,Offensive rebound by Team,,68,63
285,3,4:34.0,P. McCaw enters the game for D. Green,,68,63
286,3,4:34.0,Z. Pachulia makes free throw 2 of 2,,69,63
287,3,4:22.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),69,65
288,3,4:07.0,S. Curry misses 3-pt jump shot from 25 ft,,69,65
289,3,4:06.0,,Defensive rebound by D. Waiters,69,65
290,3,3:57.0,,Turnover by D. Waiters (bad pass; steal by K. Thompson),69,65
291,3,3:52.0,Personal foul by J. Johnson (drawn by P. McCaw),,69,65
292,3,3:52.0,,W. Reed enters the game for H. Whiteside,69,65
293,3,3:52.0,J. McGee enters the game for Z. Pachulia,,69,65
294,3,3:52.0,Golden State full timeout,,69,65
295,3,3:41.0,J. McGee makes 2-pt dunk at rim (assist by K. Durant),,71,65
296,3,3:20.0,,J. Johnson misses 2-pt jump shot from 10 ft,71,65
297,3,3:19.0,,Offensive rebound by J. Johnson,71,65
298,3,3:10.0,,D. Waiters makes 3-pt jump shot from 25 ft,71,68
299,3,2:55.0,K. Durant misses 3-pt jump shot from 24 ft,,71,68
300,3,2:54.0,,Defensive rebound by W. Ellington,71,68
301,3,2:37.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by D. Waiters),71,71
302,3,2:28.0,K. Durant misses 2-pt layup from 2 ft (block by J. Johnson),,71,71
303,3,2:27.0,,Defensive rebound by R. McGruder,71,71
304,3,2:20.0,,W. Ellington makes 2-pt dunk at rim (assist by R. McGruder),71,73
305,3,2:20.0,Golden State full timeout,,71,73
306,3,2:20.0,I. Clark enters the game for K. Durant,,71,73
307,3,2:20.0,D. Green enters the game for K. Thompson,,71,73
308,3,2:03.0,Turnover by S. Curry (bad pass; steal by W. Ellington),,71,73
309,3,1:56.0,,Turnover by W. Ellington (bad pass; steal by J. McGee),71,73
310,3,1:37.0,D. Green misses 2-pt jump shot from 6 ft,,71,73
311,3,1:36.0,,Defensive rebound by W. Reed,71,73
312,3,1:19.0,,D. Waiters makes 2-pt layup from 2 ft,71,75
313,3,1:00.0,S. Curry misses 3-pt jump shot from 25 ft,,71,75
314,3,0:59.0,,Defensive rebound by W. Reed,71,75
315,3,0:37.0,,W. Reed misses 2-pt jump shot from 17 ft,71,75
316,3,0:36.0,Defensive rebound by S. Curry,,71,75
317,3,0:30.0,S. Curry makes 2-pt layup from 1 ft,,73,75
318,3,0:16.0,,W. Reed makes 2-pt dunk at rim (assist by J. Johnson),73,77
319,3,0:08.0,,Offensive charge foul by D. Green (drawn by W. Reed),73,77
320,3,0:08.0,Turnover by D. Green (offensive foul),,73,77
321,3,0:08.0,,G. Dragić enters the game for W. Reed,73,77
322,3,0:08.0,K. Durant enters the game for J. McGee,,73,77
323,3,0:01.0,,D. Waiters misses 3-pt jump shot from 25 ft,73,77
324,3,0:00.0,,Offensive rebound by D. Waiters,73,77
325,4,11:47.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by G. Dragić),73,80
326,4,11:32.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,76,80
327,4,11:15.0,,W. Ellington misses 2-pt jump shot from 20 ft,76,80
328,4,11:14.0,Defensive rebound by Z. Pachulia,,76,80
329,4,11:07.0,K. Thompson misses 3-pt jump shot from 26 ft,,76,80
330,4,11:06.0,,Defensive rebound by W. Reed,76,80
331,4,10:56.0,,Turnover by G. Dragić (bad pass; steal by Z. Pachulia),76,80
332,4,10:48.0,P. McCaw makes 3-pt jump shot from 24 ft (assist by S. Livingston),,79,80
333,4,10:36.0,,J. Johnson misses 2-pt jump shot from 7 ft,79,80
334,4,10:35.0,,Offensive rebound by W. Reed,79,80
335,4,10:34.0,,W. Reed misses 2-pt layup from 2 ft,79,80
336,4,10:33.0,Defensive rebound by Team,,79,80
337,4,10:32.0,,Loose ball foul by W. Reed (drawn by K. Thompson),79,80
338,4,10:18.0,Personal foul by J. Johnson (drawn by Z. Pachulia),,79,80
339,4,10:11.0,K. Thompson misses 2-pt jump shot from 17 ft,,79,80
340,4,10:10.0,,Defensive rebound by W. Ellington,79,80
341,4,10:02.0,,Turnover by J. Johnson (lost ball),79,80
342,4,10:02.0,,O. White enters the game for J. Johnson,79,80
343,4,9:47.0,K. Thompson misses 2-pt jump shot from 12 ft,,79,80
344,4,9:46.0,Offensive rebound by Z. Pachulia,,79,80
345,4,9:45.0,Shooting foul by W. Ellington (drawn by K. Thompson),,79,80
346,4,9:45.0,K. Thompson makes free throw 1 of 2,,80,80
347,4,9:45.0,,H. Whiteside enters the game for W. Reed,80,80
348,4,9:45.0,K. Thompson makes free throw 2 of 2,,81,80
349,4,9:37.0,Violation by P. McCaw (kicked ball),,81,80
350,4,9:23.0,,Shooting foul by D. Green (drawn by G. Dragić),81,80
351,4,9:23.0,,G. Dragić makes free throw 1 of 2,81,81
352,4,9:23.0,,G. Dragić makes free throw 2 of 2,81,82
353,4,9:10.0,Shooting foul by L. Babbitt (drawn by D. Green),,81,82
354,4,9:10.0,D. Green makes free throw 1 of 2,,82,82
355,4,9:10.0,D. Green misses free throw 2 of 2,,82,82
356,4,9:10.0,,Defensive rebound by Team,82,82
357,4,8:57.0,,O. White makes 2-pt jump shot from 4 ft (assist by W. Ellington),82,84
358,4,8:57.0,,Shooting foul by Z. Pachulia (drawn by O. White),82,84
359,4,8:57.0,Official timeout,,82,84
360,4,8:57.0,K. Durant enters the game for K. Thompson,,82,84
361,4,8:57.0,,O. White makes free throw 1 of 1,82,85
362,4,8:41.0,K. Durant misses 2-pt jump shot from 18 ft,,82,85
363,4,8:40.0,Offensive rebound by Z. Pachulia,,82,85
364,4,8:38.0,Z. Pachulia misses 2-pt jump shot from 4 ft,,82,85
365,4,8:37.0,,Defensive rebound by H. Whiteside,82,85
366,4,8:14.0,,Shooting foul by S. Livingston (drawn by G. Dragić),82,85
367,4,8:14.0,,G. Dragić makes free throw 1 of 2,82,86
368,4,8:14.0,,G. Dragić makes free throw 2 of 2,82,87
369,4,8:00.0,S. Livingston makes 2-pt jump shot from 15 ft,,84,87
370,4,7:49.0,,Turnover by G. Dragić (step out of bounds),84,87
371,4,7:35.0,S. Livingston misses 2-pt jump shot from 12 ft,,84,87
372,4,7:34.0,Offensive rebound by Team,,84,87
373,4,7:32.0,Turnover by S. Livingston (bad pass),,84,87
374,4,7:13.0,,G. Dragić misses 3-pt jump shot from 25 ft (block by S. Livingston),84,87
375,4,7:11.0,,Offensive rebound by L. Babbitt,84,87
376,4,7:08.0,,L. Babbitt makes 3-pt jump shot from 26 ft,84,90
377,4,6:53.0,Personal foul by L. Babbitt (drawn by D. Green),,84,90
378,4,6:53.0,D. Green misses free throw 1 of 2,,84,90
379,4,6:53.0,Offensive rebound by Team,,84,90
380,4,6:53.0,D. Green misses free throw 2 of 2,,84,90
381,4,6:53.0,S. Curry enters the game for P. McCaw,,84,90
382,4,6:52.0,,Defensive rebound by H. Whiteside,84,90
383,4,6:51.0,,Flagrant foul type 1 by Z. Pachulia (drawn by L. Babbitt),84,90
384,4,6:51.0,,Technical foul by L. Babbitt,84,90
385,4,6:51.0,S. Curry misses technical free throw,,84,90
386,4,6:51.0,,Offensive rebound by Team,84,90
