,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,INDIANA_ACTION,SAN ANTONIO_SCORE,INDIANA_SCORE
389,4,4:10.0,,M. Ellis misses 2-pt layup from 3 ft (block by D. Lee),94,95
390,4,4:08.0,,Offensive rebound by M. Turner,94,95
391,4,4:08.0,,M. Turner misses 2-pt layup from 2 ft (block by D. Green),94,95
392,4,4:08.0,,Offensive rebound by M. Turner,94,95
393,4,4:08.0,,Shooting foul by D. Lee (drawn by M. Turner),94,95
394,4,4:08.0,,M. Turner makes free throw 1 of 2,94,96
395,4,4:08.0,,J. Teague enters the game for R. Stuckey,94,96
396,4,4:08.0,D. Dedmon enters the game for D. Lee,,94,96
397,4,4:08.0,,M. Turner makes free throw 2 of 2,94,97
398,4,3:55.0,Shooting foul by M. Turner (drawn by L. Aldridge),,94,97
399,4,3:55.0,L. Aldridge makes free throw 1 of 2,,95,97
400,4,3:55.0,L. Aldridge makes free throw 2 of 2,,96,97
401,4,3:55.0,Loose ball foul by D. Dedmon (drawn by K. Séraphin),,96,97
402,4,3:55.0,,K. Séraphin misses free throw 1 of 2,96,97
403,4,3:55.0,,Offensive rebound by Team,96,97
404,4,3:55.0,,K. Séraphin misses free throw 2 of 2,96,97
405,4,3:55.0,Defensive rebound by D. Dedmon,,96,97
406,4,3:38.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by D. Dedmon),,98,97
407,4,3:31.0,,Indiana full timeout,98,97
408,4,3:20.0,,J. Teague misses 2-pt layup from 4 ft,98,97
409,4,3:19.0,Defensive rebound by K. Leonard,,98,97
410,4,3:11.0,Personal foul by P. George (drawn by K. Leonard),,98,97
411,4,2:56.0,K. Leonard makes 2-pt jump shot from 9 ft,,100,97
412,4,2:36.0,,Shooting block foul by D. Green (drawn by M. Ellis),100,97
413,4,2:36.0,,M. Ellis makes free throw 1 of 2,100,98
414,4,2:36.0,,M. Ellis misses free throw 2 of 2,100,98
415,4,2:36.0,Defensive rebound by D. Dedmon,,100,98
416,4,2:36.0,,G. Robinson enters the game for P. George,100,98
417,4,2:13.0,D. Green misses 2-pt jump shot from 12 ft,,100,98
418,4,2:13.0,,Defensive rebound by K. Séraphin,100,98
419,4,2:06.0,,Indiana full timeout,100,98
420,4,2:06.0,,P. George enters the game for G. Robinson,100,98
421,4,1:56.0,,M. Ellis misses 2-pt jump shot from 11 ft,100,98
422,4,1:55.0,Defensive rebound by K. Leonard,,100,98
423,4,1:32.0,K. Leonard misses 2-pt jump shot from 22 ft,,100,98
424,4,1:32.0,Offensive rebound by Team,,100,98
425,4,1:32.0,,Loose ball foul by M. Turner (drawn by L. Aldridge),100,98
426,4,1:32.0,L. Aldridge makes free throw 1 of 2,,101,98
427,4,1:32.0,L. Aldridge makes free throw 2 of 2,,102,98
428,4,1:11.0,,P. George makes 2-pt jump shot from 14 ft,102,100
429,4,0:52.0,L. Aldridge makes 2-pt layup from 3 ft,,104,100
430,4,0:52.0,Shooting foul by M. Turner (drawn by L. Aldridge),,104,100
431,4,0:52.0,L. Aldridge makes free throw 1 of 1,,105,100
432,4,0:52.0,,Indiana full timeout,105,100
433,4,0:52.0,J. Simmons enters the game for T. Parker,,105,100
434,4,0:52.0,,C. Miles enters the game for K. Séraphin,105,100
435,4,0:49.0,,Personal foul by L. Aldridge (drawn by P. George),105,100
436,4,0:49.0,,P. George makes free throw 1 of 2,105,101
437,4,0:49.0,,P. George misses free throw 2 of 2,105,101
438,4,0:49.0,Defensive rebound by K. Leonard,,105,101
439,4,0:49.0,T. Parker enters the game for J. Simmons,,105,101
440,4,0:49.0,,K. Séraphin enters the game for C. Miles,105,101
441,4,0:30.0,Turnover by K. Leonard (bad pass; steal by M. Turner),,105,101
442,4,0:27.0,,Turnover by P. George (lost ball; steal by K. Leonard),105,101
443,4,0:24.0,Personal take foul by J. Teague (drawn by T. Parker),,105,101
444,4,0:24.0,T. Parker makes free throw 1 of 2,,106,101
445,4,0:24.0,T. Parker makes free throw 2 of 2,,107,101
446,4,0:24.0,,Indiana full timeout,107,101
447,4,0:24.0,J. Simmons enters the game for T. Parker,,107,101
448,4,0:24.0,,C. Miles enters the game for K. Séraphin,107,101
449,4,0:24.0,K. Anderson enters the game for D. Dedmon,,107,101
450,4,0:21.0,,P. George makes 3-pt jump shot from 26 ft (assist by M. Ellis),107,104
451,4,0:20.0,Personal take foul by C. Miles (drawn by K. Leonard),,107,104
452,4,0:20.0,K. Leonard misses free throw 1 of 2,,107,104
453,4,0:20.0,Offensive rebound by Team,,107,104
454,4,0:20.0,D. Dedmon enters the game for K. Anderson,,107,104
455,4,0:20.0,K. Leonard makes free throw 2 of 2,,108,104
456,4,0:10.0,,P. George misses 3-pt jump shot from 25 ft,108,104
457,4,0:09.0,,Offensive rebound by C. Miles,108,104
458,4,0:06.0,,C. Miles misses 3-pt jump shot from 25 ft,108,104
459,4,0:05.0,Defensive rebound by D. Green,,108,104
460,4,0:05.0,Personal take foul by M. Turner (drawn by D. Green),,108,104
461,4,0:05.0,D. Green makes free throw 1 of 2,,109,104
462,4,0:05.0,D. Green makes free throw 2 of 2,,110,104
463,4,0:00.0,,J. Teague makes 2-pt jump shot from 21 ft,110,106
