,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,TORONTO_ACTION,SAN ANTONIO_SCORE,TORONTO_SCORE
387,4,7:12.0,,Shooting foul by L. Aldridge (drawn by J. Valančiūnas),94,91
388,4,7:12.0,,J. Valančiūnas makes free throw 1 of 2,94,92
389,4,7:12.0,,J. Valančiūnas makes free throw 2 of 2,94,93
390,4,7:02.0,Personal block foul by J. Valančiūnas (drawn by D. Murray),,94,93
391,4,6:50.0,Offensive foul by D. Murray (drawn by K. Lowry),,94,93
392,4,6:50.0,Turnover by D. Murray (offensive foul),,94,93
393,4,6:34.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft (block by D. Murray),94,93
394,4,6:33.0,Defensive rebound by K. Anderson,,94,93
395,4,6:28.0,D. Green misses 3-pt jump shot from 24 ft,,94,93
396,4,6:27.0,,Defensive rebound by K. Lowry,94,93
397,4,6:14.0,,Personal foul by D. Murray (drawn by K. Lowry),94,93
398,4,6:04.0,,T. Ross misses 3-pt jump shot from 24 ft,94,93
399,4,6:02.0,,Offensive rebound by J. Valančiūnas,94,93
400,4,6:02.0,,J. Valančiūnas misses 2-pt layup from 2 ft,94,93
401,4,6:02.0,Defensive rebound by D. Green,,94,93
402,4,6:02.0,M. Ginóbili enters the game for D. Murray,,94,93
403,4,5:55.0,P. Mills makes 2-pt layup from 3 ft (assist by K. Anderson),,96,93
404,4,5:42.0,,K. Lowry makes 2-pt jump shot from 10 ft,96,95
405,4,5:29.0,M. Ginóbili misses 2-pt jump shot from 10 ft (block by J. Valančiūnas),,96,95
406,4,5:28.0,,Defensive rebound by J. Valančiūnas,96,95
407,4,5:19.0,,T. Ross makes 2-pt layup from 2 ft,96,97
408,4,5:04.0,L. Aldridge misses 2-pt hook shot from 4 ft,,96,97
409,4,5:02.0,Offensive rebound by K. Anderson,,96,97
410,4,5:02.0,K. Anderson makes 2-pt layup from 1 ft,,98,97
411,4,4:58.0,Official timeout,,98,97
412,4,4:58.0,B. Forbes enters the game for K. Anderson,,98,97
413,4,4:47.0,,K. Lowry makes 2-pt jump shot from 8 ft,98,99
414,4,4:33.0,P. Mills misses 2-pt jump shot from 14 ft,,98,99
415,4,4:32.0,,Defensive rebound by N. Powell,98,99
416,4,4:23.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by N. Powell),98,102
417,4,4:06.0,P. Mills makes 3-pt jump shot from 25 ft,,101,102
418,4,3:50.0,,K. Lowry misses 3-pt jump shot from 25 ft,101,102
419,4,3:50.0,,Offensive rebound by J. Valančiūnas,101,102
420,4,3:42.0,,K. Lowry makes 2-pt layup from 2 ft (assist by J. Valančiūnas),101,104
421,4,3:25.0,L. Aldridge makes 2-pt hook shot from 4 ft,,103,104
422,4,3:25.0,Shooting foul by J. Valančiūnas (drawn by L. Aldridge),,103,104
423,4,3:25.0,K. Anderson enters the game for M. Ginóbili,,103,104
424,4,3:25.0,D. Murray enters the game for B. Forbes,,103,104
425,4,3:25.0,L. Aldridge makes free throw 1 of 1,,104,104
426,4,3:08.0,,K. Lowry misses 2-pt jump shot from 10 ft,104,104
427,4,3:07.0,Defensive rebound by D. Green,,104,104
428,4,2:49.0,D. Green misses 2-pt layup from 5 ft (block by T. Ross),,104,104
429,4,2:49.0,,Defensive rebound by Team,104,104
430,4,2:49.0,San Antonio full timeout,,104,104
431,4,2:34.0,,Turnover by J. Valančiūnas (traveling),104,104
432,4,2:13.0,L. Aldridge misses 2-pt jump shot from 19 ft,,104,104
433,4,2:13.0,,Defensive rebound by K. Lowry,104,104
434,4,1:59.0,,K. Lowry misses 2-pt layup from 3 ft,104,104
435,4,1:59.0,Defensive rebound by D. Murray,,104,104
436,4,1:49.0,D. Green misses 3-pt jump shot from 23 ft,,104,104
437,4,1:49.0,Offensive rebound by K. Anderson,,104,104
438,4,1:29.0,D. Murray makes 2-pt jump shot from 7 ft (assist by L. Aldridge),,106,104
439,4,1:24.0,,Toronto full timeout,106,104
440,4,1:17.0,,T. Ross misses 3-pt jump shot from 25 ft,106,104
441,4,1:17.0,Defensive rebound by Team,,106,104
442,4,1:03.0,Turnover by K. Anderson (bad pass; steal by C. Joseph),,106,104
443,4,0:46.0,,N. Powell misses 2-pt layup from 1 ft,106,104
444,4,0:45.0,Defensive rebound by L. Aldridge,,106,104
445,4,0:30.0,D. Green misses 3-pt jump shot from 24 ft (block by T. Ross),,106,104
446,4,0:30.0,Offensive rebound by Team,,106,104
447,4,0:30.0,San Antonio full timeout,,106,104
448,4,0:25.0,D. Green misses 3-pt jump shot from 26 ft,,106,104
449,4,0:25.0,,Defensive rebound by J. Valančiūnas,106,104
450,4,0:11.0,,T. Ross misses 3-pt jump shot from 25 ft,106,104
451,4,0:11.0,Defensive rebound by Team,,106,104
452,4,0:11.0,Personal take foul by C. Joseph (drawn by L. Aldridge),,106,104
453,4,0:11.0,L. Aldridge makes free throw 1 of 2,,107,104
454,4,0:11.0,L. Aldridge misses free throw 2 of 2,,107,104
455,4,0:11.0,,Defensive rebound by L. Nogueira,107,104
456,4,0:11.0,,L. Nogueira enters the game for C. Joseph,107,104
457,4,0:10.0,,Toronto full timeout,107,104
458,4,0:10.0,,C. Joseph enters the game for L. Nogueira,107,104
459,4,0:10.0,,Toronto full timeout,107,104
460,4,0:06.0,,N. Powell makes 2-pt dunk at rim,107,106
461,4,0:06.0,San Antonio full timeout,,107,106
462,4,0:06.0,San Antonio full timeout,,107,106
463,4,0:06.0,,L. Nogueira enters the game for J. Valančiūnas,107,106
464,4,0:05.0,Personal take foul by C. Joseph (drawn by L. Aldridge),,107,106
465,4,0:05.0,L. Aldridge makes free throw 1 of 2,,108,106
466,4,0:05.0,L. Aldridge misses free throw 2 of 2,,108,106
467,4,0:04.0,,Defensive rebound by L. Nogueira,108,106
468,4,0:00.0,,N. Powell misses 3-pt jump shot from 33 ft,108,106
469,4,0:00.0,,Offensive rebound by Team,108,106
