,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CLEVELAND_ACTION,MEMPHIS_SCORE,CLEVELAND_SCORE
33,1,6:51.0,,J. Smith makes 2-pt jump shot from 21 ft,8,11
34,1,6:29.0,A. Harrison misses 2-pt jump shot from 18 ft,,8,11
35,1,6:29.0,,Defensive rebound by L. James,8,11
36,1,6:10.0,,T. Thompson misses 2-pt hook shot from 8 ft,8,11
37,1,6:09.0,,Offensive rebound by J. Smith,8,11
38,1,6:09.0,,J. Smith misses 2-pt layup from 4 ft,8,11
39,1,6:08.0,,Offensive rebound by K. Love,8,11
40,1,6:07.0,,K. Love makes 2-pt layup from 1 ft,8,13
41,1,6:00.0,Memphis full timeout,,8,13
42,1,5:51.0,J. Green misses 2-pt hook shot from 7 ft,,8,13
43,1,5:49.0,,Defensive rebound by D. Liggins,8,13
44,1,5:47.0,,Shooting foul by T. Allen (drawn by L. James),8,13
45,1,5:47.0,,L. James makes free throw 1 of 2,8,14
46,1,5:47.0,V. Carter enters the game for T. Allen,,8,14
47,1,5:47.0,,L. James makes free throw 2 of 2,8,15
48,1,5:38.0,Personal foul by T. Thompson (drawn by Z. Randolph),,8,15
49,1,5:29.0,V. Carter makes 3-pt jump shot from 24 ft (assist by A. Harrison),,11,15
50,1,5:10.0,,Turnover by L. James (bad pass),11,15
51,1,4:58.0,A. Harrison makes 3-pt jump shot from 24 ft,,14,15
52,1,4:43.0,,Turnover by D. Liggins (lost ball),14,15
53,1,4:27.0,J. Green misses 2-pt jump shot from 8 ft (block by J. Smith),,14,15
54,1,4:24.0,Offensive rebound by J. Green,,14,15
55,1,4:22.0,T. Williams makes 2-pt layup from 1 ft (assist by J. Green),,16,15
56,1,4:03.0,,J. Smith makes 2-pt jump shot from 18 ft,16,17
57,1,3:38.0,A. Harrison misses 3-pt jump shot from 25 ft,,16,17
58,1,3:38.0,,Defensive rebound by L. James,16,17
59,1,3:28.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),16,20
60,1,3:12.0,V. Carter misses 3-pt jump shot from 27 ft,,16,20
61,1,3:11.0,,Defensive rebound by D. Liggins,16,20
62,1,3:04.0,,D. Liggins misses 2-pt layup from 3 ft (block by A. Harrison),16,20
63,1,3:04.0,,Offensive rebound by Team,16,20
64,1,3:04.0,,I. Shumpert enters the game for D. Liggins,16,20
65,1,3:04.0,J. Martin enters the game for J. Green,,16,20
66,1,3:04.0,T. Douglas enters the game for A. Harrison,,16,20
67,1,2:51.0,,L. James makes 2-pt layup from 2 ft,16,22
68,1,2:37.0,Z. Randolph makes 2-pt jump shot from 7 ft (assist by V. Carter),,18,22
69,1,2:23.0,,K. Love makes 3-pt jump shot from 27 ft (assist by L. James),18,25
70,1,2:12.0,,Cleveland full timeout,18,25
71,1,2:12.0,,R. Jefferson enters the game for L. James,18,25
72,1,2:01.0,V. Carter misses 3-pt jump shot from 23 ft,,18,25
73,1,2:00.0,Offensive rebound by J. Martin,,18,25
74,1,1:43.0,T. Douglas misses 2-pt layup from 2 ft,,18,25
75,1,1:41.0,,Defensive rebound by T. Thompson,18,25
76,1,1:23.0,,T. Thompson makes 2-pt jump shot from 12 ft (assist by J. Smith),18,27
77,1,1:06.0,Z. Randolph makes 2-pt jump shot from 7 ft,,20,27
78,1,0:52.0,,K. Love makes 2-pt jump shot from 8 ft,20,29
79,1,0:38.0,Z. Randolph misses 2-pt jump shot from 16 ft,,20,29
80,1,0:38.0,,Defensive rebound by K. Love,20,29
81,1,0:31.0,,I. Shumpert makes 3-pt jump shot from 31 ft (assist by J. Smith),20,32
82,1,0:18.0,T. Douglas misses 2-pt jump shot from 7 ft,,20,32
83,1,0:16.0,,Defensive rebound by K. Love,20,32
84,1,0:00.0,,K. Love misses 2-pt jump shot from 18 ft,20,32
85,1,0:00.0,,Offensive rebound by Team,20,32
86,2,11:39.0,T. Daniels misses 2-pt jump shot from 18 ft,,20,32
87,2,11:39.0,Offensive rebound by J. Green,,20,32
88,2,11:39.0,J. Green misses 2-pt layup from 3 ft,,20,32
89,2,11:37.0,Offensive rebound by J. Green,,20,32
90,2,11:37.0,J. Green misses 2-pt layup at rim (block by I. Shumpert),,20,32
91,2,11:36.0,,Defensive rebound by K. Felder,20,32
92,2,11:34.0,,Personal foul by T. Douglas (drawn by K. Felder),20,32
93,2,11:25.0,,Shooting foul by D. Davis (drawn by C. Frye),20,32
94,2,11:25.0,,C. Frye makes free throw 1 of 2,20,33
95,2,11:25.0,,C. Frye makes free throw 2 of 2,20,34
96,2,11:06.0,Turnover by T. Daniels (bad pass; steal by L. James),,20,34
97,2,11:04.0,,Shooting foul by J. Martin (drawn by L. James),20,34
98,2,11:04.0,,L. James misses free throw 1 of 2,20,34
99,2,11:04.0,,Offensive rebound by Team,20,34
100,2,11:04.0,,L. James misses free throw 2 of 2,20,34
101,2,11:03.0,Defensive rebound by J. Martin,,20,34
102,2,10:54.0,Turnover by T. Douglas (bad pass; steal by L. James),,20,34
103,2,10:46.0,,L. James misses 3-pt jump shot from 26 ft,20,34
104,2,10:43.0,Defensive rebound by T. Douglas,,20,34
105,2,10:32.0,Turnover by T. Douglas (bad pass),,20,34
106,2,10:10.0,,L. James misses 3-pt jump shot from 25 ft,20,34
107,2,10:09.0,Defensive rebound by T. Daniels,,20,34
108,2,10:03.0,Shooting foul by C. Frye (drawn by T. Daniels),,20,34
109,2,10:03.0,T. Daniels makes free throw 1 of 2,,21,34
110,2,10:03.0,A. Harrison enters the game for T. Douglas,,21,34
111,2,10:03.0,T. Daniels makes free throw 2 of 2,,22,34
112,2,9:53.0,,Shooting foul by J. Martin (drawn by L. James),22,34
113,2,9:53.0,,L. James makes free throw 1 of 2,22,35
114,2,9:53.0,,L. James makes free throw 2 of 2,22,36
115,2,9:33.0,A. Harrison misses 2-pt jump shot from 6 ft,,22,36
116,2,9:32.0,,Defensive rebound by K. Felder,22,36
117,2,9:30.0,,L. James makes 2-pt jump shot from 7 ft,22,38
118,2,9:30.0,,Shooting foul by J. Martin (drawn by L. James),22,38
119,2,9:30.0,T. Williams enters the game for J. Martin,,22,38
120,2,9:30.0,,L. James makes free throw 1 of 1,22,39
121,2,9:21.0,Personal foul by K. Felder (drawn by A. Harrison),,22,39
122,2,9:05.0,T. Williams makes 3-pt jump shot from 30 ft (assist by A. Harrison),,25,39
123,2,8:45.0,,R. Jefferson misses 3-pt jump shot from 25 ft,25,39
124,2,8:45.0,Defensive rebound by D. Davis,,25,39
125,2,8:39.0,T. Williams misses 2-pt layup from 2 ft,,25,39
126,2,8:38.0,,Defensive rebound by C. Frye,25,39
127,2,8:25.0,,C. Frye misses 3-pt jump shot from 26 ft,25,39
128,2,8:24.0,Defensive rebound by T. Williams,,25,39
129,2,8:09.0,J. Green misses 2-pt jump shot from 16 ft,,25,39
130,2,8:08.0,,Defensive rebound by K. Felder,25,39
131,2,7:57.0,,I. Shumpert misses 3-pt jump shot from 26 ft,25,39
132,2,7:56.0,Defensive rebound by A. Harrison,,25,39
133,2,7:55.0,A. Harrison makes 2-pt jump shot from 5 ft,,27,39
134,2,7:55.0,Shooting foul by K. Felder (drawn by A. Harrison),,27,39
135,2,7:55.0,Official timeout,,27,39
136,2,7:55.0,Z. Randolph enters the game for D. Davis,,27,39
137,2,7:55.0,A. Harrison makes free throw 1 of 1,,28,39
138,2,7:37.0,,C. Frye misses 2-pt jump shot from 16 ft,28,39
139,2,7:34.0,Defensive rebound by T. Williams,,28,39
140,2,7:11.0,Turnover by Team (shot clock),,28,39
141,2,7:11.0,,J. Smith enters the game for K. Felder,28,39
142,2,6:51.0,,L. James misses 2-pt jump shot from 5 ft,28,39
143,2,6:50.0,Defensive rebound by Z. Randolph,,28,39
144,2,6:39.0,T. Williams misses 3-pt jump shot from 24 ft,,28,39
145,2,6:39.0,,Defensive rebound by Team,28,39
146,2,6:39.0,Loose ball foul by J. Green (drawn by J. Smith),,28,39
147,2,6:39.0,,J. Smith misses free throw 1 of 2,28,39
148,2,6:39.0,,Offensive rebound by Team,28,39
149,2,6:39.0,,K. Love enters the game for R. Jefferson,28,39
150,2,6:39.0,,J. Smith makes free throw 2 of 2,28,40
151,2,6:19.0,T. Williams misses 3-pt jump shot from 24 ft,,28,40
152,2,6:18.0,,Defensive rebound by K. Love,28,40
153,2,6:03.0,,L. James makes 2-pt layup from 3 ft,28,42
154,2,5:40.0,Z. Randolph misses 2-pt jump shot from 5 ft,,28,42
155,2,5:40.0,,Defensive rebound by L. James,28,42
156,2,5:29.0,,L. James misses 3-pt jump shot from 25 ft,28,42
157,2,5:27.0,,Offensive rebound by K. Love,28,42
158,2,5:26.0,,K. Love misses 2-pt layup from 3 ft (block by A. Harrison),28,42
159,2,5:26.0,,Offensive rebound by L. James,28,42
160,2,5:25.0,,L. James makes 2-pt jump shot from 5 ft,28,44
161,2,5:25.0,,Shooting foul by A. Harrison (drawn by L. James),28,44
162,2,5:25.0,,Cleveland full timeout,28,44
163,2,5:25.0,,L. James misses free throw 1 of 1,28,44
164,2,5:25.0,T. Allen enters the game for T. Williams,,28,44
165,2,5:25.0,V. Carter enters the game for T. Daniels,,28,44
166,2,5:24.0,Defensive rebound by V. Carter,,28,44
167,2,5:08.0,Z. Randolph makes 2-pt jump shot from 10 ft (assist by V. Carter),,30,44
168,2,4:47.0,,K. Love makes 2-pt hook shot from 13 ft,30,46
169,2,4:47.0,,Shooting foul by J. Green (drawn by K. Love),30,46
170,2,4:47.0,Technical foul by Team,,30,46
171,2,4:47.0,,K. Love makes technical free throw,30,47
172,2,4:47.0,,T. Thompson enters the game for L. James,30,46
173,2,4:47.0,,D. Liggins enters the game for C. Frye,30,46
174,2,4:47.0,,K. Love makes free throw 1 of 1,30,48
175,2,4:31.0,Z. Randolph makes 2-pt layup from 2 ft (assist by V. Carter),,32,48
176,2,4:15.0,,D. Liggins misses 2-pt jump shot from 7 ft (block by A. Harrison),32,48
177,2,4:14.0,,Offensive rebound by D. Liggins,32,48
178,2,4:07.0,,Turnover by I. Shumpert (dbl dribble),32,48
179,2,3:53.0,A. Harrison misses 3-pt jump shot from 26 ft,,32,48
180,2,3:53.0,Offensive rebound by Team,,32,48
181,2,3:40.0,Z. Randolph misses 2-pt jump shot from 15 ft,,32,48
182,2,3:40.0,,Defensive rebound by K. Love,32,48
183,2,3:24.0,Violation by Z. Randolph (kicked ball),,32,48
184,2,3:20.0,,T. Thompson misses 2-pt layup from 2 ft (block by Z. Randolph),32,48
185,2,3:19.0,,Offensive rebound by Team,32,48
186,2,3:17.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by D. Liggins),32,51
187,2,2:58.0,J. Green misses 2-pt jump shot from 20 ft,,32,51
188,2,2:58.0,,Defensive rebound by Team,32,51
189,2,2:58.0,Memphis full timeout,,32,51
190,2,2:45.0,,K. Love makes 2-pt layup from 1 ft (assist by I. Shumpert),32,53
191,2,2:29.0,T. Allen makes 2-pt jump shot from 5 ft (assist by Z. Randolph),,34,53
192,2,2:29.0,Shooting foul by I. Shumpert (drawn by T. Allen),,34,53
193,2,2:29.0,T. Allen misses free throw 1 of 1,,34,53
194,2,2:29.0,J. Martin enters the game for J. Green,,34,53
195,2,2:28.0,,Defensive rebound by J. Smith,34,53
196,2,2:13.0,,J. Smith makes 3-pt jump shot from 28 ft (assist by D. Liggins),34,56
197,2,2:00.0,T. Allen misses 2-pt layup from 3 ft (block by T. Thompson),,34,56
198,2,1:58.0,Offensive rebound by J. Martin,,34,56
199,2,1:58.0,J. Martin makes 2-pt layup from 2 ft,,36,56
200,2,1:46.0,,D. Liggins misses 2-pt jump shot from 23 ft,36,56
201,2,1:45.0,,Offensive rebound by K. Love,36,56
202,2,1:45.0,,K. Love makes 2-pt layup from 1 ft,36,58
203,2,1:36.0,Shooting foul by T. Thompson (drawn by A. Harrison),,36,58
204,2,1:36.0,A. Harrison misses free throw 1 of 2,,36,58
205,2,1:36.0,Offensive rebound by Team,,36,58
206,2,1:36.0,,C. Frye enters the game for T. Thompson,36,58
207,2,1:36.0,,L. James enters the game for D. Liggins,36,58
208,2,1:36.0,A. Harrison makes free throw 2 of 2,,37,58
209,2,1:21.0,,C. Frye misses 3-pt jump shot from 26 ft,37,58
210,2,1:20.0,Defensive rebound by Z. Randolph,,37,58
211,2,1:06.0,J. Martin makes 2-pt jump shot from 20 ft (assist by A. Harrison),,39,58
212,2,0:51.0,,K. Love misses 3-pt jump shot from 22 ft,39,58
213,2,0:51.0,Defensive rebound by J. Martin,,39,58
214,2,0:42.0,A. Harrison makes 2-pt layup from 1 ft,,41,58
215,2,0:23.0,,Turnover by C. Frye (lost ball; steal by A. Harrison),41,58
216,2,0:19.0,T. Allen makes 2-pt layup from 1 ft (assist by A. Harrison),,43,58
217,3,11:35.0,A. Harrison misses 3-pt jump shot from 29 ft,,43,58
218,3,11:35.0,,Defensive rebound by K. Love,43,58
219,3,11:23.0,,Turnover by L. James (bad pass; steal by Z. Randolph),43,58
220,3,11:01.0,Z. Randolph makes 2-pt jump shot from 20 ft (assist by T. Allen),,45,58
221,3,10:36.0,,D. Liggins misses 3-pt jump shot from 25 ft,45,58
222,3,10:36.0,,Offensive rebound by T. Thompson,45,58
223,3,10:32.0,,J. Smith misses 3-pt jump shot from 28 ft,45,58
224,3,10:31.0,Defensive rebound by T. Williams,,45,58
225,3,10:16.0,T. Allen misses 2-pt jump shot from 3 ft (block by D. Liggins),,45,58
226,3,10:16.0,Offensive rebound by Team,,45,58
227,3,10:13.0,Turnover by J. Green (lost ball; steal by K. Love),,45,58
228,3,10:01.0,,Shooting foul by T. Williams (drawn by K. Love),45,58
229,3,10:01.0,,K. Love makes free throw 1 of 2,45,59
230,3,10:01.0,,K. Love makes free throw 2 of 2,45,60
231,3,9:39.0,J. Green misses 2-pt jump shot from 21 ft,,45,60
232,3,9:39.0,Offensive rebound by T. Williams,,45,60
233,3,9:35.0,T. Williams misses 2-pt layup from 1 ft,,45,60
234,3,9:32.0,,Defensive rebound by T. Thompson,45,60
235,3,9:27.0,,J. Smith misses 2-pt layup from 2 ft,45,60
236,3,9:27.0,Defensive rebound by J. Green,,45,60
237,3,9:15.0,T. Allen misses 2-pt layup from 1 ft,,45,60
238,3,9:14.0,Offensive rebound by J. Green,,45,60
239,3,9:14.0,Turnover by J. Green (step out of bounds),,45,60
240,3,9:02.0,,Turnover by L. James (bad pass),45,60
241,3,9:02.0,J. Martin enters the game for J. Green,,45,60
242,3,8:53.0,T. Williams makes 2-pt dunk at rim (assist by Z. Randolph),,47,60
243,3,8:35.0,,L. James makes 2-pt jump shot from 19 ft,47,62
244,3,8:14.0,Z. Randolph misses 2-pt jump shot from 16 ft,,47,62
245,3,8:14.0,,Defensive rebound by D. Liggins,47,62
246,3,8:01.0,,K. Love misses 2-pt jump shot from 14 ft,47,62
247,3,7:59.0,Defensive rebound by J. Martin,,47,62
248,3,7:54.0,Shooting foul by T. Thompson (drawn by A. Harrison),,47,62
249,3,7:54.0,A. Harrison makes free throw 1 of 2,,48,62
250,3,7:54.0,A. Harrison makes free throw 2 of 2,,49,62
251,3,7:33.0,,L. James makes 2-pt jump shot from 19 ft,49,64
252,3,7:16.0,T. Allen misses 2-pt jump shot from 5 ft,,49,64
253,3,7:14.0,,Defensive rebound by K. Love,49,64
254,3,7:05.0,,Turnover by L. James (lost ball; steal by T. Allen),49,64
255,3,7:00.0,T. Williams makes 2-pt dunk at rim,,51,64
256,3,6:37.0,,J. Smith misses 2-pt jump shot from 5 ft,51,64
257,3,6:37.0,,Offensive rebound by J. Smith,51,64
258,3,6:30.0,,J. Smith misses 3-pt jump shot from 26 ft,51,64
259,3,6:30.0,Defensive rebound by J. Martin,,51,64
260,3,6:19.0,Z. Randolph misses 3-pt jump shot from 28 ft,,51,64
261,3,6:19.0,,Defensive rebound by K. Love,51,64
262,3,6:09.0,,K. Love makes 3-pt jump shot from 26 ft (assist by L. James),51,67
263,3,6:08.0,Memphis full timeout,,51,67
264,3,6:08.0,J. Green enters the game for Z. Randolph,,51,67
265,3,5:59.0,Personal foul by L. James (drawn by T. Allen),,51,67
266,3,5:46.0,T. Williams misses 2-pt layup from 1 ft,,51,67
267,3,5:44.0,,Defensive rebound by K. Love,51,67
268,3,5:39.0,,D. Liggins misses 3-pt jump shot from 23 ft,51,67
269,3,5:38.0,Defensive rebound by Team,,51,67
270,3,5:19.0,Turnover by J. Martin (lost ball; steal by D. Liggins),,51,67
271,3,5:04.0,,Turnover by J. Smith (bad pass; steal by T. Allen),51,67
272,3,5:00.0,Offensive foul by J. Martin (drawn by D. Liggins),,51,67
273,3,5:00.0,Turnover by J. Martin (offensive foul),,51,67
274,3,4:36.0,,L. James misses 2-pt jump shot from 11 ft,51,67
275,3,4:35.0,Defensive rebound by J. Martin,,51,67
276,3,4:22.0,J. Martin makes 2-pt jump shot from 16 ft (assist by T. Williams),,53,67
277,3,4:02.0,,L. James misses 2-pt jump shot from 14 ft,53,67
278,3,3:59.0,Defensive rebound by J. Martin,,53,67
279,3,3:52.0,T. Williams misses 3-pt jump shot from 26 ft,,53,67
280,3,3:51.0,,Defensive rebound by L. James,53,67
281,3,3:48.0,,Personal foul by J. Martin (drawn by L. James),53,67
282,3,3:48.0,D. Davis enters the game for T. Allen,,53,67
283,3,3:48.0,V. Carter enters the game for J. Martin,,53,67
284,3,3:48.0,,I. Shumpert enters the game for D. Liggins,53,67
285,3,3:32.0,,J. Smith misses 3-pt jump shot from 26 ft,53,67
286,3,3:32.0,Defensive rebound by J. Green,,53,67
287,3,3:20.0,V. Carter misses 3-pt jump shot from 24 ft,,53,67
288,3,3:20.0,,Defensive rebound by J. Smith,53,67
289,3,2:59.0,,K. Love misses 3-pt jump shot from 24 ft,53,67
290,3,2:59.0,Defensive rebound by A. Harrison,,53,67
291,3,2:51.0,A. Harrison misses 3-pt jump shot from 26 ft,,53,67
292,3,2:50.0,,Defensive rebound by I. Shumpert,53,67
293,3,2:46.0,,Cleveland full timeout,53,67
294,3,2:46.0,T. Daniels enters the game for T. Williams,,53,67
295,3,2:46.0,T. Douglas enters the game for A. Harrison,,53,67
296,3,2:46.0,,R. Jefferson enters the game for L. James,53,67
297,3,2:27.0,,R. Jefferson misses 2-pt jump shot from 4 ft,53,67
298,3,2:27.0,,Offensive rebound by R. Jefferson,53,67
299,3,2:24.0,,Turnover by R. Jefferson (lost ball; steal by T. Douglas),53,67
300,3,2:05.0,D. Davis makes 2-pt dunk at rim (assist by V. Carter),,55,67
301,3,1:48.0,,Personal foul by T. Douglas (drawn by I. Shumpert),55,67
302,3,1:41.0,,J. Smith misses 2-pt jump shot from 15 ft,55,67
303,3,1:41.0,Defensive rebound by D. Davis,,55,67
304,3,1:23.0,J. Green misses 2-pt jump shot from 18 ft,,55,67
305,3,1:22.0,,Defensive rebound by Team,55,67
306,3,1:04.0,,K. Love misses 2-pt jump shot from 12 ft (block by T. Douglas),55,67
307,3,1:04.0,,Offensive rebound by Team,55,67
308,3,1:00.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by R. Jefferson),55,70
309,3,0:46.0,T. Daniels makes 3-pt jump shot from 26 ft,,58,70
310,3,0:33.0,,K. Love makes 3-pt jump shot from 25 ft (assist by I. Shumpert),58,73
311,3,0:15.0,T. Douglas misses 3-pt jump shot from 27 ft,,58,73
312,3,0:15.0,,Defensive rebound by J. Smith,58,73
313,3,0:01.0,,J. Smith misses 2-pt jump shot from 20 ft,58,73
314,3,0:01.0,Defensive rebound by T. Douglas,,58,73
315,3,0:00.0,T. Douglas misses 3-pt jump shot from 59 ft,,58,73
316,3,0:00.0,Offensive rebound by Team,,58,73
317,4,11:47.0,,C. Frye misses 3-pt jump shot from 24 ft,58,73
318,4,11:47.0,Defensive rebound by V. Carter,,58,73
319,4,11:33.0,T. Daniels misses 3-pt jump shot from 30 ft,,58,73
320,4,11:32.0,Offensive rebound by D. Davis,,58,73
321,4,11:32.0,D. Davis makes 2-pt layup from 1 ft,,60,73
322,4,11:17.0,,I. Shumpert misses 2-pt jump shot from 10 ft,60,73
323,4,11:14.0,Defensive rebound by D. Davis,,60,73
324,4,11:12.0,Personal foul by R. Jefferson (drawn by T. Douglas),,60,73
325,4,11:06.0,Shooting foul by D. Liggins (drawn by D. Davis),,60,73
326,4,11:06.0,D. Davis makes 2-pt dunk at rim (assist by T. Douglas),,62,73
327,4,11:06.0,D. Davis misses free throw 1 of 1,,62,73
328,4,11:05.0,,Defensive rebound by L. James,62,73
329,4,10:44.0,,Turnover by R. Jefferson (traveling),62,73
330,4,10:34.0,T. Douglas makes 2-pt jump shot from 12 ft,,64,73
331,4,10:34.0,Violation by Team (jump ball),,64,73
332,4,10:22.0,,R. Jefferson makes 2-pt dunk at rim (assist by C. Frye),64,75
333,4,10:04.0,T. Douglas makes 2-pt jump shot from 15 ft,,66,75
334,4,9:41.0,Offensive charge foul by I. Shumpert (drawn by T. Douglas),,66,75
335,4,9:41.0,,Turnover by I. Shumpert (offensive foul),66,75
336,4,9:24.0,T. Daniels misses 3-pt jump shot from 31 ft,,66,75
337,4,9:23.0,,Defensive rebound by R. Jefferson,66,75
338,4,9:15.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by L. James),66,78
339,4,8:54.0,T. Douglas misses 2-pt jump shot from 16 ft,,66,78
340,4,8:52.0,,Defensive rebound by I. Shumpert,66,78
341,4,8:50.0,,Personal foul by T. Williams (drawn by L. James),66,78
342,4,8:50.0,Official timeout,,66,78
343,4,8:50.0,T. Allen enters the game for V. Carter,,66,78
344,4,8:50.0,Z. Randolph enters the game for D. Davis,,66,78
345,4,8:39.0,,Turnover by L. James (lost ball; steal by T. Douglas),66,78
346,4,8:33.0,T. Williams makes 2-pt layup from 1 ft (assist by T. Douglas),,68,78
347,4,8:21.0,,I. Shumpert makes 2-pt layup at rim,68,80
348,4,7:57.0,Z. Randolph makes 2-pt jump shot from 8 ft (assist by T. Daniels),,70,80
349,4,7:45.0,,D. Liggins makes 3-pt jump shot from 23 ft (assist by L. James),70,83
350,4,7:20.0,Z. Randolph makes 2-pt jump shot from 13 ft,,72,83
351,4,7:06.0,,I. Shumpert misses 3-pt jump shot from 30 ft,72,83
352,4,7:06.0,Defensive rebound by T. Williams,,72,83
353,4,6:56.0,Personal foul by C. Frye (drawn by Z. Randolph),,72,83
354,4,6:56.0,,K. Love enters the game for I. Shumpert,72,83
355,4,6:47.0,Z. Randolph makes 2-pt hook shot from 6 ft (assist by T. Douglas),,74,83
356,4,6:37.0,,Personal foul by T. Douglas (drawn by D. Liggins),74,83
357,4,6:37.0,A. Harrison enters the game for T. Douglas,,74,83
358,4,6:26.0,,C. Frye makes 2-pt jump shot from 7 ft (assist by L. James),74,85
359,4,6:26.0,,Shooting foul by T. Williams (drawn by C. Frye),74,85
360,4,6:26.0,,C. Frye makes free throw 1 of 1,74,86
361,4,6:11.0,Turnover by T. Daniels (lost ball; steal by L. James),,74,86
362,4,6:11.0,,Personal foul by T. Daniels (drawn by L. James),74,86
363,4,6:11.0,,T. Thompson enters the game for C. Frye,74,86
364,4,6:11.0,J. Martin enters the game for T. Daniels,,74,86
365,4,5:56.0,,L. James misses 3-pt jump shot from 25 ft,74,86
366,4,5:54.0,Defensive rebound by Z. Randolph,,74,86
367,4,5:51.0,,Offensive charge foul by T. Allen (drawn by D. Liggins),74,86
368,4,5:51.0,Turnover by T. Allen (offensive foul),,74,86
369,4,5:51.0,,Cleveland full timeout,74,86
370,4,5:41.0,,L. James makes 2-pt layup from 1 ft (assist by K. Love),74,88
371,4,5:37.0,,J. Smith enters the game for R. Jefferson,74,88
372,4,5:20.0,Turnover by Z. Randolph (bad pass; steal by K. Love),,74,88
373,4,5:12.0,,K. Love makes 2-pt layup at rim (assist by L. James),74,90
374,4,5:12.0,Memphis full timeout,,74,90
375,4,5:12.0,T. Daniels enters the game for T. Williams,,74,90
376,4,4:56.0,A. Harrison misses 2-pt jump shot from 18 ft,,74,90
377,4,4:55.0,,Defensive rebound by T. Thompson,74,90
378,4,4:55.0,,Turnover by T. Thompson (lost ball; steal by T. Allen),74,90
379,4,4:47.0,Z. Randolph makes 2-pt layup from 1 ft (assist by J. Martin),,76,90
380,4,4:34.0,,Personal foul by Z. Randolph (drawn by K. Love),76,90
381,4,4:34.0,,K. Love makes free throw 1 of 2,76,91
382,4,4:34.0,,K. Love makes free throw 2 of 2,76,92
383,4,4:20.0,T. Daniels misses 3-pt jump shot from 30 ft,,76,92
384,4,4:20.0,,Defensive rebound by T. Thompson,76,92
385,4,4:01.0,,T. Thompson makes 2-pt layup at rim (assist by D. Liggins),76,94
386,4,3:59.0,Offensive foul by A. Harrison (drawn by D. Liggins),,76,94
387,4,3:59.0,Turnover by A. Harrison (offensive foul),,76,94
388,4,3:59.0,T. Williams enters the game for T. Allen,,76,94
389,4,3:59.0,W. Baldwin enters the game for A. Harrison,,76,94
390,4,3:47.0,,T. Thompson misses 2-pt jump shot from 5 ft (block by W. Baldwin),76,94
391,4,3:45.0,Defensive rebound by T. Daniels,,76,94
392,4,3:41.0,T. Williams misses 2-pt layup from 2 ft,,76,94
393,4,3:39.0,,Defensive rebound by K. Love,76,94
394,4,3:34.0,,L. James makes 2-pt layup from 1 ft (assist by K. Love),76,96
