,QUARTER,TIME_REMAINING,TORONTO_ACTION,ATLANTA_ACTION,TORONTO_SCORE,ATLANTA_SCORE
0,1,11:39.0,Turnover by S. Ibaka (bad pass; steal by K. Bazemore),,0,0
1,1,11:35.0,,K. Bazemore misses 2-pt layup from 2 ft,0,0
2,1,11:33.0,Defensive rebound by J. Valančiūnas,,0,0
3,1,11:24.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,3,0
4,1,10:59.0,,Turnover by K. Bazemore (bad pass; steal by D. Carroll),3,0
5,1,10:47.0,J. Valančiūnas misses 2-pt jump shot from 5 ft (block by D. Howard),,3,0
6,1,10:45.0,,Defensive rebound by P. Millsap,3,0
7,1,10:41.0,,P. Millsap makes 2-pt layup from 2 ft,3,2
8,1,10:23.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by C. Joseph),,5,2
9,1,10:05.0,,P. Millsap makes 2-pt jump shot from 20 ft (assist by T. Hardaway),5,4
10,1,9:40.0,D. Carroll misses 3-pt jump shot from 23 ft,,5,4
11,1,9:39.0,,Defensive rebound by P. Millsap,5,4
12,1,9:32.0,,Personal foul by D. Carroll (drawn by P. Millsap),5,4
13,1,9:23.0,,P. Millsap makes 3-pt jump shot from 22 ft (assist by D. Howard),5,7
14,1,9:04.0,J. Valančiūnas misses 2-pt layup from 1 ft,,5,7
15,1,9:03.0,Offensive rebound by J. Valančiūnas,,5,7
16,1,9:03.0,J. Valančiūnas makes 2-pt layup from 1 ft,,7,7
17,1,8:44.0,,K. Bazemore makes 2-pt jump shot from 16 ft (assist by T. Hardaway),7,9
18,1,8:30.0,C. Joseph makes 2-pt jump shot from 20 ft (assist by D. DeRozan),,9,9
19,1,8:09.0,,K. Bazemore misses 3-pt jump shot from 24 ft,9,9
20,1,8:08.0,,Offensive rebound by D. Howard,9,9
21,1,8:06.0,,Turnover by D. Howard (lost ball; steal by J. Valančiūnas),9,9
22,1,8:00.0,Turnover by D. DeRozan (bad pass; steal by T. Hardaway),,9,9
23,1,7:48.0,,P. Millsap makes 2-pt jump shot from 12 ft,9,11
24,1,7:28.0,J. Valančiūnas misses 2-pt jump shot from 17 ft,,9,11
25,1,7:26.0,,Defensive rebound by D. Schröder,9,11
26,1,7:16.0,,D. Howard misses 2-pt layup from 1 ft,9,11
27,1,7:12.0,,Offensive rebound by D. Howard,9,11
28,1,7:05.0,,T. Hardaway misses 2-pt jump shot from 9 ft,9,11
29,1,7:01.0,Defensive rebound by S. Ibaka,,9,11
30,1,6:59.0,Turnover by S. Ibaka (lost ball; steal by D. Howard),,9,11
31,1,6:50.0,,D. Schröder misses 3-pt jump shot from 26 ft,9,11
32,1,6:47.0,,Offensive rebound by K. Bazemore,9,11
33,1,6:41.0,,D. Howard makes 2-pt dunk at rim (assist by D. Schröder),9,13
34,1,6:17.0,J. Valančiūnas misses 2-pt jump shot from 16 ft,,9,13
35,1,6:15.0,,Defensive rebound by D. Howard,9,13
36,1,6:09.0,,Turnover by D. Schröder (lost ball; steal by C. Joseph),9,13
37,1,6:01.0,D. DeRozan makes 2-pt layup from 1 ft (assist by C. Joseph),,11,13
38,1,5:52.0,,Atlanta full timeout,11,13
39,1,5:52.0,,T. Sefolosha enters the game for T. Hardaway,11,13
40,1,5:44.0,,Shooting foul by J. Valančiūnas (drawn by D. Howard),11,13
41,1,5:44.0,,D. Howard misses free throw 1 of 2,11,13
42,1,5:44.0,,Offensive rebound by Team,11,13
43,1,5:44.0,,D. Howard makes free throw 2 of 2,11,14
44,1,5:20.0,D. DeRozan misses 3-pt jump shot from 26 ft,,11,14
45,1,5:19.0,Offensive rebound by J. Valančiūnas,,11,14
46,1,5:05.0,S. Ibaka makes 2-pt jump shot from 18 ft,,13,14
47,1,4:45.0,,P. Millsap misses 2-pt layup from 2 ft (block by S. Ibaka),13,14
48,1,4:45.0,,Offensive rebound by Team,13,14
49,1,4:45.0,P. Tucker enters the game for D. Carroll,,13,14
50,1,4:32.0,,T. Sefolosha misses 2-pt jump shot from 17 ft,13,14
51,1,4:29.0,Defensive rebound by D. DeRozan,,13,14
52,1,4:20.0,J. Valančiūnas makes 2-pt jump shot from 17 ft (assist by D. DeRozan),,15,14
53,1,4:04.0,,D. Schröder misses 2-pt jump shot from 16 ft,15,14
54,1,4:02.0,Defensive rebound by J. Valančiūnas,,15,14
55,1,3:50.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,18,14
56,1,3:35.0,,K. Bazemore misses 3-pt jump shot from 24 ft,18,14
57,1,3:34.0,Defensive rebound by D. DeRozan,,18,14
58,1,3:28.0,P. Tucker misses 3-pt jump shot from 24 ft,,18,14
59,1,3:25.0,Offensive rebound by S. Ibaka,,18,14
60,1,3:16.0,S. Ibaka misses 2-pt jump shot from 10 ft,,18,14
61,1,3:13.0,,Defensive rebound by D. Howard,18,14
62,1,3:04.0,,D. Schröder makes 2-pt jump shot from 16 ft,18,16
63,1,2:55.0,Toronto full timeout,,18,16
64,1,2:55.0,,E. İlyasova enters the game for D. Howard,18,16
65,1,2:55.0,,T. Hardaway enters the game for K. Bazemore,18,16
66,1,2:55.0,P. Patterson enters the game for J. Valančiūnas,,18,16
67,1,2:55.0,D. Wright enters the game for C. Joseph,,18,16
68,1,2:36.0,D. DeRozan misses 2-pt jump shot from 18 ft,,18,16
69,1,2:34.0,,Defensive rebound by T. Sefolosha,18,16
70,1,2:26.0,Violation by D. Wright (kicked ball),,18,16
71,1,2:22.0,,Personal foul by D. Wright (drawn by D. Schröder),18,16
72,1,2:22.0,,J. Calderón enters the game for D. Schröder,18,16
73,1,2:10.0,,P. Millsap makes 2-pt jump shot from 20 ft,18,18
74,1,1:50.0,Personal foul by J. Calderón (drawn by D. Wright),,18,18
75,1,1:50.0,N. Powell enters the game for D. DeRozan,,18,18
76,1,1:50.0,D. Carroll enters the game for S. Ibaka,,18,18
77,1,1:37.0,P. Patterson misses 3-pt jump shot from 30 ft,,18,18
78,1,1:36.0,Offensive rebound by Team,,18,18
79,1,1:36.0,Turnover by Team (shot clock),,18,18
80,1,1:22.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,18,18
81,1,1:21.0,Defensive rebound by N. Powell,,18,18
82,1,1:11.0,Turnover by N. Powell (bad pass; steal by T. Hardaway),,18,18
83,1,1:06.0,,E. İlyasova misses 2-pt layup from 1 ft,18,18
84,1,1:04.0,,Offensive rebound by T. Hardaway,18,18
85,1,1:03.0,,T. Hardaway misses 2-pt layup from 1 ft (block by D. Carroll),18,18
86,1,1:02.0,Defensive rebound by D. Wright,,18,18
87,1,1:01.0,Shooting foul by T. Sefolosha (drawn by D. Wright),,18,18
88,1,1:01.0,D. Wright misses free throw 1 of 2,,18,18
89,1,1:01.0,Offensive rebound by Team,,18,18
90,1,1:01.0,D. Wright makes free throw 2 of 2,,19,18
91,1,0:48.0,,Turnover by P. Millsap (offensive foul),19,18
92,1,0:48.0,Offensive charge foul by P. Millsap (drawn by P. Patterson),,19,18
93,1,0:32.0,P. Patterson misses 2-pt jump shot from 20 ft,,19,18
94,1,0:31.0,,Defensive rebound by T. Sefolosha,19,18
95,1,0:18.0,,J. Calderón misses 3-pt jump shot from 26 ft,19,18
96,1,0:17.0,Defensive rebound by N. Powell,,19,18
97,1,0:01.0,N. Powell misses 3-pt jump shot from 25 ft,,19,18
98,1,0:00.0,Offensive rebound by Team,,19,18
99,2,11:48.0,,T. Hardaway makes 2-pt jump shot from 16 ft (assist by J. Calderón),19,20
100,2,11:32.0,D. Wright misses 2-pt jump shot from 7 ft (block by D. Howard),,19,20
101,2,11:31.0,,Defensive rebound by T. Prince,19,20
102,2,11:26.0,,T. Hardaway makes 2-pt layup from 2 ft (assist by T. Prince),19,22
103,2,11:00.0,Turnover by N. Powell (bad pass; steal by T. Prince),,19,22
104,2,10:49.0,,E. İlyasova misses 2-pt jump shot from 21 ft,19,22
105,2,10:48.0,Defensive rebound by J. Valančiūnas,,19,22
106,2,10:40.0,N. Powell makes 2-pt jump shot from 6 ft,,21,22
107,2,10:40.0,Shooting foul by D. Howard (drawn by N. Powell),,21,22
108,2,10:40.0,N. Powell makes free throw 1 of 1,,22,22
109,2,10:29.0,,Shooting foul by D. Wright (drawn by D. Howard),22,22
110,2,10:29.0,,D. Howard makes free throw 1 of 2,22,23
111,2,10:29.0,,D. Howard misses free throw 2 of 2,22,23
112,2,10:27.0,Defensive rebound by P. Tucker,,22,23
113,2,10:16.0,Shooting foul by E. İlyasova (drawn by N. Powell),,22,23
114,2,10:16.0,N. Powell misses free throw 1 of 2,,22,23
115,2,10:16.0,Offensive rebound by Team,,22,23
116,2,10:16.0,N. Powell makes free throw 2 of 2,,23,23
117,2,9:59.0,,Turnover by T. Hardaway (bad pass; steal by J. Valančiūnas),23,23
118,2,9:50.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by E. İlyasova),,23,23
119,2,9:47.0,,Defensive rebound by E. İlyasova,23,23
120,2,9:44.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by E. İlyasova),23,26
121,2,9:26.0,J. Valančiūnas misses 2-pt layup from 3 ft,,23,26
122,2,9:24.0,Offensive rebound by J. Valančiūnas,,23,26
123,2,9:24.0,J. Valančiūnas makes 2-pt layup from 1 ft,,25,26
124,2,9:07.0,,T. Hardaway misses 2-pt jump shot from 7 ft (block by J. Valančiūnas),25,26
125,2,9:05.0,,Offensive rebound by D. Howard,25,26
126,2,9:04.0,,D. Howard makes 2-pt dunk at rim,25,28
127,2,8:57.0,Toronto full timeout,,25,28
128,2,8:48.0,N. Powell misses 3-pt jump shot from 25 ft,,25,28
129,2,8:46.0,,Defensive rebound by E. İlyasova,25,28
130,2,8:33.0,,E. İlyasova misses 3-pt jump shot from 23 ft,25,28
131,2,8:32.0,Defensive rebound by J. Valančiūnas,,25,28
132,2,8:15.0,Shooting foul by D. Howard (drawn by N. Powell),,25,28
133,2,8:15.0,N. Powell makes free throw 1 of 2,,26,28
134,2,8:15.0,,D. Schröder enters the game for J. Calderón,26,28
135,2,8:15.0,,K. Bazemore enters the game for T. Hardaway,26,28
136,2,8:15.0,S. Ibaka enters the game for P. Patterson,,26,28
137,2,8:15.0,N. Powell makes free throw 2 of 2,,27,28
138,2,8:03.0,,Shooting foul by J. Valančiūnas (drawn by D. Howard),27,28
139,2,8:03.0,,D. Howard misses free throw 1 of 2,27,28
140,2,8:03.0,,Offensive rebound by Team,27,28
141,2,8:03.0,,D. Howard misses free throw 2 of 2,27,28
142,2,8:02.0,Defensive rebound by J. Valančiūnas,,27,28
143,2,7:39.0,N. Powell makes 2-pt jump shot from 19 ft (assist by S. Ibaka),,29,28
144,2,7:26.0,,D. Schröder makes 2-pt layup from 2 ft (assist by T. Prince),29,30
145,2,7:08.0,Shooting foul by E. İlyasova (drawn by S. Ibaka),,29,30
146,2,7:08.0,S. Ibaka makes free throw 1 of 2,,30,30
147,2,7:08.0,D. Carroll enters the game for J. Valančiūnas,,30,30
148,2,7:08.0,D. DeRozan enters the game for N. Powell,,30,30
149,2,7:08.0,,T. Sefolosha enters the game for E. İlyasova,30,30
150,2,7:08.0,S. Ibaka makes free throw 2 of 2,,31,30
151,2,6:58.0,C. Joseph enters the game for D. Wright,,31,30
152,2,6:55.0,,D. Howard misses 2-pt layup from 2 ft (block by D. Carroll),31,30
153,2,6:53.0,Defensive rebound by D. DeRozan,,31,30
154,2,6:47.0,Personal foul by T. Prince (drawn by D. DeRozan),,31,30
155,2,6:47.0,D. DeRozan makes free throw 1 of 2,,32,30
156,2,6:47.0,D. DeRozan makes free throw 2 of 2,,33,30
157,2,6:45.0,,Atlanta full timeout,33,30
158,2,6:45.0,,P. Millsap enters the game for T. Prince,33,30
159,2,6:45.0,P. Patterson enters the game for P. Tucker,,33,30
160,2,6:36.0,,D. Schröder makes 2-pt layup from 1 ft (assist by T. Sefolosha),33,32
161,2,6:20.0,D. DeRozan misses 2-pt jump shot from 20 ft,,33,32
162,2,6:18.0,Offensive rebound by D. Carroll,,33,32
163,2,6:06.0,Turnover by C. Joseph (lost ball; steal by K. Bazemore),,33,32
164,2,5:57.0,,Turnover by D. Schröder (bad pass; steal by D. DeRozan),33,32
165,2,5:52.0,Shooting foul by T. Sefolosha (drawn by D. Carroll),,33,32
166,2,5:52.0,D. Carroll makes free throw 1 of 2,,34,32
167,2,5:52.0,D. Carroll makes free throw 2 of 2,,35,32
168,2,5:39.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by D. Schröder),35,35
169,2,5:21.0,C. Joseph makes 2-pt jump shot from 22 ft,,37,35
170,2,5:05.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),37,37
171,2,4:54.0,S. Ibaka misses 3-pt jump shot from 26 ft,,37,37
172,2,4:53.0,,Defensive rebound by P. Millsap,37,37
173,2,4:50.0,,Personal foul by S. Ibaka (drawn by D. Howard),37,37
174,2,4:43.0,,P. Millsap misses 2-pt hook shot from 7 ft,37,37
175,2,4:41.0,Defensive rebound by P. Patterson,,37,37
176,2,4:37.0,Personal foul by K. Bazemore (drawn by D. DeRozan),,37,37
177,2,4:37.0,D. DeRozan misses free throw 1 of 2,,37,37
178,2,4:37.0,Offensive rebound by Team,,37,37
179,2,4:37.0,D. DeRozan makes free throw 2 of 2,,38,37
180,2,4:24.0,,Turnover by D. Howard (traveling),38,37
181,2,4:24.0,,T. Hardaway enters the game for T. Sefolosha,38,37
182,2,4:12.0,S. Ibaka misses 3-pt jump shot from 25 ft,,38,37
183,2,4:11.0,,Defensive rebound by D. Howard,38,37
184,2,3:57.0,,K. Bazemore misses 3-pt jump shot from 25 ft,38,37
185,2,3:55.0,,Offensive rebound by D. Schröder,38,37
186,2,3:48.0,,P. Millsap misses 3-pt jump shot from 23 ft,38,37
187,2,3:47.0,,Offensive rebound by Team,38,37
188,2,3:47.0,Loose ball foul by S. Ibaka (drawn by D. Howard),,38,37
189,2,3:47.0,,E. İlyasova enters the game for D. Howard,38,37
190,2,3:44.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by K. Bazemore),38,39
191,2,3:29.0,D. Carroll misses 3-pt jump shot from 23 ft,,38,39
192,2,3:27.0,,Defensive rebound by D. Schröder,38,39
193,2,3:20.0,,Shooting foul by S. Ibaka (drawn by P. Millsap),38,39
194,2,3:20.0,,P. Millsap makes free throw 1 of 2,38,40
195,2,3:20.0,P. Tucker enters the game for S. Ibaka,,38,40
196,2,3:20.0,,P. Millsap makes free throw 2 of 2,38,41
197,2,3:04.0,D. DeRozan misses 2-pt jump shot from 10 ft (block by K. Bazemore),,38,41
198,2,3:02.0,,Defensive rebound by K. Bazemore,38,41
199,2,3:01.0,,Shooting foul by C. Joseph (drawn by K. Bazemore),38,41
200,2,3:01.0,,K. Bazemore misses free throw 1 of 2,38,41
201,2,3:01.0,,Offensive rebound by Team,38,41
202,2,3:01.0,,K. Bazemore misses free throw 2 of 2,38,41
203,2,2:57.0,Defensive rebound by P. Tucker,,38,41
204,2,2:38.0,D. DeRozan makes 2-pt layup from 2 ft,,40,41
205,2,2:23.0,,D. Schröder misses 2-pt layup from 3 ft,40,41
206,2,2:21.0,Defensive rebound by P. Tucker,,40,41
207,2,2:14.0,D. DeRozan makes 2-pt layup from 2 ft (assist by C. Joseph),,42,41
208,2,2:06.0,,Atlanta full timeout,42,41
209,2,2:06.0,Official timeout,,42,41
210,2,2:06.0,,T. Sefolosha enters the game for K. Bazemore,42,41
211,2,1:59.0,,Turnover by T. Hardaway (lost ball; steal by D. Carroll),42,41
212,2,1:45.0,D. DeRozan makes 2-pt jump shot from 18 ft,,44,41
213,2,1:25.0,,D. Schröder makes 2-pt layup at rim,44,43
214,2,1:09.0,D. DeRozan misses 3-pt jump shot from 22 ft,,44,43
215,2,1:06.0,Offensive rebound by P. Tucker,,44,43
216,2,1:05.0,Shooting foul by T. Hardaway (drawn by D. Carroll),,44,43
217,2,1:05.0,D. Carroll makes free throw 1 of 2,,45,43
218,2,1:05.0,D. Carroll makes free throw 2 of 2,,46,43
219,2,0:56.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),46,46
220,2,0:38.0,D. Carroll misses 2-pt jump shot from 13 ft,,46,46
221,2,0:36.0,,Defensive rebound by D. Schröder,46,46
222,2,0:31.0,,D. Schröder makes 3-pt jump shot from 24 ft,46,49
223,2,0:08.0,D. Carroll makes 2-pt layup from 3 ft (assist by D. DeRozan),,48,49
224,2,0:01.0,,T. Hardaway misses 3-pt jump shot from 25 ft,48,49
225,2,0:00.0,Defensive rebound by P. Tucker,,48,49
226,3,11:44.0,,K. Bazemore makes 2-pt jump shot from 11 ft (assist by T. Hardaway),48,51
227,3,11:29.0,D. DeRozan makes 2-pt jump shot from 10 ft,,50,51
228,3,11:16.0,,T. Hardaway makes 2-pt layup at rim (assist by D. Schröder),50,53
229,3,11:02.0,C. Joseph misses 3-pt jump shot from 23 ft,,50,53
230,3,11:01.0,,Defensive rebound by K. Bazemore,50,53
231,3,10:57.0,,D. Schröder misses 2-pt jump shot from 16 ft,50,53
232,3,10:56.0,Defensive rebound by D. Carroll,,50,53
233,3,10:39.0,J. Valančiūnas makes 2-pt hook shot from 7 ft (assist by C. Joseph),,52,53
234,3,10:39.0,Shooting foul by D. Howard (drawn by J. Valančiūnas),,52,53
235,3,10:39.0,J. Valančiūnas makes free throw 1 of 1,,53,53
236,3,10:24.0,,K. Bazemore misses 2-pt jump shot from 21 ft,53,53
237,3,10:22.0,Defensive rebound by D. Carroll,,53,53
238,3,10:17.0,S. Ibaka makes 2-pt hook shot from 4 ft (assist by D. Carroll),,55,53
239,3,10:01.0,,Turnover by P. Millsap (lost ball; steal by D. Carroll),55,53
240,3,10:01.0,D. Carroll misses 2-pt layup from 4 ft,,55,53
241,3,10:01.0,Offensive rebound by S. Ibaka,,55,53
242,3,9:55.0,S. Ibaka makes 2-pt hook shot from 8 ft,,57,53
243,3,9:35.0,,D. Schröder misses 2-pt layup from 1 ft (block by J. Valančiūnas),57,53
244,3,9:33.0,Defensive rebound by J. Valančiūnas,,57,53
245,3,9:19.0,D. Carroll misses 3-pt jump shot from 26 ft,,57,53
246,3,9:19.0,,Defensive rebound by D. Howard,57,53
247,3,9:19.0,,Personal foul by D. Carroll (drawn by K. Bazemore),57,53
248,3,9:07.0,,D. Howard misses 2-pt layup from 2 ft,57,53
249,3,9:05.0,,Offensive rebound by P. Millsap,57,53
250,3,9:01.0,,T. Hardaway misses 3-pt jump shot from 23 ft,57,53
251,3,9:00.0,Defensive rebound by J. Valančiūnas,,57,53
252,3,8:44.0,D. Carroll misses 2-pt layup from 2 ft (block by K. Bazemore),,57,53
253,3,8:44.0,,Defensive rebound by T. Hardaway,57,53
254,3,8:44.0,,Personal foul by D. Carroll (drawn by T. Hardaway),57,53
255,3,8:28.0,,D. Schröder makes 2-pt layup from 2 ft,57,55
256,3,8:11.0,D. DeRozan makes 2-pt jump shot from 10 ft,,59,55
257,3,7:57.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),59,57
258,3,7:35.0,D. DeRozan misses 2-pt jump shot from 13 ft,,59,57
259,3,7:34.0,,Defensive rebound by P. Millsap,59,57
260,3,7:29.0,,D. Schröder misses 3-pt jump shot from 25 ft,59,57
261,3,7:27.0,Defensive rebound by D. Carroll,,59,57
262,3,7:20.0,Offensive foul by J. Valančiūnas (drawn by K. Bazemore),,59,57
263,3,7:20.0,Turnover by J. Valančiūnas (offensive foul),,59,57
264,3,7:17.0,,T. Sefolosha enters the game for T. Hardaway,59,57
265,3,7:04.0,,P. Millsap misses 2-pt jump shot from 9 ft,59,57
266,3,7:02.0,,Offensive rebound by T. Sefolosha,59,57
267,3,7:02.0,,T. Sefolosha makes 2-pt layup from 2 ft,59,59
268,3,7:02.0,Toronto full timeout,,59,59
269,3,6:44.0,C. Joseph makes 2-pt jump shot from 17 ft,,61,59
270,3,6:29.0,,Personal foul by C. Joseph (drawn by D. Schröder),61,59
271,3,6:23.0,,Turnover by D. Schröder (lost ball; steal by C. Joseph),61,59
272,3,6:19.0,Turnover by S. Ibaka (lost ball; steal by P. Millsap),,61,59
273,3,6:06.0,,P. Millsap makes 2-pt jump shot from 13 ft (assist by D. Schröder),61,61
274,3,5:41.0,D. DeRozan misses 2-pt jump shot from 14 ft,,61,61
275,3,5:39.0,,Defensive rebound by K. Bazemore,61,61
276,3,5:32.0,,P. Millsap misses 3-pt jump shot from 25 ft,61,61
277,3,5:30.0,Defensive rebound by D. DeRozan,,61,61
278,3,5:20.0,S. Ibaka misses 2-pt jump shot from 19 ft,,61,61
279,3,5:18.0,,Defensive rebound by K. Bazemore,61,61
280,3,5:02.0,,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),61,63
281,3,4:36.0,D. DeRozan misses 3-pt jump shot from 24 ft,,61,63
282,3,4:35.0,,Defensive rebound by D. Howard,61,63
283,3,4:20.0,,Turnover by K. Bazemore (lost ball; steal by C. Joseph),61,63
284,3,4:07.0,C. Joseph misses 2-pt jump shot from 19 ft,,61,63
285,3,4:05.0,,Defensive rebound by T. Sefolosha,61,63
286,3,3:52.0,,Turnover by P. Millsap (lost ball; steal by D. DeRozan),61,63
287,3,3:48.0,C. Joseph makes 2-pt layup at rim,,63,63
288,3,3:48.0,,Atlanta full timeout,63,63
289,3,3:48.0,,E. İlyasova enters the game for K. Bazemore,63,63
290,3,3:48.0,,T. Hardaway enters the game for D. Howard,63,63
291,3,3:48.0,P. Tucker enters the game for D. Carroll,,63,63
292,3,3:48.0,P. Patterson enters the game for S. Ibaka,,63,63
293,3,3:37.0,,T. Sefolosha misses 2-pt layup from 2 ft,63,63
294,3,3:36.0,Defensive rebound by D. DeRozan,,63,63
295,3,3:27.0,D. DeRozan makes 2-pt jump shot from 11 ft,,65,63
296,3,3:14.0,,Personal foul by P. Tucker (drawn by T. Hardaway),65,63
297,3,3:14.0,,J. Calderón enters the game for D. Schröder,65,63
298,3,3:14.0,N. Powell enters the game for J. Valančiūnas,,65,63
299,3,3:05.0,,E. İlyasova misses 3-pt jump shot from 24 ft,65,63
300,3,3:03.0,Defensive rebound by D. DeRozan,,65,63
301,3,2:56.0,C. Joseph makes 2-pt layup from 1 ft (assist by D. DeRozan),,67,63
302,3,2:34.0,,T. Hardaway makes 2-pt layup from 2 ft,67,65
303,3,2:34.0,,Shooting foul by D. DeRozan (drawn by T. Hardaway),67,65
304,3,2:34.0,D. Wright enters the game for C. Joseph,,67,65
305,3,2:34.0,,T. Hardaway makes free throw 1 of 1,67,66
306,3,2:21.0,Shooting foul by E. İlyasova (drawn by P. Tucker),,67,66
307,3,2:21.0,P. Tucker makes free throw 1 of 2,,68,66
308,3,2:21.0,P. Tucker misses free throw 2 of 2,,68,66
309,3,2:20.0,,Defensive rebound by T. Sefolosha,68,66
310,3,2:11.0,,P. Millsap makes 2-pt dunk at rim (assist by T. Hardaway),68,68
311,3,1:51.0,D. DeRozan makes 3-pt jump shot from 23 ft (assist by D. Wright),,71,68
312,3,1:35.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by P. Millsap),71,71
313,3,1:18.0,D. DeRozan makes 2-pt jump shot from 19 ft,,73,71
314,3,0:58.0,,Turnover by E. İlyasova (bad pass; steal by P. Tucker),73,71
315,3,0:52.0,Turnover by D. DeRozan (bad pass; steal by T. Sefolosha),,73,71
316,3,0:50.0,,T. Sefolosha makes 2-pt dunk at rim,73,73
317,3,0:33.0,D. DeRozan misses 2-pt jump shot from 16 ft,,73,73
318,3,0:31.0,,Defensive rebound by T. Sefolosha,73,73
319,3,0:14.0,,Turnover by T. Hardaway (bad pass; steal by N. Powell),73,73
320,3,0:10.0,D. DeRozan makes 2-pt layup from 1 ft,,75,73
321,3,0:05.0,,Personal foul by N. Powell (drawn by E. İlyasova),75,73
322,3,0:05.0,,E. İlyasova makes free throw 1 of 2,75,74
323,3,0:05.0,,E. İlyasova misses free throw 2 of 2,75,74
324,3,0:05.0,Defensive rebound by D. Wright,,75,74
325,3,0:05.0,,T. Prince enters the game for P. Millsap,75,74
326,3,0:03.0,Personal take foul by J. Calderón (drawn by D. Wright),,75,74
327,3,0:00.0,D. DeRozan misses 3-pt jump shot from 32 ft,,75,74
328,3,0:00.0,Offensive rebound by Team,,75,74
329,4,11:35.0,N. Powell misses 3-pt jump shot from 22 ft,,75,74
330,4,11:33.0,,Defensive rebound by D. Howard,75,74
331,4,11:12.0,,D. Howard makes 2-pt layup at rim (assist by E. İlyasova),75,76
332,4,10:58.0,D. Wright misses 2-pt layup from 2 ft,,75,76
333,4,10:56.0,,Defensive rebound by E. İlyasova,75,76
334,4,10:49.0,,J. Calderón makes 2-pt jump shot from 17 ft,75,78
335,4,10:26.0,P. Tucker misses 2-pt jump shot from 18 ft,,75,78
336,4,10:25.0,,Defensive rebound by J. Calderón,75,78
337,4,10:05.0,,Turnover by J. Calderón (bad pass; steal by N. Powell),75,78
338,4,9:59.0,N. Powell misses 2-pt layup at rim,,75,78
339,4,9:58.0,Offensive rebound by D. Carroll,,75,78
340,4,9:58.0,D. Carroll makes 2-pt layup from 1 ft,,77,78
341,4,9:41.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by J. Calderón),77,81
