,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
0,1,11:38.0,D. Sabonis misses 3-pt jump shot from 23 ft,,0,0
1,1,11:38.0,,Defensive rebound by M. Harkless,0,0
2,1,11:28.0,,J. Nurkić makes 2-pt jump shot from 5 ft (assist by D. Lillard),0,2
3,1,11:11.0,Turnover by S. Adams (lost ball; steal by J. Nurkić),,0,2
4,1,11:05.0,,Shooting foul by Á. Abrines (drawn by C. McCollum),0,2
5,1,11:05.0,,C. McCollum makes free throw 1 of 2,0,3
6,1,11:05.0,,C. McCollum makes free throw 2 of 2,0,4
7,1,10:58.0,Turnover by R. Westbrook (bad pass; steal by M. Harkless),,0,4
8,1,10:42.0,,Turnover by C. McCollum (lost ball; steal by S. Adams),0,4
9,1,10:37.0,R. Westbrook misses 2-pt layup from 1 ft,,0,4
10,1,10:37.0,Offensive rebound by Team,,0,4
11,1,10:30.0,R. Westbrook misses 2-pt jump shot from 17 ft,,0,4
12,1,10:30.0,,Defensive rebound by C. McCollum,0,4
13,1,10:20.0,,C. McCollum misses 2-pt jump shot from 15 ft (block by A. Roberson),0,4
14,1,10:19.0,Defensive rebound by R. Westbrook,,0,4
15,1,10:10.0,S. Adams makes 2-pt jump shot from 10 ft (assist by R. Westbrook),,2,4
16,1,9:51.0,,N. Vonleh misses 2-pt layup from 1 ft (block by D. Sabonis),2,4
17,1,9:48.0,,Offensive rebound by D. Lillard,2,4
18,1,9:42.0,,M. Harkless misses 3-pt jump shot from 23 ft,2,4
19,1,9:41.0,Defensive rebound by S. Adams,,2,4
20,1,9:35.0,S. Adams misses 2-pt layup from 1 ft,,2,4
21,1,9:34.0,,Defensive rebound by N. Vonleh,2,4
22,1,9:27.0,,Shooting foul by Á. Abrines (drawn by M. Harkless),2,4
23,1,9:27.0,,M. Harkless makes free throw 1 of 2,2,5
24,1,9:27.0,,M. Harkless makes free throw 2 of 2,2,6
25,1,9:17.0,D. Sabonis makes 2-pt jump shot from 16 ft (assist by R. Westbrook),,4,6
26,1,9:00.0,,D. Lillard makes 2-pt layup from 1 ft,4,8
27,1,8:39.0,R. Westbrook misses 3-pt jump shot from 26 ft,,4,8
28,1,8:38.0,,Defensive rebound by C. McCollum,4,8
29,1,8:16.0,,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),4,10
30,1,8:02.0,R. Westbrook makes 2-pt jump shot from 13 ft,,6,10
31,1,7:45.0,,N. Vonleh makes 2-pt jump shot from 17 ft (assist by J. Nurkić),6,12
32,1,7:34.0,Á. Abrines misses 2-pt jump shot from 20 ft,,6,12
33,1,7:33.0,,Defensive rebound by N. Vonleh,6,12
34,1,7:24.0,,D. Lillard misses 3-pt jump shot from 32 ft,6,12
35,1,7:24.0,,Offensive rebound by Team,6,12
36,1,7:24.0,Loose ball foul by D. Sabonis (drawn by J. Nurkić),,6,12
37,1,7:24.0,D. McDermott enters the game for Á. Abrines,,6,12
38,1,7:19.0,,D. Lillard makes 2-pt layup from 1 ft (assist by J. Nurkić),6,14
39,1,7:00.0,Shooting foul by N. Vonleh (drawn by R. Westbrook),,6,14
40,1,7:00.0,R. Westbrook makes free throw 1 of 2,,7,14
41,1,7:00.0,T. Gibson enters the game for D. Sabonis,,7,14
42,1,7:00.0,R. Westbrook makes free throw 2 of 2,,8,14
43,1,6:45.0,,Shooting foul by T. Gibson (drawn by D. Lillard),8,14
44,1,6:45.0,,D. Lillard makes free throw 1 of 2,8,15
45,1,6:45.0,,D. Lillard makes free throw 2 of 2,8,16
46,1,6:32.0,R. Westbrook misses 2-pt layup from 3 ft (block by J. Nurkić),,8,16
47,1,6:32.0,Offensive rebound by Team,,8,16
48,1,6:29.0,A. Roberson misses 2-pt hook shot from 11 ft,,8,16
49,1,6:28.0,,Defensive rebound by M. Harkless,8,16
50,1,6:17.0,,D. Lillard makes 2-pt layup from 1 ft,8,18
51,1,6:03.0,D. McDermott misses 2-pt jump shot from 17 ft,,8,18
52,1,6:02.0,,Defensive rebound by J. Nurkić,8,18
53,1,5:46.0,,J. Nurkić makes 2-pt hook shot from 6 ft,8,20
54,1,5:42.0,Oklahoma City full timeout,,8,20
55,1,5:42.0,E. Freedom enters the game for S. Adams,,8,20
56,1,5:32.0,T. Gibson makes 2-pt layup from 2 ft,,10,20
57,1,5:06.0,,J. Nurkić makes 2-pt hook shot at rim,10,22
58,1,4:48.0,T. Gibson makes 2-pt hook shot from 6 ft,,12,22
59,1,4:32.0,,Turnover by J. Nurkić (bad pass),12,22
60,1,4:32.0,,A. Crabbe enters the game for C. McCollum,12,22
61,1,4:21.0,Def 3 sec tech foul by A. Crabbe,,12,22
62,1,4:21.0,R. Westbrook makes technical free throw,,13,22
63,1,4:14.0,Turnover by T. Gibson (traveling),,13,22
64,1,4:01.0,,Turnover by N. Vonleh (lost ball; steal by A. Roberson),13,22
65,1,3:46.0,Turnover by E. Freedom (lost ball; steal by J. Nurkić),,13,22
66,1,3:25.0,,M. Harkless misses 2-pt jump shot from 9 ft (block by A. Roberson),13,22
67,1,3:23.0,Defensive rebound by R. Westbrook,,13,22
68,1,3:18.0,R. Westbrook misses 2-pt jump shot from 19 ft,,13,22
69,1,3:16.0,,Defensive rebound by N. Vonleh,13,22
70,1,3:06.0,,N. Vonleh misses 2-pt jump shot from 21 ft,13,22
71,1,3:05.0,Defensive rebound by R. Westbrook,,13,22
72,1,2:57.0,A. Roberson misses 3-pt jump shot from 25 ft,,13,22
73,1,2:56.0,,Defensive rebound by D. Lillard,13,22
74,1,2:48.0,,A. Crabbe misses 3-pt jump shot from 26 ft,13,22
75,1,2:47.0,Defensive rebound by A. Roberson,,13,22
