,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MINNESOTA_ACTION,GOLDEN STATE_SCORE,MINNESOTA_SCORE
30,1,7:31.0,J. McGee enters the game for K. Looney,,9,9
31,1,7:30.0,,Offensive rebound by K. Towns,9,9
32,1,7:17.0,,K. Towns makes 2-pt jump shot from 18 ft,9,11
33,1,7:17.0,,Shooting foul by J. McGee (drawn by K. Towns),9,11
34,1,7:17.0,,K. Towns makes free throw 1 of 1,9,12
35,1,7:07.0,K. Thompson makes 2-pt layup from 1 ft,,11,12
36,1,6:58.0,,Z. LaVine makes 3-pt jump shot from 26 ft,11,15
37,1,6:45.0,J. McGee makes 2-pt dunk at rim (assist by S. Curry),,13,15
38,1,6:29.0,,Shooting foul by J. McGee (drawn by K. Towns),13,15
39,1,6:29.0,,K. Towns makes free throw 1 of 2,13,16
40,1,6:29.0,,K. Towns misses free throw 2 of 2,13,16
41,1,6:26.0,Defensive rebound by D. Green,,13,16
42,1,6:20.0,K. Thompson misses 3-pt jump shot from 24 ft,,13,16
43,1,6:18.0,Offensive rebound by Team,,13,16
44,1,6:18.0,Personal foul by A. Wiggins (drawn by K. Durant),,13,16
45,1,6:16.0,Shooting block foul by G. Dieng (drawn by K. Thompson),,13,16
46,1,6:16.0,K. Thompson makes free throw 1 of 2,,14,16
47,1,6:16.0,K. Thompson makes free throw 2 of 2,,15,16
48,1,6:08.0,,G. Dieng misses 2-pt jump shot from 20 ft,15,16
49,1,6:06.0,Defensive rebound by K. Durant,,15,16
50,1,5:59.0,Shooting foul by K. Towns (drawn by K. Durant),,15,16
51,1,5:59.0,,Minnesota full timeout,15,16
52,1,5:59.0,K. Durant makes free throw 1 of 3,,16,16
53,1,5:59.0,K. Durant makes free throw 2 of 3,,17,16
54,1,5:59.0,,A. Payne enters the game for K. Towns,15,16
55,1,5:59.0,K. Durant makes free throw 3 of 3,,18,16
56,1,5:47.0,,A. Wiggins makes 2-pt jump shot from 21 ft (assist by R. Rubio),18,18
57,1,5:33.0,K. Durant makes 2-pt layup from 1 ft (assist by S. Curry),,20,18
58,1,5:07.0,,A. Wiggins misses 3-pt jump shot from 25 ft,20,18
59,1,5:06.0,Defensive rebound by S. Curry,,20,18
60,1,5:02.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,22,18
61,1,4:41.0,,Turnover by A. Wiggins (bad pass; steal by J. McGee),22,18
62,1,4:24.0,Turnover by K. Durant (traveling),,22,18
63,1,4:24.0,A. Iguodala enters the game for K. Durant,,22,18
64,1,4:04.0,,G. Dieng misses 2-pt dunk at rim,22,18
65,1,4:03.0,,Offensive rebound by G. Dieng,22,18
66,1,4:01.0,,A. Payne misses 2-pt layup from 1 ft,22,18
67,1,3:59.0,,Offensive rebound by A. Payne,22,18
68,1,3:59.0,,Shooting foul by J. McGee (drawn by A. Payne),22,18
69,1,3:59.0,,A. Payne misses free throw 1 of 2,22,18
70,1,3:59.0,,Offensive rebound by Team,22,18
71,1,3:59.0,D. West enters the game for J. McGee,,22,18
72,1,3:59.0,,A. Payne makes free throw 2 of 2,22,19
73,1,3:38.0,D. West misses 2-pt jump shot from 19 ft,,22,19
74,1,3:37.0,,Defensive rebound by A. Payne,22,19
75,1,3:33.0,,Shooting foul by D. West (drawn by G. Dieng),22,19
76,1,3:33.0,,G. Dieng makes free throw 1 of 2,22,20
77,1,3:33.0,,S. Muhammad enters the game for Z. LaVine,22,20
78,1,3:33.0,P. McCaw enters the game for K. Thompson,,22,20
79,1,3:33.0,,G. Dieng makes free throw 2 of 2,22,21
80,1,3:24.0,S. Curry misses 2-pt jump shot from 20 ft,,22,21
81,1,3:23.0,,Defensive rebound by G. Dieng,22,21
82,1,3:09.0,,A. Wiggins makes 2-pt layup from 3 ft,22,23
83,1,2:49.0,S. Curry misses 2-pt jump shot from 19 ft,,22,23
84,1,2:48.0,,Defensive rebound by A. Payne,22,23
85,1,2:38.0,,G. Dieng misses 2-pt jump shot from 6 ft,22,23
86,1,2:37.0,Defensive rebound by A. Iguodala,,22,23
87,1,2:28.0,D. West misses 2-pt layup at rim,,22,23
88,1,2:27.0,,Defensive rebound by G. Dieng,22,23
89,1,2:23.0,,Turnover by G. Dieng (back court),22,23
90,1,2:23.0,Golden State full timeout,,22,23
91,1,2:23.0,,K. Dunn enters the game for R. Rubio,22,23
92,1,2:23.0,K. Durant enters the game for D. Green,,22,23
93,1,2:19.0,Shooting foul by G. Dieng (drawn by S. Curry),,22,23
94,1,2:19.0,S. Curry makes free throw 1 of 2,,23,23
95,1,2:19.0,S. Curry makes free throw 2 of 2,,24,23
96,1,1:59.0,,A. Payne makes 2-pt jump shot from 21 ft (assist by S. Muhammad),24,25
97,1,1:48.0,K. Durant misses 2-pt jump shot from 12 ft,,24,25
98,1,1:47.0,,Defensive rebound by A. Wiggins,24,25
99,1,1:29.0,,G. Dieng makes 2-pt jump shot from 6 ft (assist by A. Wiggins),24,27
100,1,1:14.0,S. Curry makes 2-pt layup from 2 ft,,26,27
101,1,0:59.0,,Turnover by A. Wiggins (lost ball; steal by P. McCaw),26,27
102,1,0:53.0,Shooting foul by A. Payne (drawn by K. Durant),,26,27
103,1,0:53.0,K. Durant makes free throw 1 of 2,,27,27
104,1,0:53.0,K. Thompson enters the game for S. Curry,,27,27
105,1,0:53.0,K. Durant makes free throw 2 of 2,,28,27
106,1,0:35.0,,A. Payne misses 3-pt jump shot from 24 ft,28,27
107,1,0:34.0,Defensive rebound by D. West,,28,27
108,1,0:28.0,Shooting block foul by A. Payne (drawn by K. Durant),,28,27
109,1,0:28.0,,Technical foul by G. Dieng,28,27
110,1,0:28.0,Technical foul by D. West,,28,27
111,1,0:28.0,K. Durant makes free throw 1 of 2,,29,27
112,1,0:28.0,K. Durant makes free throw 2 of 2,,30,27
113,1,0:05.0,,Turnover by A. Payne (offensive goaltending),30,27
114,1,0:05.0,S. Curry enters the game for D. West,,30,27
115,1,0:02.0,K. Thompson misses 3-pt jump shot from 24 ft,,30,27
116,1,0:00.0,Offensive rebound by Team,,30,27
117,2,11:37.0,,Shooting foul by D. West (drawn by K. Towns),30,27
118,2,11:37.0,,K. Towns makes free throw 1 of 2,30,28
119,2,11:37.0,,K. Towns makes free throw 2 of 2,30,29
120,2,11:22.0,K. Durant misses 2-pt jump shot from 16 ft,,30,29
121,2,11:21.0,,Defensive rebound by K. Towns,30,29
122,2,11:12.0,,S. Muhammad makes 3-pt jump shot from 22 ft (assist by K. Dunn),30,32
123,2,10:51.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. West),,32,32
124,2,10:31.0,,K. Towns misses 2-pt jump shot from 4 ft,32,32
125,2,10:30.0,,Offensive rebound by S. Muhammad,32,32
126,2,10:29.0,,Shooting foul by K. Durant (drawn by S. Muhammad),32,32
127,2,10:29.0,,S. Muhammad makes free throw 1 of 2,32,33
128,2,10:29.0,K. Looney enters the game for D. West,,32,33
129,2,10:29.0,,S. Muhammad makes free throw 2 of 2,32,34
130,2,10:10.0,K. Durant misses 2-pt jump shot from 9 ft,,32,34
131,2,10:09.0,,Defensive rebound by B. Rush,32,34
132,2,10:02.0,,K. Towns misses 3-pt jump shot from 24 ft,32,34
133,2,10:01.0,Defensive rebound by K. Thompson,,32,34
134,2,9:49.0,S. Livingston makes 2-pt layup from 2 ft (assist by A. Iguodala),,34,34
135,2,9:36.0,,Turnover by B. Rush (bad pass),34,34
136,2,9:20.0,A. Iguodala misses 2-pt jump shot from 20 ft,,34,34
137,2,9:18.0,Offensive rebound by K. Durant,,34,34
138,2,9:16.0,K. Durant makes 2-pt jump shot from 6 ft,,36,34
139,2,9:11.0,,Shooting foul by K. Durant (drawn by S. Muhammad),36,34
140,2,9:11.0,,S. Muhammad misses free throw 1 of 2,36,34
141,2,9:11.0,,Offensive rebound by Team,36,34
142,2,9:11.0,I. Clark enters the game for K. Durant,,36,34
143,2,9:11.0,D. Green enters the game for A. Iguodala,,36,34
144,2,9:11.0,,S. Muhammad makes free throw 2 of 2,36,35
145,2,9:02.0,,Violation by K. Towns (def goaltending),36,35
146,2,9:02.0,S. Livingston makes 2-pt layup from 2 ft,,38,35
147,2,8:51.0,,K. Dunn misses 2-pt jump shot from 17 ft,38,35
148,2,8:50.0,,Offensive rebound by K. Towns,38,35
149,2,8:36.0,,Z. LaVine makes 3-pt jump shot from 25 ft,38,38
150,2,8:18.0,S. Livingston makes 2-pt jump shot from 11 ft (assist by D. Green),,40,38
151,2,8:11.0,,S. Muhammad misses 2-pt jump shot from 5 ft,40,38
152,2,8:11.0,Defensive rebound by S. Livingston,,40,38
153,2,8:03.0,D. Green misses 3-pt jump shot from 26 ft,,40,38
154,2,8:02.0,,Defensive rebound by K. Dunn,40,38
155,2,7:59.0,,K. Dunn misses 2-pt layup from 1 ft,40,38
156,2,7:57.0,,Offensive rebound by S. Muhammad,40,38
157,2,7:56.0,,S. Muhammad misses 2-pt layup from 2 ft,40,38
158,2,7:54.0,Defensive rebound by I. Clark,,40,38
159,2,7:48.0,K. Thompson makes 2-pt layup from 3 ft (assist by I. Clark),,42,38
160,2,7:39.0,,Minnesota full timeout,42,38
161,2,7:39.0,,A. Wiggins enters the game for S. Muhammad,42,38
162,2,7:25.0,,B. Rush misses 2-pt jump shot from 14 ft,42,38
163,2,7:23.0,Defensive rebound by K. Thompson,,42,38
164,2,7:12.0,K. Thompson misses 3-pt jump shot from 24 ft,,42,38
165,2,7:11.0,,Defensive rebound by A. Wiggins,42,38
166,2,7:03.0,,Shooting foul by I. Clark (drawn by A. Wiggins),42,38
167,2,7:03.0,,A. Wiggins misses free throw 1 of 2,42,38
168,2,7:03.0,,Offensive rebound by Team,42,38
169,2,7:03.0,,A. Wiggins misses free throw 2 of 2,42,38
170,2,7:03.0,Defensive rebound by D. Green,,42,38
171,2,6:55.0,K. Thompson misses 3-pt jump shot from 25 ft,,42,38
172,2,6:54.0,,Defensive rebound by B. Rush,42,38
173,2,6:37.0,,K. Dunn makes 2-pt jump shot from 5 ft (assist by Z. LaVine),42,40
174,2,6:23.0,Personal foul by Z. LaVine (drawn by K. Thompson),,42,40
175,2,6:23.0,,G. Dieng enters the game for B. Rush,42,40
176,2,6:23.0,S. Curry enters the game for K. Thompson,,42,40
177,2,6:17.0,,Violation by A. Wiggins (kicked ball),42,40
178,2,6:10.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,45,40
179,2,5:55.0,,Z. LaVine misses 2-pt jump shot from 17 ft,45,40
180,2,5:54.0,,Offensive rebound by G. Dieng,45,40
181,2,5:54.0,,G. Dieng misses 2-pt layup at rim,45,40
182,2,5:53.0,Defensive rebound by K. Looney,,45,40
183,2,5:44.0,Offensive foul by D. Green (drawn by Z. LaVine),,45,40
184,2,5:44.0,Turnover by D. Green (offensive foul),,45,40
185,2,5:44.0,,Minnesota full timeout,45,40
186,2,5:44.0,,R. Rubio enters the game for K. Dunn,45,40
187,2,5:22.0,,R. Rubio misses 3-pt jump shot from 23 ft,45,40
188,2,5:21.0,Defensive rebound by S. Livingston,,45,40
189,2,4:57.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,48,40
190,2,4:38.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by Z. LaVine),48,42
191,2,4:28.0,K. Looney makes 2-pt dunk at rim (assist by D. Green),,50,42
192,2,4:16.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by R. Rubio),50,45
193,2,4:04.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,53,45
194,2,3:44.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by R. Rubio),53,48
195,2,3:33.0,Golden State full timeout,,53,48
196,2,3:33.0,A. Iguodala enters the game for K. Looney,,53,48
197,2,3:33.0,K. Thompson enters the game for I. Clark,,53,48
198,2,3:33.0,K. Durant enters the game for S. Livingston,,53,48
199,2,3:20.0,K. Thompson makes 2-pt jump shot from 6 ft (assist by A. Iguodala),,55,48
200,2,2:52.0,,R. Rubio misses 2-pt jump shot from 19 ft,55,48
201,2,2:51.0,Defensive rebound by K. Thompson,,55,48
202,2,2:33.0,K. Durant misses 2-pt jump shot from 19 ft,,55,48
203,2,2:32.0,,Defensive rebound by K. Towns,55,48
204,2,2:22.0,,A. Wiggins misses 2-pt jump shot from 19 ft,55,48
205,2,2:21.0,,Offensive rebound by R. Rubio,55,48
206,2,2:15.0,,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),55,50
207,2,2:01.0,Shooting foul by G. Dieng (drawn by A. Iguodala),,55,50
208,2,2:01.0,A. Iguodala makes free throw 1 of 2,,56,50
209,2,2:01.0,,S. Muhammad enters the game for G. Dieng,56,50
210,2,2:01.0,A. Iguodala makes free throw 2 of 2,,57,50
211,2,1:50.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),57,52
212,2,1:50.0,,Shooting foul by D. Green (drawn by K. Towns),57,52
213,2,1:50.0,,K. Towns makes free throw 1 of 1,57,53
214,2,1:37.0,K. Durant misses 3-pt jump shot from 25 ft,,57,53
215,2,1:36.0,,Defensive rebound by Z. LaVine,57,53
216,2,1:25.0,,Z. LaVine makes 3-pt jump shot from 25 ft,57,56
217,2,1:02.0,K. Thompson misses 3-pt jump shot from 25 ft,,57,56
218,2,1:01.0,,Defensive rebound by A. Wiggins,57,56
219,2,0:50.0,,R. Rubio misses 3-pt jump shot from 25 ft,57,56
220,2,0:49.0,Defensive rebound by K. Durant,,57,56
221,2,0:43.0,,Loose ball foul by A. Wiggins (drawn by D. Green),57,56
222,2,0:43.0,D. Green makes free throw 1 of 2,,58,56
223,2,0:43.0,D. Green misses free throw 2 of 2,,58,56
224,2,0:43.0,,Defensive rebound by S. Muhammad,58,56
225,2,0:43.0,K. Looney enters the game for K. Durant,,58,56
226,2,0:39.0,,Z. LaVine makes 2-pt layup from 3 ft (assist by S. Muhammad),58,58
227,2,0:30.0,S. Curry misses 2-pt layup from 4 ft,,58,58
228,2,0:29.0,,Defensive rebound by R. Rubio,58,58
229,2,0:23.0,,Turnover by R. Rubio (bad pass; steal by A. Iguodala),58,58
230,2,0:19.0,S. Curry makes 2-pt layup from 2 ft (assist by A. Iguodala),,60,58
231,2,0:00.0,,A. Wiggins misses 2-pt jump shot from 19 ft,60,58
232,2,0:00.0,,Offensive rebound by Team,60,58
233,3,11:42.0,,A. Wiggins makes 2-pt layup at rim,60,60
234,3,11:25.0,K. Looney makes 2-pt dunk at rim (assist by K. Thompson),,62,60
235,3,11:03.0,,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),62,62
236,3,10:50.0,K. Thompson misses 3-pt jump shot from 26 ft,,62,62
237,3,10:49.0,Offensive rebound by K. Looney,,62,62
238,3,10:47.0,Personal foul by R. Rubio (drawn by K. Looney),,62,62
239,3,10:37.0,K. Durant misses 2-pt jump shot from 20 ft,,62,62
240,3,10:35.0,,Defensive rebound by K. Towns,62,62
241,3,10:28.0,,R. Rubio misses 2-pt layup from 1 ft (block by K. Thompson),62,62
242,3,10:26.0,Defensive rebound by K. Durant,,62,62
243,3,10:22.0,S. Curry misses 2-pt layup from 1 ft (block by G. Dieng),,62,62
244,3,10:22.0,Offensive rebound by Team,,62,62
245,3,10:17.0,,Violation by K. Towns (def goaltending),62,62
246,3,10:17.0,K. Durant makes 2-pt jump shot from 3 ft,,64,62
247,3,9:56.0,,Z. LaVine misses 3-pt jump shot from 24 ft,64,62
248,3,9:55.0,Defensive rebound by K. Looney,,64,62
249,3,9:52.0,Turnover by D. Green (discontinued dribble),,64,62
250,3,9:38.0,,A. Wiggins makes 3-pt jump shot from 25 ft,64,65
251,3,9:27.0,Turnover by K. Thompson (bad pass; steal by G. Dieng),,64,65
252,3,9:25.0,,Turnover by G. Dieng (bad pass; steal by D. Green),64,65
253,3,9:16.0,K. Durant misses 3-pt jump shot from 23 ft,,64,65
254,3,9:16.0,,Defensive rebound by K. Towns,64,65
255,3,9:07.0,,Shooting foul by K. Looney (drawn by G. Dieng),64,65
256,3,9:07.0,,G. Dieng makes free throw 1 of 2,64,66
257,3,9:07.0,,G. Dieng misses free throw 2 of 2,64,66
258,3,9:07.0,Defensive rebound by K. Durant,,64,66
259,3,8:46.0,D. Green misses 3-pt jump shot from 24 ft,,64,66
260,3,8:45.0,,Defensive rebound by K. Towns,64,66
261,3,8:33.0,,G. Dieng misses 2-pt layup from 3 ft,64,66
262,3,8:32.0,Defensive rebound by S. Curry,,64,66
263,3,8:24.0,K. Durant misses 2-pt layup from 1 ft,,64,66
264,3,8:24.0,,Defensive rebound by K. Towns,64,66
265,3,8:20.0,,Shooting foul by K. Looney (drawn by A. Wiggins),64,66
266,3,8:20.0,,A. Wiggins makes free throw 1 of 2,64,67
267,3,8:20.0,Golden State full timeout,,64,67
268,3,8:20.0,,A. Wiggins makes free throw 2 of 2,64,68
269,3,8:05.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Durant),,67,68
270,3,7:40.0,,R. Rubio misses 3-pt jump shot from 23 ft,67,68
271,3,7:39.0,,Offensive rebound by K. Towns,67,68
272,3,7:39.0,,K. Towns makes 2-pt dunk at rim,67,70
273,3,7:23.0,S. Curry makes 2-pt jump shot from 19 ft,,69,70
274,3,7:06.0,,K. Towns misses 2-pt jump shot from 6 ft,69,70
275,3,7:05.0,Defensive rebound by D. Green,,69,70
276,3,6:59.0,Turnover by K. Looney (traveling),,69,70
277,3,6:43.0,,Z. LaVine makes 3-pt jump shot from 24 ft,69,73
278,3,6:30.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,72,73
279,3,6:11.0,,Z. LaVine misses 3-pt jump shot from 25 ft,72,73
280,3,6:10.0,,Offensive rebound by K. Towns,72,73
281,3,6:09.0,,Shooting foul by D. Green (drawn by K. Towns),72,73
282,3,6:09.0,,K. Towns makes free throw 1 of 2,72,74
283,3,6:09.0,,K. Towns misses free throw 2 of 2,72,74
284,3,6:09.0,Defensive rebound by D. Green,,72,74
285,3,6:09.0,A. Iguodala enters the game for K. Durant,,72,74
286,3,6:09.0,J. McGee enters the game for K. Looney,,72,74
287,3,5:58.0,S. Curry makes 3-pt jump shot from 25 ft,,75,74
288,3,5:29.0,,Z. LaVine misses 2-pt jump shot from 13 ft,75,74
289,3,5:28.0,Defensive rebound by S. Curry,,75,74
290,3,5:23.0,Shooting foul by R. Rubio (drawn by S. Curry),,75,74
291,3,5:23.0,S. Curry makes free throw 1 of 2,,76,74
292,3,5:23.0,S. Curry makes free throw 2 of 2,,77,74
293,3,5:07.0,,Personal foul by S. Curry (drawn by Z. LaVine),77,74
294,3,5:02.0,,G. Dieng makes 2-pt jump shot from 19 ft (assist by K. Towns),77,76
295,3,4:51.0,S. Curry misses 3-pt jump shot from 25 ft,,77,76
296,3,4:50.0,,Defensive rebound by Team,77,76
297,3,4:33.0,,A. Wiggins misses 2-pt jump shot from 16 ft,77,76
298,3,4:32.0,,Offensive rebound by R. Rubio,77,76
299,3,4:20.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by Z. LaVine),77,79
300,3,4:06.0,J. McGee misses 2-pt layup from 1 ft (block by G. Dieng),,77,79
301,3,4:05.0,Offensive rebound by Team,,77,79
302,3,3:58.0,Turnover by K. Thompson (bad pass; steal by R. Rubio),,77,79
303,3,3:37.0,,K. Towns misses 3-pt jump shot from 24 ft,77,79
304,3,3:36.0,Defensive rebound by A. Iguodala,,77,79
305,3,3:33.0,K. Durant enters the game for J. McGee,,77,79
306,3,3:33.0,P. McCaw enters the game for K. Thompson,,77,79
307,3,3:14.0,D. Green misses 3-pt jump shot from 26 ft,,77,79
308,3,3:13.0,,Defensive rebound by A. Wiggins,77,79
309,3,2:49.0,,R. Rubio makes 2-pt layup from 1 ft,77,81
310,3,2:29.0,Turnover by A. Iguodala (bad pass; steal by G. Dieng),,77,81
311,3,2:17.0,,R. Rubio misses 3-pt jump shot from 23 ft,77,81
312,3,2:16.0,,Offensive rebound by K. Towns,77,81
313,3,2:15.0,,K. Towns misses 2-pt layup from 2 ft,77,81
314,3,2:14.0,Defensive rebound by K. Durant,,77,81
315,3,2:11.0,Shooting foul by Z. LaVine (drawn by A. Iguodala),,77,81
316,3,2:11.0,,Minnesota full timeout,77,81
317,3,2:11.0,A. Iguodala makes free throw 1 of 2,,78,81
318,3,2:11.0,S. Livingston enters the game for S. Curry,,77,81
319,3,2:11.0,,K. Dunn enters the game for R. Rubio,77,81
320,3,2:11.0,,S. Muhammad enters the game for Z. LaVine,77,81
321,3,2:11.0,K. Thompson enters the game for P. McCaw,,77,81
322,3,2:11.0,P. McCaw enters the game for K. Thompson,,78,81
323,3,2:11.0,A. Iguodala misses free throw 2 of 2,,78,81
324,3,2:09.0,,Defensive rebound by K. Towns,78,81
325,3,1:50.0,,Shooting foul by P. McCaw (drawn by A. Wiggins),78,81
326,3,1:50.0,,A. Wiggins makes free throw 1 of 2,78,82
327,3,1:50.0,,A. Wiggins makes free throw 2 of 2,78,83
328,3,1:34.0,K. Durant misses 2-pt jump shot from 20 ft,,78,83
329,3,1:33.0,,Defensive rebound by S. Muhammad,78,83
330,3,1:18.0,,Turnover by G. Dieng (3 sec),78,83
331,3,1:18.0,,B. Rush enters the game for K. Towns,78,83
332,3,1:01.0,S. Livingston misses 2-pt jump shot from 12 ft,,78,83
333,3,1:00.0,,Defensive rebound by B. Rush,78,83
334,3,0:44.0,,K. Dunn makes 2-pt jump shot from 8 ft,78,85
335,3,0:35.0,K. Durant misses 3-pt jump shot from 25 ft,,78,85
336,3,0:33.0,,Defensive rebound by G. Dieng,78,85
337,3,0:25.0,,Personal foul by S. Livingston (drawn by K. Dunn),78,85
338,3,0:25.0,,K. Dunn misses free throw 1 of 2,78,85
339,3,0:25.0,,Offensive rebound by Team,78,85
340,3,0:25.0,S. Curry enters the game for P. McCaw,,78,85
341,3,0:25.0,,T. Jones enters the game for S. Muhammad,78,85
342,3,0:25.0,,K. Dunn makes free throw 2 of 2,78,86
343,3,0:11.0,Personal take foul by B. Rush (drawn by A. Iguodala),,78,86
344,3,0:03.0,S. Curry misses 3-pt jump shot from 25 ft,,78,86
345,3,0:02.0,,Defensive rebound by A. Wiggins,78,86
346,3,0:02.0,,Personal foul by A. Iguodala (drawn by A. Wiggins),78,86
347,3,0:02.0,,A. Wiggins makes free throw 1 of 2,78,87
348,3,0:02.0,,A. Wiggins makes free throw 2 of 2,78,88
349,3,0:00.0,A. Iguodala misses 3-pt jump shot from 47 ft,,78,88
350,3,0:00.0,Offensive rebound by Team,,78,88
351,4,11:45.0,K. Thompson makes 2-pt layup from 2 ft (assist by K. Durant),,80,88
352,4,11:29.0,,S. Muhammad misses 3-pt jump shot from 24 ft,80,88
353,4,11:28.0,Defensive rebound by S. Livingston,,80,88
354,4,11:14.0,K. Durant misses 2-pt jump shot from 17 ft,,80,88
355,4,11:13.0,,Defensive rebound by B. Rush,80,88
356,4,10:54.0,,G. Dieng misses 2-pt layup from 2 ft,80,88
357,4,10:53.0,Defensive rebound by D. West,,80,88
358,4,10:46.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),,83,88
359,4,10:45.0,,Minnesota full timeout,83,88
360,4,10:45.0,,K. Towns enters the game for G. Dieng,83,88
361,4,10:35.0,,Offensive foul by Z. LaVine (drawn by S. Livingston),83,88
362,4,10:35.0,,Turnover by Z. LaVine (offensive foul),83,88
363,4,10:21.0,D. West misses 2-pt jump shot from 11 ft,,83,88
364,4,10:20.0,,Defensive rebound by K. Dunn,83,88
365,4,10:04.0,,K. Towns makes 2-pt jump shot from 8 ft (assist by Z. LaVine),83,90
366,4,9:53.0,Shooting foul by K. Dunn (drawn by S. Livingston),,83,90
367,4,9:53.0,S. Livingston makes 2-pt jump shot from 11 ft (assist by D. West),,85,90
368,4,9:53.0,S. Livingston makes free throw 1 of 1,,86,90
369,4,9:39.0,,S. Muhammad misses 3-pt jump shot from 25 ft,86,90
370,4,9:38.0,Defensive rebound by K. Thompson,,86,90
371,4,9:29.0,A. Iguodala misses 3-pt jump shot from 23 ft,,86,90
372,4,9:28.0,,Defensive rebound by S. Muhammad,86,90
373,4,9:06.0,,Z. LaVine misses 2-pt jump shot from 12 ft (block by A. Iguodala),86,90
374,4,9:05.0,Offensive rebound by A. Iguodala,,86,90
375,4,8:53.0,Shooting foul by Z. LaVine (drawn by K. Thompson),,86,90
376,4,8:53.0,Golden State full timeout,,86,90
377,4,8:53.0,K. Thompson makes free throw 1 of 2,,87,90
378,4,8:53.0,,A. Wiggins enters the game for S. Muhammad,86,90
379,4,8:53.0,K. Thompson makes free throw 2 of 2,,88,90
380,4,8:40.0,,Z. LaVine makes 2-pt layup from 2 ft,88,92
381,4,8:25.0,K. Durant makes 2-pt jump shot from 20 ft (assist by A. Iguodala),,90,92
382,4,7:59.0,,Z. LaVine misses 3-pt jump shot from 25 ft,90,92
383,4,7:58.0,Defensive rebound by S. Livingston,,90,92
384,4,7:45.0,K. Thompson misses 2-pt jump shot from 16 ft,,90,92
385,4,7:44.0,Offensive rebound by K. Thompson,,90,92
386,4,7:42.0,K. Thompson makes 2-pt jump shot from 14 ft,,92,92
387,4,7:23.0,,A. Wiggins misses 2-pt jump shot from 19 ft (block by D. West),92,92
388,4,7:22.0,Defensive rebound by A. Iguodala,,92,92
389,4,7:18.0,K. Durant makes 2-pt layup from 1 ft (assist by A. Iguodala),,94,92
390,4,7:18.0,,Minnesota full timeout,94,92
