,QUARTER,TIME_REMAINING,UTAH_ACTION,GOLDEN STATE_ACTION,UTAH_SCORE,GOLDEN STATE_SCORE
60,1,5:45.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by G. Hayward),,5,4
61,1,5:30.0,,K. Durant makes 2-pt jump shot from 20 ft (assist by D. Green),5,6
62,1,5:07.0,S. Mack misses 2-pt layup from 3 ft,,5,6
63,1,5:07.0,,Defensive rebound by J. McGee,5,6
64,1,4:53.0,,Shooting foul by J. Ingles (drawn by K. Durant),5,6
65,1,4:53.0,,K. Durant makes free throw 1 of 2,5,7
66,1,4:53.0,J. Johnson enters the game for G. Hayward,,5,7
67,1,4:53.0,,K. Durant makes free throw 2 of 2,5,8
68,1,4:39.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by S. Mack),,8,8
69,1,4:22.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),8,11
70,1,4:15.0,Personal foul by K. Durant (drawn by J. Johnson),,8,11
71,1,4:15.0,,A. Iguodala enters the game for K. Durant,8,11
72,1,4:15.0,,I. Clark enters the game for K. Thompson,8,11
73,1,4:02.0,Shooting foul by A. Iguodala (drawn by J. Johnson),,8,11
74,1,4:02.0,J. Johnson makes free throw 1 of 2,,9,11
75,1,4:02.0,J. Johnson makes free throw 2 of 2,,10,11
76,1,3:46.0,,J. McGee misses 2-pt jump shot from 4 ft (block by R. Gobert),10,11
77,1,3:46.0,Defensive rebound by J. Johnson,,10,11
78,1,3:33.0,Turnover by S. Mack (bad pass; steal by J. McGee),,10,11
79,1,3:28.0,,S. Curry makes 2-pt layup from 1 ft,10,13
80,1,3:06.0,J. Ingles misses 3-pt jump shot from 23 ft,,10,13
81,1,3:05.0,Offensive rebound by T. Lyles,,10,13
82,1,2:58.0,Turnover by J. Johnson (lost ball; steal by D. Green),,10,13
83,1,2:51.0,,S. Curry misses 3-pt jump shot from 26 ft,10,13
84,1,2:50.0,Defensive rebound by Team,,10,13
85,1,2:50.0,,Golden State full timeout,10,13
86,1,2:36.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,12,13
87,1,2:17.0,,I. Clark makes 2-pt jump shot from 11 ft (assist by S. Curry),12,15
88,1,2:02.0,J. Johnson misses 3-pt jump shot from 26 ft,,12,15
89,1,2:02.0,,Defensive rebound by S. Curry,12,15
90,1,1:49.0,,S. Curry makes 2-pt layup from 2 ft,12,17
91,1,1:24.0,T. Lyles misses 2-pt jump shot from 12 ft,,12,17
92,1,1:24.0,,Defensive rebound by J. McGee,12,17
93,1,1:11.0,,I. Clark misses 2-pt jump shot from 14 ft,12,17
94,1,1:10.0,,Offensive rebound by J. McGee,12,17
95,1,1:10.0,,J. McGee misses 2-pt layup from 2 ft,12,17
96,1,1:08.0,,Offensive rebound by J. McGee,12,17
97,1,1:07.0,,J. McGee misses 2-pt layup from 1 ft,12,17
98,1,1:07.0,,Offensive rebound by Team,12,17
99,1,1:07.0,J. Withey enters the game for R. Gobert,,12,17
100,1,1:07.0,R. Hood enters the game for J. Ingles,,12,17
101,1,1:07.0,,K. Durant enters the game for D. Green,12,17
102,1,1:07.0,,D. West enters the game for J. McGee,12,17
103,1,1:00.0,,S. Curry misses 2-pt layup from 3 ft,12,17
104,1,1:00.0,,Offensive rebound by D. West,12,17
105,1,1:00.0,,D. West makes 2-pt layup from 1 ft,12,19
106,1,0:47.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by T. Lyles),,15,19
107,1,0:39.0,,S. Curry misses 2-pt jump shot from 19 ft,15,19
108,1,0:37.0,Defensive rebound by R. Hood,,15,19
109,1,0:29.0,R. Hood misses 3-pt jump shot from 27 ft,,15,19
110,1,0:26.0,Offensive rebound by T. Lyles,,15,19
111,1,0:08.0,S. Mack misses 3-pt jump shot from 25 ft,,15,19
112,1,0:07.0,,Defensive rebound by K. Durant,15,19
113,1,0:01.0,,A. Iguodala misses 2-pt hook shot from 3 ft,15,19
114,1,0:00.0,,Offensive rebound by Team,15,19
115,2,11:45.0,,K. Durant makes 2-pt jump shot from 16 ft,15,21
116,2,11:27.0,R. Hood misses 2-pt jump shot from 14 ft,,15,21
117,2,11:27.0,,Defensive rebound by K. Thompson,15,21
118,2,11:17.0,,K. Durant makes 2-pt jump shot from 15 ft,15,23
119,2,11:02.0,Turnover by S. Mack (bad pass),,15,23
120,2,10:53.0,,K. Durant misses 2-pt jump shot from 13 ft,15,23
121,2,10:53.0,Defensive rebound by J. Withey,,15,23
122,2,10:38.0,R. Hood misses 3-pt jump shot from 23 ft,,15,23
123,2,10:37.0,,Defensive rebound by D. West,15,23
124,2,10:25.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by K. Thompson),15,26
125,2,10:14.0,Turnover by J. Withey (lost ball; steal by A. Iguodala),,15,26
126,2,10:11.0,,Personal foul by G. Hayward (drawn by K. Durant),15,26
127,2,10:11.0,R. Gobert enters the game for J. Withey,,15,26
128,2,10:11.0,B. Diaw enters the game for J. Johnson,,15,26
129,2,10:04.0,,D. West misses 2-pt jump shot from 20 ft,15,26
130,2,10:03.0,Defensive rebound by R. Gobert,,15,26
131,2,9:41.0,S. Mack makes 2-pt jump shot from 9 ft (assist by R. Hood),,17,26
132,2,9:28.0,,Personal foul by R. Hood (drawn by K. Thompson),17,26
133,2,9:28.0,,Turnover by A. Iguodala (bad pass),17,26
134,2,9:10.0,R. Gobert makes 2-pt layup from 2 ft,,19,26
135,2,9:01.0,,S. Livingston misses 2-pt jump shot from 12 ft,19,26
136,2,9:00.0,Defensive rebound by R. Gobert,,19,26
137,2,8:44.0,Personal foul by S. Livingston (drawn by R. Hood),,19,26
138,2,8:44.0,Official timeout,,19,26
139,2,8:31.0,R. Hood misses 2-pt jump shot from 8 ft,,19,26
140,2,8:31.0,Offensive rebound by R. Gobert,,19,26
141,2,8:31.0,R. Gobert makes 2-pt dunk at rim,,21,26
142,2,8:13.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by S. Livingston),21,28
143,2,7:51.0,S. Mack makes 2-pt layup from 1 ft,,23,28
144,2,7:31.0,,S. Livingston misses 2-pt jump shot from 14 ft,23,28
145,2,7:30.0,Defensive rebound by B. Diaw,,23,28
146,2,7:18.0,Offensive foul by G. Hayward (drawn by D. West),,23,28
147,2,7:18.0,Turnover by G. Hayward (offensive foul),,23,28
148,2,7:18.0,,Z. Pachulia enters the game for D. West,23,28
149,2,7:05.0,,K. Durant misses 2-pt jump shot from 16 ft,23,28
150,2,7:05.0,Defensive rebound by R. Gobert,,23,28
151,2,6:53.0,Turnover by B. Diaw (lost ball; steal by K. Thompson),,23,28
152,2,6:40.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by S. Livingston),23,30
153,2,6:19.0,R. Gobert makes 2-pt jump shot from 4 ft (assist by B. Diaw),,25,30
154,2,6:19.0,Shooting foul by S. Livingston (drawn by R. Gobert),,25,30
155,2,6:19.0,R. Gobert misses free throw 1 of 1,,25,30
156,2,6:19.0,J. Ingles enters the game for G. Hayward,,25,30
157,2,6:19.0,D. Exum enters the game for S. Mack,,25,30
158,2,6:19.0,,D. Green enters the game for A. Iguodala,25,30
159,2,6:18.0,,Defensive rebound by D. Green,25,30
160,2,6:13.0,,Personal foul by J. Ingles (drawn by K. Durant),25,30
161,2,6:13.0,,S. Curry enters the game for K. Durant,25,30
162,2,6:13.0,Violation by J. Ingles (kicked ball),,25,30
163,2,6:13.0,,Golden State full timeout,25,30
164,2,6:05.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by S. Livingston),25,32
165,2,5:55.0,Personal foul by S. Livingston (drawn by R. Hood),,25,32
166,2,5:43.0,Turnover by D. Exum (bad pass; steal by D. Green),,25,32
167,2,5:36.0,,Personal foul by R. Hood (drawn by S. Livingston),25,32
168,2,5:36.0,,I. Clark enters the game for S. Livingston,25,32
169,2,5:36.0,T. Lyles enters the game for B. Diaw,,25,32
170,2,5:36.0,J. Johnson enters the game for R. Hood,,25,32
171,2,5:29.0,,S. Curry misses 2-pt jump shot from 12 ft,25,32
172,2,5:27.0,Defensive rebound by R. Gobert,,25,32
173,2,5:20.0,Turnover by D. Exum (bad pass),,25,32
174,2,5:20.0,Loose ball foul by R. Gobert (drawn by Z. Pachulia),,25,32
175,2,5:20.0,,Z. Pachulia makes free throw 1 of 2,25,33
176,2,5:20.0,G. Hayward enters the game for D. Exum,,25,33
177,2,5:20.0,,Z. Pachulia makes free throw 2 of 2,25,34
178,2,5:05.0,Turnover by G. Hayward (bad pass),,25,34
179,2,5:05.0,,A. Iguodala enters the game for I. Clark,25,34
180,2,4:40.0,,D. Green makes 2-pt jump shot from 12 ft (assist by A. Iguodala),25,36
181,2,4:18.0,J. Ingles misses 2-pt jump shot from 18 ft,,25,36
182,2,4:17.0,Offensive rebound by R. Gobert,,25,36
183,2,4:16.0,R. Gobert makes 2-pt layup from 1 ft,,27,36
184,2,3:57.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),27,39
185,2,3:54.0,Utah full timeout,,27,39
186,2,3:54.0,,K. Durant enters the game for Z. Pachulia,27,39
187,2,3:44.0,Turnover by J. Ingles (bad pass; steal by D. Green),,27,39
188,2,3:32.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by D. Green),27,41
189,2,3:16.0,Shooting foul by K. Durant (drawn by T. Lyles),,27,41
190,2,3:16.0,T. Lyles makes free throw 1 of 2,,28,41
191,2,3:16.0,S. Mack enters the game for J. Ingles,,28,41
192,2,3:16.0,T. Lyles makes free throw 2 of 2,,29,41
193,2,2:57.0,,K. Thompson misses 2-pt jump shot from 17 ft,29,41
194,2,2:57.0,Defensive rebound by R. Gobert,,29,41
195,2,2:37.0,J. Johnson misses 2-pt jump shot from 15 ft,,29,41
196,2,2:36.0,,Defensive rebound by A. Iguodala,29,41
197,2,2:34.0,,Shooting foul by S. Mack (drawn by K. Durant),29,41
198,2,2:34.0,,K. Durant makes free throw 1 of 2,29,42
199,2,2:34.0,R. Hood enters the game for T. Lyles,,29,42
200,2,2:34.0,,K. Durant makes free throw 2 of 2,29,43
201,2,2:13.0,Personal foul by A. Iguodala (drawn by R. Hood),,29,43
202,2,2:13.0,R. Hood misses free throw 1 of 2,,29,43
203,2,2:13.0,Offensive rebound by Team,,29,43
204,2,2:13.0,R. Hood misses free throw 2 of 2,,29,43
205,2,2:12.0,,Defensive rebound by D. Green,29,43
206,2,2:07.0,,D. Green makes 2-pt dunk at rim,29,45
207,2,2:07.0,Utah full timeout,,29,45
208,2,2:07.0,,Technical foul by D. Green,29,45
209,2,2:07.0,G. Hayward makes technical free throw,,30,45
210,2,2:07.0,J. Ingles enters the game for R. Hood,,30,45
211,2,1:52.0,Turnover by S. Mack (bad pass),,30,45
212,2,1:45.0,Violation by G. Hayward (kicked ball),,30,45
213,2,1:36.0,,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),30,47
214,2,1:36.0,,Shooting foul by R. Gobert (drawn by S. Curry),30,47
215,2,1:36.0,,S. Curry makes free throw 1 of 1,30,48
216,2,1:27.0,Shooting foul by D. Green (drawn by R. Gobert),,30,48
217,2,1:27.0,R. Gobert makes free throw 1 of 2,,31,48
218,2,1:27.0,R. Gobert misses free throw 2 of 2,,31,48
219,2,1:26.0,,Defensive rebound by D. Green,31,48
220,2,1:14.0,,Personal foul by G. Hayward (drawn by K. Durant),31,48
221,2,1:14.0,,K. Durant makes free throw 1 of 2,31,49
222,2,1:14.0,,K. Durant makes free throw 2 of 2,31,50
223,2,0:55.0,G. Hayward misses 3-pt jump shot from 23 ft,,31,50
224,2,0:54.0,,Defensive rebound by K. Thompson,31,50
225,2,0:49.0,,K. Thompson makes 2-pt jump shot from 8 ft,31,52
226,2,0:35.0,Personal foul by K. Durant (drawn by S. Mack),,31,52
227,2,0:35.0,S. Mack misses free throw 1 of 2,,31,52
228,2,0:35.0,Offensive rebound by Team,,31,52
229,2,0:35.0,,Golden State full timeout,31,52
230,2,0:35.0,S. Mack misses free throw 2 of 2,,31,52
231,2,0:35.0,,I. Clark enters the game for K. Durant,31,52
232,2,0:35.0,D. Exum enters the game for G. Hayward,,31,52
233,2,0:34.0,,Defensive rebound by D. Green,31,52
234,2,0:28.0,,S. Curry makes 3-pt jump shot from 25 ft,31,55
235,2,0:06.0,J. Ingles makes 2-pt layup from 3 ft,,33,55
236,2,0:01.0,,I. Clark misses 3-pt jump shot from 30 ft,33,55
237,2,0:00.0,,Offensive rebound by Team,33,55
238,3,11:45.0,,Turnover by K. Thompson (bad pass; steal by J. Ingles),33,55
239,3,11:30.0,G. Hayward misses 3-pt jump shot from 28 ft,,33,55
240,3,11:29.0,,Defensive rebound by D. Green,33,55
241,3,11:25.0,,K. Durant misses 2-pt layup from 2 ft,33,55
242,3,11:24.0,,Offensive rebound by K. Durant,33,55
243,3,11:20.0,,K. Durant makes 2-pt jump shot from 5 ft (assist by S. Curry),33,57
244,3,11:01.0,J. Ingles makes 3-pt jump shot from 27 ft (assist by G. Hayward),,36,57
245,3,10:45.0,,S. Curry misses 3-pt jump shot from 26 ft,36,57
246,3,10:44.0,Defensive rebound by Team,,36,57
247,3,10:18.0,B. Diaw misses 2-pt jump shot from 17 ft,,36,57
248,3,10:18.0,,Defensive rebound by D. Green,36,57
249,3,10:12.0,,Turnover by D. Green (bad pass; steal by J. Ingles),36,57
250,3,10:06.0,J. Ingles makes 3-pt jump shot from 26 ft,,39,57
251,3,9:54.0,,K. Durant makes 2-pt layup from 3 ft (assist by S. Curry),39,59
252,3,9:30.0,J. Ingles misses 2-pt jump shot from 11 ft,,39,59
253,3,9:30.0,,Defensive rebound by D. Green,39,59
254,3,9:15.0,,K. Durant misses 2-pt jump shot from 14 ft,39,59
255,3,9:14.0,Defensive rebound by R. Gobert,,39,59
256,3,9:04.0,Turnover by B. Diaw (bad pass; steal by S. Curry),,39,59
257,3,8:58.0,,S. Curry makes 2-pt layup at rim,39,61
258,3,8:32.0,J. Ingles misses 3-pt jump shot from 26 ft,,39,61
259,3,8:32.0,,Defensive rebound by S. Curry,39,61
260,3,8:25.0,,S. Curry makes 3-pt jump shot from 26 ft,39,64
261,3,8:15.0,Utah full timeout,,39,64
262,3,8:05.0,Turnover by D. Exum (bad pass; steal by D. Green),,39,64
263,3,7:58.0,,K. Thompson misses 3-pt jump shot from 24 ft,39,64
264,3,7:58.0,Defensive rebound by R. Gobert,,39,64
265,3,7:51.0,B. Diaw makes 2-pt layup from 1 ft (assist by R. Gobert),,41,64
266,3,7:30.0,,S. Curry misses 3-pt jump shot from 25 ft,41,64
267,3,7:30.0,,Offensive rebound by Team,41,64
268,3,7:30.0,Loose ball foul by D. Exum (drawn by Z. Pachulia),,41,64
269,3,7:30.0,R. Neto enters the game for D. Exum,,41,64
270,3,7:25.0,,K. Thompson misses 3-pt jump shot from 26 ft,41,64
271,3,7:25.0,,Offensive rebound by Z. Pachulia,41,64
272,3,7:20.0,,K. Thompson misses 2-pt layup from 1 ft,41,64
273,3,7:19.0,Defensive rebound by R. Gobert,,41,64
274,3,6:59.0,Turnover by B. Diaw (step out of bounds),,41,64
275,3,6:35.0,,K. Durant makes 2-pt jump shot from 10 ft,41,66
276,3,6:22.0,Shooting foul by K. Durant (drawn by G. Hayward),,41,66
277,3,6:22.0,G. Hayward makes free throw 1 of 2,,42,66
278,3,6:22.0,G. Hayward misses free throw 2 of 2,,42,66
279,3,6:22.0,,A. Iguodala enters the game for K. Durant,42,66
280,3,6:22.0,T. Lyles enters the game for B. Diaw,,42,66
281,3,6:21.0,,Defensive rebound by K. Thompson,42,66
282,3,6:18.0,,Shooting foul by J. Ingles (drawn by S. Curry),42,66
283,3,6:18.0,,S. Curry makes free throw 1 of 2,42,67
284,3,6:18.0,,S. Curry makes free throw 2 of 2,42,68
285,3,6:05.0,G. Hayward misses 3-pt jump shot from 25 ft,,42,68
286,3,6:04.0,Offensive rebound by Team,,42,68
287,3,5:59.0,G. Hayward makes 2-pt jump shot from 4 ft (assist by J. Ingles),,44,68
288,3,5:46.0,,D. Green misses 3-pt jump shot from 26 ft,44,68
289,3,5:45.0,Defensive rebound by J. Ingles,,44,68
290,3,5:32.0,J. Ingles misses 2-pt jump shot from 10 ft (block by A. Iguodala),,44,68
291,3,5:31.0,Offensive rebound by J. Ingles,,44,68
292,3,5:31.0,Personal foul by A. Iguodala (drawn by J. Ingles),,44,68
293,3,5:22.0,Turnover by T. Lyles (lost ball; steal by A. Iguodala),,44,68
294,3,5:15.0,,D. Green makes 2-pt dunk at rim (assist by Z. Pachulia),44,70
295,3,4:57.0,Offensive foul by R. Gobert (drawn by Z. Pachulia),,44,70
296,3,4:57.0,Turnover by R. Gobert (offensive foul),,44,70
297,3,4:57.0,,J. McGee enters the game for Z. Pachulia,44,70
298,3,4:43.0,,J. McGee makes 2-pt dunk at rim (assist by D. Green),44,72
299,3,4:21.0,,Violation by J. McGee (def goaltending),44,72
300,3,4:21.0,R. Neto makes 2-pt layup from 2 ft,,46,72
301,3,4:10.0,,Shooting foul by R. Neto (drawn by D. Green),46,72
302,3,4:10.0,,D. Green makes free throw 1 of 2,46,73
303,3,4:10.0,,D. Green misses free throw 2 of 2,46,73
304,3,4:10.0,S. Mack enters the game for R. Neto,,46,73
305,3,4:10.0,J. Johnson enters the game for J. Ingles,,46,73
306,3,4:09.0,Defensive rebound by G. Hayward,,46,73
307,3,3:52.0,Turnover by S. Mack (bad pass; steal by S. Curry),,46,73
308,3,3:48.0,,Personal foul by J. Johnson (drawn by A. Iguodala),46,73
309,3,3:48.0,,P. McCaw enters the game for K. Thompson,46,73
310,3,3:42.0,,S. Curry misses 2-pt layup from 1 ft,46,73
311,3,3:42.0,Defensive rebound by R. Gobert,,46,73
312,3,3:36.0,G. Hayward misses 2-pt layup from 2 ft,,46,73
313,3,3:36.0,,Defensive rebound by J. McGee,46,73
314,3,3:22.0,,D. Green makes 2-pt dunk at rim (assist by J. McGee),46,75
315,3,2:57.0,J. Johnson misses 2-pt jump shot from 11 ft,,46,75
316,3,2:56.0,,Defensive rebound by J. McGee,46,75
317,3,2:40.0,,J. McGee misses 2-pt jump shot from 8 ft (block by R. Gobert),46,75
318,3,2:38.0,Defensive rebound by S. Mack,,46,75
319,3,2:36.0,Personal foul by D. Green (drawn by S. Mack),,46,75
320,3,2:36.0,,Golden State full timeout,46,75
321,3,2:36.0,D. Exum enters the game for G. Hayward,,46,75
322,3,2:17.0,S. Mack misses 2-pt jump shot from 7 ft,,46,75
323,3,2:17.0,,Defensive rebound by D. Green,46,75
324,3,2:02.0,,J. McGee misses 2-pt jump shot from 5 ft,46,75
325,3,2:01.0,Defensive rebound by R. Gobert,,46,75
326,3,1:57.0,J. Withey enters the game for R. Gobert,,46,75
327,3,1:45.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by S. Mack),,49,75
328,3,1:24.0,,S. Curry makes 3-pt jump shot from 25 ft,49,78
329,3,1:03.0,T. Lyles makes 3-pt jump shot from 26 ft,,52,78
330,3,0:56.0,,J. McGee makes 2-pt dunk at rim (assist by P. McCaw),52,80
331,3,0:44.0,Turnover by T. Lyles (traveling),,52,80
332,3,0:30.0,,J. McGee makes 2-pt jump shot from 7 ft (assist by A. Iguodala),52,82
333,3,0:09.0,S. Mack makes 2-pt jump shot from 7 ft,,54,82
334,3,0:04.0,,S. Curry misses 3-pt jump shot from 26 ft,54,82
335,3,0:02.0,Defensive rebound by J. Johnson,,54,82
336,4,11:46.0,Personal foul by S. Livingston (drawn by D. Exum),,54,82
337,4,11:37.0,T. Lyles misses 2-pt jump shot from 16 ft,,54,82
338,4,11:37.0,,Defensive rebound by D. West,54,82
339,4,11:14.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Livingston),54,85
340,4,10:57.0,J. Johnson makes 2-pt hook shot from 10 ft,,56,85
341,4,10:41.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by A. Iguodala),56,87
342,4,10:21.0,Turnover by T. Lyles (bad pass; steal by D. Green),,56,87
343,4,10:10.0,,D. Green makes 3-pt jump shot from 27 ft (assist by A. Iguodala),56,90
344,4,9:52.0,T. Lyles misses 2-pt jump shot from 6 ft,,56,90
345,4,9:52.0,Offensive rebound by T. Lyles,,56,90
346,4,9:52.0,Shooting foul by D. Green (drawn by T. Lyles),,56,90
347,4,9:52.0,T. Lyles makes free throw 1 of 2,,57,90
348,4,9:52.0,R. Neto enters the game for S. Mack,,57,90
349,4,9:52.0,,K. Durant enters the game for D. Green,57,90
350,4,9:52.0,T. Lyles makes free throw 2 of 2,,58,90
351,4,9:51.0,,Turnover by K. Durant (bad pass; steal by T. Lyles),58,90
352,4,9:49.0,R. Neto makes 2-pt layup from 2 ft,,60,90
353,4,9:49.0,,Golden State full timeout,60,90
354,4,9:34.0,,K. Durant makes 2-pt layup from 2 ft (assist by D. West),60,92
355,4,9:16.0,J. Johnson misses 2-pt jump shot from 17 ft,,60,92
356,4,9:15.0,,Defensive rebound by K. Thompson,60,92
357,4,9:02.0,,K. Thompson makes 2-pt jump shot from 14 ft,60,94
358,4,8:44.0,R. Neto misses 3-pt jump shot from 24 ft,,60,94
359,4,8:44.0,,Defensive rebound by Team,60,94
360,4,8:44.0,,I. Clark enters the game for K. Thompson,60,94
361,4,8:44.0,,K. Looney enters the game for K. Durant,60,94
362,4,8:24.0,,Turnover by D. West (bad pass),60,94
363,4,8:10.0,T. Lyles misses 3-pt jump shot from 27 ft,,60,94
364,4,8:10.0,,Defensive rebound by I. Clark,60,94
365,4,8:01.0,,D. West makes 2-pt jump shot from 18 ft (assist by I. Clark),60,96
366,4,7:43.0,J. Johnson makes 2-pt jump shot from 18 ft,,62,96
367,4,7:32.0,,A. Iguodala misses 2-pt layup from 2 ft,62,96
368,4,7:32.0,Defensive rebound by J. Withey,,62,96
369,4,7:25.0,Personal foul by S. Livingston (drawn by T. Lyles),,62,96
370,4,7:25.0,,P. McCaw enters the game for A. Iguodala,62,96
371,4,7:20.0,Turnover by J. Johnson (lost ball),,62,96
372,4,7:10.0,,Turnover by K. Looney (lost ball),62,96
373,4,7:10.0,,A. Varejão enters the game for D. West,62,96
374,4,6:56.0,J. Johnson makes 2-pt hook shot from 5 ft,,64,96
375,4,6:36.0,,Turnover by I. Clark (bad pass; steal by J. Withey),64,96
376,4,6:35.0,Personal foul by I. Clark (drawn by R. Neto),,64,96
377,4,6:22.0,T. Lyles misses 2-pt layup from 2 ft (block by A. Varejão),,64,96
378,4,6:21.0,,Defensive rebound by A. Varejão,64,96
379,4,6:07.0,,P. McCaw misses 2-pt layup from 2 ft (block by J. Withey),64,96
380,4,6:05.0,,Offensive rebound by S. Livingston,64,96
381,4,6:03.0,,S. Livingston makes 2-pt hook shot from 8 ft,64,98
382,4,5:59.0,Utah full timeout,,64,98
383,4,5:59.0,J. Bolomboy enters the game for T. Lyles,,64,98
384,4,5:59.0,J. Ingles enters the game for J. Johnson,,64,98
385,4,5:51.0,Turnover by J. Ingles (bad pass; steal by I. Clark),,64,98
386,4,5:48.0,,Shooting foul by J. Ingles (drawn by I. Clark),64,98
387,4,5:48.0,,Golden State full timeout,64,98
388,4,5:48.0,,I. Clark misses free throw 1 of 2,64,98
389,4,5:48.0,,Offensive rebound by Team,64,98
390,4,5:48.0,T. Lyles enters the game for J. Bolomboy,,64,98
391,4,5:48.0,,I. Clark makes free throw 2 of 2,64,99
392,4,5:32.0,T. Lyles misses 3-pt jump shot from 23 ft,,64,99
393,4,5:31.0,,Defensive rebound by S. Livingston,64,99
394,4,5:10.0,,I. Clark misses 2-pt layup from 2 ft,64,99
