,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,TORONTO_ACTION,MEMPHIS_SCORE,TORONTO_SCORE
385,4,5:21.0,,C. Joseph makes free throw 1 of 2,95,101
386,4,5:21.0,,C. Joseph makes free throw 2 of 2,95,102
387,4,4:57.0,J. Martin misses 2-pt hook shot from 14 ft,,95,102
388,4,4:57.0,,Defensive rebound by D. DeRozan,95,102
389,4,4:48.0,,D. DeRozan makes 2-pt layup from 4 ft,95,104
390,4,4:29.0,T. Daniels misses 3-pt jump shot from 25 ft,,95,104
391,4,4:29.0,,Defensive rebound by C. Joseph,95,104
392,4,4:17.0,,K. Lowry misses 3-pt jump shot from 26 ft,95,104
393,4,4:16.0,,Offensive rebound by P. Patterson,95,104
394,4,4:10.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by D. DeRozan),95,107
395,4,4:07.0,Memphis full timeout,,95,107
396,4,4:07.0,M. Gasol enters the game for J. Green,,95,107
397,4,3:57.0,T. Daniels misses 2-pt jump shot from 19 ft,,95,107
398,4,3:56.0,Offensive rebound by T. Daniels,,95,107
399,4,3:55.0,T. Daniels makes 2-pt layup from 4 ft,,97,107
400,4,3:31.0,,D. DeRozan misses 2-pt jump shot from 20 ft,97,107
401,4,3:30.0,,Offensive rebound by C. Joseph,97,107
402,4,3:27.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by C. Joseph),97,110
403,4,3:11.0,Shooting foul by D. Carroll (drawn by T. Allen),,97,110
404,4,3:11.0,T. Allen makes free throw 1 of 2,,98,110
405,4,3:11.0,T. Allen misses free throw 2 of 2,,98,110
406,4,3:10.0,,Defensive rebound by D. DeRozan,98,110
407,4,2:53.0,,Shooting foul by A. Harrison (drawn by D. DeRozan),98,110
408,4,2:53.0,,D. DeRozan makes free throw 1 of 2,98,111
409,4,2:53.0,,D. DeRozan makes free throw 2 of 2,98,112
410,4,2:39.0,T. Allen misses 3-pt jump shot from 23 ft,,98,112
411,4,2:38.0,,Defensive rebound by C. Joseph,98,112
412,4,2:33.0,,K. Lowry misses 3-pt jump shot from 26 ft,98,112
413,4,2:33.0,Defensive rebound by M. Gasol,,98,112
414,4,2:17.0,Shooting foul by C. Joseph (drawn by T. Allen),,98,112
415,4,2:17.0,T. Allen makes free throw 1 of 2,,99,112
416,4,2:17.0,J. Green enters the game for J. Martin,,99,112
417,4,2:17.0,T. Williams enters the game for T. Daniels,,99,112
418,4,2:17.0,T. Allen makes free throw 2 of 2,,100,112
419,4,2:00.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by K. Lowry),100,115
420,4,1:38.0,Shooting foul by K. Lowry (drawn by T. Williams),,100,115
421,4,1:38.0,T. Williams makes free throw 1 of 2,,101,115
422,4,1:38.0,T. Williams misses free throw 2 of 2,,101,115
423,4,1:38.0,D. Davis enters the game for M. Gasol,,101,115
424,4,1:38.0,J. Martin enters the game for J. Green,,101,115
425,4,1:37.0,,Defensive rebound by D. DeRozan,101,115
426,4,1:19.0,,Shooting foul by A. Harrison (drawn by K. Lowry),101,115
427,4,1:19.0,,K. Lowry misses free throw 1 of 2,101,115
428,4,1:19.0,,Offensive rebound by Team,101,115
429,4,1:19.0,W. Baldwin enters the game for T. Allen,,101,115
430,4,1:19.0,T. Daniels enters the game for A. Harrison,,101,115
431,4,1:19.0,,N. Powell enters the game for D. DeRozan,101,115
432,4,1:19.0,,K. Lowry makes free throw 2 of 2,101,116
433,4,1:07.0,T. Daniels makes 3-pt jump shot from 27 ft,,104,116
434,4,1:07.0,Shooting foul by C. Joseph (drawn by T. Daniels),,104,116
435,4,1:07.0,,F. VanVleet enters the game for K. Lowry,104,116
436,4,1:07.0,T. Daniels makes free throw 1 of 1,,105,116
437,4,0:44.0,,D. Carroll makes 2-pt hook shot from 6 ft,105,118
438,4,0:24.0,Turnover by T. Williams (lost ball; steal by F. VanVleet),,105,118
439,4,0:19.0,,D. Carroll makes 2-pt layup from 1 ft (assist by N. Powell),105,120
440,4,0:06.0,J. Martin misses 3-pt jump shot from 24 ft,,105,120
441,4,0:05.0,,Defensive rebound by P. Patterson,105,120
