,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CLEVELAND_ACTION,MINNESOTA_SCORE,CLEVELAND_SCORE
381,4,4:08.0,Z. LaVine misses 2-pt layup from 2 ft,,93,114
382,4,4:06.0,,Defensive rebound by J. McRae,93,114
383,4,3:51.0,,K. Korver makes 2-pt jump shot from 18 ft (assist by K. Felder),93,116
384,4,3:31.0,R. Rubio misses 3-pt jump shot from 24 ft,,93,116
385,4,3:31.0,,Defensive rebound by T. Thompson,93,116
386,4,3:16.0,,K. Felder makes 3-pt jump shot from 25 ft (assist by K. Korver),93,119
387,4,3:15.0,Minnesota full timeout,,93,119
388,4,3:15.0,T. Jones enters the game for A. Wiggins,,93,119
389,4,3:15.0,A. Payne enters the game for K. Towns,,93,119
390,4,3:15.0,N. Bjelica enters the game for Z. LaVine,,93,119
391,4,3:15.0,K. Dunn enters the game for R. Rubio,,93,119
392,4,3:15.0,,J. Jones enters the game for T. Thompson,93,119
393,4,3:15.0,,D. Liggins enters the game for K. Korver,93,119
394,4,2:59.0,S. Muhammad misses 2-pt jump shot from 14 ft,,93,119
395,4,2:58.0,,Defensive rebound by J. Jones,93,119
396,4,2:50.0,,Offensive foul by J. Jones (drawn by S. Muhammad),93,119
397,4,2:50.0,,Turnover by J. Jones (offensive foul),93,119
398,4,2:29.0,S. Muhammad misses 2-pt jump shot from 22 ft,,93,119
399,4,2:29.0,,Defensive rebound by D. Liggins,93,119
400,4,2:21.0,,R. Jefferson makes 2-pt layup from 1 ft (assist by D. Liggins),93,121
401,4,2:01.0,N. Bjelica makes 2-pt layup from 1 ft (assist by T. Jones),,95,121
402,4,1:42.0,,J. McRae makes 3-pt jump shot from 25 ft (assist by K. Felder),95,124
403,4,1:23.0,S. Muhammad misses 2-pt jump shot from 10 ft,,95,124
404,4,1:23.0,Offensive rebound by Team,,95,124
405,4,1:12.0,N. Bjelica misses 3-pt jump shot from 25 ft,,95,124
406,4,1:11.0,Offensive rebound by S. Muhammad,,95,124
407,4,1:11.0,S. Muhammad makes 2-pt layup from 1 ft,,97,124
408,4,0:55.0,,K. Felder misses 2-pt layup from 1 ft,97,124
409,4,0:53.0,Defensive rebound by A. Payne,,97,124
410,4,0:46.0,A. Payne misses 2-pt jump shot from 18 ft,,97,124
411,4,0:45.0,,Defensive rebound by D. Liggins,97,124
412,4,0:41.0,,Turnover by D. Liggins (bad pass; steal by A. Payne),97,124
413,4,0:37.0,Turnover by T. Jones (lost ball; steal by J. McRae),,97,124
414,4,0:35.0,,Shooting foul by A. Payne (drawn by J. McRae),97,124
415,4,0:35.0,,J. McRae misses free throw 1 of 2,97,124
416,4,0:35.0,,Offensive rebound by Team,97,124
417,4,0:35.0,,J. McRae makes free throw 2 of 2,97,125
418,4,0:20.0,S. Muhammad misses 2-pt layup from 3 ft,,97,125
419,4,0:19.0,,Defensive rebound by J. McRae,97,125
