,QUARTER,TIME_REMAINING,PHOENIX_ACTION,ORLANDO_ACTION,PHOENIX_SCORE,ORLANDO_SCORE
84,1,2:11.0,,Defensive rebound by E. Fournier,20,18
85,1,2:04.0,,A. Gordon makes 2-pt layup from 1 ft,20,20
86,1,1:42.0,E. Bledsoe misses 2-pt jump shot from 22 ft,,20,20
87,1,1:41.0,,Defensive rebound by A. Gordon,20,20
88,1,1:33.0,,A. Gordon misses 2-pt jump shot from 14 ft,20,20
89,1,1:32.0,,Offensive rebound by B. Biyombo,20,20
90,1,1:18.0,,E. Payton misses 2-pt jump shot from 20 ft,20,20
91,1,1:15.0,Defensive rebound by Team,,20,20
92,1,1:15.0,Phoenix full timeout,,20,20
93,1,1:15.0,D. Bender enters the game for A. Len,,20,20
94,1,1:15.0,,D. Augustin enters the game for S. Ibaka,20,20
95,1,1:15.0,,D. Rudež enters the game for E. Payton,20,20
96,1,0:58.0,P. Tucker makes 2-pt hook shot from 5 ft,,22,20
97,1,0:38.0,,A. Gordon misses 2-pt jump shot from 17 ft,22,20
98,1,0:37.0,Defensive rebound by P. Tucker,,22,20
99,1,0:33.0,Turnover by E. Bledsoe (bad pass),,22,20
100,1,0:25.0,,Personal foul by D. Booker (drawn by E. Fournier),22,20
101,1,0:18.0,,E. Fournier misses 2-pt layup from 2 ft,22,20
102,1,0:16.0,,Offensive rebound by Team,22,20
103,1,0:08.0,,Personal foul by D. Bender (drawn by E. Fournier),22,20
104,1,0:08.0,,E. Fournier makes free throw 1 of 2,22,21
105,1,0:08.0,,J. Green enters the game for D. Rudež,22,21
106,1,0:08.0,,E. Fournier makes free throw 2 of 2,22,22
107,1,0:02.0,Shooting foul by A. Gordon (drawn by E. Bledsoe),,22,22
108,1,0:02.0,E. Bledsoe makes free throw 1 of 2,,23,22
109,1,0:02.0,,D. Rudež enters the game for J. Green,23,22
110,1,0:02.0,E. Bledsoe makes free throw 2 of 2,,24,22
111,1,0:00.0,,D. Augustin misses 3-pt jump shot from 59 ft,24,22
112,1,0:00.0,,Offensive rebound by Team,24,22
113,2,11:41.0,T. Ulis makes 2-pt jump shot from 15 ft,,26,22
114,2,11:14.0,,Turnover by D. Augustin (lost ball; steal by T. Ulis),26,22
115,2,11:07.0,Turnover by P. Tucker (step out of bounds),,26,22
116,2,10:57.0,,A. Gordon makes 2-pt jump shot from 18 ft,26,24
117,2,10:36.0,D. Bender makes 3-pt jump shot from 29 ft (assist by J. Dudley),,29,24
118,2,10:15.0,,A. Gordon misses 2-pt jump shot from 19 ft,29,24
119,2,10:13.0,Defensive rebound by L. Barbosa,,29,24
120,2,10:01.0,P. Tucker makes 3-pt jump shot from 23 ft,,32,24
121,2,9:51.0,Offensive charge foul by D. Augustin (drawn by T. Ulis),,32,24
122,2,9:51.0,,Turnover by D. Augustin (offensive foul),32,24
123,2,9:37.0,J. Dudley misses 3-pt jump shot from 27 ft,,32,24
124,2,9:36.0,,Defensive rebound by B. Biyombo,32,24
125,2,9:26.0,,C. Watson misses 2-pt jump shot from 11 ft,32,24
126,2,9:25.0,Defensive rebound by D. Bender,,32,24
127,2,9:20.0,D. Bender misses 2-pt layup from 2 ft,,32,24
128,2,9:16.0,,Defensive rebound by D. Rudež,32,24
129,2,9:09.0,,D. Augustin makes 3-pt jump shot from 26 ft,32,27
130,2,8:52.0,T. Ulis misses 2-pt jump shot from 14 ft,,32,27
131,2,8:51.0,,Defensive rebound by D. Augustin,32,27
132,2,8:40.0,,A. Gordon misses 2-pt layup from 3 ft (block by D. Bender),32,27
133,2,8:40.0,,Offensive rebound by Team,32,27
134,2,8:40.0,Official timeout,,32,27
135,2,8:40.0,,Inbound foul by L. Barbosa,32,27
136,2,8:40.0,,C. Watson misses free throw 1 of 1,32,27
137,2,8:40.0,,Offensive rebound by Team,32,27
138,2,8:35.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by B. Biyombo),32,30
139,2,8:10.0,L. Barbosa makes 2-pt layup from 3 ft (assist by P. Tucker),,34,30
140,2,7:57.0,,D. Rudež misses 3-pt jump shot from 29 ft,34,30
141,2,7:54.0,Defensive rebound by D. Bender,,34,30
142,2,7:48.0,D. Bender misses 2-pt jump shot from 21 ft,,34,30
143,2,7:47.0,,Defensive rebound by C. Watson,34,30
144,2,7:43.0,,Offensive foul by B. Biyombo (drawn by D. Bender),34,30
145,2,7:43.0,,Turnover by B. Biyombo (offensive foul),34,30
146,2,7:19.0,J. Dudley misses 3-pt jump shot from 24 ft,,34,30
147,2,7:18.0,,Defensive rebound by B. Biyombo,34,30
148,2,7:03.0,,A. Gordon misses 3-pt jump shot from 26 ft,34,30
149,2,7:03.0,Defensive rebound by Team,,34,30
150,2,6:40.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by T. Ulis),,37,30
151,2,6:40.0,,Orlando full timeout,37,30
152,2,6:40.0,,J. Green enters the game for A. Gordon,37,30
153,2,6:40.0,,N. Vučević enters the game for D. Rudež,37,30
154,2,6:18.0,,B. Biyombo misses 2-pt layup from 3 ft (block by D. Bender),37,30
155,2,6:18.0,,Offensive rebound by Team,37,30
156,2,6:18.0,,Inbound foul by T. Ulis,37,30
157,2,6:18.0,,D. Augustin misses free throw 1 of 1,37,30
158,2,6:18.0,,Offensive rebound by Team,37,30
159,2,6:09.0,,C. Watson makes 2-pt jump shot from 11 ft,37,32
160,2,6:00.0,L. Barbosa misses 2-pt layup from 3 ft (block by B. Biyombo),,37,32
161,2,5:58.0,,Defensive rebound by N. Vučević,37,32
162,2,5:52.0,,D. Augustin misses 2-pt layup from 2 ft,37,32
163,2,5:52.0,Defensive rebound by Team,,37,32
164,2,5:36.0,P. Tucker misses 3-pt jump shot from 23 ft,,37,32
165,2,5:35.0,,Defensive rebound by C. Watson,37,32
166,2,5:29.0,,C. Watson misses 3-pt jump shot from 26 ft,37,32
167,2,5:28.0,Defensive rebound by Team,,37,32
168,2,5:28.0,,S. Ibaka enters the game for B. Biyombo,37,32
169,2,5:14.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by T. Ulis),,40,32
170,2,5:14.0,,Orlando full timeout,40,32
171,2,5:14.0,A. Len enters the game for D. Bender,,40,32
172,2,5:14.0,,E. Fournier enters the game for D. Augustin,40,32
173,2,5:14.0,,E. Payton enters the game for C. Watson,40,32
174,2,4:53.0,,J. Green misses 3-pt jump shot from 26 ft,40,32
175,2,4:52.0,Defensive rebound by J. Dudley,,40,32
176,2,4:43.0,T. Ulis makes 2-pt jump shot from 6 ft,,42,32
177,2,4:26.0,,Shooting foul by P. Tucker (drawn by E. Payton),42,32
178,2,4:26.0,,E. Payton misses free throw 1 of 2,42,32
179,2,4:26.0,,Offensive rebound by Team,42,32
180,2,4:26.0,,E. Payton misses free throw 2 of 2,42,32
181,2,4:24.0,Defensive rebound by P. Tucker,,42,32
182,2,4:13.0,P. Tucker misses 2-pt layup from 2 ft (block by N. Vučević),,42,32
183,2,4:09.0,Offensive rebound by A. Len,,42,32
184,2,4:02.0,L. Barbosa makes 2-pt layup from 2 ft (assist by J. Dudley),,44,32
185,2,3:47.0,,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),44,34
186,2,3:19.0,T. Ulis misses 2-pt jump shot from 16 ft (block by S. Ibaka),,44,34
187,2,3:18.0,,Defensive rebound by N. Vučević,44,34
188,2,3:08.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),44,37
189,2,3:08.0,Phoenix full timeout,,44,37
190,2,3:08.0,D. Booker enters the game for L. Barbosa,,44,37
191,2,3:08.0,E. Bledsoe enters the game for T. Ulis,,44,37
192,2,2:53.0,J. Dudley misses 3-pt jump shot from 23 ft,,44,37
193,2,2:51.0,,Defensive rebound by J. Green,44,37
194,2,2:33.0,,J. Green misses 2-pt jump shot from 9 ft,44,37
195,2,2:32.0,,Offensive rebound by N. Vučević,44,37
196,2,2:20.0,,E. Fournier misses 2-pt jump shot from 5 ft,44,37
197,2,2:16.0,,Offensive rebound by N. Vučević,44,37
198,2,2:16.0,,N. Vučević makes 2-pt layup from 1 ft,44,39
199,2,2:05.0,D. Booker misses 2-pt jump shot from 11 ft,,44,39
200,2,2:04.0,,Defensive rebound by N. Vučević,44,39
201,2,1:55.0,,S. Ibaka misses 2-pt layup from 1 ft,44,39
202,2,1:53.0,Defensive rebound by A. Len,,44,39
203,2,1:44.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,44,39
204,2,1:40.0,,Defensive rebound by E. Payton,44,39
205,2,1:33.0,,J. Green misses 2-pt jump shot from 5 ft,44,39
206,2,1:31.0,,Offensive rebound by J. Green,44,39
207,2,1:31.0,,Shooting foul by A. Len (drawn by J. Green),44,39
208,2,1:31.0,,J. Green makes free throw 1 of 2,44,40
209,2,1:31.0,,J. Green misses free throw 2 of 2,44,40
210,2,1:31.0,B. Knight enters the game for J. Dudley,,44,40
211,2,1:30.0,Defensive rebound by P. Tucker,,44,40
212,2,1:09.0,P. Tucker misses 2-pt layup at rim,,44,40
213,2,1:08.0,,Defensive rebound by N. Vučević,44,40
214,2,0:50.0,,S. Ibaka makes 2-pt jump shot from 12 ft (assist by E. Payton),44,42
215,2,0:34.0,A. Len makes 2-pt layup from 2 ft (assist by E. Bledsoe),,46,42
216,2,0:29.0,,E. Payton misses 2-pt layup from 1 ft (block by E. Bledsoe),46,42
217,2,0:25.0,,Offensive rebound by E. Payton,46,42
218,2,0:14.0,,E. Fournier makes 2-pt layup from 2 ft,46,44
219,2,0:00.0,P. Tucker misses 3-pt jump shot from 26 ft,,46,44
220,2,0:00.0,Offensive rebound by Team,,46,44
221,3,11:38.0,B. Knight misses 3-pt jump shot from 29 ft,,46,44
222,3,11:37.0,,Defensive rebound by E. Payton,46,44
223,3,11:30.0,,Offensive foul by J. Green (drawn by D. Booker),46,44
224,3,11:30.0,,Turnover by J. Green (offensive foul),46,44
225,3,11:17.0,Turnover by D. Booker (bad pass; steal by E. Fournier),,46,44
226,3,10:59.0,,E. Payton misses 3-pt jump shot from 23 ft,46,44
227,3,10:58.0,Defensive rebound by A. Len,,46,44
228,3,10:53.0,Personal block foul by S. Ibaka (drawn by D. Booker),,46,44
229,3,10:48.0,A. Len misses 2-pt layup from 2 ft (block by S. Ibaka),,46,44
230,3,10:45.0,,Defensive rebound by N. Vučević,46,44
231,3,10:37.0,,S. Ibaka misses 3-pt jump shot from 27 ft,46,44
232,3,10:35.0,,Offensive rebound by E. Payton,46,44
233,3,10:31.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),46,46
234,3,10:20.0,Personal foul by E. Fournier (drawn by B. Knight),,46,46
235,3,10:17.0,M. Chriss misses 2-pt layup from 3 ft,,46,46
236,3,10:15.0,,Defensive rebound by E. Payton,46,46
237,3,10:10.0,,S. Ibaka misses 2-pt jump shot from 5 ft (block by M. Chriss),46,46
238,3,10:07.0,,Offensive rebound by E. Fournier,46,46
239,3,10:05.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),46,49
240,3,10:05.0,Phoenix full timeout,,46,49
241,3,9:58.0,Offensive foul by A. Len (drawn by J. Green),,46,49
242,3,9:58.0,Turnover by A. Len (offensive foul),,46,49
243,3,9:46.0,,S. Ibaka misses 3-pt jump shot from 29 ft,46,49
244,3,9:45.0,Defensive rebound by E. Bledsoe,,46,49
245,3,9:29.0,Turnover by A. Len (bad pass; steal by E. Fournier),,46,49
246,3,9:24.0,,Turnover by E. Payton (lost ball; steal by M. Chriss),46,49
247,3,9:22.0,Shooting foul by J. Green (drawn by M. Chriss),,46,49
248,3,9:22.0,M. Chriss makes free throw 1 of 2,,47,49
249,3,9:22.0,M. Chriss makes free throw 2 of 2,,48,49
250,3,9:08.0,,N. Vučević makes 2-pt jump shot from 8 ft (assist by J. Green),48,51
251,3,8:53.0,D. Booker misses 3-pt jump shot from 26 ft,,48,51
252,3,8:53.0,,Defensive rebound by Team,48,51
253,3,8:35.0,,J. Green misses 2-pt hook shot from 2 ft,48,51
254,3,8:33.0,,Offensive rebound by S. Ibaka,48,51
255,3,8:33.0,,S. Ibaka misses 2-pt layup from 1 ft,48,51
256,3,8:32.0,,Offensive rebound by S. Ibaka,48,51
257,3,8:29.0,,Turnover by S. Ibaka (bad pass; steal by D. Booker),48,51
258,3,8:09.0,Turnover by D. Booker (lost ball; steal by E. Fournier),,48,51
259,3,8:04.0,,E. Fournier misses 2-pt layup from 1 ft (block by D. Booker),48,51
260,3,8:01.0,Defensive rebound by E. Bledsoe,,48,51
261,3,7:56.0,E. Bledsoe makes 2-pt jump shot from 19 ft,,50,51
262,3,7:42.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by E. Payton),50,54
263,3,7:35.0,Turnover by E. Bledsoe (bad pass),,50,54
264,3,7:25.0,,N. Vučević misses 2-pt jump shot from 19 ft,50,54
265,3,7:24.0,Defensive rebound by M. Chriss,,50,54
266,3,7:05.0,D. Booker misses 2-pt jump shot from 20 ft (block by J. Green),,50,54
267,3,7:02.0,Offensive rebound by A. Len,,50,54
268,3,7:01.0,A. Len makes 2-pt dunk at rim,,52,54
269,3,6:47.0,,Shooting foul by D. Booker (drawn by N. Vučević),52,54
270,3,6:47.0,,N. Vučević makes free throw 1 of 2,52,55
271,3,6:47.0,,N. Vučević misses free throw 2 of 2,52,55
272,3,6:45.0,Defensive rebound by E. Bledsoe,,52,55
273,3,6:34.0,B. Knight makes 2-pt layup from 3 ft,,54,55
274,3,6:14.0,,E. Fournier makes 2-pt jump shot from 12 ft,54,57
275,3,5:55.0,D. Booker makes 2-pt jump shot from 15 ft,,56,57
276,3,5:37.0,,J. Green misses 2-pt jump shot from 16 ft,56,57
277,3,5:37.0,Defensive rebound by Team,,56,57
278,3,5:37.0,Personal foul by S. Ibaka (drawn by E. Bledsoe),,56,57
279,3,5:24.0,B. Knight makes 2-pt jump shot from 18 ft,,58,57
280,3,5:04.0,,E. Payton misses 2-pt jump shot from 15 ft,58,57
281,3,5:03.0,Defensive rebound by E. Bledsoe,,58,57
282,3,4:59.0,E. Bledsoe makes 2-pt layup from 1 ft,,60,57
283,3,4:58.0,,Orlando full timeout,60,57
284,3,4:58.0,,B. Biyombo enters the game for N. Vučević,60,57
285,3,4:58.0,,A. Gordon enters the game for J. Green,60,57
286,3,4:41.0,,E. Fournier misses 3-pt jump shot from 26 ft,60,57
287,3,4:39.0,Defensive rebound by A. Len,,60,57
288,3,4:26.0,E. Bledsoe misses 2-pt jump shot from 15 ft,,60,57
289,3,4:24.0,,Defensive rebound by B. Biyombo,60,57
290,3,4:02.0,,S. Ibaka misses 2-pt jump shot from 8 ft,60,57
291,3,4:01.0,Defensive rebound by A. Len,,60,57
292,3,3:40.0,M. Chriss makes 3-pt jump shot from 27 ft (assist by B. Knight),,63,57
293,3,3:23.0,,E. Payton makes 2-pt jump shot from 13 ft,63,59
294,3,2:57.0,B. Knight misses 3-pt jump shot from 26 ft,,63,59
295,3,2:56.0,,Defensive rebound by A. Gordon,63,59
296,3,2:31.0,,A. Gordon makes 2-pt jump shot from 17 ft,63,61
297,3,2:07.0,A. Len makes 2-pt jump shot from 10 ft (assist by E. Bledsoe),,65,61
298,3,1:54.0,,Turnover by S. Ibaka (lost ball; steal by D. Booker),65,61
299,3,1:43.0,B. Knight misses 2-pt layup from 3 ft (block by B. Biyombo),,65,61
300,3,1:41.0,Offensive rebound by M. Chriss,,65,61
301,3,1:41.0,Personal foul by S. Ibaka (drawn by M. Chriss),,65,61
302,3,1:41.0,M. Chriss makes free throw 1 of 2,,66,61
303,3,1:41.0,M. Chriss misses free throw 2 of 2,,66,61
304,3,1:41.0,,D. Rudež enters the game for S. Ibaka,66,61
305,3,1:41.0,,D. Augustin enters the game for E. Payton,66,61
306,3,1:36.0,,Defensive rebound by B. Biyombo,66,61
307,3,1:26.0,,Shooting foul by D. Booker (drawn by D. Augustin),66,61
308,3,1:26.0,,D. Augustin makes free throw 1 of 2,66,62
309,3,1:26.0,,D. Augustin makes free throw 2 of 2,66,63
310,3,1:15.0,A. Len makes 2-pt dunk at rim (assist by B. Knight),,68,63
311,3,0:49.0,,A. Gordon makes 3-pt jump shot from 27 ft (assist by D. Augustin),68,66
312,3,0:39.0,E. Bledsoe misses 2-pt layup from 1 ft,,68,66
313,3,0:37.0,,Defensive rebound by B. Biyombo,68,66
314,3,0:28.0,,D. Rudež misses 3-pt jump shot from 25 ft,68,66
315,3,0:27.0,,Offensive rebound by Team,68,66
316,3,0:10.0,,E. Fournier misses 3-pt jump shot from 26 ft,68,66
317,3,0:08.0,Defensive rebound by M. Chriss,,68,66
318,3,0:01.0,Turnover by E. Bledsoe (lost ball; steal by D. Rudež),,68,66
319,3,0:00.0,,E. Fournier misses 3-pt jump shot from 40 ft,68,66
320,3,0:00.0,,Offensive rebound by Team,68,66
321,4,11:46.0,,D. Augustin misses 2-pt jump shot from 14 ft,68,66
322,4,11:45.0,Defensive rebound by J. Dudley,,68,66
323,4,11:31.0,D. Booker makes 2-pt jump shot from 21 ft,,70,66
324,4,11:16.0,,B. Biyombo misses 2-pt hook shot from 5 ft,70,66
325,4,11:15.0,Defensive rebound by L. Barbosa,,70,66
326,4,10:57.0,D. Booker misses 2-pt layup from 2 ft (block by A. Gordon),,70,66
327,4,10:54.0,,Defensive rebound by D. Augustin,70,66
328,4,10:48.0,,D. Augustin makes 2-pt jump shot from 19 ft,70,68
329,4,10:32.0,Shooting foul by B. Biyombo (drawn by A. Len),,70,68
330,4,10:32.0,A. Len makes free throw 1 of 2,,71,68
331,4,10:32.0,P. Tucker enters the game for D. Booker,,71,68
332,4,10:32.0,A. Len makes free throw 2 of 2,,72,68
333,4,10:20.0,,D. Augustin makes 2-pt layup from 2 ft,72,70
334,4,10:08.0,Turnover by T. Ulis (traveling),,72,70
335,4,10:08.0,D. Bender enters the game for A. Len,,72,70
336,4,9:54.0,Offensive charge foul by A. Gordon (drawn by P. Tucker),,72,70
337,4,9:54.0,,Turnover by A. Gordon (offensive foul),72,70
338,4,9:39.0,P. Tucker misses 2-pt layup from 3 ft,,72,70
339,4,9:39.0,Offensive rebound by P. Tucker,,72,70
340,4,9:30.0,T. Ulis misses 2-pt jump shot from 22 ft,,72,70
341,4,9:28.0,,Defensive rebound by B. Biyombo,72,70
342,4,9:28.0,,Personal foul by J. Dudley (drawn by B. Biyombo),72,70
343,4,9:11.0,,Turnover by A. Gordon (bad pass; steal by P. Tucker),72,70
344,4,8:59.0,Shooting foul by A. Gordon (drawn by J. Dudley),,72,70
345,4,8:59.0,Official timeout,,72,70
346,4,8:59.0,J. Dudley makes free throw 1 of 2,,73,70
347,4,8:59.0,J. Dudley makes free throw 2 of 2,,74,70
348,4,8:36.0,,M. Hezonja misses 3-pt jump shot from 27 ft,74,70
349,4,8:33.0,Defensive rebound by P. Tucker,,74,70
350,4,8:18.0,Turnover by T. Ulis (bad pass; steal by C. Watson),,74,70
351,4,8:14.0,,Shooting foul by J. Dudley (drawn by M. Hezonja),74,70
352,4,8:14.0,,M. Hezonja makes free throw 1 of 2,74,71
353,4,8:14.0,,M. Hezonja misses free throw 2 of 2,74,71
354,4,8:13.0,Defensive rebound by P. Tucker,,74,71
355,4,7:52.0,Turnover by P. Tucker (traveling),,74,71
356,4,7:52.0,,N. Vučević enters the game for M. Hezonja,74,71
357,4,7:36.0,,D. Augustin misses 2-pt jump shot from 5 ft,74,71
358,4,7:36.0,,Offensive rebound by Team,74,71
359,4,7:36.0,Loose ball foul by J. Dudley (drawn by A. Gordon),,74,71
360,4,7:33.0,,A. Gordon misses 2-pt jump shot from 17 ft,74,71
361,4,7:32.0,Defensive rebound by P. Tucker,,74,71
362,4,7:20.0,Turnover by D. Bender (traveling),,74,71
363,4,7:06.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by D. Augustin),74,73
364,4,6:39.0,P. Tucker makes 2-pt jump shot from 6 ft,,76,73
365,4,6:19.0,,D. Augustin misses 3-pt jump shot from 25 ft,76,73
366,4,6:18.0,Defensive rebound by D. Bender,,76,73
367,4,6:08.0,Turnover by T. Ulis (bad pass; steal by C. Watson),,76,73
368,4,6:06.0,,Personal take foul by D. Bender (drawn by C. Watson),76,73
369,4,6:06.0,,E. Fournier enters the game for A. Gordon,76,73
370,4,5:53.0,,N. Vučević misses 2-pt hook shot from 6 ft,76,73
371,4,5:51.0,Defensive rebound by D. Bender,,76,73
372,4,5:37.0,Turnover by T. Ulis (bad pass; steal by N. Vučević),,76,73
373,4,5:31.0,,N. Vučević makes 2-pt layup from 2 ft (assist by C. Watson),76,75
374,4,5:21.0,Phoenix full timeout,,76,75
375,4,5:21.0,D. Booker enters the game for D. Bender,,76,75
376,4,5:21.0,E. Bledsoe enters the game for L. Barbosa,,76,75
377,4,5:21.0,A. Len enters the game for T. Ulis,,76,75
378,4,5:21.0,,S. Ibaka enters the game for B. Biyombo,76,75
379,4,5:08.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,79,75
380,4,4:45.0,,C. Watson misses 3-pt jump shot from 26 ft,79,75
381,4,4:43.0,Defensive rebound by E. Bledsoe,,79,75
382,4,4:30.0,E. Bledsoe makes 2-pt layup from 2 ft,,81,75
383,4,4:30.0,Shooting foul by N. Vučević (drawn by E. Bledsoe),,81,75
384,4,4:30.0,E. Bledsoe misses free throw 1 of 1,,81,75
385,4,4:30.0,,E. Payton enters the game for D. Augustin,81,75
386,4,4:30.0,,J. Green enters the game for C. Watson,81,75
387,4,4:28.0,,Defensive rebound by N. Vučević,81,75
388,4,4:07.0,,E. Fournier misses 3-pt jump shot from 25 ft,81,75
389,4,4:06.0,Defensive rebound by E. Bledsoe,,81,75
