,QUARTER,TIME_REMAINING,DALLAS_ACTION,ATLANTA_ACTION,DALLAS_SCORE,ATLANTA_SCORE
377,4,2:28.0,S. Curry makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,93,89
378,4,2:12.0,,P. Millsap misses 2-pt jump shot from 17 ft,93,89
379,4,2:11.0,Defensive rebound by D. Nowitzki,,93,89
380,4,1:54.0,S. Curry misses 3-pt jump shot from 25 ft,,93,89
381,4,1:53.0,,Defensive rebound by E. İlyasova,93,89
382,4,1:42.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),93,92
383,4,1:25.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,93,92
384,4,1:24.0,,Defensive rebound by T. Sefolosha,93,92
385,4,1:07.0,,E. İlyasova makes 2-pt jump shot from 15 ft (assist by P. Millsap),93,94
386,4,0:56.0,Shooting foul by E. İlyasova (drawn by S. Curry),,93,94
387,4,0:56.0,S. Curry makes free throw 1 of 2,,94,94
388,4,0:56.0,S. Curry makes free throw 2 of 2,,95,94
389,4,0:38.0,,Personal foul by S. Curry (drawn by T. Hardaway),95,94
390,4,0:38.0,,Atlanta full timeout,95,94
391,4,0:38.0,,K. Bazemore enters the game for T. Sefolosha,95,94
392,4,0:31.0,,P. Millsap makes 2-pt jump shot from 5 ft (assist by D. Schröder),95,96
393,4,0:12.0,H. Barnes misses 2-pt jump shot from 21 ft,,95,96
394,4,0:11.0,,Defensive rebound by Team,95,96
395,4,0:11.0,Loose ball foul by D. Finney-Smith (drawn by E. İlyasova),,95,96
396,4,0:11.0,,E. İlyasova makes free throw 1 of 2,95,97
397,4,0:11.0,,T. Sefolosha enters the game for T. Hardaway,95,97
398,4,0:11.0,S. Mejri enters the game for Y. Ferrell,,95,97
399,4,0:11.0,D. Harris enters the game for D. Finney-Smith,,95,98
400,4,0:11.0,Y. Ferrell enters the game for S. Mejri,,95,98
401,4,0:11.0,,M. Delaney enters the game for E. İlyasova,95,98
402,4,0:11.0,,E. İlyasova makes free throw 2 of 2,95,98
403,4,0:11.0,Dallas full timeout,,95,98
404,4,0:11.0,Turnover by D. Harris (bad pass; steal by K. Bazemore),,95,98
405,4,0:08.0,,K. Bazemore makes 2-pt dunk at rim,95,100
406,4,0:03.0,S. Curry misses 3-pt jump shot from 23 ft (block by D. Schröder),,95,100
407,4,0:03.0,Offensive rebound by Team,,95,100
408,4,0:01.0,H. Barnes misses 2-pt layup from 1 ft,,95,100
409,4,0:01.0,,Defensive rebound by T. Sefolosha,95,100
