,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHARLOTTE_ACTION,SAN ANTONIO_SCORE,CHARLOTTE_SCORE
67,1,2:44.0,,S. Hawes makes 2-pt layup from 2 ft (assist by M. Kidd-Gilchrist),23,24
68,1,2:32.0,Turnover by D. Lee (bad pass),,23,24
69,1,2:32.0,San Antonio full timeout,,23,24
70,1,2:32.0,D. Bertāns enters the game for L. Aldridge,,23,24
71,1,2:21.0,,Personal foul by P. Mills,23,24
72,1,2:09.0,,S. Hawes misses 3-pt jump shot from 24 ft,23,24
73,1,2:08.0,Defensive rebound by J. Simmons,,23,24
74,1,1:59.0,D. Lee misses 2-pt jump shot from 5 ft,,23,24
75,1,1:58.0,,Defensive rebound by F. Kaminsky,23,24
76,1,1:48.0,,F. Kaminsky misses 2-pt jump shot from 10 ft,23,24
77,1,1:48.0,,Offensive rebound by Team,23,24
78,1,1:48.0,,R. Sessions enters the game for K. Walker,23,24
79,1,1:43.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by R. Sessions),23,26
80,1,1:25.0,D. Lee misses 2-pt jump shot from 18 ft,,23,26
81,1,1:24.0,,Defensive rebound by F. Kaminsky,23,26
82,1,1:12.0,,F. Kaminsky makes 2-pt jump shot from 6 ft,23,28
83,1,1:02.0,Shooting foul by M. Kidd-Gilchrist (drawn by M. Ginóbili),,23,28
84,1,1:02.0,M. Ginóbili makes free throw 1 of 2,,24,28
85,1,1:02.0,,J. Lamb enters the game for M. Kidd-Gilchrist,24,28
86,1,1:02.0,M. Ginóbili makes free throw 2 of 2,,25,28
87,1,0:52.0,,S. Hawes misses 2-pt layup from 2 ft (block by D. Lee),25,28
88,1,0:49.0,Defensive rebound by M. Ginóbili,,25,28
89,1,0:43.0,Shooting foul by S. Hawes (drawn by D. Lee),,25,28
90,1,0:43.0,D. Lee makes free throw 1 of 2,,26,28
91,1,0:43.0,D. Lee makes free throw 2 of 2,,27,28
92,1,0:33.0,,M. Belinelli misses 2-pt jump shot from 6 ft,27,28
93,1,0:30.0,Defensive rebound by J. Simmons,,27,28
94,1,0:12.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by D. Lee),,30,28
95,1,0:05.0,,Personal foul by D. Lee (drawn by R. Sessions),30,28
96,1,0:01.0,,M. Belinelli misses 3-pt jump shot from 27 ft,30,28
97,1,0:00.0,Defensive rebound by M. Ginóbili,,30,28
98,1,0:00.0,M. Ginóbili misses 3-pt jump shot from 84 ft,,30,28
99,1,0:00.0,Offensive rebound by Team,,30,28
100,2,11:48.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by S. Hawes),30,30
101,2,11:28.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),,33,30
102,2,11:13.0,,R. Sessions makes 2-pt layup from 2 ft,33,32
103,2,11:06.0,Turnover by D. Bertāns (bad pass),,33,32
104,2,11:06.0,K. Leonard enters the game for M. Ginóbili,,33,32
105,2,10:56.0,,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by R. Sessions),33,35
106,2,10:41.0,P. Gasol misses 3-pt jump shot from 24 ft,,33,35
107,2,10:39.0,,Defensive rebound by M. Belinelli,33,35
108,2,10:27.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by S. Hawes),33,37
109,2,10:18.0,Turnover by D. Bertāns (bad pass),,33,37
110,2,10:05.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,33,37
111,2,10:02.0,Defensive rebound by K. Leonard,,33,37
112,2,9:54.0,K. Leonard makes 3-pt jump shot from 27 ft,,36,37
113,2,9:35.0,,F. Kaminsky misses 2-pt layup from 1 ft,36,37
114,2,9:35.0,,Offensive rebound by Team,36,37
115,2,9:23.0,,M. Belinelli misses 2-pt jump shot from 20 ft,36,37
116,2,9:23.0,Defensive rebound by Team,,36,37
117,2,9:02.0,T. Parker makes 2-pt jump shot from 21 ft (assist by P. Gasol),,38,37
118,2,8:46.0,,M. Belinelli makes 2-pt layup from 3 ft (assist by S. Hawes),38,39
119,2,8:46.0,San Antonio full timeout,,38,39
120,2,8:46.0,D. Green enters the game for J. Simmons,,38,39
121,2,8:46.0,L. Aldridge enters the game for D. Bertāns,,38,39
122,2,8:33.0,D. Green misses 3-pt jump shot from 26 ft,,38,39
123,2,8:32.0,,Defensive rebound by F. Kaminsky,38,39
124,2,8:19.0,,S. Hawes makes 2-pt layup from 1 ft (assist by N. Batum),38,41
125,2,8:06.0,Personal foul by M. Belinelli (drawn by T. Parker),,38,41
126,2,7:54.0,K. Leonard misses 3-pt jump shot from 25 ft,,38,41
127,2,7:53.0,,Defensive rebound by S. Hawes,38,41
128,2,7:48.0,,N. Batum makes 2-pt jump shot from 22 ft (assist by R. Sessions),38,43
129,2,7:24.0,T. Parker misses 2-pt jump shot from 3 ft,,38,43
130,2,7:23.0,Offensive rebound by L. Aldridge,,38,43
131,2,7:23.0,Shooting foul by M. Belinelli (drawn by L. Aldridge),,38,43
132,2,7:23.0,L. Aldridge makes free throw 1 of 2,,39,43
133,2,7:23.0,,J. Lamb enters the game for M. Belinelli,39,43
134,2,7:23.0,L. Aldridge makes free throw 2 of 2,,40,43
135,2,7:15.0,,Turnover by N. Batum (bad pass; steal by P. Gasol),40,43
136,2,7:05.0,K. Leonard misses 2-pt jump shot from 17 ft,,40,43
137,2,7:03.0,,Defensive rebound by J. Lamb,40,43
138,2,6:56.0,,Turnover by J. Lamb (bad pass),40,43
139,2,6:38.0,T. Parker misses 3-pt jump shot from 23 ft,,40,43
140,2,6:37.0,,Defensive rebound by J. Lamb,40,43
141,2,6:31.0,,Turnover by J. Lamb (bad pass),40,43
142,2,6:31.0,,M. Williams enters the game for S. Hawes,40,43
143,2,6:10.0,K. Leonard makes 2-pt jump shot from 9 ft,,42,43
144,2,5:56.0,,R. Sessions makes 3-pt jump shot from 26 ft,42,46
145,2,5:40.0,K. Leonard makes 2-pt jump shot from 9 ft,,44,46
146,2,5:15.0,,F. Kaminsky makes 2-pt jump shot from 9 ft (assist by N. Batum),44,48
147,2,4:58.0,T. Parker misses 2-pt jump shot from 4 ft,,44,48
148,2,4:56.0,Offensive rebound by L. Aldridge,,44,48
149,2,4:56.0,L. Aldridge makes 2-pt layup from 1 ft,,46,48
150,2,4:41.0,,Turnover by N. Batum (lost ball; steal by K. Leonard),46,48
151,2,4:36.0,D. Green misses 2-pt layup from 2 ft,,46,48
152,2,4:35.0,Offensive rebound by L. Aldridge,,46,48
153,2,4:35.0,L. Aldridge makes 2-pt dunk at rim,,48,48
154,2,4:35.0,,Charlotte full timeout,48,48
155,2,4:35.0,,K. Walker enters the game for R. Sessions,48,48
156,2,4:35.0,,M. Kidd-Gilchrist enters the game for J. Lamb,48,48
157,2,4:35.0,D. Lee enters the game for P. Gasol,,48,48
158,2,4:35.0,P. Mills enters the game for T. Parker,,48,48
159,2,4:21.0,,K. Walker makes 2-pt jump shot from 4 ft (assist by F. Kaminsky),48,50
160,2,4:21.0,,Shooting foul by L. Aldridge (drawn by K. Walker),48,50
161,2,4:21.0,,K. Walker makes free throw 1 of 1,48,51
162,2,4:03.0,L. Aldridge misses 2-pt jump shot from 19 ft,,48,51
163,2,4:00.0,Offensive rebound by P. Mills,,48,51
164,2,3:46.0,L. Aldridge misses 2-pt jump shot from 9 ft,,48,51
165,2,3:46.0,Offensive rebound by Team,,48,51
166,2,3:43.0,D. Lee makes 2-pt layup from 1 ft (assist by P. Mills),,50,51
167,2,3:27.0,,Turnover by M. Williams (bad pass; steal by P. Mills),50,51
168,2,3:21.0,L. Aldridge misses 3-pt jump shot from 28 ft,,50,51
169,2,3:18.0,,Defensive rebound by K. Walker,50,51
170,2,3:15.0,,Shooting foul by K. Leonard (drawn by K. Walker),50,51
171,2,3:15.0,,K. Walker makes free throw 1 of 2,50,52
172,2,3:15.0,,K. Walker makes free throw 2 of 2,50,53
173,2,2:59.0,K. Leonard makes 2-pt layup from 1 ft,,52,53
174,2,2:44.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,52,53
175,2,2:40.0,Defensive rebound by P. Mills,,52,53
176,2,2:30.0,D. Green makes 2-pt jump shot from 19 ft (assist by D. Lee),,54,53
177,2,2:16.0,,K. Walker misses 2-pt jump shot from 20 ft,54,53
178,2,2:14.0,,Offensive rebound by F. Kaminsky,54,53
179,2,2:13.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by L. Aldridge),54,53
180,2,2:13.0,,Offensive rebound by Team,54,53
181,2,2:13.0,Official timeout,,54,53
182,2,2:12.0,,J. Lamb enters the game for M. Kidd-Gilchrist,54,53
183,2,2:06.0,,M. Williams makes 2-pt jump shot from 21 ft (assist by F. Kaminsky),54,55
184,2,1:48.0,D. Green makes 3-pt jump shot from 26 ft (assist by K. Leonard),,57,55
185,2,1:32.0,,N. Batum makes 2-pt layup at rim (assist by F. Kaminsky),57,57
186,2,1:32.0,,Shooting foul by D. Lee (drawn by N. Batum),57,57
187,2,1:32.0,,N. Batum makes free throw 1 of 1,57,58
188,2,1:17.0,K. Leonard makes 2-pt jump shot from 16 ft,,59,58
189,2,1:05.0,,N. Batum misses 3-pt jump shot from 28 ft,59,58
190,2,1:03.0,Defensive rebound by L. Aldridge,,59,58
191,2,0:54.0,L. Aldridge misses 2-pt jump shot from 18 ft,,59,58
192,2,0:52.0,,Defensive rebound by J. Lamb,59,58
193,2,0:45.0,,J. Lamb misses 2-pt layup from 2 ft (block by D. Lee),59,58
194,2,0:44.0,,Offensive rebound by N. Batum,59,58
195,2,0:39.0,,J. Lamb makes 2-pt jump shot from 13 ft (assist by N. Batum),59,60
196,2,0:17.0,L. Aldridge misses 3-pt jump shot from 24 ft,,59,60
197,2,0:16.0,,Defensive rebound by K. Walker,59,60
198,2,0:01.0,,K. Walker misses 2-pt layup from 1 ft,59,60
199,2,0:00.0,Defensive rebound by D. Green,,59,60
200,2,0:00.0,D. Green misses 3-pt jump shot from 66 ft,,59,60
201,2,0:00.0,Offensive rebound by Team,,59,60
202,3,11:46.0,,R. Hibbert misses 2-pt hook shot from 1 ft,59,60
203,3,11:44.0,Defensive rebound by P. Gasol,,59,60
204,3,11:32.0,D. Green makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,62,60
205,3,11:16.0,,R. Hibbert misses 2-pt layup from 2 ft (block by P. Gasol),62,60
206,3,11:14.0,,Offensive rebound by K. Walker,62,60
207,3,11:09.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),62,63
208,3,10:59.0,Turnover by D. Green (bad pass; steal by M. Williams),,62,63
209,3,10:51.0,,Turnover by N. Batum (bad pass; steal by P. Gasol),62,63
210,3,10:34.0,K. Leonard makes 2-pt jump shot from 11 ft,,64,63
211,3,10:12.0,,K. Walker misses 2-pt jump shot from 7 ft,64,63
212,3,10:10.0,Defensive rebound by P. Gasol,,64,63
213,3,10:05.0,K. Leonard misses 3-pt jump shot from 26 ft,,64,63
214,3,10:04.0,,Defensive rebound by R. Hibbert,64,63
215,3,9:54.0,,Shooting foul by D. Green (drawn by R. Hibbert),64,63
216,3,9:54.0,,R. Hibbert makes free throw 1 of 2,64,64
217,3,9:54.0,,R. Hibbert makes free throw 2 of 2,64,65
218,3,9:30.0,K. Leonard makes 2-pt jump shot from 20 ft,,66,65
219,3,9:10.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 8 ft,66,65
220,3,9:09.0,Defensive rebound by Team,,66,65
221,3,8:47.0,L. Aldridge misses 2-pt jump shot from 13 ft,,66,65
222,3,8:45.0,,Defensive rebound by N. Batum,66,65
223,3,8:38.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 13 ft,66,65
224,3,8:36.0,,Offensive rebound by M. Williams,66,65
225,3,8:30.0,,R. Hibbert makes 2-pt jump shot from 18 ft (assist by K. Walker),66,67
226,3,8:18.0,K. Leonard misses 3-pt jump shot from 27 ft,,66,67
227,3,8:17.0,,Defensive rebound by N. Batum,66,67
228,3,8:12.0,,Turnover by N. Batum (bad pass; steal by L. Aldridge),66,67
229,3,8:05.0,P. Gasol makes 2-pt jump shot from 5 ft (assist by T. Parker),,68,67
230,3,7:43.0,,R. Hibbert makes 2-pt jump shot from 15 ft (assist by K. Walker),68,69
231,3,7:26.0,Personal foul by R. Hibbert (drawn by P. Gasol),,68,69
232,3,7:19.0,P. Gasol misses 2-pt jump shot from 21 ft,,68,69
233,3,7:18.0,,Defensive rebound by K. Walker,68,69
234,3,7:10.0,,R. Hibbert misses 2-pt layup from 1 ft (block by K. Leonard),68,69
235,3,7:06.0,Defensive rebound by P. Gasol,,68,69
236,3,6:48.0,L. Aldridge misses 2-pt jump shot from 13 ft,,68,69
237,3,6:46.0,,Defensive rebound by K. Walker,68,69
238,3,6:43.0,,Personal foul by K. Leonard (drawn by K. Walker),68,69
239,3,6:40.0,,Offensive foul by R. Hibbert (drawn by K. Leonard),68,69
240,3,6:40.0,,Turnover by R. Hibbert (offensive foul),68,69
241,3,6:40.0,San Antonio full timeout,,68,69
242,3,6:23.0,K. Leonard makes 2-pt jump shot from 13 ft,,70,69
243,3,6:23.0,Shooting foul by M. Kidd-Gilchrist (drawn by K. Leonard),,70,69
244,3,6:23.0,K. Leonard misses free throw 1 of 1,,70,69
245,3,6:22.0,,Defensive rebound by M. Williams,70,69
246,3,6:09.0,,N. Batum misses 2-pt jump shot from 16 ft,70,69
247,3,6:08.0,Defensive rebound by T. Parker,,70,69
248,3,5:49.0,T. Parker misses 3-pt jump shot from 25 ft,,70,69
249,3,5:48.0,Offensive rebound by K. Leonard,,70,69
250,3,5:37.0,L. Aldridge makes 2-pt jump shot from 14 ft,,72,69
251,3,5:25.0,,M. Williams misses 3-pt jump shot from 28 ft,72,69
252,3,5:24.0,Defensive rebound by P. Gasol,,72,69
253,3,5:16.0,Personal foul by M. Williams (drawn by L. Aldridge),,72,69
254,3,5:16.0,M. Ginóbili enters the game for D. Green,,72,69
255,3,5:16.0,P. Mills enters the game for T. Parker,,72,69
256,3,5:10.0,M. Ginóbili misses 2-pt jump shot from 20 ft,,72,69
257,3,5:09.0,,Defensive rebound by M. Kidd-Gilchrist,72,69
258,3,4:59.0,,M. Kidd-Gilchrist makes 2-pt layup from 3 ft,72,71
259,3,4:43.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by K. Leonard),,75,71
260,3,4:25.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,75,73
261,3,4:25.0,,Shooting foul by P. Mills (drawn by M. Kidd-Gilchrist),75,73
262,3,4:25.0,,M. Kidd-Gilchrist misses free throw 1 of 1,75,73
263,3,4:25.0,,M. Belinelli enters the game for M. Williams,75,73
264,3,4:25.0,D. Lee enters the game for P. Gasol,,75,73
265,3,4:25.0,,F. Kaminsky enters the game for N. Batum,75,73
266,3,4:24.0,Defensive rebound by D. Lee,,75,73
267,3,4:07.0,Turnover by L. Aldridge (traveling),,75,73
268,3,3:56.0,,K. Walker misses 2-pt jump shot from 15 ft,75,73
269,3,3:53.0,Defensive rebound by L. Aldridge,,75,73
270,3,3:48.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,75,73
271,3,3:46.0,Offensive rebound by K. Leonard,,75,73
272,3,3:46.0,K. Leonard makes 2-pt dunk at rim,,77,73
273,3,3:32.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,77,73
274,3,3:30.0,,Offensive rebound by R. Hibbert,77,73
275,3,3:26.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by R. Hibbert),77,76
276,3,3:07.0,K. Leonard makes 2-pt jump shot from 22 ft,,79,76
277,3,2:55.0,,Personal foul by M. Ginóbili (drawn by M. Belinelli),79,76
278,3,2:55.0,,Charlotte full timeout,79,76
279,3,2:55.0,,R. Sessions enters the game for R. Hibbert,79,76
280,3,2:55.0,,S. Hawes enters the game for K. Walker,79,76
281,3,2:55.0,J. Simmons enters the game for K. Leonard,,79,76
282,3,2:44.0,,Turnover by F. Kaminsky (bad pass; steal by M. Ginóbili),79,76
283,3,2:37.0,P. Mills makes 3-pt jump shot from 25 ft (assist by J. Simmons),,82,76
284,3,2:29.0,,Personal foul by D. Lee (drawn by F. Kaminsky),82,76
285,3,2:29.0,,F. Kaminsky misses free throw 1 of 2,82,76
286,3,2:29.0,,Offensive rebound by Team,82,76
287,3,2:29.0,,F. Kaminsky misses free throw 2 of 2,82,76
288,3,2:27.0,Defensive rebound by L. Aldridge,,82,76
289,3,2:16.0,L. Aldridge makes 2-pt hook shot from 7 ft (assist by D. Lee),,84,76
290,3,1:56.0,,R. Sessions misses 2-pt jump shot from 13 ft,84,76
291,3,1:55.0,,Offensive rebound by F. Kaminsky,84,76
292,3,1:55.0,,F. Kaminsky makes 2-pt layup from 2 ft,84,78
293,3,1:36.0,L. Aldridge misses 2-pt jump shot from 11 ft,,84,78
294,3,1:32.0,,Defensive rebound by M. Belinelli,84,78
295,3,1:24.0,,Shooting foul by M. Ginóbili (drawn by F. Kaminsky),84,78
296,3,1:24.0,,F. Kaminsky makes free throw 1 of 2,84,79
297,3,1:24.0,D. Bertāns enters the game for L. Aldridge,,84,79
298,3,1:24.0,,F. Kaminsky makes free throw 2 of 2,84,80
299,3,1:14.0,Personal foul by M. Belinelli,,84,80
300,3,1:03.0,Turnover by P. Mills (lost ball; steal by S. Hawes),,84,80
301,3,0:59.0,,R. Sessions makes 2-pt layup from 2 ft (assist by M. Belinelli),84,82
302,3,0:44.0,M. Ginóbili misses 2-pt jump shot from 3 ft,,84,82
303,3,0:42.0,,Defensive rebound by M. Kidd-Gilchrist,84,82
304,3,0:34.0,,M. Belinelli misses 3-pt jump shot from 28 ft,84,82
305,3,0:32.0,,Offensive rebound by F. Kaminsky,84,82
306,3,0:29.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by F. Kaminsky),84,84
307,3,0:03.0,Turnover by Team (shot clock),,84,84
308,3,0:01.0,,M. Belinelli misses 3-pt jump shot from 28 ft,84,84
309,3,0:00.0,Defensive rebound by M. Ginóbili,,84,84
310,4,11:45.0,Turnover by D. Lee (bad pass; steal by R. Sessions),,84,84
311,4,11:33.0,,Shooting foul by D. Lee (drawn by S. Hawes),84,84
312,4,11:33.0,,S. Hawes misses free throw 1 of 2,84,84
313,4,11:33.0,,Offensive rebound by Team,84,84
314,4,11:33.0,,S. Hawes makes free throw 2 of 2,84,85
315,4,11:21.0,P. Mills misses 3-pt jump shot from 25 ft,,84,85
316,4,11:19.0,,Defensive rebound by M. Belinelli,84,85
317,4,11:04.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,84,85
318,4,11:03.0,,Offensive rebound by S. Hawes,84,85
319,4,11:02.0,,Personal foul by M. Ginóbili (drawn by S. Hawes),84,85
320,4,11:02.0,,S. Hawes makes free throw 1 of 2,84,86
321,4,11:02.0,P. Gasol enters the game for D. Lee,,84,86
322,4,11:02.0,,S. Hawes makes free throw 2 of 2,84,87
323,4,10:45.0,P. Gasol misses 2-pt jump shot from 17 ft,,84,87
324,4,10:44.0,,Defensive rebound by N. Batum,84,87
325,4,10:30.0,,N. Batum misses 2-pt layup from 1 ft,84,87
326,4,10:29.0,Defensive rebound by P. Gasol,,84,87
327,4,10:19.0,D. Bertāns makes 3-pt jump shot from 24 ft (assist by P. Mills),,87,87
328,4,10:04.0,,Personal foul by J. Simmons (drawn by S. Hawes),87,87
329,4,10:02.0,,Personal foul by J. Simmons (drawn by S. Hawes),87,87
330,4,9:54.0,,S. Hawes misses 2-pt dunk at rim (block by D. Bertāns),87,87
331,4,9:54.0,,Offensive rebound by Team,87,87
332,4,9:41.0,,S. Hawes makes 2-pt jump shot from 11 ft,87,89
333,4,9:31.0,P. Gasol makes 2-pt layup from 2 ft (assist by P. Mills),,89,89
334,4,9:13.0,,Turnover by F. Kaminsky (lost ball),89,89
335,4,8:52.0,P. Mills misses 3-pt jump shot from 24 ft,,89,89
336,4,8:51.0,,Defensive rebound by F. Kaminsky,89,89
337,4,8:47.0,,Turnover by F. Kaminsky (bad pass; steal by M. Ginóbili),89,89
338,4,8:41.0,D. Bertāns makes 2-pt dunk at rim (assist by J. Simmons),,91,89
339,4,8:25.0,,S. Hawes makes 2-pt jump shot from 6 ft (assist by R. Sessions),91,91
340,4,8:20.0,San Antonio full timeout,,91,91
341,4,8:20.0,L. Aldridge enters the game for M. Ginóbili,,91,91
342,4,8:20.0,T. Parker enters the game for P. Mills,,91,91
343,4,8:20.0,D. Green enters the game for J. Simmons,,91,91
344,4,8:20.0,K. Leonard enters the game for D. Bertāns,,91,91
345,4,8:08.0,P. Gasol misses 2-pt jump shot from 7 ft (block by S. Hawes),,91,91
346,4,8:07.0,,Defensive rebound by S. Hawes,91,91
347,4,7:49.0,,M. Belinelli misses 3-pt jump shot from 27 ft,91,91
348,4,7:47.0,Defensive rebound by Team,,91,91
349,4,7:47.0,,K. Walker enters the game for R. Sessions,91,91
350,4,7:25.0,L. Aldridge makes 2-pt layup from 2 ft,,93,91
351,4,7:09.0,,F. Kaminsky misses 2-pt layup from 2 ft (block by L. Aldridge),93,91
352,4,7:09.0,,Offensive rebound by Team,93,91
353,4,7:02.0,,S. Hawes misses 2-pt jump shot from 21 ft,93,91
354,4,7:01.0,,Offensive rebound by M. Belinelli,93,91
355,4,7:01.0,,Shooting foul by T. Parker (drawn by M. Belinelli),93,91
356,4,7:01.0,,M. Belinelli makes free throw 1 of 2,93,92
357,4,7:01.0,,M. Belinelli misses free throw 2 of 2,93,92
358,4,6:59.0,Defensive rebound by L. Aldridge,,93,92
359,4,6:43.0,P. Gasol makes 2-pt jump shot from 16 ft (assist by K. Leonard),,95,92
360,4,6:26.0,,S. Hawes misses 2-pt layup from 1 ft,95,92
361,4,6:26.0,Defensive rebound by Team,,95,92
362,4,6:26.0,,M. Williams enters the game for F. Kaminsky,95,92
363,4,6:07.0,K. Leonard makes 2-pt jump shot from 18 ft (assist by P. Gasol),,97,92
364,4,5:44.0,,K. Walker makes 2-pt layup from 3 ft,97,94
365,4,5:32.0,Official timeout,,97,94
366,4,5:32.0,D. Lee enters the game for P. Gasol,,97,94
367,4,5:21.0,T. Parker misses 2-pt jump shot from 13 ft,,97,94
368,4,5:20.0,,Defensive rebound by M. Williams,97,94
369,4,5:03.0,,M. Williams misses 2-pt jump shot from 6 ft,97,94
370,4,5:02.0,Defensive rebound by D. Green,,97,94
371,4,4:56.0,D. Lee makes 2-pt layup from 1 ft (assist by D. Green),,99,94
372,4,4:46.0,,K. Walker makes 2-pt layup from 3 ft,99,96
373,4,4:30.0,Turnover by D. Lee (bad pass),,99,96
