,QUARTER,TIME_REMAINING,DALLAS_ACTION,BROOKLYN_ACTION,DALLAS_SCORE,BROOKLYN_SCORE
380,4,6:34.0,W. Matthews misses 2-pt jump shot from 16 ft,,93,88
381,4,6:33.0,,Defensive rebound by R. Hollis-Jefferson,93,88
382,4,6:23.0,,Shooting foul by N. Noel (drawn by B. Lopez),93,88
383,4,6:23.0,,B. Lopez makes free throw 1 of 2,93,89
384,4,6:23.0,,B. Lopez makes free throw 2 of 2,93,90
385,4,6:05.0,H. Barnes misses 2-pt jump shot from 13 ft,,93,90
386,4,6:04.0,,Defensive rebound by R. Hollis-Jefferson,93,90
387,4,5:51.0,,S. Dinwiddie makes 2-pt jump shot from 16 ft,93,92
388,4,5:34.0,W. Matthews misses 2-pt jump shot from 17 ft,,93,92
389,4,5:33.0,Offensive rebound by H. Barnes,,93,92
390,4,5:24.0,Shooting foul by S. Dinwiddie (drawn by W. Matthews),,93,92
391,4,5:24.0,W. Matthews misses free throw 1 of 2,,93,92
392,4,5:24.0,Offensive rebound by Team,,93,92
393,4,5:24.0,W. Matthews makes free throw 2 of 2,,94,92
394,4,5:04.0,,B. Lopez misses 2-pt jump shot from 22 ft,94,92
395,4,5:03.0,Defensive rebound by W. Matthews,,94,92
396,4,4:47.0,J. Barea makes 2-pt jump shot from 17 ft,,96,92
397,4,4:46.0,,Brooklyn full timeout,96,92
398,4,4:24.0,,B. Lopez makes 2-pt layup from 3 ft,96,94
399,4,3:59.0,J. Barea makes 2-pt jump shot from 15 ft,,98,94
400,4,3:44.0,,B. Lopez misses 3-pt jump shot from 25 ft,98,94
401,4,3:43.0,Defensive rebound by Team,,98,94
402,4,3:26.0,H. Barnes misses 2-pt layup from 3 ft,,98,94
403,4,3:25.0,,Defensive rebound by R. Hollis-Jefferson,98,94
404,4,3:13.0,,R. Foye makes 2-pt jump shot from 18 ft (assist by S. Dinwiddie),98,96
405,4,2:55.0,J. Barea makes 2-pt jump shot from 20 ft,,100,96
406,4,2:30.0,,Turnover by S. Dinwiddie (bad pass; steal by J. Barea),100,96
407,4,2:16.0,J. Barea makes 3-pt jump shot from 25 ft,,103,96
408,4,2:15.0,,Brooklyn full timeout,103,96
409,4,2:06.0,,R. Foye misses 3-pt jump shot from 25 ft,103,96
410,4,2:05.0,,Offensive rebound by R. Hollis-Jefferson,103,96
411,4,1:50.0,,R. Foye makes 3-pt jump shot from 25 ft,103,99
412,4,1:36.0,Personal foul by R. Foye (drawn by W. Matthews),,103,99
413,4,1:28.0,Turnover by J. Barea (bad pass; steal by S. Dinwiddie),,103,99
414,4,1:20.0,,Shooting foul by W. Matthews (drawn by R. Foye),103,99
415,4,1:20.0,,R. Foye makes free throw 1 of 2,103,100
416,4,1:20.0,D. Nowitzki enters the game for N. Noel,,103,100
417,4,1:20.0,,R. Foye makes free throw 2 of 2,103,101
418,4,1:07.0,H. Barnes makes 2-pt hook shot from 2 ft (assist by J. Barea),,105,101
419,4,0:44.0,,R. Foye misses 2-pt layup from 1 ft,105,101
420,4,0:43.0,Defensive rebound by D. Nowitzki,,105,101
421,4,0:27.0,H. Barnes makes 2-pt layup from 1 ft,,107,101
422,4,0:27.0,,Brooklyn full timeout,107,101
423,4,0:27.0,D. Finney-Smith enters the game for D. Nowitzki,,107,101
424,4,0:27.0,,Q. Acy enters the game for R. Hollis-Jefferson,107,101
425,4,0:23.0,,R. Foye misses 2-pt layup from 3 ft (block by D. Finney-Smith),107,101
426,4,0:22.0,,Offensive rebound by Team,107,101
427,4,0:20.0,,Turnover by R. Foye (lost ball),107,101
428,4,0:18.0,Personal foul by B. Lopez (drawn by W. Matthews),,107,101
429,4,0:18.0,W. Matthews makes free throw 1 of 2,,108,101
430,4,0:18.0,W. Matthews makes free throw 2 of 2,,109,101
431,4,0:14.0,,S. Dinwiddie makes 3-pt jump shot from 27 ft,109,104
432,4,0:14.0,Dallas full timeout,,109,104
433,4,0:14.0,Y. Ferrell enters the game for D. Finney-Smith,,109,104
434,4,0:10.0,Personal foul by B. Lopez (drawn by Y. Ferrell),,109,104
435,4,0:10.0,Y. Ferrell makes free throw 1 of 2,,110,104
436,4,0:10.0,D. Finney-Smith enters the game for J. Barea,,110,104
437,4,0:10.0,Y. Ferrell makes free throw 2 of 2,,111,104
438,4,0:04.0,,S. Dinwiddie misses 3-pt jump shot from 31 ft,111,104
439,4,0:01.0,,Offensive rebound by Q. Acy,111,104
