,QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
0,1,11:43.0,R. Hood makes 2-pt jump shot from 17 ft,,2,0
1,1,11:26.0,,Turnover by J. Harden (bad pass),2,0
2,1,11:12.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by G. Hayward),,5,0
3,1,10:56.0,,C. Capela makes 2-pt layup from 1 ft (assist by T. Ariza),5,2
4,1,10:34.0,J. Johnson makes 2-pt jump shot from 10 ft,,7,2
5,1,10:18.0,,T. Ariza misses 3-pt jump shot from 24 ft,7,2
6,1,10:16.0,,Offensive rebound by P. Beverley,7,2
7,1,10:06.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),7,4
8,1,9:40.0,R. Hood misses 3-pt jump shot from 24 ft,,7,4
9,1,9:38.0,,Defensive rebound by T. Ariza,7,4
10,1,9:26.0,,J. Harden makes 2-pt layup from 1 ft,7,6
11,1,9:06.0,Turnover by D. Exum (bad pass; steal by E. Gordon),,7,6
12,1,9:05.0,,Personal foul by G. Hayward (drawn by E. Gordon),7,6
13,1,8:58.0,,Shooting foul by R. Gobert (drawn by T. Ariza),7,6
14,1,8:58.0,,T. Ariza makes free throw 1 of 2,7,7
15,1,8:58.0,,T. Ariza makes free throw 2 of 2,7,8
16,1,8:49.0,Personal foul by E. Gordon (drawn by G. Hayward),,7,8
17,1,8:39.0,D. Exum misses 3-pt jump shot from 25 ft,,7,8
18,1,8:37.0,Offensive rebound by R. Hood,,7,8
19,1,8:27.0,R. Hood misses 3-pt jump shot from 25 ft,,7,8
20,1,8:26.0,,Defensive rebound by J. Harden,7,8
21,1,8:17.0,,Turnover by J. Harden (bad pass; steal by R. Hood),7,8
22,1,8:12.0,J. Johnson makes 2-pt layup from 1 ft (assist by R. Gobert),,9,8
23,1,8:02.0,,P. Beverley misses 2-pt jump shot from 4 ft,9,8
24,1,8:01.0,Defensive rebound by R. Gobert,,9,8
25,1,7:57.0,Shooting foul by P. Beverley (drawn by D. Exum),,9,8
26,1,7:57.0,D. Exum makes free throw 1 of 2,,10,8
27,1,7:57.0,D. Exum makes free throw 2 of 2,,11,8
28,1,7:33.0,,P. Beverley misses 2-pt layup from 1 ft,11,8
29,1,7:32.0,,Offensive rebound by C. Capela,11,8
30,1,7:30.0,,C. Capela misses 2-pt layup from 1 ft,11,8
31,1,7:29.0,Defensive rebound by R. Gobert,,11,8
32,1,7:10.0,R. Gobert makes 2-pt dunk at rim (assist by R. Hood),,13,8
33,1,6:52.0,,J. Harden makes 2-pt jump shot from 17 ft,13,10
34,1,6:32.0,J. Johnson misses 3-pt jump shot from 25 ft,,13,10
35,1,6:32.0,Offensive rebound by Team,,13,10
36,1,6:32.0,,Loose ball foul by C. Capela (drawn by R. Gobert),13,10
37,1,6:32.0,R. Neto enters the game for D. Exum,,13,10
38,1,6:13.0,R. Neto misses 3-pt jump shot from 25 ft,,13,10
39,1,6:12.0,,Defensive rebound by C. Capela,13,10
40,1,6:06.0,,E. Gordon makes 2-pt layup at rim,13,12
41,1,6:06.0,Utah full timeout,,13,12
42,1,6:06.0,,L. Williams enters the game for P. Beverley,13,12
43,1,5:48.0,Turnover by J. Johnson (bad pass; steal by J. Harden),,13,12
44,1,5:30.0,,J. Harden misses 3-pt jump shot from 24 ft,13,12
45,1,5:29.0,Defensive rebound by G. Hayward,,13,12
46,1,5:23.0,R. Hood makes 2-pt layup from 1 ft (assist by G. Hayward),,15,12
47,1,5:09.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by E. Gordon),15,15
48,1,4:53.0,G. Hayward misses 2-pt jump shot from 22 ft,,15,15
49,1,4:52.0,,Defensive rebound by J. Harden,15,15
50,1,4:46.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),15,17
51,1,4:27.0,Shooting foul by J. Harden (drawn by J. Johnson),,15,17
52,1,4:27.0,J. Johnson makes free throw 1 of 2,,16,17
53,1,4:27.0,J. Ingles enters the game for R. Hood,,16,17
54,1,4:27.0,,M. Harrell enters the game for C. Capela,16,17
55,1,4:27.0,,S. Dekker enters the game for E. Gordon,16,17
56,1,4:27.0,J. Johnson makes free throw 2 of 2,,17,17
57,1,4:04.0,,L. Williams misses 3-pt jump shot from 25 ft,17,17
58,1,4:03.0,Defensive rebound by G. Hayward,,17,17
59,1,3:55.0,G. Hayward makes 3-pt jump shot from 24 ft,,20,17
60,1,3:41.0,,Turnover by J. Harden (bad pass; steal by R. Gobert),20,17
61,1,3:31.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,22,17
62,1,3:10.0,,J. Harden makes 2-pt layup from 1 ft (assist by M. Harrell),22,19
63,1,2:53.0,R. Neto makes 3-pt jump shot from 25 ft (assist by J. Ingles),,25,19
64,1,2:30.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by S. Dekker),25,22
65,1,2:05.0,R. Neto misses 2-pt jump shot from 12 ft,,25,22
66,1,2:03.0,Offensive rebound by R. Gobert,,25,22
67,1,2:03.0,R. Gobert makes 2-pt layup from 2 ft,,27,22
68,1,1:49.0,,L. Williams misses 2-pt jump shot from 6 ft (block by R. Neto),27,22
69,1,1:48.0,,Offensive rebound by T. Ariza,27,22
70,1,1:42.0,,T. Ariza misses 2-pt layup from 1 ft,27,22
71,1,1:41.0,Defensive rebound by G. Hayward,,27,22
72,1,1:34.0,J. Ingles misses 3-pt jump shot from 25 ft,,27,22
73,1,1:34.0,,Defensive rebound by Team,27,22
74,1,1:34.0,,Houston full timeout,27,22
75,1,1:34.0,R. Hood enters the game for G. Hayward,,27,22
76,1,1:34.0,B. Diaw enters the game for J. Johnson,,27,22
77,1,1:34.0,J. Withey enters the game for R. Gobert,,27,22
78,1,1:20.0,,Personal foul by J. Ingles (drawn by J. Harden),27,22
79,1,1:16.0,,Turnover by J. Harden (lost ball),27,22
80,1,0:57.0,R. Hood misses 2-pt jump shot from 12 ft,,27,22
81,1,0:56.0,,Defensive rebound by T. Ariza,27,22
82,1,0:49.0,,L. Williams misses 2-pt layup from 1 ft,27,22
83,1,0:48.0,Defensive rebound by R. Hood,,27,22
84,1,0:29.0,R. Hood makes 3-pt jump shot from 23 ft (assist by R. Neto),,30,22
85,1,0:05.0,,J. Harden misses 3-pt jump shot from 25 ft,30,22
86,1,0:04.0,Defensive rebound by J. Withey,,30,22
87,2,11:44.0,,M. Harrell misses 2-pt layup from 2 ft (block by R. Neto),30,22
88,2,11:44.0,,Offensive rebound by M. Harrell,30,22
89,2,11:44.0,,Shooting foul by J. Withey (drawn by M. Harrell),30,22
90,2,11:44.0,,M. Harrell makes free throw 1 of 2,30,23
91,2,11:44.0,,M. Harrell makes free throw 2 of 2,30,24
92,2,11:36.0,Turnover by B. Diaw (bad pass; steal by P. Beverley),,30,24
93,2,11:30.0,,E. Gordon misses 3-pt jump shot from 23 ft,30,24
94,2,11:28.0,Defensive rebound by R. Hood,,30,24
95,2,11:11.0,R. Hood misses 2-pt jump shot from 6 ft,,30,24
96,2,11:10.0,Offensive rebound by J. Withey,,30,24
97,2,11:09.0,J. Withey makes 2-pt layup from 1 ft,,32,24
98,2,11:03.0,,Shooting foul by J. Withey (drawn by E. Gordon),32,24
99,2,11:03.0,,E. Gordon makes free throw 1 of 2,32,25
100,2,11:03.0,,E. Gordon makes free throw 2 of 2,32,26
101,2,10:40.0,Shooting foul by M. Harrell (drawn by R. Hood),,32,26
102,2,10:40.0,R. Hood makes 2-pt hook shot from 8 ft,,34,26
103,2,10:40.0,R. Hood makes free throw 1 of 1,,35,26
104,2,10:29.0,,E. Gordon misses 3-pt jump shot from 25 ft,35,26
105,2,10:28.0,Defensive rebound by J. Withey,,35,26
106,2,10:15.0,Personal foul by M. Harrell (drawn by J. Ingles),,35,26
107,2,10:15.0,D. Exum enters the game for R. Neto,,35,26
108,2,10:00.0,Turnover by Team (shot clock),,35,26
