,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MINNESOTA_ACTION,HOUSTON_SCORE,MINNESOTA_SCORE
132,2,9:22.0,Personal block foul by C. Aldrich (drawn by P. Beverley),,31,33
133,2,9:14.0,P. Beverley misses 2-pt jump shot from 11 ft,,31,33
134,2,9:13.0,Offensive rebound by C. Capela,,31,33
135,2,9:11.0,C. Capela makes 2-pt layup from 1 ft,,33,33
136,2,8:53.0,,N. Bjelica makes 2-pt layup from 3 ft,33,35
137,2,8:39.0,E. Gordon makes 2-pt jump shot from 18 ft (assist by P. Beverley),,35,35
138,2,8:18.0,,Z. LaVine misses 2-pt jump shot from 6 ft,35,35
139,2,8:17.0,,Offensive rebound by S. Muhammad,35,35
140,2,8:15.0,,S. Muhammad makes 2-pt layup from 2 ft,35,37
141,2,7:52.0,Shooting foul by K. Dunn (drawn by E. Gordon),,35,37
142,2,7:52.0,Houston full timeout,,35,37
143,2,7:52.0,E. Gordon makes free throw 1 of 2,,36,37
144,2,7:52.0,,G. Dieng enters the game for C. Aldrich,35,37
145,2,7:52.0,T. Ariza enters the game for P. Beverley,,35,37
146,2,7:52.0,R. Anderson enters the game for S. Dekker,,35,37
147,2,7:52.0,J. Harden enters the game for C. Brewer,,35,37
148,2,7:52.0,E. Gordon makes free throw 2 of 2,,37,37
149,2,7:39.0,,S. Muhammad misses 2-pt layup from 1 ft,37,37
150,2,7:38.0,Defensive rebound by C. Capela,,37,37
151,2,7:31.0,Personal foul by N. Bjelica (drawn by R. Anderson),,37,37
152,2,7:31.0,,K. Towns enters the game for N. Bjelica,37,37
153,2,7:19.0,J. Harden makes 2-pt layup from 2 ft,,39,37
154,2,7:01.0,,K. Towns misses 3-pt jump shot from 25 ft,39,37
155,2,7:00.0,,Offensive rebound by Team,39,37
156,2,6:49.0,,K. Dunn misses 3-pt jump shot from 25 ft,39,37
157,2,6:47.0,Defensive rebound by E. Gordon,,39,37
158,2,6:39.0,R. Anderson misses 3-pt jump shot from 26 ft,,39,37
159,2,6:37.0,Offensive rebound by E. Gordon,,39,37
160,2,6:28.0,Turnover by J. Harden (lost ball; steal by K. Dunn),,39,37
161,2,6:24.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by S. Muhammad),39,39
162,2,6:15.0,Turnover by T. Ariza (back court),,39,39
163,2,6:15.0,,A. Wiggins enters the game for S. Muhammad,39,39
164,2,6:00.0,,K. Towns makes 2-pt jump shot from 14 ft (assist by A. Wiggins),39,41
165,2,5:45.0,C. Capela makes 2-pt dunk at rim (assist by E. Gordon),,41,41
166,2,5:15.0,,K. Dunn misses 3-pt jump shot from 26 ft,41,41
167,2,5:14.0,,Offensive rebound by G. Dieng,41,41
168,2,5:02.0,,Shooting foul by R. Anderson (drawn by K. Towns),41,41
169,2,5:02.0,,Minnesota full timeout,41,41
170,2,5:02.0,,K. Towns makes free throw 1 of 2,41,42
171,2,5:02.0,P. Beverley enters the game for E. Gordon,,41,41
172,2,5:02.0,,K. Towns makes free throw 2 of 2,41,43
173,2,4:45.0,Turnover by C. Capela (traveling),,41,43
174,2,4:28.0,,A. Wiggins makes 2-pt jump shot from 18 ft (assist by Z. LaVine),41,45
175,2,4:22.0,T. Ariza misses 2-pt layup from 2 ft (block by A. Wiggins),,41,45
176,2,4:21.0,Offensive rebound by Team,,41,45
177,2,4:21.0,M. Harrell enters the game for C. Capela,,41,45
178,2,4:12.0,J. Harden misses 2-pt jump shot from 5 ft,,41,45
179,2,4:11.0,,Defensive rebound by Team,41,45
180,2,3:55.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by K. Dunn),41,48
181,2,3:42.0,J. Harden misses 3-pt jump shot from 25 ft,,41,48
182,2,3:40.0,,Defensive rebound by K. Dunn,41,48
183,2,3:34.0,,Turnover by Z. LaVine (lost ball),41,48
184,2,3:34.0,,R. Rubio enters the game for K. Dunn,41,48
185,2,3:21.0,T. Ariza misses 3-pt jump shot from 22 ft,,41,48
186,2,3:20.0,,Defensive rebound by R. Rubio,41,48
187,2,3:15.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by R. Rubio),41,50
188,2,3:01.0,J. Harden makes 2-pt jump shot from 20 ft,,43,50
189,2,2:37.0,,K. Towns misses 2-pt jump shot from 11 ft,43,50
190,2,2:35.0,Defensive rebound by T. Ariza,,43,50
191,2,2:29.0,R. Anderson misses 3-pt jump shot from 25 ft,,43,50
192,2,2:28.0,,Defensive rebound by K. Towns,43,50
193,2,2:15.0,,Shooting foul by M. Harrell (drawn by Z. LaVine),43,50
194,2,2:15.0,Houston full timeout,,43,50
195,2,2:15.0,,Z. LaVine misses free throw 1 of 2,43,50
196,2,2:15.0,,Offensive rebound by Team,43,50
197,2,2:15.0,,Z. LaVine makes free throw 2 of 2,43,51
198,2,2:12.0,Turnover by J. Harden (lost ball; steal by R. Rubio),,43,51
199,2,2:09.0,,Shooting block foul by R. Anderson (drawn by Z. LaVine),43,51
200,2,2:09.0,,Z. LaVine makes free throw 1 of 2,43,52
201,2,2:09.0,,Z. LaVine makes free throw 2 of 2,43,53
202,2,1:54.0,R. Anderson misses 3-pt jump shot from 24 ft,,43,53
203,2,1:53.0,,Defensive rebound by R. Rubio,43,53
204,2,1:42.0,,K. Towns makes 2-pt hook shot from 5 ft,43,55
205,2,1:25.0,Personal foul by Z. LaVine (drawn by J. Harden),,43,55
206,2,1:25.0,J. Harden makes free throw 1 of 2,,44,55
207,2,1:25.0,J. Harden misses free throw 2 of 2,,44,55
208,2,1:25.0,,Defensive rebound by K. Towns,44,55
209,2,1:17.0,,R. Rubio misses 2-pt layup from 1 ft (block by J. Harden),44,55
210,2,1:16.0,Defensive rebound by R. Anderson,,44,55
211,2,1:08.0,P. Beverley misses 2-pt layup from 1 ft,,44,55
212,2,1:07.0,,Defensive rebound by K. Towns,44,55
213,2,0:50.0,,K. Towns makes 2-pt layup from 2 ft (assist by Z. LaVine),44,57
214,2,0:50.0,,Shooting foul by T. Ariza (drawn by K. Towns),44,57
215,2,0:50.0,,K. Towns misses free throw 1 of 1,44,57
216,2,0:50.0,Defensive rebound by J. Harden,,44,57
217,2,0:33.0,J. Harden misses 3-pt jump shot from 25 ft,,44,57
218,2,0:32.0,,Defensive rebound by G. Dieng,44,57
219,2,0:11.0,Offensive charge foul by Z. LaVine (drawn by M. Harrell),,44,57
220,2,0:11.0,,Turnover by Z. LaVine (offensive foul),44,57
221,2,0:11.0,,K. Dunn enters the game for R. Rubio,44,57
222,2,0:11.0,,T. Jones enters the game for Z. LaVine,44,57
223,2,0:01.0,J. Harden misses 2-pt jump shot from 5 ft,,44,57
224,2,0:00.0,,Defensive rebound by G. Dieng,44,57
225,3,11:41.0,,K. Towns makes 2-pt hook shot from 7 ft,44,59
226,3,11:25.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,46,59
227,3,11:02.0,,R. Rubio makes 2-pt jump shot from 16 ft (assist by K. Towns),46,61
228,3,10:51.0,J. Harden misses 3-pt jump shot from 25 ft,,46,61
229,3,10:50.0,,Defensive rebound by K. Towns,46,61
230,3,10:35.0,,K. Towns misses 3-pt jump shot from 25 ft,46,61
231,3,10:34.0,Defensive rebound by J. Harden,,46,61
232,3,10:26.0,J. Harden makes 2-pt layup at rim,,48,61
233,3,10:16.0,N. Hilário enters the game for C. Capela,,48,61
234,3,10:07.0,,Turnover by R. Rubio (bad pass; steal by N. Hilário),48,61
235,3,10:00.0,Turnover by J. Harden (lost ball; steal by A. Wiggins),,48,61
236,3,9:54.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),48,63
237,3,9:32.0,R. Anderson misses 3-pt jump shot from 26 ft,,48,63
238,3,9:31.0,,Defensive rebound by G. Dieng,48,63
239,3,9:23.0,,A. Wiggins makes 2-pt jump shot from 21 ft (assist by Z. LaVine),48,65
240,3,9:05.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Harden),,51,65
241,3,8:45.0,,Turnover by Z. LaVine (bad pass; steal by J. Harden),51,65
242,3,8:37.0,T. Ariza misses 3-pt jump shot from 24 ft,,51,65
243,3,8:35.0,,Defensive rebound by Team,51,65
244,3,8:17.0,,Turnover by K. Towns (lost ball; steal by N. Hilário),51,65
245,3,8:12.0,T. Ariza misses 2-pt layup from 3 ft,,51,65
246,3,8:11.0,Offensive rebound by T. Ariza,,51,65
247,3,8:10.0,T. Ariza makes 2-pt layup from 1 ft,,53,65
248,3,8:09.0,,Minnesota full timeout,53,65
249,3,7:53.0,,Turnover by Z. LaVine (traveling),53,65
250,3,7:43.0,Turnover by R. Anderson (lost ball),,53,65
251,3,7:26.0,,Z. LaVine makes 2-pt jump shot from 21 ft (assist by K. Towns),53,67
252,3,7:16.0,J. Harden misses 2-pt layup from 1 ft (block by G. Dieng),,53,67
253,3,7:14.0,,Defensive rebound by A. Wiggins,53,67
254,3,7:10.0,,K. Towns makes 2-pt jump shot from 4 ft (assist by A. Wiggins),53,69
255,3,6:59.0,R. Anderson misses 3-pt jump shot from 25 ft,,53,69
256,3,6:57.0,Offensive rebound by P. Beverley,,53,69
257,3,6:42.0,T. Ariza misses 3-pt jump shot from 23 ft,,53,69
258,3,6:40.0,,Defensive rebound by K. Towns,53,69
259,3,6:33.0,,Personal foul by J. Harden (drawn by G. Dieng),53,69
260,3,6:19.0,,Turnover by K. Towns (bad pass; steal by R. Anderson),53,69
261,3,6:06.0,R. Anderson misses 3-pt jump shot from 25 ft,,53,69
262,3,6:04.0,,Defensive rebound by Team,53,69
263,3,5:48.0,,K. Towns misses 2-pt layup at rim (block by R. Anderson),53,69
264,3,5:46.0,Defensive rebound by N. Hilário,,53,69
265,3,5:41.0,P. Beverley misses 2-pt layup from 3 ft (block by G. Dieng),,53,69
266,3,5:39.0,Offensive rebound by R. Anderson,,53,69
267,3,5:39.0,Shooting foul by G. Dieng (drawn by R. Anderson),,53,69
268,3,5:39.0,R. Anderson makes free throw 1 of 2,,54,69
269,3,5:39.0,E. Gordon enters the game for P. Beverley,,54,69
270,3,5:39.0,R. Anderson makes free throw 2 of 2,,55,69
271,3,5:26.0,,G. Dieng misses 2-pt jump shot from 7 ft,55,69
272,3,5:25.0,,Offensive rebound by R. Rubio,55,69
273,3,5:22.0,,Z. LaVine misses 3-pt jump shot from 22 ft,55,69
274,3,5:21.0,,Offensive rebound by Team,55,69
275,3,5:20.0,,Personal foul by N. Hilário (drawn by K. Towns),55,69
276,3,5:14.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by K. Towns),55,71
277,3,5:00.0,E. Gordon misses 2-pt jump shot from 18 ft,,55,71
278,3,4:59.0,Offensive rebound by R. Anderson,,55,71
279,3,4:57.0,R. Anderson makes 2-pt layup from 1 ft,,57,71
280,3,4:32.0,,K. Towns makes 2-pt jump shot from 4 ft (assist by Z. LaVine),57,73
281,3,4:09.0,R. Anderson misses 2-pt jump shot from 20 ft,,57,73
282,3,4:08.0,,Defensive rebound by Z. LaVine,57,73
283,3,3:54.0,,Turnover by Z. LaVine (bad pass; steal by N. Hilário),57,73
284,3,3:49.0,T. Ariza misses 2-pt layup from 1 ft,,57,73
285,3,3:48.0,,Defensive rebound by K. Towns,57,73
286,3,3:33.0,,Z. LaVine misses 2-pt layup from 3 ft,57,73
287,3,3:31.0,Defensive rebound by E. Gordon,,57,73
288,3,3:24.0,R. Anderson makes 3-pt jump shot from 23 ft (assist by E. Gordon),,60,73
289,3,3:23.0,,Minnesota full timeout,60,73
290,3,3:23.0,M. Harrell enters the game for R. Anderson,,60,73
291,3,3:23.0,S. Dekker enters the game for N. Hilário,,60,73
292,3,3:23.0,,S. Muhammad enters the game for Z. LaVine,60,73
293,3,3:09.0,,K. Towns misses 2-pt hook shot from 5 ft,60,73
294,3,3:08.0,,Offensive rebound by S. Muhammad,60,73
295,3,3:08.0,,S. Muhammad misses 2-pt dunk from 1 ft,60,73
296,3,3:07.0,,Offensive rebound by K. Towns,60,73
297,3,3:06.0,,Shooting foul by J. Harden (drawn by K. Towns),60,73
298,3,3:06.0,,K. Towns makes free throw 1 of 2,60,74
299,3,3:06.0,,C. Aldrich enters the game for G. Dieng,60,74
300,3,3:06.0,,K. Towns makes free throw 2 of 2,60,75
301,3,2:56.0,M. Harrell makes 2-pt dunk at rim (assist by E. Gordon),,62,75
302,3,2:34.0,,A. Wiggins misses 3-pt jump shot from 25 ft,62,75
303,3,2:33.0,Defensive rebound by T. Ariza,,62,75
304,3,2:26.0,J. Harden misses 3-pt jump shot from 24 ft,,62,75
305,3,2:25.0,,Defensive rebound by K. Towns,62,75
306,3,2:13.0,,A. Wiggins misses 2-pt jump shot from 13 ft,62,75
307,3,2:12.0,Defensive rebound by T. Ariza,,62,75
308,3,1:51.0,Turnover by E. Gordon (lost ball; steal by R. Rubio),,62,75
309,3,1:47.0,,Shooting foul by J. Harden (drawn by A. Wiggins),62,75
310,3,1:47.0,Houston full timeout,,62,75
311,3,1:47.0,,A. Wiggins makes free throw 1 of 2,62,76
312,3,1:47.0,P. Beverley enters the game for T. Ariza,,62,75
313,3,1:47.0,,K. Dunn enters the game for R. Rubio,62,75
314,3,1:47.0,,A. Wiggins makes free throw 2 of 2,62,77
315,3,1:37.0,J. Harden makes 3-pt jump shot from 24 ft,,65,77
316,3,1:19.0,,K. Towns makes 2-pt jump shot from 13 ft (assist by A. Wiggins),65,79
317,3,1:04.0,S. Dekker misses 2-pt layup from 1 ft,,65,79
318,3,1:03.0,,Defensive rebound by K. Towns,65,79
319,3,0:47.0,,K. Towns misses 2-pt jump shot from 19 ft,65,79
320,3,0:46.0,Defensive rebound by P. Beverley,,65,79
321,3,0:32.0,M. Harrell misses 2-pt jump shot from 12 ft,,65,79
322,3,0:31.0,,Defensive rebound by S. Muhammad,65,79
323,3,0:11.0,,Turnover by S. Muhammad (lost ball; steal by P. Beverley),65,79
324,3,0:07.0,S. Dekker makes 2-pt dunk at rim (assist by J. Harden),,67,79
325,3,0:04.0,,Shooting block foul by P. Beverley (drawn by S. Muhammad),67,79
326,3,0:04.0,,S. Muhammad misses free throw 1 of 2,67,79
327,3,0:04.0,,Offensive rebound by Team,67,79
328,3,0:04.0,,S. Muhammad makes free throw 2 of 2,67,80
329,3,0:00.0,J. Harden misses 3-pt jump shot from 33 ft,,67,80
330,3,0:00.0,Offensive rebound by Team,,67,80
331,4,11:38.0,Personal foul by Z. LaVine (drawn by E. Gordon),,67,80
332,4,11:32.0,M. Harrell misses 2-pt jump shot from 8 ft (block by C. Aldrich),,67,80
333,4,11:31.0,,Defensive rebound by N. Bjelica,67,80
334,4,11:17.0,,Personal foul by C. Brewer (drawn by S. Muhammad),67,80
335,4,11:02.0,,Turnover by S. Muhammad (lost ball; steal by E. Gordon),67,80
336,4,10:55.0,C. Brewer misses 3-pt jump shot from 23 ft,,67,80
337,4,10:54.0,,Defensive rebound by C. Aldrich,67,80
338,4,10:48.0,,K. Dunn misses 2-pt layup from 1 ft,67,80
339,4,10:47.0,,Offensive rebound by K. Dunn,67,80
340,4,10:45.0,,K. Dunn misses 2-pt layup from 1 ft (block by C. Brewer),67,80
341,4,10:44.0,Defensive rebound by S. Dekker,,67,80
342,4,10:30.0,,R. Rubio enters the game for K. Dunn,67,80
343,4,10:24.0,S. Dekker misses 3-pt jump shot from 24 ft,,67,80
344,4,10:23.0,,Defensive rebound by R. Rubio,67,80
345,4,10:05.0,,N. Bjelica misses 3-pt jump shot from 25 ft,67,80
346,4,10:04.0,Defensive rebound by C. Brewer,,67,80
347,4,9:58.0,C. Brewer misses 2-pt layup from 3 ft (block by S. Muhammad),,67,80
348,4,9:56.0,,Defensive rebound by R. Rubio,67,80
349,4,9:49.0,,S. Muhammad misses 2-pt jump shot from 4 ft,67,80
350,4,9:48.0,Defensive rebound by E. Gordon,,67,80
351,4,9:37.0,M. Harrell makes 2-pt dunk at rim (assist by S. Dekker),,69,80
352,4,9:20.0,,Z. LaVine makes 2-pt jump shot from 20 ft (assist by C. Aldrich),69,82
353,4,9:09.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by P. Beverley),,72,82
354,4,8:44.0,,Z. LaVine misses 2-pt jump shot from 20 ft,72,82
355,4,8:43.0,Defensive rebound by P. Beverley,,72,82
356,4,8:34.0,E. Gordon misses 3-pt jump shot from 26 ft,,72,82
357,4,8:32.0,Offensive rebound by S. Dekker,,72,82
358,4,8:29.0,E. Gordon misses 3-pt jump shot from 24 ft,,72,82
359,4,8:28.0,,Defensive rebound by N. Bjelica,72,82
360,4,8:22.0,,Turnover by R. Rubio (bad pass; steal by E. Gordon),72,82
361,4,8:20.0,Personal foul by C. Aldrich (drawn by E. Gordon),,72,82
362,4,8:20.0,Houston full timeout,,72,82
363,4,8:20.0,,G. Dieng enters the game for C. Aldrich,72,82
364,4,8:20.0,,K. Towns enters the game for N. Bjelica,72,82
365,4,8:20.0,,A. Wiggins enters the game for S. Muhammad,72,82
366,4,8:10.0,C. Brewer misses 2-pt jump shot from 5 ft,,72,82
367,4,8:09.0,,Defensive rebound by G. Dieng,72,82
368,4,7:56.0,,K. Towns misses 2-pt jump shot from 19 ft,72,82
369,4,7:55.0,,Offensive rebound by Team,72,82
370,4,7:55.0,Loose ball foul by P. Beverley (drawn by A. Wiggins),,72,82
371,4,7:55.0,J. Harden enters the game for C. Brewer,,72,82
372,4,7:46.0,,A. Wiggins misses 2-pt jump shot from 12 ft,72,82
373,4,7:45.0,Defensive rebound by Team,,72,82
374,4,7:45.0,,Loose ball foul by G. Dieng (drawn by J. Harden),72,82
375,4,7:25.0,P. Beverley makes 2-pt jump shot from 6 ft (assist by S. Dekker),,74,82
376,4,7:06.0,,Z. LaVine misses 3-pt jump shot from 25 ft,74,82
377,4,7:05.0,Defensive rebound by J. Harden,,74,82
378,4,6:56.0,R. Anderson enters the game for S. Dekker,,74,82
379,4,6:56.0,Turnover by J. Harden (lost ball; steal by A. Wiggins),,74,82
380,4,6:36.0,,R. Rubio misses 2-pt jump shot from 15 ft,74,82
381,4,6:35.0,Defensive rebound by J. Harden,,74,82
382,4,6:18.0,P. Beverley misses 2-pt jump shot from 6 ft,,74,82
