,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MILWAUKEE_ACTION,OKLAHOMA CITY_SCORE,MILWAUKEE_SCORE
108,2,9:53.0,,Defensive rebound by G. Antetokounmpo,32,26
109,2,9:37.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by G. Monroe),32,28
110,2,9:25.0,V. Oladipo makes 2-pt jump shot from 18 ft (assist by S. Christon),,34,28
111,2,9:04.0,,M. Beasley misses 2-pt jump shot from 6 ft,34,28
112,2,9:03.0,Defensive rebound by E. Freedom,,34,28
113,2,8:53.0,J. Grant makes 2-pt dunk at rim (assist by J. Lauvergne),,36,28
114,2,8:33.0,,J. Terry makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),36,31
115,2,8:15.0,,J. Henson enters the game for G. Monroe,36,31
116,2,8:15.0,,T. Snell enters the game for J. Terry,36,31
117,2,8:15.0,S. Adams enters the game for J. Lauvergne,,36,31
118,2,8:15.0,R. Westbrook enters the game for S. Christon,,36,31
119,2,8:06.0,R. Westbrook misses 2-pt jump shot from 6 ft,,36,31
120,2,8:04.0,,Defensive rebound by M. Beasley,36,31
121,2,8:01.0,,J. Parker makes 2-pt dunk at rim,36,33
122,2,7:44.0,Turnover by R. Westbrook (bad pass; steal by J. Henson),,36,33
123,2,7:39.0,,Shooting foul by V. Oladipo (drawn by J. Parker),36,33
124,2,7:39.0,,J. Parker makes free throw 1 of 2,36,34
125,2,7:39.0,,J. Parker misses free throw 2 of 2,36,34
126,2,7:38.0,Defensive rebound by R. Westbrook,,36,34
127,2,7:18.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,38,34
128,2,7:08.0,,T. Snell misses 3-pt jump shot from 24 ft,38,34
129,2,7:07.0,,Offensive rebound by G. Antetokounmpo,38,34
130,2,7:01.0,,Shooting foul by E. Freedom (drawn by G. Antetokounmpo),38,34
131,2,7:01.0,,G. Antetokounmpo makes free throw 1 of 2,38,35
132,2,7:01.0,,G. Antetokounmpo misses free throw 2 of 2,38,35
133,2,7:00.0,Defensive rebound by R. Westbrook,,38,35
134,2,6:54.0,Personal foul by J. Henson (drawn by R. Westbrook),,38,35
135,2,6:43.0,R. Westbrook misses 2-pt jump shot from 16 ft,,38,35
136,2,6:42.0,Offensive rebound by E. Freedom,,38,35
137,2,6:40.0,E. Freedom makes 2-pt layup at rim,,40,35
138,2,6:20.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,40,35
139,2,6:18.0,Defensive rebound by S. Adams,,40,35
140,2,6:11.0,Personal block foul by J. Parker (drawn by V. Oladipo),,40,35
141,2,6:02.0,V. Oladipo misses 2-pt jump shot from 15 ft,,40,35
142,2,6:01.0,Offensive rebound by Team,,40,35
143,2,5:55.0,R. Westbrook makes 2-pt jump shot from 15 ft (assist by V. Oladipo),,42,35
144,2,5:44.0,,J. Parker misses 2-pt jump shot from 19 ft,42,35
145,2,5:43.0,Defensive rebound by E. Freedom,,42,35
146,2,5:40.0,Personal foul by J. Parker (drawn by S. Adams),,42,35
147,2,5:40.0,Official timeout,,42,35
148,2,5:40.0,,G. Monroe enters the game for T. Snell,42,35
149,2,5:40.0,,M. Brogdon enters the game for M. Beasley,42,35
150,2,5:35.0,R. Westbrook makes 2-pt layup from 1 ft,,44,35
151,2,5:19.0,,J. Parker misses 2-pt jump shot from 3 ft (block by J. Grant),44,35
152,2,5:17.0,,Offensive rebound by J. Parker,44,35
153,2,5:10.0,,J. Parker makes 2-pt jump shot from 7 ft,44,37
154,2,4:54.0,E. Freedom misses 2-pt layup from 3 ft (block by J. Henson),,44,37
155,2,4:51.0,,Defensive rebound by G. Antetokounmpo,44,37
156,2,4:46.0,,M. Brogdon misses 3-pt jump shot from 27 ft,44,37
157,2,4:45.0,Defensive rebound by E. Freedom,,44,37
158,2,4:38.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,47,37
159,2,4:15.0,,G. Monroe makes 2-pt layup from 2 ft,47,39
160,2,3:59.0,S. Adams makes 2-pt layup from 1 ft (assist by E. Freedom),,49,39
161,2,3:34.0,,G. Monroe makes 2-pt hook shot from 6 ft,49,41
162,2,3:22.0,A. Roberson enters the game for J. Grant,,49,41
163,2,3:19.0,Shooting foul by M. Brogdon (drawn by R. Westbrook),,49,41
164,2,3:19.0,R. Westbrook makes free throw 1 of 2,,50,41
165,2,3:19.0,R. Westbrook makes free throw 2 of 2,,51,41
166,2,2:57.0,,M. Brogdon misses 2-pt jump shot from 18 ft,51,41
167,2,2:56.0,,Offensive rebound by J. Parker,51,41
168,2,2:54.0,,J. Parker makes 2-pt layup from 1 ft,51,43
169,2,2:40.0,Turnover by R. Westbrook (bad pass; steal by G. Monroe),,51,43
170,2,2:35.0,,M. Brogdon misses 2-pt layup at rim,51,43
171,2,2:34.0,,Offensive rebound by Team,51,43
172,2,2:34.0,,Milwaukee full timeout,51,43
173,2,2:34.0,,T. Snell enters the game for M. Brogdon,51,43
174,2,2:20.0,,Turnover by J. Parker (lost ball; steal by V. Oladipo),51,43
175,2,2:04.0,V. Oladipo misses 3-pt jump shot from 25 ft,,51,43
176,2,2:03.0,,Defensive rebound by G. Antetokounmpo,51,43
177,2,1:54.0,,Shooting foul by V. Oladipo (drawn by G. Antetokounmpo),51,43
178,2,1:54.0,,G. Antetokounmpo makes 2-pt jump shot from 8 ft,51,45
179,2,1:54.0,,G. Antetokounmpo makes free throw 1 of 1,51,46
180,2,1:39.0,Personal foul by T. Snell (drawn by R. Westbrook),,51,46
181,2,1:39.0,R. Westbrook makes free throw 1 of 2,,52,46
182,2,1:39.0,J. Lauvergne enters the game for S. Adams,,52,46
183,2,1:39.0,R. Westbrook makes free throw 2 of 2,,53,46
184,2,1:18.0,,J. Henson makes 2-pt dunk at rim (assist by G. Monroe),53,48
185,2,1:03.0,R. Westbrook makes 3-pt jump shot from 28 ft,,56,48
186,2,0:44.0,,G. Monroe misses 2-pt hook shot from 2 ft,56,48
187,2,0:43.0,,Offensive rebound by G. Antetokounmpo,56,48
188,2,0:43.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,56,50
189,2,0:33.0,R. Westbrook misses 3-pt jump shot from 25 ft,,56,50
190,2,0:31.0,,Defensive rebound by G. Monroe,56,50
191,2,0:25.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,56,50
192,2,0:25.0,,Offensive rebound by Team,56,50
193,2,0:25.0,Loose ball foul by E. Freedom (drawn by G. Monroe),,56,50
194,2,0:25.0,,G. Monroe misses free throw 1 of 2,56,50
195,2,0:25.0,,Offensive rebound by Team,56,50
196,2,0:25.0,Oklahoma City full timeout,,56,50
197,2,0:25.0,,G. Monroe misses free throw 2 of 2,56,50
198,2,0:25.0,Á. Abrines enters the game for A. Roberson,,56,50
199,2,0:24.0,Defensive rebound by J. Lauvergne,,56,50
200,2,0:02.0,R. Westbrook misses 3-pt jump shot from 27 ft,,56,50
201,2,0:01.0,Offensive rebound by J. Lauvergne,,56,50
202,2,0:00.0,J. Lauvergne misses 2-pt layup at rim (block by G. Monroe),,56,50
203,2,0:00.0,Offensive rebound by Team,,56,50
204,3,11:49.0,Personal foul by J. Henson (drawn by S. Adams),,56,50
205,3,11:36.0,A. Roberson misses 3-pt jump shot from 23 ft,,56,50
206,3,11:34.0,,Defensive rebound by G. Antetokounmpo,56,50
207,3,11:19.0,,M. Brogdon makes 3-pt jump shot from 24 ft (assist by T. Snell),56,53
208,3,10:56.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by A. Roberson),,59,53
209,3,10:28.0,,J. Henson misses 2-pt jump shot from 18 ft,59,53
210,3,10:27.0,Defensive rebound by A. Roberson,,59,53
211,3,10:20.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,61,53
212,3,9:56.0,,J. Parker makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),61,56
213,3,9:36.0,R. Westbrook misses 2-pt jump shot from 17 ft,,61,56
214,3,9:35.0,,Defensive rebound by G. Antetokounmpo,61,56
215,3,9:26.0,,G. Antetokounmpo misses 2-pt layup from 1 ft (block by S. Adams),61,56
216,3,9:26.0,,Offensive rebound by Team,61,56
217,3,9:21.0,,M. Brogdon misses 3-pt jump shot from 23 ft,61,56
218,3,9:20.0,Defensive rebound by R. Westbrook,,61,56
219,3,9:19.0,Turnover by R. Westbrook (bad pass),,61,56
220,3,9:04.0,,J. Parker misses 2-pt jump shot from 15 ft,61,56
221,3,9:02.0,Defensive rebound by A. Roberson,,61,56
222,3,8:56.0,R. Westbrook misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,61,56
223,3,8:54.0,,Defensive rebound by J. Henson,61,56
224,3,8:53.0,,Shooting foul by A. Roberson (drawn by G. Antetokounmpo),61,56
225,3,8:53.0,,G. Antetokounmpo misses free throw 1 of 2,61,56
226,3,8:53.0,,Offensive rebound by Team,61,56
227,3,8:53.0,,G. Antetokounmpo misses free throw 2 of 2,61,56
228,3,8:52.0,Defensive rebound by R. Westbrook,,61,56
229,3,8:36.0,V. Oladipo misses 3-pt jump shot from 24 ft,,61,56
230,3,8:35.0,,Defensive rebound by G. Antetokounmpo,61,56
231,3,8:25.0,,J. Parker makes 2-pt hook shot from 3 ft (assist by G. Antetokounmpo),61,58
232,3,8:10.0,R. Westbrook misses 2-pt jump shot from 16 ft,,61,58
233,3,8:10.0,,Defensive rebound by Team,61,58
234,3,8:10.0,Loose ball foul by S. Adams (drawn by J. Henson),,61,58
235,3,7:45.0,,J. Parker misses 2-pt jump shot from 6 ft,61,58
236,3,7:42.0,Defensive rebound by A. Roberson,,61,58
237,3,7:40.0,Turnover by V. Oladipo (step out of bounds),,61,58
238,3,7:40.0,E. Freedom enters the game for D. Sabonis,,61,58
239,3,7:22.0,,M. Brogdon misses 2-pt layup at rim,61,58
240,3,7:20.0,,Offensive rebound by J. Henson,61,58
241,3,7:19.0,,J. Henson makes 2-pt layup from 1 ft,61,60
242,3,6:54.0,Turnover by Team (shot clock),,61,60
243,3,6:54.0,J. Grant enters the game for A. Roberson,,61,60
244,3,6:36.0,,T. Snell misses 2-pt jump shot from 5 ft (block by J. Grant),61,60
245,3,6:36.0,,Offensive rebound by Team,61,60
246,3,6:29.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,61,60
247,3,6:28.0,Defensive rebound by S. Adams,,61,60
248,3,6:22.0,Shooting foul by M. Brogdon (drawn by R. Westbrook),,61,60
249,3,6:22.0,R. Westbrook makes free throw 1 of 2,,62,60
250,3,6:22.0,,G. Monroe enters the game for J. Henson,62,60
251,3,6:22.0,R. Westbrook makes free throw 2 of 2,,63,60
252,3,6:12.0,,J. Parker misses 2-pt layup from 1 ft (block by S. Adams),63,60
253,3,6:09.0,Defensive rebound by V. Oladipo,,63,60
254,3,5:55.0,J. Grant misses 3-pt jump shot from 24 ft,,63,60
255,3,5:54.0,,Defensive rebound by T. Snell,63,60
256,3,5:31.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,63,60
257,3,5:30.0,Defensive rebound by S. Adams,,63,60
258,3,5:21.0,R. Westbrook misses 2-pt jump shot from 16 ft,,63,60
259,3,5:20.0,,Defensive rebound by T. Snell,63,60
260,3,5:08.0,,Shooting foul by R. Westbrook (drawn by J. Parker),63,60
261,3,5:08.0,,Milwaukee full timeout,63,60
262,3,5:08.0,,J. Parker makes free throw 1 of 2,63,61
263,3,5:08.0,,J. Parker makes free throw 2 of 2,63,62
264,3,4:49.0,R. Westbrook misses 3-pt jump shot from 26 ft,,63,62
265,3,4:47.0,Offensive rebound by E. Freedom,,63,62
266,3,4:46.0,E. Freedom misses 2-pt layup from 1 ft (block by J. Parker),,63,62
267,3,4:43.0,,Defensive rebound by G. Antetokounmpo,63,62
268,3,4:28.0,,J. Parker makes 3-pt jump shot from 27 ft (assist by M. Brogdon),63,65
269,3,4:16.0,R. Westbrook misses 2-pt layup from 1 ft,,63,65
270,3,4:14.0,,Defensive rebound by G. Monroe,63,65
271,3,4:10.0,,Shooting block foul by E. Freedom (drawn by G. Antetokounmpo),63,65
272,3,4:10.0,,G. Antetokounmpo makes free throw 1 of 2,63,66
273,3,4:10.0,Oklahoma City full timeout,,63,66
274,3,4:10.0,,G. Antetokounmpo misses free throw 2 of 2,63,66
275,3,4:09.0,Defensive rebound by R. Westbrook,,63,66
276,3,3:55.0,R. Westbrook misses 2-pt jump shot from 11 ft,,63,66
277,3,3:54.0,,Defensive rebound by J. Parker,63,66
278,3,3:46.0,,M. Brogdon misses 3-pt jump shot from 26 ft,63,66
279,3,3:45.0,Defensive rebound by R. Westbrook,,63,66
280,3,3:43.0,Shooting foul by T. Snell (drawn by R. Westbrook),,63,66
281,3,3:43.0,R. Westbrook makes free throw 1 of 2,,64,66
282,3,3:43.0,Á. Abrines enters the game for V. Oladipo,,64,66
283,3,3:43.0,R. Westbrook makes free throw 2 of 2,,65,66
284,3,3:26.0,,Turnover by G. Antetokounmpo (lost ball),65,66
285,3,3:26.0,,J. Terry enters the game for T. Snell,65,66
286,3,3:21.0,Shooting foul by M. Brogdon (drawn by R. Westbrook),,65,66
287,3,3:21.0,R. Westbrook makes free throw 1 of 2,,66,66
288,3,3:21.0,,T. Snell enters the game for M. Brogdon,66,66
289,3,3:21.0,R. Westbrook makes free throw 2 of 2,,67,66
290,3,2:58.0,,G. Monroe makes 2-pt jump shot from 16 ft (assist by J. Terry),67,68
291,3,2:38.0,R. Westbrook misses 3-pt jump shot from 29 ft,,67,68
292,3,2:36.0,,Defensive rebound by G. Antetokounmpo,67,68
293,3,2:33.0,,Shooting foul by Á. Abrines (drawn by G. Antetokounmpo),67,68
294,3,2:33.0,,G. Antetokounmpo misses free throw 1 of 2,67,68
295,3,2:33.0,,Offensive rebound by Team,67,68
296,3,2:33.0,S. Christon enters the game for R. Westbrook,,67,68
297,3,2:33.0,,M. Beasley enters the game for T. Snell,67,68
298,3,2:33.0,,M. Teletović enters the game for J. Parker,67,68
299,3,2:33.0,,G. Antetokounmpo makes free throw 2 of 2,67,69
300,3,2:18.0,S. Christon makes 2-pt layup at rim (assist by S. Adams),,69,69
301,3,2:03.0,,M. Teletović misses 3-pt jump shot from 27 ft,69,69
302,3,2:02.0,Defensive rebound by S. Christon,,69,69
303,3,1:41.0,J. Lauvergne enters the game for S. Adams,,69,69
304,3,1:38.0,Á. Abrines makes 3-pt jump shot from 23 ft (assist by S. Christon),,72,69
305,3,1:16.0,,M. Beasley makes 2-pt jump shot from 15 ft (assist by M. Teletović),72,71
306,3,1:00.0,Turnover by J. Lauvergne (bad pass; steal by G. Antetokounmpo),,72,71
307,3,0:57.0,,Shooting foul by S. Christon (drawn by G. Antetokounmpo),72,71
308,3,0:57.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by J. Terry),72,73
309,3,0:57.0,,G. Antetokounmpo makes free throw 1 of 1,72,74
310,3,0:41.0,E. Freedom misses 2-pt jump shot from 18 ft,,72,74
311,3,0:40.0,,Defensive rebound by M. Beasley,72,74
312,3,0:33.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),72,77
313,3,0:13.0,Á. Abrines misses 3-pt jump shot from 23 ft,,72,77
314,3,0:12.0,,Defensive rebound by M. Beasley,72,77
315,3,0:02.0,,G. Antetokounmpo makes 2-pt jump shot from 12 ft,72,79
316,4,11:42.0,,M. Teletović misses 2-pt layup from 1 ft,72,79
317,4,11:41.0,Defensive rebound by J. Lauvergne,,72,79
318,4,11:30.0,S. Christon makes 2-pt layup from 1 ft (assist by J. Grant),,74,79
319,4,11:06.0,,G. Monroe misses 2-pt layup from 2 ft,74,79
320,4,11:05.0,Defensive rebound by D. Sabonis,,74,79
321,4,10:55.0,,J. Parker enters the game for G. Antetokounmpo,74,79
322,4,10:44.0,S. Christon makes 3-pt jump shot from 28 ft (assist by D. Sabonis),,77,79
323,4,10:20.0,,M. Teletović makes 2-pt layup from 2 ft,77,81
324,4,10:20.0,,Shooting foul by Á. Abrines (drawn by M. Teletović),77,81
325,4,10:20.0,,M. Teletović makes free throw 1 of 1,77,82
326,4,10:10.0,Á. Abrines misses 3-pt jump shot from 28 ft,,77,82
327,4,10:08.0,,Defensive rebound by J. Parker,77,82
328,4,10:02.0,,Turnover by J. Parker (bad pass; steal by D. Sabonis),77,82
329,4,9:56.0,S. Christon makes 2-pt layup from 1 ft,,79,82
330,4,9:34.0,,G. Monroe makes 2-pt hook shot from 6 ft (assist by J. Terry),79,84
331,4,9:22.0,Á. Abrines misses 2-pt layup from 1 ft,,79,84
332,4,9:20.0,,Defensive rebound by M. Beasley,79,84
333,4,9:14.0,,J. Terry misses 3-pt jump shot from 24 ft,79,84
334,4,9:14.0,Defensive rebound by Team,,79,84
335,4,9:14.0,,T. Snell enters the game for M. Beasley,79,84
336,4,9:14.0,V. Oladipo enters the game for Á. Abrines,,79,84
337,4,8:57.0,Shooting foul by G. Monroe (drawn by S. Christon),,79,84
338,4,8:57.0,Official timeout,,79,84
339,4,8:57.0,S. Christon misses free throw 1 of 2,,79,84
340,4,8:57.0,Offensive rebound by Team,,79,84
341,4,8:57.0,S. Christon misses free throw 2 of 2,,79,84
342,4,8:56.0,,Defensive rebound by J. Parker,79,84
343,4,8:35.0,R. Westbrook enters the game for S. Christon,,79,84
344,4,8:35.0,,M. Brogdon enters the game for J. Terry,79,84
345,4,8:33.0,,Turnover by T. Snell (lost ball),79,84
346,4,8:14.0,V. Oladipo makes 3-pt jump shot from 28 ft,,82,84
347,4,8:00.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Teletović),82,86
348,4,7:44.0,Offensive foul by D. Sabonis (drawn by M. Teletović),,82,86
349,4,7:44.0,Turnover by D. Sabonis (offensive foul),,82,86
350,4,7:44.0,S. Adams enters the game for J. Lauvergne,,82,86
351,4,7:27.0,,Turnover by J. Parker (bad pass; steal by S. Adams),82,86
352,4,7:19.0,R. Westbrook misses 3-pt jump shot from 25 ft,,82,86
353,4,7:18.0,,Defensive rebound by G. Monroe,82,86
354,4,7:02.0,,M. Teletović misses 3-pt jump shot from 25 ft,82,86
355,4,7:01.0,Defensive rebound by R. Westbrook,,82,86
356,4,6:56.0,J. Grant makes 2-pt dunk at rim (assist by R. Westbrook),,84,86
357,4,6:38.0,,M. Brogdon misses 2-pt hook shot from 3 ft,84,86
358,4,6:37.0,Defensive rebound by V. Oladipo,,84,86
359,4,6:30.0,V. Oladipo makes 2-pt layup at rim,,86,86
360,4,6:30.0,,Milwaukee full timeout,86,86
361,4,6:30.0,,J. Henson enters the game for G. Monroe,86,86
362,4,6:30.0,,G. Antetokounmpo enters the game for M. Teletović,86,86
363,4,6:16.0,,J. Parker misses 2-pt jump shot from 16 ft,86,86
364,4,6:15.0,Defensive rebound by S. Adams,,86,86
365,4,6:06.0,,Violation by M. Brogdon (kicked ball),86,86
366,4,5:56.0,R. Westbrook makes 2-pt layup from 1 ft (assist by V. Oladipo),,88,86
367,4,5:30.0,,J. Parker makes 2-pt jump shot from 6 ft (assist by J. Henson),88,88
368,4,5:12.0,V. Oladipo misses 2-pt jump shot from 18 ft,,88,88
369,4,5:11.0,,Defensive rebound by J. Henson,88,88
370,4,5:04.0,,Shooting foul by V. Oladipo (drawn by M. Brogdon),88,88
371,4,5:04.0,,M. Brogdon makes free throw 1 of 2,88,89
372,4,5:04.0,,M. Brogdon makes free throw 2 of 2,88,90
373,4,4:46.0,V. Oladipo misses 3-pt jump shot from 27 ft,,88,90
374,4,4:45.0,,Defensive rebound by J. Henson,88,90
375,4,4:39.0,,G. Antetokounmpo makes 2-pt dunk at rim,88,92
376,4,4:31.0,R. Westbrook makes 2-pt layup from 1 ft,,90,92
377,4,4:20.0,,Offensive foul by M. Brogdon (drawn by R. Westbrook),90,92
378,4,4:20.0,,Turnover by M. Brogdon (offensive foul),90,92
379,4,4:09.0,R. Westbrook misses 2-pt jump shot from 4 ft,,90,92
