,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BOSTON_ACTION,PHILADELPHIA_SCORE,BOSTON_SCORE
212,2,2:16.0,N. Noel misses 2-pt hook shot from 4 ft,,57,57
213,2,2:11.0,,Defensive rebound by K. Olynyk,57,57
214,2,2:11.0,,Personal foul by N. Noel (drawn by K. Olynyk),57,57
215,2,2:11.0,J. Okafor enters the game for N. Noel,,57,57
216,2,2:11.0,N. Stauskas enters the game for R. Covington,,57,57
217,2,1:56.0,,J. Crowder misses 3-pt jump shot from 25 ft,57,57
218,2,1:55.0,Defensive rebound by N. Stauskas,,57,57
219,2,1:37.0,D. Šarić misses 3-pt jump shot from 25 ft,,57,57
220,2,1:36.0,,Defensive rebound by J. Crowder,57,57
221,2,1:30.0,,I. Thomas makes 3-pt jump shot from 25 ft,57,60
222,2,1:11.0,T. McConnell makes 2-pt jump shot from 7 ft,,59,60
223,2,1:04.0,,Turnover by I. Thomas (lost ball),59,60
224,2,0:47.0,T. McConnell makes 2-pt jump shot from 9 ft (assist by N. Stauskas),,61,60
225,2,0:37.0,,Personal foul by D. Šarić (drawn by K. Olynyk),61,60
226,2,0:37.0,,K. Olynyk misses free throw 1 of 2,61,60
227,2,0:37.0,,Offensive rebound by Team,61,60
228,2,0:37.0,,K. Olynyk makes free throw 2 of 2,61,61
229,2,0:37.0,Philadelphia full timeout,,61,61
230,2,0:26.0,J. Okafor misses 2-pt hook shot from 4 ft,,61,61
231,2,0:25.0,,Defensive rebound by T. Zeller,61,61
232,2,0:05.0,,I. Thomas misses 2-pt jump shot from 16 ft,61,61
233,2,0:03.0,,Offensive rebound by K. Olynyk,61,61
234,2,0:01.0,,J. Crowder misses 3-pt jump shot from 26 ft,61,61
235,2,0:00.0,,Offensive rebound by Team,61,61
236,3,11:47.0,Turnover by T. McConnell (bad pass; steal by M. Smart),,61,61
237,3,11:38.0,,I. Thomas makes 2-pt layup from 1 ft,61,63
238,3,11:27.0,Personal foul by A. Johnson (drawn by N. Noel),,61,63
239,3,11:14.0,Personal foul by A. Johnson (drawn by N. Noel),,61,63
240,3,11:05.0,G. Henderson misses 2-pt jump shot from 13 ft,,61,63
241,3,11:04.0,,Defensive rebound by A. Horford,61,63
242,3,10:55.0,,A. Horford makes 2-pt jump shot from 11 ft,61,65
243,3,10:55.0,,Shooting foul by E. İlyasova (drawn by A. Horford),61,65
244,3,10:55.0,,A. Horford makes free throw 1 of 1,61,66
245,3,10:36.0,T. McConnell makes 2-pt jump shot from 10 ft,,63,66
246,3,10:18.0,,Turnover by A. Horford (bad pass; steal by T. McConnell),63,66
247,3,10:10.0,Turnover by G. Henderson (bad pass),,63,66
248,3,10:00.0,,A. Johnson makes 2-pt dunk at rim (assist by A. Horford),63,68
249,3,10:00.0,Philadelphia full timeout,,63,68
250,3,9:41.0,,Offensive charge foul by E. İlyasova (drawn by M. Smart),63,68
251,3,9:41.0,Turnover by E. İlyasova (offensive foul),,63,68
252,3,9:41.0,D. Šarić enters the game for E. İlyasova,,63,68
253,3,9:25.0,,M. Smart misses 3-pt jump shot from 24 ft,63,68
254,3,9:24.0,,Offensive rebound by A. Johnson,63,68
255,3,9:23.0,,M. Smart makes 3-pt jump shot from 25 ft,63,71
256,3,9:04.0,R. Covington misses 3-pt jump shot from 26 ft,,63,71
257,3,9:04.0,,Defensive rebound by A. Johnson,63,71
258,3,9:00.0,,J. Crowder makes 2-pt layup from 1 ft (assist by A. Johnson),63,73
259,3,8:43.0,Personal foul by I. Thomas,,63,73
260,3,8:31.0,T. McConnell makes 2-pt jump shot from 7 ft,,65,73
261,3,8:15.0,,M. Smart misses 3-pt jump shot from 23 ft,65,73
262,3,8:15.0,Defensive rebound by R. Covington,,65,73
263,3,8:09.0,Turnover by T. McConnell (bad pass; steal by M. Smart),,65,73
264,3,8:06.0,,Turnover by M. Smart (lost ball; steal by T. McConnell),65,73
265,3,8:05.0,Personal foul by A. Horford (drawn by G. Henderson),,65,73
266,3,8:05.0,N. Stauskas enters the game for G. Henderson,,65,73
267,3,7:56.0,R. Covington misses 3-pt jump shot from 24 ft,,65,73
268,3,7:55.0,,Defensive rebound by A. Johnson,65,73
269,3,7:47.0,,Turnover by I. Thomas (lost ball; steal by R. Covington),65,73
270,3,7:27.0,D. Šarić misses 3-pt jump shot from 25 ft,,65,73
271,3,7:26.0,,Defensive rebound by I. Thomas,65,73
272,3,7:20.0,,Shooting foul by N. Noel (drawn by J. Crowder),65,73
273,3,7:20.0,,J. Crowder makes free throw 1 of 2,65,74
274,3,7:20.0,,J. Crowder misses free throw 2 of 2,65,74
275,3,7:20.0,Defensive rebound by N. Noel,,65,74
276,3,7:04.0,N. Noel makes 2-pt hook shot from 5 ft (assist by T. McConnell),,67,74
277,3,6:52.0,,A. Johnson misses 2-pt layup from 2 ft,67,74
278,3,6:51.0,Defensive rebound by D. Šarić,,67,74
279,3,6:39.0,Turnover by D. Šarić (bad pass; steal by M. Smart),,67,74
280,3,6:23.0,,Shooting foul by N. Noel (drawn by M. Smart),67,74
281,3,6:23.0,,M. Smart makes free throw 1 of 2,67,75
282,3,6:23.0,,M. Smart misses free throw 2 of 2,67,75
283,3,6:23.0,Defensive rebound by D. Šarić,,67,75
284,3,6:23.0,J. Okafor enters the game for N. Noel,,67,75
285,3,6:23.0,,K. Olynyk enters the game for A. Johnson,67,75
286,3,6:00.0,N. Stauskas misses 3-pt jump shot from 25 ft,,67,75
287,3,5:59.0,,Defensive rebound by K. Olynyk,67,75
288,3,5:46.0,,I. Thomas misses 2-pt jump shot from 4 ft,67,75
289,3,5:45.0,Defensive rebound by D. Šarić,,67,75
290,3,5:38.0,R. Covington misses 2-pt layup from 1 ft,,67,75
291,3,5:38.0,,Defensive rebound by A. Horford,67,75
292,3,5:33.0,,I. Thomas misses 3-pt jump shot from 25 ft,67,75
293,3,5:32.0,,Offensive rebound by I. Thomas,67,75
294,3,5:30.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by I. Thomas),67,77
295,3,5:30.0,,Shooting foul by J. Okafor (drawn by K. Olynyk),67,77
296,3,5:30.0,,T. Rozier enters the game for M. Smart,67,77
297,3,5:30.0,,K. Olynyk makes free throw 1 of 1,67,78
298,3,5:15.0,D. Šarić makes 2-pt jump shot from 17 ft (assist by T. McConnell),,69,78
299,3,5:00.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by I. Thomas),69,81
300,3,5:00.0,Philadelphia full timeout,,69,81
301,3,4:48.0,Personal foul by A. Horford (drawn by J. Okafor),,69,81
302,3,4:48.0,J. Okafor misses free throw 1 of 2,,69,81
303,3,4:48.0,Offensive rebound by Team,,69,81
304,3,4:48.0,J. Okafor misses free throw 2 of 2,,69,81
305,3,4:48.0,,Defensive rebound by J. Crowder,69,81
306,3,4:32.0,,J. Crowder misses 3-pt jump shot from 23 ft,69,81
307,3,4:31.0,Defensive rebound by J. Okafor,,69,81
308,3,4:25.0,Turnover by D. Šarić (lost ball),,69,81
309,3,4:11.0,,I. Thomas misses 2-pt jump shot from 14 ft,69,81
310,3,4:10.0,Defensive rebound by T. McConnell,,69,81
311,3,4:03.0,Personal foul by T. Rozier (drawn by N. Stauskas),,69,81
312,3,4:03.0,N. Stauskas misses free throw 1 of 2,,69,81
313,3,4:03.0,Offensive rebound by Team,,69,81
314,3,4:03.0,,J. Young enters the game for I. Thomas,69,81
315,3,4:03.0,N. Stauskas makes free throw 2 of 2,,70,81
316,3,3:48.0,,A. Horford misses 3-pt jump shot from 25 ft,70,81
317,3,3:47.0,Defensive rebound by R. Covington,,70,81
318,3,3:33.0,J. Okafor misses 2-pt jump shot from 6 ft,,70,81
319,3,3:33.0,,Defensive rebound by J. Young,70,81
320,3,3:25.0,,T. Rozier misses 2-pt jump shot from 15 ft,70,81
321,3,3:24.0,Defensive rebound by R. Covington,,70,81
322,3,3:18.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. McConnell),,73,81
323,3,3:17.0,,Boston full timeout,73,81
324,3,3:17.0,S. Rodríguez enters the game for R. Covington,,73,81
325,3,3:17.0,T. Luwawu-Cabarrot enters the game for T. McConnell,,73,81
326,3,3:00.0,,T. Rozier misses 2-pt layup from 2 ft (block by J. Okafor),73,81
327,3,2:59.0,Defensive rebound by D. Šarić,,73,81
328,3,2:52.0,Turnover by S. Rodríguez (bad pass),,73,81
329,3,2:44.0,,Personal foul by T. Luwawu-Cabarrot (drawn by J. Crowder),73,81
330,3,2:44.0,,J. Crowder makes free throw 1 of 2,73,82
331,3,2:44.0,,T. Zeller enters the game for A. Horford,73,82
332,3,2:44.0,,J. Crowder makes free throw 2 of 2,73,83
333,3,2:31.0,D. Šarić makes 2-pt layup from 2 ft,,75,83
334,3,2:18.0,,K. Olynyk misses 2-pt layup from 3 ft (block by J. Okafor),75,83
335,3,2:18.0,,Offensive rebound by Team,75,83
336,3,2:18.0,,M. Smart enters the game for J. Crowder,75,83
337,3,2:09.0,,Turnover by M. Smart (bad pass; steal by D. Šarić),75,83
338,3,2:04.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,,75,83
339,3,2:03.0,,Defensive rebound by Team,75,83
340,3,2:03.0,Loose ball foul by T. Luwawu-Cabarrot (drawn by M. Smart),,75,83
341,3,2:03.0,,M. Smart misses free throw 1 of 2,75,83
342,3,2:03.0,,Offensive rebound by Team,75,83
343,3,2:03.0,,M. Smart makes free throw 2 of 2,75,84
344,3,1:30.0,N. Stauskas makes 2-pt layup from 2 ft,,77,84
345,3,1:18.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by K. Olynyk),77,87
346,3,1:00.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,77,87
347,3,1:00.0,,Defensive rebound by K. Olynyk,77,87
348,3,0:56.0,,Turnover by M. Smart (bad pass),77,87
349,3,0:45.0,S. Rodríguez makes 2-pt jump shot from 13 ft,,79,87
350,3,0:29.0,,M. Smart misses 3-pt jump shot from 25 ft,79,87
351,3,0:28.0,Defensive rebound by Team,,79,87
352,3,0:08.0,N. Stauskas misses 3-pt jump shot from 26 ft,,79,87
353,3,0:07.0,,Defensive rebound by T. Zeller,79,87
354,3,0:01.0,,J. Young misses 2-pt jump shot from 11 ft,79,87
355,3,0:00.0,Defensive rebound by D. Šarić,,79,87
356,4,11:41.0,,Turnover by I. Thomas (lost ball; steal by N. Noel),79,87
357,4,11:38.0,D. Šarić makes 2-pt layup from 3 ft (assist by R. Covington),,81,87
358,4,11:38.0,Shooting foul by K. Olynyk (drawn by D. Šarić),,81,87
359,4,11:38.0,D. Šarić makes free throw 1 of 1,,82,87
360,4,11:26.0,,T. Zeller makes 2-pt layup from 3 ft (assist by K. Olynyk),82,89
361,4,11:08.0,N. Stauskas makes 2-pt jump shot from 5 ft,,84,89
362,4,10:49.0,,J. Young makes 2-pt jump shot from 4 ft (assist by M. Smart),84,91
363,4,10:49.0,,Shooting foul by N. Noel (drawn by J. Young),84,91
364,4,10:49.0,,J. Young makes free throw 1 of 1,84,92
365,4,10:39.0,S. Rodríguez makes 3-pt jump shot from 25 ft,,87,92
366,4,10:30.0,,J. Young misses 2-pt jump shot from 5 ft,87,92
367,4,10:28.0,,Offensive rebound by J. Young,87,92
368,4,10:27.0,,J. Young makes 2-pt layup from 2 ft,87,94
369,4,10:01.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by S. Rodríguez),,90,94
370,4,9:52.0,,Personal foul by S. Rodríguez (drawn by M. Smart),90,94
371,4,9:45.0,,I. Thomas makes 2-pt layup from 2 ft (assist by T. Zeller),90,96
372,4,9:43.0,Turnover by N. Noel (bad pass),,90,96
373,4,9:32.0,,I. Thomas misses 2-pt jump shot from 3 ft (block by D. Šarić),90,96
374,4,9:31.0,Defensive rebound by D. Šarić,,90,96
375,4,9:23.0,S. Rodríguez makes 3-pt jump shot from 26 ft (assist by R. Covington),,93,96
376,4,9:14.0,,Offensive foul by T. Zeller (drawn by R. Covington),93,96
377,4,9:14.0,,Turnover by T. Zeller (offensive foul),93,96
