,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
0,1,11:43.0,,T. Young makes 2-pt layup from 1 ft (assist by J. Teague),0,2
1,1,11:29.0,I. Shumpert makes 2-pt layup from 2 ft,,2,2
2,1,11:10.0,,P. George makes 2-pt jump shot from 10 ft,2,4
3,1,10:54.0,K. Love misses 2-pt jump shot from 16 ft,,2,4
4,1,10:53.0,,Defensive rebound by M. Turner,2,4
5,1,10:46.0,,T. Young misses 2-pt jump shot from 3 ft,2,4
6,1,10:46.0,Defensive rebound by K. Love,,2,4
7,1,10:33.0,K. Love makes 2-pt layup from 2 ft,,4,4
8,1,10:33.0,Shooting foul by T. Young (drawn by K. Love),,4,4
9,1,10:33.0,K. Love makes free throw 1 of 1,,5,4
10,1,10:13.0,,T. Young misses 2-pt layup from 1 ft,5,4
11,1,10:13.0,Defensive rebound by K. Love,,5,4
12,1,9:57.0,K. Irving makes 2-pt layup from 1 ft,,7,4
13,1,9:40.0,,M. Turner misses 2-pt jump shot from 21 ft,7,4
14,1,9:39.0,Defensive rebound by R. Jefferson,,7,4
15,1,9:28.0,I. Shumpert misses 2-pt jump shot from 16 ft,,7,4
16,1,9:28.0,,Defensive rebound by T. Young,7,4
17,1,9:20.0,,P. George misses 3-pt jump shot from 26 ft,7,4
18,1,9:19.0,Defensive rebound by K. Love,,7,4
19,1,9:04.0,Turnover by K. Love (lost ball; steal by P. George),,7,4
20,1,8:58.0,,P. George misses 3-pt jump shot from 26 ft,7,4
21,1,8:58.0,Defensive rebound by T. Thompson,,7,4
22,1,8:54.0,Turnover by I. Shumpert (bad pass),,7,4
23,1,8:41.0,,M. Turner makes 2-pt jump shot from 10 ft (assist by J. Teague),7,6
24,1,8:23.0,R. Jefferson misses 3-pt jump shot from 23 ft,,7,6
25,1,8:20.0,Offensive rebound by K. Love,,7,6
26,1,8:17.0,K. Irving misses 3-pt jump shot from 26 ft,,7,6
27,1,8:16.0,,Defensive rebound by T. Young,7,6
28,1,8:12.0,,T. Young makes 2-pt layup from 1 ft,7,8
29,1,7:49.0,K. Love misses 2-pt hook shot from 8 ft,,7,8
30,1,7:47.0,,Defensive rebound by M. Ellis,7,8
31,1,7:30.0,,M. Turner makes 2-pt jump shot from 13 ft (assist by P. George),7,10
