,QUARTER,TIME_REMAINING,CHICAGO_ACTION,TORONTO_ACTION,CHICAGO_SCORE,TORONTO_SCORE
0,1,11:41.0,J. Butler makes 2-pt jump shot from 20 ft,,2,0
1,1,11:22.0,,J. Valančiūnas makes 2-pt jump shot from 16 ft (assist by D. DeRozan),2,2
2,1,11:08.0,R. Rondo makes 3-pt jump shot from 26 ft (assist by P. Zipser),,5,2
3,1,10:54.0,,Turnover by S. Ibaka (lost ball; steal by R. Rondo),5,2
4,1,10:37.0,P. Zipser misses 3-pt jump shot from 27 ft,,5,2
5,1,10:36.0,,Defensive rebound by J. Valančiūnas,5,2
6,1,10:36.0,,Personal foul by R. Rondo (drawn by J. Valančiūnas),5,2
7,1,10:14.0,,D. Carroll misses 2-pt layup from 2 ft (block by R. Lopez),5,2
8,1,10:12.0,Defensive rebound by J. Butler,,5,2
9,1,9:54.0,R. Rondo makes 2-pt layup from 2 ft,,7,2
10,1,9:43.0,,C. Joseph misses 2-pt jump shot from 12 ft,7,2
11,1,9:43.0,Defensive rebound by N. Mirotić,,7,2
12,1,9:36.0,Turnover by R. Rondo (bad pass; steal by D. Carroll),,7,2
13,1,9:24.0,,S. Ibaka makes 2-pt jump shot from 17 ft,7,4
14,1,9:09.0,R. Rondo makes 3-pt jump shot from 24 ft (assist by J. Butler),,10,4
15,1,8:53.0,,D. DeRozan makes 2-pt layup from 2 ft,10,6
16,1,8:35.0,R. Lopez misses 2-pt jump shot from 20 ft,,10,6
17,1,8:35.0,,Defensive rebound by S. Ibaka,10,6
18,1,8:28.0,Violation by P. Zipser (kicked ball),,10,6
19,1,8:12.0,,D. Carroll misses 3-pt jump shot from 25 ft,10,6
20,1,8:12.0,Defensive rebound by R. Rondo,,10,6
21,1,7:56.0,R. Lopez makes 2-pt hook shot from 6 ft (assist by R. Rondo),,12,6
22,1,7:56.0,Shooting foul by D. Carroll (drawn by R. Lopez),,12,6
23,1,7:56.0,R. Lopez makes free throw 1 of 1,,13,6
24,1,7:56.0,,Toronto full timeout,13,6
25,1,7:34.0,,D. DeRozan misses 2-pt layup from 3 ft (block by R. Lopez),13,6
26,1,7:33.0,,Offensive rebound by D. DeRozan,13,6
27,1,7:31.0,,D. DeRozan misses 2-pt jump shot from 2 ft,13,6
28,1,7:31.0,Defensive rebound by Team,,13,6
29,1,7:31.0,,Loose ball foul by S. Ibaka (drawn by R. Lopez),13,6
30,1,7:16.0,J. Butler makes 2-pt layup from 1 ft,,15,6
31,1,7:03.0,,C. Joseph misses 3-pt jump shot from 24 ft,15,6
32,1,7:03.0,Defensive rebound by R. Rondo,,15,6
33,1,6:41.0,Turnover by P. Zipser (lost ball; steal by C. Joseph),,15,6
34,1,6:31.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by S. Ibaka),15,9
35,1,6:26.0,Shooting foul by D. Carroll (drawn by J. Butler),,15,9
36,1,6:26.0,J. Butler makes free throw 1 of 2,,16,9
37,1,6:26.0,,P. Tucker enters the game for D. Carroll,16,9
38,1,6:26.0,J. Butler makes free throw 2 of 2,,17,9
39,1,6:11.0,,S. Ibaka makes 3-pt jump shot from 27 ft (assist by D. DeRozan),17,12
40,1,5:54.0,N. Mirotić misses 3-pt jump shot from 26 ft,,17,12
41,1,5:54.0,Offensive rebound by R. Rondo,,17,12
42,1,5:49.0,R. Rondo makes 2-pt layup from 1 ft,,19,12
43,1,5:31.0,,D. DeRozan misses 3-pt jump shot from 24 ft,19,12
44,1,5:31.0,Defensive rebound by P. Zipser,,19,12
45,1,5:16.0,Shooting foul by J. Valančiūnas (drawn by J. Butler),,19,12
46,1,5:16.0,J. Butler makes free throw 1 of 2,,20,12
47,1,5:16.0,,J. Poeltl enters the game for J. Valančiūnas,20,12
48,1,5:16.0,D. Valentine enters the game for P. Zipser,,20,12
49,1,5:16.0,J. Butler makes free throw 2 of 2,,21,12
50,1,5:03.0,,D. DeRozan misses 2-pt jump shot from 9 ft,21,12
51,1,5:02.0,Defensive rebound by D. Valentine,,21,12
52,1,5:00.0,Turnover by D. Valentine (lost ball; steal by P. Tucker),,21,12
53,1,4:56.0,,P. Tucker misses 3-pt jump shot from 22 ft,21,12
54,1,4:55.0,,Offensive rebound by J. Poeltl,21,12
55,1,4:49.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by D. DeRozan),21,15
56,1,4:48.0,Chicago full timeout,,21,15
57,1,4:31.0,R. Lopez makes 2-pt hook shot from 7 ft (assist by J. Butler),,23,15
58,1,4:13.0,,D. DeRozan makes 2-pt layup from 3 ft,23,17
59,1,3:57.0,R. Rondo makes 2-pt layup from 3 ft,,25,17
60,1,3:45.0,,S. Ibaka misses 2-pt hook shot from 5 ft,25,17
61,1,3:44.0,,Offensive rebound by J. Poeltl,25,17
62,1,3:39.0,,Turnover by C. Joseph (traveling),25,17
63,1,3:39.0,B. Portis enters the game for N. Mirotić,,25,17
64,1,3:30.0,Turnover by R. Rondo (bad pass),,25,17
65,1,3:18.0,,D. DeRozan makes 2-pt jump shot from 17 ft,25,19
66,1,3:01.0,J. Butler misses 2-pt layup from 2 ft,,25,19
67,1,3:01.0,,Defensive rebound by S. Ibaka,25,19
68,1,2:49.0,,D. DeRozan makes 2-pt jump shot from 5 ft,25,21
69,1,2:27.0,R. Lopez makes 2-pt jump shot from 19 ft (assist by R. Rondo),,27,21
70,1,2:12.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by D. DeRozan),27,23
71,1,1:56.0,R. Rondo misses 3-pt jump shot from 26 ft,,27,23
72,1,1:55.0,,Defensive rebound by S. Ibaka,27,23
73,1,1:46.0,,D. DeRozan makes 2-pt jump shot from 18 ft,27,25
74,1,1:24.0,B. Portis makes 2-pt jump shot from 5 ft,,29,25
75,1,1:12.0,,S. Ibaka makes 2-pt jump shot from 13 ft,29,27
76,1,0:50.0,Shooting foul by P. Tucker (drawn by J. Butler),,29,27
77,1,0:50.0,J. Butler makes free throw 1 of 2,,30,27
78,1,0:50.0,,D. Wright enters the game for C. Joseph,30,27
79,1,0:50.0,,P. Patterson enters the game for S. Ibaka,30,27
80,1,0:50.0,C. Felício enters the game for R. Lopez,,30,27
81,1,0:50.0,M. Carter-Williams enters the game for R. Rondo,,30,27
82,1,0:50.0,J. Butler makes free throw 2 of 2,,31,27
83,1,0:29.0,,D. DeRozan misses 2-pt jump shot from 18 ft,31,27
84,1,0:28.0,,Offensive rebound by P. Tucker,31,27
85,1,0:09.0,,Personal foul by B. Portis (drawn by P. Patterson),31,27
86,1,0:00.0,,D. DeRozan misses 2-pt jump shot from 17 ft,31,27
87,1,0:00.0,,Offensive rebound by Team,31,27
88,2,11:35.0,,P. Tucker misses 2-pt jump shot from 6 ft (block by P. Zipser),31,27
89,2,11:35.0,,Offensive rebound by J. Poeltl,31,27
90,2,11:34.0,,Turnover by Team (shot clock),31,27
91,2,11:21.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,31,27
92,2,11:20.0,Offensive rebound by C. Felício,,31,27
93,2,11:16.0,D. Valentine misses 3-pt jump shot from 25 ft,,31,27
94,2,11:15.0,,Defensive rebound by P. Tucker,31,27
95,2,11:02.0,,N. Powell misses 3-pt jump shot from 26 ft,31,27
96,2,11:02.0,,Offensive rebound by P. Patterson,31,27
97,2,10:54.0,,Turnover by D. Wright (lost ball; steal by C. Felício),31,27
98,2,10:50.0,C. Felício makes 2-pt dunk at rim (assist by M. Carter-Williams),,33,27
99,2,10:39.0,,Shooting foul by M. Carter-Williams (drawn by N. Powell),33,27
100,2,10:39.0,,N. Powell makes free throw 1 of 2,33,28
101,2,10:39.0,,N. Powell makes free throw 2 of 2,33,29
102,2,10:22.0,B. Portis makes 3-pt jump shot from 24 ft (assist by P. Zipser),,36,29
103,2,10:10.0,,N. Powell misses 2-pt layup from 2 ft,36,29
104,2,10:10.0,Defensive rebound by D. Valentine,,36,29
105,2,10:03.0,D. Valentine makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,39,29
106,2,10:03.0,,Toronto full timeout,39,29
107,2,9:40.0,,N. Powell makes 2-pt layup from 1 ft,39,31
108,2,9:23.0,B. Portis misses 2-pt layup from 5 ft,,39,31
109,2,9:23.0,,Defensive rebound by J. Poeltl,39,31
110,2,9:20.0,,Turnover by J. Poeltl (lost ball; steal by D. Valentine),39,31
111,2,9:19.0,Clear path foul by P. Patterson,,39,31
112,2,9:19.0,B. Portis makes clear path free throw 1 of 2,,40,31
113,2,9:19.0,B. Portis makes clear path free throw 2 of 2,,41,31
114,2,9:12.0,D. Valentine misses 2-pt layup from 5 ft,,41,31
115,2,9:11.0,,Defensive rebound by D. Wright,41,31
116,2,9:04.0,,Offensive foul by J. Poeltl (drawn by M. Carter-Williams),41,31
117,2,9:04.0,,Turnover by J. Poeltl (offensive foul),41,31
118,2,8:43.0,Turnover by D. Valentine (traveling),,41,31
119,2,8:37.0,,Offensive foul by J. Poeltl (drawn by D. Valentine),41,31
120,2,8:37.0,,Turnover by J. Poeltl (offensive foul),41,31
121,2,8:37.0,,J. Valančiūnas enters the game for J. Poeltl,41,31
122,2,8:29.0,M. Carter-Williams misses 2-pt layup from 2 ft,,41,31
123,2,8:29.0,Offensive rebound by C. Felício,,41,31
124,2,8:29.0,Shooting foul by P. Tucker (drawn by C. Felício),,41,31
125,2,8:29.0,C. Felício makes free throw 1 of 2,,42,31
126,2,8:29.0,C. Felício misses free throw 2 of 2,,42,31
127,2,8:29.0,,D. Carroll enters the game for P. Tucker,42,31
128,2,8:28.0,,Defensive rebound by J. Valančiūnas,42,31
129,2,8:12.0,,P. Patterson makes 2-pt jump shot from 6 ft,42,33
130,2,7:58.0,B. Portis makes 2-pt jump shot from 20 ft,,44,33
131,2,7:38.0,,Turnover by D. Wright (traveling),44,33
132,2,7:26.0,B. Portis misses 3-pt jump shot from 26 ft,,44,33
133,2,7:26.0,Offensive rebound by Team,,44,33
134,2,7:26.0,,Loose ball foul by J. Valančiūnas (drawn by C. Felício),44,33
135,2,7:26.0,,S. Ibaka enters the game for D. Wright,44,33
136,2,7:26.0,,D. DeRozan enters the game for P. Patterson,44,33
137,2,7:26.0,,C. Joseph enters the game for N. Powell,44,33
138,2,7:26.0,J. Butler enters the game for D. Valentine,,44,33
139,2,7:26.0,R. Rondo enters the game for M. Carter-Williams,,44,33
140,2,7:19.0,C. Felício makes 2-pt jump shot from 20 ft (assist by R. Rondo),,46,33
141,2,6:59.0,,S. Ibaka misses 2-pt jump shot from 15 ft,46,33
142,2,6:59.0,Defensive rebound by B. Portis,,46,33
143,2,6:51.0,P. Zipser makes 3-pt jump shot from 27 ft (assist by R. Rondo),,49,33
144,2,6:50.0,,Toronto full timeout,49,33
145,2,6:50.0,D. Valentine enters the game for J. Butler,,49,33
146,2,6:37.0,,Personal foul by P. Zipser (drawn by D. DeRozan),49,33
147,2,6:37.0,J. Butler enters the game for D. Valentine,,49,33
148,2,6:25.0,,Shooting foul by R. Rondo (drawn by D. Carroll),49,33
149,2,6:25.0,,D. Carroll makes free throw 1 of 2,49,34
150,2,6:25.0,,D. Carroll makes free throw 2 of 2,49,35
151,2,6:03.0,J. Butler misses 3-pt jump shot from 26 ft,,49,35
152,2,6:02.0,,Defensive rebound by D. Carroll,49,35
153,2,5:52.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by C. Joseph),49,38
154,2,5:52.0,Chicago full timeout,,49,38
155,2,5:52.0,R. Lopez enters the game for C. Felício,,49,38
156,2,5:30.0,P. Zipser misses 2-pt layup from 3 ft,,49,38
157,2,5:29.0,Offensive rebound by R. Lopez,,49,38
158,2,5:28.0,R. Lopez misses 2-pt layup from 1 ft,,49,38
159,2,5:27.0,Offensive rebound by R. Lopez,,49,38
160,2,5:27.0,R. Lopez misses 2-pt layup from 1 ft,,49,38
161,2,5:27.0,,Defensive rebound by Team,49,38
162,2,5:16.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by D. DeRozan),49,40
163,2,4:48.0,J. Butler makes 2-pt jump shot from 14 ft (assist by R. Rondo),,51,40
164,2,4:32.0,,D. Carroll misses 3-pt jump shot from 25 ft,51,40
165,2,4:32.0,,Offensive rebound by S. Ibaka,51,40
166,2,4:18.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by D. Carroll),51,42
167,2,3:56.0,P. Zipser misses 3-pt jump shot from 24 ft,,51,42
168,2,3:56.0,,Defensive rebound by J. Valančiūnas,51,42
169,2,3:44.0,,C. Joseph makes 3-pt jump shot from 24 ft (assist by D. DeRozan),51,45
170,2,3:44.0,Chicago full timeout,,51,45
171,2,3:44.0,D. Valentine enters the game for P. Zipser,,51,45
172,2,3:44.0,N. Mirotić enters the game for B. Portis,,51,45
173,2,3:22.0,R. Rondo makes 3-pt jump shot from 25 ft (assist by J. Butler),,54,45
