,QUARTER,TIME_REMAINING,MIAMI_ACTION,MINNESOTA_ACTION,MIAMI_SCORE,MINNESOTA_SCORE
380,4,1:45.0,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),,114,107
381,4,1:25.0,,S. Muhammad misses 2-pt layup from 1 ft,114,107
382,4,1:24.0,Defensive rebound by J. Johnson,,114,107
383,4,1:04.0,J. Johnson misses 2-pt jump shot from 11 ft,,114,107
384,4,1:03.0,,Defensive rebound by A. Wiggins,114,107
385,4,0:52.0,,K. Towns misses 3-pt jump shot from 25 ft,114,107
386,4,0:51.0,Defensive rebound by R. McGruder,,114,107
387,4,0:39.0,Turnover by J. Johnson (bad pass; steal by K. Towns),,114,107
388,4,0:34.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by T. Jones),114,110
389,4,0:30.0,Personal take foul by A. Wiggins (drawn by J. Johnson),,114,110
390,4,0:30.0,Miami full timeout,,114,110
391,4,0:30.0,O. White enters the game for H. Whiteside,,114,110
392,4,0:30.0,Miami full timeout,,114,110
393,4,0:25.0,Turnover by O. White (bad pass; steal by A. Wiggins),,114,110
394,4,0:22.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),114,112
395,4,0:22.0,,Shooting foul by O. White (drawn by A. Wiggins),114,112
396,4,0:22.0,H. Whiteside enters the game for O. White,,114,112
397,4,0:22.0,,A. Wiggins makes free throw 1 of 1,114,113
398,4,0:19.0,Turnover by J. Johnson (bad pass; steal by A. Wiggins),,114,113
399,4,0:11.0,,A. Wiggins misses 2-pt jump shot from 19 ft,114,113
400,4,0:09.0,Defensive rebound by H. Whiteside,,114,113
401,4,0:09.0,Personal take foul by K. Towns (drawn by H. Whiteside),,114,113
402,4,0:09.0,H. Whiteside misses free throw 1 of 2,,114,113
403,4,0:09.0,Offensive rebound by Team,,114,113
404,4,0:09.0,,G. Dieng enters the game for S. Muhammad,114,113
405,4,0:09.0,,S. Muhammad enters the game for G. Dieng,115,113
406,4,0:09.0,H. Whiteside makes free throw 2 of 2,,115,113
407,4,0:09.0,,Minnesota full timeout,115,113
408,4,0:01.0,,A. Wiggins misses 2-pt jump shot from 15 ft,115,113
409,4,0:00.0,Defensive rebound by D. Waiters,,115,113
