,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
0,1,11:44.0,Turnover by J. Holiday (bad pass; steal by G. Dieng),,0,0
1,1,11:28.0,,K. Towns misses 2-pt jump shot from 19 ft,0,0
2,1,11:27.0,Defensive rebound by B. Hield,,0,0
3,1,11:17.0,S. Hill makes 3-pt jump shot from 23 ft (assist by J. Holiday),,3,0
4,1,11:00.0,,B. Rush misses 3-pt jump shot from 25 ft,3,0
5,1,10:59.0,,Offensive rebound by A. Wiggins,3,0
6,1,10:54.0,,R. Rubio misses 3-pt jump shot from 25 ft,3,0
7,1,10:53.0,Defensive rebound by S. Hill,,3,0
8,1,10:35.0,Turnover by D. Cunningham (traveling),,3,0
9,1,10:21.0,,G. Dieng makes 3-pt jump shot from 23 ft (assist by B. Rush),3,3
10,1,10:04.0,B. Hield makes 2-pt layup from 1 ft (assist by S. Hill),,5,3
11,1,10:04.0,Shooting foul by B. Rush (drawn by B. Hield),,5,3
12,1,10:04.0,B. Hield makes free throw 1 of 1,,6,3
13,1,9:59.0,,B. Rush makes 2-pt dunk at rim (assist by R. Rubio),6,5
14,1,9:45.0,A. Davis makes 2-pt dunk at rim (assist by B. Hield),,8,5
15,1,9:25.0,,R. Rubio makes 2-pt layup from 1 ft,8,7
16,1,9:17.0,B. Hield misses 3-pt jump shot from 25 ft,,8,7
17,1,9:16.0,,Defensive rebound by K. Towns,8,7
18,1,9:14.0,,Shooting foul by B. Hield (drawn by B. Rush),8,7
19,1,9:14.0,,B. Rush makes free throw 1 of 2,8,8
20,1,9:14.0,,B. Rush misses free throw 2 of 2,8,8
21,1,9:14.0,Defensive rebound by A. Davis,,8,8
22,1,9:05.0,Turnover by J. Holiday (back court),,8,8
23,1,9:05.0,New Orleans full timeout,,8,8
24,1,8:54.0,,A. Wiggins makes 2-pt layup at rim,8,10
25,1,8:34.0,Turnover by J. Holiday (lost ball; steal by G. Dieng),,8,10
26,1,8:24.0,,Shooting foul by A. Davis (drawn by R. Rubio),8,10
27,1,8:24.0,,R. Rubio makes free throw 1 of 2,8,11
28,1,8:24.0,,R. Rubio misses free throw 2 of 2,8,11
29,1,8:24.0,Defensive rebound by D. Cunningham,,8,11
30,1,8:04.0,Shooting foul by K. Towns (drawn by A. Davis),,8,11
31,1,8:04.0,A. Davis makes free throw 1 of 2,,9,11
32,1,8:04.0,A. Davis makes free throw 2 of 2,,10,11
33,1,7:50.0,,K. Towns misses 3-pt jump shot from 25 ft,10,11
34,1,7:49.0,Defensive rebound by J. Holiday,,10,11
35,1,7:39.0,D. Cunningham makes 2-pt dunk at rim (assist by J. Holiday),,12,11
36,1,7:18.0,,K. Towns makes 2-pt hook shot from 7 ft,12,13
37,1,7:06.0,S. Hill misses 3-pt jump shot from 25 ft,,12,13
38,1,7:05.0,,Defensive rebound by R. Rubio,12,13
39,1,6:52.0,,Turnover by K. Towns (lost ball; steal by A. Davis),12,13
40,1,6:48.0,Personal block foul by R. Rubio (drawn by B. Hield),,12,13
41,1,6:39.0,A. Davis makes 2-pt jump shot from 20 ft (assist by S. Hill),,14,13
42,1,6:24.0,,R. Rubio makes 2-pt layup at rim,14,15
43,1,6:12.0,A. Davis makes 2-pt jump shot from 18 ft,,16,15
44,1,5:45.0,,K. Towns makes 2-pt dunk at rim,16,17
45,1,5:36.0,A. Davis makes 3-pt jump shot from 24 ft (assist by J. Holiday),,19,17
46,1,5:21.0,,Shooting foul by D. Cunningham (drawn by K. Towns),19,17
47,1,5:21.0,,K. Towns makes free throw 1 of 2,19,18
48,1,5:21.0,L. Galloway enters the game for B. Hield,,19,18
49,1,5:21.0,,K. Towns makes free throw 2 of 2,19,19
50,1,5:06.0,D. Cunningham misses 2-pt jump shot from 18 ft,,19,19
51,1,5:05.0,,Defensive rebound by B. Rush,19,19
52,1,4:49.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by G. Dieng),19,22
53,1,4:37.0,A. Davis misses 2-pt jump shot from 20 ft,,19,22
54,1,4:36.0,,Defensive rebound by K. Towns,19,22
55,1,4:23.0,,R. Rubio misses 2-pt jump shot from 18 ft,19,22
56,1,4:22.0,,Offensive rebound by K. Towns,19,22
57,1,4:22.0,,K. Towns makes 2-pt dunk at rim,19,24
58,1,4:01.0,J. Holiday makes 2-pt jump shot from 20 ft,,21,24
59,1,3:47.0,,Turnover by K. Towns (traveling),21,24
60,1,3:47.0,,S. Muhammad enters the game for B. Rush,21,24
61,1,3:47.0,D. Motiejūnas enters the game for D. Cunningham,,21,24
62,1,3:29.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,21,24
63,1,3:28.0,,Defensive rebound by G. Dieng,21,24
