,QUARTER,TIME_REMAINING,INDIANA_ACTION,CLEVELAND_ACTION,INDIANA_SCORE,CLEVELAND_SCORE
0,1,11:36.0,T. Young misses 2-pt jump shot from 6 ft (block by L. James),,0,0
1,1,11:34.0,,Defensive rebound by K. Love,0,0
2,1,11:31.0,,L. James misses 2-pt layup from 1 ft (block by M. Turner),0,0
3,1,11:31.0,,Offensive rebound by Team,0,0
4,1,11:25.0,,J. Smith misses 3-pt jump shot from 23 ft,0,0
5,1,11:25.0,,Offensive rebound by T. Thompson,0,0
6,1,11:20.0,,Turnover by K. Irving (step out of bounds),0,0
7,1,11:07.0,P. George misses 3-pt jump shot from 25 ft,,0,0
8,1,11:07.0,,Defensive rebound by K. Love,0,0
9,1,10:56.0,,Turnover by K. Irving (bad pass; steal by T. Young),0,0
10,1,10:52.0,P. George makes 2-pt dunk at rim,,2,0
11,1,10:33.0,,Turnover by L. James (bad pass; steal by T. Young),2,0
12,1,10:29.0,Shooting foul by K. Irving (drawn by T. Young),,2,0
13,1,10:29.0,T. Young makes free throw 1 of 2,,3,0
14,1,10:29.0,T. Young misses free throw 2 of 2,,3,0
15,1,10:28.0,,Defensive rebound by K. Love,3,0
16,1,10:26.0,,Personal foul by M. Turner (drawn by K. Love),3,0
17,1,10:14.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Love),3,2
18,1,10:00.0,P. George makes 3-pt jump shot from 25 ft (assist by J. Teague),,6,2
19,1,9:45.0,,K. Irving misses 3-pt jump shot from 24 ft,6,2
20,1,9:45.0,Defensive rebound by P. George,,6,2
21,1,9:31.0,M. Turner misses 2-pt layup from 2 ft (block by T. Thompson),,6,2
22,1,9:30.0,,Defensive rebound by T. Thompson,6,2
23,1,9:12.0,,L. James makes 2-pt jump shot from 8 ft,6,4
24,1,9:01.0,P. George makes 3-pt jump shot from 26 ft (assist by T. Young),,9,4
25,1,9:01.0,,Cleveland full timeout,9,4
26,1,8:51.0,,K. Irving misses 2-pt jump shot from 7 ft,9,4
27,1,8:50.0,,Offensive rebound by T. Thompson,9,4
28,1,8:46.0,,K. Love makes 3-pt jump shot from 23 ft (assist by K. Irving),9,7
29,1,8:23.0,J. Teague makes 2-pt jump shot from 7 ft,,11,7
30,1,8:12.0,,T. Thompson misses 2-pt layup from 1 ft (block by M. Turner),11,7
31,1,8:10.0,Defensive rebound by J. Teague,,11,7
32,1,8:06.0,P. George misses 3-pt jump shot from 25 ft,,11,7
33,1,8:05.0,,Defensive rebound by L. James,11,7
34,1,7:59.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),11,10
35,1,7:42.0,M. Turner misses 2-pt jump shot from 17 ft,,11,10
36,1,7:41.0,Offensive rebound by P. George,,11,10
37,1,7:33.0,J. Teague misses 3-pt jump shot from 25 ft,,11,10
38,1,7:32.0,,Defensive rebound by Team,11,10
39,1,7:19.0,,T. Thompson makes 2-pt jump shot from 6 ft (assist by L. James),11,12
40,1,7:05.0,M. Ellis misses 2-pt jump shot from 4 ft (block by T. Thompson),,11,12
41,1,7:04.0,,Defensive rebound by K. Love,11,12
42,1,6:52.0,,K. Irving makes 2-pt jump shot from 19 ft,11,14
43,1,6:41.0,T. Young misses 2-pt layup from 1 ft,,11,14
44,1,6:40.0,Offensive rebound by T. Young,,11,14
45,1,6:33.0,M. Turner misses 2-pt layup from 2 ft (block by L. James),,11,14
46,1,6:32.0,Offensive rebound by M. Ellis,,11,14
47,1,6:30.0,Shooting foul by K. Love (drawn by T. Young),,11,14
48,1,6:30.0,T. Young makes free throw 1 of 2,,12,14
49,1,6:30.0,T. Young misses free throw 2 of 2,,12,14
50,1,6:29.0,,Defensive rebound by K. Love,12,14
51,1,6:15.0,,Personal foul by P. George (drawn by L. James),12,14
52,1,6:02.0,,L. James makes 2-pt jump shot from 16 ft,12,16
53,1,5:41.0,P. George makes 2-pt dunk at rim,,14,16
54,1,5:29.0,,K. Irving misses 2-pt layup at rim,14,16
55,1,5:28.0,,Offensive rebound by T. Thompson,14,16
56,1,5:28.0,,T. Thompson misses 2-pt layup from 1 ft,14,16
57,1,5:27.0,Defensive rebound by J. Teague,,14,16
58,1,5:22.0,Turnover by J. Teague (bad pass; steal by L. James),,14,16
59,1,5:21.0,,Turnover by L. James (bad pass),14,16
60,1,5:08.0,T. Young makes 2-pt jump shot from 19 ft (assist by M. Ellis),,16,16
61,1,4:48.0,,J. Smith makes 3-pt jump shot from 25 ft,16,19
62,1,4:36.0,J. Teague makes 3-pt jump shot from 24 ft,,19,19
63,1,4:15.0,,K. Love makes 2-pt hook shot from 10 ft (assist by K. Irving),19,21
64,1,4:05.0,M. Turner misses 3-pt jump shot from 25 ft,,19,21
65,1,4:05.0,,Defensive rebound by L. James,19,21
66,1,3:57.0,,Turnover by K. Love (step out of bounds),19,21
67,1,3:57.0,C. Miles enters the game for M. Ellis,,19,21
68,1,3:57.0,,R. Jefferson enters the game for K. Love,19,21
69,1,3:39.0,C. Miles makes 2-pt jump shot from 6 ft (assist by J. Teague),,21,21
70,1,3:30.0,,Def 3 sec tech foul by C. Miles,21,21
71,1,3:30.0,,K. Irving makes technical free throw,21,22
72,1,3:30.0,K. Séraphin enters the game for M. Turner,,21,22
73,1,3:15.0,,L. James misses 2-pt jump shot from 12 ft,21,22
74,1,3:12.0,Defensive rebound by C. Miles,,21,22
75,1,2:54.0,Turnover by J. Teague (bad pass; steal by K. Irving),,21,22
76,1,2:49.0,,L. James makes 2-pt dunk at rim (assist by R. Jefferson),21,24
77,1,2:49.0,Indiana full timeout,,21,24
78,1,2:49.0,,K. Korver enters the game for L. James,21,24
79,1,2:49.0,L. Stephenson enters the game for P. George,,21,24
80,1,2:49.0,G. Robinson enters the game for T. Young,,21,24
81,1,2:26.0,L. Stephenson misses 2-pt jump shot from 15 ft,,21,24
82,1,2:25.0,Offensive rebound by K. Séraphin,,21,24
83,1,2:16.0,L. Stephenson misses 2-pt jump shot from 18 ft,,21,24
84,1,2:16.0,Offensive rebound by L. Stephenson,,21,24
85,1,2:09.0,G. Robinson makes 3-pt jump shot from 23 ft (assist by C. Miles),,24,24
86,1,1:50.0,,K. Irving misses 2-pt jump shot from 17 ft,24,24
87,1,1:50.0,Defensive rebound by G. Robinson,,24,24
88,1,1:43.0,J. Teague makes 2-pt jump shot from 11 ft,,26,24
89,1,1:43.0,Shooting foul by K. Irving (drawn by J. Teague),,26,24
90,1,1:43.0,,K. Love enters the game for T. Thompson,26,24
91,1,1:43.0,,D. Williams enters the game for K. Irving,26,24
92,1,1:43.0,J. Teague makes free throw 1 of 1,,27,24
93,1,1:32.0,,K. Love makes 3-pt jump shot from 25 ft (assist by D. Williams),27,27
94,1,1:18.0,K. Séraphin misses 2-pt layup from 3 ft,,27,27
95,1,1:17.0,,Defensive rebound by K. Love,27,27
96,1,0:55.0,,D. Williams makes 3-pt jump shot from 26 ft,27,30
97,1,0:39.0,L. Stephenson misses 2-pt jump shot from 6 ft,,27,30
98,1,0:37.0,,Defensive rebound by K. Love,27,30
99,1,0:29.0,,Turnover by J. Smith (bad pass; steal by C. Miles),27,30
100,1,0:12.0,K. Séraphin makes 2-pt layup from 2 ft (assist by J. Teague),,29,30
101,1,0:01.0,,Shooting foul by J. Teague (drawn by K. Love),29,30
102,1,0:01.0,,K. Love makes free throw 1 of 2,29,31
103,1,0:01.0,,K. Love makes free throw 2 of 2,29,32
104,2,11:45.0,,L. James makes 2-pt layup at rim (assist by K. Korver),29,34
105,2,11:36.0,Offensive foul by C. Miles (drawn by L. James),,29,34
106,2,11:36.0,Turnover by C. Miles (offensive foul),,29,34
107,2,11:24.0,,K. Korver misses 3-pt jump shot from 26 ft,29,34
108,2,11:24.0,Defensive rebound by P. George,,29,34
109,2,11:13.0,K. Séraphin misses 2-pt hook shot from 8 ft,,29,34
110,2,11:12.0,,Defensive rebound by C. Frye,29,34
111,2,10:56.0,,C. Frye misses 3-pt jump shot from 25 ft,29,34
112,2,10:55.0,,Offensive rebound by R. Jefferson,29,34
113,2,10:44.0,,R. Jefferson misses 3-pt jump shot from 24 ft,29,34
114,2,10:44.0,Defensive rebound by G. Robinson,,29,34
115,2,10:30.0,Turnover by P. George (bad pass),,29,34
116,2,10:30.0,M. Turner enters the game for K. Séraphin,,29,34
117,2,10:14.0,,R. Jefferson makes 2-pt jump shot from 5 ft (assist by L. James),29,36
118,2,9:56.0,C. Miles misses 3-pt jump shot from 25 ft,,29,36
119,2,9:56.0,,Defensive rebound by C. Frye,29,36
120,2,9:35.0,,L. James makes 2-pt jump shot from 19 ft,29,38
121,2,9:20.0,P. George misses 2-pt jump shot from 13 ft,,29,38
122,2,9:20.0,,Defensive rebound by L. James,29,38
123,2,9:13.0,,Turnover by L. James (lost ball; steal by L. Stephenson),29,38
124,2,9:12.0,Personal foul by D. Williams (drawn by P. George),,29,38
125,2,9:12.0,M. Ellis enters the game for G. Robinson,,29,38
126,2,9:07.0,Personal foul by R. Jefferson (drawn by P. George),,29,38
127,2,9:07.0,,K. Love enters the game for R. Jefferson,29,38
128,2,9:01.0,L. Stephenson misses 2-pt jump shot from 6 ft (block by C. Frye),,29,38
129,2,9:00.0,,Defensive rebound by Team,29,38
130,2,8:48.0,,L. James makes 2-pt dunk at rim,29,40
131,2,8:40.0,Indiana full timeout,,29,40
132,2,8:26.0,Shooting foul by L. James (drawn by P. George),,29,40
133,2,8:26.0,P. George makes free throw 1 of 2,,30,40
134,2,8:26.0,P. George makes free throw 2 of 2,,31,40
135,2,8:12.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by C. Frye),31,43
136,2,8:01.0,L. Stephenson makes 2-pt jump shot from 15 ft (assist by P. George),,33,43
137,2,7:45.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by K. Korver),33,46
138,2,7:31.0,L. Stephenson makes 2-pt hook shot from 5 ft,,35,46
139,2,7:17.0,,K. Korver misses 3-pt jump shot from 25 ft,35,46
140,2,7:17.0,Defensive rebound by L. Stephenson,,35,46
141,2,7:11.0,L. Stephenson makes 2-pt jump shot from 15 ft,,37,46
142,2,6:51.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by L. James),37,49
143,2,6:35.0,L. Stephenson misses 2-pt jump shot from 8 ft,,37,49
144,2,6:35.0,Offensive rebound by C. Miles,,37,49
145,2,6:32.0,C. Miles makes 2-pt layup from 3 ft,,39,49
146,2,6:21.0,,Shooting foul by P. George (drawn by L. James),39,49
147,2,6:21.0,,L. James makes free throw 1 of 2,39,50
148,2,6:21.0,,J. Smith enters the game for K. Korver,39,50
149,2,6:21.0,T. Young enters the game for C. Miles,,39,50
150,2,6:21.0,,L. James makes free throw 2 of 2,39,51
151,2,6:06.0,T. Young makes 2-pt layup from 1 ft (assist by P. George),,41,51
152,2,5:55.0,,L. James makes 2-pt jump shot from 7 ft,41,53
153,2,5:43.0,P. George makes 2-pt jump shot from 20 ft,,43,53
154,2,5:32.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),43,56
155,2,5:18.0,M. Turner misses 2-pt jump shot from 7 ft,,43,56
156,2,5:16.0,,Defensive rebound by L. James,43,56
157,2,5:12.0,,Turnover by L. James (lost ball; steal by T. Young),43,56
158,2,5:07.0,T. Young makes 2-pt layup at rim (assist by P. George),,45,56
159,2,5:07.0,,Cleveland full timeout,45,56
160,2,5:07.0,,K. Irving enters the game for L. James,45,56
161,2,5:07.0,J. Teague enters the game for L. Stephenson,,45,56
162,2,4:51.0,,D. Williams misses 3-pt jump shot from 25 ft,45,56
163,2,4:51.0,Defensive rebound by Team,,45,56
164,2,4:42.0,,Violation by C. Frye (kicked ball),45,56
165,2,4:31.0,Shooting block foul by K. Love (drawn by P. George),,45,56
166,2,4:31.0,P. George makes free throw 1 of 2,,46,56
167,2,4:31.0,,T. Thompson enters the game for C. Frye,46,56
168,2,4:31.0,P. George makes free throw 2 of 2,,47,56
169,2,4:22.0,,Turnover by T. Thompson (lost ball; steal by J. Teague),47,56
170,2,4:19.0,P. George makes 2-pt dunk at rim (assist by J. Teague),,49,56
171,2,3:57.0,,K. Irving makes 2-pt jump shot from 7 ft,49,58
172,2,3:39.0,J. Teague makes 2-pt jump shot from 7 ft,,51,58
173,2,3:25.0,,K. Irving makes 2-pt jump shot from 9 ft,51,60
174,2,3:14.0,Turnover by M. Turner (bad pass),,51,60
175,2,3:14.0,,L. James enters the game for D. Williams,51,60
176,2,2:59.0,,K. Irving makes 2-pt layup at rim,51,62
177,2,2:36.0,T. Young makes 2-pt dunk at rim (assist by M. Ellis),,53,62
178,2,2:20.0,,Shooting foul by T. Young (drawn by L. James),53,62
179,2,2:20.0,Official timeout,,53,62
180,2,2:20.0,,L. James misses free throw 1 of 2,53,62
181,2,2:20.0,,Offensive rebound by Team,53,62
182,2,2:20.0,G. Robinson enters the game for P. George,,53,62
183,2,2:20.0,,L. James makes free throw 2 of 2,53,63
184,2,2:00.0,M. Ellis makes 2-pt jump shot from 19 ft,,55,63
185,2,1:35.0,,L. James misses 2-pt jump shot from 9 ft,55,63
186,2,1:35.0,Defensive rebound by M. Turner,,55,63
187,2,1:21.0,,R. Jefferson enters the game for K. Love,55,63
188,2,1:21.0,,D. Williams enters the game for K. Irving,55,63
189,2,1:11.0,J. Teague makes 2-pt jump shot from 7 ft,,57,63
190,2,0:48.0,,J. Smith misses 2-pt jump shot from 7 ft,57,63
191,2,0:46.0,Defensive rebound by M. Turner,,57,63
192,2,0:36.0,M. Ellis misses 2-pt jump shot from 15 ft,,57,63
193,2,0:34.0,,Defensive rebound by L. James,57,63
194,2,0:30.0,,Personal block foul by T. Young (drawn by L. James),57,63
195,2,0:13.0,,Turnover by L. James (lost ball; steal by M. Ellis),57,63
196,2,0:05.0,Shooting foul by T. Thompson (drawn by G. Robinson),,57,63
197,2,0:05.0,G. Robinson makes free throw 1 of 2,,58,63
198,2,0:05.0,G. Robinson misses free throw 2 of 2,,58,63
199,2,0:05.0,,Defensive rebound by K. Korver,58,63
200,2,0:05.0,,K. Korver enters the game for R. Jefferson,58,63
201,2,0:05.0,,C. Frye enters the game for T. Thompson,58,63
202,2,0:05.0,C. Miles enters the game for T. Young,,58,63
203,2,0:01.0,,Turnover by L. James (bad pass; steal by C. Miles),58,63
204,3,11:44.0,,K. Irving makes 2-pt layup from 1 ft (assist by K. Love),58,65
205,3,11:31.0,Personal foul by I. Shumpert (drawn by P. George),,58,65
206,3,11:17.0,J. Teague misses 2-pt layup from 3 ft (block by L. James),,58,65
207,3,11:17.0,Offensive rebound by Team,,58,65
208,3,11:16.0,Turnover by Team (shot clock),,58,65
209,3,11:05.0,,K. Irving makes 2-pt layup at rim,58,67
210,3,10:52.0,P. George misses 2-pt jump shot from 13 ft,,58,67
211,3,10:51.0,,Defensive rebound by L. James,58,67
212,3,10:40.0,,K. Irving misses 3-pt jump shot from 23 ft,58,67
213,3,10:39.0,Defensive rebound by P. George,,58,67
214,3,10:33.0,Turnover by P. George (bad pass; steal by L. James),,58,67
215,3,10:25.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by K. Love),58,70
216,3,10:25.0,Indiana full timeout,,58,70
217,3,10:16.0,J. Teague makes 2-pt jump shot from 16 ft,,60,70
218,3,10:09.0,,Shooting foul by J. Teague (drawn by K. Irving),60,70
219,3,10:09.0,,K. Irving makes free throw 1 of 2,60,71
220,3,10:09.0,,K. Irving makes free throw 2 of 2,60,72
221,3,9:59.0,Shooting block foul by K. Love (drawn by J. Teague),,60,72
222,3,9:59.0,,Technical foul by L. James,60,72
223,3,9:59.0,P. George makes technical free throw,,61,72
224,3,9:59.0,J. Teague makes free throw 1 of 2,,62,72
225,3,9:59.0,J. Teague makes free throw 2 of 2,,63,72
226,3,9:45.0,,Personal foul by J. Teague (drawn by K. Irving),63,72
227,3,9:44.0,,Turnover by T. Thompson (lost ball; steal by T. Young),63,72
228,3,9:23.0,Shooting foul by L. James (drawn by T. Young),,63,72
229,3,9:23.0,T. Young misses free throw 1 of 2,,63,72
230,3,9:23.0,Offensive rebound by Team,,63,72
231,3,9:23.0,T. Young misses free throw 2 of 2,,63,72
232,3,9:18.0,,Defensive rebound by T. Thompson,63,72
233,3,9:05.0,,K. Love misses 3-pt jump shot from 26 ft,63,72
234,3,9:05.0,Defensive rebound by M. Ellis,,63,72
235,3,8:51.0,M. Ellis misses 3-pt jump shot from 23 ft,,63,72
236,3,8:51.0,,Defensive rebound by K. Irving,63,72
237,3,8:38.0,,L. James makes 2-pt layup from 1 ft,63,74
238,3,8:19.0,Personal foul by K. Irving (drawn by P. George),,63,74
239,3,8:10.0,P. George misses 3-pt jump shot from 25 ft,,63,74
240,3,8:10.0,,Defensive rebound by L. James,63,74
241,3,8:06.0,,Turnover by L. James (bad pass; steal by P. George),63,74
242,3,7:54.0,P. George makes 2-pt jump shot from 19 ft (assist by M. Ellis),,65,74
243,3,7:30.0,,I. Shumpert makes 2-pt jump shot from 19 ft,65,76
244,3,7:03.0,J. Teague misses 2-pt hook shot from 4 ft,,65,76
245,3,7:02.0,,Defensive rebound by T. Thompson,65,76
246,3,6:53.0,,I. Shumpert misses 3-pt jump shot from 24 ft,65,76
