,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DETROIT_ACTION,NEW YORK_SCORE,DETROIT_SCORE
113,2,10:47.0,,T. Harris makes free throw 2 of 2,32,34
114,2,10:33.0,K. O'Quinn misses 2-pt jump shot from 12 ft,,32,34
115,2,10:33.0,,Defensive rebound by T. Harris,32,34
116,2,10:26.0,,B. Udrih misses 2-pt layup from 2 ft (block by K. O'Quinn),32,34
117,2,10:25.0,Defensive rebound by J. Holiday,,32,34
118,2,10:20.0,B. Jennings misses 3-pt jump shot from 27 ft,,32,34
119,2,10:17.0,,Defensive rebound by J. Leuer,32,34
120,2,10:13.0,,Personal foul by J. Holiday (drawn by S. Johnson),32,34
121,2,10:13.0,,A. Drummond enters the game for A. Baynes,32,34
122,2,10:04.0,,B. Udrih makes 2-pt jump shot from 7 ft,32,36
123,2,9:58.0,B. Jennings misses 2-pt layup from 1 ft,,32,36
124,2,9:58.0,,Defensive rebound by A. Drummond,32,36
125,2,9:40.0,,S. Johnson misses 2-pt jump shot from 4 ft,32,36
126,2,9:40.0,Defensive rebound by Team,,32,36
127,2,9:40.0,S. Vujačić enters the game for J. Holiday,,32,36
128,2,9:18.0,L. Thomas misses 2-pt jump shot from 6 ft,,32,36
129,2,9:17.0,,Defensive rebound by Team,32,36
130,2,8:58.0,,T. Harris misses 2-pt jump shot from 12 ft,32,36
131,2,8:58.0,,Offensive rebound by A. Drummond,32,36
132,2,8:58.0,,Shooting foul by K. O'Quinn (drawn by A. Drummond),32,36
133,2,8:58.0,Official timeout,,32,36
134,2,8:58.0,,A. Drummond misses free throw 1 of 2,32,36
135,2,8:58.0,,Offensive rebound by Team,32,36
136,2,8:58.0,,A. Drummond misses free throw 2 of 2,32,36
137,2,8:58.0,K. Porziņģis enters the game for K. O'Quinn,,32,36
138,2,8:57.0,Defensive rebound by M. Ndour,,32,36
139,2,8:35.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,32,36
140,2,8:33.0,,Defensive rebound by S. Johnson,32,36
141,2,8:31.0,,Turnover by S. Johnson (lost ball; steal by M. Ndour),32,36
142,2,8:31.0,Shooting foul by B. Udrih (drawn by M. Ndour),,32,36
143,2,8:31.0,M. Ndour makes free throw 1 of 2,,33,36
144,2,8:31.0,M. Ndour misses free throw 2 of 2,,33,36
145,2,8:30.0,,Defensive rebound by T. Harris,33,36
146,2,8:05.0,,A. Drummond makes 2-pt hook shot from 5 ft,33,38
147,2,7:53.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,33,38
148,2,7:52.0,,Defensive rebound by A. Drummond,33,38
149,2,7:46.0,,J. Leuer makes 2-pt layup from 1 ft (assist by T. Harris),33,40
150,2,7:35.0,Shooting foul by B. Udrih (drawn by B. Jennings),,33,40
151,2,7:35.0,B. Jennings makes 2-pt jump shot from 7 ft,,35,40
152,2,7:35.0,B. Jennings misses free throw 1 of 1,,35,40
153,2,7:35.0,,I. Smith enters the game for B. Udrih,35,40
154,2,7:35.0,J. Noah enters the game for M. Ndour,,35,40
155,2,7:34.0,,Defensive rebound by A. Drummond,35,40
156,2,7:14.0,,I. Smith misses 2-pt jump shot from 19 ft,35,40
157,2,7:14.0,Defensive rebound by S. Vujačić,,35,40
158,2,7:04.0,S. Vujačić makes 2-pt jump shot from 19 ft (assist by J. Noah),,37,40
159,2,6:50.0,,I. Smith makes 2-pt jump shot from 6 ft,37,42
160,2,6:42.0,K. Porziņģis makes 2-pt layup from 1 ft (assist by B. Jennings),,39,42
161,2,6:37.0,,Detroit full timeout,39,42
162,2,6:37.0,,K. Caldwell-Pope enters the game for S. Johnson,39,42
163,2,6:25.0,,T. Harris makes 2-pt jump shot from 6 ft,39,44
164,2,6:08.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,39,44
165,2,6:08.0,,Defensive rebound by A. Drummond,39,44
166,2,5:58.0,,T. Harris misses 3-pt jump shot from 26 ft,39,44
167,2,5:56.0,Defensive rebound by S. Vujačić,,39,44
168,2,5:51.0,B. Jennings makes 2-pt layup from 1 ft (assist by S. Vujačić),,41,44
169,2,5:35.0,,J. Leuer makes 2-pt dunk at rim (assist by T. Harris),41,46
170,2,5:21.0,S. Vujačić misses 2-pt jump shot from 16 ft,,41,46
171,2,5:20.0,,Defensive rebound by A. Drummond,41,46
172,2,5:10.0,,A. Drummond makes 2-pt hook shot from 7 ft (assist by I. Smith),41,48
173,2,4:53.0,Turnover by L. Thomas (bad pass),,41,48
174,2,4:53.0,,M. Morris enters the game for J. Leuer,41,48
175,2,4:53.0,C. Anthony enters the game for L. Thomas,,41,48
176,2,4:53.0,D. Rose enters the game for S. Vujačić,,41,48
177,2,4:38.0,,A. Drummond makes 2-pt dunk at rim (assist by M. Morris),41,50
178,2,4:21.0,K. Porziņģis makes 2-pt jump shot from 8 ft (assist by J. Noah),,43,50
179,2,3:59.0,,M. Morris makes 2-pt jump shot from 19 ft,43,52
180,2,3:46.0,B. Jennings makes 3-pt jump shot from 23 ft (assist by J. Noah),,46,52
181,2,3:36.0,,Shooting foul by K. Porziņģis (drawn by T. Harris),46,52
182,2,3:36.0,,T. Harris misses free throw 1 of 2,46,52
183,2,3:36.0,,Offensive rebound by Team,46,52
184,2,3:36.0,,T. Harris makes free throw 2 of 2,46,53
185,2,3:21.0,Shooting foul by M. Morris (drawn by C. Anthony),,46,53
186,2,3:21.0,C. Anthony makes free throw 1 of 2,,47,53
187,2,3:21.0,C. Anthony makes free throw 2 of 2,,48,53
188,2,3:05.0,,K. Caldwell-Pope makes 2-pt jump shot from 5 ft (assist by T. Harris),48,55
189,2,2:57.0,B. Jennings misses 3-pt jump shot from 26 ft,,48,55
190,2,2:56.0,Offensive rebound by J. Noah,,48,55
191,2,2:42.0,D. Rose makes 2-pt jump shot from 8 ft,,50,55
192,2,2:25.0,,M. Morris makes 2-pt layup from 1 ft,50,57
193,2,2:13.0,C. Anthony misses 3-pt jump shot from 24 ft,,50,57
194,2,2:12.0,,Defensive rebound by K. Caldwell-Pope,50,57
195,2,2:06.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),50,60
196,2,2:06.0,New York full timeout,,50,60
197,2,2:06.0,,J. Leuer enters the game for T. Harris,50,60
198,2,2:06.0,,S. Johnson enters the game for M. Morris,50,60
199,2,2:06.0,C. Lee enters the game for B. Jennings,,50,60
200,2,1:50.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,50,60
201,2,1:50.0,,Defensive rebound by K. Caldwell-Pope,50,60
202,2,1:40.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by I. Smith),50,63
203,2,1:21.0,D. Rose misses 2-pt jump shot from 8 ft,,50,63
204,2,1:21.0,Offensive rebound by J. Noah,,50,63
205,2,1:19.0,Personal foul by I. Smith (drawn by J. Noah),,50,63
206,2,1:19.0,L. Thomas enters the game for K. Porziņģis,,50,63
207,2,1:19.0,,B. Udrih enters the game for I. Smith,50,63
208,2,1:09.0,C. Lee makes 2-pt jump shot from 17 ft (assist by J. Noah),,52,63
209,2,0:48.0,,A. Drummond misses 2-pt hook shot from 7 ft,52,63
210,2,0:47.0,,Offensive rebound by S. Johnson,52,63
211,2,0:45.0,,S. Johnson misses 2-pt layup from 2 ft,52,63
212,2,0:43.0,,Offensive rebound by S. Johnson,52,63
213,2,0:42.0,,Shooting foul by C. Anthony (drawn by S. Johnson),52,63
214,2,0:42.0,,S. Johnson misses free throw 1 of 2,52,63
215,2,0:42.0,,Offensive rebound by Team,52,63
216,2,0:42.0,,S. Johnson makes free throw 2 of 2,52,64
217,2,0:25.0,C. Anthony makes 2-pt jump shot from 13 ft,,54,64
218,2,0:25.0,Shooting foul by S. Johnson (drawn by C. Anthony),,54,64
219,2,0:25.0,C. Anthony makes free throw 1 of 1,,55,64
220,2,0:02.0,,B. Udrih misses 2-pt jump shot from 13 ft,55,64
221,2,0:00.0,,Offensive rebound by Team,55,64
222,3,11:43.0,Turnover by C. Anthony (bad pass; steal by A. Drummond),,55,64
223,3,11:30.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by A. Drummond),55,67
224,3,11:06.0,Turnover by Team (shot clock),,55,67
225,3,10:44.0,,A. Drummond misses 2-pt hook shot from 6 ft,55,67
226,3,10:42.0,Defensive rebound by J. Noah,,55,67
227,3,10:36.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,55,67
228,3,10:35.0,,Defensive rebound by T. Harris,55,67
229,3,10:30.0,,Personal foul by K. Porziņģis (drawn by T. Harris),55,67
230,3,10:18.0,,T. Harris misses 2-pt jump shot from 17 ft,55,67
231,3,10:17.0,Defensive rebound by J. Noah,,55,67
232,3,10:01.0,Turnover by J. Noah (bad pass; steal by A. Drummond),,55,67
233,3,9:53.0,,K. Caldwell-Pope misses 2-pt jump shot from 3 ft,55,67
234,3,9:53.0,Defensive rebound by K. Porziņģis,,55,67
235,3,9:52.0,C. Lee misses 3-pt jump shot from 25 ft,,55,67
236,3,9:51.0,,Defensive rebound by T. Harris,55,67
237,3,9:45.0,,I. Smith misses 2-pt jump shot from 4 ft,55,67
238,3,9:44.0,Defensive rebound by J. Noah,,55,67
239,3,9:35.0,K. Porziņģis makes 2-pt layup from 1 ft (assist by D. Rose),,57,67
240,3,9:14.0,,M. Morris misses 2-pt jump shot from 19 ft,57,67
241,3,9:13.0,Defensive rebound by J. Noah,,57,67
242,3,9:04.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by C. Lee),,60,67
243,3,8:46.0,,Shooting foul by J. Noah (drawn by T. Harris),60,67
244,3,8:46.0,,T. Harris makes free throw 1 of 2,60,68
245,3,8:46.0,,T. Harris makes free throw 2 of 2,60,69
246,3,8:31.0,D. Rose misses 3-pt jump shot from 27 ft,,60,69
247,3,8:30.0,,Defensive rebound by M. Morris,60,69
248,3,8:24.0,,Turnover by K. Caldwell-Pope (bad pass; steal by C. Anthony),60,69
249,3,8:13.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by D. Rose),,63,69
250,3,7:54.0,,A. Drummond misses 2-pt layup from 2 ft,63,69
251,3,7:53.0,Defensive rebound by C. Lee,,63,69
252,3,7:47.0,Turnover by D. Rose (bad pass; steal by I. Smith),,63,69
253,3,7:40.0,,M. Morris misses 3-pt jump shot from 26 ft,63,69
254,3,7:39.0,Defensive rebound by D. Rose,,63,69
255,3,7:30.0,D. Rose misses 2-pt layup from 1 ft,,63,69
256,3,7:29.0,,Defensive rebound by I. Smith,63,69
257,3,7:26.0,,T. Harris makes 2-pt layup from 1 ft (assist by I. Smith),63,71
258,3,7:26.0,,Shooting foul by J. Noah (drawn by T. Harris),63,71
259,3,7:26.0,,T. Harris makes free throw 1 of 1,63,72
260,3,7:05.0,J. Noah misses 2-pt layup from 1 ft,,63,72
261,3,7:04.0,Offensive rebound by K. Porziņģis,,63,72
262,3,7:00.0,K. Porziņģis misses 2-pt layup from 1 ft,,63,72
263,3,7:00.0,,Defensive rebound by K. Caldwell-Pope,63,72
264,3,6:46.0,,A. Drummond misses 2-pt jump shot from 5 ft (block by J. Noah),63,72
265,3,6:45.0,,Offensive rebound by M. Morris,63,72
266,3,6:40.0,,M. Morris makes 2-pt layup at rim,63,74
267,3,6:26.0,K. Porziņģis makes 2-pt jump shot from 9 ft (assist by J. Noah),,65,74
268,3,6:08.0,,T. Harris makes 2-pt layup at rim,65,76
269,3,5:47.0,C. Anthony makes 3-pt jump shot from 26 ft,,68,76
270,3,5:33.0,,I. Smith misses 2-pt jump shot from 6 ft,68,76
271,3,5:33.0,Defensive rebound by K. Porziņģis,,68,76
272,3,5:24.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by J. Noah),,71,76
273,3,5:24.0,,Detroit full timeout,71,76
274,3,5:24.0,,J. Leuer enters the game for T. Harris,71,76
275,3,5:04.0,,Turnover by A. Drummond (lost ball; steal by C. Anthony),71,76
276,3,4:43.0,Turnover by D. Rose (bad pass),,71,76
277,3,4:25.0,,M. Morris makes 2-pt jump shot from 9 ft,71,78
278,3,4:09.0,Shooting foul by A. Drummond (drawn by D. Rose),,71,78
279,3,4:09.0,D. Rose makes free throw 1 of 2,,72,78
280,3,4:09.0,,A. Baynes enters the game for A. Drummond,72,78
281,3,4:09.0,W. Hernangómez enters the game for J. Noah,,72,78
282,3,4:09.0,L. Thomas enters the game for C. Anthony,,72,78
283,3,4:09.0,D. Rose makes free throw 2 of 2,,73,78
284,3,3:53.0,,Shooting foul by L. Thomas (drawn by M. Morris),73,78
285,3,3:53.0,,M. Morris misses free throw 1 of 2,73,78
286,3,3:53.0,,Offensive rebound by Team,73,78
287,3,3:53.0,,M. Morris misses free throw 2 of 2,73,78
288,3,3:53.0,,Offensive rebound by A. Baynes,73,78
289,3,3:53.0,,A. Baynes misses 2-pt layup from 1 ft,73,78
290,3,3:52.0,Defensive rebound by K. Porziņģis,,73,78
291,3,3:34.0,D. Rose misses 2-pt jump shot from 5 ft,,73,78
292,3,3:33.0,,Defensive rebound by A. Baynes,73,78
293,3,3:32.0,,Turnover by A. Baynes (bad pass; steal by W. Hernangómez),73,78
294,3,3:28.0,D. Rose misses 2-pt layup from 1 ft,,73,78
295,3,3:27.0,Offensive rebound by D. Rose,,73,78
296,3,3:24.0,D. Rose makes 2-pt layup from 1 ft,,75,78
297,3,3:10.0,,I. Smith makes 2-pt jump shot from 7 ft,75,80
298,3,2:56.0,C. Lee misses 2-pt jump shot from 5 ft,,75,80
299,3,2:55.0,Offensive rebound by K. Porziņģis,,75,80
300,3,2:52.0,K. Porziņģis makes 2-pt layup from 1 ft,,77,80
301,3,2:48.0,,Detroit full timeout,77,80
302,3,2:48.0,New York full timeout,,77,80
303,3,2:48.0,,T. Harris enters the game for M. Morris,77,80
304,3,2:48.0,,S. Johnson enters the game for K. Caldwell-Pope,77,80
305,3,2:48.0,,B. Udrih enters the game for I. Smith,77,80
306,3,2:35.0,,T. Harris makes 2-pt layup from 1 ft,77,82
307,3,2:23.0,K. Porziņģis misses 2-pt layup from 3 ft (block by A. Baynes),,77,82
308,3,2:23.0,Offensive rebound by Team,,77,82
309,3,2:23.0,B. Jennings enters the game for D. Rose,,77,82
310,3,2:16.0,B. Jennings misses 2-pt layup from 2 ft,,77,82
311,3,2:16.0,,Defensive rebound by A. Baynes,77,82
312,3,2:05.0,,B. Udrih makes 2-pt jump shot from 9 ft,77,84
313,3,1:48.0,L. Thomas makes 2-pt jump shot from 20 ft (assist by B. Jennings),,79,84
314,3,1:29.0,,J. Leuer misses 3-pt jump shot from 23 ft (block by K. Porziņģis),79,84
315,3,1:28.0,Defensive rebound by B. Jennings,,79,84
316,3,1:21.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,79,84
317,3,1:21.0,,Defensive rebound by S. Johnson,79,84
318,3,1:07.0,,S. Johnson misses 2-pt jump shot from 8 ft,79,84
319,3,1:06.0,,Offensive rebound by J. Leuer,79,84
320,3,1:03.0,,J. Leuer makes 2-pt layup at rim,79,86
321,3,0:48.0,Turnover by C. Lee (lost ball; steal by S. Johnson),,79,86
322,3,0:22.0,,J. Leuer misses 2-pt jump shot from 9 ft,79,86
323,3,0:21.0,Defensive rebound by L. Thomas,,79,86
324,3,0:01.0,C. Lee misses 2-pt jump shot from 15 ft,,79,86
325,3,0:00.0,Offensive rebound by Team,,79,86
326,4,11:40.0,,B. Udrih misses 2-pt layup from 1 ft,79,86
327,4,11:40.0,Defensive rebound by W. Hernangómez,,79,86
328,4,11:27.0,Personal foul by J. Leuer (drawn by C. Anthony),,79,86
329,4,11:24.0,Offensive foul by W. Hernangómez (drawn by B. Udrih),,79,86
330,4,11:24.0,Turnover by W. Hernangómez (offensive foul),,79,86
331,4,11:06.0,,Turnover by T. Harris (bad pass),79,86
332,4,11:06.0,K. O'Quinn enters the game for W. Hernangómez,,79,86
333,4,10:56.0,C. Anthony misses 2-pt jump shot from 13 ft (block by J. Leuer),,79,86
334,4,10:52.0,,Defensive rebound by S. Johnson,79,86
335,4,10:42.0,,B. Udrih makes 2-pt jump shot from 15 ft,79,88
336,4,10:30.0,C. Anthony makes 2-pt jump shot from 9 ft,,81,88
337,4,10:13.0,,Turnover by B. Udrih (traveling),81,88
338,4,9:50.0,B. Jennings makes 2-pt jump shot from 16 ft,,83,88
339,4,9:39.0,,Personal foul by K. O'Quinn (drawn by A. Baynes),83,88
340,4,9:30.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by B. Udrih),83,91
341,4,9:14.0,C. Anthony misses 2-pt jump shot from 15 ft,,83,91
342,4,9:13.0,,Defensive rebound by T. Harris,83,91
343,4,9:08.0,,Turnover by B. Udrih (bad pass; steal by C. Anthony),83,91
344,4,8:57.0,L. Thomas misses 2-pt jump shot from 21 ft,,83,91
345,4,8:56.0,,Defensive rebound by T. Harris,83,91
346,4,8:47.0,,J. Leuer misses 2-pt jump shot from 19 ft (block by K. O'Quinn),83,91
347,4,8:45.0,Defensive rebound by C. Anthony,,83,91
348,4,8:38.0,C. Anthony misses 2-pt layup,,83,91
349,4,8:38.0,,Defensive rebound by A. Baynes,83,91
350,4,8:17.0,,A. Baynes misses 2-pt jump shot from 5 ft (block by K. O'Quinn),83,91
351,4,8:16.0,Defensive rebound by B. Jennings,,83,91
352,4,8:11.0,C. Anthony misses 3-pt jump shot from 26 ft,,83,91
353,4,8:11.0,,Defensive rebound by Team,83,91
354,4,8:11.0,Official timeout,,83,91
355,4,8:11.0,,K. Caldwell-Pope enters the game for J. Leuer,83,91
356,4,8:11.0,,A. Drummond enters the game for A. Baynes,83,91
357,4,8:11.0,,M. Morris enters the game for S. Johnson,83,91
358,4,7:56.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,83,91
359,4,7:56.0,,Offensive rebound by Team,83,91
360,4,7:40.0,,T. Harris misses 2-pt jump shot from 17 ft,83,91
361,4,7:40.0,,Offensive rebound by Team,83,91
362,4,7:40.0,Loose ball foul by K. O'Quinn (drawn by A. Drummond),,83,91
363,4,7:40.0,J. Noah enters the game for K. O'Quinn,,83,91
364,4,7:24.0,,T. Harris makes 2-pt jump shot from 10 ft,83,93
365,4,7:07.0,B. Jennings misses 2-pt layup from 2 ft,,83,93
366,4,7:06.0,Offensive rebound by J. Noah,,83,93
367,4,7:06.0,Personal foul by B. Udrih,,83,93
368,4,7:06.0,,I. Smith enters the game for B. Udrih,83,93
369,4,7:06.0,D. Rose enters the game for J. Holiday,,83,93
370,4,7:06.0,C. Lee enters the game for B. Jennings,,83,93
371,4,6:59.0,C. Anthony makes 2-pt layup from 2 ft (assist by J. Noah),,85,93
372,4,6:36.0,,Shooting foul by J. Noah (drawn by A. Drummond),85,93
373,4,6:36.0,,A. Drummond misses free throw 1 of 2,85,93
374,4,6:36.0,,Offensive rebound by Team,85,93
375,4,6:36.0,,A. Drummond makes free throw 2 of 2,85,94
376,4,6:11.0,L. Thomas misses 2-pt jump shot from 23 ft,,85,94
377,4,6:10.0,Offensive rebound by J. Noah,,85,94
378,4,6:07.0,J. Noah makes 2-pt layup from 1 ft,,87,94
379,4,5:48.0,,A. Drummond misses 2-pt jump shot from 7 ft,87,94
380,4,5:48.0,Defensive rebound by L. Thomas,,87,94
381,4,5:40.0,D. Rose makes 2-pt jump shot from 8 ft,,89,94
382,4,5:30.0,Offensive charge foul by I. Smith (drawn by D. Rose),,89,94
383,4,5:30.0,,Turnover by I. Smith (offensive foul),89,94
