,QUARTER,TIME_REMAINING,PORTLAND_ACTION,OKLAHOMA CITY_ACTION,PORTLAND_SCORE,OKLAHOMA CITY_SCORE
0,1,11:42.0,,V. Oladipo misses 3-pt jump shot from 24 ft,0,0
1,1,11:41.0,,Offensive rebound by S. Adams,0,0
2,1,11:28.0,,D. Sabonis misses 2-pt layup from 1 ft,0,0
3,1,11:27.0,,Offensive rebound by D. Sabonis,0,0
4,1,11:27.0,,D. Sabonis misses 2-pt layup from 1 ft,0,0
5,1,11:27.0,,Offensive rebound by S. Adams,0,0
6,1,11:23.0,,V. Oladipo misses 3-pt jump shot from 24 ft,0,0
7,1,11:22.0,,Offensive rebound by S. Adams,0,0
8,1,11:16.0,,D. Sabonis misses 2-pt layup from 2 ft,0,0
9,1,11:16.0,,Offensive rebound by S. Adams,0,0
10,1,11:16.0,,S. Adams makes 2-pt layup from 2 ft,0,2
11,1,10:56.0,N. Vonleh makes 2-pt hook shot from 3 ft,,2,2
12,1,10:38.0,,S. Adams misses 2-pt dunk at rim,2,2
13,1,10:37.0,Defensive rebound by C. McCollum,,2,2
14,1,10:27.0,D. Lillard makes 3-pt jump shot from 24 ft (assist by M. Plumlee),,5,2
15,1,10:14.0,,V. Oladipo makes 2-pt jump shot from 5 ft (assist by R. Westbrook),5,4
16,1,9:53.0,C. McCollum misses 3-pt jump shot from 25 ft,,5,4
17,1,9:53.0,Offensive rebound by N. Vonleh,,5,4
18,1,9:46.0,C. McCollum makes 2-pt jump shot from 12 ft (assist by M. Plumlee),,7,4
19,1,9:25.0,,V. Oladipo misses 2-pt jump shot from 15 ft,7,4
20,1,9:22.0,,Offensive rebound by A. Roberson,7,4
21,1,9:21.0,,A. Roberson makes 2-pt layup from 1 ft,7,6
22,1,9:11.0,Turnover by E. Turner (bad pass; steal by V. Oladipo),,7,6
23,1,9:05.0,,R. Westbrook misses 2-pt layup from 1 ft,7,6
24,1,9:04.0,,Offensive rebound by A. Roberson,7,6
25,1,9:04.0,,A. Roberson makes 2-pt layup from 1 ft,7,8
26,1,9:04.0,Portland full timeout,,7,8
27,1,8:45.0,N. Vonleh misses 2-pt hook shot from 4 ft,,7,8
28,1,8:44.0,,Defensive rebound by A. Roberson,7,8
29,1,8:36.0,,Shooting foul by M. Plumlee (drawn by S. Adams),7,8
30,1,8:36.0,,S. Adams misses free throw 1 of 2,7,8
31,1,8:36.0,,Offensive rebound by Team,7,8
32,1,8:36.0,,S. Adams makes free throw 2 of 2,7,9
33,1,8:24.0,D. Lillard misses 2-pt jump shot from 18 ft,,7,9
34,1,8:24.0,,Defensive rebound by S. Adams,7,9
35,1,8:14.0,,A. Roberson misses 3-pt jump shot from 24 ft,7,9
36,1,8:13.0,Defensive rebound by Team,,7,9
37,1,7:59.0,D. Lillard misses 2-pt jump shot from 16 ft,,7,9
38,1,7:59.0,Offensive rebound by M. Plumlee,,7,9
39,1,7:54.0,M. Plumlee misses 2-pt jump shot from 6 ft,,7,9
40,1,7:54.0,,Defensive rebound by Team,7,9
41,1,7:49.0,Loose ball foul by N. Vonleh (drawn by D. Sabonis),,7,9
42,1,7:41.0,,D. Sabonis misses 2-pt layup at rim,7,9
43,1,7:41.0,Defensive rebound by D. Lillard,,7,9
44,1,7:33.0,Turnover by D. Lillard (lost ball; steal by V. Oladipo),,7,9
45,1,7:28.0,,Personal foul by D. Lillard (drawn by V. Oladipo),7,9
46,1,7:20.0,,R. Westbrook makes 2-pt jump shot from 15 ft,7,11
47,1,6:58.0,C. McCollum misses 3-pt jump shot from 22 ft,,7,11
48,1,6:58.0,,Defensive rebound by A. Roberson,7,11
49,1,6:52.0,,R. Westbrook makes 2-pt layup from 1 ft,7,13
50,1,6:33.0,Turnover by M. Plumlee (lost ball; steal by A. Roberson),,7,13
51,1,6:29.0,,V. Oladipo makes 2-pt dunk at rim (assist by R. Westbrook),7,15
52,1,6:28.0,Portland full timeout,,7,15
53,1,6:14.0,C. McCollum misses 2-pt jump shot from 6 ft,,7,15
54,1,6:13.0,,Defensive rebound by A. Roberson,7,15
55,1,6:01.0,,V. Oladipo misses 2-pt jump shot from 17 ft,7,15
56,1,6:00.0,Defensive rebound by D. Lillard,,7,15
57,1,5:55.0,Turnover by E. Turner (bad pass),,7,15
58,1,5:55.0,A. Crabbe enters the game for C. McCollum,,7,15
59,1,5:46.0,,S. Adams misses 2-pt hook shot from 3 ft,7,15
60,1,5:45.0,Defensive rebound by E. Turner,,7,15
61,1,5:22.0,E. Turner misses 2-pt jump shot from 4 ft,,7,15
62,1,5:22.0,,Defensive rebound by V. Oladipo,7,15
63,1,5:07.0,,Personal foul by M. Plumlee (drawn by S. Adams),7,15
64,1,5:07.0,,J. Lauvergne enters the game for D. Sabonis,7,15
65,1,5:07.0,,A. Morrow enters the game for V. Oladipo,7,15
66,1,5:07.0,M. Harkless enters the game for N. Vonleh,,7,15
67,1,5:07.0,M. Leonard enters the game for E. Turner,,7,15
68,1,5:07.0,A. Aminu enters the game for M. Plumlee,,7,15
69,1,4:58.0,,A. Morrow misses 2-pt jump shot from 11 ft,7,15
70,1,4:57.0,Defensive rebound by M. Leonard,,7,15
71,1,4:46.0,Turnover by M. Leonard (lost ball; steal by A. Morrow),,7,15
72,1,4:42.0,,Offensive foul by J. Lauvergne (drawn by M. Leonard),7,15
73,1,4:42.0,,Turnover by J. Lauvergne (offensive foul),7,15
74,1,4:28.0,Shooting foul by A. Roberson (drawn by D. Lillard),,7,15
75,1,4:28.0,D. Lillard makes free throw 1 of 2,,8,15
76,1,4:28.0,D. Lillard makes free throw 2 of 2,,9,15
77,1,4:18.0,,R. Westbrook misses 2-pt jump shot from 4 ft,9,15
78,1,4:18.0,Defensive rebound by Team,,9,15
79,1,4:18.0,,Loose ball foul by S. Adams (drawn by D. Lillard),9,15
80,1,4:07.0,D. Lillard makes 3-pt jump shot from 25 ft,,12,15
