,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
221,2,0:07.0,O. Porter misses 3-pt jump shot from 23 ft,,46,63
222,2,0:06.0,,Defensive rebound by D. Schröder,46,63
223,2,0:02.0,,Shooting foul by B. Beal (drawn by K. Bazemore),46,63
224,2,0:02.0,,K. Bazemore misses free throw 1 of 2,46,63
225,2,0:02.0,,Offensive rebound by Team,46,63
226,2,0:02.0,Washington full timeout,,46,63
227,2,0:02.0,,M. Muscala enters the game for P. Millsap,46,63
228,2,0:02.0,,T. Prince enters the game for D. Schröder,46,63
229,2,0:02.0,,K. Bazemore makes free throw 2 of 2,46,64
230,2,0:00.0,M. Morris misses 3-pt jump shot from 50 ft,,46,64
231,2,0:00.0,Offensive rebound by Team,,46,64
232,3,11:39.0,B. Beal makes 2-pt jump shot from 11 ft (assist by J. Wall),,48,64
233,3,11:16.0,,T. Hardaway misses 2-pt jump shot from 13 ft,48,64
234,3,11:14.0,Defensive rebound by M. Morris,,48,64
235,3,11:04.0,B. Beal misses 2-pt jump shot from 18 ft,,48,64
236,3,11:02.0,,Defensive rebound by T. Prince,48,64
237,3,10:55.0,,T. Prince makes 2-pt layup from 3 ft (assist by D. Schröder),48,66
238,3,10:39.0,M. Gortat misses 2-pt jump shot from 17 ft,,48,66
239,3,10:37.0,,Defensive rebound by D. Howard,48,66
240,3,10:22.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by D. Howard),48,69
241,3,10:08.0,M. Gortat misses 2-pt jump shot from 16 ft,,48,69
242,3,10:07.0,,Defensive rebound by D. Howard,48,69
243,3,9:56.0,,D. Schröder misses 2-pt jump shot from 17 ft,48,69
244,3,9:53.0,Defensive rebound by M. Morris,,48,69
245,3,9:48.0,B. Beal misses 3-pt jump shot from 25 ft,,48,69
246,3,9:45.0,,Defensive rebound by T. Prince,48,69
247,3,9:35.0,,T. Hardaway misses 3-pt jump shot from 25 ft,48,69
248,3,9:33.0,Defensive rebound by M. Gortat,,48,69
249,3,9:17.0,J. Wall makes 2-pt jump shot from 16 ft,,50,69
250,3,9:17.0,Shooting foul by D. Schröder (drawn by J. Wall),,50,69
251,3,9:17.0,,Technical foul by D. Schröder,50,69
252,3,9:17.0,Technical foul by J. Wall,,50,69
253,3,9:17.0,J. Wall makes free throw 1 of 1,,51,69
254,3,9:05.0,,P. Millsap misses 2-pt jump shot from 16 ft,51,69
255,3,9:04.0,Defensive rebound by J. Wall,,51,69
256,3,9:01.0,J. Wall makes 2-pt layup from 2 ft,,53,69
257,3,9:01.0,Shooting foul by T. Hardaway (drawn by J. Wall),,53,69
258,3,9:01.0,J. Wall makes free throw 1 of 1,,54,69
259,3,8:47.0,,D. Schröder misses 3-pt jump shot from 25 ft,54,69
260,3,8:43.0,,Offensive rebound by P. Millsap,54,69
261,3,8:43.0,,P. Millsap makes 2-pt layup from 1 ft,54,71
262,3,8:27.0,M. Morris makes 2-pt jump shot from 16 ft (assist by B. Beal),,56,71
263,3,8:04.0,,D. Schröder misses 2-pt layup from 5 ft (block by M. Morris),56,71
264,3,8:03.0,Defensive rebound by M. Morris,,56,71
265,3,7:50.0,O. Porter makes 2-pt jump shot from 22 ft (assist by J. Wall),,58,71
266,3,7:50.0,,Atlanta full timeout,58,71
267,3,7:37.0,,P. Millsap makes 2-pt jump shot from 7 ft (assist by T. Hardaway),58,73
268,3,7:37.0,,Shooting foul by M. Morris (drawn by P. Millsap),58,73
269,3,7:37.0,,P. Millsap misses free throw 1 of 1,58,73
270,3,7:35.0,Defensive rebound by O. Porter,,58,73
271,3,7:19.0,J. Wall makes 2-pt jump shot from 14 ft,,60,73
272,3,6:55.0,,P. Millsap makes 2-pt jump shot from 19 ft (assist by D. Schröder),60,75
273,3,6:36.0,J. Wall misses 2-pt jump shot from 17 ft,,60,75
274,3,6:33.0,,Defensive rebound by D. Howard,60,75
275,3,6:27.0,,T. Prince makes 2-pt layup from 2 ft (assist by P. Millsap),60,77
276,3,6:10.0,B. Beal misses 2-pt jump shot from 17 ft,,60,77
277,3,6:09.0,,Defensive rebound by P. Millsap,60,77
278,3,6:00.0,,Personal foul by M. Morris (drawn by P. Millsap),60,77
279,3,6:00.0,K. Oubre enters the game for O. Porter,,60,77
280,3,5:52.0,,Turnover by D. Schröder (lost ball; steal by J. Wall),60,77
281,3,5:52.0,Personal take foul by D. Schröder (drawn by J. Wall),,60,77
282,3,5:52.0,,K. Bazemore enters the game for D. Schröder,60,77
283,3,5:41.0,M. Morris misses 2-pt layup from 1 ft (block by D. Howard),,60,77
284,3,5:38.0,,Defensive rebound by K. Bazemore,60,77
285,3,5:34.0,,P. Millsap misses 2-pt layup from 3 ft,60,77
286,3,5:31.0,Defensive rebound by B. Beal,,60,77
287,3,5:26.0,B. Beal misses 3-pt jump shot from 26 ft,,60,77
288,3,5:23.0,,Defensive rebound by K. Bazemore,60,77
289,3,5:14.0,,T. Hardaway makes 2-pt dunk at rim (assist by K. Bazemore),60,79
290,3,4:57.0,K. Oubre misses 2-pt jump shot from 13 ft,,60,79
291,3,4:57.0,,Defensive rebound by Team,60,79
292,3,4:57.0,Loose ball foul by M. Gortat (drawn by D. Howard),,60,79
293,3,4:57.0,,J. Calderón enters the game for T. Prince,60,79
294,3,4:57.0,B. Bogdanović enters the game for M. Morris,,60,79
295,3,4:43.0,,P. Millsap makes 2-pt jump shot from 12 ft,60,81
296,3,4:16.0,B. Beal misses 2-pt jump shot from 17 ft (block by K. Bazemore),,60,81
297,3,4:16.0,Offensive rebound by Team,,60,81
298,3,4:16.0,Turnover by Team (shot clock),,60,81
299,3,3:59.0,,T. Hardaway misses 3-pt jump shot from 23 ft,60,81
300,3,3:58.0,Defensive rebound by J. Wall,,60,81
301,3,3:56.0,Personal foul by J. Calderón (drawn by J. Wall),,60,81
302,3,3:56.0,B. Jennings enters the game for B. Beal,,60,81
303,3,3:45.0,B. Jennings makes 2-pt jump shot from 15 ft,,62,81
304,3,3:23.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by P. Millsap),62,84
305,3,3:22.0,Washington full timeout,,62,84
306,3,3:22.0,,E. İlyasova enters the game for P. Millsap,62,84
307,3,3:05.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,62,84
308,3,3:04.0,,Defensive rebound by D. Howard,62,84
309,3,2:52.0,,Shooting foul by K. Oubre (drawn by T. Hardaway),62,84
310,3,2:52.0,,T. Hardaway misses free throw 1 of 2,62,84
311,3,2:52.0,,Offensive rebound by Team,62,84
312,3,2:52.0,T. Satoranský enters the game for J. Wall,,62,84
313,3,2:52.0,,T. Hardaway makes free throw 2 of 2,62,85
314,3,2:40.0,Turnover by T. Satoranský (bad pass; steal by K. Bazemore),,62,85
315,3,2:36.0,,K. Bazemore misses 2-pt jump shot from 5 ft,62,85
316,3,2:35.0,Defensive rebound by Team,,62,85
317,3,2:12.0,M. Gortat makes 2-pt hook shot from 4 ft (assist by T. Satoranský),,64,85
318,3,1:57.0,,J. Calderón makes 2-pt jump shot from 2 ft,64,87
319,3,1:52.0,,Offensive charge foul by T. Satoranský (drawn by E. İlyasova),64,87
320,3,1:52.0,Turnover by T. Satoranský (offensive foul),,64,87
321,3,1:52.0,,P. Millsap enters the game for D. Howard,64,87
322,3,1:52.0,,M. Dunleavy enters the game for T. Hardaway,64,87
323,3,1:52.0,J. Smith enters the game for M. Gortat,,64,87
324,3,1:32.0,,Turnover by E. İlyasova (offensive goaltending),64,87
325,3,1:20.0,Shooting foul by P. Millsap (drawn by B. Jennings),,64,87
326,3,1:20.0,B. Jennings makes free throw 1 of 2,,65,87
327,3,1:20.0,B. Jennings makes free throw 2 of 2,,66,87
328,3,1:12.0,,Flagrant foul type 1 by J. Smith (drawn by P. Millsap),66,87
329,3,1:12.0,,P. Millsap misses flagrant free throw 1 of 2,66,87
330,3,1:12.0,,Offensive rebound by Team,66,87
331,3,1:12.0,,P. Millsap makes flagrant free throw 2 of 2,66,88
332,3,0:59.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by M. Dunleavy),66,90
333,3,0:47.0,Shooting foul by M. Dunleavy (drawn by B. Bogdanović),,66,90
334,3,0:47.0,B. Bogdanović misses free throw 1 of 2,,66,90
335,3,0:47.0,Offensive rebound by Team,,66,90
336,3,0:47.0,B. Bogdanović makes free throw 2 of 2,,67,90
337,3,0:33.0,,J. Calderón misses 3-pt jump shot from 25 ft,67,90
338,3,0:30.0,Defensive rebound by T. Satoranský,,67,90
339,3,0:25.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,67,90
340,3,0:22.0,,Defensive rebound by E. İlyasova,67,90
341,3,0:03.0,,K. Bazemore misses 2-pt layup from 3 ft,67,90
342,3,0:01.0,Defensive rebound by B. Bogdanović,,67,90
343,3,0:00.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,67,90
344,3,0:00.0,Offensive rebound by Team,,67,90
345,4,11:42.0,,Turnover by M. Dunleavy (step out of bounds),67,90
346,4,11:42.0,,Violation by Team (jump ball),67,90
347,4,11:23.0,B. Jennings makes 3-pt jump shot from 25 ft,,70,90
348,4,11:07.0,,K. Bazemore misses 3-pt jump shot from 25 ft,70,90
349,4,11:05.0,Defensive rebound by J. Smith,,70,90
350,4,11:00.0,B. Jennings misses 3-pt jump shot from 25 ft,,70,90
351,4,10:57.0,,Defensive rebound by J. Calderón,70,90
352,4,10:48.0,,Turnover by P. Millsap (lost ball; steal by T. Satoranský),70,90
353,4,10:41.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by B. Jennings),,73,90
354,4,10:24.0,,Shooting foul by J. Smith (drawn by P. Millsap),73,90
355,4,10:24.0,,P. Millsap makes free throw 1 of 2,73,91
356,4,10:24.0,,M. Muscala enters the game for E. İlyasova,73,91
357,4,10:24.0,,D. Schröder enters the game for J. Calderón,73,91
358,4,10:24.0,,P. Millsap makes free throw 2 of 2,73,92
359,4,10:17.0,,Violation by M. Muscala (kicked ball),73,92
360,4,10:17.0,,E. İlyasova enters the game for P. Millsap,73,92
361,4,10:13.0,Shooting foul by E. İlyasova (drawn by B. Jennings),,73,92
362,4,10:13.0,B. Jennings makes free throw 1 of 2,,74,92
363,4,10:13.0,B. Jennings makes free throw 2 of 2,,75,92
364,4,9:57.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,75,92
365,4,9:57.0,,Offensive rebound by M. Muscala,75,92
366,4,9:57.0,,Shooting foul by J. Smith (drawn by M. Muscala),75,92
367,4,9:57.0,,M. Muscala makes free throw 1 of 2,75,93
368,4,9:57.0,,M. Muscala misses free throw 2 of 2,75,93
369,4,9:56.0,Defensive rebound by K. Oubre,,75,93
370,4,9:42.0,J. Smith makes 2-pt layup from 4 ft (assist by B. Jennings),,77,93
371,4,9:26.0,,E. İlyasova misses 2-pt layup from 3 ft,77,93
372,4,9:24.0,,Offensive rebound by M. Muscala,77,93
373,4,9:24.0,,M. Muscala misses 2-pt layup from 1 ft,77,93
374,4,9:23.0,,Offensive rebound by E. İlyasova,77,93
375,4,9:22.0,,E. İlyasova misses 2-pt layup from 1 ft,77,93
376,4,9:21.0,Defensive rebound by J. Smith,,77,93
377,4,9:16.0,B. Jennings makes 2-pt layup from 2 ft,,79,93
378,4,9:16.0,,Atlanta full timeout,79,93
379,4,9:16.0,B. Beal enters the game for T. Satoranský,,79,93
380,4,9:16.0,,P. Millsap enters the game for K. Bazemore,79,93
381,4,9:16.0,,T. Hardaway enters the game for E. İlyasova,79,93
382,4,9:16.0,,T. Prince enters the game for M. Dunleavy,79,93
383,4,8:57.0,,T. Hardaway misses 3-pt jump shot from 25 ft,79,93
384,4,8:55.0,Defensive rebound by J. Smith,,79,93
385,4,8:43.0,B. Jennings misses 2-pt jump shot from 9 ft,,79,93
386,4,8:42.0,,Defensive rebound by P. Millsap,79,93
387,4,8:36.0,,D. Schröder misses 2-pt jump shot from 17 ft,79,93
