,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SACRAMENTO_ACTION,PORTLAND_SCORE,SACRAMENTO_SCORE
0,1,11:45.0,D. Lillard misses 3-pt jump shot from 26 ft,,0,0
1,1,11:44.0,Offensive rebound by M. Harkless,,0,0
2,1,11:44.0,M. Harkless makes 2-pt dunk at rim,,2,0
3,1,11:28.0,,Turnover by M. Barnes (bad pass; steal by M. Plumlee),2,0
4,1,11:17.0,M. Leonard misses 3-pt jump shot from 24 ft,,2,0
5,1,11:15.0,,Defensive rebound by Team,2,0
6,1,11:15.0,Loose ball foul by M. Plumlee (drawn by B. McLemore),,2,0
7,1,10:59.0,,D. Cousins misses 3-pt jump shot from 25 ft,2,0
8,1,10:58.0,Defensive rebound by M. Harkless,,2,0
9,1,10:51.0,C. McCollum makes 2-pt jump shot from 16 ft (assist by D. Lillard),,4,0
10,1,10:35.0,,D. Cousins misses 2-pt jump shot from 8 ft,4,0
11,1,10:34.0,Defensive rebound by D. Lillard,,4,0
12,1,10:22.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,7,0
13,1,10:13.0,,M. Barnes misses 2-pt jump shot from 5 ft (block by M. Plumlee),7,0
14,1,10:11.0,Defensive rebound by M. Harkless,,7,0
15,1,9:57.0,C. McCollum misses 3-pt jump shot from 24 ft,,7,0
16,1,9:56.0,,Defensive rebound by M. Barnes,7,0
17,1,9:53.0,,B. McLemore makes 2-pt layup from 3 ft (assist by M. Barnes),7,2
18,1,9:53.0,,Shooting foul by C. McCollum (drawn by B. McLemore),7,2
19,1,9:53.0,,B. McLemore makes free throw 1 of 1,7,3
20,1,9:34.0,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),,9,3
21,1,9:20.0,,Shooting foul by M. Harkless (drawn by M. Barnes),9,3
22,1,9:20.0,,M. Barnes misses free throw 1 of 2,9,3
23,1,9:20.0,,Offensive rebound by Team,9,3
24,1,9:20.0,,M. Barnes makes free throw 2 of 2,9,4
25,1,9:04.0,,Loose ball foul by B. McLemore (drawn by M. Plumlee),9,4
26,1,8:54.0,M. Harkless makes 2-pt jump shot from 22 ft (assist by C. McCollum),,11,4
27,1,8:39.0,,D. Collison misses 2-pt jump shot from 16 ft,11,4
28,1,8:39.0,Defensive rebound by M. Harkless,,11,4
29,1,8:28.0,M. Harkless misses 3-pt jump shot from 23 ft,,11,4
30,1,8:28.0,,Defensive rebound by M. Barnes,11,4
31,1,8:18.0,,D. Cousins misses 2-pt jump shot from 5 ft,11,4
32,1,8:17.0,Defensive rebound by M. Plumlee,,11,4
33,1,8:06.0,C. McCollum makes 2-pt jump shot from 19 ft,,13,4
34,1,7:52.0,,Personal foul by M. Leonard (drawn by D. Cousins),13,4
35,1,7:31.0,,K. Koufos misses 2-pt jump shot from 4 ft,13,4
36,1,7:30.0,Defensive rebound by M. Plumlee,,13,4
37,1,7:11.0,M. Harkless misses 2-pt jump shot from 4 ft,,13,4
38,1,7:10.0,Offensive rebound by M. Harkless,,13,4
39,1,7:10.0,M. Harkless misses 2-pt layup from 2 ft,,13,4
40,1,7:10.0,,Defensive rebound by M. Barnes,13,4
41,1,7:04.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by M. Barnes),13,7
42,1,6:44.0,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),,15,7
43,1,6:26.0,,K. Koufos makes 2-pt hook shot from 7 ft (assist by D. Cousins),15,9
44,1,6:10.0,C. McCollum makes 2-pt jump shot from 6 ft (assist by D. Lillard),,17,9
45,1,5:56.0,,D. Cousins makes 2-pt hook shot from 7 ft,17,11
46,1,5:36.0,M. Leonard misses 3-pt jump shot from 25 ft,,17,11
47,1,5:35.0,Offensive rebound by M. Plumlee,,17,11
48,1,5:32.0,M. Harkless makes 2-pt layup from 2 ft (assist by M. Plumlee),,19,11
49,1,5:20.0,,D. Cousins makes 2-pt jump shot from 6 ft,19,13
50,1,5:10.0,Shooting foul by M. Barnes (drawn by D. Lillard),,19,13
51,1,5:10.0,,Sacramento full timeout,19,13
